batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,T_UM
35501,PSP,WW,Brown,Right,20.0,20.064,57.174
35501,PSP,EE,Brown,Right,20.0,20.07,55.671
35501,PSP,WW,Brown,Right,20.0,20.04,57.475
35501,PSP,EE,Brown,Right,20.0,20.004,54.871
35501,PSP,WW,Brown,Right,20.0,20.01,57.422
35501,PSP,EE,Brown,Right,20.0,20.068,54.469
35501,PSP,WW,Brown,Right,20.0,20.042,57.205
36696,PSS,EE,Brown,Right,20.0,20.005,53.533
36696,PSS,EE,Brown,Right,20.0,20.005,53.533
36696,PSS,WW,Brown,Right,20.0,20.003,53.009
36696,PSS,WW,Brown,Right,20.0,20.003,53.009
36696,PSS,EE,Brown,Right,20.0,20.008,52.935
36696,PSS,EE,Brown,Right,20.0,20.008,52.935
36696,PSS,WW,Brown,Right,20.0,20.024,53.037
36696,PSS,WW,Brown,Right,20.0,20.024,53.037
36696,PSS,EE,Brown,Right,20.0,20.01,53.829
36696,PSS,EE,Brown,Right,20.0,20.01,53.829
36696,PSS,WW,Brown,Right,20.0,20.003,53.448
36696,PSS,WW,Brown,Right,20.0,20.003,53.448
36696,PSS,EE,Brown,Right,20.0,20.065,54.813
36696,PSS,EE,Brown,Right,20.0,20.065,54.813
36696,PSS,WW,Brown,Right,20.0,20.03,53.189
36696,PSS,WW,Brown,Right,20.0,20.03,53.189
36696,PSS,EE,Brown,Left,20.0,20.026,52.636
36696,PSS,EE,Brown,Right,20.0,20.013,54.362
36696,PSS,EE,Brown,Right,20.0,20.013,54.362
36696,PSS,EE,Brown,Left,20.0,20.026,52.636
36696,PSS,WW,Brown,Right,20.0,20.005,52.703
36696,PSS,WW,Brown,Right,20.0,20.005,52.703
36696,PSS,EE,Brown,Right,20.0,20.005,53.772
36696,PSS,EE,Brown,Right,20.0,20.005,53.772
36696,PSS,WW,Brown,Right,20.0,20.006,52.531
36696,PSS,WW,Brown,Right,20.0,20.006,52.531
36696,PSS,EE,Brown,Right,20.0,20.022,53.436
36696,PSS,EE,Brown,Right,20.0,20.022,53.436
36696,PSS,WW,Brown,Right,20.0,20.009,53.205
36696,PSS,WW,Brown,Right,20.0,20.009,53.205
36696,PSS,EE,Brown,Right,20.0,20.03,53.449
36696,PSS,EE,Brown,Right,20.0,20.03,53.449
36696,PSS,WW,Brown,Right,20.0,20.014,51.574
36696,PSS,WW,Brown,Right,20.0,20.014,51.574
36696,PSS,EE,Brown,Right,20.0,20.002,54.526
36696,PSS,EE,Brown,Right,20.0,20.002,54.526
36696,PSS,WW,Brown,Right,20.0,20.011,52.585
36696,PSS,WW,Brown,Right,20.0,20.011,52.585
36697,PSS,EE,Brown,Right,20.0,20.008,51.848
36697,PSS,EE,Brown,Right,20.0,20.008,51.848
36697,PSS,EE,Brown,Right,20.0,20.008,51.848
36697,PSS,WW,Brown,Right,20.0,20.0,52.626
36697,PSS,WW,Brown,Right,20.0,20.0,52.626
36697,PSS,WW,Brown,Right,20.0,20.0,52.626
36697,PSS,EE,Brown,Right,20.0,20.001,53.317
36697,PSS,EE,Brown,Right,20.0,20.001,53.317
36697,PSS,WW,Brown,Right,20.0,20.006,53.238
36697,PSS,WW,Brown,Right,20.0,20.006,53.238
36697,PSS,WW,Brown,Right,20.0,20.006,53.238
36697,PSS,EE,Brown,Right,20.0,20.039,53.361
36697,PSS,EE,Brown,Right,20.0,20.039,53.361
36697,PSS,EE,Brown,Right,20.0,20.039,53.361
36697,PSS,WW,Brown,Right,20.0,20.002,51.349
36697,PSS,WW,Brown,Right,20.0,20.002,51.349
36697,PSS,WW,Brown,Right,20.0,20.002,51.349
36697,PSS,WW,Brown,Right,20.0,20.019,54.721
36697,PSS,WW,Brown,Right,20.0,20.019,54.721
36697,PSS,WW,Brown,Right,20.0,20.019,54.721
36697,PSS,WW,Brown,Right,20.0,20.032,55.375
36697,PSS,WW,Brown,Right,20.0,20.032,55.375
36697,PSS,WW,Brown,Right,20.0,20.032,55.375
36697,PSS,EE,Brown,Right,20.0,20.049,52.825
36697,PSS,EE,Brown,Right,20.0,20.049,52.825
36697,PSS,EE,Brown,Right,20.0,20.049,52.825
36697,PSS,WW,Brown,Right,20.0,20.023,49.968
36697,PSS,WW,Brown,Right,20.0,20.023,49.968
36697,PSS,WW,Brown,Right,20.0,20.023,49.968
36700,2S,EE,HEPHY,Left,,,49.753
36700,2S,WW,HEPHY,Left,,,50.643
36700,2S,EE,HEPHY,Left,,,46.442
36700,2S,EE,HEPHY,Left,,,46.442
36700,2S,WW,HEPHY,Left,,,48.858
36700,2S,EE,HEPHY,Left,,,47.512
36700,2S,WW,HEPHY,Left,,,48.395
36700,2S,EE,HEPHY,Left,,,47.833
36700,2S,WW,HEPHY,Left,,,47.751
36700,2S,EE,HEPHY,Left,,,46.854
36700,2S,WW,HEPHY,Left,,,48.689
36700,2S,EE,HEPHY,Left,,,46.296
36700,2S,WW,HEPHY,Left,,,48.122
36700,2S,EE,HEPHY,Left,,,46.58
36700,2S,WW,HEPHY,Left,,,48.399
36700,2S,EE,HEPHY,Left,,,47.443
36700,2S,WW,HEPHY,Left,,,48.47
36700,2S,EE,HEPHY,Left,,,47.688
36700,2S,WW,HEPHY,Left,,,48.834
36700,2S,EE,HEPHY,Left,,,47.584
36700,2S,WW,HEPHY,Left,,,49.069
36701,2S,EE,HEPHY,Left,,,49.233
36701,2S,WW,HEPHY,Left,,,49.089
36701,2S,EE,HEPHY,Left,,,49.906
36701,2S,WW,HEPHY,Left,,,50.328
36701,2S,EE,HEPHY,Left,,,49.35
36701,2S,WW,HEPHY,Left,,,49.469
36701,2S,EE,HEPHY,Left,,,50.19
36701,2S,WW,HEPHY,Left,,,50.995
36701,2S,EE,HEPHY,Left,,,52.348
36701,2S,WW,HEPHY,Left,,,50.857
36701,2S,EE,HEPHY,Left,,,50.57
36701,2S,WW,HEPHY,Left,,,49.385
36701,2S,EE,HEPHY,Left,,,51.591
36701,2S,WW,HEPHY,Left,,,50.773
36701,2S,EE,HEPHY,Left,,,51.254
36701,2S,WW,HEPHY,Left,,,51.119
36701,2S,EE,HEPHY,Left,,,51.238
36701,2S,WW,HEPHY,Left,,,49.692
36701,2S,EE,HEPHY,Left,,,50.266
36701,2S,WW,HEPHY,Left,,,49.504
36246,2S,EE,Brown,Right,20.0,20.376,51.421
36246,2S,WW,Brown,Right,20.0,20.387,51.467
36246,2S,EE,Brown,Right,20.0,20.35,51.617
36246,2S,WW,Brown,Right,20.0,20.469,51.985
36246,2S,EE,Brown,Right,20.0,20.483,51.799
36246,2S,WW,Brown,Right,20.0,20.109,51.686
36246,2S,EE,Brown,Right,20.0,20.631,52.431
36246,2S,WW,Brown,Right,20.0,20.641,52.268
36246,2S,EE,Brown,Right,20.0,20.019,51.071
36246,2S,WW,Brown,Right,20.0,20.021,51.58
36246,2S,EE,Brown,Right,20.0,20.028,51.403
36246,2S,WW,Brown,Right,20.0,20.068,51.315
36246,2S,EE,Brown,Right,20.0,20.074,51.289
36246,2S,WW,Brown,Right,20.0,20.097,50.293
36246,2S,EE,Brown,Right,20.0,20.101,51.269
36246,2S,WW,Brown,Right,20.0,20.064,51.513
36246,2S,EE,Brown,Right,20.0,20.045,50.325
36246,2S,WW,Brown,Right,20.0,20.048,51.537
36698,2S,EE,HEPHY,Left,,,53.318
36698,2S,WW,HEPHY,Left,,,52.035
36698,2S,EE,HEPHY,Left,,,53.256
36698,2S,WW,HEPHY,Left,,,53.67
36698,2S,EE,HEPHY,Left,,,52.885
36698,2S,WW,HEPHY,Left,,,53.309
36698,2S,EE,HEPHY,Left,,,53.308
36698,2S,WW,HEPHY,Left,,,53.885
36698,2S,EE,HEPHY,Left,,,53.839
36698,2S,WW,HEPHY,Left,,,54.882
36698,2S,EE,HEPHY,Left,,,50.639
36698,2S,WW,HEPHY,Left,,,54.721
36698,2S,EE,HEPHY,Left,,,59.105
36698,2S,WW,HEPHY,Left,,,51.297
36698,2S,EE,HEPHY,Left,,,50.491
36698,2S,WW,HEPHY,Left,,,61.467
36698,2S,EE,HEPHY,Left,,,52.091
36698,2S,WW,HEPHY,Left,,,52.206
36698,2S,EE,HEPHY,Left,,,52.626
36698,2S,WW,HEPHY,Left,,,52.059
36699,2S,WW,HEPHY,Left,,,51.446
36699,2S,EE,HEPHY,Left,,,54.161
36699,2S,WW,HEPHY,Left,,,52.255
36699,2S,EE,HEPHY,Left,,,54.464
36699,2S,WW,HEPHY,Left,,,52.807
36699,2S,EE,HEPHY,Left,,,52.584
36699,2S,WW,HEPHY,Left,,,54.567
36699,2S,EE,HEPHY,Left,,,53.387
36699,2S,WW,HEPHY,Left,,,45.29
36699,2S,EE,HEPHY,Left,,,55.068
36699,2S,WW,HEPHY,Left,,,51.74
36699,2S,EE,HEPHY,Left,,,53.144
36699,2S,WW,HEPHY,Left,,,51.493
36699,2S,EE,HEPHY,Left,,,52.697
36699,2S,WW,HEPHY,Left,,,51.153
36699,2S,EE,HEPHY,Left,,,52.691
36699,2S,WW,HEPHY,Left,,,48.314
36699,2S,EE,HEPHY,Left,,,54.417
36699,2S,WW,HEPHY,Left,,,51.843
36702,2S,EE,Perugia,Left,20.0,20.0,48.845
36702,2S,WW,Perugia,Left,20.0,20.0,52.224
36702,2S,EE,Perugia,Left,20.0,20.0,50.062
36702,2S,WW,Perugia,Left,20.0,20.0,49.956
36702,2S,EE,Perugia,Left,20.0,20.0,49.27
36702,2S,WW,Perugia,Left,20.0,20.0,52.335
36702,2S,EE,Perugia,Left,20.0,20.0,50.647
36702,2S,WW,Perugia,Left,20.0,20.0,52.076
36702,2S,EE,Perugia,Left,20.0,20.0,50.099
36702,2S,WW,Perugia,Left,20.0,20.0,51.535
36702,2S,EE,Perugia,Left,20.0,20.0,49.456
36702,2S,WW,Perugia,Left,20.0,20.0,51.013
36702,2S,EE,Perugia,Left,20.0,20.0,48.642
36702,2S,WW,Perugia,Left,20.0,20.0,49.299
36702,2S,EE,Perugia,Left,20.0,20.0,48.835
36702,2S,WW,Perugia,Left,20.0,20.0,51.695
36703,2S,EE,Perugia,Left,20.0,20.0,51.008
36703,2S,WW,Perugia,Left,20.0,20.0,48.327
36703,2S,EE,Perugia,Left,20.0,20.0,49.514
36703,2S,WW,Perugia,Left,20.0,20.0,52.513
36703,2S,EE,Perugia,Left,20.0,20.0,50.074
36703,2S,WW,Perugia,Left,20.0,20.0,51.93
36703,2S,EE,Perugia,Left,20.0,20.0,49.677
36703,2S,WW,Perugia,Left,20.0,20.0,51.06
36703,2S,EE,Perugia,Left,20.0,20.0,49.529
36703,2S,WW,Perugia,Left,20.0,20.0,52.422
36703,2S,EE,Perugia,Left,20.0,20.0,49.282
36703,2S,WW,Perugia,Left,20.0,20.0,49.542
36703,2S,EE,Perugia,Left,20.0,20.0,50.034
36703,2S,WW,Perugia,Left,20.0,20.0,48.83
36703,2S,EE,Perugia,Left,20.0,20.0,50.03
36703,2S,WW,Perugia,Left,20.0,20.0,51.596
36703,2S,EE,Perugia,Left,20.0,20.0,49.94
36703,2S,WW,Perugia,Left,20.0,20.0,50.194
36703,2S,EE,Perugia,Left,20.0,20.0,51.835
36703,2S,WW,Perugia,Left,20.0,20.0,50.174
36704,2S,EE,Perugia,Left,20.0,20.0,47.699
36704,2S,WW,Perugia,Left,20.0,20.0,52.316
36704,2S,EE,Perugia,Left,20.0,20.0,50.543
36704,2S,WW,Perugia,Left,20.0,20.0,52.869
36704,2S,EE,Perugia,Left,20.0,20.0,50.238
36704,2S,WW,Perugia,Left,20.0,20.0,51.939
36704,2S,EE,Perugia,Left,20.0,20.0,51.896
36704,2S,WW,Perugia,Left,20.0,20.0,52.093
36704,2S,EE,Perugia,Left,20.0,20.0,49.37
36704,2S,WW,Perugia,Left,20.0,20.0,50.739
36704,2S,EE,Perugia,Left,20.0,20.0,49.945
36704,2S,WW,Perugia,Left,20.0,20.0,52.979
36704,2S,EE,Perugia,Left,20.0,20.0,47.626
36704,2S,WW,Perugia,Left,20.0,20.0,49.354
36704,2S,EE,Perugia,Left,20.0,20.0,50.799
36704,2S,WW,Perugia,Left,20.0,20.0,52.007
36704,2S,EE,Perugia,Left,20.0,20.0,49.248
36704,2S,WW,Perugia,Left,20.0,20.0,49.593
36704,2S,EE,Perugia,Left,20.0,20.0,49.383
36704,2S,WW,Perugia,Left,20.0,20.0,52.914
36705,2S,EE,Perugia,Left,20.0,20.0,49.809
36705,2S,WW,Perugia,Left,20.0,20.0,49.634
36705,2S,EE,Perugia,Left,20.0,20.0,49.78
36705,2S,WW,Perugia,Left,20.0,20.0,47.752
36705,2S,EE,Perugia,Left,20.0,20.0,49.652
36705,2S,WW,Perugia,Left,20.0,20.0,47.925
36705,2S,EE,Perugia,Left,20.0,20.0,49.956
36705,2S,WW,Perugia,Left,20.0,20.0,48.25
36705,2S,EE,Perugia,Left,20.0,20.0,50.218
36705,2S,WW,Perugia,Left,20.0,20.0,48.025
36705,2S,EE,Perugia,Left,20.0,20.0,49.721
36705,2S,WW,Perugia,Left,20.0,20.0,47.627
36705,2S,EE,Perugia,Left,20.0,20.0,50.009
36705,2S,WW,Perugia,Left,20.0,20.0,50.774
36705,2S,EE,Perugia,Left,20.0,20.0,50.653
36705,2S,WW,Perugia,Left,20.0,20.0,50.425
36705,2S,EE,Perugia,Left,20.0,20.0,49.533
36705,2S,WW,Perugia,Left,20.0,20.0,48.206
36705,2S,EE,Perugia,Left,20.0,20.0,50.233
36705,2S,WW,Perugia,Left,20.0,20.0,49.654
36706,2S,EE,Brown,Right,20.0,20.022,52.461
36706,2S,WW,Brown,Right,20.0,20.128,52.383
36706,2S,EE,Brown,Right,20.0,20.087,50.311
36706,2S,WW,Brown,Right,20.0,20.266,50.679
36706,2S,WW,Brown,Left,20.0,20.023,58.252
36706,2S,EE,Brown,Right,20.0,20.024,50.23
36706,2S,WW,Brown,Right,20.0,20.008,51.046
36706,2S,EE,Brown,Right,20.0,20.01,54.175
36706,2S,WW,Brown,Right,20.0,20.027,54.504
36706,2S,EE,Brown,Right,20.0,20.049,52.485
36706,2S,WW,Brown,Right,20.0,20.04,50.351
36795,2S,EE,Brown,Right,20.0,20.039,50.579
36795,2S,WW,Brown,Right,20.0,20.003,50.849
36795,2S,EE,Brown,Right,20.0,20.008,51.165
36795,2S,EE,Brown,Left,20.0,20.083,50.853
36795,2S,WW,Brown,Right,20.0,20.059,50.276
36795,2S,EE,Brown,Right,20.0,20.045,50.755
36795,2S,WW,Brown,Right,20.0,20.077,49.903
36795,2S,EE,Brown,Right,20.0,20.086,50.954
36795,2S,EE,Brown,Left,20.0,20.07,50.445
36795,2S,WW,Brown,Right,20.0,20.037,50.511
36795,2S,EE,Brown,Right,20.0,20.091,50.185
36795,2S,WW,Brown,Right,20.0,20.037,49.924
36795,2S,EE,Brown,Right,20.0,20.034,51.172
36795,2S,WW,Brown,Right,20.0,20.055,50.182
36795,2S,EE,Brown,Right,20.0,20.019,50.254
36795,2S,WW,Brown,Right,20.0,20.047,49.973
36795,2S,EE,Brown,Right,20.0,20.061,50.655
36795,2S,WW,Brown,Right,20.0,20.055,50.637
36796,2S,EE,Brown,Right,20.0,20.047,50.073
36796,2S,WW,Brown,Right,20.0,20.015,49.783
36796,2S,EE,Brown,Right,20.0,19.988,49.894
36796,2S,EE,Brown,Right,20.0,20.017,49.942
36796,2S,EE,Brown,Right,20.0,20.017,49.942
36796,2S,WW,Brown,Right,20.0,20.052,50.317
36796,2S,WW,Brown,Right,20.0,20.052,50.317
36796,2S,EE,Brown,Right,20.0,20.067,50.716
36796,2S,EE,Brown,Right,20.0,20.086,49.037
36796,2S,WW,Brown,Right,20.0,20.036,49.675
36796,2S,EE,Brown,Right,20.0,20.057,48.981
36796,2S,WW,Brown,Right,20.0,20.036,48.75
36796,2S,EE,Brown,Right,20.0,20.027,49.506
36796,2S,WW,Brown,Right,20.0,20.045,50.08
36796,2S,EE,Brown,Right,20.0,20.053,49.82
36796,2S,WW,Brown,Right,20.0,20.058,49.871
36797,2S,EE,Brown,Right,20.0,20.032,52.12
36797,2S,WW,Brown,Right,20.0,20.058,49.384
36797,2S,EE,Brown,Right,20.0,20.059,52.237
36797,2S,WW,Brown,Right,20.0,20.021,49.575
36797,2S,EE,Brown,Right,20.0,20.042,52.02
36797,2S,WW,Brown,Right,20.0,20.024,50.516
36797,2S,EE,Brown,Right,20.0,20.043,51.843
36797,2S,WW,Brown,Right,20.0,20.011,51.43
36797,2S,EE,Brown,Right,20.0,20.036,51.648
36797,2S,WW,Brown,Right,20.0,20.037,52.42
36797,2S,EE,Brown,Right,20.0,20.053,50.786
36797,2S,WW,Brown,Right,20.0,20.053,50.428
36797,2S,EE,Brown,Right,20.0,20.038,50.556
36797,2S,WW,Brown,Right,20.0,20.048,53.653
36797,2S,WW,Brown,Right,20.0,20.044,40.519
36797,2S,EE,Brown,Right,20.0,20.053,51.633
36797,2S,WW,Brown,Right,20.0,20.05,51.851
36798,2S,EE,Perugia,Left,20.0,20.0,51.686
36798,2S,EE,Perugia,Left,20.0,20.0,51.686
36798,2S,WW,Perugia,Left,20.0,20.0,54.059
36798,2S,WW,Perugia,Left,20.0,20.0,54.059
36798,2S,EE,Perugia,Left,20.0,20.0,51.79
36798,2S,EE,Perugia,Left,20.0,20.0,51.79
36798,2S,WW,Perugia,Left,20.0,20.0,57.503
36798,2S,WW,Perugia,Left,20.0,20.0,57.503
36798,2S,EE,Perugia,Left,20.0,20.0,51.842
36798,2S,EE,Perugia,Left,20.0,20.0,51.842
36798,2S,WW,Perugia,Left,20.0,20.0,52.898
36798,2S,WW,Perugia,Left,20.0,20.0,52.898
36798,2S,EE,Perugia,Left,20.0,20.0,52.535
36798,2S,EE,Perugia,Left,20.0,20.0,52.535
36798,2S,WW,Perugia,Left,20.0,20.0,51.016
36798,2S,WW,Perugia,Left,20.0,20.0,51.016
36798,2S,EE,Perugia,Left,20.0,20.0,52.077
36798,2S,EE,Perugia,Left,20.0,20.0,52.077
36798,2S,WW,Perugia,Left,20.0,20.0,52.296
36798,2S,WW,Perugia,Left,20.0,20.0,52.296
36798,2S,EE,Perugia,Left,20.0,20.0,52.267
36798,2S,EE,Perugia,Left,20.0,20.0,52.267
36798,2S,WW,Perugia,Left,20.0,20.0,56.737
36798,2S,WW,Perugia,Left,20.0,20.0,56.737
36798,2S,EE,Perugia,Left,20.0,20.0,50.818
36798,2S,EE,Perugia,Left,20.0,20.0,50.818
36798,2S,WW,Perugia,Left,20.0,20.0,54.485
36798,2S,WW,Perugia,Left,20.0,20.0,54.485
36798,2S,EE,Perugia,Left,20.0,20.0,51.378
36798,2S,EE,Perugia,Left,20.0,20.0,51.378
36798,2S,WW,Perugia,Left,20.0,20.0,54.778
36798,2S,WW,Perugia,Left,20.0,20.0,54.778
36798,2S,EE,Perugia,Left,20.0,20.0,51.489
36798,2S,EE,Perugia,Left,20.0,20.0,51.489
36798,2S,WW,Perugia,Left,20.0,20.0,56.894
36798,2S,WW,Perugia,Left,20.0,20.0,56.894
36799,2S,EE,Perugia,Left,20.0,20.0,49.708
36799,2S,WW,Perugia,Left,20.0,20.0,48.561
36799,2S,EE,Perugia,Left,20.0,20.0,47.956
36799,2S,WW,Perugia,Left,20.0,20.0,49.058
36799,2S,EE,Perugia,Left,20.0,20.0,50.024
36799,2S,WW,Perugia,Left,20.0,20.0,49.742
36799,2S,EE,Perugia,Left,20.0,20.0,49.986
36799,2S,WW,Perugia,Left,20.0,20.0,49.943
36799,2S,EE,Perugia,Left,20.0,20.0,47.973
36799,2S,WW,Perugia,Left,20.0,20.0,49.55
36799,2S,EE,Perugia,Left,20.0,20.0,51.125
36799,2S,WW,Perugia,Left,20.0,20.0,48.084
36799,2S,EE,Perugia,Left,20.0,20.0,49.726
36799,2S,WW,Perugia,Left,20.0,20.0,47.847
36799,2S,EE,Perugia,Left,20.0,20.0,49.602
36799,2S,WW,Perugia,Left,20.0,20.0,48.329
36799,2S,EE,Perugia,Left,20.0,20.0,48.545
36799,2S,WW,Perugia,Left,20.0,20.0,47.719
36799,2S,EE,Perugia,Left,20.0,20.0,48.617
36799,2S,WW,Perugia,Left,20.0,20.0,49.064
36800,2S,EE,HEPHY,Left,,,51.478
36800,2S,WW,HEPHY,Left,,,49.612
36800,2S,EE,HEPHY,Left,,,49.487
36800,2S,WW,HEPHY,Left,,,49.188
36800,2S,EE,HEPHY,Left,,,49.807
36800,2S,WW,HEPHY,Left,,,47.841
36800,2S,EE,HEPHY,Left,,,51.507
36800,2S,WW,HEPHY,Left,,,48.315
36800,2S,EE,HEPHY,Left,,,49.789
36800,2S,WW,HEPHY,Left,,,48.179
36800,2S,EE,HEPHY,Left,,,49.535
36800,2S,WW,HEPHY,Left,,,49.067
36800,2S,EE,HEPHY,Left,,,49.617
36800,2S,WW,HEPHY,Left,,,48.777
36800,2S,EE,HEPHY,Left,,,48.832
36800,2S,WW,HEPHY,Left,,,49.409
36800,2S,EE,HEPHY,Left,,,49.816
36800,2S,WW,HEPHY,Left,,,48.416
36800,2S,EE,HEPHY,Left,,,48.793
36800,2S,WW,HEPHY,Left,,,49.137
36801,2S,EE,HEPHY,Left,,,52.598
36801,2S,WW,HEPHY,Left,,,50.648
36801,2S,EE,HEPHY,Left,,,52.749
36801,2S,WW,HEPHY,Left,,,51.007
36801,2S,EE,HEPHY,Left,,,52.24
36801,2S,WW,HEPHY,Left,,,57.316
36801,2S,EE,HEPHY,Left,,,50.815
36801,2S,WW,HEPHY,Left,,,52.027
36801,2S,EE,HEPHY,Left,,,51.777
36801,2S,WW,HEPHY,Left,,,50.834
36801,2S,EE,HEPHY,Left,,,52.075
36801,2S,WW,HEPHY,Left,,,50.557
36801,2S,EE,HEPHY,Left,,,52.641
36801,2S,WW,HEPHY,Left,,,51.992
36801,2S,EE,HEPHY,Left,,,52.754
36801,2S,WW,HEPHY,Left,,,51.216
36801,2S,EE,HEPHY,Left,,,53.059
36801,2S,WW,HEPHY,Left,,,52.421
36801,2S,EE,HEPHY,Left,,,52.229
36801,2S,WW,HEPHY,Left,,,51.156
36802,2S,EE,HEPHY,Left,,,51.822
36802,2S,WW,HEPHY,Left,,,53.023
36802,2S,EE,HEPHY,Left,,,53.051
36802,2S,WW,HEPHY,Left,,,52.497
36802,2S,EE,HEPHY,Left,,,53.04
36802,2S,WW,HEPHY,Left,,,53.056
36802,2S,EE,HEPHY,Left,,,52.731
36802,2S,WW,HEPHY,Left,,,52.848
36802,2S,EE,HEPHY,Left,,,53.232
36802,2S,WW,HEPHY,Left,,,51.216
36802,2S,EE,HEPHY,Left,,,52.322
36802,2S,WW,HEPHY,Left,,,52.58
36802,2S,EE,HEPHY,Left,,,51.849
36802,2S,WW,HEPHY,Left,,,51.459
36802,2S,EE,HEPHY,Left,,,52.011
36802,2S,WW,HEPHY,Left,,,51.344
36802,2S,EE,HEPHY,Left,,,52.872
36802,2S,WW,HEPHY,Left,,,52.272
36802,2S,EE,HEPHY,Left,,,52.805
36802,2S,WW,HEPHY,Left,,,51.452
36803,2S,EE,HEPHY,Left,,,48.264
36803,2S,WW,HEPHY,Left,,,50.532
36803,2S,WW,HEPHY,Left,,,50.532
36803,2S,WW,HEPHY,Left,,,50.532
36803,2S,EE,HEPHY,Left,,,47.352
36803,2S,EE,HEPHY,Left,,,47.352
36803,2S,EE,HEPHY,Left,,,47.352
36803,2S,WW,HEPHY,Left,,,49.612
36803,2S,EE,HEPHY,Left,,,48.857
36803,2S,EE,HEPHY,Left,,,48.857
36803,2S,WW,HEPHY,Left,,,50.286
36803,2S,WW,HEPHY,Left,,,50.286
36803,2S,WW,HEPHY,Left,,,50.286
36803,2S,EE,HEPHY,Left,,,49.119
36803,2S,WW,HEPHY,Left,,,50.086
36803,2S,WW,HEPHY,Left,,,50.086
36803,2S,EE,HEPHY,Left,,,49.182
36803,2S,EE,HEPHY,Left,,,49.182
36803,2S,WW,HEPHY,Left,,,50.196
36803,2S,WW,HEPHY,Left,,,50.196
36803,2S,WW,HEPHY,Left,,,50.196
36803,2S,EE,HEPHY,Left,,,47.401
36803,2S,WW,HEPHY,Left,,,50.963
36803,2S,WW,HEPHY,Left,,,50.963
36803,2S,EE,HEPHY,Left,,,47.043
36803,2S,EE,HEPHY,Left,,,47.043
36803,2S,WW,HEPHY,Left,,,50.014
36803,2S,WW,HEPHY,Left,,,50.014
36803,2S,EE,HEPHY,Left,,,47.988
36803,2S,EE,HEPHY,Left,,,47.988
36803,2S,WW,HEPHY,Left,,,49.987
36803,2S,WW,HEPHY,Left,,,49.987
37079,2S,EE,HEPHY,Left,,,49.253
37079,2S,WW,HEPHY,Left,,,48.183
37079,2S,EE,HEPHY,Left,,,56.265
37079,2S,EE,HEPHY,Left,,,40.097
37079,2S,WW,HEPHY,Left,,,49.97
37079,2S,EE,HEPHY,Left,,,49.098
37079,2S,WW,HEPHY,Left,,,49.294
37079,2S,EE,HEPHY,Left,,,49.588
37079,2S,WW,HEPHY,Left,,,49.716
37079,2S,EE,HEPHY,Left,,,49.9
37079,2S,WW,HEPHY,Left,,,50.763
37079,2S,EE,HEPHY,Left,,,49.005
37079,2S,WW,HEPHY,Left,,,50.158
37079,2S,EE,HEPHY,Left,,,49.367
37079,2S,WW,HEPHY,Left,,,50.784
37079,2S,EE,HEPHY,Left,,,49.37
37079,2S,WW,HEPHY,Left,,,50.94
37081,2S,EE,HEPHY,Left,,,53.166
37081,2S,WW,HEPHY,Left,,,53.205
37081,2S,EE,HEPHY,Left,,,53.234
37081,2S,WW,HEPHY,Left,,,52.796
37081,2S,EE,HEPHY,Left,,,52.827
37081,2S,WW,HEPHY,Left,,,52.412
37081,2S,EE,HEPHY,Left,,,56.168
37081,2S,EE,HEPHY,Left,,,38.168
37081,2S,WW,HEPHY,Left,,,52.996
37081,2S,EE,HEPHY,Left,,,53.038
37081,2S,WW,HEPHY,Left,,,51.774
37081,2S,EE,HEPHY,Left,,,52.952
37081,2S,WW,HEPHY,Left,,,52.825
37081,2S,EE,HEPHY,Left,,,52.445
37081,2S,WW,HEPHY,Left,,,53.662
37081,2S,EE,HEPHY,Left,,,53.098
37081,2S,WW,HEPHY,Left,,,38.282
37081,2S,WW,HEPHY,Left,,,55.028
37081,2S,EE,HEPHY,Left,,,52.89
37081,2S,WW,HEPHY,Left,,,53.259
37081,2S,EE,HEPHY,Left,,,53.05
37081,2S,WW,HEPHY,Left,,,50.246
37083,2S,EE,Perugia,Left,20.0,20.0,51.793
37083,2S,WW,Perugia,Left,20.0,20.0,52.925
37083,2S,EE,Perugia,Left,20.0,20.0,50.993
37083,2S,WW,Perugia,Left,20.0,20.0,50.403
37083,2S,EE,Perugia,Left,20.0,20.0,51.564
37083,2S,WW,Perugia,Left,20.0,20.0,52.853
37083,2S,EE,Perugia,Left,20.0,20.0,51.695
37083,2S,WW,Perugia,Left,20.0,20.0,50.682
37083,2S,EE,Perugia,Left,20.0,20.0,52.45
37083,2S,WW,Perugia,Left,20.0,20.0,53.401
37083,2S,EE,Perugia,Left,20.0,20.0,51.479
37083,2S,WW,Perugia,Left,20.0,20.0,50.028
37083,2S,EE,Perugia,Left,20.0,20.0,51.678
37083,2S,WW,Perugia,Left,20.0,20.0,51.524
37083,2S,EE,Perugia,Left,20.0,20.0,50.815
37083,2S,WW,Perugia,Left,20.0,20.0,52.211
37083,2S,EE,Perugia,Left,20.0,20.0,51.756
37083,2S,WW,Perugia,Left,20.0,20.0,50.894
37084,2S,EE,Perugia,Left,20.0,20.0,49.595
37084,2S,WW,Perugia,Left,20.0,20.0,51.646
37084,2S,EE,Perugia,Left,20.0,20.0,49.576
37084,2S,WW,Perugia,Left,20.0,20.0,50.778
