ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_NAME_LABEL,VTH_V,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
13767580,9160,Tracker Halfmoon TC Parameters,1331762,7420,2S Halfmoon W,179299,41750_039_2-S_HM_WW,4.75976,PQC4,CC_POLY,Not Used,Left,CC_POLY,KEITHLEY 2410,0.2,,,,24.0,24.0,Demokritos_VPB41750_039_2-S_HM_W_Left_PQC4_CCPoly_IV.xml,Demokritos
13766420,9160,Tracker Halfmoon TC Parameters,1331602,7420,2S Halfmoon W,179299,41750_039_2-S_HM_WW,4.74474,PQC4,CC_POLY,Not Used,Left,CC_POLY,KEITHLEY 2410,0.2,,,,24.0,24.0,Demokritos_VPB41750_039_2-S_HM_W_Left_PQC4_CCPoly_IV.xml,Demokritos
12662100,9160,Tracker Halfmoon TC Parameters,1174682,7400,2S Halfmoon E,179336,41750_048_2-S_HM_EE,4.72973,PQC1,VDP_POLY,Rotated,Left,VDP_POLY,KEITHLEY 2410,0.2,,,,23.9,23.9,Demokritos_VPB41750_048_2-S_HM_E_Left_PQC1_VDPPoly_r.xml,Demokritos
13768880,9160,Tracker Halfmoon TC Parameters,1331942,7400,2S Halfmoon E,179336,41750_048_2-S_HM_EE,4.72973,PQC1,VDP_POLY,Rotated,Left,VDP_POLY,KEITHLEY 2410,0.2,,,,23.9,23.9,Demokritos_VPB41750_048_2-S_HM_E_Left_PQC1_VDPPoly_r.xml,Demokritos
12663620,9160,Tracker Halfmoon TC Parameters,1174882,7420,2S Halfmoon W,179339,41750_048_2-S_HM_WW,4.66967,PQC3,VDP_BULK,Standard,Left,VDP_BULK,KEITHLEY 2410,0.2,,,,24.0,24.0,Demokritos_VPB41750_048_2-S_HM_W_Left_PQC3_VDPBulk_s.xml,Demokritos
13770220,9160,Tracker Halfmoon TC Parameters,1332122,7420,2S Halfmoon W,179339,41750_048_2-S_HM_WW,4.66967,PQC3,VDP_BULK,Standard,Left,VDP_BULK,KEITHLEY 2410,0.2,,,,24.0,24.0,Demokritos_VPB41750_048_2-S_HM_W_Left_PQC3_VDPBulk_s.xml,Demokritos
14093873,9160,Tracker Halfmoon TC Parameters,1370720,7400,2S Halfmoon E,186610,41751_002_2-S_HM_EE,3.774,PQC3,DIODE_HALF,Not Used,Right,DiodeIV_GR,PQC_HM_POSITION 1,1.0,,,,20.0,20.059,Test_HPK_VPB41751_002_2-S_HM_EE_East_South_PQC3_DiodeIV_GR_DiodeHalf_IV_Run01_08_31_2022_03_52_41_PM.txt,Brown
14093872,9160,Tracker Halfmoon TC Parameters,1370585,7420,2S Halfmoon W,186613,41751_002_2-S_HM_WW,4.449,PQC2,R_POLY,Not Used,Right,Resistor-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.094,Test_HPK_VPB41751_002_2-S_HM_WW_West_North_PQC2_Resistor-polySi_Rpoly_Run01_08_31_2022_04_15_50_PM.txt,Brown
14093864,9160,Tracker Halfmoon TC Parameters,1370411,7400,2S Halfmoon E,186632,41751_005_2-S_HM_EE,3.678,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.124,Test_HPK_VPB41751_005_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_r_Run01_08_30_2022_04_44_07_PM.txt,Brown
14093865,9160,Tracker Halfmoon TC Parameters,1370516,7400,2S Halfmoon E,186632,41751_005_2-S_HM_EE,4.468,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.124,Test_HPK_VPB41751_005_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_r_Run01_08_30_2022_04_44_07_PM.txt,Brown
14093866,9160,Tracker Halfmoon TC Parameters,1370519,7420,2S Halfmoon W,186635,41751_005_2-S_HM_WW,4.202,PQC1,VDP_STRIP,Rotated,Right,VdP-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.1,Test_HPK_VPB41751_005_2-S_HM_WW_West_North_PQC1_VdP-strip_VDPStrip_r_Run01_08_30_2022_05_36_52_PM.txt,Brown
14093875,9160,Tracker Halfmoon TC Parameters,1370858,7420,2S Halfmoon W,186635,41751_005_2-S_HM_WW,4.484,PQC1,VDP_STRIP,Rotated,Right,VdP-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.1,Test_HPK_VPB41751_005_2-S_HM_WW_West_North_PQC1_VdP-strip_VDPStrip_r_Run01_08_30_2022_05_36_52_PM.txt,Brown
14093874,9160,Tracker Halfmoon TC Parameters,1370807,7400,2S Halfmoon E,186690,41751_012_2-S_HM_EE,4.128,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.005,Test_HPK_VPB41751_012_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_r_Run01_09_06_2022_11_01_03_AM.txt,Brown
14093868,9160,Tracker Halfmoon TC Parameters,1370552,7420,2S Halfmoon W,186693,41751_012_2-S_HM_WW,4.431,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.027,Test_HPK_VPB41751_012_2-S_HM_WW_West_North_PQC1_VdP-polySi_VDPPoly_s_Run02_09_06_2022_11_42_08_AM.txt,Brown
14093877,9160,Tracker Halfmoon TC Parameters,1371074,7400,2S Halfmoon E,186712,41751_017_2-S_HM_EE,4.224,PQC3,CLOVER_METAL,Standard,Right,VdP-metalClover,PQC_HM_POSITION 3,0.2,,,,20.0,20.086,Test_HPK_VPB41751_017_2-S_HM_EE_East_South_PQC3_VdP-metalClover_CloverMetal_s_Run03_08_31_2022_02_47_15_PM.txt,Brown
14093861,9160,Tracker Halfmoon TC Parameters,1370255,7400,2S Halfmoon E,186712,41751_017_2-S_HM_EE,4.416,PQC3,CLOVER_METAL,Standard,Right,VdP-metalClover,PQC_HM_POSITION 3,0.2,,,,20.0,20.086,Test_HPK_VPB41751_017_2-S_HM_EE_East_South_PQC3_VdP-metalClover_CloverMetal_s_Run03_08_31_2022_02_47_15_PM.txt,Brown
14093863,9160,Tracker Halfmoon TC Parameters,1370348,7420,2S Halfmoon W,186715,41751_017_2-S_HM_WW,4.47,PQC2,LINEWIDTH_STRIP,Not Used,Right,Linewidth-strip,PQC_HM_POSITION 4,0.2,,,,20.0,20.104,Test_HPK_VPB41751_017_2-S_HM_WW_West_North_PQC2_Linewidth-strip_LinewidthStrip_Run02_08_31_2022_02_09_29_PM.txt,Brown
14093876,9160,Tracker Halfmoon TC Parameters,1371041,7420,2S Halfmoon W,186715,41751_017_2-S_HM_WW,4.304,PQC2,LINEWIDTH_STRIP,Not Used,Right,Linewidth-strip,PQC_HM_POSITION 4,0.2,,,,20.0,20.104,Test_HPK_VPB41751_017_2-S_HM_WW_West_North_PQC2_Linewidth-strip_LinewidthStrip_Run02_08_31_2022_02_09_29_PM.txt,Brown
14093871,9160,Tracker Halfmoon TC Parameters,1370582,7400,2S Halfmoon E,186770,41751_031_2-S_HM_EE,3.043,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.094,Test_HPK_VPB41751_031_2-S_HM_EE_East_South_PQC1_VdP-strip_VDPStrip_s_Run01_09_06_2022_12_23_08_PM.txt,Brown
14093860,9160,Tracker Halfmoon TC Parameters,1370234,7420,2S Halfmoon W,186773,41751_031_2-S_HM_WW,4.515,PQC1,VDP_STRIP,Rotated,Right,VdP-strip,PQC_HM_POSITION 4,0.2,,,,20.0,20.143,Test_HPK_VPB41751_031_2-S_HM_WW_West_North_PQC1_VdP-strip_VDPStrip_r_Run01_09_06_2022_01_04_12_PM.txt,Brown
14093862,9160,Tracker Halfmoon TC Parameters,1370267,7400,2S Halfmoon E,186792,41751_037_2-S_HM_EE,3.756,PQC1,VDP_STOP,Rotated,Left,VdP-pstop,PQC_HM_POSITION 3,0.5,,,,20.0,20.082,Test_HPK_VPB41751_037_2-S_HM_EE_East_North_PQC1_VdP-pstop_VDPStop_r_Run01_08_31_2022_03_07_40_PM.txt,Brown
14093869,9160,Tracker Halfmoon TC Parameters,1370567,7400,2S Halfmoon E,186792,41751_037_2-S_HM_EE,4.481,PQC1,VDP_STOP,Rotated,Left,VdP-pstop,PQC_HM_POSITION 3,0.5,,,,20.0,20.082,Test_HPK_VPB41751_037_2-S_HM_EE_East_North_PQC1_VdP-pstop_VDPStop_r_Run01_08_31_2022_03_07_40_PM.txt,Brown
14093870,9160,Tracker Halfmoon TC Parameters,1370573,7420,2S Halfmoon W,186795,41751_037_2-S_HM_WW,4.49,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 4,0.5,,,,20.0,20.105,Test_HPK_VPB41751_037_2-S_HM_WW_West_South_PQC1_VdP-pstop_VDPStop_s_Run01_08_31_2022_03_11_38_PM.txt,Brown
14093867,9160,Tracker Halfmoon TC Parameters,1370528,7420,2S Halfmoon W,186795,41751_037_2-S_HM_WW,4.1,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 4,0.5,,,,20.0,20.105,Test_HPK_VPB41751_037_2-S_HM_WW_West_South_PQC1_VdP-pstop_VDPStop_s_Run01_08_31_2022_03_11_38_PM.txt,Brown
12405261,9160,Tracker Halfmoon TC Parameters,1142056,7400,2S Halfmoon E,179354,41752_001_2-S_HM_EE,4.311,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.003,Test_HPK_VPB41752_001_2-S_HM_EE_East_South_PQC1_VdP-strip_VDPStrip_s_Run01_07_20_2022_04_00_35_PM.txt,Brown
12405279,9160,Tracker Halfmoon TC Parameters,1142959,7420,2S Halfmoon W,179357,41752_001_2-S_HM_WW,4.325,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop,PQC_HM_POSITION 2,0.5,,,,20.0,20.018,Test_HPK_VPB41752_001_2-S_HM_WW_West_North_PQC2_Linewidth-pstop_LinewidthStop_Run01_07_20_2022_05_27_12_PM.txt,Brown
12431621,9160,Tracker Halfmoon TC Parameters,1143256,7400,2S Halfmoon E,179376,41752_009_2-S_HM_EE,4.348,PQC1,CAP_E,Not Used,Right,Capacitor,PQC_HM_POSITION 1,3.0,1000.0,0.25,0.292,20.0,20.012,Test_HPK_VPB41752_009_2-S_HM_EE_East_South_PQC1_Capacitor_CapE_CV_Run01_07_21_2022_02_29_37_PM.txt,Brown
12405274,9160,Tracker Halfmoon TC Parameters,1142782,7400,2S Halfmoon E,179376,41752_009_2-S_HM_EE,4.318,PQC1,CAP_E,Not Used,Right,Capacitor,PQC_HM_POSITION 1,3.0,1000.0,0.25,0.292,20.0,20.012,Test_HPK_VPB41752_009_2-S_HM_EE_East_South_PQC1_Capacitor_CapE_CV_Run01_07_21_2022_02_29_37_PM.txt,Brown
12405265,9160,Tracker Halfmoon TC Parameters,1142251,7420,2S Halfmoon W,179379,41752_009_2-S_HM_WW,4.342,PQC3,VDP_EDGE,Standard,Right,VdP-pPlus,PQC_HM_POSITION 2,0.2,,,,20.0,20.036,Test_HPK_VPB41752_009_2-S_HM_WW_West_North_PQC3_VdP-pPlus_VDPEdge_s_Run03_07_28_2022_01_13_09_PM.txt,Brown
12431623,9160,Tracker Halfmoon TC Parameters,1143454,7420,2S Halfmoon W,179379,41752_009_2-S_HM_WW,4.315,PQC3,VDP_EDGE,Standard,Right,VdP-pPlus,PQC_HM_POSITION 2,0.2,,,,20.0,20.036,Test_HPK_VPB41752_009_2-S_HM_WW_West_North_PQC3_VdP-pPlus_VDPEdge_s_Run03_07_28_2022_01_13_09_PM.txt,Brown
12405264,9160,Tracker Halfmoon TC Parameters,1142155,7400,2S Halfmoon E,179434,41752_025_2-S_HM_EE,4.16,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,,20.0,20.009,Test_HPK_VPB41752_025_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_07_20_2022_06_16_05_PM.txt,Brown
12405262,9160,Tracker Halfmoon TC Parameters,1142059,7420,2S Halfmoon W,179437,41752_025_2-S_HM_WW,4.222,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop_2,PQC_HM_POSITION 4,0.5,,,,20.0,20.009,Test_HPK_VPB41752_025_2-S_HM_WW_West_North_PQC2_Linewidth-pstop_2_LinewidthStop_Run02_07_21_2022_11_51_59_AM.txt,Brown
12405278,9160,Tracker Halfmoon TC Parameters,1142947,7400,2S Halfmoon E,179456,41752_028_2-S_HM_EE,4.332,PQC4,CBKR_STRIP,Rotated,Right,CBKR-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.011,Test_HPK_VPB41752_028_2-S_HM_EE_East_South_PQC4_CBKR-strip_CBKRStrip_r_Run01_07_21_2022_05_37_24_PM.txt,Brown
12405268,9160,Tracker Halfmoon TC Parameters,1142362,7400,2S Halfmoon E,179456,41752_028_2-S_HM_EE,4.398,PQC4,CBKR_STRIP,Rotated,Right,CBKR-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.011,Test_HPK_VPB41752_028_2-S_HM_EE_East_South_PQC4_CBKR-strip_CBKRStrip_r_Run01_07_21_2022_05_37_24_PM.txt,Brown
12405263,9160,Tracker Halfmoon TC Parameters,1142152,7420,2S Halfmoon W,179459,41752_028_2-S_HM_WW,4.384,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.002,Test_HPK_VPB41752_028_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_07_21_2022_06_01_23_PM.txt,Brown
12405277,9160,Tracker Halfmoon TC Parameters,1142902,7420,2S Halfmoon W,179459,41752_028_2-S_HM_WW,4.389,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.002,Test_HPK_VPB41752_028_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_07_21_2022_06_01_23_PM.txt,Brown
12405276,9160,Tracker Halfmoon TC Parameters,1142890,7400,2S Halfmoon E,179514,41752_036_2-S_HM_EE,4.322,PQC2,LINEWIDTH_STRIP,Not Used,Right,Linewidth-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.009,Test_HPK_VPB41752_036_2-S_HM_EE_East_South_PQC2_Linewidth-strip_LinewidthStrip_Run01_07_29_2022_01_16_02_PM.txt,Brown
12405266,9160,Tracker Halfmoon TC Parameters,1142287,7420,2S Halfmoon W,179517,41752_036_2-S_HM_WW,4.376,PQC1,VDP_STOP,Rotated,Right,VdP-pstop,PQC_HM_POSITION 2,0.5,,,,20.0,20.011,Test_HPK_VPB41752_036_2-S_HM_WW_West_North_PQC1_VdP-pstop_VDPStop_r_Run01_07_29_2022_02_11_36_PM.txt,Brown
12431620,9160,Tracker Halfmoon TC Parameters,1143082,7400,2S Halfmoon E,179536,41752_039_2-S_HM_EE,4.324,PQC3,VDP_EDGE,Linewidth,Right,Linewidth-pPlus,PQC_HM_POSITION 1,0.2,,,,20.0,20.012,Test_HPK_VPB41752_039_2-S_HM_EE_East_South_PQC3_Linewidth-pPlus_VDPEdge_linewidth_Run02_07_29_2022_10_06_27_AM.txt,Brown
12405260,9160,Tracker Halfmoon TC Parameters,1142053,7400,2S Halfmoon E,179536,41752_039_2-S_HM_EE,4.346,PQC3,VDP_EDGE,Linewidth,Right,Linewidth-pPlus,PQC_HM_POSITION 1,0.2,,,,20.0,20.012,Test_HPK_VPB41752_039_2-S_HM_EE_East_South_PQC3_Linewidth-pPlus_VDPEdge_linewidth_Run02_07_29_2022_10_06_27_AM.txt,Brown
12405271,9160,Tracker Halfmoon TC Parameters,1142665,7420,2S Halfmoon W,179539,41752_039_2-S_HM_WW,4.328,PQC3,MEANDER_METAL,Standard,Right,Meander,PQC_HM_POSITION 2,0.2,,,,20.0,20.017,Test_HPK_VPB41752_039_2-S_HM_WW_West_North_PQC3_Meander_Meander_IV_Run03_07_29_2022_12_29_11_PM.txt,Brown
12405272,9160,Tracker Halfmoon TC Parameters,1142695,7420,2S Halfmoon W,179539,41752_039_2-S_HM_WW,4.371,PQC3,MEANDER_METAL,Standard,Right,Meander,PQC_HM_POSITION 2,0.2,,,,20.0,20.017,Test_HPK_VPB41752_039_2-S_HM_WW_West_North_PQC3_Meander_Meander_IV_Run03_07_29_2022_12_29_11_PM.txt,Brown
12405270,9160,Tracker Halfmoon TC Parameters,1142455,7400,2S Halfmoon E,179594,41752_046_2-S_HM_EE,4.314,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 3,0.5,,,,20.0,19.997,Test_HPK_VPB41752_046_2-S_HM_EE_East_South_PQC1_VdP-pstop_VDPStop_s_Run01_07_29_2022_03_01_40_PM.txt,Brown
12405267,9160,Tracker Halfmoon TC Parameters,1142305,7420,2S Halfmoon W,179597,41752_046_2-S_HM_WW,4.319,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop_2,PQC_HM_POSITION 4,0.5,,,,20.0,20.001,Test_HPK_VPB41752_046_2-S_HM_WW_West_North_PQC2_Linewidth-pstop_2_LinewidthStop_Run01_07_29_2022_04_07_25_PM.txt,Brown
12405275,9160,Tracker Halfmoon TC Parameters,1142869,7400,2S Halfmoon E,179616,41752_049_2-S_HM_EE,4.388,PQC2,R_POLY,Not Used,Right,Resistor-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.003,Test_HPK_VPB41752_049_2-S_HM_EE_East_South_PQC2_Resistor-polySi_Rpoly_Run01_07_29_2022_12_00_50_PM.txt,Brown
12405273,9160,Tracker Halfmoon TC Parameters,1142764,7400,2S Halfmoon E,179616,41752_049_2-S_HM_EE,4.324,PQC2,R_POLY,Not Used,Right,Resistor-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.003,Test_HPK_VPB41752_049_2-S_HM_EE_East_South_PQC2_Resistor-polySi_Rpoly_Run01_07_29_2022_12_00_50_PM.txt,Brown
12431622,9160,Tracker Halfmoon TC Parameters,1143415,7420,2S Halfmoon W,179619,41752_049_2-S_HM_WW,4.415,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 4,0.2,,,,20.0,20.003,Test_HPK_VPB41752_049_2-S_HM_WW_West_North_PQC1_VdP-strip_VDPStrip_s_Run02_07_29_2022_10_33_19_AM.txt,Brown
12405269,9160,Tracker Halfmoon TC Parameters,1142440,7420,2S Halfmoon W,179619,41752_049_2-S_HM_WW,4.353,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 4,0.2,,,,20.0,20.003,Test_HPK_VPB41752_049_2-S_HM_WW_West_North_PQC1_VdP-strip_VDPStrip_s_Run02_07_29_2022_10_33_19_AM.txt,Brown
12762669,9160,Tracker Halfmoon TC Parameters,1181794,7400,2S Halfmoon E,179630,41753_001_2-S_HM_EE,3.74,PQC1,CAP_W,Not Used,Right,Capacitor,PQC_HM_POSITION 1,3.0,1000.0,0.25,0.491,20.0,20.124,Test_HPK_VPB41753_001_2-S_HM_EE_East_South_PQC1_Capacitor_CapW_CV_Run02_08_02_2022_02_25_02_PM.txt,Brown
12795783,9160,Tracker Halfmoon TC Parameters,1182574,7420,2S Halfmoon W,179633,41753_001_2-S_HM_WW,4.53,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop,PQC_HM_POSITION 2,0.5,,,,20.0,20.028,Test_HPK_VPB41753_001_2-S_HM_WW_West_North_PQC2_Linewidth-pstop_LinewidthStop_Run01_08_01_2022_07_24_53_PM.txt,Brown
12795782,9160,Tracker Halfmoon TC Parameters,1182478,7400,2S Halfmoon E,179652,41753_007_2-S_HM_EE,4.478,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.015,Test_HPK_VPB41753_007_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_s_Run02_08_02_2022_04_12_53_PM.txt,Brown
12762660,9160,Tracker Halfmoon TC Parameters,1181125,7400,2S Halfmoon E,179652,41753_007_2-S_HM_EE,3.852,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.015,Test_HPK_VPB41753_007_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_s_Run02_08_02_2022_04_12_53_PM.txt,Brown
12762668,9160,Tracker Halfmoon TC Parameters,1181773,7420,2S Halfmoon W,179655,41753_007_2-S_HM_WW,4.136,PQC1,VDP_STRIP,Rotated,Left,VdP-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.02,Test_HPK_VPB41753_007_2-S_HM_WW_West_South_PQC1_VdP-strip_VDPStrip_r_Run01_08_02_2022_03_23_28_PM.txt,Brown
12762678,9160,Tracker Halfmoon TC Parameters,1182331,7420,2S Halfmoon W,179655,41753_007_2-S_HM_WW,4.478,PQC1,VDP_STRIP,Rotated,Left,VdP-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.02,Test_HPK_VPB41753_007_2-S_HM_WW_West_South_PQC1_VdP-strip_VDPStrip_r_Run01_08_02_2022_03_23_28_PM.txt,Brown
12762663,9160,Tracker Halfmoon TC Parameters,1181479,7400,2S Halfmoon E,179710,41753_015_2-S_HM_EE,4.27,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,0.239,20.0,20.013,Test_HPK_VPB41753_015_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_08_01_2022_08_54_53_PM.txt,Brown
12762661,9160,Tracker Halfmoon TC Parameters,1181137,7420,2S Halfmoon W,179713,41753_015_2-S_HM_WW,4.503,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 4,0.2,,,,20.0,20.007,Test_HPK_VPB41753_015_2-S_HM_WW_West_North_PQC1_VdP-polySi_VDPPoly_r_Run01_08_01_2022_08_57_04_PM.txt,Brown
12762675,9160,Tracker Halfmoon TC Parameters,1182232,7400,2S Halfmoon E,179732,41753_019_2-S_HM_EE,4.489,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop_2,PQC_HM_POSITION 3,0.5,,,,20.0,20.022,Test_HPK_VPB41753_019_2-S_HM_EE_East_South_PQC2_Linewidth-pstop_2_LinewidthStop_Run01_08_02_2022_07_14_39_PM.txt,Brown
12762666,9160,Tracker Halfmoon TC Parameters,1181728,7400,2S Halfmoon E,179732,41753_019_2-S_HM_EE,4.311,PQC2,LINEWIDTH_STOP,Not Used,Right,Linewidth-pstop_2,PQC_HM_POSITION 3,0.5,,,,20.0,20.022,Test_HPK_VPB41753_019_2-S_HM_EE_East_South_PQC2_Linewidth-pstop_2_LinewidthStop_Run01_08_02_2022_07_14_39_PM.txt,Brown
12762662,9160,Tracker Halfmoon TC Parameters,1181200,7420,2S Halfmoon W,179735,41753_019_2-S_HM_WW,4.372,PQC3,MEANDER_METAL,Standard,Right,Meander,PQC_HM_POSITION 4,0.2,,,,20.0,20.034,Test_HPK_VPB41753_019_2-S_HM_WW_West_North_PQC3_Meander_Meander_IV_Run01_08_02_2022_08_50_34_PM.txt,Brown
12795781,9160,Tracker Halfmoon TC Parameters,1182463,7420,2S Halfmoon W,179735,41753_019_2-S_HM_WW,4.528,PQC3,MEANDER_METAL,Standard,Right,Meander,PQC_HM_POSITION 4,0.2,,,,20.0,20.034,Test_HPK_VPB41753_019_2-S_HM_WW_West_North_PQC3_Meander_Meander_IV_Run01_08_02_2022_08_50_34_PM.txt,Brown
12762674,9160,Tracker Halfmoon TC Parameters,1182229,7400,2S Halfmoon E,179790,41753_029_2-S_HM_EE,2.768,PQC1,VDP_STRIP,Rotated,Right,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.069,Test_HPK_VPB41753_029_2-S_HM_EE_East_South_PQC1_VdP-strip_VDPStrip_r_Run02_08_03_2022_02_45_13_PM.txt,Brown
12762676,9160,Tracker Halfmoon TC Parameters,1182256,7420,2S Halfmoon W,179793,41753_029_2-S_HM_WW,4.607,PQC2,R_POLY,Not Used,Right,MeanderPolySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.072,Test_HPK_VPB41753_029_2-S_HM_WW_West_North_PQC2_MeanderPolySi_Rpoly_Run02_08_03_2022_03_50_15_PM.txt,Brown
12762677,9160,Tracker Halfmoon TC Parameters,1182316,7400,2S Halfmoon E,179812,41753_033_2-S_HM_EE,3.177,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.008,Test_HPK_VPB41753_033_2-S_HM_EE_East_South_PQC1_VdP-strip_VDPStrip_s_Run01_08_03_2022_06_43_16_PM.txt,Brown
12762671,9160,Tracker Halfmoon TC Parameters,1181899,7400,2S Halfmoon E,179812,41753_033_2-S_HM_EE,4.499,PQC1,VDP_STRIP,Standard,Right,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.008,Test_HPK_VPB41753_033_2-S_HM_EE_East_South_PQC1_VdP-strip_VDPStrip_s_Run01_08_03_2022_06_43_16_PM.txt,Brown
12795780,9160,Tracker Halfmoon TC Parameters,1182397,7420,2S Halfmoon W,179815,41753_033_2-S_HM_WW,4.601,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,0.207,20.0,20.005,Test_HPK_VPB41753_033_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_08_03_2022_08_53_10_PM.txt,Brown
12762670,9160,Tracker Halfmoon TC Parameters,1181827,7420,2S Halfmoon W,179815,41753_033_2-S_HM_WW,4.092,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,0.207,20.0,20.005,Test_HPK_VPB41753_033_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_08_03_2022_08_53_10_PM.txt,Brown
12762672,9160,Tracker Halfmoon TC Parameters,1182034,7400,2S Halfmoon E,179870,41753_044_2-S_HM_EE,3.561,PQC2,R_POLY,Not Used,Right,Resistor-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.022,Test_HPK_VPB41753_044_2-S_HM_EE_East_South_PQC2_Resistor-polySi_Rpoly_Run02_08_03_2022_04_37_59_PM.txt,Brown
12762664,9160,Tracker Halfmoon TC Parameters,1181608,7420,2S Halfmoon W,179873,41753_044_2-S_HM_WW,4.578,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 4,0.5,,,,20.0,20.023,Test_HPK_VPB41753_044_2-S_HM_WW_West_North_PQC1_VdP-pstop_VDPStop_s_Run01_08_03_2022_05_13_27_PM.txt,Brown
12762679,9160,Tracker Halfmoon TC Parameters,1182337,7400,2S Halfmoon E,179892,41753_047_2-S_HM_EE,3.517,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.017,Test_HPK_VPB41753_047_2-S_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_s_Run02_08_03_2022_09_11_20_PM.txt,Brown
