ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_NAME_LABEL,VTH_V,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
3516001,9160,Tracker Halfmoon TC Parameters,195738,7400,2S Halfmoon E,89694,36797_040_2-S_HM_EE,3.891,PQC2,R_POLY,Not Used,Right,Resistor-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.028,Test_HPK_VPX36797_040_2-S_HM_EE_East_South_PQC2_Resistor-polySi_Rpoly_Run01_10_01_2021_05_51_06_PM.txt,Brown
3516000,9160,Tracker Halfmoon TC Parameters,195672,7420,2S Halfmoon W,89697,36797_040_2-S_HM_WW,3.888,PQC1,CAP_W,Not Used,Right,Capacitor,PQC_HM_POSITION 4,3.0,1000.0,0.25,0.585,20.0,20.036,Test_HPK_VPX36797_040_2-S_HM_WW_West_North_PQC1_Capacitor_CapW_CV_Run01_10_01_2021_06_28_52_PM.txt,Brown
3518782,9160,Tracker Halfmoon TC Parameters,196321,7400,2S Halfmoon E,89716,36797_043_2-S_HM_EE,3.932,PQC2,LINEWIDTH_STRIP,Not Used,Right,Linewidth-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.072,Test_HPK_VPX36797_043_2-S_HM_EE_East_South_PQC2_Linewidth-strip_LinewidthStrip_Run04_10_04_2021_11_50_18_AM.txt,Brown
3518781,9160,Tracker Halfmoon TC Parameters,195852,7400,2S Halfmoon E,89716,36797_043_2-S_HM_EE,3.125,PQC2,LINEWIDTH_STRIP,Not Used,Right,Linewidth-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.072,Test_HPK_VPX36797_043_2-S_HM_EE_East_South_PQC2_Linewidth-strip_LinewidthStrip_Run04_10_04_2021_11_50_18_AM.txt,Brown
3518783,9160,Tracker Halfmoon TC Parameters,196354,7420,2S Halfmoon W,89719,36797_043_2-S_HM_WW,3.982,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.038,Test_HPK_VPX36797_043_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_10_01_2021_10_23_04_PM.txt,Brown
3518780,9160,Tracker Halfmoon TC Parameters,195777,7420,2S Halfmoon W,89719,36797_043_2-S_HM_WW,3.872,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.038,Test_HPK_VPX36797_043_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_10_01_2021_10_23_04_PM.txt,Brown
5268610,9160,Tracker Halfmoon TC Parameters,324427,7400,2S Halfmoon E,89770,36798_002_2-S_HM_EE,2.924,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_E_L_flute4_p+_Chain_24_8_2021_8h57m17s.txt,Perugia
5322280,9160,Tracker Halfmoon TC Parameters,325929,7400,2S Halfmoon E,89770,36798_002_2-S_HM_EE,3.829,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_E_L_flute4_p+_Chain_24_8_2021_8h57m17s.txt,Perugia
5301489,9160,Tracker Halfmoon TC Parameters,325443,7400,2S Halfmoon E,89770,36798_002_2-S_HM_EE,2.924,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_E_L_flute4_p+_Chain_24_8_2021_8h57m17s.txt,Perugia
5268607,9160,Tracker Halfmoon TC Parameters,324397,7400,2S Halfmoon E,89770,36798_002_2-S_HM_EE,3.829,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_E_L_flute4_p+_Chain_24_8_2021_8h57m17s.txt,Perugia
5290385,9160,Tracker Halfmoon TC Parameters,325078,7420,2S Halfmoon W,89773,36798_002_2-S_HM_WW,2.756,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_W_flute1_L_n+_24_8_2021_9h31m41s.txt,Perugia
5268603,9160,Tracker Halfmoon TC Parameters,324055,7420,2S Halfmoon W,89773,36798_002_2-S_HM_WW,3.842,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_W_flute1_L_n+_24_8_2021_9h31m41s.txt,Perugia
5301498,9160,Tracker Halfmoon TC Parameters,325860,7420,2S Halfmoon W,89773,36798_002_2-S_HM_WW,3.842,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_W_flute1_L_n+_24_8_2021_9h31m41s.txt,Perugia
5322285,9160,Tracker Halfmoon TC Parameters,326052,7420,2S Halfmoon W,89773,36798_002_2-S_HM_WW,2.756,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_002_2-S_HM_W_flute1_L_n+_24_8_2021_9h31m41s.txt,Perugia
5268611,9160,Tracker Halfmoon TC Parameters,324466,7400,2S Halfmoon E,89810,36798_008_2-S_HM_EE,3.91,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_008_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_8h56m50s.txt,Perugia
5301488,9160,Tracker Halfmoon TC Parameters,325428,7400,2S Halfmoon E,89810,36798_008_2-S_HM_EE,3.91,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_008_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_8h56m50s.txt,Perugia
5301492,9160,Tracker Halfmoon TC Parameters,325476,7420,2S Halfmoon W,89813,36798_008_2-S_HM_WW,2.225,PQC2,GCD,Not Used,Left,GCD,PQC_HM_POSITION 2,0.5,,,,20.0,20.0,HPK_36798_008_2S_HM_W_flute2_L_GCD_25_8_2021_9h22m5s.txt,Perugia
5268609,9160,Tracker Halfmoon TC Parameters,324412,7420,2S Halfmoon W,89813,36798_008_2-S_HM_WW,2.225,PQC2,GCD,Not Used,Left,GCD,PQC_HM_POSITION 2,0.5,,,,20.0,20.0,HPK_36798_008_2S_HM_W_flute2_L_GCD_25_8_2021_9h22m5s.txt,Perugia
5301491,9160,Tracker Halfmoon TC Parameters,325464,7400,2S Halfmoon E,89850,36798_013_2-S_HM_EE,3.5,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_E_flute1_L_pstop_24_8_2021_10h3m47s.txt,Perugia
5301490,9160,Tracker Halfmoon TC Parameters,325458,7400,2S Halfmoon E,89850,36798_013_2-S_HM_EE,3.955,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_E_flute1_L_pstop_24_8_2021_10h3m47s.txt,Perugia
5290389,9160,Tracker Halfmoon TC Parameters,325114,7400,2S Halfmoon E,89850,36798_013_2-S_HM_EE,3.5,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_E_flute1_L_pstop_24_8_2021_10h3m47s.txt,Perugia
5290386,9160,Tracker Halfmoon TC Parameters,325087,7400,2S Halfmoon E,89850,36798_013_2-S_HM_EE,3.955,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_E_flute1_L_pstop_24_8_2021_10h3m47s.txt,Perugia
5268600,9160,Tracker Halfmoon TC Parameters,323962,7420,2S Halfmoon W,89853,36798_013_2-S_HM_WW,3.221,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_W_flute1_L_n+_24_8_2021_11h22m18s.txt,Perugia
5290382,9160,Tracker Halfmoon TC Parameters,324952,7420,2S Halfmoon W,89853,36798_013_2-S_HM_WW,3.91,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_W_flute1_L_n+_24_8_2021_11h22m18s.txt,Perugia
5301493,9160,Tracker Halfmoon TC Parameters,325569,7420,2S Halfmoon W,89853,36798_013_2-S_HM_WW,3.221,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_W_flute1_L_n+_24_8_2021_11h22m18s.txt,Perugia
5301481,9160,Tracker Halfmoon TC Parameters,325194,7420,2S Halfmoon W,89853,36798_013_2-S_HM_WW,3.91,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_013_2-S_HM_W_flute1_L_n+_24_8_2021_11h22m18s.txt,Perugia
5322283,9160,Tracker Halfmoon TC Parameters,326007,7400,2S Halfmoon E,89890,36798_020_2-S_HM_EE,3.836,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_020_2-S_HM_E_flute1_L_FET_25_8_2021_10h25m31s.txt,Perugia
5290388,9160,Tracker Halfmoon TC Parameters,325108,7400,2S Halfmoon E,89890,36798_020_2-S_HM_EE,3.836,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_020_2-S_HM_E_flute1_L_FET_25_8_2021_10h25m31s.txt,Perugia
5268618,9160,Tracker Halfmoon TC Parameters,324637,7400,2S Halfmoon E,89890,36798_020_2-S_HM_EE,3.836,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_020_2-S_HM_E_flute1_L_FET_25_8_2021_10h25m31s.txt,Perugia
5322288,9160,Tracker Halfmoon TC Parameters,326172,7400,2S Halfmoon E,89890,36798_020_2-S_HM_EE,3.836,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_020_2-S_HM_E_flute1_L_FET_25_8_2021_10h25m31s.txt,Perugia
5268615,9160,Tracker Halfmoon TC Parameters,324580,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5301485,9160,Tracker Halfmoon TC Parameters,325374,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5268601,9160,Tracker Halfmoon TC Parameters,323989,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5322291,9160,Tracker Halfmoon TC Parameters,326352,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5290381,9160,Tracker Halfmoon TC Parameters,324934,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5322289,9160,Tracker Halfmoon TC Parameters,326193,7420,2S Halfmoon W,89893,36798_020_2-S_HM_WW,3.36,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
5322284,9160,Tracker Halfmoon TC Parameters,326049,7400,2S Halfmoon E,89930,36798_025_2-S_HM_EE,3.848,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36798_025_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_24_8_2021_11h51m0s.txt,Perugia
5301482,9160,Tracker Halfmoon TC Parameters,325206,7400,2S Halfmoon E,89930,36798_025_2-S_HM_EE,3.804,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36798_025_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_24_8_2021_11h51m0s.txt,Perugia
5268604,9160,Tracker Halfmoon TC Parameters,324133,7400,2S Halfmoon E,89930,36798_025_2-S_HM_EE,3.848,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36798_025_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_24_8_2021_11h51m0s.txt,Perugia
5268612,9160,Tracker Halfmoon TC Parameters,324538,7400,2S Halfmoon E,89930,36798_025_2-S_HM_EE,3.804,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36798_025_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_24_8_2021_11h51m0s.txt,Perugia
5322286,9160,Tracker Halfmoon TC Parameters,326073,7420,2S Halfmoon W,89933,36798_025_2-S_HM_WW,3.761,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.5,,,,20.0,20.0,HPK_36798_025_2-S_HM_W_flute4_L_GCD_24_8_2021_12h46m57s.txt,Perugia
5290387,9160,Tracker Halfmoon TC Parameters,325090,7420,2S Halfmoon W,89933,36798_025_2-S_HM_WW,3.833,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.5,,,,20.0,20.0,HPK_36798_025_2-S_HM_W_flute4_L_GCD_24_8_2021_12h46m57s.txt,Perugia
5268608,9160,Tracker Halfmoon TC Parameters,324406,7420,2S Halfmoon W,89933,36798_025_2-S_HM_WW,3.761,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.5,,,,20.0,20.0,HPK_36798_025_2-S_HM_W_flute4_L_GCD_24_8_2021_12h46m57s.txt,Perugia
5301494,9160,Tracker Halfmoon TC Parameters,325683,7420,2S Halfmoon W,89933,36798_025_2-S_HM_WW,3.833,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.5,,,,20.0,20.0,HPK_36798_025_2-S_HM_W_flute4_L_GCD_24_8_2021_12h46m57s.txt,Perugia
5322281,9160,Tracker Halfmoon TC Parameters,325932,7400,2S Halfmoon E,89970,36798_031_2-S_HM_EE,3.795,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_031_2-S_HM_E_flute1_L_FET_25_8_2021_13h53m28s.txt,Perugia
5268613,9160,Tracker Halfmoon TC Parameters,324553,7400,2S Halfmoon E,89970,36798_031_2-S_HM_EE,3.795,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_031_2-S_HM_E_flute1_L_FET_25_8_2021_13h53m28s.txt,Perugia
5322290,9160,Tracker Halfmoon TC Parameters,326307,7400,2S Halfmoon E,89970,36798_031_2-S_HM_EE,3.795,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_031_2-S_HM_E_flute1_L_FET_25_8_2021_13h53m28s.txt,Perugia
5268606,9160,Tracker Halfmoon TC Parameters,324370,7400,2S Halfmoon E,89970,36798_031_2-S_HM_EE,3.795,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_36798_031_2-S_HM_E_flute1_L_FET_25_8_2021_13h53m28s.txt,Perugia
5290391,9160,Tracker Halfmoon TC Parameters,325147,7420,2S Halfmoon W,89973,36798_031_2-S_HM_WW,1.961,PQC2,LINEWIDTH_STOP,Not Used,Left,Linewidth-pstop_2,PQC_HM_POSITION 2,0.2,,,,20.0,20.0,HPK_36798_031_2S_HM_W_flute2_L_pstopLinewidth_25_8_2021_14h29m7s.txt,Perugia
5301496,9160,Tracker Halfmoon TC Parameters,325749,7420,2S Halfmoon W,89973,36798_031_2-S_HM_WW,1.961,PQC2,LINEWIDTH_STOP,Not Used,Left,Linewidth-pstop_2,PQC_HM_POSITION 2,0.2,,,,20.0,20.0,HPK_36798_031_2S_HM_W_flute2_L_pstopLinewidth_25_8_2021_14h29m7s.txt,Perugia
5322282,9160,Tracker Halfmoon TC Parameters,325953,7400,2S Halfmoon E,90010,36798_036_2-S_HM_EE,3.918,PQC3,DIODE_HALF,Not Used,Left,GCD,PQC_HM_POSITION 3,1.0,,,,20.0,20.0,HPK_36798_036_2-S_HM_E_flute3_L_DiodeIV_24_8_2021_14h57m44s.txt,Perugia
5301497,9160,Tracker Halfmoon TC Parameters,325788,7400,2S Halfmoon E,90010,36798_036_2-S_HM_EE,2.706,PQC3,DIODE_HALF,Not Used,Left,GCD,PQC_HM_POSITION 3,1.0,,,,20.0,20.0,HPK_36798_036_2-S_HM_E_flute3_L_DiodeIV_24_8_2021_14h57m44s.txt,Perugia
5268617,9160,Tracker Halfmoon TC Parameters,324613,7400,2S Halfmoon E,90010,36798_036_2-S_HM_EE,3.918,PQC3,DIODE_HALF,Not Used,Left,GCD,PQC_HM_POSITION 3,1.0,,,,20.0,20.0,HPK_36798_036_2-S_HM_E_flute3_L_DiodeIV_24_8_2021_14h57m44s.txt,Perugia
5290383,9160,Tracker Halfmoon TC Parameters,324997,7400,2S Halfmoon E,90010,36798_036_2-S_HM_EE,2.706,PQC3,DIODE_HALF,Not Used,Left,GCD,PQC_HM_POSITION 3,1.0,,,,20.0,20.0,HPK_36798_036_2-S_HM_E_flute3_L_DiodeIV_24_8_2021_14h57m44s.txt,Perugia
5268616,9160,Tracker Halfmoon TC Parameters,324604,7420,2S Halfmoon W,90013,36798_036_2-S_HM_WW,2.5,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_036_2-S_HM_W_flute1_R_pstop_24_8_2021_16h3m33s.txt,Perugia
5268614,9160,Tracker Halfmoon TC Parameters,324577,7420,2S Halfmoon W,90013,36798_036_2-S_HM_WW,3.906,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_036_2-S_HM_W_flute1_R_pstop_24_8_2021_16h3m33s.txt,Perugia
5301484,9160,Tracker Halfmoon TC Parameters,325326,7420,2S Halfmoon W,90013,36798_036_2-S_HM_WW,3.906,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_036_2-S_HM_W_flute1_R_pstop_24_8_2021_16h3m33s.txt,Perugia
5322287,9160,Tracker Halfmoon TC Parameters,326088,7420,2S Halfmoon W,90013,36798_036_2-S_HM_WW,2.5,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_036_2-S_HM_W_flute1_R_pstop_24_8_2021_16h3m33s.txt,Perugia
5290390,9160,Tracker Halfmoon TC Parameters,325117,7400,2S Halfmoon E,90050,36798_042_2-S_HM_EE,3.938,PQC2,LINEWIDTH_STOP,Not Used,Left,Linewidth-pstop_2,PQC_HM_POSITION 2,0.2,,,,20.0,20.0,HPK_36798_042_2S_HM_E_flute2_L_pstopLinewidth_25_8_2021_15h3m10s.txt,Perugia
5301483,9160,Tracker Halfmoon TC Parameters,325239,7400,2S Halfmoon E,90050,36798_042_2-S_HM_EE,3.938,PQC2,LINEWIDTH_STOP,Not Used,Left,Linewidth-pstop_2,PQC_HM_POSITION 2,0.2,,,,20.0,20.0,HPK_36798_042_2S_HM_E_flute2_L_pstopLinewidth_25_8_2021_15h3m10s.txt,Perugia
5290384,9160,Tracker Halfmoon TC Parameters,325042,7420,2S Halfmoon W,90053,36798_042_2-S_HM_WW,2.472,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_042_2-S_HM_W_flute1_L_n+_25_8_2021_15h26m51s.txt,Perugia
5301480,9160,Tracker Halfmoon TC Parameters,325182,7420,2S Halfmoon W,90053,36798_042_2-S_HM_WW,2.472,PQC1,VDP_STRIP,Standard,Left,VdP-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36798_042_2-S_HM_W_flute1_L_n+_25_8_2021_15h26m51s.txt,Perugia
5301499,9160,Tracker Halfmoon TC Parameters,325878,7400,2S Halfmoon E,90090,36798_048_2-S_HM_EE,2.651,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_16h47m51s.txt,Perugia
5301495,9160,Tracker Halfmoon TC Parameters,325731,7400,2S Halfmoon E,90090,36798_048_2-S_HM_EE,3.962,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_16h47m51s.txt,Perugia
5268602,9160,Tracker Halfmoon TC Parameters,324031,7400,2S Halfmoon E,90090,36798_048_2-S_HM_EE,2.651,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_16h47m51s.txt,Perugia
5268619,9160,Tracker Halfmoon TC Parameters,324742,7400,2S Halfmoon E,90090,36798_048_2-S_HM_EE,3.962,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_16h47m51s.txt,Perugia
5301486,9160,Tracker Halfmoon TC Parameters,325380,7420,2S Halfmoon W,90093,36798_048_2-S_HM_WW,3.977,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_17h29m49s.txt,Perugia
5268605,9160,Tracker Halfmoon TC Parameters,324337,7420,2S Halfmoon W,90093,36798_048_2-S_HM_WW,2.24,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_17h29m49s.txt,Perugia
5301487,9160,Tracker Halfmoon TC Parameters,325398,7420,2S Halfmoon W,90093,36798_048_2-S_HM_WW,2.24,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_17h29m49s.txt,Perugia
5290380,9160,Tracker Halfmoon TC Parameters,324763,7420,2S Halfmoon W,90093,36798_048_2-S_HM_WW,3.977,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_17h29m49s.txt,Perugia
5233481,9160,Tracker Halfmoon TC Parameters,322054,7400,2S Halfmoon E,90098,36799_003_2-S_HM_EE,3.631,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36799_003_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_26_8_2021_8h48m50s.txt,Perugia
5233485,9160,Tracker Halfmoon TC Parameters,322318,7400,2S Halfmoon E,90098,36799_003_2-S_HM_EE,3.694,PQC1,CAP_E,Not Used,Left,Capacitor,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36799_003_2-S_HM_E_flute1_L_Capacitor_10kHz_250mV_26_8_2021_8h48m50s.txt,Perugia
5233482,9160,Tracker Halfmoon TC Parameters,322273,7420,2S Halfmoon W,90111,36799_003_2-S_HM_WW,3.635,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36799_003_2-S_HM_W_flute1_R_pstop_26_8_2021_10h16m58s.txt,Perugia
5259062,9160,Tracker Halfmoon TC Parameters,322942,7420,2S Halfmoon W,90111,36799_003_2-S_HM_WW,3.693,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,20.0,20.0,HPK_36799_003_2-S_HM_W_flute1_R_pstop_26_8_2021_10h16m58s.txt,Perugia
5233497,9160,Tracker Halfmoon TC Parameters,322780,7400,2S Halfmoon E,90134,36799_008_2-S_HM_EE,3.58,PQC2,GCD,Not Used,Left,GCD,PQC_HM_POSITION 2,0.5,,,,20.0,20.0,HPK_36799_008_2S_HM_E_flute2_L_GCD_27_8_2021_11h19m10s.txt,Perugia
5233480,9160,Tracker Halfmoon TC Parameters,319892,7420,2S Halfmoon W,90137,36799_008_2-S_HM_WW,3.514,PQC3,VDP_BULK,Standard,Left,Meander,PQC_HM_POSITION 3,0.2,,,,20.0,20.0,HPK_36799_008_2-S_HM_W_flute3_L_BulckCross_27_8_2021_12h0m46s.txt,Perugia
5233487,9160,Tracker Halfmoon TC Parameters,322477,7400,2S Halfmoon E,90174,36799_013_2-S_HM_EE,3.659,PQC4,CBKR_POLY,Standard,Left,CBKR-polySi,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36799_013_2-S_HM_E_flute4_L_polyCBKR_26_8_2021_11h23m19s.txt,Perugia
5259069,9160,Tracker Halfmoon TC Parameters,323068,7400,2S Halfmoon E,90174,36799_013_2-S_HM_EE,3.551,PQC4,CBKR_POLY,Standard,Left,CBKR-polySi,PQC_HM_POSITION 4,0.2,,,,20.0,20.0,HPK_36799_013_2-S_HM_E_flute4_L_polyCBKR_26_8_2021_11h23m19s.txt,Perugia
