batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,VTH_V,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
37083,2S,EE,92792,37083_046_2-S_HM_EE,3.94,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37083_046_2-S_HM_E_flute1_L_FET_2_9_2021_11h33m7s.txt,Perugia
37083,2S,WW,92795,37083_046_2-S_HM_WW,3.894,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37083_046_2-S_HM_W_flute1_R_FET_2_9_2021_12h40m43s.txt,Perugia
37083,2S,WW,92795,37083_046_2-S_HM_WW,3.801,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37083_046_2-S_HM_W_flute1_L_FET_2_9_2021_12h48m50s.txt,Perugia
37084,2S,EE,92818,37084_003_2-S_HM_EE,3.289,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_003_2-S_HM_E_flute1_L_FET_30_8_2021_8h56m13s.txt,Perugia
37084,2S,EE,92818,37084_003_2-S_HM_EE,3.123,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_003_2-S_HM_E_flute1_R_FET_30_8_2021_8h48m36s.txt,Perugia
37084,2S,WW,92831,37084_003_2-S_HM_WW,3.213,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_003_2-S_HM_W_flute1_R_FET_30_8_2021_10h21m6s.txt,Perugia
37084,2S,WW,92831,37084_003_2-S_HM_WW,2.55,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_003_2-S_HM_W_flute1_L_FET_30_8_2021_10h6m55s.txt,Perugia
37084,2S,EE,92858,37084_009_2-S_HM_EE,3.185,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_009_2-S_HM_E_flute1_L_FET_30_8_2021_15h46m4s.txt,Perugia
37084,2S,WW,92871,37084_009_2-S_HM_WW,2.617,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_009_2-S_HM_W_flute1_L_FET_30_8_2021_16h23m40s.txt,Perugia
37084,2S,EE,92898,37084_015_2-S_HM_EE,3.338,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_015_2-S_HM_E_flute1_L_FET_30_8_2021_10h36m37s.txt,Perugia
37084,2S,EE,92898,37084_015_2-S_HM_EE,3.173,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_015_2-S_HM_E_flute1_R_FET_30_8_2021_10h28m17s.txt,Perugia
37084,2S,WW,92911,37084_015_2-S_HM_WW,2.86,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_015_2-S_HM_W_flute1_L_FET_30_8_2021_11h46m2s.txt,Perugia
37084,2S,WW,92911,37084_015_2-S_HM_WW,3.252,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_015_2-S_HM_W_flute1_R_FET_30_8_2021_12h35m4s.txt,Perugia
37084,2S,EE,92938,37084_021_2-S_HM_EE,3.333,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_021_2-S_HM_E_flute1_L_FET_30_8_2021_17h2m26s.txt,Perugia
37084,2S,WW,92951,37084_021_2-S_HM_WW,2.988,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_021_2-S_HM_W_flute1_L_FET_30_8_2021_17h39m0s.txt,Perugia
37084,2S,EE,92978,37084_027_2-S_HM_EE,2.779,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_027_2-S_HM_E_flute1_R_FET_30_8_2021_12h41m36s.txt,Perugia
37084,2S,EE,92978,37084_027_2-S_HM_EE,3.273,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_027_2-S_HM_E_flute1_L_FET_30_8_2021_12h50m9s.txt,Perugia
37084,2S,WW,92991,37084_027_2-S_HM_WW,1.91,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_027_2-S_HM_W_flute1_L_FET_30_8_2021_13h41m4s.txt,Perugia
37084,2S,WW,92991,37084_027_2-S_HM_WW,3.128,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_027_2-S_HM_W_flute1_R_FET_30_8_2021_15h16m1s.txt,Perugia
37084,2S,EE,93018,37084_033_2-S_HM_EE,3.331,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_033_2-S_HM_E_flute1_L_FET_30_8_2021_18h13m59s.txt,Perugia
37084,2S,WW,93031,37084_033_2-S_HM_WW,2.197,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_033_2-S_HM_W_flute1_L_FET_30_8_2021_18h47m45s.txt,Perugia
37084,2S,EE,93072,37084_040_2-S_HM_EE,3.37,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_040_2-S_HM_E_flute1_L_FET_31_8_2021_9h20m16s.txt,Perugia
37084,2S,EE,93072,37084_040_2-S_HM_EE,3.16,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_040_2-S_HM_E_flute1_R_FET_31_8_2021_9h3m54s.txt,Perugia
37084,2S,WW,93075,37084_040_2-S_HM_WW,3.304,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_040_2-S_HM_W_flute1_R_FET_31_8_2021_10h57m6s.txt,Perugia
37084,2S,WW,93075,37084_040_2-S_HM_WW,2.387,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_040_2-S_HM_W_flute1_L_FET_31_8_2021_10h33m55s.txt,Perugia
37084,2S,EE,93098,37084_044_2-S_HM_EE,3.311,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_044_2-S_HM_E_flute1_L_FET_31_8_2021_11h10m25s.txt,Perugia
37084,2S,WW,93111,37084_044_2-S_HM_WW,2.284,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_044_2-S_HM_W_flute1_L_FET_31_8_2021_11h55m20s.txt,Perugia
37084,2S,EE,93134,37084_048_2-S_HM_EE,3.076,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_048_2-S_HM_E_flute1_R_FET_31_8_2021_13h0m31s.txt,Perugia
37084,2S,EE,93134,37084_048_2-S_HM_EE,3.327,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_048_2-S_HM_E_flute1_L_FET_31_8_2021_13h10m32s.txt,Perugia
37084,2S,WW,93137,37084_048_2-S_HM_WW,2.595,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_048_2-S_HM_W_flute1_L_FET_31_8_2021_16h9m17s.txt,Perugia
37084,2S,WW,93137,37084_048_2-S_HM_WW,3.281,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37084_048_2-S_HM_W_flute1_R_FET_31_8_2021_16h23m44s.txt,Perugia
37085,2S,EE,93138,37085_003_2-S_HM_EE,3.49,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_E_flute1_L_FET_2_9_2021_14h22m37s.txt,Perugia
37085,2S,EE,93138,37085_003_2-S_HM_EE,3.384,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_E_flute1_R_FET_2_9_2021_14h13m42s.txt,Perugia
37085,2S,EE,93138,37085_003_2-S_HM_EE,3.49,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_E_flute1_L_FET_2_9_2021_14h22m37s.txt,Perugia
37085,2S,EE,93138,37085_003_2-S_HM_EE,3.384,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_E_flute1_R_FET_2_9_2021_14h13m42s.txt,Perugia
37085,2S,WW,93151,37085_003_2-S_HM_WW,3.34,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_W_flute1_L_FET_2_9_2021_15h49m33s.txt,Perugia
37085,2S,WW,93151,37085_003_2-S_HM_WW,3.441,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_W_flute1_R_FET_2_9_2021_16h2m8s.txt,Perugia
37085,2S,WW,93151,37085_003_2-S_HM_WW,3.34,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_W_flute1_L_FET_2_9_2021_15h49m33s.txt,Perugia
37085,2S,WW,93151,37085_003_2-S_HM_WW,3.441,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_003_2-S_HM_W_flute1_R_FET_2_9_2021_16h2m8s.txt,Perugia
37085,2S,EE,93178,37085_008_2-S_HM_EE,3.307,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_008_2-S_HM_E_flute1_L_FET_2_9_2021_16h15m46s.txt,Perugia
37085,2S,EE,93178,37085_008_2-S_HM_EE,3.307,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_008_2-S_HM_E_flute1_L_FET_2_9_2021_16h15m46s.txt,Perugia
37085,2S,WW,93191,37085_008_2-S_HM_WW,3.145,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_008_2-S_HM_W_flute1_L_FET_2_9_2021_16h49m51s.txt,Perugia
37085,2S,WW,93191,37085_008_2-S_HM_WW,3.145,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_008_2-S_HM_W_flute1_L_FET_2_9_2021_16h49m51s.txt,Perugia
37085,2S,EE,93218,37085_014_2-S_HM_EE,3.27,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_E_flute1_L_FET_3_9_2021_9h6m52s.txt,Perugia
37085,2S,EE,93218,37085_014_2-S_HM_EE,3.232,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_E_flute1_R_FET_3_9_2021_8h59m0s.txt,Perugia
37085,2S,WW,93231,37085_014_2-S_HM_WW,3.125,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_W_flute1_L_FET_3_9_2021_10h29m38s.txt,Perugia
37085,2S,WW,93231,37085_014_2-S_HM_WW,3.244,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_W_flute1_R_FET_3_9_2021_10h44m27s.txt,Perugia
37085,2S,WW,93231,37085_014_2-S_HM_WW,3.244,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_W_flute1_R_FET_3_9_2021_10h44m27s.txt,Perugia
37085,2S,WW,93231,37085_014_2-S_HM_WW,3.125,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_014_2-S_HM_W_flute1_L_FET_3_9_2021_10h29m38s.txt,Perugia
37085,2S,EE,93258,37085_020_2-S_HM_EE,3.251,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_020_2-S_HM_E_flute1_L_FET_3_9_2021_10h57m29s.txt,Perugia
37085,2S,EE,93258,37085_020_2-S_HM_EE,3.251,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_020_2-S_HM_E_flute1_L_FET_3_9_2021_10h57m29s.txt,Perugia
37085,2S,WW,93271,37085_020_2-S_HM_WW,3.191,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_020_2-S_HM_W_flute1_L_FET_3_9_2021_11h30m25s.txt,Perugia
37085,2S,WW,93271,37085_020_2-S_HM_WW,3.191,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_020_2-S_HM_W_flute1_L_FET_3_9_2021_11h30m25s.txt,Perugia
37085,2S,EE,93312,37085_028_2-S_HM_EE,3.352,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_E_flute1_R_FET_3_9_2021_14h49m30s.txt,Perugia
37085,2S,EE,93312,37085_028_2-S_HM_EE,3.602,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_E_flute1_L_FET_3_9_2021_14h58m32s.txt,Perugia
37085,2S,EE,93312,37085_028_2-S_HM_EE,3.352,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_E_flute1_R_FET_3_9_2021_14h49m30s.txt,Perugia
37085,2S,EE,93312,37085_028_2-S_HM_EE,3.602,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_E_flute1_L_FET_3_9_2021_14h58m32s.txt,Perugia
37085,2S,WW,93315,37085_028_2-S_HM_WW,3.538,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_W_flute1_R_FET_3_9_2021_16h22m36s.txt,Perugia
37085,2S,WW,93315,37085_028_2-S_HM_WW,3.166,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_W_flute1_L_FET_3_9_2021_16h6m11s.txt,Perugia
37085,2S,WW,93315,37085_028_2-S_HM_WW,3.166,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_W_flute1_L_FET_3_9_2021_16h6m11s.txt,Perugia
37085,2S,WW,93315,37085_028_2-S_HM_WW,3.538,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_028_2-S_HM_W_flute1_R_FET_3_9_2021_16h22m36s.txt,Perugia
37085,2S,EE,93356,37085_035_2-S_HM_EE,3.487,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_035_2-S_HM_E_flute1_L_FET_3_9_2021_12h5m42s.txt,Perugia
37085,2S,EE,93356,37085_035_2-S_HM_EE,3.487,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_035_2-S_HM_E_flute1_L_FET_3_9_2021_12h5m42s.txt,Perugia
37085,2S,WW,93359,37085_035_2-S_HM_WW,3.152,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_035_2-S_HM_W_flute1_L_FET_3_9_2021_12h38m19s.txt,Perugia
37085,2S,WW,93359,37085_035_2-S_HM_WW,3.152,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_035_2-S_HM_W_flute1_L_FET_3_9_2021_12h38m19s.txt,Perugia
37085,2S,EE,93396,37085_041_2-S_HM_EE,3.277,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_E_flute1_R_FET_6_9_2021_8h41m51s.txt,Perugia
37085,2S,EE,93396,37085_041_2-S_HM_EE,3.371,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_E_flute1_L_FET_6_9_2021_8h51m24s.txt,Perugia
37085,2S,EE,93396,37085_041_2-S_HM_EE,3.277,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_E_flute1_R_FET_6_9_2021_8h41m51s.txt,Perugia
37085,2S,EE,93396,37085_041_2-S_HM_EE,3.371,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_E_flute1_L_FET_6_9_2021_8h51m24s.txt,Perugia
37085,2S,WW,93399,37085_041_2-S_HM_WW,3.121,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_W_flute1_L_FET_6_9_2021_10h6m10s.txt,Perugia
37085,2S,WW,93399,37085_041_2-S_HM_WW,3.373,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_W_flute1_R_FET_6_9_2021_10h20m25s.txt,Perugia
37085,2S,WW,93399,37085_041_2-S_HM_WW,3.121,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_W_flute1_L_FET_6_9_2021_10h6m10s.txt,Perugia
37085,2S,WW,93399,37085_041_2-S_HM_WW,3.373,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_041_2-S_HM_W_flute1_R_FET_6_9_2021_10h20m25s.txt,Perugia
37085,2S,EE,93436,37085_046_2-S_HM_EE,3.396,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_046_2-S_HM_E_flute1_L_FET_6_9_2021_12h34m20s.txt,Perugia
37085,2S,EE,93436,37085_046_2-S_HM_EE,3.396,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_046_2-S_HM_E_flute1_L_FET_6_9_2021_12h34m20s.txt,Perugia
37085,2S,WW,93439,37085_046_2-S_HM_WW,3.18,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_046_2-S_HM_W_flute1_L_FET_6_9_2021_13h11m14s.txt,Perugia
37085,2S,WW,93439,37085_046_2-S_HM_WW,3.18,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_046_2-S_HM_W_flute1_L_FET_6_9_2021_13h11m14s.txt,Perugia
37085,2S,EE,93458,37085_049_2-S_HM_EE,3.31,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_E_flute1_L_FET_6_9_2021_10h35m25s.txt,Perugia
37085,2S,EE,93458,37085_049_2-S_HM_EE,3.228,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_E_flute1_R_FET_6_9_2021_10h27m22s.txt,Perugia
37085,2S,EE,93458,37085_049_2-S_HM_EE,3.31,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_E_flute1_L_FET_6_9_2021_10h35m25s.txt,Perugia
37085,2S,EE,93458,37085_049_2-S_HM_EE,3.228,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_E_flute1_R_FET_6_9_2021_10h27m22s.txt,Perugia
37085,2S,WW,93471,37085_049_2-S_HM_WW,3.153,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_W_flute1_L_FET_6_9_2021_12h9m36s.txt,Perugia
37085,2S,WW,93471,37085_049_2-S_HM_WW,3.306,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_W_flute1_R_FET_6_9_2021_12h22m39s.txt,Perugia
37085,2S,WW,93471,37085_049_2-S_HM_WW,3.153,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_W_flute1_L_FET_6_9_2021_12h9m36s.txt,Perugia
37085,2S,WW,93471,37085_049_2-S_HM_WW,3.306,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37085_049_2-S_HM_W_flute1_R_FET_6_9_2021_12h22m39s.txt,Perugia
37086,2S,EE,93476,37086_002_2-S_HM_EE,2.739,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_E_flute1_R_FET_6_9_2021_15h21m53s.txt,Perugia
37086,2S,EE,93476,37086_002_2-S_HM_EE,2.739,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_E_flute1_R_FET_6_9_2021_15h21m53s.txt,Perugia
37086,2S,EE,93476,37086_002_2-S_HM_EE,2.739,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_E_flute1_R_FET_6_9_2021_15h21m53s.txt,Perugia
37086,2S,EE,93476,37086_002_2-S_HM_EE,2.739,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_E_flute1_R_FET_6_9_2021_15h21m53s.txt,Perugia
37086,2S,WW,93479,37086_002_2-S_HM_WW,3.768,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_W_flute1_R_FET_6_9_2021_17h4m47s.txt,Perugia
37086,2S,WW,93479,37086_002_2-S_HM_WW,3.768,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_W_flute1_R_FET_6_9_2021_17h4m47s.txt,Perugia
37086,2S,WW,93479,37086_002_2-S_HM_WW,3.768,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_W_flute1_R_FET_6_9_2021_17h4m47s.txt,Perugia
37086,2S,WW,93479,37086_002_2-S_HM_WW,3.768,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_002_2-S_HM_W_flute1_R_FET_6_9_2021_17h4m47s.txt,Perugia
37086,2S,EE,93512,37086_006_2-S_HM_EE,3.709,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_E_flute1_L_FET_7_9_2021_16h55m11s.txt,Perugia
37086,2S,EE,93512,37086_006_2-S_HM_EE,3.709,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_E_flute1_L_FET_7_9_2021_16h55m11s.txt,Perugia
37086,2S,EE,93512,37086_006_2-S_HM_EE,3.709,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_E_flute1_L_FET_7_9_2021_16h55m11s.txt,Perugia
37086,2S,EE,93512,37086_006_2-S_HM_EE,3.709,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_E_flute1_L_FET_7_9_2021_16h55m11s.txt,Perugia
37086,2S,WW,93515,37086_006_2-S_HM_WW,2.72,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_W_flute1_L_FET_7_9_2021_17h28m13s.txt,Perugia
37086,2S,WW,93515,37086_006_2-S_HM_WW,2.72,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_W_flute1_L_FET_7_9_2021_17h28m13s.txt,Perugia
37086,2S,WW,93515,37086_006_2-S_HM_WW,2.72,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_W_flute1_L_FET_7_9_2021_17h28m13s.txt,Perugia
37086,2S,WW,93515,37086_006_2-S_HM_WW,2.72,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_006_2-S_HM_W_flute1_L_FET_7_9_2021_17h28m13s.txt,Perugia
37086,2S,EE,93552,37086_011_2-S_HM_EE,3.053,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_011_2-S_HM_E_flute1_R_FET_7_9_2021_9h24m53s.txt,Perugia
37086,2S,EE,93552,37086_011_2-S_HM_EE,3.75,PQC1,FET_2S,Not Used,Left,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_011_2-S_HM_E_flute1_L_FET_7_9_2021_9h37m21s.txt,Perugia
37086,2S,EE,93552,37086_011_2-S_HM_EE,3.053,PQC1,FET_2S,Not Used,Right,FET1,PQC_HM_POSITION 1,0.5,,,,20.0,20.0,HPK_37086_011_2-S_HM_E_flute1_R_FET_7_9_2021_9h24m53s.txt,Perugia
