batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VTH_V
37901,2S,EE,Perugia,Right,20.0,20.0,4.155
37901,2S,EE,Perugia,Left,20.0,20.0,4.329
37901,2S,WW,Perugia,Left,20.0,20.0,2.917
37901,2S,WW,Perugia,Right,20.0,20.0,4.345
37903,2S,EE,Brown,Right,20.0,20.131,4.279
37903,2S,WW,Brown,Right,20.0,20.021,4.66
37903,2S,EE,Brown,Left,20.0,20.154,4.748
37903,2S,EE,Brown,Right,20.0,20.14,4.342
37903,2S,WW,Brown,Left,20.0,20.123,3.117
37903,2S,WW,Brown,Right,20.0,20.06,4.771
37903,2S,EE,Brown,Right,20.0,20.024,4.531
37903,2S,WW,Brown,Right,20.0,20.047,4.735
37903,2S,EE,Brown,Right,20.0,20.062,4.408
37903,2S,EE,Brown,Left,20.0,20.111,4.59
37903,2S,WW,Brown,Left,20.0,20.094,3.473
37903,2S,WW,Brown,Right,20.0,20.076,4.612
37903,2S,EE,Brown,Right,20.0,20.219,3.328
37903,2S,WW,Brown,Right,20.0,20.045,3.968
37903,2S,EE,Brown,Left,20.0,20.047,4.702
37903,2S,EE,Brown,Right,20.0,20.206,3.365
37903,2S,WW,Brown,Right,20.0,20.066,3.901
37903,2S,WW,Brown,Left,20.0,20.054,0.789
37903,2S,EE,Brown,Left,20.0,20.029,4.692
37903,2S,EE,Brown,Right,20.0,20.162,3.664
37903,2S,WW,Brown,Right,20.0,20.04,4.135
37903,2S,WW,Brown,Left,20.0,20.031,0.989
37903,2S,EE,Brown,Right,20.0,20.042,4.014
37903,2S,WW,Brown,Right,20.0,20.11,4.643
37903,2S,EE,Brown,Right,20.0,20.077,4.441
37903,2S,EE,Brown,Left,20.0,20.052,4.777
37903,2S,WW,Brown,Left,20.0,20.051,1.756
37903,2S,WW,Brown,Right,20.0,20.071,4.728
37896,PSS,EE,Brown,Right,20.0,20.097,4.076
37896,PSS,WW,Brown,Right,20.0,20.044,4.099
37896,PSS,EE,Brown,Right,20.0,20.18,4.107
37896,PSS,EE,Brown,Left,20.0,20.144,4.13
37896,PSS,WW,Brown,Right,20.0,20.083,4.13
37896,PSS,WW,Brown,Left,20.0,20.115,4.071
37896,PSS,EE,Brown,Right,20.0,20.055,4.097
37896,PSS,WW,Brown,Right,20.0,20.095,4.109
37896,PSS,EE,Brown,Right,20.0,20.045,4.033
37896,PSS,EE,Brown,Left,20.0,20.113,3.984
37896,PSS,WW,Brown,Left,20.0,20.112,4.021
37896,PSS,WW,Brown,Right,20.0,20.056,4.01
37896,PSS,EE,Brown,Right,20.0,20.125,3.99
37896,PSS,WW,Brown,Right,20.0,20.029,3.909
37896,PSS,EE,Brown,Left,20.0,20.045,3.789
37896,PSS,EE,Brown,Right,20.0,20.104,3.984
37896,PSS,WW,Brown,Right,20.0,20.1,3.9
37896,PSS,WW,Brown,Left,20.0,20.066,3.951
37896,PSS,EE,Brown,Right,20.0,20.068,4.028
37896,PSS,WW,Brown,Right,20.0,20.066,4.23
37896,PSS,EE,Brown,Right,20.0,20.092,4.07
37896,PSS,EE,Brown,Left,20.0,20.053,4.169
37896,PSS,WW,Brown,Left,20.0,20.054,3.976
37896,PSS,WW,Brown,Right,20.0,20.088,4.223
38212,PSS,EE,Brown,Right,20.0,20.16,4.204
38212,PSS,WW,Brown,Right,20.0,20.016,4.311
38212,PSS,EE,Brown,Right,20.0,20.058,4.095
38212,PSS,EE,Brown,Left,20.0,20.207,4.218
38212,PSS,WW,Brown,Left,20.0,20.246,4.026
38212,PSS,WW,Brown,Right,20.0,20.144,4.217
38212,PSS,EE,Brown,Right,20.0,20.025,4.213
38212,PSS,WW,Brown,Right,20.0,20.091,4.31
38212,PSS,EE,Brown,Right,20.0,20.092,4.062
38212,PSS,EE,Brown,Left,20.0,20.244,4.07
38212,PSS,WW,Brown,Left,20.0,20.245,3.919
38212,PSS,WW,Brown,Right,20.0,20.187,4.161
38212,PSS,EE,Brown,Right,20.0,20.112,4.036
38212,PSS,WW,Brown,Right,20.0,20.173,4.062
38212,PSS,EE,Brown,Right,20.0,20.146,4.01
38212,PSS,EE,Brown,Left,20.0,20.168,4.329
38212,PSS,WW,Brown,Right,20.0,20.199,4.304
38212,PSS,WW,Brown,Left,20.0,20.184,3.962
38212,PSS,EE,Brown,Right,20.0,20.183,4.065
38212,PSS,WW,Brown,Right,20.0,20.228,4.285
38212,PSS,EE,Brown,Right,20.0,20.195,4.137
38212,PSS,EE,Brown,Left,20.0,20.183,4.29
38212,PSS,WW,Brown,Right,20.0,20.207,4.35
38212,PSS,WW,Brown,Left,20.0,20.183,4.059
37904,2S,EE,Demokritos,Left,18.8,18.8,4.20721
37904,2S,WW,Demokritos,Left,18.9,18.9,4.06667
37904,2S,EE,Demokritos,Right,17.3,17.3,4.15315
37904,2S,EE,Demokritos,Left,17.5,17.5,4.15916
37904,2S,WW,Demokritos,Left,19.4,19.4,4.06106
37904,2S,WW,Demokritos,Right,19.2,19.2,4.21081
37904,2S,EE,Demokritos,Left,15.9,15.9,4.07538
37904,2S,WW,Demokritos,Left,18.5,18.5,4.05335
37904,2S,EE,Demokritos,Left,20.9,20.9,3.85546
37904,2S,EE,Demokritos,Right,20.7,20.7,4.02342
37904,2S,WW,Demokritos,Left,17.4,17.4,4.03233
37904,2S,WW,Demokritos,Right,17.3,17.3,4.04024
37904,2S,EE,Demokritos,Left,18.0,18.0,4.38258
37904,2S,WW,Demokritos,Left,18.2,18.2,3.05806
37904,2S,EE,Demokritos,Left,18.0,18.0,4.27027
37904,2S,EE,Demokritos,Left,18.3,18.3,3.8
37904,2S,EE,Demokritos,Left,18.7,18.7,4.18238
37904,2S,EE,Demokritos,Right,18.5,18.5,4.08288
37904,2S,WW,Demokritos,Left,19.8,19.8,3.98338
37904,2S,WW,Demokritos,Right,19.9,19.9,4.16757
37905,2S,EE,Demokritos,Left,14.8,14.8,4.41261
37905,2S,WW,Demokritos,Left,15.2,15.2,2.84625
37905,2S,EE,Demokritos,Left,20.1,20.1,4.2997
37905,2S,EE,Demokritos,Right,20.3,20.3,4.20721
37905,2S,WW,Demokritos,Left,19.5,19.5,2.96036
37905,2S,WW,Demokritos,Right,19.3,19.3,4.27027
37905,2S,EE,Demokritos,Left,16.8,16.8,4.40541
37905,2S,WW,Demokritos,Left,17.9,17.9,3.27367
37905,2S,EE,Demokritos,Left,18.8,18.8,4.41181
37905,2S,EE,Demokritos,Right,18.5,18.5,4.17798
37905,2S,WW,Demokritos,Left,20.4,20.4,3.5045
37905,2S,WW,Demokritos,Right,20.3,20.3,4.28889
37905,2S,EE,Demokritos,Left,19.0,19.0,4.2973
37905,2S,WW,Demokritos,Left,19.7,19.7,0.74094
37905,2S,EE,Demokritos,Left,20.9,20.9,4.28499
37905,2S,WW,Demokritos,Left,20.6,20.6,1.93624
37905,2S,EE,Demokritos,Left,21.0,21.0,4.28028
37905,2S,EE,Demokritos,Right,20.9,20.9,4.17798
37905,2S,WW,Demokritos,Left,21.9,21.9,3.35796
37905,2S,WW,Demokritos,Right,21.8,21.8,4.27477
37906,2S,EE,HEPHY,Right,,,3.777
37906,2S,EE,HEPHY,Left,,,3.807
37906,2S,WW,HEPHY,Right,,,3.837
37906,2S,WW,HEPHY,Left,,,3.685
37906,2S,EE,HEPHY,Left,,,4.58
37906,2S,EE,HEPHY,Right,,,3.787
37906,2S,WW,HEPHY,Right,,,3.832
37906,2S,WW,HEPHY,Left,,,3.694
37906,2S,EE,HEPHY,Right,,,3.774
37906,2S,EE,HEPHY,Left,,,3.77
37906,2S,WW,HEPHY,Left,,,3.685
37906,2S,WW,HEPHY,Right,,,3.784
37906,2S,EE,HEPHY,Left,,,3.828
37906,2S,EE,HEPHY,Right,,,3.54
37906,2S,WW,HEPHY,Right,,,3.853
37906,2S,WW,HEPHY,Left,,,3.291
37906,2S,EE,HEPHY,Left,,,3.904
37906,2S,EE,HEPHY,Right,,,3.252
37906,2S,WW,HEPHY,Left,,,3.354
37906,2S,WW,HEPHY,Right,,,3.924
37906,2S,EE,HEPHY,Left,,,3.884
37906,2S,EE,HEPHY,Right,,,3.725
37906,2S,WW,HEPHY,Right,,,3.927
37906,2S,WW,HEPHY,Left,,,3.544
37906,2S,EE,HEPHY,Right,,,3.707
37906,2S,EE,HEPHY,Left,,,3.87
37906,2S,WW,HEPHY,Left,,,3.522
37906,2S,WW,HEPHY,Right,,,3.887
37906,2S,EE,HEPHY,Right,,,3.742
37906,2S,EE,HEPHY,Left,,,3.857
37906,2S,WW,HEPHY,Left,,,3.571
37906,2S,WW,HEPHY,Right,,,3.833
37907,2S,EE,HEPHY,Left,,,3.886
37907,2S,WW,HEPHY,Right,,,3.852
37907,2S,EE,HEPHY,Left,,,3.806
37907,2S,WW,HEPHY,Left,,,2.225
37907,2S,WW,HEPHY,Right,,,3.822
37907,2S,EE,HEPHY,Right,,,2.768
37907,2S,EE,HEPHY,Left,,,3.878
37907,2S,WW,HEPHY,Right,,,3.91
37907,2S,EE,HEPHY,Right,,,3.056
37907,2S,EE,HEPHY,Left,,,3.867
37907,2S,WW,HEPHY,Left,,,2.332
37907,2S,WW,HEPHY,Right,,,3.889
37907,2S,WW,HEPHY,Right,,,2.511
37907,2S,EE,HEPHY,Left,,,2.441
37907,2S,WW,HEPHY,Right,,,2.681
37907,2S,EE,HEPHY,Left,,,3.596
37907,2S,EE,HEPHY,Right,,,2.412
37907,2S,WW,HEPHY,Right,,,3.6
37907,2S,EE,HEPHY,Left,,,3.746
37907,2S,WW,HEPHY,Right,,,3.767
38194,2S,EE,Perugia,Right,20.0,20.0,3.739
38194,2S,EE,Perugia,Left,20.0,20.0,3.794
38194,2S,WW,Perugia,Right,20.0,20.0,3.804
38194,2S,WW,Perugia,Left,20.0,20.0,3.736
38194,2S,EE,Perugia,Left,20.0,20.0,3.787
38194,2S,EE,Perugia,Right,20.0,20.0,3.77
38194,2S,WW,Perugia,Right,20.0,20.0,3.809
38194,2S,WW,Perugia,Left,20.0,20.0,3.754
38194,2S,EE,Perugia,Left,20.0,20.0,3.787
38194,2S,WW,Perugia,Left,20.0,20.0,3.807
38194,2S,EE,Perugia,Left,20.0,20.0,3.552
38194,2S,EE,Perugia,Right,20.0,20.0,3.667
38194,2S,WW,Perugia,Right,20.0,20.0,3.641
38194,2S,WW,Perugia,Left,20.0,20.0,3.686
38194,2S,EE,Perugia,Left,20.0,20.0,3.866
38194,2S,WW,Perugia,Left,20.0,20.0,3.55
38194,2S,EE,Perugia,Right,20.0,20.0,3.717
38194,2S,EE,Perugia,Left,20.0,20.0,3.894
38194,2S,WW,Perugia,Right,20.0,20.0,3.908
38194,2S,WW,Perugia,Left,20.0,20.0,3.63
38194,2S,EE,Perugia,Left,20.0,20.0,3.87
38194,2S,WW,Perugia,Left,20.0,20.0,3.692
38195,2S,EE,Perugia,Right,20.0,20.0,3.969
38195,2S,EE,Perugia,Left,20.0,20.0,4.018
38195,2S,WW,Perugia,Right,20.0,20.0,4.004
38195,2S,WW,Perugia,Left,20.0,20.0,3.985
38195,2S,EE,Perugia,Left,20.0,20.0,3.987
38195,2S,WW,Perugia,Left,20.0,20.0,3.963
38195,2S,EE,Perugia,Right,20.0,20.0,4.003
38195,2S,EE,Perugia,Left,20.0,20.0,4.013
38195,2S,WW,Perugia,Left,20.0,20.0,3.955
38195,2S,WW,Perugia,Right,20.0,20.0,3.967
38195,2S,EE,Perugia,Left,20.0,20.0,3.831
38195,2S,WW,Perugia,Left,20.0,20.0,3.87
38195,2S,EE,Perugia,Left,20.0,20.0,3.812
38195,2S,EE,Perugia,Right,20.0,20.0,3.866
38195,2S,WW,Perugia,Right,20.0,20.0,3.855
38195,2S,WW,Perugia,Left,20.0,20.0,3.826
38195,2S,EE,Perugia,Left,20.0,20.0,4.084
38195,2S,WW,Perugia,Left,20.0,20.0,3.862
38195,2S,EE,Perugia,Right,20.0,20.0,3.931
38195,2S,EE,Perugia,Left,20.0,20.0,4.105
38195,2S,WW,Perugia,Right,20.0,20.0,4.081
38195,2S,WW,Perugia,Left,20.0,20.0,3.934
38195,2S,EE,Perugia,Left,20.0,20.0,4.033
38195,2S,WW,Perugia,Left,20.0,20.0,3.967
38213,PSS,EE,Perugia,Left,20.0,20.0,3.862
38213,PSS,EE,Perugia,Right,20.0,20.0,3.809
38213,PSS,WW,Perugia,Left,20.0,20.0,3.761
38213,PSS,WW,Perugia,Right,20.0,20.0,3.84
38213,PSS,EE,Perugia,Left,20.0,20.0,3.821
38213,PSS,WW,Perugia,Left,20.0,20.0,3.734
38213,PSS,WW,Perugia,Left,20.0,20.0,3.584
38213,PSS,EE,Perugia,Left,20.0,20.0,3.735
38213,PSS,EE,Perugia,Right,20.0,20.0,3.718
38213,PSS,WW,Perugia,Left,20.0,20.0,3.648
38213,PSS,WW,Perugia,Right,20.0,20.0,3.738
38213,PSS,EE,Perugia,Left,20.0,20.0,3.519
38213,PSS,EE,Perugia,Right,20.0,20.0,3.756
38213,PSS,EE,Perugia,Left,20.0,20.0,3.943
38213,PSS,WW,Perugia,Left,20.0,20.0,3.805
38213,PSS,WW,Perugia,Right,20.0,20.0,3.96
38213,PSS,EE,Perugia,Left,20.0,20.0,3.964
38213,PSS,WW,Perugia,Left,20.0,20.0,3.777
38213,PSS,EE,Perugia,Left,20.0,20.0,3.899
38213,PSS,EE,Perugia,Right,20.0,20.0,3.768
38213,PSS,WW,Perugia,Left,20.0,20.0,3.768
38213,PSS,WW,Perugia,Right,20.0,20.0,3.858
38711,PSS,EE,Perugia,Left,20.0,20.0,3.81
38711,PSS,WW,Perugia,Left,20.0,20.0,3.705
38711,PSS,EE,Perugia,Right,20.0,20.0,3.851
38711,PSS,EE,Perugia,Left,20.0,20.0,3.845
38711,PSS,WW,Perugia,Right,20.0,20.0,3.841
38711,PSS,WW,Perugia,Left,20.0,20.0,3.813
38711,PSS,EE,Perugia,Left,20.0,20.0,3.83
38711,PSS,WW,Perugia,Left,20.0,20.0,3.806
38711,PSS,EE,Perugia,Left,20.0,20.0,3.57
38711,PSS,EE,Perugia,Right,20.0,20.0,3.729
38711,PSS,EE,Perugia,Left,20.0,20.0,3.909
38711,PSS,WW,Perugia,Left,20.0,20.0,3.686
38711,PSS,WW,Perugia,Right,20.0,20.0,3.668
38711,PSS,EE,Perugia,Left,20.0,20.0,3.968
38711,PSS,WW,Perugia,Left,20.0,20.0,3.538
38711,PSS,EE,Perugia,Right,20.0,20.0,3.805
38711,PSS,EE,Perugia,Left,20.0,20.0,3.918
38711,PSS,WW,Perugia,Left,20.0,20.0,3.723
38711,PSS,WW,Perugia,Right,20.0,20.0,3.914
38711,PSS,WW,Perugia,Left,20.0,20.0,3.741
38711,PSS,EE,Perugia,Left,20.0,20.0,3.845
38711,PSS,EE,Perugia,Right,20.0,20.0,3.772
38711,PSS,WW,Perugia,Left,20.0,20.0,3.683
38711,PSS,WW,Perugia,Right,20.0,20.0,3.866
38712,PSS,EE,HEPHY,Left,,,3.957
38712,PSS,EE,HEPHY,Right,,,2.87
38712,PSS,WW,HEPHY,Right,,,3.944
38712,PSS,EE,HEPHY,Right,,,3.104
38712,PSS,EE,HEPHY,Left,,,3.952
38712,PSS,WW,HEPHY,Left,,,2.365
38712,PSS,WW,HEPHY,Right,,,3.963
38712,PSS,EE,HEPHY,Left,,,4.197
38712,PSS,EE,HEPHY,Right,,,3.338
38712,PSS,WW,HEPHY,Right,,,3.978
38712,PSS,EE,HEPHY,Right,,,3.561
38712,PSS,EE,HEPHY,Left,,,3.966
38712,PSS,WW,HEPHY,Left,,,2.917
38712,PSS,WW,HEPHY,Right,,,3.934
38712,PSS,EE,HEPHY,Left,,,3.113
38712,PSS,WW,HEPHY,Right,,,3.441
38712,PSS,EE,HEPHY,Left,,,3.352
38712,PSS,WW,HEPHY,Left,,,2.716
38712,PSS,WW,HEPHY,Right,,,3.538
38712,PSS,EE,HEPHY,Left,,,3.994
38712,PSS,WW,HEPHY,Right,,,3.992
38712,PSS,EE,HEPHY,Left,,,4.015
38712,PSS,WW,HEPHY,Right,,,3.991
38712,PSS,EE,HEPHY,Left,,,3.883
38712,PSS,WW,HEPHY,Right,,,3.963
38196,2S,EE,Demokritos,Left,18.9,18.9,4.21081
38196,2S,WW,Demokritos,Left,21.7,21.7,3.07007
38196,2S,EE,Demokritos,Left,23.3,23.3,4.06096
38196,2S,EE,Demokritos,Right,23.2,23.2,3.31031
38196,2S,WW,Demokritos,Left,20.3,20.3,3.15896
38196,2S,WW,Demokritos,Right,20.0,20.0,4.06907
38196,2S,EE,Demokritos,Left,21.5,21.5,4.04665
38196,2S,WW,Demokritos,Left,21.8,21.8,3.13053
38196,2S,WW,Demokritos,Right,21.6,21.6,4.03233
38196,2S,EE,Demokritos,Left,22.6,22.6,4.06096
38196,2S,WW,Demokritos,Left,17.2,17.2,3.57658
38196,2S,EE,Demokritos,Left,22.2,22.2,4.04254
38196,2S,EE,Demokritos,Right,22.1,22.1,3.78128
38196,2S,WW,Demokritos,Left,22.5,22.5,3.58138
38196,2S,WW,Demokritos,Right,22.4,22.4,4.05225
38196,2S,EE,Demokritos,Left,22.1,22.1,4.01181
38196,2S,EE,Demokritos,Left,20.0,20.0,3.83544
38196,2S,WW,Demokritos,Left,21.2,21.2,2.74324
38197,2S,EE,HEPHY,Left,,,3.786
38197,2S,EE,HEPHY,Right,,,3.698
38197,2S,WW,HEPHY,Right,,,3.796
38197,2S,WW,HEPHY,Left,,,4.992
38197,2S,EE,HEPHY,Right,,,3.765
38197,2S,EE,HEPHY,Left,,,3.85
38197,2S,WW,HEPHY,Right,,,3.83
38197,2S,WW,HEPHY,Left,,,3.735
38197,2S,EE,HEPHY,Left,,,3.825
38197,2S,EE,HEPHY,Right,,,3.75
38197,2S,WW,HEPHY,Left,,,3.68
38197,2S,WW,HEPHY,Right,,,3.821
38197,2S,EE,HEPHY,Right,,,3.758
38197,2S,EE,HEPHY,Left,,,3.864
38197,2S,WW,HEPHY,Left,,,3.696
38197,2S,WW,HEPHY,Right,,,3.84
38197,2S,EE,HEPHY,Left,,,3.792
38197,2S,EE,HEPHY,Right,,,3.73
38197,2S,WW,HEPHY,Right,,,3.78
38197,2S,WW,HEPHY,Left,,,3.662
38197,2S,EE,HEPHY,Left,,,3.904
38197,2S,EE,HEPHY,Right,,,3.851
38197,2S,WW,HEPHY,Right,,,3.939
38197,2S,WW,HEPHY,Left,,,3.841
38197,2S,EE,HEPHY,Left,,,3.883
38197,2S,EE,HEPHY,Right,,,3.827
38197,2S,WW,HEPHY,Right,,,3.912
38197,2S,WW,HEPHY,Left,,,3.76
38197,2S,EE,HEPHY,Right,,,3.789
38197,2S,EE,HEPHY,Left,,,3.88
38197,2S,WW,HEPHY,Right,,,3.841
38197,2S,WW,HEPHY,Left,,,3.724
38198,2S,EE,Perugia,Left,20.0,20.0,3.894
38198,2S,EE,Perugia,Right,20.0,20.0,3.826
38198,2S,WW,Perugia,Left,20.0,20.0,3.869
38198,2S,WW,Perugia,Right,20.0,20.0,3.905
38198,2S,EE,Perugia,Left,20.0,20.0,3.856
38198,2S,WW,Perugia,Left,20.0,20.0,3.736
38198,2S,EE,Perugia,Left,20.0,20.0,3.878
38198,2S,EE,Perugia,Right,20.0,20.0,3.806
38198,2S,WW,Perugia,Right,20.0,20.0,3.841
38198,2S,WW,Perugia,Left,20.0,20.0,3.797
38198,2S,EE,Perugia,Left,20.0,20.0,3.793
38198,2S,WW,Perugia,Left,20.0,20.0,3.745
38198,2S,EE,Perugia,Right,20.0,20.0,3.875
38198,2S,EE,Perugia,Left,20.0,20.0,3.94
38198,2S,WW,Perugia,Right,20.0,20.0,3.936
38198,2S,WW,Perugia,Left,20.0,20.0,3.818
38198,2S,EE,Perugia,Left,20.0,20.0,3.947
38198,2S,WW,Perugia,Left,20.0,20.0,3.864
38198,2S,EE,Perugia,Right,20.0,20.0,3.882
38198,2S,EE,Perugia,Left,20.0,20.0,3.904
38198,2S,WW,Perugia,Right,20.0,20.0,3.86
38198,2S,WW,Perugia,Left,20.0,20.0,3.814
38199,2S,EE,Demokritos,Left,18.3,18.3,4.16757
38199,2S,WW,Demokritos,Left,19.4,19.4,3.88388
38199,2S,EE,Demokritos,Left,20.2,20.2,4.06667
38199,2S,WW,Demokritos,Left,20.7,20.7,3.86837
38199,2S,EE,Demokritos,Left,19.3,19.3,4.03904
38199,2S,EE,Demokritos,Right,18.9,18.9,4.03784
38199,2S,WW,Demokritos,Left,20.7,20.7,3.98939
38199,2S,WW,Demokritos,Right,20.5,20.5,4.05445
38199,2S,EE,Demokritos,Left,21.1,21.1,4.23964
38199,2S,WW,Demokritos,Left,21.5,21.5,3.34835
38199,2S,EE,Demokritos,Left,21.8,21.8,4.21842
38199,2S,EE,Demokritos,Right,21.9,21.9,4.07528
38199,2S,WW,Demokritos,Left,22.4,22.4,3.76396
38199,2S,WW,Demokritos,Right,22.3,22.3,4.15315
38199,2S,EE,Demokritos,Left,20.1,20.1,4.17317
38199,2S,EE,Demokritos,Right,19.8,19.8,4.07157
38199,2S,WW,Demokritos,Right,21.0,21.0,4.21081
38199,2S,WW,Demokritos,Left,21.1,21.1,3.77468
38199,2S,EE,Demokritos,Left,21.8,21.8,4.16116
38199,2S,WW,Demokritos,Left,21.8,21.8,3.57427
38200,2S,EE,HEPHY,Right,,,3.939
38200,2S,EE,HEPHY,Left,,,3.967
38200,2S,WW,HEPHY,Right,,,3.979
38200,2S,WW,HEPHY,Left,,,3.904
38200,2S,EE,HEPHY,Right,,,3.915
38200,2S,EE,HEPHY,Left,,,3.904
38200,2S,WW,HEPHY,Right,,,3.9
38200,2S,WW,HEPHY,Left,,,3.898
38200,2S,EE,HEPHY,Left,,,3.853
38200,2S,EE,HEPHY,Right,,,3.952
38200,2S,WW,HEPHY,Left,,,3.887
38200,2S,WW,HEPHY,Right,,,3.899
38200,2S,EE,HEPHY,Left,,,3.748
38200,2S,EE,HEPHY,Right,,,3.89
38200,2S,WW,HEPHY,Left,,,3.855
38200,2S,WW,HEPHY,Right,,,3.834
38200,2S,EE,HEPHY,Left,,,4.161
38200,2S,EE,HEPHY,Right,,,3.858
38200,2S,WW,HEPHY,Left,,,3.956
38200,2S,WW,HEPHY,Right,,,4.161
38200,2S,EE,HEPHY,Left,,,4.053
38200,2S,EE,HEPHY,Right,,,3.897
38200,2S,WW,HEPHY,Right,,,4.061
38200,2S,WW,HEPHY,Left,,,3.789
38200,2S,EE,HEPHY,Right,,,3.975
38200,2S,EE,HEPHY,Left,,,4.029
38200,2S,WW,HEPHY,Left,,,3.883
38200,2S,WW,HEPHY,Right,,,4.025
38200,2S,EE,HEPHY,Left,,,3.978
38200,2S,EE,HEPHY,Right,,,3.907
38200,2S,WW,HEPHY,Left,,,3.673
38200,2S,WW,HEPHY,Right,,,3.969
38201,2S,EE,Perugia,Left,20.0,20.0,4.065
38201,2S,EE,Perugia,Right,20.0,20.0,3.977
38201,2S,WW,Perugia,Left,20.0,20.0,2.943
38201,2S,WW,Perugia,Right,20.0,20.0,4.061
38201,2S,WW,Perugia,Right,20.0,20.0,4.061
38201,2S,EE,Perugia,Left,20.0,20.0,4.111
38201,2S,WW,Perugia,Left,20.0,20.0,3.477
38201,2S,EE,Perugia,Right,20.0,20.0,3.943
38201,2S,EE,Perugia,Left,20.0,20.0,4.035
38201,2S,WW,Perugia,Right,20.0,20.0,3.998
38201,2S,WW,Perugia,Left,20.0,20.0,3.523
38201,2S,EE,Perugia,Left,20.0,20.0,3.991
38201,2S,WW,Perugia,Left,20.0,20.0,3.68
38201,2S,EE,Perugia,Left,20.0,20.0,4.127
38201,2S,EE,Perugia,Right,20.0,20.0,3.708
38201,2S,WW,Perugia,Left,20.0,20.0,1.91
38201,2S,WW,Perugia,Right,20.0,20.0,3.808
38201,2S,EE,Perugia,Left,20.0,20.0,4.142
38201,2S,WW,Perugia,Left,20.0,20.0,2.971
38201,2S,EE,Perugia,Left,20.0,20.0,4.13
38201,2S,EE,Perugia,Right,20.0,20.0,3.95
38201,2S,WW,Perugia,Left,20.0,20.0,2.83
38201,2S,WW,Perugia,Right,20.0,20.0,4.111
38201,2S,EE,Perugia,Left,20.0,20.0,4.093
38201,2S,WW,Perugia,Left,20.0,20.0,2.368
38202,2S,EE,Brown,Right,20.0,20.111,2.377
38202,2S,WW,Brown,Right,20.0,20.023,4.072
38202,2S,EE,Brown,Left,20.0,20.128,4.048
38202,2S,EE,Brown,Right,20.0,20.074,2.185
38202,2S,WW,Brown,Right,20.0,20.022,4.052
38202,2S,WW,Brown,Left,20.0,20.012,1.775
38202,2S,EE,Brown,Right,20.0,20.014,3.293
38202,2S,WW,Brown,Right,20.0,20.027,4.013
38202,2S,EE,Brown,Right,20.0,20.021,3.391
38202,2S,EE,Brown,Left,20.0,20.017,4.009
38202,2S,WW,Brown,Left,20.0,20.015,2.71
38202,2S,WW,Brown,Right,20.0,20.018,4.006
38202,2S,EE,Brown,Right,20.0,20.107,0.09998295
38202,2S,WW,Brown,Right,20.0,20.009,3.559
38202,2S,EE,Brown,Left,20.0,20.013,3.512
38202,2S,EE,Brown,Right,20.0,20.136,0.623
38202,2S,WW,Brown,Right,20.0,20.006,3.566
38202,2S,WW,Brown,Left,20.0,20.009,0.12
38202,2S,EE,Brown,Right,20.0,20.012,1.122
38202,2S,WW,Brown,Right,20.0,20.007,4.053
38202,2S,EE,Brown,Right,20.0,20.01,0.929
38202,2S,EE,Brown,Left,20.0,20.002,3.966
38202,2S,WW,Brown,Right,20.0,20.009,4.006
38202,2S,WW,Brown,Left,20.0,20.001,1.543
38691,2S,EE,HEPHY,Left,,,3.686
38691,2S,EE,HEPHY,Right,,,3.692
38691,2S,WW,HEPHY,Left,,,3.696
38691,2S,WW,HEPHY,Right,,,3.746
38691,2S,EE,HEPHY,Right,,,3.697
38691,2S,EE,HEPHY,Left,,,3.659
38691,2S,WW,HEPHY,Left,,,3.68
38691,2S,WW,HEPHY,Right,,,3.71
38691,2S,EE,HEPHY,Left,,,3.343
38691,2S,EE,HEPHY,Right,,,3.642
38691,2S,WW,HEPHY,Right,,,3.583
38691,2S,WW,HEPHY,Left,,,3.653
38691,2S,EE,HEPHY,Left,,,3.75
38691,2S,EE,HEPHY,Right,,,3.646
38691,2S,WW,HEPHY,Right,,,3.79
38691,2S,WW,HEPHY,Left,,,3.576
38691,2S,EE,HEPHY,Left,,,3.761
38691,2S,EE,HEPHY,Right,,,3.737
38691,2S,WW,HEPHY,Right,,,3.823
38691,2S,WW,HEPHY,Left,,,3.737
38691,2S,EE,HEPHY,Right,,,3.74
38691,2S,EE,HEPHY,Left,,,3.685
38691,2S,WW,HEPHY,Left,,,3.731
38691,2S,WW,HEPHY,Right,,,3.78
38691,2S,EE,HEPHY,Left,,,3.699
38691,2S,EE,HEPHY,Right,,,3.73
38691,2S,WW,HEPHY,Left,,,3.754
38691,2S,WW,HEPHY,Right,,,3.785
38691,2S,EE,HEPHY,Right,,,3.674
38691,2S,EE,HEPHY,Left,,,3.693
38691,2S,WW,HEPHY,Right,,,3.74
38691,2S,WW,HEPHY,Left,,,3.703
38693,2S,EE,Brown,Right,20.0,20.1,4.206
38693,2S,WW,Brown,Right,20.0,20.017,4.233
38693,2S,EE,Brown,Left,20.0,20.067,4.23
38693,2S,EE,Brown,Right,20.0,20.175,4.209
38693,2S,WW,Brown,Right,20.0,20.019,4.208
38693,2S,WW,Brown,Left,20.0,20.003,4.215
38693,2S,EE,Brown,Right,20.0,20.017,4.171
38693,2S,WW,Brown,Right,20.0,20.007,4.201
38693,2S,EE,Brown,Left,20.0,20.01,4.162
38693,2S,EE,Brown,Right,20.0,20.009,4.189
