Name,Type,Location,Average,Std.dev
42246,2-S,Perugia,72093519342.68771,1819207122.13726
42247,2-S,Brown,79832708750.0,1538301745.1500404
42248,2-S,Perugia,68368238510.29269,1789977799.1812222
42249,2-S,Brown,79000398750.0,1510434234.9884026
42250,2-S,Perugia,73353379282.04362,1599194974.4715497
42251,2-S,Brown,74575704705.88235,2447853337.268489
42252,2-S,HEPHY,107262712500.0,1967037432.9178386
42253,2-S,Demokritos,64743000000.0,5884033102.860277
42254,2-S,Demokritos,59482105263.1579,3011988230.291612
42255,2-S,Demokritos,55047000000.0,3019418818.249631
42256,2-S,Brown,81608233125.0,1616044954.4931903
42257,2-S,Brown,83356945714.28572,15267188227.089025
42258,PSP,Perugia,120262896891.96465,14797612864.652687
42259,PSP,Perugia,130228164152.57014,24019444611.83668
42648,PSS,HEPHY,96203118000.0,1234920005.2319603
42649,PSS,Perugia,72631295901.12941,2156084753.4861665
42650,2-S,HEPHY,120438235714.28572,25550105261.309807
42651,2-S,Perugia,65912000176.66719,1911202202.0737927
42652,2-S,Perugia,66980715497.793625,2102207938.976987
42653,2-S,HEPHY,113485975000.0,1668472804.493178
42654,2-S,HEPHY,112392623076.92308,14554237223.92405
42655,2-S,HEPHY,114019662500.0,3695782177.721878
42656,2-S,HEPHY,109866131250.0,3760981763.7985163
42657,2-S,Demokritos,62027857142.85714,2470515918.001522
42658,2-S,Demokritos,53637142857.14286,5957942893.019663
42659,2-S,Demokritos,57648571428.57143,3501392815.488095
42660,PSP,Perugia,114272257958.88333,25724564066.931057
42899,PSS,Perugia,65227923877.0685,2245495734.064551
42900,PSS,HEPHY,96513475000.0,1777722372.8174736
42901,2-S,Demokritos,60629285714.28571,2619651956.582475
42902,2-S,Brown,81930373125.0,7166852732.065607
42903,2-S,Brown,62099763125.0,2214365355.2495766
42904,2-S,Brown,87184498750.0,9870280270.035479
42905,2-S,Brown,85280704375.0,3472895765.3941965
42906,2-S,Demokritos,63552857142.85714,9438261271.239305
42907,2-S,Demokritos,62537857142.85714,1703531077.4588559
42908,2-S,Brown,85561386250.0,2635657179.781101
42909,2-S,Brown,81976720625.0,4901044776.142422
42910,2-S,HEPHY,113671656250.0,1613938582.0485847
42911,2-S,HEPHY,117490337500.0,2968054587.7448645
42912,PSP,Demokritos,128062500000.0,12658324007.018728
42913,PSP,Demokritos,115278125000.0,16209425742.964079
42914,PSP,Demokritos,125400000000.0,10746348216.952587
43255,PSS,HEPHY,116252737500.0,1766080429.9823556
43256,PSS,Perugia,66899799107.99525,2117279326.722881
43257,PSS,Perugia,71229182375.31474,6023275586.227275
43258,2-S,Perugia,78255623942.57307,2332299399.3644543
43259,2-S,Perugia,71743126180.77107,5730550053.270625
43260,2-S,Perugia,72529102938.64314,2360553092.085947
43261,2-S,Perugia,73318631293.31535,3281596535.688595
43262,2-S,Perugia,78720791914.67975,2577007353.825818
43263,2-S,Perugia,68865570639.56607,3076247059.34957
43264,2-S,Demokritos,67493571428.57143,5481032083.322693
43265,2-S,Perugia,76362367207.797,2228673644.664085
43266,2-S,Demokritos,63052857142.85714,10835717596.180506
43267,2-S,Perugia,77799029183.54744,5193308641.238783
43268,2-S,Perugia,70463581426.901,2739297824.1086564
43269,2-S,Brown,80119364375.0,2042405418.7125149
43270,2-S,HEPHY,109659581250.0,3122066317.941532
43271,2-S,Perugia,63703555613.28475,2962943083.509742
43272,2-S,Brown,83768487500.0,1519033526.8869705
43273,2-S,Brown,78544874166.66667,1596291140.8093805
43274,2-S,Brown,83478623333.33333,2155907363.220386
43275,2-S,Brown,77072379166.66667,920708577.0551275
43276,2-S,Brown,88991383125.0,2093581088.5266016
43277,2-S,Brown,81202323125.0,2253769589.7783327
43278,2-S,Perugia,71026735523.12682,2039453257.7749484
43280,PSP,Demokritos,112287500000.0,14569721342.565203
43281,PSP,Demokritos,111086190476.19048,12690954446.45141
43282,PSP,Demokritos,126387500000.0,11748127510.373726
43283,PSP,HEPHY,163838882500.0,13953665033.150904
43284,PSP,Demokritos,127168750000.0,13162001810.768248
43836,2-S,Demokritos,57332500000.0,11347880158.466122
43837,2-S,Demokritos,58992500000.0,1517223091.4044604
43838,2-S,Perugia,67685484457.393875,1409848838.266483
44167,2-S,HEPHY,111678300000.0,1562673199.600607
44168,2-S,HEPHY,108397168750.0,2275265513.507893
44169,2-S,Brown,83281865625.0,1952685991.370069
44170,2-S,Brown,75466749375.0,1778179351.25217
44171,2-S,Brown,81294319375.0,3608286995.681781
44172,2-S,Brown,72505921875.0,2466693573.843925
44173,2-S,HEPHY,115850071428.57143,3529933724.9016147
44174,2-S,Brown,83474653750.0,2137230300.0000608
44175,2-S,Brown,57684576250.0,2543846876.9532876
44674,PSS,Perugia,73876581861.1598,2190892632.761653
44675,2-S,HEPHY,109304181250.0,1368706935.3803732
44676,2-S,Perugia,72308807995.72731,2288780868.224412
44677,2-S,Perugia,76721446628.2288,3111357223.996254
44678,2-S,HEPHY,116921268750.0,1634556101.5022807
44679,2-S,HEPHY,94446758750.0,2564504476.483712
44681,2-S,Perugia,73848962663.33607,2474787933.951385
44682,PSP,Demokritos,115789032258.06451,14753811113.254478
44683,PSP,Demokritos,126268750000.0,7360499869.80051
45777,PSS,Brown,81939151875.0,1578788716.7159457
45778,2-S,Perugia,73898392975.08806,3167522443.4183497
45779,2-S,Demokritos,64746428571.42857,3280153859.296747
45780,2-S,Demokritos,59048571428.57143,2494855806.355448
45781,2-S,Demokritos,63565714285.71429,3140582293.597342
45782,2-S,Perugia,68520414212.63343,2930685230.1460543
45783,2-S,Perugia,76303883905.86794,2641611703.6743984
45788,PSP,Demokritos,122931250000.0,10589473940.34913
45789,PSP,Brown,151275318750.0,7666950674.26581
46229,PSS,Brown,58788089375.0,5343917503.737581
46230,PSP,Brown,146981475000.0,8204738225.399596
46798,2-S,Demokritos,61337142857.14286,6072816389.542739
