batch_number,Type,NOX,Location,KIND_OF_HM_SET_ID
36706,2-S,77987480000.0,Brown,Right
36706,2-S,73608300000.0,Brown,Right
36706,2-S,74406820000.0,Brown,Right
36706,2-S,74384310000.0,Brown,Right
36795,2-S,83745410000.0,Brown,Right
36795,2-S,83149260000.0,Brown,Right
36795,2-S,84036680000.0,Brown,Right
36795,2-S,83517700000.0,Brown,Right
36795,2-S,84138980000.0,Brown,Right
36795,2-S,84621640000.0,Brown,Right
36795,2-S,84471350000.0,Brown,Right
36795,2-S,83824010000.0,Brown,Right
36795,2-S,78318600000.0,Brown,Right
36795,2-S,79197570000.0,Brown,Right
36795,2-S,79186350000.0,Brown,Right
36795,2-S,80273660000.0,Brown,Right
36795,2-S,79437610000.0,Brown,Right
36795,2-S,81043830000.0,Brown,Right
36795,2-S,81668880000.0,Brown,Right
36795,2-S,82681090000.0,Brown,Right
36796,2-S,75869810000.0,Brown,Right
36796,2-S,77111190000.0,Brown,Right
36796,2-S,62526690000.0,Brown,Right
36796,2-S,76615030000.0,Brown,Right
36796,2-S,79571480000.0,Brown,Right
36796,2-S,79571480000.0,Brown,Right
36796,2-S,80147600000.0,Brown,Right
36796,2-S,80147600000.0,Brown,Right
36796,2-S,78782810000.0,Brown,Right
36796,2-S,79480990000.0,Brown,Right
36796,2-S,69532290000.0,Brown,Right
36796,2-S,71828690000.0,Brown,Right
36796,2-S,72929120000.0,Brown,Right
36796,2-S,73888130000.0,Brown,Right
36796,2-S,74524470000.0,Brown,Right
36796,2-S,75550830000.0,Brown,Right
36796,2-S,74692430000.0,Brown,Right
36796,2-S,75748860000.0,Brown,Right
36797,2-S,86236790000.0,Brown,Right
36797,2-S,86300310000.0,Brown,Right
36797,2-S,83430930000.0,Brown,Right
36797,2-S,85745770000.0,Brown,Right
36797,2-S,86892510000.0,Brown,Right
36797,2-S,87741790000.0,Brown,Right
36797,2-S,87624990000.0,Brown,Right
36797,2-S,88283900000.0,Brown,Right
36797,2-S,87212050000.0,Brown,Right
36797,2-S,88974590000.0,Brown,Right
36797,2-S,81758250000.0,Brown,Right
36797,2-S,83317860000.0,Brown,Right
36797,2-S,83750190000.0,Brown,Right
36797,2-S,86029140000.0,Brown,Right
36797,2-S,85936840000.0,Brown,Right
36797,2-S,86504600000.0,Brown,Right
36798,2-S,71251880555.231,Perugia,Left
36798,2-S,71251880555.231,Perugia,Left
36798,2-S,70247126556.17,Perugia,Left
36798,2-S,70247126556.17,Perugia,Left
36798,2-S,71296993212.243,Perugia,Left
36798,2-S,71296993212.243,Perugia,Left
36798,2-S,71438150181.992,Perugia,Left
36798,2-S,71438150181.992,Perugia,Left
36798,2-S,72769085155.184,Perugia,Left
36798,2-S,72769085155.184,Perugia,Left
36798,2-S,71019610544.808,Perugia,Left
36798,2-S,71019610544.808,Perugia,Left
36798,2-S,73396225678.181,Perugia,Left
36798,2-S,73396225678.181,Perugia,Left
36798,2-S,71972989797.547,Perugia,Left
36798,2-S,71972989797.547,Perugia,Left
36798,2-S,72667125260.542,Perugia,Left
36798,2-S,72667125260.542,Perugia,Left
36798,2-S,68747723419.159,Perugia,Left
36798,2-S,68747723419.159,Perugia,Left
36798,2-S,66628696732.294,Perugia,Left
36798,2-S,66628696732.294,Perugia,Left
36798,2-S,67298534754.758,Perugia,Left
36798,2-S,67298534754.758,Perugia,Left
36798,2-S,69008506388.227,Perugia,Left
36798,2-S,69008506388.227,Perugia,Left
36798,2-S,68620072499.664,Perugia,Left
36798,2-S,68620072499.664,Perugia,Left
36798,2-S,68198436018.435,Perugia,Left
36798,2-S,68198436018.435,Perugia,Left
36798,2-S,63896552278.524,Perugia,Left
36798,2-S,63896552278.524,Perugia,Left
36798,2-S,69615027546.917,Perugia,Left
36798,2-S,69615027546.917,Perugia,Left
36798,2-S,69311518465.028,Perugia,Left
36798,2-S,69311518465.028,Perugia,Left
36799,2-S,82050761318.498,Perugia,Left
36799,2-S,80462153934.287,Perugia,Left
36799,2-S,83618467653.67,Perugia,Left
36799,2-S,80728498216.842,Perugia,Left
36799,2-S,84381881130.649,Perugia,Left
36799,2-S,82511846558.307,Perugia,Left
36799,2-S,83638460232.503,Perugia,Left
36799,2-S,82494352493.852,Perugia,Left
36799,2-S,84014963313.165,Perugia,Left
36799,2-S,80825018130.918,Perugia,Left
36799,2-S,77216806916.359,Perugia,Left
36799,2-S,77209810433.911,Perugia,Left
36799,2-S,78139390860.427,Perugia,Left
36799,2-S,77756347156.644,Perugia,Left
36799,2-S,80871799323.768,Perugia,Left
36799,2-S,79792624011.765,Perugia,Left
36799,2-S,81323933929.412,Perugia,Left
36799,2-S,81029234252.959,Perugia,Left
36799,2-S,82172082381.399,Perugia,Left
36799,2-S,75534673397.031,Perugia,Left
36800,2-S,118586400000.0,HEPHY,Left
36800,2-S,115538700000.0,HEPHY,Left
36800,2-S,117230700000.0,HEPHY,Left
36800,2-S,116195400000.0,HEPHY,Left
36800,2-S,121192600000.0,HEPHY,Left
36800,2-S,116841100000.0,HEPHY,Left
36800,2-S,122074700000.0,HEPHY,Left
36800,2-S,118706900000.0,HEPHY,Left
36800,2-S,125034200000.0,HEPHY,Left
36800,2-S,117361100000.0,HEPHY,Left
36800,2-S,113173000000.0,HEPHY,Left
36800,2-S,111613600000.0,HEPHY,Left
36800,2-S,114518900000.0,HEPHY,Left
36800,2-S,113893600000.0,HEPHY,Left
36800,2-S,112736900000.0,HEPHY,Left
36800,2-S,112634800000.0,HEPHY,Left
36800,2-S,117741000000.0,HEPHY,Left
36800,2-S,116303900000.0,HEPHY,Left
36800,2-S,120166200000.0,HEPHY,Left
36800,2-S,115867800000.0,HEPHY,Left
36801,2-S,124664100000.0,HEPHY,Left
36801,2-S,122898300000.0,HEPHY,Left
36801,2-S,124263200000.0,HEPHY,Left
36801,2-S,124172500000.0,HEPHY,Left
36801,2-S,125537700000.0,HEPHY,Left
36801,2-S,127016100000.0,HEPHY,Left
36801,2-S,117405100000.0,HEPHY,Left
36801,2-S,119041800000.0,HEPHY,Left
36801,2-S,120401700000.0,HEPHY,Left
36801,2-S,121165200000.0,HEPHY,Left
36801,2-S,119886700000.0,HEPHY,Left
36801,2-S,114956500000.0,HEPHY,Left
36801,2-S,122978000000.0,HEPHY,Left
36801,2-S,122441000000.0,HEPHY,Left
36801,2-S,123371300000.0,HEPHY,Left
36801,2-S,124358800000.0,HEPHY,Left
36801,2-S,124244000000.0,HEPHY,Left
36801,2-S,125588600000.0,HEPHY,Left
36801,2-S,124858400000.0,HEPHY,Left
36801,2-S,124543100000.0,HEPHY,Left
36802,2-S,116892900000.0,HEPHY,Left
36802,2-S,119951100000.0,HEPHY,Left
36802,2-S,116758700000.0,HEPHY,Left
36802,2-S,118750700000.0,HEPHY,Left
36802,2-S,116800400000.0,HEPHY,Left
36802,2-S,119700500000.0,HEPHY,Left
36802,2-S,117362300000.0,HEPHY,Left
36802,2-S,119441900000.0,HEPHY,Left
36802,2-S,118638400000.0,HEPHY,Left
36802,2-S,119906000000.0,HEPHY,Left
36802,2-S,117428200000.0,HEPHY,Left
36802,2-S,119215600000.0,HEPHY,Left
36802,2-S,111238000000.0,HEPHY,Left
36802,2-S,113154700000.0,HEPHY,Left
36802,2-S,112328600000.0,HEPHY,Left
36802,2-S,114788100000.0,HEPHY,Left
36802,2-S,115740000000.0,HEPHY,Left
36802,2-S,117423800000.0,HEPHY,Left
36802,2-S,101368700000.0,HEPHY,Left
36802,2-S,118415600000.0,HEPHY,Left
36803,2-S,111788800000.0,HEPHY,Left
36803,2-S,111388400000.0,HEPHY,Left
36803,2-S,111388400000.0,HEPHY,Left
36803,2-S,111388400000.0,HEPHY,Left
36803,2-S,111734900000.0,HEPHY,Left
36803,2-S,111734900000.0,HEPHY,Left
36803,2-S,111734900000.0,HEPHY,Left
36803,2-S,113428900000.0,HEPHY,Left
36803,2-S,113428900000.0,HEPHY,Left
36803,2-S,110055000000.0,HEPHY,Left
36803,2-S,110055000000.0,HEPHY,Left
36803,2-S,111322300000.0,HEPHY,Left
36803,2-S,111322300000.0,HEPHY,Left
36803,2-S,111322300000.0,HEPHY,Left
36803,2-S,109435000000.0,HEPHY,Left
36803,2-S,88835440000.0,HEPHY,Left
36803,2-S,88835440000.0,HEPHY,Left
36803,2-S,109966600000.0,HEPHY,Left
36803,2-S,109966600000.0,HEPHY,Left
36803,2-S,110862000000.0,HEPHY,Left
36803,2-S,110862000000.0,HEPHY,Left
36803,2-S,110862000000.0,HEPHY,Left
36803,2-S,108569800000.0,HEPHY,Left
36803,2-S,108319400000.0,HEPHY,Left
36803,2-S,108319400000.0,HEPHY,Left
36803,2-S,108000600000.0,HEPHY,Left
36803,2-S,108000600000.0,HEPHY,Left
36803,2-S,108367000000.0,HEPHY,Left
36803,2-S,108367000000.0,HEPHY,Left
36803,2-S,105515600000.0,HEPHY,Left
36803,2-S,105515600000.0,HEPHY,Left
36803,2-S,105722600000.0,HEPHY,Left
36803,2-S,105722600000.0,HEPHY,Left
37077,PSS,81302683648.0,Demokritos,Left
37079,2-S,117354700000.0,HEPHY,Left
37079,2-S,117729500000.0,HEPHY,Left
37079,2-S,119541800000.0,HEPHY,Left
37079,2-S,118873500000.0,HEPHY,Left
37079,2-S,118838600000.0,HEPHY,Left
37079,2-S,118913900000.0,HEPHY,Left
37079,2-S,119533500000.0,HEPHY,Left
37079,2-S,119433100000.0,HEPHY,Left
37079,2-S,115639100000.0,HEPHY,Left
37079,2-S,115769100000.0,HEPHY,Left
37079,2-S,114199600000.0,HEPHY,Left
37079,2-S,115136800000.0,HEPHY,Left
37079,2-S,115528900000.0,HEPHY,Left
37079,2-S,114722100000.0,HEPHY,Left
37079,2-S,115002000000.0,HEPHY,Left
37079,2-S,121723000000.0,HEPHY,Left
37081,2-S,117995600000.0,HEPHY,Left
37081,2-S,117916100000.0,HEPHY,Left
37081,2-S,117997000000.0,HEPHY,Left
37081,2-S,117810000000.0,HEPHY,Left
37081,2-S,118137300000.0,HEPHY,Left
37081,2-S,117252100000.0,HEPHY,Left
37081,2-S,117430100000.0,HEPHY,Left
37081,2-S,116239800000.0,HEPHY,Left
37081,2-S,116680000000.0,HEPHY,Left
37081,2-S,114532100000.0,HEPHY,Left
37081,2-S,117811000000.0,HEPHY,Left
37081,2-S,108648600000.0,HEPHY,Left
37081,2-S,114781700000.0,HEPHY,Left
37081,2-S,112322900000.0,HEPHY,Left
37081,2-S,115767200000.0,HEPHY,Left
37081,2-S,102443200000.0,HEPHY,Left
37081,2-S,115211900000.0,HEPHY,Left
37081,2-S,113675200000.0,HEPHY,Left
37081,2-S,116120000000.0,HEPHY,Left
37081,2-S,114972900000.0,HEPHY,Left
37083,2-S,76613704880.797,Perugia,Left
37083,2-S,76486281097.609,Perugia,Left
37083,2-S,76253286791.997,Perugia,Left
37083,2-S,81539195803.485,Perugia,Left
37083,2-S,75649599214.251,Perugia,Left
37083,2-S,80847790830.088,Perugia,Left
37083,2-S,78726029733.73,Perugia,Left
37083,2-S,82156077194.085,Perugia,Left
37083,2-S,77817150771.739,Perugia,Left
37083,2-S,82877318711.265,Perugia,Left
37083,2-S,70259949329.458,Perugia,Left
37083,2-S,72235111067.298,Perugia,Left
37083,2-S,70885978316.72,Perugia,Left
37083,2-S,72893460603.487,Perugia,Left
37083,2-S,71497695634.798,Perugia,Left
37083,2-S,73385186933.195,Perugia,Left
37083,2-S,72282763995.88,Perugia,Left
37083,2-S,74784440240.217,Perugia,Left
37084,2-S,98395375882.605,Perugia,Left
37084,2-S,102293212618.594,Perugia,Left
37084,2-S,98915710253.716,Perugia,Left
37084,2-S,101793547385.07,Perugia,Left
37084,2-S,97782311081.162,Perugia,Left
37084,2-S,102034782823.976,Perugia,Left
37084,2-S,98919191915.1,Perugia,Left
37084,2-S,103360940342.509,Perugia,Left
37084,2-S,96964730283.888,Perugia,Left
37084,2-S,101218244043.392,Perugia,Left
37084,2-S,96002621520.287,Perugia,Left
37084,2-S,98695015042.266,Perugia,Left
37084,2-S,97975826405.623,Perugia,Left
37084,2-S,101067319702.304,Perugia,Left
37084,2-S,98591116911.804,Perugia,Left
37084,2-S,103098699656.647,Perugia,Left
37084,2-S,97969787330.166,Perugia,Left
37084,2-S,102099232225.868,Perugia,Left
37085,2-S,92660692785.241,Perugia,Left
37085,2-S,92660692785.241,Perugia,Left
37085,2-S,95453335574.988,Perugia,Left
37085,2-S,95453335574.988,Perugia,Left
37085,2-S,97102399582.998,Perugia,Left
37085,2-S,97102399582.998,Perugia,Left
37085,2-S,97994634973.815,Perugia,Left
37085,2-S,97994634973.815,Perugia,Left
37085,2-S,96088031759.922,Perugia,Left
37085,2-S,96088031759.922,Perugia,Left
37085,2-S,98823931011.06,Perugia,Left
37085,2-S,98823931011.06,Perugia,Left
37085,2-S,96787186694.476,Perugia,Left
37085,2-S,96787186694.476,Perugia,Left
37085,2-S,99247891573.248,Perugia,Left
37085,2-S,99247891573.248,Perugia,Left
37085,2-S,89150831734.054,Perugia,Left
37085,2-S,89150831734.054,Perugia,Left
37085,2-S,91960487397.784,Perugia,Left
37085,2-S,91960487397.784,Perugia,Left
37085,2-S,91162864219.137,Perugia,Left
37085,2-S,91162864219.137,Perugia,Left
37085,2-S,94509922576.648,Perugia,Left
37085,2-S,94509922576.648,Perugia,Left
37085,2-S,93020085729.777,Perugia,Left
37085,2-S,93020085729.777,Perugia,Left
37085,2-S,97439833433.375,Perugia,Left
37085,2-S,97439833433.375,Perugia,Left
37085,2-S,92357007765.742,Perugia,Left
37085,2-S,92357007765.742,Perugia,Left
37085,2-S,93336261063.011,Perugia,Left
37085,2-S,93336261063.011,Perugia,Left
37085,2-S,95475781737.584,Perugia,Left
37085,2-S,95475781737.584,Perugia,Left
37085,2-S,99356178781.241,Perugia,Left
37085,2-S,99356178781.241,Perugia,Left
37086,2-S,76117155850.722,Perugia,Left
37086,2-S,76117155850.722,Perugia,Left
37086,2-S,76117155850.722,Perugia,Left
37086,2-S,76117155850.722,Perugia,Left
37086,2-S,75352786662.246,Perugia,Left
37086,2-S,75352786662.246,Perugia,Left
37086,2-S,75352786662.246,Perugia,Left
37086,2-S,75352786662.246,Perugia,Left
37086,2-S,78215856891.523,Perugia,Left
37086,2-S,78215856891.523,Perugia,Left
37086,2-S,78215856891.523,Perugia,Left
37086,2-S,78215856891.523,Perugia,Left
37086,2-S,79998295742.485,Perugia,Left
37086,2-S,79998295742.485,Perugia,Left
37086,2-S,79998295742.485,Perugia,Left
37086,2-S,79998295742.485,Perugia,Left
37086,2-S,77833029532.146,Perugia,Left
37086,2-S,77833029532.146,Perugia,Left
37086,2-S,77833029532.146,Perugia,Left
37086,2-S,77833029532.146,Perugia,Left
37086,2-S,77667282615.227,Perugia,Left
37086,2-S,77667282615.227,Perugia,Left
37086,2-S,77667282615.227,Perugia,Left
37086,2-S,77667282615.227,Perugia,Left
37086,2-S,80256443383.485,Perugia,Left
37086,2-S,80256443383.485,Perugia,Left
37086,2-S,80256443383.485,Perugia,Left
37086,2-S,80256443383.485,Perugia,Left
37086,2-S,80892103562.332,Perugia,Left
37086,2-S,80892103562.332,Perugia,Left
37086,2-S,80892103562.332,Perugia,Left
37086,2-S,80892103562.332,Perugia,Left
37086,2-S,71111684428.477,Perugia,Left
37086,2-S,71111684428.477,Perugia,Left
37086,2-S,71111684428.477,Perugia,Left
37086,2-S,71111684428.477,Perugia,Left
37086,2-S,72413559548.371,Perugia,Left
37086,2-S,72413559548.371,Perugia,Left
37086,2-S,72413559548.371,Perugia,Left
37086,2-S,72413559548.371,Perugia,Left
37086,2-S,72820331306.467,Perugia,Left
37086,2-S,72820331306.467,Perugia,Left
37086,2-S,72820331306.467,Perugia,Left
37086,2-S,72820331306.467,Perugia,Left
37086,2-S,75156120883.089,Perugia,Left
37086,2-S,75156120883.089,Perugia,Left
37086,2-S,75156120883.089,Perugia,Left
37086,2-S,75156120883.089,Perugia,Left
37086,2-S,72653792158.276,Perugia,Left
37086,2-S,72653792158.276,Perugia,Left
37086,2-S,72653792158.276,Perugia,Left
37086,2-S,72653792158.276,Perugia,Left
37086,2-S,74249304333.167,Perugia,Left
37086,2-S,74249304333.167,Perugia,Left
37086,2-S,74249304333.167,Perugia,Left
37086,2-S,74249304333.167,Perugia,Left
37086,2-S,74075077979.639,Perugia,Left
37086,2-S,74075077979.639,Perugia,Left
37086,2-S,74075077979.639,Perugia,Left
37086,2-S,74075077979.639,Perugia,Left
37086,2-S,75573363305.333,Perugia,Left
37086,2-S,75573363305.333,Perugia,Left
37086,2-S,75573363305.333,Perugia,Left
37086,2-S,75573363305.333,Perugia,Left
37087,2-S,80543690000.0,Brown,Right
37087,2-S,83557870000.0,Brown,Right
37087,2-S,78964230000.0,Brown,Right
37087,2-S,82652330000.0,Brown,Right
37087,2-S,82031530000.0,Brown,Right
37087,2-S,84828230000.0,Brown,Right
37087,2-S,82018890000.0,Brown,Right
37087,2-S,85808120000.0,Brown,Right
37087,2-S,76206230000.0,Brown,Right
37087,2-S,80086590000.0,Brown,Right
37087,2-S,76274500000.0,Brown,Right
37087,2-S,80109890000.0,Brown,Right
37087,2-S,78362230000.0,Brown,Right
37087,2-S,81608680000.0,Brown,Right
37087,2-S,78947470000.0,Brown,Right
37087,2-S,82125050000.0,Brown,Right
37088,2-S,72198450000.0,Brown,Right
37088,2-S,74428530000.0,Brown,Right
37088,2-S,70127820000.0,Brown,Right
37088,2-S,76120060000.0,Brown,Right
37088,2-S,74812140000.0,Brown,Right
37088,2-S,77844820000.0,Brown,Right
37088,2-S,74295570000.0,Brown,Right
37088,2-S,78975370000.0,Brown,Right
37088,2-S,76381260000.0,Brown,Right
37088,2-S,79151010000.0,Brown,Right
37088,2-S,69728620000.0,Brown,Right
37088,2-S,72102350000.0,Brown,Right
37088,2-S,70733460000.0,Brown,Right
37088,2-S,72482690000.0,Brown,Right
37088,2-S,68970840000.0,Brown,Right
37088,2-S,68970840000.0,Brown,Right
37088,2-S,73962000000.0,Brown,Right
37088,2-S,73962000000.0,Brown,Right
37398,PSS,80894660000.0,Brown,Right
37398,PSS,83884670000.0,Brown,Right
37398,PSS,81858300000.0,Brown,Right
37398,PSS,84671600000.0,Brown,Right
37398,PSS,82543500000.0,Brown,Right
37398,PSS,85026410000.0,Brown,Right
37398,PSS,83352550000.0,Brown,Right
37398,PSS,85252690000.0,Brown,Right
37398,PSS,83512860000.0,Brown,Right
37398,PSS,85036670000.0,Brown,Right
37398,PSS,82052730000.0,Brown,Right
37398,PSS,84515150000.0,Brown,Right
37398,PSS,78729910000.0,Brown,Right
37398,PSS,82080020000.0,Brown,Right
37398,PSS,81784200000.0,Brown,Right
37398,PSS,84601480000.0,Brown,Right
37399,PSS,76776400000.0,Brown,Right
37399,PSS,80294890000.0,Brown,Right
37399,PSS,75889720000.0,Brown,Right
37399,PSS,79391130000.0,Brown,Right
37399,PSS,77430670000.0,Brown,Right
37399,PSS,79626100000.0,Brown,Right
37399,PSS,77132530000.0,Brown,Right
37399,PSS,80183180000.0,Brown,Right
37399,PSS,77969740000.0,Brown,Right
37399,PSS,81689280000.0,Brown,Right
37399,PSS,77800460000.0,Brown,Right
37399,PSS,80744220000.0,Brown,Right
37399,PSS,73323860000.0,Brown,Right
37399,PSS,76084480000.0,Brown,Right
37399,PSS,73914980000.0,Brown,Right
37399,PSS,77170200000.0,Brown,Right
37400,2-S,62920000000.0,Demokritos,Left
37400,2-S,62900000000.0,Demokritos,Left
37400,2-S,62920000000.0,Demokritos,Left
37400,2-S,62920000000.0,Demokritos,Left
37400,2-S,64406388736.0,Demokritos,Left
37400,2-S,62920000000.0,Demokritos,Left
37400,2-S,66260000000.0,Demokritos,Left
37400,2-S,66260000000.0,Demokritos,Left
37400,2-S,66300000000.0,Demokritos,Left
37400,2-S,66260000000.0,Demokritos,Left
37400,2-S,66260000000.0,Demokritos,Left
37400,2-S,67818897408.0,Demokritos,Left
37400,2-S,63120000000.0,Demokritos,Left
37400,2-S,65560000000.0,Demokritos,Left
37400,2-S,63120000000.0,Demokritos,Left
37400,2-S,63120000000.0,Demokritos,Left
37400,2-S,65560000000.0,Demokritos,Left
37400,2-S,65600000000.0,Demokritos,Left
37400,2-S,67090000000.0,Demokritos,Left
37400,2-S,67090000000.0,Demokritos,Left
37400,2-S,67090000000.0,Demokritos,Left
37400,2-S,67090000000.0,Demokritos,Left
37400,2-S,67100000000.0,Demokritos,Left
37400,2-S,62750000000.0,Demokritos,Left
37400,2-S,64259792896.0,Demokritos,Left
37400,2-S,62750000000.0,Demokritos,Left
37400,2-S,62700000000.0,Demokritos,Left
37400,2-S,62750000000.0,Demokritos,Left
37400,2-S,62750000000.0,Demokritos,Left
37400,2-S,67220000000.0,Demokritos,Left
37400,2-S,67220000000.0,Demokritos,Left
37400,2-S,67220000000.0,Demokritos,Left
37400,2-S,68751007744.0,Demokritos,Left
37400,2-S,67220000000.0,Demokritos,Left
37400,2-S,67200000000.0,Demokritos,Left
37400,2-S,69600000000.0,Demokritos,Left
37400,2-S,69630000000.0,Demokritos,Left
37400,2-S,69630000000.0,Demokritos,Left
37400,2-S,69630000000.0,Demokritos,Left
37400,2-S,69630000000.0,Demokritos,Left
37400,2-S,74290000000.0,Demokritos,Left
37400,2-S,74300000000.0,Demokritos,Left
37400,2-S,74290000000.0,Demokritos,Left
37400,2-S,74290000000.0,Demokritos,Left
37400,2-S,74290000000.0,Demokritos,Left
37400,2-S,61400000000.0,Demokritos,Left
37400,2-S,62951854080.0,Demokritos,Left
37400,2-S,61430000000.0,Demokritos,Left
37400,2-S,61430000000.0,Demokritos,Left
37400,2-S,61430000000.0,Demokritos,Left
37400,2-S,64460000000.0,Demokritos,Left
37400,2-S,66105712640.0,Demokritos,Left
37400,2-S,64500000000.0,Demokritos,Left
37400,2-S,64460000000.0,Demokritos,Left
37400,2-S,64460000000.0,Demokritos,Left
37400,2-S,64560000000.0,Demokritos,Left
37400,2-S,64560000000.0,Demokritos,Left
37400,2-S,66096906240.0,Demokritos,Left
37400,2-S,64600000000.0,Demokritos,Left
37400,2-S,64560000000.0,Demokritos,Left
37400,2-S,66982445056.0,Demokritos,Left
37400,2-S,65430000000.0,Demokritos,Left
37400,2-S,65430000000.0,Demokritos,Left
37400,2-S,65430000000.0,Demokritos,Left
37400,2-S,65400000000.0,Demokritos,Left
37400,2-S,65310000000.0,Demokritos,Left
37400,2-S,65310000000.0,Demokritos,Left
37400,2-S,65310000000.0,Demokritos,Left
37400,2-S,65300000000.0,Demokritos,Left
37400,2-S,68510000000.0,Demokritos,Left
37400,2-S,68510000000.0,Demokritos,Left
37400,2-S,68500000000.0,Demokritos,Left
37400,2-S,68510000000.0,Demokritos,Left
37401,2-S,49750000000.0,Demokritos,Left
37401,2-S,50900000000.0,Demokritos,Left
37401,2-S,50550000000.0,Demokritos,Left
37401,2-S,52290000000.0,Demokritos,Left
37401,2-S,55130000000.0,Demokritos,Left
37401,2-S,54080000000.0,Demokritos,Left
37401,2-S,52540000000.0,Demokritos,Left
37401,2-S,49990000000.0,Demokritos,Left
37401,2-S,54130000000.0,Demokritos,Left
37401,2-S,48750000000.0,Demokritos,Left
37401,2-S,51880000000.0,Demokritos,Left
37401,2-S,52780000000.0,Demokritos,Left
37401,2-S,54340000000.0,Demokritos,Left
37401,2-S,55170000000.0,Demokritos,Left
37402,2-S,73072831478.829,Perugia,Left
37402,2-S,74832801446.812,Perugia,Left
37402,2-S,75745119093.891,Perugia,Left
37402,2-S,73904178637.349,Perugia,Left
37402,2-S,75435354903.48,Perugia,Left
37402,2-S,76410638518.149,Perugia,Left
37402,2-S,75950983705.918,Perugia,Left
37402,2-S,77654441210.25,Perugia,Left
37402,2-S,77383962973.391,Perugia,Left
37402,2-S,78355721744.07,Perugia,Left
37402,2-S,68966220297.61,Perugia,Left
37402,2-S,70452873226.267,Perugia,Left
37402,2-S,72304027055.598,Perugia,Left
37402,2-S,72740501495.899,Perugia,Left
37402,2-S,71451516725.27,Perugia,Left
37402,2-S,73516936441.671,Perugia,Left
37402,2-S,74950437343.922,Perugia,Left
37402,2-S,74509063688.417,Perugia,Left
37403,2-S,78398684475.966,Perugia,Left
37403,2-S,78398684475.966,Perugia,Left
37403,2-S,78398684475.966,Perugia,Left
37403,2-S,78398684475.966,Perugia,Left
37403,2-S,78187108881.76,Perugia,Left
37403,2-S,78187108881.76,Perugia,Left
37403,2-S,78187108881.76,Perugia,Left
37403,2-S,76869730144.722,Perugia,Left
37403,2-S,76869730144.722,Perugia,Left
37403,2-S,78934311423.862,Perugia,Left
37403,2-S,78934311423.862,Perugia,Left
37403,2-S,78763335386.683,Perugia,Left
37403,2-S,78763335386.683,Perugia,Left
37403,2-S,81155847765.859,Perugia,Left
37403,2-S,81155847765.859,Perugia,Left
37403,2-S,79683649269.313,Perugia,Left
37403,2-S,79683649269.313,Perugia,Left
37403,2-S,78427497297.148,Perugia,Left
37403,2-S,78427497297.148,Perugia,Left
37403,2-S,80455968521.111,Perugia,Left
37403,2-S,80455968521.111,Perugia,Left
37403,2-S,80884928257.682,Perugia,Left
37403,2-S,80884928257.682,Perugia,Left
37403,2-S,72410494689.912,Perugia,Left
37403,2-S,72410494689.912,Perugia,Left
37403,2-S,72898320222.131,Perugia,Left
37403,2-S,72898320222.131,Perugia,Left
37403,2-S,73842993794.714,Perugia,Left
37403,2-S,73842993794.714,Perugia,Left
37403,2-S,74152215558.027,Perugia,Left
37403,2-S,74152215558.027,Perugia,Left
37403,2-S,75629103726.105,Perugia,Left
37403,2-S,75629103726.105,Perugia,Left
37403,2-S,76875784112.027,Perugia,Left
37403,2-S,76875784112.027,Perugia,Left
37404,2-S,115805700000.0,HEPHY,Left
37404,2-S,113456700000.0,HEPHY,Left
37404,2-S,116370400000.0,HEPHY,Left
37404,2-S,114199700000.0,HEPHY,Left
37404,2-S,117047000000.0,HEPHY,Left
37404,2-S,114388300000.0,HEPHY,Left
37404,2-S,117929100000.0,HEPHY,Left
37404,2-S,116074100000.0,HEPHY,Left
37404,2-S,117907300000.0,HEPHY,Left
37404,2-S,115438600000.0,HEPHY,Left
37404,2-S,117198000000.0,HEPHY,Left
37404,2-S,116071800000.0,HEPHY,Left
37404,2-S,113319000000.0,HEPHY,Left
37404,2-S,111403900000.0,HEPHY,Left
37404,2-S,115039900000.0,HEPHY,Left
37404,2-S,112044900000.0,HEPHY,Left
37404,2-S,115922600000.0,HEPHY,Left
37404,2-S,115083400000.0,HEPHY,Left
37404,2-S,116589200000.0,HEPHY,Left
37404,2-S,114373900000.0,HEPHY,Left
37405,2-S,114024000000.0,HEPHY,Left
37405,2-S,114311900000.0,HEPHY,Left
37405,2-S,113670500000.0,HEPHY,Left
37405,2-S,114555300000.0,HEPHY,Left
37405,2-S,114623400000.0,HEPHY,Left
37405,2-S,115226300000.0,HEPHY,Left
37405,2-S,115206000000.0,HEPHY,Left
37405,2-S,116868500000.0,HEPHY,Left
37405,2-S,116540400000.0,HEPHY,Left
37405,2-S,116509900000.0,HEPHY,Left
37405,2-S,110585500000.0,HEPHY,Left
37405,2-S,109235600000.0,HEPHY,Left
37405,2-S,108798900000.0,HEPHY,Left
37405,2-S,109155800000.0,HEPHY,Left
37405,2-S,109896200000.0,HEPHY,Left
37405,2-S,109860900000.0,HEPHY,Left
37405,2-S,111952300000.0,HEPHY,Left
37405,2-S,113883600000.0,HEPHY,Left
37405,2-S,114132000000.0,HEPHY,Left
37405,2-S,115830600000.0,HEPHY,Left
37405,2-S,114254400000.0,HEPHY,Left
37405,2-S,115796200000.0,HEPHY,Left
37406,2-S,81433150000.0,Brown,Right
37406,2-S,84388620000.0,Brown,Right
37406,2-S,82511970000.0,Brown,Right
37406,2-S,84783170000.0,Brown,Right
