batch_number,Type,NOX,Location,KIND_OF_HM_SET_ID
39487,2-S,65590000000.0,Demokritos,Left
39487,2-S,65590000000.0,Demokritos,Left
39487,2-S,62000000000.0,Demokritos,Left
39487,2-S,62000000000.0,Demokritos,Left
39487,2-S,63780000000.0,Demokritos,Left
39487,2-S,63780000000.0,Demokritos,Left
39487,2-S,62140000000.0,Demokritos,Left
39487,2-S,62140000000.0,Demokritos,Left
39487,2-S,62680000000.0,Demokritos,Left
39487,2-S,62680000000.0,Demokritos,Left
39487,2-S,63240000000.0,Demokritos,Left
39487,2-S,63240000000.0,Demokritos,Left
39487,2-S,63640000000.0,Demokritos,Left
39487,2-S,63640000000.0,Demokritos,Left
39487,2-S,62370000000.0,Demokritos,Left
39487,2-S,62370000000.0,Demokritos,Left
39487,2-S,61880000000.0,Demokritos,Left
39487,2-S,61880000000.0,Demokritos,Left
39488,2-S,76269020212.476,Perugia,Left
39488,2-S,80076288600.55,Perugia,Left
39488,2-S,78410952094.69,Perugia,Left
39488,2-S,77632429424.46,Perugia,Left
39488,2-S,78691812837.463,Perugia,Left
39488,2-S,80622740616.054,Perugia,Left
39488,2-S,79881272462.964,Perugia,Left
39488,2-S,82783150396.179,Perugia,Left
39488,2-S,73091488641.572,Perugia,Left
39488,2-S,71977128035.602,Perugia,Left
39488,2-S,77448248752.517,Perugia,Left
39488,2-S,77369248117.757,Perugia,Left
39547,PSS,59840000000.0,Demokritos,Left
39547,PSS,65440000000.0,Demokritos,Left
39547,PSS,54980000000.0,Demokritos,Left
39547,PSS,69380000000.0,Demokritos,Left
39547,PSS,65400000000.0,Demokritos,Left
39547,PSS,61110000000.0,Demokritos,Left
39547,PSS,56000000000.0,Demokritos,Left
39547,PSS,58190000000.0,Demokritos,Left
39547,PSS,60780000000.0,Demokritos,Left
39547,PSS,56490000000.0,Demokritos,Left
39547,PSS,48950000000.0,Demokritos,Left
39547,PSS,52960000000.0,Demokritos,Left
39547,PSS,55970000000.0,Demokritos,Left
39547,PSS,60500000000.0,Demokritos,Left
39548,PSS,119462100000.0,HEPHY,Left
39548,PSS,117564800000.0,HEPHY,Left
39548,PSS,120426600000.0,HEPHY,Left
39548,PSS,119725900000.0,HEPHY,Left
39548,PSS,121128300000.0,HEPHY,Left
39548,PSS,120490000000.0,HEPHY,Left
39548,PSS,121566400000.0,HEPHY,Left
39548,PSS,120985300000.0,HEPHY,Left
39548,PSS,121706500000.0,HEPHY,Left
39548,PSS,120420600000.0,HEPHY,Left
39548,PSS,102932900000.0,HEPHY,Left
39548,PSS,102235200000.0,HEPHY,Left
39548,PSS,104494900000.0,HEPHY,Left
39548,PSS,103186400000.0,HEPHY,Left
39548,PSS,116740400000.0,HEPHY,Left
39548,PSS,114578200000.0,HEPHY,Left
39548,PSS,117919200000.0,HEPHY,Left
39548,PSS,116013200000.0,HEPHY,Left
39548,PSS,118324100000.0,HEPHY,Left
39548,PSS,118609600000.0,HEPHY,Left
39562,PSS,107751100000.0,HEPHY,Left
39562,PSS,105486100000.0,HEPHY,Left
39562,PSS,106234600000.0,HEPHY,Left
39562,PSS,104899600000.0,HEPHY,Left
39562,PSS,119329600000.0,HEPHY,Left
39562,PSS,105787100000.0,HEPHY,Left
39562,PSS,109013400000.0,HEPHY,Left
39562,PSS,107036100000.0,HEPHY,Left
39562,PSS,110868900000.0,HEPHY,Left
39562,PSS,108243400000.0,HEPHY,Left
39562,PSS,110809300000.0,HEPHY,Left
39562,PSS,108685100000.0,HEPHY,Left
39562,PSS,100959500000.0,HEPHY,Left
39562,PSS,101408100000.0,HEPHY,Left
39562,PSS,103401000000.0,HEPHY,Left
39562,PSS,102643000000.0,HEPHY,Left
39562,PSS,105532000000.0,HEPHY,Left
39562,PSS,104437200000.0,HEPHY,Left
39562,PSS,107449000000.0,HEPHY,Left
39562,PSS,106268000000.0,HEPHY,Left
39563,PSS,75029100000.0,Brown,Right
39563,PSS,76206780000.0,Brown,Right
39563,PSS,75768250000.0,Brown,Right
39563,PSS,77798630000.0,Brown,Right
39563,PSS,77056850000.0,Brown,Right
39563,PSS,79013180000.0,Brown,Right
39563,PSS,73890980000.0,Brown,Right
39563,PSS,74586690000.0,Brown,Right
39563,PSS,75013890000.0,Brown,Right
39563,PSS,74930460000.0,Brown,Right
39563,PSS,73138820000.0,Brown,Right
39563,PSS,73596940000.0,Brown,Right
39563,PSS,73134090000.0,Brown,Right
39563,PSS,75059880000.0,Brown,Right
39563,PSS,74639050000.0,Brown,Right
39563,PSS,75701380000.0,Brown,Right
39564,2-S,80896550000.0,Brown,Right
39564,2-S,83175440000.0,Brown,Right
39564,2-S,80320490000.0,Brown,Right
39564,2-S,82580890000.0,Brown,Right
39564,2-S,82895880000.0,Brown,Right
39564,2-S,85166850000.0,Brown,Right
39564,2-S,82248100000.0,Brown,Right
39564,2-S,85246900000.0,Brown,Right
39564,2-S,78175170000.0,Brown,Right
39564,2-S,82722000000.0,Brown,Right
39564,2-S,78756900000.0,Brown,Right
39564,2-S,83281540000.0,Brown,Right
39565,2-S,84962520000.0,Brown,Right
39565,2-S,88171290000.0,Brown,Right
39565,2-S,84801270000.0,Brown,Right
39565,2-S,87782470000.0,Brown,Right
39565,2-S,86006340000.0,Brown,Right
39565,2-S,88990840000.0,Brown,Right
39565,2-S,84453290000.0,Brown,Right
39565,2-S,88628400000.0,Brown,Right
39565,2-S,80880910000.0,Brown,Right
39565,2-S,84017080000.0,Brown,Right
39565,2-S,81729740000.0,Brown,Right
39565,2-S,86160470000.0,Brown,Right
39566,2-S,77345260000.0,Brown,Right
39566,2-S,80683350000.0,Brown,Right
39566,2-S,77738150000.0,Brown,Right
39566,2-S,81056260000.0,Brown,Right
39566,2-S,79478420000.0,Brown,Right
39566,2-S,83054900000.0,Brown,Right
39566,2-S,78533620000.0,Brown,Right
39566,2-S,80646840000.0,Brown,Right
39566,2-S,73802060000.0,Brown,Right
39566,2-S,75007170000.0,Brown,Right
39566,2-S,72649590000.0,Brown,Right
39566,2-S,75561200000.0,Brown,Right
39566,2-S,75129360000.0,Brown,Right
39566,2-S,80039410000.0,Brown,Right
39566,2-S,75323950000.0,Brown,Right
39566,2-S,79231170000.0,Brown,Right
39567,2-S,83664900000.0,Brown,Right
39567,2-S,85041690000.0,Brown,Right
39567,2-S,83349110000.0,Brown,Right
39567,2-S,85434620000.0,Brown,Right
39567,2-S,85191090000.0,Brown,Right
39567,2-S,87399150000.0,Brown,Right
39567,2-S,85216380000.0,Brown,Right
39567,2-S,87575490000.0,Brown,Right
39567,2-S,79334300000.0,Brown,Right
39567,2-S,82492820000.0,Brown,Right
39567,2-S,80113490000.0,Brown,Right
39567,2-S,82607090000.0,Brown,Right
39567,2-S,81884260000.0,Brown,Right
39567,2-S,84520040000.0,Brown,Right
39567,2-S,81770460000.0,Brown,Right
39567,2-S,84741570000.0,Brown,Right
39568,2-S,68900817918.771,Perugia,Left
39568,2-S,67698601389.211,Perugia,Left
39568,2-S,73808876478.766,Perugia,Left
39568,2-S,73094344807.858,Perugia,Left
39568,2-S,74195683318.603,Perugia,Left
39568,2-S,72364869727.095,Perugia,Left
39568,2-S,65294596862.689,Perugia,Left
39568,2-S,65398315383.218,Perugia,Left
39568,2-S,66895235426.602,Perugia,Left
39568,2-S,66537102291.086,Perugia,Left
39568,2-S,68815245530.552,Perugia,Left
39568,2-S,68072756742.012,Perugia,Left
39568,2-S,69967928174.932,Perugia,Left
39568,2-S,70151921250.861,Perugia,Left
39569,2-S,77453930000.0,Brown,Right
39569,2-S,81279470000.0,Brown,Right
39569,2-S,78930190000.0,Brown,Right
39569,2-S,81056720000.0,Brown,Right
39569,2-S,73798600000.0,Brown,Right
39569,2-S,77186120000.0,Brown,Right
39569,2-S,74312140000.0,Brown,Right
39569,2-S,77153760000.0,Brown,Right
39569,2-S,78666600000.0,Brown,Right
39569,2-S,82415450000.0,Brown,Right
39570,2-S,86070790000.0,Brown,Right
39570,2-S,86300070000.0,Brown,Right
39570,2-S,84113380000.0,Brown,Right
39570,2-S,82661240000.0,Brown,Right
39571,2-S,78359440000.0,Brown,Right
39571,2-S,80112730000.0,Brown,Right
39571,2-S,80797870000.0,Brown,Right
39571,2-S,82785350000.0,Brown,Right
39571,2-S,74063010000.0,Brown,Right
39571,2-S,76487240000.0,Brown,Right
39571,2-S,75431440000.0,Brown,Right
39571,2-S,78960580000.0,Brown,Right
39572,2-S,82931830000.0,Brown,Right
39572,2-S,81753500000.0,Brown,Right
39572,2-S,80194680000.0,Brown,Right
39572,2-S,78188450000.0,Brown,Right
39572,2-S,78016170000.0,Brown,Right
39572,2-S,75988540000.0,Brown,Right
41352,2-S,86819430000.0,Brown,Right
41352,2-S,85401330000.0,Brown,Right
41352,2-S,87450830000.0,Brown,Right
41352,2-S,86387550000.0,Brown,Right
41352,2-S,82769430000.0,Brown,Right
41352,2-S,83228390000.0,Brown,Right
41352,2-S,85968210000.0,Brown,Right
41352,2-S,84826210000.0,Brown,Right
41353,2-S,69748114628.363,Perugia,Left
41353,2-S,69545917060.588,Perugia,Left
41353,2-S,68999058010.01,Perugia,Left
41353,2-S,68398763954.167,Perugia,Left
41353,2-S,69386702090.508,Perugia,Left
41353,2-S,69593437616.776,Perugia,Left
41353,2-S,71488190191.172,Perugia,Left
41353,2-S,70558438204.573,Perugia,Left
41353,2-S,64375391113.551,Perugia,Left
41353,2-S,65100347415.169,Perugia,Left
41353,2-S,66551453170.467,Perugia,Left
41353,2-S,67251475624.522,Perugia,Left
41353,2-S,66582534305.077,Perugia,Left
41353,2-S,66696137276.124,Perugia,Left
41353,2-S,68457431954.573,Perugia,Left
41353,2-S,68020126650.472,Perugia,Left
41354,2-S,75419410000.0,Brown,Right
41354,2-S,76313580000.0,Brown,Right
41354,2-S,77169680000.0,Brown,Right
41354,2-S,78398280000.0,Brown,Right
41354,2-S,73834470000.0,Brown,Right
41354,2-S,75245540000.0,Brown,Right
41354,2-S,72268480000.0,Brown,Right
41354,2-S,73012520000.0,Brown,Right
41354,2-S,75479860000.0,Brown,Right
41354,2-S,76735040000.0,Brown,Right
41354,2-S,75567890000.0,Brown,Right
41354,2-S,76747890000.0,Brown,Right
41355,2-S,76327970017.647,Perugia,Left
41355,2-S,76677125492.359,Perugia,Left
41355,2-S,77177284253.706,Perugia,Left
41355,2-S,80307681920.044,Perugia,Left
41355,2-S,77599080299.016,Perugia,Left
41355,2-S,80046715863.778,Perugia,Left
41355,2-S,76586989296.85,Perugia,Left
41355,2-S,79644333138.201,Perugia,Left
41355,2-S,73616564119.23,Perugia,Left
41355,2-S,71941809862.844,Perugia,Left
41355,2-S,75974685003.67,Perugia,Left
41355,2-S,72724862820.579,Perugia,Left
41355,2-S,76684744521.544,Perugia,Left
41355,2-S,73828691784.599,Perugia,Left
41355,2-S,76068957430.398,Perugia,Left
41355,2-S,74661293706.915,Perugia,Left
41356,2-S,55870000000.0,Demokritos,Left
41356,2-S,55870000000.0,Demokritos,Left
41356,2-S,55580000000.0,Demokritos,Left
41356,2-S,55580000000.0,Demokritos,Left
41356,2-S,59290000000.0,Demokritos,Left
41356,2-S,59290000000.0,Demokritos,Left
41356,2-S,58250000000.0,Demokritos,Left
41356,2-S,58250000000.0,Demokritos,Left
41356,2-S,50410000000.0,Demokritos,Left
41356,2-S,50410000000.0,Demokritos,Left
41356,2-S,60460000000.0,Demokritos,Left
41356,2-S,60460000000.0,Demokritos,Left
41356,2-S,56170000000.0,Demokritos,Left
41356,2-S,56170000000.0,Demokritos,Left
41356,2-S,73900000000.0,Demokritos,Left
41356,2-S,73900000000.0,Demokritos,Left
41356,2-S,56870000000.0,Demokritos,Left
41356,2-S,56870000000.0,Demokritos,Left
41356,2-S,52590000000.0,Demokritos,Left
41356,2-S,52590000000.0,Demokritos,Left
41356,2-S,56730000000.0,Demokritos,Left
41356,2-S,56730000000.0,Demokritos,Left
41356,2-S,52290000000.0,Demokritos,Left
41356,2-S,52290000000.0,Demokritos,Left
41356,2-S,58150000000.0,Demokritos,Left
41356,2-S,58150000000.0,Demokritos,Left
41356,2-S,53730000000.0,Demokritos,Left
41356,2-S,53730000000.0,Demokritos,Left
41357,2-S,58730000000.0,Demokritos,Left
41357,2-S,58730000000.0,Demokritos,Left
41357,2-S,59860000000.0,Demokritos,Left
41357,2-S,59860000000.0,Demokritos,Left
41357,2-S,60220000000.0,Demokritos,Left
41357,2-S,60220000000.0,Demokritos,Left
41357,2-S,61750000000.0,Demokritos,Left
41357,2-S,61750000000.0,Demokritos,Left
41357,2-S,57630000000.0,Demokritos,Left
41357,2-S,57630000000.0,Demokritos,Left
41357,2-S,62200000000.0,Demokritos,Left
41357,2-S,62200000000.0,Demokritos,Left
41357,2-S,61370000000.0,Demokritos,Left
41357,2-S,61370000000.0,Demokritos,Left
41357,2-S,60850000000.0,Demokritos,Left
41357,2-S,60850000000.0,Demokritos,Left
41357,2-S,59140000000.0,Demokritos,Left
41357,2-S,59140000000.0,Demokritos,Left
41357,2-S,56010000000.0,Demokritos,Left
41357,2-S,56010000000.0,Demokritos,Left
41357,2-S,61300000000.0,Demokritos,Left
41357,2-S,61300000000.0,Demokritos,Left
41357,2-S,56130000000.0,Demokritos,Left
41357,2-S,56130000000.0,Demokritos,Left
41357,2-S,60140000000.0,Demokritos,Left
41357,2-S,60140000000.0,Demokritos,Left
41357,2-S,59730000000.0,Demokritos,Left
41357,2-S,59730000000.0,Demokritos,Left
41727,PSS,73681770000.0,Brown,Right
41727,PSS,75495050000.0,Brown,Right
41727,PSS,74397040000.0,Brown,Right
41727,PSS,77661820000.0,Brown,Right
41727,PSS,75095030000.0,Brown,Right
41727,PSS,78050300000.0,Brown,Right
41727,PSS,75795850000.0,Brown,Right
41727,PSS,78352360000.0,Brown,Right
41727,PSS,78065890000.0,Brown,Right
41727,PSS,79423820000.0,Brown,Right
41727,PSS,69956300000.0,Brown,Right
41727,PSS,72223910000.0,Brown,Right
41727,PSS,70892360000.0,Brown,Right
41727,PSS,73717650000.0,Brown,Right
41727,PSS,71759060000.0,Brown,Right
41727,PSS,75300670000.0,Brown,Right
41728,PSS,52174859392.078,Perugia,Left
41728,PSS,46019100065.787,Perugia,Left
41728,PSS,49671302750.055,Perugia,Left
41728,PSS,48425641184.053,Perugia,Left
41728,PSS,55739392942.285,Perugia,Left
41728,PSS,51105296613.714,Perugia,Left
41728,PSS,55681384421.897,Perugia,Left
41728,PSS,52265412240.468,Perugia,Left
41728,PSS,44680916364.01,Perugia,Left
41728,PSS,45369490258.444,Perugia,Left
41728,PSS,45169717064.654,Perugia,Left
41728,PSS,44243242233.489,Perugia,Left
41728,PSS,47195406138.937,Perugia,Left
41728,PSS,46996062396.765,Perugia,Left
41728,PSS,47974490108.025,Perugia,Left
41728,PSS,49222754532.617,Perugia,Left
41729,PSS,73953280000.0,Brown,Right
41729,PSS,76506700000.0,Brown,Right
41729,PSS,74317510000.0,Brown,Right
41729,PSS,76708140000.0,Brown,Right
41729,PSS,76714390000.0,Brown,Right
41729,PSS,78779530000.0,Brown,Right
41729,PSS,76625590000.0,Brown,Right
41729,PSS,76816120000.0,Brown,Right
41729,PSS,76694430000.0,Brown,Right
41729,PSS,77403630000.0,Brown,Right
41729,PSS,77652160000.0,Brown,Right
41729,PSS,77685980000.0,Brown,Right
41729,PSS,70963820000.0,Brown,Right
41729,PSS,73151620000.0,Brown,Right
41729,PSS,72027210000.0,Brown,Right
41729,PSS,74277490000.0,Brown,Right
41730,2-S,37640000000.0,Demokritos,Left
41730,2-S,37640000000.0,Demokritos,Left
41730,2-S,37640000000.0,Demokritos,Left
41730,2-S,37640000000.0,Demokritos,Left
41730,2-S,47330000000.0,Demokritos,Left
41730,2-S,47330000000.0,Demokritos,Left
41730,2-S,47330000000.0,Demokritos,Left
41730,2-S,47330000000.0,Demokritos,Left
41730,2-S,45770000000.0,Demokritos,Left
41730,2-S,45770000000.0,Demokritos,Left
41730,2-S,45770000000.0,Demokritos,Left
41730,2-S,45770000000.0,Demokritos,Left
41730,2-S,56220000000.0,Demokritos,Left
41730,2-S,56220000000.0,Demokritos,Left
41730,2-S,56220000000.0,Demokritos,Left
41730,2-S,56220000000.0,Demokritos,Left
41730,2-S,43130000000.0,Demokritos,Left
41730,2-S,43130000000.0,Demokritos,Left
41730,2-S,43130000000.0,Demokritos,Left
41730,2-S,48320000000.0,Demokritos,Left
41730,2-S,48320000000.0,Demokritos,Left
41730,2-S,48320000000.0,Demokritos,Left
41730,2-S,40090000000.0,Demokritos,Left
41730,2-S,40090000000.0,Demokritos,Left
41730,2-S,40090000000.0,Demokritos,Left
41730,2-S,48790000000.0,Demokritos,Left
41730,2-S,48790000000.0,Demokritos,Left
41730,2-S,48790000000.0,Demokritos,Left
41730,2-S,36680000000.0,Demokritos,Left
41730,2-S,36680000000.0,Demokritos,Left
41730,2-S,40160000000.0,Demokritos,Left
41730,2-S,40160000000.0,Demokritos,Left
41730,2-S,40430000000.0,Demokritos,Left
41730,2-S,40430000000.0,Demokritos,Left
41730,2-S,40430000000.0,Demokritos,Left
41730,2-S,45280000000.0,Demokritos,Left
41730,2-S,45280000000.0,Demokritos,Left
41730,2-S,45280000000.0,Demokritos,Left
41730,2-S,39990000000.0,Demokritos,Left
41730,2-S,39990000000.0,Demokritos,Left
41730,2-S,39990000000.0,Demokritos,Left
41730,2-S,47900000000.0,Demokritos,Left
41730,2-S,47900000000.0,Demokritos,Left
41730,2-S,47900000000.0,Demokritos,Left
41731,2-S,54250000000.0,Demokritos,Left
41731,2-S,54250000000.0,Demokritos,Left
41731,2-S,54250000000.0,Demokritos,Left
41731,2-S,54250000000.0,Demokritos,Left
41731,2-S,53580000000.0,Demokritos,Left
41731,2-S,53580000000.0,Demokritos,Left
41731,2-S,53580000000.0,Demokritos,Left
41731,2-S,59230000000.0,Demokritos,Left
41731,2-S,59230000000.0,Demokritos,Left
41731,2-S,59230000000.0,Demokritos,Left
41731,2-S,57310000000.0,Demokritos,Left
41731,2-S,57310000000.0,Demokritos,Left
41731,2-S,57310000000.0,Demokritos,Left
41731,2-S,46600000000.0,Demokritos,Left
41731,2-S,46600000000.0,Demokritos,Left
41731,2-S,46600000000.0,Demokritos,Left
41731,2-S,58380000000.0,Demokritos,Left
41731,2-S,58380000000.0,Demokritos,Left
41731,2-S,58380000000.0,Demokritos,Left
41731,2-S,49490000000.0,Demokritos,Left
41731,2-S,49490000000.0,Demokritos,Left
41731,2-S,49490000000.0,Demokritos,Left
41731,2-S,55720000000.0,Demokritos,Left
41731,2-S,55720000000.0,Demokritos,Left
41731,2-S,56160000000.0,Demokritos,Left
41731,2-S,56160000000.0,Demokritos,Left
41731,2-S,56160000000.0,Demokritos,Left
41731,2-S,51530000000.0,Demokritos,Left
41731,2-S,51530000000.0,Demokritos,Left
41731,2-S,51530000000.0,Demokritos,Left
41732,2-S,59600000000.0,Demokritos,Left
41732,2-S,59600000000.0,Demokritos,Left
41732,2-S,61360000000.0,Demokritos,Left
41732,2-S,61360000000.0,Demokritos,Left
41732,2-S,62340000000.0,Demokritos,Left
41732,2-S,62340000000.0,Demokritos,Left
41732,2-S,65390000000.0,Demokritos,Left
41732,2-S,65390000000.0,Demokritos,Left
41732,2-S,64820000000.0,Demokritos,Left
41732,2-S,64820000000.0,Demokritos,Left
41732,2-S,65010000000.0,Demokritos,Left
41732,2-S,65010000000.0,Demokritos,Left
41732,2-S,62740000000.0,Demokritos,Left
41732,2-S,62740000000.0,Demokritos,Left
41732,2-S,63330000000.0,Demokritos,Left
41732,2-S,63330000000.0,Demokritos,Left
41732,2-S,61300000000.0,Demokritos,Left
41732,2-S,61300000000.0,Demokritos,Left
41732,2-S,62630000000.0,Demokritos,Left
41732,2-S,62630000000.0,Demokritos,Left
41732,2-S,62530000000.0,Demokritos,Left
41732,2-S,62530000000.0,Demokritos,Left
41732,2-S,61210000000.0,Demokritos,Left
41732,2-S,61210000000.0,Demokritos,Left
41732,2-S,62400000000.0,Demokritos,Left
41732,2-S,62400000000.0,Demokritos,Left
41732,2-S,62120000000.0,Demokritos,Left
41732,2-S,62120000000.0,Demokritos,Left
41733,2-S,85751380000.0,HEPHY,Left
41733,2-S,89547720000.0,HEPHY,Left
41733,2-S,89227540000.0,HEPHY,Left
41733,2-S,91539930000.0,HEPHY,Left
41733,2-S,89890640000.0,HEPHY,Left
41733,2-S,91323150000.0,HEPHY,Left
41733,2-S,84442650000.0,HEPHY,Left
41733,2-S,87520480000.0,HEPHY,Left
41733,2-S,82225580000.0,HEPHY,Left
41733,2-S,86535700000.0,HEPHY,Left
41733,2-S,115183300000.0,HEPHY,Left
41733,2-S,90225750000.0,HEPHY,Left
41733,2-S,85160280000.0,HEPHY,Left
41733,2-S,89877700000.0,HEPHY,Left
41733,2-S,82571940000.0,HEPHY,Left
41733,2-S,87271240000.0,HEPHY,Left
41734,2-S,116161600000.0,HEPHY,Left
41734,2-S,115294300000.0,HEPHY,Left
41734,2-S,117691800000.0,HEPHY,Left
41734,2-S,116192900000.0,HEPHY,Left
41734,2-S,118398500000.0,HEPHY,Left
41734,2-S,117699600000.0,HEPHY,Left
41734,2-S,118659900000.0,HEPHY,Left
41734,2-S,117915000000.0,HEPHY,Left
41734,2-S,117644400000.0,HEPHY,Left
41734,2-S,118977800000.0,HEPHY,Left
41734,2-S,113032500000.0,HEPHY,Left
41734,2-S,112752800000.0,HEPHY,Left
41734,2-S,115023800000.0,HEPHY,Left
41734,2-S,114948500000.0,HEPHY,Left
41734,2-S,115458800000.0,HEPHY,Left
41734,2-S,115980100000.0,HEPHY,Left
41735,2-S,87246570000.0,HEPHY,Left
41735,2-S,88715180000.0,HEPHY,Left
41735,2-S,85034130000.0,HEPHY,Left
41735,2-S,88737350000.0,HEPHY,Left
41735,2-S,89914740000.0,HEPHY,Left
41735,2-S,89883490000.0,HEPHY,Left
41735,2-S,90953950000.0,HEPHY,Left
41735,2-S,95962410000.0,HEPHY,Left
41735,2-S,84279880000.0,HEPHY,Left
41735,2-S,87053140000.0,HEPHY,Left
41735,2-S,85173380000.0,HEPHY,Left
41735,2-S,86810930000.0,HEPHY,Left
41735,2-S,87539370000.0,HEPHY,Left
41735,2-S,89909610000.0,HEPHY,Left
41735,2-S,85332500000.0,HEPHY,Left
41735,2-S,87871770000.0,HEPHY,Left
41736,2-S,72851954594.345,Perugia,Left
41736,2-S,71736158151.718,Perugia,Left
41736,2-S,74800632382.108,Perugia,Left
41736,2-S,73401663213.033,Perugia,Left
41736,2-S,74380560265.055,Perugia,Left
41736,2-S,73021521705.224,Perugia,Left
41736,2-S,67997600293.216,Perugia,Left
41736,2-S,67660453420.365,Perugia,Left
41736,2-S,69326978963.334,Perugia,Left
41736,2-S,68589840601.718,Perugia,Left
41736,2-S,73117078874.5,Perugia,Left
41736,2-S,73334871162.264,Perugia,Left
41737,2-S,72262406690.573,Perugia,Left
41737,2-S,71931670502.912,Perugia,Left
41737,2-S,72849331824.943,Perugia,Left
41737,2-S,75601938213.313,Perugia,Left
41737,2-S,73712632990.386,Perugia,Left
41737,2-S,73293821563.86,Perugia,Left
41737,2-S,69086039388.298,Perugia,Left
41737,2-S,68693428816.707,Perugia,Left
41737,2-S,68292125547.5,Perugia,Left
41737,2-S,67395999352.111,Perugia,Left
41737,2-S,70319213491.398,Perugia,Left
41737,2-S,68397109394.91,Perugia,Left
41737,2-S,70234336927.558,Perugia,Left
41737,2-S,70606330558.048,Perugia,Left
41737,2-S,70583573107.079,Perugia,Left
41737,2-S,70484095360.788,Perugia,Left
41738,2-S,79589510962.988,Perugia,Left
41738,2-S,81701490430.094,Perugia,Left
41738,2-S,74304025015.002,Perugia,Left
41738,2-S,75171506457.022,Perugia,Left
41738,2-S,74246974648.074,Perugia,Left
41738,2-S,75441224564.481,Perugia,Left
41738,2-S,77055764131.444,Perugia,Left
41738,2-S,76735801373.816,Perugia,Left
41738,2-S,76036514884.608,Perugia,Left
41738,2-S,75942558123.78,Perugia,Left
41738,2-S,80007463471.274,Perugia,Left
41738,2-S,80235546693.218,Perugia,Left
41739,2-S,46197823839.724,Perugia,Left
41739,2-S,50598161528.304,Perugia,Left
41739,2-S,49901090409.568,Perugia,Left
41739,2-S,53296399972.812,Perugia,Left
41739,2-S,45278577473.729,Perugia,Left
41739,2-S,48480049819.794,Perugia,Left
41739,2-S,45412805053.115,Perugia,Left
41739,2-S,48314460989.024,Perugia,Left
41739,2-S,48119779921.754,Perugia,Left
41739,2-S,51273808789.131,Perugia,Left
41739,2-S,47166460341.435,Perugia,Left
41739,2-S,51811125522.818,Perugia,Left
41740,2-S,51280000000.0,Demokritos,Left
41740,2-S,51280000000.0,Demokritos,Left
41740,2-S,54020000000.0,Demokritos,Left
41740,2-S,54020000000.0,Demokritos,Left
41740,2-S,53690000000.0,Demokritos,Left
41740,2-S,53690000000.0,Demokritos,Left
41740,2-S,54150000000.0,Demokritos,Left
41740,2-S,54150000000.0,Demokritos,Left
41740,2-S,58560000000.0,Demokritos,Left
41740,2-S,58560000000.0,Demokritos,Left
41740,2-S,55990000000.0,Demokritos,Left
41740,2-S,55990000000.0,Demokritos,Left
41740,2-S,49160000000.0,Demokritos,Left
41740,2-S,49160000000.0,Demokritos,Left
41740,2-S,62250000000.0,Demokritos,Left
41740,2-S,62250000000.0,Demokritos,Left
41740,2-S,53530000000.0,Demokritos,Left
41740,2-S,53530000000.0,Demokritos,Left
41740,2-S,51150000000.0,Demokritos,Left
41740,2-S,51150000000.0,Demokritos,Left
41741,2-S,59050000000.0,Demokritos,Left
41741,2-S,59050000000.0,Demokritos,Left
41741,2-S,62480000000.0,Demokritos,Left
41741,2-S,62480000000.0,Demokritos,Left
41741,2-S,64400000000.0,Demokritos,Left
41741,2-S,64400000000.0,Demokritos,Left
41741,2-S,64130000000.0,Demokritos,Left
41741,2-S,64130000000.0,Demokritos,Left
41741,2-S,61100000000.0,Demokritos,Left
41741,2-S,61100000000.0,Demokritos,Left
41741,2-S,64620000000.0,Demokritos,Left
41741,2-S,64620000000.0,Demokritos,Left
41741,2-S,61880000000.0,Demokritos,Left
41741,2-S,61880000000.0,Demokritos,Left
41741,2-S,61400000000.0,Demokritos,Left
41741,2-S,61400000000.0,Demokritos,Left
41741,2-S,58420000000.0,Demokritos,Left
41741,2-S,58420000000.0,Demokritos,Left
41741,2-S,58450000000.0,Demokritos,Left
41741,2-S,58450000000.0,Demokritos,Left
41741,2-S,58820000000.0,Demokritos,Left
41741,2-S,58820000000.0,Demokritos,Left
41741,2-S,59440000000.0,Demokritos,Left
41741,2-S,59440000000.0,Demokritos,Left
41741,2-S,60120000000.0,Demokritos,Left
41741,2-S,60120000000.0,Demokritos,Left
41741,2-S,60360000000.0,Demokritos,Left
41741,2-S,60360000000.0,Demokritos,Left
41742,2-S,72087054670.935,Perugia,Left
41742,2-S,77167212844.86,Perugia,Left
41742,2-S,82187275040.266,Perugia,Left
41742,2-S,71707774467.061,Perugia,Left
41742,2-S,78506028422.347,Perugia,Left
41742,2-S,70707457398.251,Perugia,Left
41742,2-S,76929755043.741,Perugia,Left
41742,2-S,69840168822.534,Perugia,Left
41742,2-S,74297909901.098,Perugia,Left
41742,2-S,85684284494.751,Perugia,Left
41742,2-S,68870477546.658,Perugia,Left
41742,2-S,79400136877.458,Perugia,Left
41742,2-S,68029429242.382,Perugia,Left
41742,2-S,78085290410.903,Perugia,Left
41743,2-S,67421653841.298,Perugia,Left
41743,2-S,67675444776.716,Perugia,Left
41743,2-S,64858193359.346,Perugia,Left
41743,2-S,67398802320.367,Perugia,Left
41743,2-S,67347296559.548,Perugia,Left
41743,2-S,68483940346.786,Perugia,Left
41743,2-S,69077295702.048,Perugia,Left
41743,2-S,64163900211.569,Perugia,Left
41743,2-S,64746411289.866,Perugia,Left
