ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,CHANNEL_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_SERIAL_NUMBER,PART_NAME_LABEL,VD_V,CMIN_PFRD,RHO_KOHMCM,NA,D_UM,VFB_V,CACC_PFRD,NOX,TOX_NM,CAC_PFRD,DOX_NM,VDPLNR_V,CMINPLNR_PFRD,RHOPLNR_KOHMCM,NAPLNR,DPLNR_UM
9430010,9140,Tracker Halfmoon CV Parameters,825247,,7420,2S Halfmoon W,28315,34332_009_2-S_HM_WW,,34332_009_2-S_HM_WW,,,,,,-2.996,,74106446579.418,,85.302,,,,,,
9460671,9140,Tracker Halfmoon CV Parameters,826249,,7420,2S Halfmoon W,28315,34332_009_2-S_HM_WW,,34332_009_2-S_HM_WW,,,,,,-2.994,,75059768710.481,,86.474,,,,,,
9430006,9140,Tracker Halfmoon CV Parameters,825175,,7400,2S Halfmoon E,28320,34332_011_2-S_HM_EE,,34332_011_2-S_HM_EE,,,,,,-2.99,,73777128913.358,,85.144,,,,,,
9408731,9140,Tracker Halfmoon CV Parameters,824611,,7420,2S Halfmoon W,28323,34332_011_2-S_HM_WW,,34332_011_2-S_HM_WW,,,,,,-3.008,,74307427235.696,,85.092,,,,,,
9460662,9140,Tracker Halfmoon CV Parameters,825973,,7420,2S Halfmoon W,28323,34332_011_2-S_HM_WW,,34332_011_2-S_HM_WW,,,,,,-3.015,,75328262002.885,,86.003,,,,,,
9460660,9140,Tracker Halfmoon CV Parameters,825961,,7400,2S Halfmoon E,28344,34332_017_2-S_HM_EE,,34332_017_2-S_HM_EE,,,,,,-3.012,,74326108709.285,,84.968,,,,,,
9430001,9140,Tracker Halfmoon CV Parameters,825022,,7400,2S Halfmoon E,28344,34332_017_2-S_HM_EE,,34332_017_2-S_HM_EE,,,,,,-3.012,,75830950360.184,,86.688,,,,,,
9430000,9140,Tracker Halfmoon CV Parameters,825016,,7420,2S Halfmoon W,28347,34332_017_2-S_HM_WW,,34332_017_2-S_HM_WW,,,,,,-3.022,,74949787249.143,,85.315,,,,,,
9430017,9140,Tracker Halfmoon CV Parameters,825466,,7420,2S Halfmoon W,28347,34332_017_2-S_HM_WW,,34332_017_2-S_HM_WW,,,,,,-3.03,,76183054863.291,,86.424,,,,,,
9460675,9140,Tracker Halfmoon CV Parameters,826375,,7400,2S Halfmoon E,28364,34332_024_2-S_HM_EE,,34332_024_2-S_HM_EE,,,,,,-3.036,,75668419703.422,,85.621,,,,,,
9460677,9140,Tracker Halfmoon CV Parameters,826381,,7400,2S Halfmoon E,28364,34332_024_2-S_HM_EE,,34332_024_2-S_HM_EE,,,,,,-3.049,,77283575312.723,,86.969,,,,,,
9446128,9140,Tracker Halfmoon CV Parameters,825706,,7420,2S Halfmoon W,28367,34332_024_2-S_HM_WW,,34332_024_2-S_HM_WW,,,,,,-3.049,,76042588466.388,,85.572,,,,,,
9446132,9140,Tracker Halfmoon CV Parameters,825814,,7420,2S Halfmoon W,28367,34332_024_2-S_HM_WW,,34332_024_2-S_HM_WW,,,,,,-3.06,,77272109760.642,,86.554,,,,,,
9430013,9140,Tracker Halfmoon CV Parameters,825364,,7400,2S Halfmoon E,28388,34332_031_2-S_HM_EE,,34332_031_2-S_HM_EE,,,,,,-2.974,,74413330093.888,,86.477,,,,,,
9408723,9140,Tracker Halfmoon CV Parameters,824374,,7420,2S Halfmoon W,28391,34332_031_2-S_HM_WW,,34332_031_2-S_HM_WW,,,,,,-2.983,,73975876857.852,,85.632,,,,,,
9430019,9140,Tracker Halfmoon CV Parameters,825517,,7420,2S Halfmoon W,28391,34332_031_2-S_HM_WW,,34332_031_2-S_HM_WW,,,,,,-2.977,,74708715530.531,,86.707,,,,,,
9430008,9140,Tracker Halfmoon CV Parameters,825214,,7400,2S Halfmoon E,28412,34332_038_2-S_HM_EE,,34332_038_2-S_HM_EE,,,,,,-2.974,,74918452904.364,,87.064,,,,,,
9430009,9140,Tracker Halfmoon CV Parameters,825232,,7400,2S Halfmoon E,28412,34332_038_2-S_HM_EE,,34332_038_2-S_HM_EE,,,,,,-2.961,,73818788169.736,,86.275,,,,,,
9446127,9140,Tracker Halfmoon CV Parameters,825694,,7420,2S Halfmoon W,28415,34332_038_2-S_HM_WW,,34332_038_2-S_HM_WW,,,,,,-2.974,,75051796170.597,,87.219,,,,,,
9408724,9140,Tracker Halfmoon CV Parameters,824392,,7420,2S Halfmoon W,28415,34332_038_2-S_HM_WW,,34332_038_2-S_HM_WW,,,,,,-2.98,,74256690134.267,,86.07,,,,,,
9460668,9140,Tracker Halfmoon CV Parameters,826195,,7400,2S Halfmoon E,28432,34332_044_2-S_HM_EE,,34332_044_2-S_HM_EE,,,,,,-2.98,,75259716817.832,,87.232,,,,,,
9460666,9140,Tracker Halfmoon CV Parameters,826138,,7400,2S Halfmoon E,28432,34332_044_2-S_HM_EE,,34332_044_2-S_HM_EE,,,,,,-2.966,,74083260445.806,,86.394,,,,,,
9430003,9140,Tracker Halfmoon CV Parameters,825070,,7420,2S Halfmoon W,28435,34332_044_2-S_HM_WW,,34332_044_2-S_HM_WW,,,,,,-2.993,,74384791995.403,,85.733,,,,,,
9460665,9140,Tracker Halfmoon CV Parameters,826099,,7420,2S Halfmoon W,28435,34332_044_2-S_HM_WW,,34332_044_2-S_HM_WW,,,,,,-2.979,,75002509910.206,,86.972,,,,,,
9408720,9140,Tracker Halfmoon CV Parameters,818675,,7400,2S Halfmoon E,28448,34332_049_2-S_HM_EE,,34332_049_2-S_HM_EE,,,,,,-2.981,,74616644542.708,,86.449,,,,,,
9408730,9140,Tracker Halfmoon CV Parameters,824578,,7400,2S Halfmoon E,28448,34332_049_2-S_HM_EE,,34332_049_2-S_HM_EE,,,,,,-2.995,,75992158692.176,,87.51,,,,,,
9408726,9140,Tracker Halfmoon CV Parameters,824515,,7420,2S Halfmoon W,28451,34332_049_2-S_HM_WW,,34332_049_2-S_HM_WW,,,,,,-3.01,,75158805046.663,,85.994,,,,,,
9460674,9140,Tracker Halfmoon CV Parameters,826291,,7420,2S Halfmoon W,28451,34332_049_2-S_HM_WW,,34332_049_2-S_HM_WW,,,,,,-3.001,,75828108230.495,,87.096,,,,,,
20872937,9140,Tracker Halfmoon CV Parameters,1910711,,7480,PS-s Halfmoon E,45950,34343_001_PSS_HM_EE,,34343_001_PSS_HM_EE,,,,,,-2.836,85.742,81546220000.0,,,,,,,,
20781217,9140,Tracker Halfmoon CV Parameters,1907393,,7500,PS-s Halfmoon W,45955,34343_001_PSS_HM_WW,,34343_001_PSS_HM_WW,,,,,,-2.967,87.021,87046960000.0,,,,,,,,
20781216,9140,Tracker Halfmoon CV Parameters,1907381,,7480,PS-s Halfmoon E,45956,34343_002_PSS_HM_EE,,34343_002_PSS_HM_EE,,,,,,-2.882,85.903,83177440000.0,,,,,,,,
20816955,9140,Tracker Halfmoon CV Parameters,1908509,,7500,PS-s Halfmoon W,45971,34343_002_PSS_HM_WW,,34343_002_PSS_HM_WW,,,,,,-2.906,87.011,85050070000.0,,,,,,,,
20798061,9140,Tracker Halfmoon CV Parameters,1907498,,7480,PS-s Halfmoon E,45972,34343_004_PSS_HM_EE,,34343_004_PSS_HM_EE,,,,,,-2.896,85.912,83666390000.0,,,,,,,,
20781206,9140,Tracker Halfmoon CV Parameters,1907165,,7500,PS-s Halfmoon W,45977,34343_004_PSS_HM_WW,,34343_004_PSS_HM_WW,,,,,,-2.95,86.872,86344680000.0,,,,,,,,
20859040,9140,Tracker Halfmoon CV Parameters,1909895,,7480,PS-s Halfmoon E,45978,34343_005_PSS_HM_EE,,34343_005_PSS_HM_EE,,,,,,-2.881,85.796,83040240000.0,,,,,,,,
20816954,9140,Tracker Halfmoon CV Parameters,1908452,,7500,PS-s Halfmoon W,45993,34343_005_PSS_HM_WW,,34343_005_PSS_HM_WW,,,,,,-2.95,86.736,86213580000.0,,,,,,,,
20872936,9140,Tracker Halfmoon CV Parameters,1910702,,7480,PS-s Halfmoon E,46054,34343_011_PSS_HM_EE,,34343_011_PSS_HM_EE,,,,,,-2.858,85.821,82323720000.0,,,,,,,,
20872939,9140,Tracker Halfmoon CV Parameters,1910780,,7500,PS-s Halfmoon W,46059,34343_011_PSS_HM_WW,,34343_011_PSS_HM_WW,,,,,,-2.953,86.709,86266640000.0,,,,,,,,
20882405,9140,Tracker Halfmoon CV Parameters,1910885,,7480,PS-s Halfmoon E,46070,34343_012_PSS_HM_EE,,34343_012_PSS_HM_EE,,,,,,-2.92,87.055,85558480000.0,,,,,,,,
20816957,9140,Tracker Halfmoon CV Parameters,1908569,,7500,PS-s Halfmoon W,46075,34343_012_PSS_HM_WW,,34343_012_PSS_HM_WW,,,,,,-2.981,86.895,87390230000.0,,,,,,,,
20859042,9140,Tracker Halfmoon CV Parameters,1909940,,7480,PS-s Halfmoon E,46098,34343_015_PSS_HM_EE,,34343_015_PSS_HM_EE,,,,,,-2.885,85.724,83115100000.0,,,,,,,,
20872926,9140,Tracker Halfmoon CV Parameters,1910498,,7500,PS-s Halfmoon W,46113,34343_015_PSS_HM_WW,,34343_015_PSS_HM_WW,,,,,,-2.948,86.933,86333650000.0,,,,,,,,
20859054,9140,Tracker Halfmoon CV Parameters,1910213,,7480,PS-s Halfmoon E,46114,34343_016_PSS_HM_EE,,34343_016_PSS_HM_EE,,,,,,-2.97,85.794,85912370000.0,,,,,,,,
20830126,9140,Tracker Halfmoon CV Parameters,1908767,,7500,PS-s Halfmoon W,46119,34343_016_PSS_HM_WW,,34343_016_PSS_HM_WW,,,,,,-3.019,87.013,88739680000.0,,,,,,,,
20839791,9140,Tracker Halfmoon CV Parameters,1909562,,7480,PS-s Halfmoon E,46174,34343_021_PSS_HM_EE,,34343_021_PSS_HM_EE,,,,,,-2.896,86.181,83908610000.0,,,,,,,,
20839799,9140,Tracker Halfmoon CV Parameters,1909865,,7500,PS-s Halfmoon W,46179,34343_021_PSS_HM_WW,,34343_021_PSS_HM_WW,,,,,,-2.872,72.063,69509340000.0,,,,,,,,
20882408,9140,Tracker Halfmoon CV Parameters,1910915,,7480,PS-s Halfmoon E,46190,34343_022_PSS_HM_EE,,34343_022_PSS_HM_EE,,,,,,-2.953,86.234,85810470000.0,,,,,,,,
20859044,9140,Tracker Halfmoon CV Parameters,1909988,,7500,PS-s Halfmoon W,46195,34343_022_PSS_HM_WW,,34343_022_PSS_HM_WW,,,,,,-2.95,87.435,86908110000.0,,,,,,,,
20859048,9140,Tracker Halfmoon CV Parameters,1910027,,7480,PS-s Halfmoon E,46218,34343_025_PSS_HM_EE,,34343_025_PSS_HM_EE,,,,,,-2.669,86.52,76861490000.0,,,,,,,,
20830132,9140,Tracker Halfmoon CV Parameters,1908935,,7500,PS-s Halfmoon W,46233,34343_025_PSS_HM_WW,,34343_025_PSS_HM_WW,,,,,,-2.761,87.622,80865820000.0,,,,,,,,
20798070,9140,Tracker Halfmoon CV Parameters,1907699,,7480,PS-s Halfmoon E,46234,34343_026_PSS_HM_EE,,34343_026_PSS_HM_EE,,,,,,-2.683,86.669,77469950000.0,,,,,,,,
20798066,9140,Tracker Halfmoon CV Parameters,1907591,,7480,PS-s Halfmoon E,46272,34343_031_PSS_HM_EE,,34343_031_PSS_HM_EE,,,,,,-2.76,86.251,79592020000.0,,,,,,,,
20781210,9140,Tracker Halfmoon CV Parameters,1907234,,7500,PS-s Halfmoon W,46277,34343_031_PSS_HM_WW,,34343_031_PSS_HM_WW,,,,,,-2.817,87.681,82784760000.0,,,,,,,,
20882409,9140,Tracker Halfmoon CV Parameters,1910939,,7480,PS-s Halfmoon E,46278,34343_032_PSS_HM_EE,,34343_032_PSS_HM_EE,,,,,,-2.813,87.827,82775730000.0,,,,,,,,
20781212,9140,Tracker Halfmoon CV Parameters,1907303,,7500,PS-s Halfmoon W,46293,34343_032_PSS_HM_WW,,34343_032_PSS_HM_WW,,,,,,-2.828,87.688,83135760000.0,,,,,,,,
20882410,9140,Tracker Halfmoon CV Parameters,1910987,,7500,PS-s Halfmoon W,46293,34343_032_PSS_HM_WW,,34343_032_PSS_HM_WW,,,,,,-2.652,86.884,76660700000.0,,,,,,,,
20839797,9140,Tracker Halfmoon CV Parameters,1909814,,7480,PS-s Halfmoon E,46376,34343_041_PSS_HM_EE,,34343_041_PSS_HM_EE,,,,,,-2.776,87.148,80925310000.0,,,,,,,,
20882406,9140,Tracker Halfmoon CV Parameters,1910894,,7500,PS-s Halfmoon W,46391,34343_041_PSS_HM_WW,,34343_041_PSS_HM_WW,,,,,,-2.771,89.13,82596720000.0,,,,,,,,
20781219,9140,Tracker Halfmoon CV Parameters,1907453,,7500,PS-s Halfmoon W,46391,34343_041_PSS_HM_WW,,34343_041_PSS_HM_WW,,,,,,-2.64,86.917,76273800000.0,,,,,,,,
20781218,9140,Tracker Halfmoon CV Parameters,1907444,,7480,PS-s Halfmoon E,46392,34343_042_PSS_HM_EE,,34343_042_PSS_HM_EE,,,,,,-2.817,86.822,81977850000.0,,,,,,,,
20830131,9140,Tracker Halfmoon CV Parameters,1908911,,7500,PS-s Halfmoon W,46397,34343_042_PSS_HM_WW,,34343_042_PSS_HM_WW,,,,,,-2.877,87.056,84137110000.0,,,,,,,,
9373553,9140,Tracker Halfmoon CV Parameters,823284,,7400,2S Halfmoon E,28800,34346_001_2-S_HM_EE,,34346_001_2-S_HM_EE,,,,,,-3.05,,76952068770.176,,86.559,,,,,,
9336278,9140,Tracker Halfmoon CV Parameters,822207,,7400,2S Halfmoon E,28800,34346_001_2-S_HM_EE,,34346_001_2-S_HM_EE,,,,,,-3.058,,78746232118.811,,88.28,,,,,,
9373559,9140,Tracker Halfmoon CV Parameters,823461,,7420,2S Halfmoon W,28803,34346_001_2-S_HM_WW,,34346_001_2-S_HM_WW,,,,,,-3.13,,80596010365.326,,87.698,,,,,,
9336271,9140,Tracker Halfmoon CV Parameters,822021,,7420,2S Halfmoon W,28803,34346_001_2-S_HM_WW,,34346_001_2-S_HM_WW,,,,,,-3.067,,77333232773.978,,86.369,,,,,,
9336273,9140,Tracker Halfmoon CV Parameters,822099,,7400,2S Halfmoon E,28808,34346_004_2-S_HM_EE,,34346_004_2-S_HM_EE,,,,,,-3.118,,79394083427.805,,86.815,,,,,,
9357733,9140,Tracker Halfmoon CV Parameters,822600,,7400,2S Halfmoon E,28808,34346_004_2-S_HM_EE,,34346_004_2-S_HM_EE,,,,,,-3.168,,81709785159.033,,87.552,,,,,,
9357721,9140,Tracker Halfmoon CV Parameters,822249,,7420,2S Halfmoon W,28811,34346_004_2-S_HM_WW,,34346_004_2-S_HM_WW,,,,,,-3.209,,83377255749.135,,87.89,,,,,,
9373544,9140,Tracker Halfmoon CV Parameters,822957,,7420,2S Halfmoon W,28811,34346_004_2-S_HM_WW,,34346_004_2-S_HM_WW,,,,,,-3.138,,79875017759.559,,86.631,,,,,,
9373547,9140,Tracker Halfmoon CV Parameters,823095,,7400,2S Halfmoon E,28824,34346_008_2-S_HM_EE,,34346_008_2-S_HM_EE,,,,,,-3.122,,79626352132.846,,86.927,,,,,,
9391949,9140,Tracker Halfmoon CV Parameters,823719,,7400,2S Halfmoon E,28824,34346_008_2-S_HM_EE,,34346_008_2-S_HM_EE,,,,,,-3.147,,81341400475.834,,87.899,,,,,,
9391940,9140,Tracker Halfmoon CV Parameters,823482,,7420,2S Halfmoon W,28827,34346_008_2-S_HM_WW,,34346_008_2-S_HM_WW,,,,,,-3.116,,79289185795.563,,86.772,,,,,,
9336279,9140,Tracker Halfmoon CV Parameters,822243,,7420,2S Halfmoon W,28827,34346_008_2-S_HM_WW,,34346_008_2-S_HM_WW,,,,,,-3.227,,83638207615.008,,87.542,,,,,,
9357727,9140,Tracker Halfmoon CV Parameters,822435,,7400,2S Halfmoon E,28836,34346_012_2-S_HM_EE,,34346_012_2-S_HM_EE,,,,,,-3.209,,83644737648.788,,88.172,,,,,,
9391948,9140,Tracker Halfmoon CV Parameters,823650,,7400,2S Halfmoon E,28836,34346_012_2-S_HM_EE,,34346_012_2-S_HM_EE,,,,,,-3.188,,81622566977.865,,86.761,,,,,,
9391944,9140,Tracker Halfmoon CV Parameters,823524,,7420,2S Halfmoon W,28839,34346_012_2-S_HM_WW,,34346_012_2-S_HM_WW,,,,,,-3.179,,81248624916.079,,86.675,,,,,,
9391956,9140,Tracker Halfmoon CV Parameters,823941,,7400,2S Halfmoon E,28848,34346_016_2-S_HM_EE,,34346_016_2-S_HM_EE,,,,,,-3.164,,80740513649.447,,86.653,,,,,,
9357728,9140,Tracker Halfmoon CV Parameters,822504,,7400,2S Halfmoon E,28848,34346_016_2-S_HM_EE,,34346_016_2-S_HM_EE,,,,,,-3.148,,81863391885.676,,88.427,,,,,,
9336267,9140,Tracker Halfmoon CV Parameters,821781,,7420,2S Halfmoon W,28851,34346_016_2-S_HM_WW,,34346_016_2-S_HM_WW,,,,,,-3.262,,85113533598.296,,87.879,,,,,,
9336262,9140,Tracker Halfmoon CV Parameters,821622,,7420,2S Halfmoon W,28851,34346_016_2-S_HM_WW,,34346_016_2-S_HM_WW,,,,,,-3.138,,80089175149.956,,86.863,,,,,,
9336263,9140,Tracker Halfmoon CV Parameters,821655,,7400,2S Halfmoon E,28868,34346_022_2-S_HM_EE,,34346_022_2-S_HM_EE,,,,,,-3.249,,83872656152.647,,87.036,,,,,,
9373552,9140,Tracker Halfmoon CV Parameters,823281,,7400,2S Halfmoon E,28868,34346_022_2-S_HM_EE,,34346_022_2-S_HM_EE,,,,,,-3.247,,85012783821.917,,88.288,,,,,,
9336266,9140,Tracker Halfmoon CV Parameters,821751,,7420,2S Halfmoon W,28871,34346_022_2-S_HM_WW,,34346_022_2-S_HM_WW,,,,,,-3.36,,88547988021.403,,88.082,,,,,,
9357738,9140,Tracker Halfmoon CV Parameters,822780,,7420,2S Halfmoon W,28871,34346_022_2-S_HM_WW,,34346_022_2-S_HM_WW,,,,,,-3.23,,83072172719.021,,86.848,,,,,,
9391954,9140,Tracker Halfmoon CV Parameters,823818,,7400,2S Halfmoon E,28876,34346_026_2-S_HM_EE,,34346_026_2-S_HM_EE,,,,,,-3.121,,80760493151.963,,88.201,,,,,,
9336268,9140,Tracker Halfmoon CV Parameters,821871,,7400,2S Halfmoon E,28876,34346_026_2-S_HM_EE,,34346_026_2-S_HM_EE,,,,,,-3.099,,79547877251.567,,87.667,,,,,,
9373551,9140,Tracker Halfmoon CV Parameters,823278,,7420,2S Halfmoon W,28879,34346_026_2-S_HM_WW,,34346_026_2-S_HM_WW,,,,,,-3.079,,78331201762.324,,87.046,,,,,,
9336264,9140,Tracker Halfmoon CV Parameters,821697,,7420,2S Halfmoon W,28879,34346_026_2-S_HM_WW,,34346_026_2-S_HM_WW,,,,,,-3.138,,81229325603.377,,88.099,,,,,,
9357737,9140,Tracker Halfmoon CV Parameters,822744,,7400,2S Halfmoon E,28896,34346_037_2-S_HM_EE,,34346_037_2-S_HM_EE,,,,,,-3.096,,79457841990.523,,87.676,,,,,,
9391955,9140,Tracker Halfmoon CV Parameters,823821,,7400,2S Halfmoon E,28896,34346_037_2-S_HM_EE,,34346_037_2-S_HM_EE,,,,,,-3.127,,81443678189.505,,88.729,,,,,,
9373555,9140,Tracker Halfmoon CV Parameters,823338,,7420,2S Halfmoon W,28899,34346_037_2-S_HM_WW,,34346_037_2-S_HM_WW,,,,,,-3.186,,83157596173.763,,88.463,,,,,,
9357723,9140,Tracker Halfmoon CV Parameters,822369,,7420,2S Halfmoon W,28899,34346_037_2-S_HM_WW,,34346_037_2-S_HM_WW,,,,,,-3.099,,79220681531.206,,87.306,,,,,,
9391958,9140,Tracker Halfmoon CV Parameters,823983,,7400,2S Halfmoon E,28916,34346_042_2-S_HM_EE,,34346_042_2-S_HM_EE,,,,,,-3.094,,79682699514.556,,87.997,,,,,,
9336275,9140,Tracker Halfmoon CV Parameters,822120,,7400,2S Halfmoon E,28916,34346_042_2-S_HM_EE,,34346_042_2-S_HM_EE,,,,,,-3.107,,80752179851.353,,88.701,,,,,,
9391946,9140,Tracker Halfmoon CV Parameters,823602,,7420,2S Halfmoon W,28919,34346_042_2-S_HM_WW,,34346_042_2-S_HM_WW,,,,,,-3.097,,79308341467.583,,87.475,,,,,,
9357725,9140,Tracker Halfmoon CV Parameters,822393,,7420,2S Halfmoon W,28919,34346_042_2-S_HM_WW,,34346_042_2-S_HM_WW,,,,,,-3.168,,82514993959.612,,88.415,,,,,,
9391943,9140,Tracker Halfmoon CV Parameters,823515,,7400,2S Halfmoon E,28940,34346_049_2-S_HM_EE,,34346_049_2-S_HM_EE,,,,,,-3.018,,76878698514.064,,87.66,,,,,,
9336277,9140,Tracker Halfmoon CV Parameters,822162,,7400,2S Halfmoon E,28940,34346_049_2-S_HM_EE,,34346_049_2-S_HM_EE,,,,,,-3.035,,78554937581.403,,88.925,,,,,,
9357734,9140,Tracker Halfmoon CV Parameters,822603,,7400,2S Halfmoon E,28940,34346_049_2-S_HM_EE,,34346_049_2-S_HM_EE,,,,,,-3.064,,79172633631.073,,88.534,,,,,,
9373541,9140,Tracker Halfmoon CV Parameters,822855,,7420,2S Halfmoon W,28943,34346_049_2-S_HM_WW,,34346_049_2-S_HM_WW,,,,,,-3.031,,77133415801.158,,87.465,,,,,,
9284231,9140,Tracker Halfmoon CV Parameters,819977,,7400,2S Halfmoon E,28960,34348_001_2-S_HM_EE,,34348_001_2-S_HM_EE,,,,,,-2.586,,62806077329.124,,87.846,,,,,,
9324962,9140,Tracker Halfmoon CV Parameters,821171,,7420,2S Halfmoon W,28963,34348_001_2-S_HM_WW,,34348_001_2-S_HM_WW,,,,,,-2.486,,58272823699.058,,86.018,,,,,,
9295678,9140,Tracker Halfmoon CV Parameters,820511,,7400,2S Halfmoon E,28964,34348_002_2-S_HM_EE,,34348_002_2-S_HM_EE,,,,,,-2.296,,53203945521.796,,87.77,,,,,,
9295668,9140,Tracker Halfmoon CV Parameters,820274,,7400,2S Halfmoon E,28964,34348_002_2-S_HM_EE,,34348_002_2-S_HM_EE,,,,,,-2.57,,62219062637.36,,87.761,,,,,,
9295671,9140,Tracker Halfmoon CV Parameters,820325,,7420,2S Halfmoon W,28967,34348_002_2-S_HM_WW,,34348_002_2-S_HM_WW,,,,,,-2.518,,59373302488.829,,86.117,,,,,,
9309439,9140,Tracker Halfmoon CV Parameters,821129,,7400,2S Halfmoon E,28968,34348_004_2-S_HM_EE,,34348_004_2-S_HM_EE,,,,,,-2.589,,62605237151.355,,87.427,,,,,,
9295676,9140,Tracker Halfmoon CV Parameters,820481,,7420,2S Halfmoon W,28971,34348_004_2-S_HM_WW,,34348_004_2-S_HM_WW,,,,,,-2.64,,63274048626.645,,86.062,,,,,,
9309435,9140,Tracker Halfmoon CV Parameters,821009,,7400,2S Halfmoon E,28972,34348_005_2-S_HM_EE,,34348_005_2-S_HM_EE,,,,,,-2.555,,61496277300.751,,87.436,,,,,,
9284222,9140,Tracker Halfmoon CV Parameters,819797,,7420,2S Halfmoon W,28975,34348_005_2-S_HM_WW,,34348_005_2-S_HM_WW,,,,,,-2.53,,59895755193.335,,86.311,,,,,,
9324966,9140,Tracker Halfmoon CV Parameters,821240,,7400,2S Halfmoon E,29380,34348_007_2-S_HM_EE,,34348_007_2-S_HM_EE,,,,,,-2.818,,70412866353.51,,87.798,,,,,,
9284226,9140,Tracker Halfmoon CV Parameters,819875,,7420,2S Halfmoon W,29383,34348_007_2-S_HM_WW,,34348_007_2-S_HM_WW,,,,,,-2.497,,58630996596.181,,86.023,,,,,,
9324963,9140,Tracker Halfmoon CV Parameters,821195,,7400,2S Halfmoon E,29384,34348_009_2-S_HM_EE,,34348_009_2-S_HM_EE,,,,,,-2.592,,62673591938.327,,87.385,,,,,,
9309421,9140,Tracker Halfmoon CV Parameters,820613,,7420,2S Halfmoon W,29387,34348_009_2-S_HM_WW,,34348_009_2-S_HM_WW,,,,,,-2.739,,66686114226.396,,86.342,,,,,,
9309438,9140,Tracker Halfmoon CV Parameters,821084,,7400,2S Halfmoon E,29388,34348_012_2-S_HM_EE,,34348_012_2-S_HM_EE,,,,,,-2.57,,61815084781.125,,87.192,,,,,,
9309428,9140,Tracker Halfmoon CV Parameters,820880,,7420,2S Halfmoon W,29391,34348_012_2-S_HM_WW,,34348_012_2-S_HM_WW,,,,,,-2.688,,65062937718.093,,86.38,,,,,,
9324973,9140,Tracker Halfmoon CV Parameters,821345,,7400,2S Halfmoon E,29392,34348_013_2-S_HM_EE,,34348_013_2-S_HM_EE,,,,,,-2.526,,60461791338.436,,87.315,,,,,,
9284233,9140,Tracker Halfmoon CV Parameters,820079,,7420,2S Halfmoon W,29395,34348_013_2-S_HM_WW,,34348_013_2-S_HM_WW,,,,,,-2.609,,62742350388.137,,86.71,,,,,,
9309429,9140,Tracker Halfmoon CV Parameters,820898,,7420,2S Halfmoon W,29395,34348_013_2-S_HM_WW,,34348_013_2-S_HM_WW,,,,,,-2.609,,62739817836.322,,86.707,,,,,,
