batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,ISURF_PAMPR,S0_CMSEC,VFB_ACC_V,VFB_INV_V,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34252,PSS,EE,2046205,26248,34252_009_PSS_HM_EE,6.705,1.53,-1.878,-1.655,34252_009_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.003,Test_HPK_VPX34252_009_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_04_2020_06_25_33_PM.txt,Brown
34252,PSS,WW,2048818,26253,34252_009_PSS_HM_WW,6.897,1.57,-1.882,-1.664,34252_009_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.034,Test_HPK_VPX34252_009_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_09_04_2020_07_48_27_PM.txt,Brown
34252,PSS,WW,2049568,26253,34252_009_PSS_HM_WW,6.941,1.578,-1.977,-1.759,34252_009_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.05,Test_HPK_VPX34252_009_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_03_2020_05_56_52_PM.txt,Brown
34252,PSS,EE,2046262,26254,34252_010_PSS_HM_EE,7.081,1.605,-1.872,-1.635,34252_010_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.082,Test_HPK_VPX34252_010_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_04_2020_09_11_53_PM.txt,Brown
34252,PSS,EE,2049898,26254,34252_010_PSS_HM_EE,6.799,1.54,-1.984,-1.763,34252_010_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.089,Test_HPK_VPX34252_010_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_03_2020_07_19_24_PM.txt,Brown
34252,PSS,WW,2050252,26259,34252_010_PSS_HM_WW,7.088,1.614,-1.975,-1.768,34252_010_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.032,Test_HPK_VPX34252_010_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_03_2020_08_41_46_PM.txt,Brown
34252,PSS,EE,2047705,26260,34252_011_PSS_HM_EE,7.465,1.687,-1.866,-1.612,34252_011_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.116,Test_HPK_VPX34252_011_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_02_2020_04_44_52_PM.txt,Brown
34252,PSS,EE,2049679,26260,34252_011_PSS_HM_EE,6.805,1.547,-1.968,-1.724,34252_011_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.051,Test_HPK_VPX34252_011_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_01_2020_08_43_07_PM.txt,Brown
34252,PSS,WW,2046499,26265,34252_011_PSS_HM_WW,7.167,1.628,-1.947,-1.709,34252_011_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.054,Test_HPK_VPX34252_011_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_02_2020_11_55_10_AM.txt,Brown
34252,PSS,WW,2046628,26265,34252_011_PSS_HM_WW,7.015,1.584,-1.863,-1.633,34252_011_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.127,Test_HPK_VPX34252_011_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_09_02_2020_06_11_49_PM.txt,Brown
34252,PSS,EE,2045662,26266,34252_012_PSS_HM_EE,6.548,1.482,-1.952,-1.707,34252_012_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.099,Test_HPK_VPX34252_012_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_02_2020_01_00_51_PM.txt,Brown
34252,PSS,EE,2050612,26266,34252_012_PSS_HM_EE,7.278,1.644,-1.842,-1.593,34252_012_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.123,Test_HPK_VPX34252_012_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_02_2020_07_36_22_PM.txt,Brown
34252,PSS,WW,2047672,26271,34252_012_PSS_HM_WW,6.804,1.546,-1.932,-1.698,34252_012_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.056,Test_HPK_VPX34252_012_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_02_2020_02_58_38_PM.txt,Brown
34252,PSS,WW,2048974,26271,34252_012_PSS_HM_WW,7.022,1.589,-1.854,-1.593,34252_012_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.01,20.0,20.103,Test_HPK_VPX34252_012_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_09_02_2020_08_59_18_PM.txt,Brown
34252,PSS,EE,2048575,26284,34252_015_PSS_HM_EE,6.943,1.576,-1.857,-1.57,34252_015_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.067,Test_HPK_VPX34252_015_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_08_26_2020_04_12_02_PM.txt,Brown
34252,PSS,EE,2049718,26284,34252_015_PSS_HM_EE,6.855,1.564,-2.008,-1.708,34252_015_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.008,Test_HPK_VPX34252_015_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_08_25_2020_06_33_40_PM.txt,Brown
34252,PSS,WW,2045653,26289,34252_015_PSS_HM_WW,7.107,1.619,-1.953,-1.676,34252_015_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.025,Test_HPK_VPX34252_015_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_08_25_2020_08_02_23_PM.txt,Brown
34252,PSS,WW,2048908,26289,34252_015_PSS_HM_WW,7.217,1.638,-1.897,-1.621,34252_015_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.069,Test_HPK_VPX34252_015_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_08_26_2020_05_44_18_PM.txt,Brown
34252,PSS,EE,2048641,26290,34252_016_PSS_HM_EE,7.113,1.615,-2.036,-1.77,34252_016_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.063,Test_HPK_VPX34252_016_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_08_26_2020_12_39_25_PM.txt,Brown
34252,PSS,EE,2049256,26290,34252_016_PSS_HM_EE,7.14,1.621,-1.88,-1.578,34252_016_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.064,Test_HPK_VPX34252_016_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_08_27_2020_01_26_50_PM.txt,Brown
34252,PSS,WW,2048959,26295,34252_016_PSS_HM_WW,7.055,1.602,-1.933,-1.66,34252_016_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.01,20.0,20.062,Test_HPK_VPX34252_016_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_08_27_2020_03_26_21_PM.txt,Brown
34252,PSS,WW,2050132,26295,34252_016_PSS_HM_WW,7.412,1.689,-1.976,-1.72,34252_016_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.022,Test_HPK_VPX34252_016_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_08_26_2020_02_33_19_PM.txt,Brown
34252,PSS,EE,2047798,26308,34252_019_PSS_HM_EE,6.646,1.516,-1.996,-1.684,34252_019_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.005,Test_HPK_VPX34252_019_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_08_19_2020_05_34_21_PM.txt,Brown
34252,PSS,EE,2048623,26308,34252_019_PSS_HM_EE,7.046,1.602,-1.855,-1.561,34252_019_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.045,Test_HPK_VPX34252_019_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_08_20_2020_04_54_41_PM.txt,Brown
34252,PSS,WW,2046967,26313,34252_019_PSS_HM_WW,6.531,1.489,-1.945,-1.675,34252_019_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.014,Test_HPK_VPX34252_019_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_08_19_2020_06_57_59_PM.txt,Brown
34252,PSS,WW,2048854,26313,34252_019_PSS_HM_WW,6.991,1.588,-1.916,-1.654,34252_019_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.059,Test_HPK_VPX34252_019_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_08_20_2020_06_21_53_PM.txt,Brown
34252,PSS,EE,2048074,26314,34252_020_PSS_HM_EE,7.181,1.632,-1.991,-1.695,34252_020_PSS_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.05,Test_HPK_VPX34252_020_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_08_20_2020_01_09_40_PM.txt,Brown
34252,PSS,EE,2048707,26314,34252_020_PSS_HM_EE,7.262,1.653,-1.825,-1.557,34252_020_PSS_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.033,Test_HPK_VPX34252_020_PSS_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_08_21_2020_07_11_55_PM.txt,Brown
34252,PSS,WW,2047726,26319,34252_020_PSS_HM_WW,7.059,1.607,-1.898,-1.607,34252_020_PSS_HM_WW,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.01,20.0,20.032,Test_HPK_VPX34252_020_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_08_21_2020_08_35_46_PM.txt,Brown
34252,PSS,WW,2050036,26319,34252_020_PSS_HM_WW,6.901,1.574,-1.94,-1.661,34252_020_PSS_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.009,Test_HPK_VPX34252_020_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_08_20_2020_02_57_06_PM.txt,Brown
34331,2S,EE,2001487,29800,34331_001_2-S_HM_EE,6.8,1.074,-2.449,-2.185,34331_001_2-S_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.114,Test_HPK_VPX34331_001_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_14_2020_06_26_12_PM.txt,Brown
34331,2S,EE,2001844,29800,34331_001_2-S_HM_EE,6.241,0.987,-2.438,-2.196,34331_001_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.095,Test_HPK_VPX34331_001_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_11_2020_10_43_36_PM.txt,Brown
34331,2S,EE,2000182,29804,34331_002_2-S_HM_EE,6.533,1.04,-2.441,-2.186,34331_002_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.015,Test_HPK_VPX34331_002_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_15_2020_05_53_53_PM.txt,Brown
34331,2S,WW,1999738,29807,34331_002_2-S_HM_WW,6.791,1.077,-2.378,-2.166,34331_002_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.062,Test_HPK_VPX34331_002_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_15_2020_07_16_15_PM.txt,Brown
34331,2S,EE,2002210,29808,34331_004_2-S_HM_EE,6.377,1.007,-2.44,-2.196,34331_004_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.117,Test_HPK_VPX34331_004_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_16_2020_10_44_59_AM.txt,Brown
34331,2S,WW,2000092,29811,34331_004_2-S_HM_WW,6.594,1.046,-2.442,-2.186,34331_004_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.055,Test_HPK_VPX34331_004_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_16_2020_12_04_47_PM.txt,Brown
34331,2S,EE,2000638,29812,34331_006_2-S_HM_EE,6.434,1.022,-2.467,-2.231,34331_006_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.044,Test_HPK_VPX34331_006_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_17_2020_04_30_46_PM.txt,Brown
34331,2S,WW,1998988,29815,34331_006_2-S_HM_WW,6.582,1.042,-2.447,-2.208,34331_006_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.08,Test_HPK_VPX34331_006_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_17_2020_05_43_02_PM.txt,Brown
34331,2S,EE,2001001,29816,34331_007_2-S_HM_EE,6.451,1.017,-2.458,-2.196,34331_007_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.133,Test_HPK_VPX34331_007_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_17_2020_06_55_16_PM.txt,Brown
34331,2S,WW,1998940,29819,34331_007_2-S_HM_WW,6.723,1.066,-2.455,-2.196,34331_007_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.063,Test_HPK_VPX34331_007_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_17_2020_08_06_58_PM.txt,Brown
34331,2S,EE,1999687,29820,34331_008_2-S_HM_EE,6.408,1.021,-2.458,-2.211,34331_008_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.01,Test_HPK_VPX34331_008_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_18_2020_05_32_27_PM.txt,Brown
34331,2S,WW,1999063,29823,34331_008_2-S_HM_WW,6.651,1.056,-2.443,-2.179,34331_008_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.051,Test_HPK_VPX34331_008_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_18_2020_06_44_00_PM.txt,Brown
34331,2S,EE,1999480,29824,34331_009_2-S_HM_EE,6.564,1.038,-2.457,-2.193,34331_009_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.099,Test_HPK_VPX34331_009_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_18_2020_07_56_13_PM.txt,Brown
34331,2S,WW,2000254,29827,34331_009_2-S_HM_WW,6.797,1.08,-2.444,-2.197,34331_009_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.034,Test_HPK_VPX34331_009_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_18_2020_09_08_39_PM.txt,Brown
34331,2S,EE,1998808,29828,34331_011_2-S_HM_EE,6.481,1.033,-2.455,-2.183,34331_011_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.004,Test_HPK_VPX34331_011_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_23_2020_04_23_05_PM.txt,Brown
34331,2S,WW,2001709,29831,34331_011_2-S_HM_WW,6.92,1.101,-2.463,-2.208,34331_011_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.027,Test_HPK_VPX34331_011_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_23_2020_05_35_28_PM.txt,Brown
34331,2S,EE,2000905,29832,34331_012_2-S_HM_EE,6.536,1.035,-2.481,-2.221,34331_012_2-S_HM_EE,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.078,Test_HPK_VPX34331_012_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_09_23_2020_06_47_51_PM.txt,Brown
34331,2S,WW,1999135,29835,34331_012_2-S_HM_WW,6.779,1.079,-2.447,-2.188,34331_012_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.019,Test_HPK_VPX34331_012_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_23_2020_07_59_29_PM.txt,Brown
34331,2S,EE,2000296,29836,34331_013_2-S_HM_EE,6.472,1.023,-2.462,-2.186,34331_013_2-S_HM_EE,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.095,Test_HPK_VPX34331_013_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_09_25_2020_11_33_14_AM.txt,Brown
34331,2S,WW,2001961,29839,34331_013_2-S_HM_WW,6.706,1.069,-2.468,-2.251,34331_013_2-S_HM_WW,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.002,Test_HPK_VPX34331_013_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_09_24_2020_02_23_42_PM.txt,Brown
