batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,ISURF_PAMPR
34254,PSS,EE,Brown,Right,20.0,20.064,6.29
34254,PSS,WW,Brown,Right,20.0,20.009,6.622
34254,PSS,EE,Brown,Right,20.0,20.006,6.229
34254,PSS,WW,Brown,Left,20.0,20.047,6.038
34254,PSS,EE,Brown,Right,20.0,20.072,6.385
34254,PSS,WW,Brown,Right,20.0,20.016,6.352
34254,PSS,EE,Brown,Right,20.0,20.009,6.31
34254,PSS,WW,Brown,Right,20.0,20.034,6.65
34254,PSS,EE,Brown,Right,20.0,20.083,6.575
34254,PSS,WW,Brown,Right,20.0,20.018,6.601
34254,PSS,EE,Brown,Right,20.0,20.002,6.056
34254,PSS,WW,Brown,Right,20.0,20.002,6.639
34254,PSS,EE,Brown,Right,20.0,20.009,6.213
34254,PSS,WW,Brown,Right,20.0,20.004,6.524
34254,PSS,EE,Brown,Right,20.0,20.004,6.27
34254,PSS,WW,Brown,Right,20.0,20.004,6.686
34254,PSS,WW,Brown,Right,20.0,20.003,6.629
34254,PSS,EE,Brown,Right,20.0,20.002,6.595
34254,PSS,WW,Brown,Right,20.0,20.004,6.843
34254,PSS,EE,Brown,Right,20.0,20.023,6.643
34254,PSS,WW,Brown,Right,20.0,19.973,6.915
34254,PSS,EE,Brown,Right,20.0,20.002,6.518
34254,PSS,WW,Brown,Right,20.0,20.002,6.954
34254,PSS,EE,Brown,Right,20.0,20.014,6.811
34254,PSS,WW,Brown,Right,20.0,20.003,6.655
34254,PSS,EE,Brown,Right,20.0,20.002,6.742
34254,PSS,WW,Brown,Left,20.0,20.012,6.283
34254,PSS,EE,Brown,Right,20.0,20.019,6.622
34254,PSS,WW,Brown,Right,20.0,20.002,6.963
34254,PSS,EE,Brown,Right,20.0,20.003,6.693
34254,PSS,WW,Brown,Right,20.0,20.002,6.55
34254,PSS,EE,Brown,Right,20.0,20.01,5.42
34254,PSS,WW,Brown,Right,20.0,20.002,5.443
34254,PSS,EE,Brown,Right,20.0,20.003,5.504
34254,PSS,WW,Brown,Right,20.0,20.004,5.754
34254,PSS,EE,Brown,Right,20.0,20.027,5.485
34254,PSS,WW,Brown,Right,20.0,20.002,5.857
34254,PSS,EE,Brown,Right,20.0,20.003,5.917
34254,PSS,WW,Brown,Right,20.0,20.003,6.095
34254,PSS,EE,Brown,Right,20.0,20.014,5.887
34254,PSS,WW,Brown,Right,20.0,20.003,6.175
34254,PSS,EE,Brown,Right,20.0,20.006,6.049
34254,PSS,WW,Brown,Right,20.0,20.033,6.186
34254,PSS,EE,Brown,Right,20.0,20.086,6.111
34254,PSS,WW,Brown,Right,20.0,20.024,6.286
34254,PSS,EE,Brown,Right,20.0,20.002,6.172
34254,PSS,WW,Brown,Right,20.0,20.003,6.424
34254,PSS,EE,Brown,Right,20.0,20.013,6.221
34254,PSS,WW,Brown,Right,20.0,20.001,6.519
34254,PSS,EE,Brown,Right,20.0,20.003,6.263
34254,PSS,WW,Brown,Left,20.0,20.083,5.886
34254,PSS,EE,Brown,Right,20.0,20.016,6.291
34254,PSS,WW,Brown,Right,20.0,20.002,6.411
34340,PSS,WW,Brown,Right,20.0,20.021,6.388
34340,PSS,EE,Brown,Right,20.0,20.068,6.332
34340,PSS,WW,Brown,Right,20.0,20.008,6.148
34340,PSS,EE,Brown,Right,20.0,20.003,6.054
34340,PSS,WW,Brown,Right,20.0,20.02,6.51
34340,PSS,EE,Brown,Right,20.0,20.081,6.398
34340,PSS,WW,Brown,Right,20.0,20.017,6.33
34354,2S,EE,Perugia,Left,20.0,20.0,6.477
34354,2S,EE,Perugia,Left,20.0,20.0,6.399
34354,2S,WW,Perugia,Left,20.0,20.0,4.237
34354,2S,EE,Perugia,Left,20.0,20.0,6.563
34354,2S,WW,Perugia,Left,20.0,20.0,6.39
34352,2S,EE,Perugia,Left,20.0,20.0,1.496
34352,2S,EE,Perugia,Left,20.0,20.0,1.496
34352,2S,EE,Perugia,Left,20.0,20.0,6.425
34352,2S,WW,Perugia,Left,20.0,20.0,6.222
34352,2S,EE,Perugia,Left,20.0,20.0,6.447
34352,2S,WW,Perugia,Left,20.0,20.0,6.292
34352,2S,EE,Perugia,Left,20.0,20.0,6.794
34352,2S,WW,Perugia,Left,20.0,20.0,6.544
34352,2S,EE,Perugia,Left,20.0,20.0,6.835
34352,2S,WW,Perugia,Left,20.0,20.0,6.515
34353,2S,EE,Brown,Right,20.0,20.007,6.39
34353,2S,WW,Brown,Right,20.0,20.041,6.707
34353,2S,EE,Brown,Right,20.0,20.088,6.388
34353,2S,WW,Brown,Right,20.0,20.034,6.657
34353,2S,EE,Brown,Right,20.0,20.012,6.714
34353,2S,WW,Brown,Right,20.0,20.047,6.952
34353,2S,EE,Brown,Right,20.0,20.101,6.775
34353,2S,WW,Brown,Right,20.0,20.051,6.83
34353,2S,EE,Brown,Right,20.0,20.025,6.679
34353,2S,WW,Brown,Right,20.0,20.055,6.931
34353,2S,EE,Brown,Right,20.0,20.098,6.738
34353,2S,WW,Brown,Right,20.0,20.035,6.894
34353,2S,EE,Brown,Right,20.0,20.065,5.661
34353,2S,WW,Brown,Right,20.0,20.038,6.019
34353,2S,EE,Brown,Right,20.0,20.091,5.949
34353,2S,WW,Brown,Right,20.0,20.043,5.757
34353,2S,EE,Brown,Right,20.0,20.015,6.003
34353,2S,WW,Brown,Right,20.0,20.042,6.313
34353,2S,EE,Brown,Right,20.0,20.084,6.145
34353,2S,WW,Brown,Right,20.0,20.027,6.369
34353,2S,EE,Brown,Right,20.0,20.004,6.1
34353,2S,WW,Brown,Right,20.0,20.003,5.925
34353,2S,EE,Brown,Right,20.0,20.009,5.893
34353,2S,WW,Brown,Right,20.0,20.002,5.935
34353,2S,EE,Brown,Left,20.0,20.01,6.092
34353,2S,WW,Brown,Right,20.0,20.003,6.168
34353,2S,EE,Brown,Right,20.0,20.015,5.886
34353,2S,WW,Brown,Left,20.0,20.074,6.041
34353,2S,EE,Brown,Right,20.0,20.002,6.619
34353,2S,WW,Brown,Right,20.0,20.001,6.754
34353,2S,EE,Brown,Right,20.0,20.009,6.566
34353,2S,WW,Brown,Left,20.0,20.007,6.221
34357,2S,EE,Perugia,Left,20.0,20.0,6.0
34357,2S,WW,Perugia,Left,20.0,20.0,5.759
34357,2S,EE,Perugia,Left,20.0,20.0,6.045
34357,2S,WW,Perugia,Left,20.0,20.0,5.777
34357,2S,EE,Perugia,Left,20.0,20.0,6.341
34357,2S,WW,Perugia,Left,20.0,20.0,6.101
34357,2S,EE,Perugia,Left,20.0,20.0,6.402
34357,2S,WW,Perugia,Left,20.0,20.0,6.1
34357,2S,EE,Perugia,Left,20.0,20.0,6.352
34357,2S,WW,Perugia,Left,20.0,20.0,6.153
34357,2S,EE,Perugia,Left,20.0,20.0,6.423
34357,2S,WW,Perugia,Left,20.0,20.0,6.175
34357,2S,EE,Perugia,Left,20.0,20.0,6.483
34357,2S,WW,Perugia,Left,20.0,20.0,6.254
34357,2S,EE,Perugia,Left,20.0,20.0,6.609
34357,2S,WW,Perugia,Left,20.0,20.0,6.409
34357,2S,EE,Perugia,Left,20.0,20.0,6.26
34357,2S,WW,Perugia,Left,20.0,20.0,6.126
34357,2S,EE,Perugia,Left,20.0,20.0,6.314
34357,2S,WW,Perugia,Left,20.0,20.0,6.157
34357,2S,EE,Perugia,Left,20.0,20.0,5.51
34357,2S,EE,Perugia,Left,20.0,20.0,5.544
34357,2S,EE,Perugia,Left,20.0,20.0,5.544
34357,2S,EE,Perugia,Left,20.0,20.0,5.88
34354,2S,EE,Perugia,Left,20.0,20.0,6.642
34354,2S,WW,Perugia,Left,20.0,20.0,6.486
34354,2S,EE,Perugia,Left,20.0,20.0,6.608
34354,2S,WW,Perugia,Left,20.0,20.0,6.331
34354,2S,EE,Perugia,Left,20.0,20.0,6.693
34354,2S,WW,Perugia,Left,20.0,20.0,6.57
34354,2S,EE,Perugia,Left,20.0,20.0,6.783
34354,2S,WW,Perugia,Left,20.0,20.0,6.683
34354,2S,EE,Perugia,Left,20.0,20.0,6.617
34354,2S,WW,Perugia,Left,20.0,20.0,6.538
34354,2S,EE,Perugia,Left,20.0,20.0,6.6
34354,2S,WW,Perugia,Left,20.0,20.0,6.547
34354,2S,EE,Perugia,Left,20.0,20.0,6.524
34354,2S,WW,Perugia,Left,20.0,20.0,6.119
34354,2S,EE,Perugia,Left,20.0,20.0,6.561
34354,2S,WW,Perugia,Left,20.0,20.0,6.776
34354,2S,EE,Perugia,Left,20.0,20.0,6.833
34354,2S,WW,Perugia,Left,20.0,20.0,6.823
34354,2S,EE,Perugia,Left,20.0,20.0,5.826
34354,2S,WW,Perugia,Left,20.0,20.0,5.381
34354,2S,EE,Perugia,Left,20.0,20.0,6.101
34354,2S,WW,Perugia,Left,20.0,20.0,5.958
34354,2S,EE,Perugia,Left,20.0,20.0,6.079
34354,2S,WW,Perugia,Left,20.0,20.0,5.996
34354,2S,EE,Perugia,Left,20.0,20.0,6.241
34354,2S,WW,Perugia,Left,20.0,20.0,6.13
34354,2S,EE,Perugia,Left,20.0,20.0,6.105
34354,2S,WW,Perugia,Left,20.0,20.0,6.031
34354,2S,EE,Perugia,Left,20.0,20.0,5.916
34354,2S,WW,Perugia,Left,20.0,20.0,5.798
34354,2S,EE,Perugia,Left,20.0,20.0,6.336
34354,2S,WW,Perugia,Left,20.0,20.0,6.268
34354,2S,EE,Perugia,Left,20.0,20.0,6.41
34354,2S,WW,Perugia,Left,20.0,20.0,6.258
34354,2S,EE,Perugia,Left,20.0,20.0,6.075
34354,2S,WW,Perugia,Left,20.0,20.0,6.236
34354,2S,EE,Perugia,Left,20.0,20.0,6.083
34354,2S,WW,Perugia,Left,20.0,20.0,5.991
34354,2S,EE,Perugia,Left,20.0,20.0,6.191
34354,2S,WW,Perugia,Left,20.0,20.0,6.071
34357,2S,EE,Perugia,Left,20.0,20.0,5.892
34357,2S,WW,Perugia,Left,20.0,20.0,5.7
34357,2S,EE,Perugia,Left,20.0,20.0,5.857
34357,2S,WW,Perugia,Left,20.0,20.0,5.679
34357,2S,EE,Perugia,Left,20.0,20.0,5.934
34357,2S,WW,Perugia,Left,20.0,20.0,5.765
34359,2S,EE,Brown,Left,20.0,20.009,5.357
34359,2S,WW,Brown,Right,20.0,20.004,5.89
34359,2S,EE,Brown,Left,20.0,20.057,5.386
34359,2S,WW,Brown,Right,20.0,20.002,5.986
34359,2S,EE,Brown,Left,20.0,20.02,5.52
34359,2S,WW,Brown,Right,20.0,20.001,5.833
34359,2S,EE,Brown,Right,20.0,20.006,5.595
34359,2S,WW,Brown,Right,20.0,20.001,6.041
34359,2S,EE,Brown,Right,20.0,20.003,5.614
34359,2S,WW,Brown,Left,20.0,20.018,5.355
34359,2S,EE,Brown,Right,20.0,20.006,5.815
34359,2S,WW,Brown,Right,20.0,20.002,6.272
34359,2S,EE,Brown,Right,20.0,20.002,5.833
34359,2S,WW,Brown,Right,20.0,20.003,6.263
34359,2S,EE,Brown,Right,20.0,20.006,5.758
34359,2S,WW,Brown,Right,20.0,20.002,6.299
34359,2S,EE,Brown,Right,20.0,20.002,5.77
34359,2S,WW,Brown,Right,20.0,20.004,6.021
34359,2S,EE,Brown,Right,20.0,20.009,5.806
34359,2S,WW,Brown,Right,20.0,20.003,6.196
34359,2S,EE,Brown,Left,20.0,20.004,4.922
34359,2S,WW,Brown,Right,20.0,20.003,5.478
34359,2S,EE,Brown,Left,20.0,20.011,5.044
34359,2S,WW,Brown,Left,20.0,20.014,4.886
34359,2S,EE,Brown,Left,20.0,20.003,5.087
34359,2S,WW,Brown,Right,20.0,20.005,5.544
34359,2S,EE,Brown,Left,20.0,20.009,5.375
34359,2S,WW,Brown,Left,20.0,20.006,5.225
34341,PSS,EE,Brown,Right,20.0,20.065,6.799
34341,PSS,WW,Brown,Right,20.0,20.018,6.742
34341,PSS,EE,Brown,Right,20.0,20.002,6.591
34341,PSS,WW,Brown,Right,20.0,20.006,6.606
34341,PSS,EE,Brown,Right,20.0,20.023,6.681
34341,PSS,WW,Brown,Right,20.0,20.054,6.771
34341,PSS,EE,Brown,Right,20.0,20.102,6.787
34341,PSS,WW,Brown,Right,20.0,20.042,6.837
34341,PSS,EE,Brown,Right,20.0,20.013,6.765
34341,PSS,WW,Brown,Right,20.0,20.049,6.902
34341,PSS,EE,Brown,Right,20.0,20.099,6.93
34341,PSS,WW,Brown,Right,20.0,20.044,6.929
34341,PSS,EE,Brown,Right,20.0,20.016,6.824
34341,PSS,WW,Brown,Right,20.0,20.047,6.798
34341,PSS,EE,Brown,Right,20.0,20.093,6.954
34341,PSS,WW,Brown,Right,20.0,20.034,7.075
34341,PSS,EE,Brown,Right,20.0,20.006,7.023
34341,PSS,WW,Brown,Right,20.0,20.028,7.131
34341,PSS,EE,Brown,Right,20.0,20.077,7.06
34341,PSS,WW,Brown,Right,20.0,20.022,7.068
34341,PSS,EE,Brown,Right,20.0,20.021,7.178
34341,PSS,WW,Brown,Left,20.0,20.108,6.654
34341,PSS,EE,Brown,Right,20.0,20.106,7.233
34341,PSS,WW,Brown,Right,20.0,20.058,6.726
34341,PSS,EE,Brown,Right,20.0,20.005,7.236
34341,PSS,WW,Brown,Right,20.0,20.029,7.225
34341,PSS,EE,Brown,Right,20.0,20.083,5.825
34341,PSS,WW,Brown,Right,20.0,20.034,5.883
34341,PSS,EE,Brown,Right,20.0,20.006,6.064
34341,PSS,WW,Brown,Right,20.0,20.016,6.22
34341,PSS,EE,Brown,Right,20.0,20.066,6.091
34341,PSS,WW,Brown,Right,20.0,20.011,6.201
34341,PSS,EE,Brown,Right,20.0,20.016,6.158
34341,PSS,WW,Brown,Right,20.0,20.048,6.089
34341,PSS,EE,Brown,Right,20.0,20.089,6.226
34341,PSS,WW,Brown,Right,20.0,20.029,6.264
34341,PSS,EE,Brown,Right,20.0,20.041,6.278
34341,PSS,WW,Brown,Right,20.0,20.057,6.457
34341,PSS,EE,Brown,Right,20.0,20.103,6.343
34341,PSS,WW,Brown,Right,20.0,20.045,6.488
34343,PSS,EE,Brown,Right,20.0,20.006,6.243
34343,PSS,WW,Brown,Right,20.0,20.015,6.69
34343,PSS,EE,Brown,Right,20.0,20.068,6.325
34343,PSS,WW,Brown,Right,20.0,20.015,6.827
34343,PSS,EE,Brown,Right,20.0,20.059,6.385
34343,PSS,WW,Brown,Right,20.0,20.012,6.917
34343,PSS,EE,Brown,Right,20.0,20.004,6.517
34343,PSS,WW,Brown,Right,20.0,20.012,6.931
34343,PSS,EE,Brown,Right,20.0,20.002,6.646
34343,PSS,WW,Brown,Right,20.0,20.004,7.095
34343,PSS,EE,Brown,Right,20.0,20.054,6.688
34343,PSS,WW,Brown,Right,20.0,20.035,7.254
34343,PSS,EE,Brown,Right,20.0,20.004,6.685
34343,PSS,WW,Brown,Right,20.0,20.013,7.201
34343,PSS,EE,Brown,Right,20.0,20.057,6.706
34343,PSS,WW,Brown,Right,20.0,20.008,6.928
34343,PSS,EE,Brown,Right,20.0,20.036,6.918
34343,PSS,WW,Brown,Left,20.0,20.066,6.496
34343,PSS,EE,Brown,Right,20.0,20.119,6.959
34343,PSS,WW,Brown,Right,20.0,20.063,7.341
34343,PSS,EE,Brown,Right,20.0,20.012,5.552
34343,PSS,WW,Brown,Left,20.0,20.05,5.207
34343,PSS,EE,Brown,Right,20.0,20.069,5.761
34343,PSS,WW,Brown,Right,20.0,20.016,6.154
34343,PSS,EE,Brown,Right,20.0,20.031,5.627
34343,PSS,WW,Brown,Right,20.0,20.076,6.229
34343,PSS,EE,Brown,Right,20.0,20.128,5.923
34343,PSS,WW,Brown,Right,20.0,20.071,6.321
34343,PSS,EE,Brown,Right,20.0,20.009,5.984
34343,PSS,WW,Brown,Right,20.0,20.023,6.386
34343,PSS,EE,Brown,Right,20.0,20.077,6.025
34343,PSS,WW,Brown,Right,20.0,20.029,6.313
34343,PSS,EE,Brown,Right,20.0,20.05,6.072
34343,PSS,WW,Brown,Right,20.0,20.103,6.538
34343,PSS,EE,Brown,Right,20.0,20.15,6.13
34343,PSS,WW,Brown,Right,20.0,20.087,6.5
34343,PSS,EE,Brown,Right,20.0,20.01,6.127
34343,PSS,WW,Brown,Right,20.0,20.033,6.572
34343,PSS,EE,Brown,Right,20.0,20.071,6.164
34343,PSS,WW,Brown,Right,20.0,20.012,6.648
35719,2S,EE,Perugia,Left,20.0,20.0,5.174
35719,2S,EE,Perugia,Left,20.0,20.0,5.174
35719,2S,WW,Perugia,Left,20.0,20.0,5.148
35719,2S,EE,Perugia,Left,20.0,20.0,5.446
35719,2S,WW,Perugia,Left,20.0,20.0,5.355
35719,2S,EE,Perugia,Left,20.0,20.0,5.545
35719,2S,WW,Perugia,Left,20.0,20.0,5.398
35719,2S,EE,Perugia,Left,20.0,20.0,5.029
35719,2S,WW,Perugia,Left,20.0,20.0,4.934
35713,PSS,EE,Perugia,Left,20.0,20.0,5.988
35713,PSS,WW,Perugia,Left,20.0,20.0,5.803
35713,PSS,EE,Perugia,Left,20.0,20.0,6.201
35713,PSS,WW,Perugia,Left,20.0,20.0,6.046
35713,PSS,EE,Perugia,Left,20.0,20.0,6.283
35713,PSS,WW,Perugia,Left,20.0,20.0,6.108
35713,PSS,EE,Perugia,Left,20.0,20.0,5.753
35713,PSS,WW,Perugia,Left,20.0,20.0,5.527
35722,2S,EE,Brown,Right,20.0,20.004,5.316
35722,2S,WW,Brown,Right,20.0,20.006,5.601
35722,2S,EE,Brown,Right,20.0,20.04,4.963
35722,2S,WW,Brown,Right,20.0,20.007,5.294
35722,2S,EE,Brown,Right,20.0,20.003,4.962
35722,2S,WW,Brown,Right,20.0,20.005,5.127
35722,2S,EE,Brown,Right,20.0,20.041,4.688
35722,2S,WW,Brown,Right,20.0,20.003,4.918
35952,2S,EE,Brown,Right,20.0,20.008,6.069
35952,2S,WW,Brown,Right,20.0,20.023,6.292
35717,2S,EE,Brown,Right,20.0,20.016,5.376
35717,2S,WW,Brown,Right,20.0,20.041,5.455
35717,2S,EE,Brown,Right,20.0,20.091,5.81
35717,2S,WW,Brown,Right,20.0,20.032,5.683
35717,2S,EE,Brown,Right,20.0,20.041,5.069
35717,2S,WW,Brown,Right,20.0,20.061,5.035
35717,2S,EE,Brown,Right,20.0,20.108,5.332
35717,2S,WW,Brown,Right,20.0,20.072,5.193
35718,2S,EE,Brown,Right,20.0,20.004,5.297
35718,2S,WW,Brown,Right,20.0,20.009,5.619
35718,2S,EE,Brown,Right,20.0,20.046,5.689
35718,2S,WW,Brown,Right,20.0,20.004,5.96
35718,2S,EE,Brown,Right,20.0,20.031,4.882
35718,2S,WW,Brown,Right,20.0,20.054,5.263
35718,2S,EE,Brown,Right,20.0,20.101,5.304
35718,2S,WW,Brown,Right,20.0,20.044,5.499
35952,2S,EE,Brown,Right,20.0,20.075,6.553
35952,2S,WW,Brown,Right,20.0,20.019,6.627
35952,2S,EE,Brown,Right,20.0,20.008,5.557
35952,2S,WW,Brown,Right,20.0,20.036,5.436
35952,2S,EE,Brown,Right,20.0,20.077,5.352
35952,2S,WW,Brown,Right,20.0,20.02,6.007
35714,PSS,EE,Perugia,Left,20.0,20.0,6.894
35714,PSS,WW,Perugia,Left,20.0,20.0,6.578
35714,PSS,EE,Perugia,Left,20.0,20.0,7.029
35714,PSS,WW,Perugia,Left,20.0,20.0,6.827
35714,PSS,EE,Perugia,Left,20.0,20.0,6.366
35714,PSS,WW,Perugia,Left,20.0,20.0,6.079
35714,PSS,EE,Perugia,Left,20.0,20.0,6.873
35714,PSS,WW,Perugia,Left,20.0,20.0,6.243
35959,2S,EE,Perugia,Left,20.0,20.0,6.887
35959,2S,WW,Perugia,Left,20.0,20.0,6.641
35959,2S,EE,Perugia,Left,20.0,20.0,6.951
35959,2S,WW,Perugia,Left,20.0,20.0,6.649
35959,2S,EE,Perugia,Left,20.0,20.0,6.869
35959,2S,WW,Perugia,Left,20.0,20.0,6.633
35959,2S,EE,Perugia,Left,20.0,20.0,6.52
35959,2S,WW,Perugia,Left,20.0,20.0,6.3
35960,2S,EE,Perugia,Left,20.0,20.0,5.906
35960,2S,WW,Perugia,Left,20.0,20.0,5.809
35960,2S,EE,Perugia,Left,20.0,20.0,6.13
35960,2S,WW,Perugia,Left,20.0,20.0,6.029
35960,2S,EE,Perugia,Left,20.0,20.0,5.59
35960,2S,WW,Perugia,Left,20.0,20.0,5.43
35960,2S,EE,Perugia,Left,20.0,20.0,5.848
35960,2S,WW,Perugia,Left,20.0,20.0,5.713
35961,2S,EE,Perugia,Left,20.0,20.0,5.323
35961,2S,WW,Perugia,Left,20.0,20.0,5.215
35961,2S,EE,Perugia,Left,20.0,20.0,5.442
35961,2S,WW,Perugia,Left,20.0,20.0,5.334
35961,2S,EE,Perugia,Left,20.0,20.0,5.147
35961,2S,EE,Perugia,Left,20.0,20.0,5.147
35961,2S,WW,Perugia,Left,20.0,20.0,5.073
35961,2S,EE,Perugia,Left,20.0,20.0,5.169
35961,2S,WW,Perugia,Left,20.0,20.0,5.111
35961,2S,EE,Perugia,Left,20.0,20.0,4.865
35961,2S,WW,Perugia,Left,20.0,20.0,5.152
35962,2S,EE,Perugia,Left,20.0,20.0,6.01
35962,2S,WW,Perugia,Left,20.0,20.0,5.874
35962,2S,EE,Perugia,Left,20.0,20.0,6.254
35962,2S,WW,Perugia,Left,20.0,20.0,6.107
35962,2S,EE,Perugia,Left,20.0,20.0,6.306
35962,2S,WW,Perugia,Left,20.0,20.0,6.176
35962,2S,EE,Perugia,Left,20.0,20.0,5.915
35962,2S,WW,Perugia,Left,20.0,20.0,5.775
35963,2S,EE,Brown,Right,20.0,20.007,6.215
35963,2S,WW,Brown,Right,20.0,20.005,6.353
35963,2S,EE,Brown,Right,20.0,20.027,6.549
35963,2S,WW,Brown,Right,20.0,20.004,6.11
35963,2S,EE,Brown,Right,20.0,20.003,5.581
35963,2S,WW,Brown,Right,20.0,20.003,5.663
35963,2S,EE,Brown,Right,20.0,20.012,5.857
35963,2S,WW,Brown,Right,20.0,20.002,5.462
36238,2S,EE,Brown,Right,20.0,20.005,6.016
36238,2S,WW,Brown,Right,20.0,20.004,6.219
36238,2S,EE,Brown,Right,20.0,20.014,5.909
36238,2S,WW,Brown,Right,20.0,20.002,6.379
36238,2S,EE,Brown,Right,20.0,20.004,5.383
36238,2S,WW,Brown,Right,20.0,20.002,5.594
36238,2S,EE,Brown,Right,20.0,20.01,5.804
36238,2S,WW,Brown,Right,20.0,20.002,6.077
36236,PSS,EE,Perugia,Left,20.0,20.0,6.058
36236,PSS,EE,Perugia,Left,20.0,20.0,6.088
36236,PSS,EE,Perugia,Left,20.0,20.0,6.131
36236,PSS,WW,Perugia,Left,20.0,20.0,6.134
36236,PSS,EE,Perugia,Left,20.0,20.0,5.339
36236,PSS,WW,Perugia,Left,20.0,20.0,5.439
36236,PSS,EE,Perugia,Left,20.0,20.0,5.717
36236,PSS,WW,Perugia,Left,20.0,20.0,5.575
36236,PSS,EE,Perugia,Left,20.0,20.0,5.96
36236,PSS,WW,Perugia,Left,20.0,20.0,5.838
36237,PSS,EE,Perugia,Left,20.0,20.0,5.124
36237,PSS,WW,Perugia,Left,20.0,20.0,4.997
36237,PSS,EE,Perugia,Left,20.0,20.0,5.373
36237,PSS,WW,Perugia,Left,20.0,20.0,5.025
36237,PSS,EE,Perugia,Left,20.0,20.0,4.909
36237,PSS,WW,Perugia,Left,20.0,20.0,4.803
36237,PSS,EE,Perugia,Left,20.0,20.0,5.147
36237,PSS,WW,Perugia,Left,20.0,20.0,4.907
36245,2S,WW,Brown,Right,20.0,20.004,6.561
36245,2S,EE,Brown,Right,20.0,20.001,7.446
36245,2S,WW,Brown,Right,20.0,20.003,7.889
36245,2S,EE,Brown,Right,20.0,20.003,5.998
36245,2S,WW,Brown,Right,20.0,20.002,6.268
36245,2S,EE,Brown,Right,20.0,20.003,6.011
36245,2S,WW,Brown,Right,20.0,20.002,6.481
35494,PSP,EE,Perugia,Left,20.0,20.0,13.986
35494,PSP,WW,Perugia,Left,20.0,20.0,12.575
35494,PSP,WW,Perugia,Left,20.0,20.0,12.575
35494,PSP,EE,Perugia,Left,20.0,20.0,13.919
35494,PSP,WW,Perugia,Left,20.0,20.0,12.471
35494,PSP,EE,Perugia,Left,20.0,20.0,13.932
35494,PSP,WW,Perugia,Left,20.0,20.0,11.484
35494,PSP,EE,Perugia,Left,20.0,20.0,13.868
35494,PSP,EE,Perugia,Left,20.0,20.0,11.912
35495,PSP,EE,Perugia,Left,20.0,20.0,12.964
35495,PSP,EE,Perugia,Left,20.0,20.0,12.964
35495,PSP,EE,Perugia,Left,20.0,20.0,10.895
35495,PSP,WW,Perugia,Left,20.0,20.0,13.549
35495,PSP,EE,Perugia,Left,20.0,20.0,13.902
35495,PSP,WW,Perugia,Left,20.0,20.0,10.948
35495,PSP,EE,Perugia,Left,20.0,20.0,12.585
35495,PSP,WW,Perugia,Left,20.0,20.0,9.977
35500,PSP,EE,Brown,Right,20.0,20.049,11.704
35500,PSP,WW,Brown,Right,20.0,20.046,13.852
35500,PSP,EE,Brown,Right,20.0,20.09,12.451
35500,PSP,WW,Brown,Right,20.0,20.03,13.666
35500,PSP,EE,Brown,Right,20.0,20.033,11.454
35500,PSP,EE,Brown,Right,20.0,20.104,11.918
35501,PSP,EE,Brown,Right,20.0,20.037,10.795
35501,PSP,WW,Brown,Right,20.0,20.099,14.264
35501,PSP,EE,Brown,Right,20.0,20.104,11.869
35501,PSP,WW,Brown,Right,20.0,20.082,14.96
35501,PSP,EE,Brown,Right,20.0,20.015,10.016
35501,PSP,WW,Brown,Right,20.0,20.073,11.541
35501,PSP,EE,Brown,Right,20.0,20.089,10.457
35501,PSP,WW,Brown,Right,20.0,20.069,13.396
36696,PSS,EE,Brown,Right,20.0,20.051,6.144
36696,PSS,WW,Brown,Right,20.0,20.027,6.528
36696,PSS,EE,Brown,Right,20.0,20.075,6.307
36696,PSS,WW,Brown,Right,20.0,20.013,6.631
36696,PSS,EE,Brown,Right,20.0,20.005,5.333
36696,PSS,WW,Brown,Right,20.0,20.006,5.51
36696,PSS,EE,Brown,Right,20.0,20.038,5.711
36696,PSS,WW,Brown,Right,20.0,20.006,5.779
36697,PSS,WW,Brown,Right,20.0,20.003,5.527
36697,PSS,EE,Brown,Right,20.0,20.003,5.571
36697,PSS,WW,Brown,Right,20.0,20.002,5.944
36697,PSS,EE,Brown,Right,20.0,20.021,4.886
36697,PSS,WW,Brown,Right,20.0,20.002,5.168
36697,PSS,EE,Brown,Right,20.0,20.026,4.84
36697,PSS,WW,Brown,Right,20.0,20.001,5.258
36246,2S,EE,Brown,Right,20.0,20.384,4.782
36246,2S,WW,Brown,Right,20.0,20.595,4.95
36246,2S,EE,Brown,Right,20.0,20.664,5.205
36246,2S,WW,Brown,Right,20.0,20.657,5.103
36246,2S,EE,Brown,Right,20.0,20.057,4.207
36246,2S,WW,Brown,Right,20.0,20.075,4.21
36246,2S,EE,Brown,Right,20.0,20.107,4.287
36246,2S,WW,Brown,Right,20.0,20.055,4.38
36702,2S,EE,Perugia,Left,20.0,20.0,5.61
36702,2S,WW,Perugia,Left,20.0,20.0,5.258
36702,2S,EE,Perugia,Left,20.0,20.0,6.007
36702,2S,WW,Perugia,Left,20.0,20.0,5.797
36702,2S,EE,Perugia,Left,20.0,20.0,5.348
36702,2S,WW,Perugia,Left,20.0,20.0,5.053
36702,2S,EE,Perugia,Left,20.0,20.0,5.51
36702,2S,WW,Perugia,Left,20.0,20.0,5.252
36703,2S,EE,Perugia,Left,20.0,20.0,6.427
36703,2S,WW,Perugia,Left,20.0,20.0,6.301
