batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,ISURF_PAMPR
34346,2S,WW,Perugia,Right,20.0,20.0,7.329
34346,2S,EE,Perugia,Right,20.0,20.0,5.84
34346,2S,EE,Perugia,Left,20.0,20.0,5.882
34346,2S,WW,Perugia,Left,20.0,20.0,5.52
34346,2S,WW,Perugia,Right,20.0,20.0,5.694
34346,2S,EE,Perugia,Left,20.0,20.0,6.235
34346,2S,EE,Perugia,Right,20.0,20.0,6.065
34346,2S,WW,Perugia,Left,20.0,20.0,6.038
34346,2S,WW,Perugia,Right,20.0,20.0,6.361
34346,2S,EE,Perugia,Right,20.0,20.0,6.409
34346,2S,EE,Perugia,Left,20.0,20.0,6.652
34346,2S,WW,Perugia,Left,20.0,20.0,6.302
34346,2S,WW,Perugia,Right,20.0,20.0,6.484
34346,2S,EE,Perugia,Right,20.0,20.0,6.617
34346,2S,EE,Perugia,Left,20.0,20.0,6.814
34346,2S,WW,Perugia,Left,20.0,20.0,6.623
34346,2S,WW,Perugia,Right,20.0,20.0,6.989
34348,2S,EE,Perugia,Left,20.0,20.0,7.178
34348,2S,WW,Perugia,Left,20.0,20.0,7.013
34348,2S,EE,Perugia,Left,20.0,20.0,6.997
34348,2S,WW,Perugia,Left,20.0,20.0,6.946
34348,2S,EE,Perugia,Left,20.0,20.0,7.319
34348,2S,WW,Perugia,Left,20.0,20.0,6.928
34348,2S,EE,Perugia,Left,20.0,20.0,7.587
34348,2S,WW,Perugia,Left,20.0,20.0,7.295
34348,2S,EE,Perugia,Left,20.0,20.0,7.605
34348,2S,WW,Perugia,Left,20.0,20.0,7.266
34348,2S,EE,Perugia,Left,20.0,20.0,7.189
34348,2S,EE,Perugia,Left,20.0,20.0,7.464
34348,2S,EE,Perugia,Left,20.0,20.0,7.429
34348,2S,WW,Perugia,Left,20.0,20.0,7.272
34348,2S,EE,Perugia,Left,20.0,20.0,7.522
34348,2S,WW,Perugia,Left,20.0,20.0,7.263
34348,2S,EE,Perugia,Left,20.0,20.0,7.67
34348,2S,WW,Perugia,Left,20.0,20.0,7.157
34348,2S,EE,Perugia,Left,20.0,20.0,7.79
34348,2S,WW,Perugia,Left,20.0,20.0,7.358
34348,2S,EE,Perugia,Left,20.0,20.0,6.064
34348,2S,WW,Perugia,Left,20.0,20.0,6.163
34348,2S,EE,Perugia,Left,20.0,20.0,6.66
34348,2S,WW,Perugia,Left,20.0,20.0,6.458
34331,2S,EE,Brown,Left,20.0,20.114,6.8
34331,2S,EE,Brown,Right,20.0,20.095,6.241
34331,2S,EE,Brown,Right,20.0,20.015,6.533
34331,2S,WW,Brown,Right,20.0,20.062,6.791
34331,2S,EE,Brown,Right,20.0,20.117,6.377
34331,2S,WW,Brown,Right,20.0,20.055,6.594
34331,2S,EE,Brown,Right,20.0,20.044,6.434
34331,2S,WW,Brown,Right,20.0,20.08,6.582
34331,2S,EE,Brown,Right,20.0,20.133,6.451
34331,2S,WW,Brown,Right,20.0,20.063,6.723
34331,2S,EE,Brown,Right,20.0,20.01,6.408
34331,2S,WW,Brown,Right,20.0,20.051,6.651
34331,2S,EE,Brown,Right,20.0,20.099,6.564
34331,2S,WW,Brown,Right,20.0,20.034,6.797
34331,2S,EE,Brown,Right,20.0,20.004,6.481
34331,2S,WW,Brown,Right,20.0,20.027,6.92
34331,2S,EE,Brown,Right,20.0,20.078,6.536
34331,2S,WW,Brown,Right,20.0,20.019,6.779
34331,2S,EE,Brown,Left,20.0,20.095,6.472
34331,2S,WW,Brown,Right,20.0,20.002,6.706
34331,2S,EE,Brown,Right,20.0,20.004,6.486
34331,2S,WW,Brown,Right,20.0,20.002,6.752
34331,2S,EE,Brown,Right,20.0,20.003,5.653
34331,2S,WW,Brown,Right,20.0,20.002,6.018
34331,2S,EE,Brown,Right,20.0,20.003,5.775
34331,2S,WW,Brown,Right,20.0,20.002,6.001
34331,2S,EE,Brown,Right,20.0,20.015,6.112
34331,2S,WW,Brown,Right,20.0,20.08,6.351
34331,2S,EE,Brown,Right,20.0,20.127,6.139
34331,2S,WW,Brown,Right,20.0,20.063,6.375
34331,2S,EE,Brown,Right,20.0,20.017,5.996
34331,2S,WW,Brown,Right,20.0,20.071,6.204
34331,2S,EE,Brown,Right,20.0,20.118,6.34
34331,2S,WW,Brown,Right,20.0,20.052,6.492
34331,2S,EE,Brown,Right,20.0,20.015,5.832
34331,2S,WW,Brown,Left,20.0,20.073,5.901
34331,2S,EE,Brown,Right,20.0,20.105,6.052
34331,2S,WW,Brown,Right,20.0,20.046,6.323
34340,PSS,EE,Brown,Right,20.0,20.007,6.402
34340,PSS,WW,Brown,Right,20.0,20.01,6.399
34340,PSS,EE,Brown,Right,20.0,20.045,6.521
34340,PSS,WW,Brown,Right,20.0,20.004,6.793
34340,PSS,EE,Brown,Right,20.0,20.004,6.5
34340,PSS,WW,Brown,Right,20.0,20.004,6.717
34340,PSS,EE,Brown,Right,20.0,20.023,6.573
34340,PSS,WW,Brown,Right,20.0,20.002,6.765
34340,PSS,EE,Brown,Right,20.0,20.004,6.565
34340,PSS,WW,Brown,Right,20.0,20.008,6.532
34340,PSS,EE,Brown,Left,20.0,20.084,6.378
34340,PSS,WW,Brown,Right,20.0,20.005,6.67
34340,PSS,EE,Brown,Right,20.0,20.003,6.554
34340,PSS,WW,Brown,Right,20.0,20.006,6.824
34340,PSS,EE,Brown,Right,20.0,20.052,6.595
34340,PSS,WW,Brown,Right,20.0,20.009,6.887
34340,PSS,EE,Brown,Right,20.0,20.003,6.642
34340,PSS,WW,Brown,Right,20.0,20.01,6.896
34340,PSS,EE,Brown,Right,20.0,20.048,6.66
34340,PSS,WW,Brown,Right,20.0,20.006,6.856
34340,PSS,EE,Brown,Right,20.0,20.001,6.021
34340,PSS,WW,Brown,Right,20.0,20.007,6.213
34340,PSS,EE,Brown,Right,20.0,20.075,5.977
34340,PSS,WW,Brown,Left,20.0,20.04,5.545
34340,PSS,EE,Brown,Right,20.0,20.003,6.019
34340,PSS,WW,Brown,Right,20.0,20.006,6.257
34340,PSS,EE,Brown,Right,20.0,20.053,6.129
34340,PSS,WW,Brown,Right,20.0,20.005,6.323
34340,PSS,EE,Brown,Right,20.0,20.002,6.164
34340,PSS,WW,Brown,Right,20.0,20.01,6.343
34340,PSS,EE,Brown,Right,20.0,20.067,6.316
34340,PSS,WW,Brown,Right,20.0,20.017,6.463
34340,PSS,EE,Brown,Right,20.0,20.005,6.233
34254,PSS,EE,Brown,Right,20.0,20.004,6.242
34254,PSS,WW,Brown,Right,20.0,20.01,6.575
