batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,S0_CMSEC
37087,2S,EE,Brown,Right,20.0,20.011,0.808
37087,2S,WW,Brown,Right,20.0,20.06,0.81
37087,2S,EE,Brown,Right,20.0,20.145,0.802
37087,2S,WW,Brown,Right,20.0,20.173,0.812
37087,2S,EE,Brown,Right,20.0,20.011,0.829
37087,2S,WW,Brown,Right,20.0,20.09,0.833
37087,2S,EE,Brown,Right,20.0,20.043,0.828
37087,2S,WW,Brown,Right,20.0,20.094,0.862
37087,2S,EE,Brown,Right,20.0,20.013,0.75
37087,2S,WW,Brown,Right,20.0,20.019,0.766
37087,2S,EE,Brown,Right,20.0,20.019,0.761
37087,2S,WW,Brown,Right,20.0,20.111,0.77
37087,2S,EE,Brown,Right,20.0,20.032,0.769
37087,2S,WW,Brown,Right,20.0,20.07,0.767
37087,2S,EE,Brown,Right,20.0,20.072,0.779
37087,2S,WW,Brown,Right,20.0,20.058,0.789
37088,2S,EE,Brown,Right,20.0,20.029,0.695
37088,2S,WW,Brown,Right,20.0,20.043,0.734
37088,2S,EE,Brown,Right,20.0,20.076,0.704
37088,2S,WW,Brown,Right,20.0,20.025,0.723
37088,2S,EE,Brown,Right,20.0,20.073,0.687
37088,2S,WW,Brown,Right,20.0,20.064,0.725
37088,2S,EE,Brown,Right,20.0,20.057,0.701
37088,2S,WW,Brown,Right,20.0,20.077,0.744
37088,2S,EE,Brown,Right,20.0,20.106,0.745
37088,2S,WW,Brown,Right,20.0,20.065,0.733
37088,2S,EE,Brown,Right,20.0,20.074,0.635
37088,2S,WW,Brown,Right,20.0,20.062,0.651
37088,2S,EE,Brown,Right,20.0,20.088,0.659
37088,2S,WW,Brown,Right,20.0,20.095,0.663
37088,2S,EE,Brown,Right,20.0,20.1,0.656
37088,2S,WW,Brown,Right,20.0,20.07,0.691
37398,PSS,EE,Brown,Right,20.0,20.046,0.812
37398,PSS,WW,Brown,Right,20.0,20.047,0.833
37398,PSS,EE,Brown,Right,20.0,20.01,0.818
37398,PSS,WW,Brown,Right,20.0,20.028,0.833
37398,PSS,EE,Brown,Right,20.0,20.07,0.847
37398,PSS,WW,Brown,Right,20.0,20.088,0.864
37398,PSS,EE,Brown,Right,20.0,20.05,0.846
37398,PSS,WW,Brown,Right,20.0,20.05,0.854
37398,PSS,EE,Brown,Right,20.0,20.05,0.862
37398,PSS,WW,Brown,Right,20.0,20.048,0.881
37398,PSS,EE,Brown,Right,20.0,20.038,0.856
37398,PSS,WW,Brown,Right,20.0,20.057,0.849
37398,PSS,EE,Brown,Right,20.0,20.058,0.784
37398,PSS,WW,Brown,Right,20.0,20.061,0.797
37398,PSS,EE,Brown,Right,20.0,20.07,0.779
37398,PSS,WW,Brown,Right,20.0,20.061,0.794
37399,PSS,EE,Brown,Right,20.0,20.033,0.702
37399,PSS,WW,Brown,Right,20.0,20.051,0.716
37399,PSS,EE,Brown,Right,20.0,20.053,0.707
37399,PSS,WW,Brown,Right,20.0,20.047,0.737
37399,PSS,EE,Brown,Right,20.0,20.071,0.73
37399,PSS,WW,Brown,Right,20.0,20.049,0.771
37399,PSS,EE,Brown,Right,20.0,20.04,0.731
37399,PSS,WW,Brown,Right,20.0,20.064,0.766
37399,PSS,EE,Brown,Right,20.0,20.035,0.764
37399,PSS,WW,Brown,Right,20.0,20.032,0.795
37399,PSS,EE,Brown,Right,20.0,20.042,0.802
37399,PSS,WW,Brown,Right,20.0,20.026,0.809
37399,PSS,EE,Brown,Right,20.0,20.056,0.694
37399,PSS,WW,Brown,Right,20.0,20.058,0.689
37399,PSS,EE,Brown,Right,20.0,20.052,0.697
37399,PSS,WW,Brown,Right,20.0,20.074,0.722
37400,2S,EE,Demokritos,Left,22.3,22.3,1.12
37400,2S,WW,Demokritos,Left,22.5,22.5,1.14
37400,2S,WW,Demokritos,Left,21.1,21.1,1.219
37400,2S,EE,Demokritos,Left,22.6,22.6,1.18
37400,2S,WW,Demokritos,Left,22.6,22.6,1.19
37400,2S,EE,Demokritos,Left,22.3,22.3,1.194
37400,2S,WW,Demokritos,Left,22.5,22.5,1.23
37400,2S,EE,Demokritos,Left,22.7,22.7,1.04
37400,2S,WW,Demokritos,Left,20.6,20.6,1.13
37400,2S,EE,Demokritos,Left,21.3,21.3,1.11
37400,2S,WW,Demokritos,Left,21.2,21.2,1.13
37400,2S,EE,Demokritos,Left,22.7,22.7,1.116
37400,2S,WW,Demokritos,Left,20.8,20.8,1.241
37401,2S,EE,Demokritos,Left,21.1,21.1,1.054
37401,2S,WW,Demokritos,Left,20.9,20.9,1.037
37401,2S,EE,Demokritos,Left,20.9,20.9,1.011
37401,2S,WW,Demokritos,Left,20.3,20.3,1.037
37401,2S,EE,Demokritos,Left,20.7,20.7,1.054
37401,2S,WW,Demokritos,Left,20.7,20.7,1.049
37401,2S,EE,Demokritos,Left,20.0,20.0,0.981
37401,2S,WW,Demokritos,Left,22.1,22.1,0.855
37401,2S,EE,Demokritos,Left,21.3,21.3,0.956
37401,2S,WW,Demokritos,Left,21.8,21.8,0.911
37401,2S,EE,Demokritos,Left,22.2,22.2,0.915
37401,2S,WW,Demokritos,Left,22.1,22.1,0.926
37401,2S,EE,Demokritos,Left,22.5,22.5,0.961
37401,2S,WW,Demokritos,Left,22.0,22.0,0.989
37404,2S,EE,HEPHY,Left,,,0.943
37404,2S,WW,HEPHY,Left,,,0.747
37404,2S,EE,HEPHY,Left,,,0.923
37404,2S,WW,HEPHY,Left,,,0.909
37404,2S,EE,HEPHY,Left,,,0.978
37404,2S,WW,HEPHY,Left,,,0.791
37404,2S,EE,HEPHY,Left,,,0.927
37404,2S,WW,HEPHY,Left,,,0.881
37404,2S,EE,HEPHY,Left,,,0.968
37404,2S,WW,HEPHY,Left,,,0.916
37404,2S,EE,HEPHY,Left,,,0.981
37404,2S,WW,HEPHY,Left,,,0.941
37404,2S,EE,HEPHY,Left,,,0.884
37404,2S,WW,HEPHY,Left,,,0.795
37404,2S,EE,HEPHY,Left,,,0.867
37404,2S,WW,HEPHY,Left,,,0.784
37404,2S,EE,HEPHY,Left,,,0.948
37404,2S,WW,HEPHY,Left,,,0.84
37404,2S,EE,HEPHY,Left,,,0.939
37404,2S,WW,HEPHY,Left,,,0.863
37405,2S,EE,HEPHY,Left,,,0.707
37405,2S,WW,HEPHY,Left,,,1.154
37405,2S,EE,HEPHY,Left,,,0.691
37405,2S,WW,HEPHY,Left,,,0.749
37405,2S,EE,HEPHY,Left,,,0.866
37405,2S,WW,HEPHY,Left,,,0.737
37405,2S,EE,HEPHY,Left,,,1.339
37405,2S,WW,HEPHY,Left,,,0.873
37405,2S,EE,HEPHY,Left,,,0.842
37405,2S,WW,HEPHY,Left,,,0.906
37405,2S,EE,HEPHY,Left,,,0.72
37405,2S,WW,HEPHY,Left,,,0.697
37405,2S,EE,HEPHY,Left,,,0.737
37405,2S,WW,HEPHY,Left,,,0.71
37405,2S,EE,HEPHY,Left,,,0.846
37405,2S,WW,HEPHY,Left,,,0.805
37405,2S,EE,HEPHY,Left,,,0.875
37405,2S,WW,HEPHY,Left,,,0.777
37405,2S,EE,HEPHY,Left,,,0.769
37405,2S,WW,HEPHY,Left,,,0.722
37405,2S,EE,HEPHY,Left,,,0.767
37405,2S,WW,HEPHY,Left,,,0.818
37406,2S,EE,Brown,Right,20.0,20.011,0.841
37406,2S,WW,Brown,Right,20.0,20.023,0.842
37406,2S,EE,Brown,Right,20.0,20.039,0.817
37406,2S,WW,Brown,Right,20.0,20.021,0.856
37406,2S,EE,Brown,Right,20.0,20.045,0.86
37406,2S,WW,Brown,Right,20.0,20.04,0.861
37406,2S,EE,Brown,Right,20.0,20.045,0.853
37406,2S,WW,Brown,Right,20.0,20.046,0.871
37406,2S,EE,Brown,Right,20.0,20.041,0.734
37406,2S,WW,Brown,Right,20.0,20.028,0.756
37406,2S,EE,Brown,Right,20.0,20.053,0.776
37406,2S,WW,Brown,Right,20.0,20.049,0.787
37406,2S,EE,Brown,Right,20.0,20.056,0.806
37406,2S,WW,Brown,Right,20.0,20.069,0.82
37406,2S,EE,Brown,Right,20.0,20.067,0.813
37406,2S,WW,Brown,Right,20.0,20.052,0.804
37407,2S,EE,Brown,Right,20.0,20.035,0.84
37407,2S,WW,Brown,Right,20.0,20.034,0.853
37407,2S,EE,Brown,Right,20.0,20.048,0.851
37407,2S,WW,Brown,Right,20.0,20.054,0.872
37407,2S,EE,Brown,Right,20.0,20.06,0.884
37407,2S,WW,Brown,Right,20.0,20.072,0.878
37407,2S,EE,Brown,Right,20.0,20.079,0.893
37407,2S,WW,Brown,Right,20.0,19.996,0.9
37407,2S,EE,Brown,Right,20.0,20.054,0.907
37407,2S,WW,Brown,Right,20.0,20.085,0.914
37407,2S,EE,Brown,Right,20.0,20.076,0.774
37407,2S,WW,Brown,Right,20.0,20.05,0.783
37407,2S,EE,Brown,Right,20.0,20.079,0.807
37407,2S,WW,Brown,Right,20.0,20.066,0.81
37407,2S,EE,Brown,Right,20.0,20.09,0.802
37407,2S,WW,Brown,Right,20.0,20.075,0.811
37408,2S,EE,Demokritos,Left,16.5,16.5,1.14
37408,2S,WW,Demokritos,Left,16.9,16.9,1.137
37408,2S,EE,Demokritos,Left,20.6,20.6,1.101
37408,2S,WW,Demokritos,Left,22.1,22.1,1.078
37408,2S,EE,Demokritos,Left,17.9,17.9,1.09
37408,2S,WW,Demokritos,Left,18.6,18.6,1.085
37408,2S,EE,Demokritos,Left,22.1,22.1,1.106
37408,2S,WW,Demokritos,Left,20.9,20.9,1.208
37408,2S,EE,Demokritos,Left,19.4,19.4,0.925
37408,2S,WW,Demokritos,Left,20.5,20.5,0.915
37408,2S,EE,Demokritos,Left,20.7,20.7,0.999
37408,2S,WW,Demokritos,Left,20.0,20.0,1.062
37408,2S,EE,Demokritos,Left,20.7,20.7,1.137
37408,2S,WW,Demokritos,Left,20.6,20.6,1.147
37897,2S,EE,Demokritos,Left,20.0,20.0,1.189
37895,PSS,EE,Brown,Right,20.0,20.038,0.785
37895,PSS,WW,Brown,Right,20.0,20.05,0.821
37895,PSS,EE,Brown,Right,20.0,20.015,0.832
37895,PSS,WW,Brown,Right,20.0,20.02,0.808
37895,PSS,EE,Brown,Right,20.0,20.074,0.8
37895,PSS,WW,Brown,Right,20.0,20.069,0.838
37895,PSS,EE,Brown,Right,20.0,20.043,0.836
37895,PSS,WW,Brown,Right,20.0,20.04,0.848
37895,PSS,EE,Brown,Right,20.0,20.04,0.715
37895,PSS,WW,Brown,Right,20.0,20.087,0.767
37895,PSS,EE,Brown,Right,20.0,20.042,0.763
37895,PSS,WW,Brown,Right,20.0,20.09,0.788
37895,PSS,EE,Brown,Right,20.0,20.079,0.772
37895,PSS,WW,Brown,Right,20.0,20.06,0.809
37895,PSS,EE,Brown,Right,20.0,20.093,0.793
37895,PSS,WW,Brown,Right,20.0,20.073,0.811
37897,2S,WW,Demokritos,Left,19.0,19.0,1.174
37897,2S,EE,Demokritos,Left,19.2,19.2,1.185
37897,2S,WW,Demokritos,Left,18.7,18.7,1.213
37897,2S,EE,Demokritos,Left,19.2,19.2,1.209
37897,2S,WW,Demokritos,Left,19.5,19.5,1.169
37897,2S,EE,Demokritos,Left,19.2,19.2,1.196
37897,2S,WW,Demokritos,Left,20.4,20.4,1.122
37897,2S,EE,Demokritos,Left,19.4,19.4,1.061
37897,2S,WW,Demokritos,Left,19.8,19.8,1.002
37897,2S,EE,Demokritos,Left,20.0,20.0,1.079
37897,2S,WW,Demokritos,Left,20.1,20.1,1.071
37897,2S,EE,Demokritos,Left,21.0,21.0,1.042
37897,2S,WW,Demokritos,Left,20.9,20.9,1.069
37898,2S,EE,HEPHY,Left,,,0.883
37898,2S,WW,HEPHY,Left,,,0.919
37898,2S,EE,HEPHY,Left,,,0.986
37898,2S,WW,HEPHY,Left,,,0.974
37898,2S,EE,HEPHY,Left,,,0.909
37898,2S,WW,HEPHY,Left,,,0.949
37898,2S,EE,HEPHY,Left,,,0.836
37898,2S,WW,HEPHY,Left,,,0.879
37898,2S,EE,HEPHY,Left,,,0.919
37898,2S,WW,HEPHY,Left,,,0.883
37898,2S,EE,HEPHY,Left,,,1.123
37898,2S,WW,HEPHY,Left,,,1.487
37898,2S,EE,HEPHY,Left,,,0.927
37898,2S,WW,HEPHY,Left,,,0.876
37898,2S,EE,HEPHY,Left,,,0.967
37898,2S,WW,HEPHY,Left,,,0.923
37898,2S,EE,HEPHY,Left,,,0.931
37898,2S,WW,HEPHY,Left,,,0.992
37899,2S,EE,HEPHY,Left,,,0.895
37899,2S,WW,HEPHY,Left,,,0.921
37899,2S,EE,HEPHY,Left,,,0.891
37899,2S,WW,HEPHY,Left,,,0.874
37899,2S,EE,HEPHY,Left,,,1.211
37899,2S,WW,HEPHY,Left,,,0.991
37899,2S,EE,HEPHY,Left,,,0.948
37899,2S,WW,HEPHY,Left,,,0.859
37899,2S,EE,HEPHY,Left,,,0.828
37899,2S,WW,HEPHY,Left,,,0.735
37899,2S,EE,HEPHY,Left,,,1.016
37899,2S,WW,HEPHY,Left,,,0.743
37899,2S,EE,HEPHY,Left,,,0.854
37899,2S,WW,HEPHY,Left,,,0.932
37899,2S,EE,HEPHY,Left,,,0.943
37899,2S,WW,HEPHY,Left,,,0.971
37903,2S,EE,Brown,Right,20.0,20.008,0.934
37903,2S,WW,Brown,Right,20.0,20.013,0.984
37903,2S,EE,Brown,Right,20.0,20.017,0.911
37903,2S,WW,Brown,Right,20.0,20.062,0.971
37903,2S,EE,Brown,Right,20.0,20.023,0.961
37903,2S,WW,Brown,Right,20.0,20.047,1.0
37903,2S,EE,Brown,Right,20.0,20.097,0.91
37903,2S,WW,Brown,Right,20.0,20.06,0.978
37903,2S,EE,Brown,Right,20.0,20.033,0.767
37903,2S,WW,Brown,Right,20.0,20.031,0.807
37903,2S,EE,Brown,Right,20.0,20.031,0.811
37903,2S,WW,Brown,Right,20.0,20.066,0.855
37903,2S,EE,Brown,Right,20.0,20.058,0.835
37903,2S,WW,Brown,Right,20.0,20.058,0.893
37903,2S,EE,Brown,Right,20.0,20.074,0.876
37903,2S,WW,Brown,Right,20.0,20.078,0.94
37896,PSS,EE,Brown,Right,20.0,20.063,0.675
37896,PSS,WW,Brown,Right,20.0,20.046,0.701
37896,PSS,EE,Brown,Right,20.0,20.064,0.692
37896,PSS,WW,Brown,Right,20.0,20.045,0.724
37896,PSS,EE,Brown,Right,20.0,20.08,0.691
37896,PSS,WW,Brown,Right,20.0,20.064,0.729
37896,PSS,EE,Brown,Right,20.0,20.06,0.692
37896,PSS,WW,Brown,Right,20.0,20.066,0.74
37896,PSS,EE,Brown,Right,20.0,20.029,0.748
37896,PSS,WW,Brown,Right,20.0,20.04,0.776
37896,PSS,EE,Brown,Right,20.0,20.02,0.757
37896,PSS,WW,Brown,Right,20.0,20.053,0.781
37896,PSS,EE,Brown,Right,20.0,20.072,0.645
37896,PSS,WW,Brown,Right,20.0,20.048,0.644
37896,PSS,EE,Brown,Right,20.0,20.077,0.659
37896,PSS,WW,Brown,Right,20.0,20.097,0.671
38212,PSS,EE,Brown,Right,20.0,20.013,0.924
38212,PSS,WW,Brown,Right,20.0,20.017,0.974
38212,PSS,EE,Brown,Right,20.0,20.093,0.911
38212,PSS,WW,Brown,Right,20.0,20.154,0.965
38212,PSS,EE,Brown,Right,20.0,20.061,0.94
38212,PSS,WW,Brown,Right,20.0,20.061,1.002
38212,PSS,EE,Brown,Right,20.0,20.136,0.921
38212,PSS,WW,Brown,Right,20.0,20.163,0.974
38212,PSS,EE,Brown,Right,20.0,20.099,0.948
38212,PSS,WW,Brown,Right,20.0,20.184,0.98
38212,PSS,EE,Brown,Right,20.0,20.146,0.758
38212,PSS,WW,Brown,Right,20.0,20.201,0.807
38212,PSS,EE,Brown,Right,20.0,20.212,0.8
38212,PSS,WW,Brown,Right,20.0,20.22,0.865
38212,PSS,EE,Brown,Right,20.0,20.22,0.845
38212,PSS,WW,Brown,Right,20.0,20.2,0.906
37904,2S,EE,Demokritos,Left,18.9,18.9,1.208
37904,2S,WW,Demokritos,Left,19.0,19.0,1.141
37904,2S,EE,Demokritos,Left,18.8,18.8,1.167
37904,2S,WW,Demokritos,Left,19.6,19.6,1.086
37904,2S,EE,Demokritos,Left,17.1,17.1,1.081
37904,2S,WW,Demokritos,Left,18.6,18.6,1.054
37904,2S,EE,Demokritos,Left,21.0,21.0,1.124
37904,2S,WW,Demokritos,Left,18.0,18.0,1.175
37904,2S,EE,Demokritos,Left,18.2,18.2,1.038
37904,2S,WW,Demokritos,Left,18.2,18.2,1.018
37904,2S,EE,Demokritos,Left,18.1,18.1,1.109
37904,2S,EE,Demokritos,Left,18.2,18.2,1.079
37904,2S,EE,Demokritos,Left,19.8,19.8,1.08
37904,2S,WW,Demokritos,Left,19.7,19.7,1.075
37905,2S,EE,Demokritos,Left,15.0,15.0,1.171
37905,2S,WW,Demokritos,Left,15.4,15.4,1.154
37905,2S,EE,Demokritos,Left,20.0,20.0,1.138
37905,2S,WW,Demokritos,Left,19.7,19.7,1.165
37905,2S,EE,Demokritos,Left,17.2,17.2,1.186
37905,2S,WW,Demokritos,Left,18.6,18.6,1.098
37905,2S,EE,Demokritos,Left,20.0,20.0,1.108
37905,2S,WW,Demokritos,Left,20.5,20.5,1.12
37905,2S,EE,Demokritos,Left,19.2,19.2,0.983
37905,2S,WW,Demokritos,Left,20.2,20.2,1.017
37905,2S,EE,Demokritos,Left,20.8,20.8,1.021
37905,2S,WW,Demokritos,Left,20.7,20.7,1.006
37905,2S,EE,Demokritos,Left,21.1,21.1,1.046
37905,2S,WW,Demokritos,Left,22.4,22.4,1.054
37906,2S,EE,HEPHY,Right,,,0.96
37906,2S,EE,HEPHY,Left,,,1.012
37906,2S,WW,HEPHY,Right,,,0.971
37906,2S,WW,HEPHY,Left,,,0.988
37906,2S,EE,HEPHY,Left,,,1.092
37906,2S,WW,HEPHY,Left,,,0.991
37906,2S,EE,HEPHY,Right,,,1.022
37906,2S,EE,HEPHY,Left,,,0.98
37906,2S,WW,HEPHY,Left,,,0.948
37906,2S,WW,HEPHY,Right,,,0.98
37906,2S,EE,HEPHY,Left,,,0.928
37906,2S,WW,HEPHY,Left,,,0.945
37906,2S,EE,HEPHY,Left,,,0.987
37906,2S,WW,HEPHY,Left,,,0.858
37906,2S,EE,HEPHY,Left,,,0.933
37906,2S,WW,HEPHY,Left,,,0.682
37906,2S,EE,HEPHY,Left,,,1.017
37906,2S,WW,HEPHY,Left,,,0.835
37906,2S,EE,HEPHY,Left,,,1.025
37906,2S,WW,HEPHY,Left,,,0.532
37907,2S,EE,HEPHY,Left,,,0.933
37907,2S,WW,HEPHY,Left,,,0.865
37907,2S,EE,HEPHY,Left,,,0.856
37907,2S,WW,HEPHY,Left,,,0.861
37907,2S,EE,HEPHY,Left,,,0.903
37907,2S,WW,HEPHY,Left,,,0.822
37907,2S,EE,HEPHY,Left,,,1.006
37907,2S,WW,HEPHY,Left,,,0.909
37907,2S,EE,HEPHY,Left,,,0.817
37907,2S,WW,HEPHY,Left,,,0.781
37907,2S,EE,HEPHY,Left,,,0.756
37907,2S,WW,HEPHY,Left,,,0.696
37907,2S,EE,HEPHY,Left,,,1.231
37907,2S,WW,HEPHY,Left,,,0.789
37907,2S,EE,HEPHY,Left,,,0.882
37907,2S,WW,HEPHY,Left,,,0.839
38194,2S,EE,Perugia,Left,20.0,20.0,0.957
38194,2S,WW,Perugia,Left,20.0,20.0,0.934
38194,2S,EE,Perugia,Left,20.0,20.0,0.958
38194,2S,WW,Perugia,Left,20.0,20.0,0.955
38194,2S,EE,Perugia,Left,20.0,20.0,1.001
38194,2S,WW,Perugia,Left,20.0,20.0,0.96
38194,2S,EE,Perugia,Left,20.0,20.0,0.974
38194,2S,WW,Perugia,Left,20.0,20.0,0.962
38194,2S,EE,Perugia,Left,20.0,20.0,0.86
38194,2S,WW,Perugia,Left,20.0,20.0,0.83
38194,2S,EE,Perugia,Left,20.0,20.0,0.903
38194,2S,WW,Perugia,Left,20.0,20.0,0.878
38194,2S,EE,Perugia,Left,20.0,20.0,0.922
38194,2S,WW,Perugia,Left,20.0,20.0,0.905
38195,2S,EE,Perugia,Left,20.0,20.0,0.798
38195,2S,WW,Perugia,Left,20.0,20.0,0.755
38195,2S,EE,Perugia,Left,20.0,20.0,0.829
38195,2S,WW,Perugia,Left,20.0,20.0,0.782
38195,2S,EE,Perugia,Left,20.0,20.0,0.861
38195,2S,WW,Perugia,Left,20.0,20.0,0.795
38195,2S,EE,Perugia,Left,20.0,20.0,0.849
38195,2S,WW,Perugia,Left,20.0,20.0,0.817
38195,2S,EE,Perugia,Left,20.0,20.0,0.86
38195,2S,WW,Perugia,Left,20.0,20.0,0.84
38195,2S,EE,Perugia,Left,20.0,20.0,0.782
38195,2S,WW,Perugia,Left,20.0,20.0,0.734
38195,2S,EE,Perugia,Left,20.0,20.0,0.74
38195,2S,WW,Perugia,Left,20.0,20.0,0.73
38195,2S,EE,Perugia,Left,20.0,20.0,0.773
38195,2S,WW,Perugia,Left,20.0,20.0,0.751
38711,PSS,EE,Perugia,Left,20.0,20.0,0.943
38711,PSS,WW,Perugia,Left,20.0,20.0,0.927
38711,PSS,EE,Perugia,Left,20.0,20.0,0.969
38711,PSS,WW,Perugia,Left,20.0,20.0,0.929
38711,PSS,EE,Perugia,Left,20.0,20.0,0.988
38711,PSS,WW,Perugia,Left,20.0,20.0,0.969
38711,PSS,EE,Perugia,Left,20.0,20.0,0.986
38711,PSS,WW,Perugia,Left,20.0,20.0,0.975
38711,PSS,EE,Perugia,Left,20.0,20.0,0.89
38711,PSS,WW,Perugia,Left,20.0,20.0,0.864
38711,PSS,EE,Perugia,Left,20.0,20.0,0.908
38711,PSS,WW,Perugia,Left,20.0,20.0,0.885
38711,PSS,EE,Perugia,Left,20.0,20.0,0.908
38711,PSS,WW,Perugia,Left,20.0,20.0,0.896
38711,PSS,EE,Perugia,Left,20.0,20.0,0.931
38711,PSS,WW,Perugia,Left,20.0,20.0,0.915
38712,PSS,EE,HEPHY,Left,,,0.837
38712,PSS,WW,HEPHY,Left,,,0.757
38712,PSS,EE,HEPHY,Left,,,0.836
38712,PSS,WW,HEPHY,Left,,,0.855
38712,PSS,EE,HEPHY,Left,,,0.855
38712,PSS,WW,HEPHY,Left,,,0.816
38712,PSS,EE,HEPHY,Left,,,0.935
38712,PSS,WW,HEPHY,Left,,,1.066
38712,PSS,EE,HEPHY,Left,,,0.692
38712,PSS,WW,HEPHY,Left,,,0.736
38712,PSS,EE,HEPHY,Left,,,0.654
38712,PSS,WW,HEPHY,Left,,,0.634
38712,PSS,EE,HEPHY,Left,,,0.798
38712,PSS,WW,HEPHY,Left,,,0.859
38712,PSS,EE,HEPHY,Left,,,0.792
38712,PSS,WW,HEPHY,Left,,,0.705
38712,PSS,EE,HEPHY,Left,,,1.088
38712,PSS,WW,HEPHY,Left,,,0.811
38196,2S,EE,Demokritos,Left,19.1,19.1,1.035
38196,2S,WW,Demokritos,Left,21.4,21.4,0.962
38196,2S,EE,Demokritos,Left,23.3,23.3,1.093
38196,2S,WW,Demokritos,Left,20.7,20.7,1.182
38196,2S,EE,Demokritos,Left,21.5,21.5,1.169
38196,2S,WW,Demokritos,Left,21.9,21.9,1.109
38196,2S,EE,Demokritos,Left,22.7,22.7,1.043
38196,2S,WW,Demokritos,Left,19.0,19.0,1.047
38196,2S,EE,Demokritos,Left,22.3,22.3,1.164
38196,2S,WW,Demokritos,Left,22.6,22.6,1.141
38196,2S,EE,Demokritos,Left,22.2,22.2,0.974
38196,2S,WW,Demokritos,Left,22.6,22.6,0.962
38196,2S,EE,Demokritos,Left,20.5,20.5,0.964
38196,2S,WW,Demokritos,Left,21.8,21.8,0.95
38197,2S,EE,HEPHY,Left,,,0.934
38197,2S,WW,HEPHY,Left,,,0.93
38197,2S,EE,HEPHY,Left,,,1.028
38197,2S,WW,HEPHY,Left,,,1.362
38197,2S,EE,HEPHY,Left,,,1.015
38197,2S,WW,HEPHY,Left,,,0.993
38197,2S,EE,HEPHY,Left,,,1.044
38197,2S,WW,HEPHY,Left,,,1.031
38197,2S,EE,HEPHY,Left,,,1.167
38197,2S,WW,HEPHY,Left,,,1.044
38197,2S,EE,HEPHY,Left,,,1.126
38197,2S,WW,HEPHY,Left,,,0.939
38197,2S,EE,HEPHY,Left,,,1.219
38197,2S,WW,HEPHY,Left,,,0.825
38197,2S,EE,HEPHY,Left,,,0.953
38197,2S,WW,HEPHY,Left,,,0.995
38199,2S,EE,Demokritos,Left,18.6,18.6,1.278
38199,2S,WW,Demokritos,Left,19.7,19.7,1.158
38199,2S,EE,Demokritos,Left,20.3,20.3,1.18
38199,2S,WW,Demokritos,Left,20.8,20.8,1.147
38199,2S,EE,Demokritos,Left,20.1,20.1,1.204
38199,2S,WW,Demokritos,Left,20.8,20.8,1.154
38199,2S,EE,Demokritos,Left,21.3,21.3,1.041
38199,2S,WW,Demokritos,Left,21.6,21.6,1.008
38199,2S,EE,Demokritos,Left,22.2,22.2,1.072
38199,2S,WW,Demokritos,Left,22.5,22.5,1.055
38199,2S,EE,Demokritos,Left,20.4,20.4,1.145
38199,2S,WW,Demokritos,Left,21.6,21.6,1.075
38199,2S,EE,Demokritos,Left,21.7,21.7,1.107
38199,2S,WW,Demokritos,Left,22.0,22.0,1.071
38200,2S,EE,HEPHY,Left,,,0.882
38200,2S,WW,HEPHY,Left,,,0.808
38200,2S,EE,HEPHY,Left,,,0.903
38200,2S,WW,HEPHY,Left,,,0.858
38200,2S,EE,HEPHY,Left,,,1.049
38200,2S,WW,HEPHY,Left,,,0.89
38200,2S,EE,HEPHY,Left,,,0.943
38200,2S,WW,HEPHY,Left,,,0.935
38200,2S,EE,HEPHY,Left,,,0.742
38200,2S,WW,HEPHY,Left,,,0.662
38200,2S,EE,HEPHY,Left,,,0.83
38200,2S,WW,HEPHY,Left,,,0.765
38200,2S,EE,HEPHY,Left,,,1.053
38200,2S,WW,HEPHY,Left,,,0.827
38200,2S,EE,HEPHY,Left,,,0.849
38200,2S,WW,HEPHY,Left,,,0.835
38202,2S,EE,Brown,Right,20.0,20.022,0.683
38202,2S,WW,Brown,Right,20.0,20.02,0.729
38202,2S,EE,Brown,Right,20.0,20.013,0.698
38202,2S,WW,Brown,Right,20.0,20.018,0.752
38202,2S,EE,Brown,Right,20.0,20.016,0.742
38202,2S,WW,Brown,Right,20.0,20.019,0.759
38202,2S,EE,Brown,Right,20.0,20.016,0.769
38202,2S,WW,Brown,Right,20.0,20.016,0.806
38202,2S,EE,Brown,Right,20.0,20.007,0.678
38202,2S,WW,Brown,Right,20.0,20.005,0.684
38202,2S,EE,Brown,Right,20.0,20.011,0.674
38202,2S,WW,Brown,Right,20.0,20.007,0.694
38202,2S,EE,Brown,Right,20.0,20.005,0.697
38202,2S,WW,Brown,Right,20.0,20.01,0.725
38202,2S,EE,Brown,Right,20.0,20.011,0.69
38202,2S,WW,Brown,Right,20.0,20.008,0.711
38691,2S,EE,HEPHY,Left,,,1.013
38691,2S,WW,HEPHY,Left,,,0.953
38691,2S,EE,HEPHY,Left,,,0.97
38691,2S,WW,HEPHY,Left,,,1.122
38691,2S,EE,HEPHY,Left,,,1.064
38691,2S,WW,HEPHY,Left,,,1.078
38691,2S,EE,HEPHY,Left,,,0.949
38691,2S,WW,HEPHY,Left,,,0.781
38691,2S,EE,HEPHY,Left,,,1.031
38691,2S,WW,HEPHY,Left,,,0.98
38691,2S,EE,HEPHY,Left,,,0.965
38691,2S,WW,HEPHY,Left,,,0.959
38691,2S,EE,HEPHY,Left,,,1.038
38691,2S,WW,HEPHY,Left,,,0.957
