batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_ACC_V
42249,2S,EE,Brown,Right,20.0,20.004,-2.54
42249,2S,WW,Brown,Right,20.0,20.003,-2.573
42249,2S,EE,Brown,Right,20.0,20.008,-2.555
42249,2S,WW,Brown,Right,20.0,20.003,-2.578
42249,2S,EE,Brown,Right,20.0,20.003,-2.376
42249,2S,WW,Brown,Right,20.0,20.003,-2.4
42249,2S,EE,Brown,Right,20.0,20.018,-2.453
42249,2S,WW,Brown,Right,20.0,20.017,-2.426
42249,2S,EE,Brown,Right,20.0,20.007,-2.479
42249,2S,WW,Brown,Right,20.0,20.005,-2.449
42249,2S,EE,Brown,Right,20.0,20.082,-2.51
42249,2S,WW,Brown,Right,20.0,20.071,-2.451
42250,2S,EE,Perugia,Left,20.0,20.0,-2.53
42250,2S,WW,Perugia,Left,20.0,20.0,-2.605
42250,2S,EE,Perugia,Left,20.0,20.0,-2.542
42250,2S,WW,Perugia,Left,20.0,20.0,-2.612
42250,2S,EE,Perugia,Left,20.0,20.0,-2.556
42250,2S,WW,Perugia,Left,20.0,20.0,-2.626
42250,2S,EE,Perugia,Left,20.0,20.0,-2.006
42250,2S,WW,Perugia,Left,20.0,20.0,-2.624
42250,2S,EE,Perugia,Left,20.0,20.0,-2.454
42250,2S,WW,Perugia,Left,20.0,20.0,-2.529
42250,2S,EE,Perugia,Left,20.0,20.0,-2.355
42250,2S,WW,Perugia,Left,20.0,20.0,-2.432
42250,2S,EE,Perugia,Left,20.0,20.0,-2.505
42250,2S,WW,Perugia,Left,20.0,20.0,-2.478
42250,2S,EE,Perugia,Left,20.0,20.0,-2.434
42250,2S,WW,Perugia,Left,20.0,20.0,-2.596
42251,2S,EE,Brown,Right,20.0,20.005,-2.263
42251,2S,WW,Brown,Right,20.0,20.001,-2.317
42251,2S,EE,Brown,Right,20.0,20.003,-2.326
42251,2S,WW,Brown,Right,20.0,20.003,-2.359
42251,2S,EE,Brown,Right,20.0,20.012,-2.367
42251,2S,WW,Brown,Right,20.0,20.007,-2.421
42251,2S,EE,Brown,Right,20.0,20.006,-2.363
42251,2S,WW,Brown,Right,20.0,20.006,-2.433
42251,2S,EE,Brown,Right,20.0,20.082,-2.267
42251,2S,WW,Brown,Right,20.0,20.009,-2.243
42251,2S,EE,Brown,Right,20.0,20.003,-2.187
42251,2S,WW,Brown,Right,20.0,20.003,-2.24
42251,2S,EE,Brown,Right,20.0,20.064,-2.245
42251,2S,WW,Brown,Right,20.0,20.002,-2.266
42251,2S,EE,Brown,Right,20.0,20.045,-2.282
42251,2S,WW,Brown,Right,20.0,20.056,-2.237
42253,2S,EE,Demokritos,Left,22.8,22.8,-2.823
42253,2S,WW,Demokritos,Left,22.7,22.7,-3.048
42253,2S,EE,Demokritos,Left,22.1,22.1,-2.838
42253,2S,WW,Demokritos,Left,22.0,22.0,-2.958
42253,2S,EE,Demokritos,Left,22.5,22.5,-2.808
42253,2S,WW,Demokritos,Left,22.4,22.4,-2.853
42253,2S,EE,Demokritos,Left,20.8,20.8,-2.823
42253,2S,WW,Demokritos,Left,21.5,21.5,-3.168
42253,2S,EE,Demokritos,Left,22.2,22.2,-2.778
42253,2S,WW,Demokritos,Left,22.2,22.2,-3.048
42254,2S,EE,Demokritos,Left,20.6,20.6,-2.778
42254,2S,WW,Demokritos,Left,21.2,21.2,-2.943
42254,2S,EE,Demokritos,Left,21.7,21.7,-2.778
42254,2S,WW,Demokritos,Left,21.7,21.7,-2.928
42254,2S,EE,Demokritos,Left,21.5,21.5,-2.763
42254,2S,WW,Demokritos,Left,21.8,21.8,-2.883
42254,2S,EE,Demokritos,Left,21.8,21.8,-2.598
42254,2S,WW,Demokritos,Left,21.8,21.8,-2.748
42254,2S,EE,Demokritos,Left,21.8,21.8,-2.688
42254,2S,WW,Demokritos,Left,21.8,21.8,-2.823
42255,2S,EE,Demokritos,Left,21.9,21.9,-2.748
42255,2S,WW,Demokritos,Left,21.9,21.9,-2.733
42255,2S,EE,Demokritos,Left,21.9,21.9,-2.748
42255,2S,WW,Demokritos,Left,22.0,22.0,-2.733
42255,2S,EE,Demokritos,Left,20.6,20.6,-2.763
42255,2S,WW,Demokritos,Left,21.1,21.1,-2.733
42255,2S,EE,Demokritos,Left,21.5,21.5,-2.583
42255,2S,WW,Demokritos,Left,21.8,21.8,-2.643
42255,2S,EE,Demokritos,Left,21.8,21.8,-2.643
42255,2S,WW,Demokritos,Left,21.9,21.9,-2.643
42651,2S,EE,Perugia,Left,20.0,20.0,-2.357
42651,2S,WW,Perugia,Left,20.0,20.0,-2.336
42651,2S,EE,Perugia,Left,20.0,20.0,-2.346
42651,2S,EE,Perugia,Left,20.0,20.0,-1.985
42651,2S,WW,Perugia,Left,20.0,20.0,-2.36
42651,2S,WW,Perugia,Left,20.0,20.0,-1.989
42651,2S,EE,Perugia,Left,20.0,20.0,-2.365
42651,2S,WW,Perugia,Left,20.0,20.0,-2.449
42651,2S,EE,Perugia,Left,20.0,20.0,-2.361
42651,2S,EE,Perugia,Left,20.0,20.0,-2.001
42651,2S,WW,Perugia,Left,20.0,20.0,-2.452
42651,2S,WW,Perugia,Left,20.0,20.0,-2.013
42651,2S,EE,Perugia,Left,20.0,20.0,-2.224
42651,2S,WW,Perugia,Left,20.0,20.0,-2.184
42651,2S,EE,Perugia,Left,20.0,20.0,-2.226
42651,2S,EE,Perugia,Left,20.0,20.0,-1.915
42651,2S,WW,Perugia,Left,20.0,20.0,-2.247
42651,2S,WW,Perugia,Left,20.0,20.0,-1.815
42651,2S,EE,Perugia,Left,20.0,20.0,-2.201
42651,2S,WW,Perugia,Left,20.0,20.0,-2.309
42651,2S,EE,Perugia,Left,20.0,20.0,-2.219
42651,2S,EE,Perugia,Left,20.0,20.0,-1.932
42651,2S,WW,Perugia,Left,20.0,20.0,-2.353
42651,2S,WW,Perugia,Left,20.0,20.0,-1.973
42652,2S,EE,Perugia,Left,20.0,20.0,-2.306
42652,2S,WW,Perugia,Left,20.0,20.0,-2.363
42652,2S,EE,Perugia,Left,20.0,20.0,-2.305
42652,2S,WW,Perugia,Left,20.0,20.0,-2.457
42652,2S,EE,Perugia,Left,20.0,20.0,-2.333
42652,2S,WW,Perugia,Left,20.0,20.0,-2.458
42652,2S,EE,Perugia,Left,20.0,20.0,-2.357
42652,2S,WW,Perugia,Left,20.0,20.0,-2.448
42652,2S,EE,Perugia,Left,20.0,20.0,-2.196
42652,2S,WW,Perugia,Left,20.0,20.0,-2.272
42652,2S,EE,Perugia,Left,20.0,20.0,-2.228
42652,2S,WW,Perugia,Left,20.0,20.0,-2.179
42652,2S,EE,Perugia,Left,20.0,20.0,-2.278
42652,2S,WW,Perugia,Left,20.0,20.0,-2.41
42652,2S,EE,Perugia,Left,20.0,20.0,-2.269
42652,2S,WW,Perugia,Left,20.0,20.0,-2.399
42256,2S,EE,Brown,Right,20.0,20.012,-2.715
42256,2S,WW,Brown,Right,20.0,20.022,-2.616
42256,2S,EE,Brown,Right,20.0,20.038,-2.736
42256,2S,WW,Brown,Right,20.0,20.053,-2.648
42256,2S,EE,Brown,Right,20.0,20.054,-2.808
42256,2S,WW,Brown,Right,20.0,20.038,-2.703
42256,2S,EE,Brown,Right,20.0,20.086,-2.821
42256,2S,WW,Brown,Right,20.0,20.056,-2.626
42256,2S,EE,Brown,Right,20.0,20.017,-2.847
42256,2S,WW,Brown,Right,20.0,20.054,-2.662
42256,2S,EE,Brown,Right,20.0,20.007,-2.652
42256,2S,WW,Brown,Right,20.0,20.017,-2.491
42256,2S,EE,Brown,Right,20.0,20.061,-2.689
42256,2S,WW,Brown,Right,20.0,20.037,-2.519
42256,2S,EE,Brown,Right,20.0,20.061,-2.704
42256,2S,WW,Brown,Right,20.0,20.038,-2.551
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.651
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.453
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.413
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.644
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.417
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.64
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.475
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.637
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.509
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.627
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.471
42257,2S,EE,Brown,Right,20.0,20.032,-3.145
42257,2S,WW,Brown,Right,20.0,20.084,-2.504
42257,2S,EE,Brown,Right,20.0,20.015,-2.971
42257,2S,WW,Brown,Right,20.0,20.035,-2.5
42257,2S,EE,Brown,Right,20.0,20.13,-2.752
42257,2S,WW,Brown,Right,20.0,20.043,-2.557
42257,2S,EE,Brown,Right,20.0,20.067,-2.768
42257,2S,WW,Brown,Right,20.0,20.036,-2.527
42257,2S,EE,Brown,Right,20.0,20.006,-3.603
42257,2S,WW,Brown,Right,20.0,20.015,-2.384
42257,2S,EE,Brown,Right,20.0,20.015,-3.626
42257,2S,WW,Brown,Right,20.0,20.035,-2.337
42257,2S,EE,Brown,Right,20.0,20.06,-3.202
42257,2S,WW,Brown,Right,20.0,20.05,-2.386
42257,2S,EE,Brown,Right,20.0,20.062,-3.238
42257,2S,WW,Brown,Right,20.0,20.043,-2.475
42657,2S,EE,Demokritos,Left,21.9,21.9,-2.973
42657,2S,WW,Demokritos,Left,22.3,22.3,-2.958
42657,2S,EE,Demokritos,Left,22.4,22.4,-2.988
42657,2S,WW,Demokritos,Left,22.8,22.8,-2.988
42657,2S,EE,Demokritos,Left,23.2,23.2,-2.958
42657,2S,WW,Demokritos,Left,23.6,23.6,-2.988
42657,2S,EE,Demokritos,Left,23.9,23.9,-2.838
42657,2S,WW,Demokritos,Left,24.2,24.2,-2.793
42657,2S,EE,Demokritos,Left,20.8,20.8,-2.853
42657,2S,WW,Demokritos,Left,22.0,22.0,-2.793
42657,2S,EE,Demokritos,Left,22.6,22.6,-2.823
42657,2S,WW,Demokritos,Left,23.0,23.0,-2.838
42657,2S,EE,Demokritos,Left,23.3,23.3,-2.898
42657,2S,WW,Demokritos,Left,23.7,23.7,-2.868
42658,2S,EE,Demokritos,Left,24.5,24.5,-2.658
42658,2S,WW,Demokritos,Left,24.7,24.7,-2.583
42658,2S,EE,Demokritos,Left,23.5,23.5,-2.613
42658,2S,WW,Demokritos,Left,24.0,24.0,-2.553
42658,2S,EE,Demokritos,Left,24.9,24.9,-2.658
42658,2S,WW,Demokritos,Left,21.0,21.0,-2.613
42658,2S,EE,Demokritos,Left,24.2,24.2,-2.658
42658,2S,WW,Demokritos,Left,24.5,24.5,-2.643
42658,2S,EE,Demokritos,Left,21.8,21.8,-2.477
42658,2S,WW,Demokritos,Left,22.4,22.4,-2.462
42658,2S,EE,Demokritos,Left,24.8,24.8,-2.523
42658,2S,WW,Demokritos,Left,25.1,25.1,-2.477
42658,2S,EE,Demokritos,Left,22.9,22.9,-2.553
42658,2S,WW,Demokritos,Left,23.2,23.2,-2.538
42659,2S,EE,Demokritos,Left,21.9,21.9,-2.718
42659,2S,WW,Demokritos,Left,22.2,22.2,-2.733
42659,2S,EE,Demokritos,Left,22.1,22.1,-2.748
42659,2S,WW,Demokritos,Left,22.2,22.2,-2.748
42659,2S,EE,Demokritos,Left,20.6,20.6,-2.748
42659,2S,WW,Demokritos,Left,21.5,21.5,-2.778
42659,2S,EE,Demokritos,Left,22.1,22.1,-2.568
42659,2S,WW,Demokritos,Left,22.5,22.5,-2.568
42659,2S,EE,Demokritos,Left,22.2,22.2,-2.598
42659,2S,WW,Demokritos,Left,22.2,22.2,-2.583
42659,2S,EE,Demokritos,Left,22.8,22.8,-2.613
42659,2S,WW,Demokritos,Left,23.1,23.1,-2.598
42659,2S,EE,Demokritos,Left,22.2,22.2,-2.688
42659,2S,WW,Demokritos,Left,22.2,22.2,-2.673
42901,2S,EE,Demokritos,Left,23.8,23.8,-2.913
42901,2S,WW,Demokritos,Left,24.2,24.2,-2.913
42901,2S,EE,Demokritos,Left,23.7,23.7,-2.883
42901,2S,WW,Demokritos,Left,24.0,24.0,-2.913
42901,2S,EE,Demokritos,Left,24.5,24.5,-2.883
42901,2S,WW,Demokritos,Left,21.1,21.1,-2.943
42901,2S,EE,Demokritos,Left,22.0,22.0,-2.928
42901,2S,WW,Demokritos,Left,22.7,22.7,-2.958
42901,2S,EE,Demokritos,Left,23.1,23.1,-2.748
42901,2S,WW,Demokritos,Left,23.4,23.4,-2.733
42901,2S,EE,Demokritos,Left,20.0,20.0,-2.778
42901,2S,WW,Demokritos,Left,21.4,21.4,-2.748
42901,2S,EE,Demokritos,Left,22.5,22.5,-2.838
42901,2S,WW,Demokritos,Left,23.3,23.3,-2.838
42902,2S,EE,Brown,Right,20.0,20.005,-3.224
42902,2S,WW,Brown,Right,20.0,20.009,-2.517
42902,2S,EE,Brown,Right,20.0,20.013,-2.957
42902,2S,WW,Brown,Right,20.0,20.029,-2.517
42902,2S,EE,Brown,Right,20.0,20.047,-2.918
42902,2S,WW,Brown,Right,20.0,20.028,-2.54
42902,2S,EE,Brown,Right,20.0,20.049,-2.781
42902,2S,WW,Brown,Right,20.0,20.016,-2.558
42902,2S,EE,Brown,Right,20.0,20.002,-2.796
42902,2S,WW,Brown,Right,20.0,20.007,-2.557
42902,2S,EE,Brown,Right,20.0,20.011,-2.718
42902,2S,WW,Brown,Right,20.0,20.017,-2.581
42902,2S,EE,Brown,Right,20.0,20.024,-3.088
42902,2S,WW,Brown,Right,20.0,20.017,-2.412
42902,2S,EE,Brown,Right,20.0,20.052,-3.343
42902,2S,WW,Brown,Right,20.0,20.018,-2.433
42903,2S,EE,Brown,Right,20.0,20.002,-1.934
42903,2S,WW,Brown,Right,20.0,20.006,-1.925
42903,2S,EE,Brown,Right,20.0,20.007,-1.947
42903,2S,WW,Brown,Right,20.0,20.016,-1.978
42903,2S,EE,Brown,Right,20.0,20.017,-2.061
42903,2S,WW,Brown,Right,20.0,20.009,-2.014
42903,2S,EE,Brown,Right,20.0,20.049,-1.999
42903,2S,WW,Brown,Right,20.0,20.02,-1.971
42903,2S,EE,Brown,Right,20.0,20.006,-2.103
42903,2S,WW,Brown,Right,20.0,20.019,-1.99
42903,2S,EE,Brown,Right,20.0,20.005,-1.878
42903,2S,WW,Brown,Right,20.0,20.021,-1.911
42903,2S,EE,Brown,Right,20.0,20.051,-1.9
42903,2S,WW,Brown,Right,20.0,20.031,-1.919
42903,2S,EE,Brown,Right,20.0,20.055,-1.883
42903,2S,WW,Brown,Right,20.0,20.028,-1.897
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.469
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.478
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.604
42649,PSS,EE,Perugia,Left,20.0,20.0,-2.475
42649,PSS,WW,Perugia,Left,20.0,20.0,-2.595
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.315
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.302
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.369
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.379
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.388
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.427
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.461
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.462
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.214
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.157
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.137
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.15
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.168
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.293
42899,PSS,EE,Perugia,Left,20.0,20.0,-2.339
42899,PSS,WW,Perugia,Left,20.0,20.0,-2.342
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.0
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.345
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.067
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.618
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.118
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.552
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.117
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.631
42258,PSP,EE,Perugia,Left,20.0,20.0,-3.673
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.426
42258,PSP,EE,Perugia,Left,20.0,20.0,-3.918
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.44
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.03
42258,PSP,EE,Perugia,Left,20.0,20.0,-4.03
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.553
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.553
42258,PSP,EE,Perugia,Left,20.0,20.0,-3.928
42258,PSP,WW,Perugia,Left,20.0,20.0,-3.38
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.541
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.251
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.528
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.299
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.361
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.308
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.541
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.495
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.516
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.072
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.491
42259,PSP,WW,Perugia,Left,20.0,20.0,-3.997
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.495
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.088
42259,PSP,EE,Perugia,Left,20.0,20.0,-4.357
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.074
42259,PSP,WW,Perugia,Left,20.0,20.0,-4.074
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.195
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.591
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.134
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.637
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.439
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.833
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.361
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.676
42660,PSP,EE,Perugia,Left,20.0,20.0,-3.852
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.367
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.16
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.672
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.672
42660,PSP,EE,Perugia,Left,20.0,20.0,-4.087
42660,PSP,WW,Perugia,Left,20.0,20.0,-3.593
42660,PSP,EE,Perugia,Left,20.0,20.0,5.0
42660,PSP,EE,Perugia,Left,20.0,20.0,5.0
42660,PSP,EE,Perugia,Left,20.0,20.0,5.0
42660,PSP,WW,Perugia,Left,20.0,20.0,5.0
42660,PSP,WW,Perugia,Left,20.0,20.0,5.0
42660,PSP,WW,Perugia,Left,20.0,20.0,5.0
42904,2S,EE,Brown,Right,20.0,20.006,-3.184
42904,2S,WW,Brown,Right,20.0,20.003,-2.702
42904,2S,EE,Brown,Right,20.0,20.011,-3.225
42904,2S,WW,Brown,Right,20.0,20.033,-2.699
42904,2S,EE,Brown,Right,20.0,20.011,-2.945
42904,2S,WW,Brown,Right,20.0,20.005,-2.758
42904,2S,EE,Brown,Right,20.0,20.067,-2.929
42904,2S,WW,Brown,Right,20.0,20.043,-2.789
42904,2S,EE,Brown,Right,20.0,20.003,-2.857
42904,2S,WW,Brown,Right,20.0,20.017,-2.774
42904,2S,EE,Brown,Right,20.0,20.003,-3.749
42904,2S,WW,Brown,Right,20.0,20.012,-2.545
42912,PSP,EE,Demokritos,Left,22.8,22.8,-3.544
42912,PSP,WW,Demokritos,Left,22.8,22.8,-2.763
42912,PSP,EE,Demokritos,Left,21.9,21.9,-3.754
42912,PSP,WW,Demokritos,Left,22.4,22.4,-3.468
42912,PSP,EE,Demokritos,Left,22.8,22.8,-2.763
42912,PSP,WW,Demokritos,Left,22.8,22.8,-3.844
42912,PSP,EE,Demokritos,Left,22.6,22.6,-3.769
42912,PSP,WW,Demokritos,Left,22.8,22.8,-3.348
42912,PSP,EE,Demokritos,Left,22.8,22.8,-2.147
42912,PSP,WW,Demokritos,Left,19.9,19.9,-3.994
42912,PSP,EE,Demokritos,Left,22.9,22.9,-3.874
42912,PSP,WW,Demokritos,Left,20.8,20.8,-3.979
42912,PSP,EE,Demokritos,Left,20.6,20.6,-3.153
42912,PSP,WW,Demokritos,Left,21.3,21.3,-3.994
42912,PSP,EE,Demokritos,Left,21.6,21.6,-3.964
42912,PSP,WW,Demokritos,Left,21.6,21.6,-3.994
42913,PSP,EE,Demokritos,Left,20.8,20.8,-2.462
42913,PSP,WW,Demokritos,Left,20.4,20.4,-3.949
42913,PSP,EE,Demokritos,Left,17.2,17.2,-2.267
42913,PSP,WW,Demokritos,Left,17.2,17.2,-3.994
42913,PSP,EE,Demokritos,Left,9999.9,9999.9,-3.559
42913,PSP,WW,Demokritos,Left,19.5,19.5,-3.994
42913,PSP,EE,Demokritos,Left,19.2,19.2,-3.438
42913,PSP,WW,Demokritos,Left,19.4,19.4,-3.994
42913,PSP,EE,Demokritos,Left,17.5,17.5,-2.252
42913,PSP,WW,Demokritos,Left,18.2,18.2,-3.994
42913,PSP,EE,Demokritos,Left,19.8,19.8,-3.994
42913,PSP,WW,Demokritos,Left,18.4,18.4,-3.709
42913,PSP,EE,Demokritos,Left,17.2,17.2,-2.132
42913,PSP,WW,Demokritos,Left,17.0,17.0,-3.844
42913,PSP,EE,Demokritos,Left,16.9,16.9,-2.763
42913,PSP,WW,Demokritos,Left,16.9,16.9,-3.754
42904,2S,EE,Brown,Right,20.0,20.061,-3.594
42904,2S,WW,Brown,Right,20.0,20.061,-2.591
42904,2S,EE,Brown,Right,20.0,20.055,-3.426
42904,2S,WW,Brown,Right,20.0,20.06,-2.635
42905,2S,EE,Brown,Right,20.0,20.025,-2.762
42905,2S,WW,Brown,Right,20.0,20.055,-2.776
42905,2S,EE,Brown,Right,20.0,20.014,-2.752
42905,2S,WW,Brown,Right,20.0,20.043,-2.834
42905,2S,EE,Brown,Right,20.0,20.085,-2.838
42905,2S,WW,Brown,Right,20.0,20.068,-2.864
42905,2S,EE,Brown,Right,20.0,20.082,-2.833
42905,2S,WW,Brown,Right,20.0,20.057,-2.843
42905,2S,EE,Brown,Right,20.0,20.007,-2.878
42905,2S,WW,Brown,Right,20.0,20.026,-2.839
42905,2S,EE,Brown,Right,20.0,20.007,-2.666
42905,2S,WW,Brown,Right,20.0,20.02,-2.669
42905,2S,EE,Brown,Right,20.0,20.068,-2.657
42905,2S,WW,Brown,Right,20.0,20.059,-2.685
42905,2S,EE,Brown,Right,20.0,20.068,-2.683
42905,2S,WW,Brown,Right,20.0,20.055,-2.707
42906,2S,EE,Demokritos,Left,17.7,17.7,-2.853
42906,2S,WW,Demokritos,Left,18.8,18.8,-2.943
42906,2S,EE,Demokritos,Left,19.6,19.6,-2.868
42906,2S,WW,Demokritos,Left,21.1,21.1,-2.913
42906,2S,EE,Demokritos,Left,20.0,20.0,-2.883
42906,2S,WW,Demokritos,Left,20.9,20.9,-2.958
42906,2S,EE,Demokritos,Left,21.4,21.4,-2.958
42906,2S,WW,Demokritos,Left,22.0,22.0,-2.973
42906,2S,EE,Demokritos,Left,21.9,21.9,-2.658
42906,2S,WW,Demokritos,Left,22.3,22.3,-2.718
42906,2S,EE,Demokritos,Left,22.3,22.3,-2.763
42906,2S,WW,Demokritos,Left,22.5,22.5,-2.853
42906,2S,EE,Demokritos,Left,22.5,22.5,-2.838
42906,2S,WW,Demokritos,Left,22.8,22.8,-2.928
42907,2S,EE,Demokritos,Left,19.7,19.7,-2.943
42907,2S,WW,Demokritos,Left,20.9,20.9,-2.958
42907,2S,EE,Demokritos,Left,20.3,20.3,-2.958
42907,2S,WW,Demokritos,Left,21.8,21.8,-3.003
42907,2S,EE,Demokritos,Left,21.4,21.4,-3.048
42907,2S,WW,Demokritos,Left,21.9,21.9,-3.033
42907,2S,EE,Demokritos,Left,22.3,22.3,-2.793
42907,2S,WW,Demokritos,Left,22.6,22.6,-2.838
42907,2S,EE,Demokritos,Left,22.9,22.9,-2.778
42907,2S,WW,Demokritos,Left,23.0,23.0,-2.793
42907,2S,EE,Demokritos,Left,22.1,22.1,-2.823
42907,2S,WW,Demokritos,Left,22.3,22.3,-2.838
42907,2S,EE,Demokritos,Left,22.6,22.6,-2.838
42907,2S,WW,Demokritos,Left,22.7,22.7,-2.853
42908,2S,EE,Brown,Right,20.0,20.004,-2.764
42908,2S,WW,Brown,Right,20.0,20.01,-2.87
42908,2S,EE,Brown,Right,20.0,20.023,-2.764
42908,2S,WW,Brown,Right,20.0,20.059,-2.85
42908,2S,EE,Brown,Right,20.0,20.037,-2.866
42908,2S,WW,Brown,Right,20.0,20.03,-2.901
42908,2S,EE,Brown,Right,20.0,20.089,-2.865
42908,2S,WW,Brown,Right,20.0,20.063,-2.88
42908,2S,EE,Brown,Right,20.0,20.009,-2.848
42908,2S,WW,Brown,Right,20.0,20.006,-2.926
42908,2S,EE,Brown,Right,20.0,20.015,-2.65
42908,2S,WW,Brown,Right,20.0,20.035,-2.632
42908,2S,EE,Brown,Right,20.0,20.032,-2.647
42908,2S,WW,Brown,Right,20.0,20.022,-2.695
42908,2S,EE,Brown,Right,20.0,20.07,-2.666
42908,2S,WW,Brown,Right,20.0,20.047,-2.761
42909,2S,EE,Brown,Right,20.0,20.006,-2.879
42909,2S,WW,Brown,Right,20.0,20.017,-2.604
42909,2S,EE,Brown,Right,20.0,20.015,-2.784
42909,2S,WW,Brown,Right,20.0,20.036,-2.59
42909,2S,EE,Brown,Right,20.0,20.051,-2.849
42909,2S,WW,Brown,Right,20.0,20.041,-2.695
42909,2S,EE,Brown,Right,20.0,20.069,-2.691
42909,2S,WW,Brown,Right,20.0,20.042,-2.621
42909,2S,EE,Brown,Right,20.0,20.007,-2.739
42909,2S,WW,Brown,Right,20.0,20.013,-2.673
42909,2S,WW,Brown,Right,20.0,20.045,-2.44
42909,2S,EE,Brown,Right,20.0,20.051,-2.899
42909,2S,WW,Brown,Right,20.0,20.037,-2.488
42909,2S,EE,Brown,Right,20.0,20.081,-2.857
42909,2S,WW,Brown,Right,20.0,20.054,-2.533
43258,2S,EE,Perugia,Left,20.0,20.0,-2.84
43258,2S,WW,Perugia,Left,20.0,20.0,-2.926
43258,2S,EE,Perugia,Left,20.0,20.0,-2.886
43258,2S,WW,Perugia,Left,20.0,20.0,-2.882
43258,2S,EE,Perugia,Left,20.0,20.0,-2.825
43258,2S,WW,Perugia,Left,20.0,20.0,-2.876
43258,2S,EE,Perugia,Left,20.0,20.0,-2.754
43258,2S,WW,Perugia,Left,20.0,20.0,-2.847
43258,2S,EE,Perugia,Left,20.0,20.0,-2.766
43258,2S,WW,Perugia,Left,20.0,20.0,-2.851
43258,2S,EE,Perugia,Left,20.0,20.0,-2.666
43258,2S,EE,Perugia,Left,20.0,20.0,-2.666
43258,2S,WW,Perugia,Left,20.0,20.0,-2.834
43258,2S,EE,Perugia,Left,20.0,20.0,-2.781
43258,2S,WW,Perugia,Left,20.0,20.0,-2.823
