batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,RHO_KOHMCM,VD_V,CMIN_PFRD,NA,D_UM,CMINPLNR_PFRD,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
36236,PSS,WW,62991,36236_012_PSS_HM_WW,-1.0,0.019,2.595,8.961,224.881,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_012_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_10h37m47s.txt,Perugia
36236,PSS,EE,63090,36236_021_PSS_HM_EE,3.213,261.596,2.594,9.376,224.968,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_12h10m44s.txt,Perugia
36236,PSS,EE,63090,36236_021_PSS_HM_EE,-1.0,0.0,2.594,9.376,224.968,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_12h10m44s.txt,Perugia
36236,PSS,EE,63090,36236_021_PSS_HM_EE,-1.0,0.0,2.594,9.376,224.968,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_12h10m44s.txt,Perugia
36236,PSS,WW,63095,36236_021_PSS_HM_WW,2.771,303.324,2.636,9.418,221.384,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_12h57m14s.txt,Perugia
36236,PSS,WW,63095,36236_021_PSS_HM_WW,-1.0,0.0,2.636,9.418,221.384,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_12h57m14s.txt,Perugia
36236,PSS,WW,63095,36236_021_PSS_HM_WW,-1.0,0.0,2.636,9.418,221.384,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_021_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_12h57m14s.txt,Perugia
36236,PSS,EE,63550,36236_026_PSS_HM_EE,3.155,266.373,2.605,8.561,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_12h6m19s.txt,Perugia
36236,PSS,EE,63550,36236_026_PSS_HM_EE,-1.0,0.019,2.605,8.561,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_12h6m19s.txt,Perugia
36236,PSS,EE,63550,36236_026_PSS_HM_EE,-1.0,0.019,2.605,8.561,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_12h6m19s.txt,Perugia
36236,PSS,WW,63555,36236_026_PSS_HM_WW,3.184,263.941,2.597,8.722,224.708,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_14h21m55s.txt,Perugia
36236,PSS,WW,63555,36236_026_PSS_HM_WW,-1.0,0.019,2.597,8.722,224.708,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_14h21m55s.txt,Perugia
36236,PSS,WW,63555,36236_026_PSS_HM_WW,-1.0,0.019,2.597,8.722,224.708,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_026_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_14h21m55s.txt,Perugia
36236,PSS,EE,63610,36236_031_PSS_HM_EE,3.163,265.704,2.612,8.565,223.418,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_15h3m30s.txt,Perugia
36236,PSS,EE,63610,36236_031_PSS_HM_EE,-1.0,0.0,2.612,8.565,223.418,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_15h3m30s.txt,Perugia
36236,PSS,EE,63610,36236_031_PSS_HM_EE,-1.0,0.0,2.612,8.565,223.418,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_15h3m30s.txt,Perugia
36236,PSS,WW,63615,36236_031_PSS_HM_WW,3.189,263.588,2.601,8.459,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_16h12m59s.txt,Perugia
36236,PSS,WW,63615,36236_031_PSS_HM_WW,-1.0,0.0,2.601,8.459,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_16h12m59s.txt,Perugia
36236,PSS,WW,63615,36236_031_PSS_HM_WW,-1.0,0.0,2.601,8.459,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_031_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_16h12m59s.txt,Perugia
36236,PSS,EE,63670,36236_036_PSS_HM_EE,3.122,269.19,2.601,8.963,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_15h27m36s.txt,Perugia
36236,PSS,EE,63670,36236_036_PSS_HM_EE,-1.0,0.019,2.601,8.963,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_15h27m36s.txt,Perugia
36236,PSS,EE,63670,36236_036_PSS_HM_EE,-1.0,0.019,2.601,8.963,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_E_flute3_L_DiodeCV_8_6_2021_15h27m36s.txt,Perugia
36236,PSS,WW,63675,36236_036_PSS_HM_WW,3.124,269.056,2.603,8.656,224.19,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_16h9m33s.txt,Perugia
36236,PSS,WW,63675,36236_036_PSS_HM_WW,-1.0,0.019,2.603,8.656,224.19,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_16h9m33s.txt,Perugia
36236,PSS,WW,63675,36236_036_PSS_HM_WW,-1.0,0.019,2.603,8.656,224.19,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_036_PSS_HM_W_flute3_L_DiodeCV_8_6_2021_16h9m33s.txt,Perugia
36236,PSS,EE,63730,36236_041_PSS_HM_EE,3.127,268.812,2.616,8.72,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_17h3m44s.txt,Perugia
36236,PSS,EE,63730,36236_041_PSS_HM_EE,-1.0,0.0,2.616,8.72,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_17h3m44s.txt,Perugia
36236,PSS,EE,63730,36236_041_PSS_HM_EE,-1.0,0.0,2.616,8.72,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_17h3m44s.txt,Perugia
36236,PSS,WW,63735,36236_041_PSS_HM_WW,3.115,269.788,2.601,8.493,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_17h44m43s.txt,Perugia
36236,PSS,WW,63735,36236_041_PSS_HM_WW,-1.0,0.0,2.601,8.493,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_17h44m43s.txt,Perugia
36236,PSS,WW,63735,36236_041_PSS_HM_WW,-1.0,0.0,2.601,8.493,224.363,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_041_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_17h44m43s.txt,Perugia
36236,PSS,EE,63796,36236_047_PSS_HM_EE,3.144,267.332,2.609,8.717,223.675,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_9h29m7s.txt,Perugia
36236,PSS,EE,63796,36236_047_PSS_HM_EE,-1.0,0.019,2.609,8.717,223.675,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_9h29m7s.txt,Perugia
36236,PSS,EE,63796,36236_047_PSS_HM_EE,-1.0,0.019,2.609,8.717,223.675,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_E_flute3_L_DiodeCV_9_6_2021_9h29m7s.txt,Perugia
36236,PSS,WW,63811,36236_047_PSS_HM_WW,3.198,262.852,2.605,8.522,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_10h3m8s.txt,Perugia
36236,PSS,WW,63811,36236_047_PSS_HM_WW,-1.0,0.019,2.605,8.522,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_10h3m8s.txt,Perugia
36236,PSS,WW,63811,36236_047_PSS_HM_WW,-1.0,0.019,2.605,8.522,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_047_PSS_HM_W_flute3_L_DiodeCV_9_6_2021_10h3m8s.txt,Perugia
36236,PSS,EE,63818,36236_049_PSS_HM_EE,3.153,266.532,2.605,8.645,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_E_flute3_L_DiodeCV_11_6_2021_9h27m32s.txt,Perugia
36236,PSS,EE,63818,36236_049_PSS_HM_EE,-1.0,0.0,2.605,8.645,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_E_flute3_L_DiodeCV_11_6_2021_9h27m32s.txt,Perugia
36236,PSS,EE,63818,36236_049_PSS_HM_EE,-1.0,0.0,2.605,8.645,224.018,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_E_flute3_L_DiodeCV_11_6_2021_9h27m32s.txt,Perugia
36236,PSS,WW,63833,36236_049_PSS_HM_WW,3.007,279.473,2.638,8.965,221.216,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_W_flute3_L_DiodeCV_11_6_2021_9h49m36s.txt,Perugia
36236,PSS,WW,63833,36236_049_PSS_HM_WW,-1.0,0.0,2.638,8.965,221.216,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_W_flute3_L_DiodeCV_11_6_2021_9h49m36s.txt,Perugia
36236,PSS,WW,63833,36236_049_PSS_HM_WW,-1.0,0.0,2.638,8.965,221.216,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36236_049_PSS_HM_W_flute3_L_DiodeCV_11_6_2021_9h49m36s.txt,Perugia
36237,PSS,EE,63850,36237_002_PSS_HM_EE,3.187,263.741,2.615,7.814,223.161,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_10h40m20s.txt,Perugia
36237,PSS,EE,63850,36237_002_PSS_HM_EE,-1.0,0.019,2.615,7.814,223.161,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_10h40m20s.txt,Perugia
36237,PSS,EE,63850,36237_002_PSS_HM_EE,-1.0,0.019,2.615,7.814,223.161,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_10h40m20s.txt,Perugia
36237,PSS,WW,63855,36237_002_PSS_HM_WW,3.197,262.94,2.633,7.569,221.636,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_11h18m44s.txt,Perugia
36237,PSS,WW,63855,36237_002_PSS_HM_WW,-1.0,0.019,2.633,7.569,221.636,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_11h18m44s.txt,Perugia
36237,PSS,WW,63855,36237_002_PSS_HM_WW,-1.0,0.019,2.633,7.569,221.636,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_002_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_11h18m44s.txt,Perugia
36237,PSS,EE,63916,36237_008_PSS_HM_EE,3.211,261.791,2.618,8.144,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_9h53m37s.txt,Perugia
36237,PSS,EE,63916,36237_008_PSS_HM_EE,-1.0,0.0,2.618,8.144,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_9h53m37s.txt,Perugia
36237,PSS,EE,63916,36237_008_PSS_HM_EE,-1.0,0.0,2.618,8.144,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_9h53m37s.txt,Perugia
36237,PSS,WW,63931,36237_008_PSS_HM_WW,3.191,263.437,2.649,7.617,220.297,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_10h33m23s.txt,Perugia
36237,PSS,WW,63931,36237_008_PSS_HM_WW,-1.0,0.0,2.649,7.617,220.297,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_10h33m23s.txt,Perugia
36237,PSS,WW,63931,36237_008_PSS_HM_WW,-1.0,0.0,2.649,7.617,220.297,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_008_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_10h33m23s.txt,Perugia
36237,PSS,EE,63954,36237_011_PSS_HM_EE,3.189,263.568,2.61,8.227,223.589,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_12h38m5s.txt,Perugia
36237,PSS,EE,63954,36237_011_PSS_HM_EE,-1.0,0.0,2.61,8.227,223.589,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_12h38m5s.txt,Perugia
36237,PSS,EE,63954,36237_011_PSS_HM_EE,-1.0,0.0,2.61,8.227,223.589,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_12h38m5s.txt,Perugia
36237,PSS,WW,63959,36237_011_PSS_HM_WW,3.206,262.189,2.641,7.665,220.964,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_14h20m27s.txt,Perugia
36237,PSS,WW,63959,36237_011_PSS_HM_WW,-1.0,0.0,2.641,7.665,220.964,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_14h20m27s.txt,Perugia
36237,PSS,WW,63959,36237_011_PSS_HM_WW,-1.0,0.0,2.641,7.665,220.964,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_011_PSS_HM_W_flute3_L_DiodeCV_3_6_2021_14h20m27s.txt,Perugia
36237,PSS,EE,64052,36237_019_PSS_HM_EE,3.2,262.618,2.618,8.137,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_11h35m45s.txt,Perugia
36237,PSS,EE,64052,36237_019_PSS_HM_EE,-1.0,0.0,2.618,8.137,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_11h35m45s.txt,Perugia
36237,PSS,EE,64052,36237_019_PSS_HM_EE,-1.0,0.0,2.618,8.137,222.906,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_11h35m45s.txt,Perugia
36237,PSS,WW,64057,36237_019_PSS_HM_WW,3.197,262.891,2.637,7.79,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_12h12m54s.txt,Perugia
36237,PSS,WW,64057,36237_019_PSS_HM_WW,-1.0,0.0,2.637,7.79,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_12h12m54s.txt,Perugia
36237,PSS,WW,64057,36237_019_PSS_HM_WW,-1.0,0.0,2.637,7.79,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_019_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_12h12m54s.txt,Perugia
36237,PSS,EE,64096,36237_023_PSS_HM_EE,3.137,267.916,2.621,8.214,222.651,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_13h41m50s.txt,Perugia
36237,PSS,EE,64096,36237_023_PSS_HM_EE,-1.0,0.0,2.621,8.214,222.651,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_13h41m50s.txt,Perugia
36237,PSS,EE,64096,36237_023_PSS_HM_EE,-1.0,0.0,2.621,8.214,222.651,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_13h41m50s.txt,Perugia
36237,PSS,WW,64111,36237_023_PSS_HM_WW,3.156,266.291,2.66,7.739,219.386,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_14h14m0s.txt,Perugia
36237,PSS,WW,64111,36237_023_PSS_HM_WW,-1.0,0.0,2.66,7.739,219.386,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_14h14m0s.txt,Perugia
36237,PSS,WW,64111,36237_023_PSS_HM_WW,-1.0,0.0,2.66,7.739,219.386,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_023_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_14h14m0s.txt,Perugia
36237,PSS,EE,64112,36237_024_PSS_HM_EE,3.143,267.403,2.616,8.128,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_15h5m56s.txt,Perugia
36237,PSS,EE,64112,36237_024_PSS_HM_EE,-1.0,0.02,2.616,8.128,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_15h5m56s.txt,Perugia
36237,PSS,EE,64112,36237_024_PSS_HM_EE,-1.0,0.02,2.616,8.128,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_E_flute3_L_DiodeCV_3_6_2021_15h5m56s.txt,Perugia
36237,PSS,WW,64117,36237_024_PSS_HM_WW,3.167,265.421,2.637,7.793,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_8h45m55s.txt,Perugia
36237,PSS,WW,64117,36237_024_PSS_HM_WW,-1.0,0.019,2.637,7.793,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_8h45m55s.txt,Perugia
36237,PSS,WW,64117,36237_024_PSS_HM_WW,-1.0,0.019,2.637,7.793,221.3,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_024_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_8h45m55s.txt,Perugia
36237,PSS,EE,64172,36237_029_PSS_HM_EE,3.154,266.474,2.616,7.753,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_029_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_15h24m58s.txt,Perugia
36237,PSS,EE,64172,36237_029_PSS_HM_EE,-1.0,0.0,2.616,7.753,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_029_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_15h24m58s.txt,Perugia
36237,PSS,EE,64172,36237_029_PSS_HM_EE,-1.0,0.0,2.616,7.753,223.076,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_029_PSS_HM_E_flute3_L_DiodeCV_4_6_2021_15h24m58s.txt,Perugia
36237,PSS,WW,64177,36237_029_PSS_HM_WW,3.163,265.74,2.642,7.547,220.881,,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36237_029_PSS_HM_W_flute3_L_DiodeCV_4_6_2021_16h3m19s.txt,Perugia
