batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,RHO_KOHMCM,VD_V,CMIN_PFRD,NA,D_UM,CMINPLNR_PFRD,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
42259,PSP,WW,1579564,212337,42259_021_PSP_HM_WW,2.97,282.952,3.079,17.894,189.531,,42259_021_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_021_PSP_HM_W_flute3_L_DiodeCV_11_11_2022_12h42m19s.txt,Perugia
42259,PSP,EE,1579462,212474,42259_033_PSP_HM_EE,2.66,316.237,3.181,21.892,183.454,,42259_033_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_033_PSP_HM_E_flute3_L_DiodeCV_14_11_2022_8h38m20s.txt,Perugia
42259,PSP,WW,1578681,212479,42259_033_PSP_HM_WW,3.592,233.781,3.021,92.329,193.17,,42259_033_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_033_PSP_HM_W_flute3_L_DiodeCV_14_11_2022_11h38m21s.txt,Perugia
42259,PSP,EE,1578645,212550,42259_039_PSP_HM_EE,2.618,320.568,3.16,23.034,184.673,,42259_039_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_039_PSP_HM_E_flute3_L_DiodeCV_14_11_2022_16h20m32s.txt,Perugia
42259,PSP,WW,1579747,212555,42259_039_PSP_HM_WW,3.686,228.41,2.982,12.203,195.697,,42259_039_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_039_PSP_HM_W_flute3_L_DiodeCV_14_11_2022_17h0m25s.txt,Perugia
42259,PSP,EE,1579306,212616,42259_045_PSP_HM_EE,2.57,326.954,3.153,23.283,185.083,,42259_045_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_045_PSP_HM_E_flute3_L_DiodeCV_14_11_2022_13h12m8s.txt,Perugia
42259,PSP,WW,1579792,212631,42259_045_PSP_HM_WW,3.349,251.048,2.976,114.807,196.091,,42259_045_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42259_045_PSP_HM_W_flute3_L_DiodeCV_14_11_2022_14h55m44s.txt,Perugia
42660,PSP,EE,1570483,212774,42660_009_PSP_HM_EE,2.859,293.737,3.23,48.428,180.671,,42660_009_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_009_PSP_HM_E_flute3_L_DiodeCV_4_11_2022_8h58m40s.txt,Perugia
42660,PSP,EE,1569672,212850,42660_015_PSP_HM_EE,2.738,306.61,3.16,21.039,184.673,,42660_015_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_015_PSP_HM_E_flute3_L_DiodeCV_3_11_2022_14h56m54s.txt,Perugia
42660,PSP,WW,1570612,212855,42660_015_PSP_HM_WW,4.355,193.027,2.688,4.953,217.101,,42660_015_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_015_PSP_HM_W_flute3_L_DiodeCV_3_11_2022_15h38m22s.txt,Perugia
42660,PSP,WW,1570819,212997,42660_027_PSP_HM_WW,3.735,224.625,2.779,28.889,209.992,,42660_027_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_027_PSP_HM_W_flute3_L_DiodeCV_4_11_2022_14h28m5s.txt,Perugia
42660,PSP,EE,1569774,213210,42660_046_PSP_HM_EE,3.034,277.451,3.145,175.596,185.554,,42660_046_PSP_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_046_PSP_HM_E_flute3_L_DiodeCV_4_11_2022_17h29m5s.txt,Perugia
42660,PSP,WW,1569756,213215,42660_046_PSP_HM_WW,4.1,204.604,2.861,16.792,203.973,,42660_046_PSP_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_42660_046_PSP_HM_W_flute3_L_DiodeCV_7_11_2022_9h29m56s.txt,Perugia
42904,2S,EE,1646000,215330,42904_002_2-S_HM_EE,4.114,219.276,2.208,2.877,293.216,640000000000.0,42904_002_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.004,Test_HPK_VPB42904_002_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_01_13_25_PM.txt,Brown
42904,2S,WW,1646612,215333,42904_002_2-S_HM_WW,4.058,222.277,2.128,3.509,304.291,640000000000.0,42904_002_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.005,Test_HPK_VPB42904_002_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_01_54_17_PM.txt,Brown
42904,2S,EE,1646357,215352,42904_005_2-S_HM_EE,4.04,223.282,2.156,3.354,300.243,640000000000.0,42904_005_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.013,Test_HPK_VPB42904_005_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_04_51_31_PM.txt,Brown
42904,2S,WW,1646276,215355,42904_005_2-S_HM_WW,4.047,222.88,2.115,3.369,306.081,640000000000.0,42904_005_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.028,Test_HPK_VPB42904_005_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_05_43_23_PM.txt,Brown
42904,2S,EE,1646630,215410,42904_013_2-S_HM_EE,4.048,222.831,2.142,3.382,302.309,640000000000.0,42904_013_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.011,Test_HPK_VPB42904_013_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_02_35_06_PM.txt,Brown
42904,2S,WW,1646468,215413,42904_013_2-S_HM_WW,4.063,222.004,2.125,3.372,304.649,640000000000.0,42904_013_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.007,Test_HPK_VPB42904_013_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_03_15_50_PM.txt,Brown
42904,2S,EE,1647200,215432,42904_016_2-S_HM_EE,4.045,223.019,2.153,3.475,300.778,640000000000.0,42904_016_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.066,Test_HPK_VPB42904_016_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_06_35_06_PM.txt,Brown
42904,2S,WW,1646150,215435,42904_016_2-S_HM_WW,4.052,222.606,2.129,3.334,304.127,640000000000.0,42904_016_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.033,Test_HPK_VPB42904_016_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_17_2022_07_26_54_PM.txt,Brown
42904,2S,EE,1646153,215490,42904_023_2-S_HM_EE,4.037,223.463,2.134,3.292,303.383,640000000000.0,42904_023_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.01,Test_HPK_VPB42904_023_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_12_50_16_PM.txt,Brown
42904,2S,WW,1646108,215493,42904_023_2-S_HM_WW,4.065,221.884,2.129,3.533,304.082,640000000000.0,42904_023_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.018,Test_HPK_VPB42904_023_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_01_31_14_PM.txt,Brown
42904,2S,EE,1646408,215512,42904_026_2-S_HM_EE,3.635,248.147,2.295,5.411,282.059,640000000000.0,42904_026_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.007,Test_HPK_VPB42904_026_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_10_07_52_PM.txt,Brown
42904,2S,WW,1647233,215515,42904_026_2-S_HM_WW,4.041,223.213,2.121,3.431,305.259,640000000000.0,42904_026_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.015,Test_HPK_VPB42904_026_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_10_59_45_PM.txt,Brown
42904,2S,EE,1646024,219970,42904_034_2-S_HM_EE,3.379,266.941,2.217,4.954,292.074,640000000000.0,42904_034_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.076,Test_HPK_VPB42904_034_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_02_11_57_PM.txt,Brown
42904,2S,WW,1646069,219973,42904_034_2-S_HM_WW,4.081,221.01,2.141,3.619,302.408,640000000000.0,42904_034_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.054,Test_HPK_VPB42904_034_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_02_52_51_PM.txt,Brown
42904,2S,EE,1646297,219992,42904_039_2-S_HM_EE,4.063,222.001,2.18,2.996,296.967,640000000000.0,42904_039_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.059,Test_HPK_VPB42904_039_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_11_51_29_PM.txt,Brown
42904,2S,WW,1646657,219995,42904_039_2-S_HM_WW,4.048,222.806,2.129,3.54,304.054,640000000000.0,42904_039_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.052,Test_HPK_VPB42904_039_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_10_33_55_AM.txt,Brown
42905,2S,EE,1648580,220072,42905_001_2-S_HM_EE,3.984,226.429,2.234,3.829,289.875,640000000000.0,42905_001_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.03,Test_HPK_VPB42905_001_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_04_03_49_PM.txt,Brown
42905,2S,WW,1647464,220075,42905_001_2-S_HM_WW,4.057,222.345,2.127,3.395,304.348,640000000000.0,42905_001_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.052,Test_HPK_VPB42905_001_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_04_44_40_PM.txt,Brown
42905,2S,EE,1647812,220094,42905_004_2-S_HM_EE,4.075,221.357,2.148,3.241,301.461,640000000000.0,42905_004_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.019,Test_HPK_VPB42905_004_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_06_38_34_PM.txt,Brown
42905,2S,WW,1648736,220097,42905_004_2-S_HM_WW,4.005,225.206,2.133,3.15,303.522,640000000000.0,42905_004_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.042,Test_HPK_VPB42905_004_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_07_30_49_PM.txt,Brown
42905,2S,EE,1647647,220152,42905_011_2-S_HM_EE,4.08,221.083,2.142,3.525,302.322,640000000000.0,42905_011_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.083,Test_HPK_VPB42905_011_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_05_25_38_PM.txt,Brown
42905,2S,WW,1647473,220155,42905_011_2-S_HM_WW,4.069,221.687,2.15,3.198,301.16,640000000000.0,42905_011_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.058,Test_HPK_VPB42905_011_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_18_2022_06_06_25_PM.txt,Brown
42905,2S,EE,1648589,220174,42905_015_2-S_HM_EE,4.079,221.133,2.142,3.494,302.34,640000000000.0,42905_015_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.077,Test_HPK_VPB42905_015_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_08_22_43_PM.txt,Brown
42905,2S,WW,1648601,220177,42905_015_2-S_HM_WW,4.047,222.909,2.126,3.208,304.576,640000000000.0,42905_015_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.044,Test_HPK_VPB42905_015_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_09_14_38_PM.txt,Brown
42905,2S,EE,1647770,220232,42905_023_2-S_HM_EE,4.077,221.227,2.136,3.339,303.093,640000000000.0,42905_023_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.009,Test_HPK_VPB42905_023_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_02_09_01_PM.txt,Brown
42905,2S,WW,1647692,220235,42905_023_2-S_HM_WW,3.935,229.208,2.142,3.213,302.318,640000000000.0,42905_023_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.029,Test_HPK_VPB42905_023_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_02_49_53_PM.txt,Brown
42905,2S,EE,1647542,220254,42905_028_2-S_HM_EE,4.042,223.136,2.127,3.194,304.368,640000000000.0,42905_028_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 1,3.0,10000.0,0.25,,20.0,20.009,Test_HPK_VPB42905_028_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_22_2022_02_27_05_PM.txt,Brown
42905,2S,WW,1648646,220257,42905_028_2-S_HM_WW,4.045,222.98,2.118,3.247,305.63,640000000000.0,42905_028_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 2,3.0,10000.0,0.25,,20.0,20.024,Test_HPK_VPB42905_028_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_22_2022_03_18_59_PM.txt,Brown
42905,2S,EE,1648118,220312,42905_036_2-S_HM_EE,4.063,221.983,2.135,3.506,303.262,640000000000.0,42905_036_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.066,Test_HPK_VPB42905_036_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_03_30_50_PM.txt,Brown
42905,2S,WW,1647491,220315,42905_036_2-S_HM_WW,4.038,223.369,2.133,3.113,303.554,640000000000.0,42905_036_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.048,Test_HPK_VPB42905_036_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_21_2022_04_11_40_PM.txt,Brown
42905,2S,EE,1647656,220334,42905_040_2-S_HM_EE,4.023,224.242,2.122,3.405,305.161,640000000000.0,42905_040_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 3,3.0,10000.0,0.25,,20.0,20.068,Test_HPK_VPB42905_040_2-S_HM_EE_East_South_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_22_2022_04_10_52_PM.txt,Brown
42905,2S,WW,1647758,220337,42905_040_2-S_HM_WW,4.005,225.202,2.129,3.091,304.075,640000000000.0,42905_040_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Right,DiodeCV,PQC_HM_POSITION 4,3.0,10000.0,0.25,,20.0,20.056,Test_HPK_VPB42905_040_2-S_HM_WW_West_North_PQC3_DiodeCV_DiodeHalf_CV_Run01_11_22_2022_05_02_51_PM.txt,Brown
42906,2S,EE,1594281,220392,42906_001_2-S_HM_EE,4.47,185.372,2.856,4587000000000.0,226.3,,42906_001_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,18.0,18.0,Demokritos_VPB42906_001_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1594301,220395,42906_001_2-S_HM_WW,3.894,214.171,2.807,4935000000000.0,230.3,,42906_001_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,18.9,18.9,Demokritos_VPB42906_001_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1594761,220450,42906_010_2-S_HM_EE,3.919,214.26,2.804,5152000000000.0,230.5,,42906_010_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,19.9,19.9,Demokritos_VPB42906_010_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1594621,220453,42906_010_2-S_HM_WW,4.395,192.933,2.806,4599000000000.0,230.3,,42906_010_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.3,21.3,Demokritos_VPB42906_010_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1594701,220494,42906_016_2-S_HM_EE,4.322,194.818,2.801,4625000000000.0,230.8,,42906_016_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,20.3,20.3,Demokritos_VPB42906_016_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1595041,220497,42906_016_2-S_HM_WW,4.357,194.332,2.816,4629000000000.0,229.6,,42906_016_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.1,21.1,Demokritos_VPB42906_016_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1595181,220534,42906_024_2-S_HM_EE,4.47,190.106,2.821,4562000000000.0,229.1,,42906_024_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.6,21.6,Demokritos_VPB42906_024_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1595521,220537,42906_024_2-S_HM_WW,4.575,186.375,2.845,4531000000000.0,227.2,,42906_024_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.1,22.1,Demokritos_VPB42906_024_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1595581,220592,42906_034_2-S_HM_EE,4.576,186.201,2.8,4417000000000.0,230.8,,42906_034_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.0,22.0,Demokritos_VPB42906_034_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1595341,220595,42906_034_2-S_HM_WW,4.851,176.12,2.828,4259000000000.0,228.5,,42906_034_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.4,22.4,Demokritos_VPB42906_034_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1595501,220636,42906_041_2-S_HM_EE,4.724,180.85,2.793,4290000000000.0,231.4,,42906_041_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.4,22.4,Demokritos_VPB42906_041_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1595981,220639,42906_041_2-S_HM_WW,4.935,173.361,2.815,4163000000000.0,229.6,,42906_041_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.6,22.6,Demokritos_VPB42906_041_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,EE,1596101,220676,42906_048_2-S_HM_EE,4.724,181.134,2.804,4306000000000.0,230.5,,42906_048_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.6,22.6,Demokritos_VPB42906_048_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42906,2S,WW,1596301,220679,42906_048_2-S_HM_WW,4.818,177.834,2.788,4137000000000.0,231.8,,42906_048_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.8,22.8,Demokritos_VPB42906_048_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,EE,1598021,220698,42907_004_2-S_HM_EE,4.329,194.097,2.78,4506000000000.0,232.5,,42907_004_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,20.0,20.0,Demokritos_VPB42907_004_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,WW,1598081,220711,42907_004_2-S_HM_WW,4.064,208.378,2.76,4799000000000.0,234.2,,42907_004_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.1,21.1,Demokritos_VPB42907_004_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,EE,1598181,220734,42907_009_2-S_HM_EE,4.46,189.328,2.793,4426000000000.0,231.4,,42907_009_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,20.7,20.7,Demokritos_VPB42907_009_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,WW,1598761,220737,42907_009_2-S_HM_WW,4.332,196.422,2.791,4595000000000.0,231.6,,42907_009_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.8,21.8,Demokritos_VPB42907_009_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,EE,1598881,220796,42907_019_2-S_HM_EE,4.137,205.379,2.777,4774000000000.0,232.7,,42907_019_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,21.6,21.6,Demokritos_VPB42907_019_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,WW,1598941,220799,42907_019_2-S_HM_WW,4.285,198.86,2.795,4681000000000.0,231.3,,42907_019_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.0,22.0,Demokritos_VPB42907_019_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,EE,1598601,220850,42907_028_2-S_HM_EE,4.521,189.003,2.815,4553000000000.0,229.6,,42907_028_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.4,22.4,Demokritos_VPB42907_028_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,WW,1599161,220853,42907_028_2-S_HM_WW,4.417,193.829,2.8,4592000000000.0,230.9,,42907_028_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.7,22.7,Demokritos_VPB42907_028_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,EE,1599601,220912,42907_037_2-S_HM_EE,4.552,188.368,2.815,4538000000000.0,229.6,,42907_037_2-S_HM_EE,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,22.9,22.9,Demokritos_VPB42907_037_2-S_HM_E_Left_PQC3_DiodeHalf_CV.xml,Demokritos
42907,2S,WW,1599661,220915,42907_037_2-S_HM_WW,4.627,185.549,2.801,4385000000000.0,230.8,,42907_037_2-S_HM_WW,PQC1,DIODE_HALF,Not Used,Left,Diode_CV1,HP 4192A,0.5,100000.0,0.25,,23.1,23.1,Demokritos_VPB42907_037_2-S_HM_W_Left_PQC3_DiodeHalf_CV.xml,Demokritos
