batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,RHO_KOHMCM,VD_V,CMIN_PFRD,NA,D_UM,CMINPLNR_PFRD,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
36798,2S,WW,324135,89773,36798_002_2-S_HM_WW,3.6,233.485,2.606,7.888,223.932,,36798_002_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_002_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_9h21m4s.txt,Perugia
36798,2S,EE,324009,89810,36798_008_2-S_HM_EE,3.592,234.011,2.61,8.208,223.589,,36798_008_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_008_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_8h56m50s.txt,Perugia
36798,2S,WW,324072,89813,36798_008_2-S_HM_WW,3.513,239.24,2.607,7.967,223.846,,36798_008_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_008_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_9h32m44s.txt,Perugia
36798,2S,EE,324012,89850,36798_013_2-S_HM_EE,3.456,243.206,2.608,8.314,223.76,,36798_013_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_013_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_10h29m32s.txt,Perugia
36798,2S,WW,324024,89853,36798_013_2-S_HM_WW,3.438,244.457,2.615,7.909,223.161,,36798_013_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_013_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_11h7m21s.txt,Perugia
36798,2S,EE,323985,89890,36798_020_2-S_HM_EE,3.383,248.478,2.613,8.333,223.332,,36798_020_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_10h56m57s.txt,Perugia
36798,2S,WW,324561,89893,36798_020_2-S_HM_WW,3.419,245.827,2.606,7.898,223.932,,36798_020_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_020_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_12h38m8s.txt,Perugia
36798,2S,EE,324471,89930,36798_025_2-S_HM_EE,3.56,236.121,2.609,8.243,223.675,,36798_025_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_025_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_12h19m45s.txt,Perugia
36798,2S,WW,324462,89933,36798_025_2-S_HM_WW,3.621,232.105,2.597,8.093,224.708,,36798_025_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_025_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_12h56m39s.txt,Perugia
36798,2S,EE,325149,89970,36798_031_2-S_HM_EE,3.458,243.08,2.614,7.901,223.247,,36798_031_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_031_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_14h6m51s.txt,Perugia
36798,2S,WW,324693,89973,36798_031_2-S_HM_WW,3.436,244.636,2.606,7.76,223.932,,36798_031_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_031_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_14h38m28s.txt,Perugia
36798,2S,EE,324519,90010,36798_036_2-S_HM_EE,3.48,241.543,2.616,7.671,223.076,,36798_036_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_036_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_15h4m9s.txt,Perugia
36798,2S,WW,324384,90013,36798_036_2-S_HM_WW,3.48,241.539,2.606,7.551,223.932,,36798_036_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_036_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_15h35m41s.txt,Perugia
36798,2S,EE,324171,90050,36798_042_2-S_HM_EE,3.424,245.501,2.609,7.903,223.675,,36798_042_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_042_2-S_HM_E_flute3_L_DiodeCV_25_8_2021_15h16m31s.txt,Perugia
36798,2S,WW,324867,90053,36798_042_2-S_HM_WW,3.405,246.849,2.599,7.812,224.535,,36798_042_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_042_2-S_HM_W_flute3_L_DiodeCV_25_8_2021_15h51m28s.txt,Perugia
36798,2S,EE,324432,90090,36798_048_2-S_HM_EE,3.454,243.334,2.612,7.965,223.418,,36798_048_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_E_flute3_L_DiodeCV_24_8_2021_16h47m51s.txt,Perugia
36798,2S,WW,325062,90093,36798_048_2-S_HM_WW,3.436,244.594,2.608,7.809,223.76,,36798_048_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36798_048_2-S_HM_W_flute3_L_DiodeCV_24_8_2021_17h29m49s.txt,Perugia
36799,2S,EE,322092,90098,36799_003_2-S_HM_EE,3.392,247.77,2.603,8.219,224.19,,36799_003_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_003_2-S_HM_E_flute3_L_DiodeCV_26_8_2021_9h21m16s.txt,Perugia
36799,2S,WW,322920,90111,36799_003_2-S_HM_WW,3.157,266.264,2.602,7.928,224.276,,36799_003_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_003_2-S_HM_W_flute3_L_DiodeCV_26_8_2021_9h53m23s.txt,Perugia
36799,2S,EE,322824,90134,36799_008_2-S_HM_EE,3.324,252.858,2.622,8.296,222.566,,36799_008_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_008_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_11h31m34s.txt,Perugia
36799,2S,WW,322674,90137,36799_008_2-S_HM_WW,3.418,245.888,2.604,8.431,224.104,,36799_008_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_008_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_12h8m46s.txt,Perugia
36799,2S,EE,322059,90174,36799_013_2-S_HM_EE,3.228,260.361,2.601,8.914,224.363,,36799_013_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_013_2-S_HM_E_flute3_L_DiodeCV_26_8_2021_11h5m9s.txt,Perugia
36799,2S,WW,322614,90177,36799_013_2-S_HM_WW,2.77,303.435,2.65,8.673,220.214,,36799_013_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_013_2-S_HM_W_flute3_L_DiodeCV_26_8_2021_12h5m46s.txt,Perugia
36799,2S,EE,322566,90218,36799_019_2-S_HM_EE,3.29,255.486,2.607,8.744,223.846,,36799_019_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_019_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_12h52m10s.txt,Perugia
36799,2S,WW,322851,90231,36799_019_2-S_HM_WW,3.228,260.389,2.596,8.568,224.795,,36799_019_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_019_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_13h32m24s.txt,Perugia
36799,2S,EE,322173,90258,36799_024_2-S_HM_EE,3.317,253.376,2.627,8.119,222.142,,36799_024_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_024_2-S_HM_E_flute3_L_DiodeCV_26_8_2021_13h22m33s.txt,Perugia
36799,2S,WW,322062,90271,36799_024_2-S_HM_WW,3.248,258.75,2.604,8.534,224.104,,36799_024_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_024_2-S_HM_W_flute3_L_DiodeCV_26_8_2021_15h3m49s.txt,Perugia
36799,2S,EE,322458,90294,36799_029_2-S_HM_EE,3.344,251.332,2.609,8.238,223.675,,36799_029_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_029_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_14h12m17s.txt,Perugia
36799,2S,WW,321960,90297,36799_029_2-S_HM_WW,3.391,247.878,2.61,7.606,223.589,,36799_029_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_029_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_14h45m15s.txt,Perugia
36799,2S,EE,322155,90298,36799_030_2-S_HM_EE,3.362,249.98,2.609,8.03,223.675,,36799_030_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_030_2-S_HM_E_flute3_L_DiodeCV_26_8_2021_16h18m15s.txt,Perugia
36799,2S,WW,322422,90311,36799_030_2-S_HM_WW,3.375,249.002,2.602,7.664,224.276,,36799_030_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_030_2-S_HM_W_flute3_L_DiodeCV_26_8_2021_16h55m20s.txt,Perugia
36799,2S,EE,322557,90356,36799_039_2-S_HM_EE,3.326,252.695,2.612,8.297,223.418,,36799_039_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_039_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_9h46m34s.txt,Perugia
36799,2S,WW,322977,90359,36799_039_2-S_HM_WW,3.351,250.809,2.614,8.003,223.247,,36799_039_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_039_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_10h19m8s.txt,Perugia
36799,2S,EE,322107,90374,36799_041_2-S_HM_EE,3.373,249.178,2.622,8.112,222.566,,36799_041_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_041_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_15h20m4s.txt,Perugia
36799,2S,WW,322164,90377,36799_041_2-S_HM_WW,3.382,248.55,2.618,7.95,222.906,,36799_041_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_041_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_15h56m45s.txt,Perugia
36799,2S,EE,322578,90410,36799_048_2-S_HM_EE,3.367,249.595,2.616,8.15,223.076,,36799_048_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_048_2-S_HM_E_flute3_L_DiodeCV_27_8_2021_16h30m3s.txt,Perugia
36799,2S,WW,322818,90413,36799_048_2-S_HM_WW,3.356,250.475,2.603,7.967,224.19,,36799_048_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_36799_048_2-S_HM_W_flute3_L_DiodeCV_27_8_2021_17h19m54s.txt,Perugia
37083,2S,EE,320344,92490,37083_003_2-S_HM_EE,3.116,269.755,2.607,9.332,223.846,,37083_003_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_003_2-S_HM_E_flute3_L_DiodeCV_31_8_2021_17h4m39s.txt,Perugia
37083,2S,WW,320194,92493,37083_003_2-S_HM_WW,2.901,289.72,2.614,9.586,223.247,,37083_003_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_003_2-S_HM_W_flute3_L_DiodeCV_31_8_2021_17h36m35s.txt,Perugia
37083,2S,EE,320215,92516,37083_008_2-S_HM_EE,3.143,267.445,2.611,9.275,223.503,,37083_008_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_008_2-S_HM_E_flute3_L_DiodeCV_1_9_2021_10h48m42s.txt,Perugia
37083,2S,WW,320314,92519,37083_008_2-S_HM_WW,3.159,266.066,2.612,9.1,223.418,,37083_008_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_008_2-S_HM_W_flute3_L_DiodeCV_1_9_2021_11h38m53s.txt,Perugia
37083,2S,EE,320503,92552,37083_012_2-S_HM_EE,3.131,268.436,2.611,9.339,223.503,,37083_012_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_012_2-S_HM_E_flute3_L_DiodeCV_1_9_2021_9h4m1s.txt,Perugia
37083,2S,WW,320011,92555,37083_012_2-S_HM_WW,3.093,271.723,2.617,9.477,222.991,,37083_012_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_012_2-S_HM_W_flute3_L_DiodeCV_1_9_2021_9h35m11s.txt,Perugia
37083,2S,EE,319275,92592,37083_017_2-S_HM_EE,3.118,269.588,2.605,9.431,224.018,,37083_017_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_017_2-S_HM_E_flute3_L_DiodeCV_1_9_2021_12h55m51s.txt,Perugia
37083,2S,WW,319203,92595,37083_017_2-S_HM_WW,3.174,264.835,2.61,9.352,223.589,,37083_017_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_017_2-S_HM_W_flute3_L_DiodeCV_1_9_2021_15h5m15s.txt,Perugia
37083,2S,EE,319939,92618,37083_021_2-S_HM_EE,3.144,267.295,2.612,9.627,223.418,,37083_021_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_021_2-S_HM_E_flute3_L_DiodeCV_1_9_2021_15h41m16s.txt,Perugia
37083,2S,WW,319191,92631,37083_021_2-S_HM_WW,3.201,262.557,2.618,9.719,222.906,,37083_021_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_021_2-S_HM_W_flute3_L_DiodeCV_1_9_2021_16h13m15s.txt,Perugia
37083,2S,EE,319512,92672,37083_029_2-S_HM_EE,3.132,268.315,2.608,8.939,223.76,,37083_029_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_029_2-S_HM_E_flute3_L_DiodeCV_1_9_2021_17h18m0s.txt,Perugia
37083,2S,WW,320119,92675,37083_029_2-S_HM_WW,3.177,264.562,2.614,8.485,223.247,,37083_029_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_029_2-S_HM_W_flute3_L_DiodeCV_1_9_2021_17h55m45s.txt,Perugia
37083,2S,EE,319386,92712,37083_035_2-S_HM_EE,3.116,269.695,2.608,9.024,223.76,,37083_035_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_035_2-S_HM_E_flute3_L_DiodeCV_2_9_2021_9h11m49s.txt,Perugia
37083,2S,WW,319317,92715,37083_035_2-S_HM_WW,3.125,268.929,2.609,8.894,223.675,,37083_035_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_035_2-S_HM_W_flute3_L_DiodeCV_2_9_2021_9h41m7s.txt,Perugia
37083,2S,EE,319503,92752,37083_040_2-S_HM_EE,3.133,268.232,2.613,8.867,223.332,,37083_040_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_040_2-S_HM_E_flute3_L_DiodeCV_2_9_2021_10h45m21s.txt,Perugia
37083,2S,WW,320029,92755,37083_040_2-S_HM_WW,3.133,268.257,2.609,9.032,223.675,,37083_040_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_040_2-S_HM_W_flute3_L_DiodeCV_2_9_2021_11h20m37s.txt,Perugia
37083,2S,EE,319167,92792,37083_046_2-S_HM_EE,3.097,271.424,2.61,8.953,223.589,,37083_046_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_046_2-S_HM_E_flute3_L_DiodeCV_2_9_2021_11h54m15s.txt,Perugia
37083,2S,WW,319954,92795,37083_046_2-S_HM_WW,3.137,267.894,2.622,8.781,222.566,,37083_046_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37083_046_2-S_HM_W_flute3_L_DiodeCV_2_9_2021_12h30m32s.txt,Perugia
37084,2S,EE,275916,92818,37084_003_2-S_HM_EE,3.124,269.003,2.62,9.536,222.736,,37084_003_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_003_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_9h20m3s.txt,Perugia
37084,2S,WW,276419,92831,37084_003_2-S_HM_WW,2.871,292.804,2.614,9.924,223.247,,37084_003_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_003_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_9h51m10s.txt,Perugia
37084,2S,EE,276511,92858,37084_009_2-S_HM_EE,3.148,266.998,2.615,9.579,223.161,,37084_009_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_009_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_16h9m11s.txt,Perugia
37084,2S,WW,276304,92871,37084_009_2-S_HM_WW,2.733,307.564,2.609,9.771,223.675,,37084_009_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_009_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_16h47m2s.txt,Perugia
37084,2S,EE,276776,92898,37084_015_2-S_HM_EE,3.147,267.108,2.614,9.676,223.247,,37084_015_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_015_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_10h58m58s.txt,Perugia
37084,2S,WW,276861,92911,37084_015_2-S_HM_WW,2.761,304.438,2.652,9.849,220.048,,37084_015_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_015_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_11h32m43s.txt,Perugia
37084,2S,WW,276915,92911,37084_015_2-S_HM_WW,2.761,304.438,2.647,9.97,220.464,,37084_015_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_015_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_12h26m56s.txt,Perugia
37084,2S,EE,277007,92938,37084_021_2-S_HM_EE,3.136,268.018,2.616,9.584,223.076,,37084_021_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_021_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_17h26m13s.txt,Perugia
37084,2S,WW,277094,92951,37084_021_2-S_HM_WW,3.294,255.179,2.607,9.914,223.846,,37084_021_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_021_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_18h1m33s.txt,Perugia
37084,2S,EE,277130,92978,37084_027_2-S_HM_EE,3.133,268.253,2.616,9.318,223.076,,37084_027_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_027_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_13h11m26s.txt,Perugia
37084,2S,WW,276594,92991,37084_027_2-S_HM_WW,3.3,254.658,2.611,9.61,223.503,,37084_027_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_027_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_15h32m23s.txt,Perugia
37084,2S,EE,277242,93018,37084_033_2-S_HM_EE,3.106,270.579,2.614,9.453,223.247,,37084_033_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_033_2-S_HM_E_flute3_L_DiodeCV_30_8_2021_18h37m35s.txt,Perugia
37084,2S,WW,277284,93031,37084_033_2-S_HM_WW,3.226,260.575,2.612,9.662,223.418,,37084_033_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_033_2-S_HM_W_flute3_L_DiodeCV_30_8_2021_19h9m9s.txt,Perugia
37084,2S,EE,277353,93072,37084_040_2-S_HM_EE,3.148,267.028,2.611,9.868,223.503,,37084_040_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_040_2-S_HM_E_flute3_L_DiodeCV_31_8_2021_9h45m33s.txt,Perugia
37084,2S,WW,277480,93075,37084_040_2-S_HM_WW,3.211,261.762,2.618,9.516,222.906,,37084_040_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_040_2-S_HM_W_flute3_L_DiodeCV_31_8_2021_10h19m50s.txt,Perugia
37084,2S,EE,276694,93098,37084_044_2-S_HM_EE,3.11,270.242,2.612,9.874,223.418,,37084_044_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_044_2-S_HM_E_flute3_L_DiodeCV_31_8_2021_11h32m50s.txt,Perugia
37084,2S,WW,277548,93111,37084_044_2-S_HM_WW,3.142,267.491,2.609,9.687,223.675,,37084_044_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_044_2-S_HM_W_flute3_L_DiodeCV_31_8_2021_12h39m42s.txt,Perugia
37084,2S,EE,277951,93134,37084_048_2-S_HM_EE,3.134,268.154,2.622,9.465,222.566,,37084_048_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_048_2-S_HM_E_flute3_L_DiodeCV_31_8_2021_15h11m17s.txt,Perugia
37084,2S,WW,278052,93137,37084_048_2-S_HM_WW,3.181,264.201,2.619,9.638,222.821,,37084_048_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37084_048_2-S_HM_W_flute3_L_DiodeCV_31_8_2021_15h52m43s.txt,Perugia
37085,2S,EE,273241,93138,37085_003_2-S_HM_EE,3.177,264.575,2.606,9.384,223.932,,37085_003_2-S_HM_EE,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37085_003_2-S_HM_E_flute3_L_DiodeCV_2_9_2021_14h48m33s.txt,Perugia
37085,2S,WW,273293,93151,37085_003_2-S_HM_WW,2.986,281.508,2.609,9.329,223.675,,37085_003_2-S_HM_WW,PQC3,DIODE_HALF,Not Used,Left,DiodeCV,PQC_HM_POSITION 3,0.5,,,0.2,20.0,20.0,HPK_37085_003_2-S_HM_W_flute3_L_DiodeCV_2_9_2021_15h35m47s.txt,Perugia
