batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,NA
37896,PSS,EE,Brown,Right,20.0,20.07,2.795
37896,PSS,WW,Brown,Right,20.0,20.055,3.092
37896,PSS,EE,Brown,Right,20.0,20.029,2.841
37896,PSS,WW,Brown,Right,20.0,20.041,2.834
37896,PSS,EE,Brown,Right,20.0,20.085,2.928
37896,PSS,WW,Brown,Right,20.0,20.086,3.097
37896,PSS,EE,Brown,Right,20.0,20.07,3.1
37896,PSS,WW,Brown,Right,20.0,20.056,2.931
37896,PSS,EE,Brown,Right,20.0,20.022,3.226
37896,PSS,WW,Brown,Right,20.0,20.08,3.149
37896,PSS,EE,Brown,Right,20.0,20.063,3.121
37896,PSS,WW,Brown,Right,20.0,20.069,3.098
37896,PSS,EE,Brown,Right,20.0,20.067,2.983
37896,PSS,WW,Brown,Right,20.0,20.045,2.864
37896,PSS,EE,Brown,Right,20.0,20.091,3.134
37896,PSS,WW,Brown,Right,20.0,20.063,2.974
38212,PSS,EE,Brown,Right,20.0,20.01,3.01
38212,PSS,WW,Brown,Right,20.0,20.015,3.104
38212,PSS,EE,Brown,Right,20.0,20.103,3.289
38212,PSS,WW,Brown,Right,20.0,20.156,3.061
38212,PSS,EE,Brown,Right,20.0,20.068,2.956
38212,PSS,WW,Brown,Right,20.0,20.071,2.865
38212,PSS,EE,Brown,Right,20.0,20.168,2.944
38212,PSS,WW,Brown,Right,20.0,20.155,2.761
38212,PSS,EE,Brown,Right,20.0,20.123,2.938
38212,PSS,WW,Brown,Right,20.0,20.2,3.02
38212,PSS,EE,Brown,Right,20.0,20.15,2.935
38212,PSS,WW,Brown,Right,20.0,20.199,2.898
38212,PSS,EE,Brown,Right,20.0,20.199,2.926
38212,PSS,WW,Brown,Right,20.0,20.205,2.985
38212,PSS,EE,Brown,Right,20.0,20.209,2.962
38212,PSS,WW,Brown,Right,20.0,20.176,2.9
37906,2S,EE,HEPHY,Right,,,3.574
37906,2S,EE,HEPHY,Left,,,3.824
37906,2S,WW,HEPHY,Right,,,3.653
37906,2S,WW,HEPHY,Left,,,4.109
37906,2S,EE,HEPHY,Left,,,3.801
37906,2S,WW,HEPHY,Left,,,3.792
37906,2S,EE,HEPHY,Right,,,3.454
37906,2S,EE,HEPHY,Left,,,3.561
37906,2S,WW,HEPHY,Left,,,3.666
37906,2S,WW,HEPHY,Right,,,3.434
37906,2S,EE,HEPHY,Left,,,4.31
37906,2S,WW,HEPHY,Left,,,3.638
37906,2S,EE,HEPHY,Left,,,3.736
37906,2S,WW,HEPHY,Left,,,4.203
37906,2S,EE,HEPHY,Left,,,3.832
37906,2S,WW,HEPHY,Left,,,3.751
37906,2S,EE,HEPHY,Left,,,3.771
37906,2S,WW,HEPHY,Left,,,4.028
37906,2S,EE,HEPHY,Left,,,3.593
37906,2S,WW,HEPHY,Left,,,4.031
37907,2S,EE,HEPHY,Left,,,3.558
37907,2S,WW,HEPHY,Left,,,3.627
37907,2S,EE,HEPHY,Left,,,3.393
37907,2S,WW,HEPHY,Left,,,4.053
37907,2S,EE,HEPHY,Left,,,3.388
37907,2S,WW,HEPHY,Left,,,3.611
37907,2S,EE,HEPHY,Left,,,3.55
37907,2S,WW,HEPHY,Left,,,3.602
37907,2S,EE,HEPHY,Left,,,3.488
37907,2S,WW,HEPHY,Left,,,3.774
37907,2S,EE,HEPHY,Left,,,3.553
37907,2S,WW,HEPHY,Left,,,3.999
37907,2S,EE,HEPHY,Left,,,3.887
37907,2S,WW,HEPHY,Left,,,4.207
37907,2S,EE,HEPHY,Left,,,3.54
37907,2S,WW,HEPHY,Left,,,4.491
38194,2S,EE,Perugia,Left,20.0,20.0,7.971
38194,2S,WW,Perugia,Left,20.0,20.0,8.061
38194,2S,EE,Perugia,Left,20.0,20.0,7.485
38194,2S,WW,Perugia,Left,20.0,20.0,7.067
38194,2S,EE,Perugia,Left,20.0,20.0,7.4
38194,2S,WW,Perugia,Left,20.0,20.0,7.013
38194,2S,EE,Perugia,Left,20.0,20.0,7.439
38194,2S,WW,Perugia,Left,20.0,20.0,7.571
38194,2S,EE,Perugia,Left,20.0,20.0,7.252
38194,2S,WW,Perugia,Left,20.0,20.0,7.044
38194,2S,EE,Perugia,Left,20.0,20.0,7.359
38194,2S,WW,Perugia,Left,20.0,20.0,7.46
38194,2S,EE,Perugia,Left,20.0,20.0,7.235
38194,2S,WW,Perugia,Left,20.0,20.0,7.016
38195,2S,EE,Perugia,Left,20.0,20.0,6.39
38195,2S,EE,Perugia,Left,20.0,20.0,6.39
38195,2S,WW,Perugia,Left,20.0,20.0,6.092
38195,2S,EE,Perugia,Left,20.0,20.0,6.719
38195,2S,WW,Perugia,Left,20.0,20.0,6.628
38195,2S,EE,Perugia,Left,20.0,20.0,6.645
38195,2S,WW,Perugia,Left,20.0,20.0,6.894
38195,2S,EE,Perugia,Left,20.0,20.0,7.143
38195,2S,WW,Perugia,Left,20.0,20.0,7.07
38195,2S,EE,Perugia,Left,20.0,20.0,7.123
38195,2S,WW,Perugia,Left,20.0,20.0,6.725
38195,2S,EE,Perugia,Left,20.0,20.0,6.373
38195,2S,WW,Perugia,Left,20.0,20.0,6.449
38195,2S,EE,Perugia,Left,20.0,20.0,6.49
38195,2S,WW,Perugia,Left,20.0,20.0,6.585
38195,2S,EE,Perugia,Left,20.0,20.0,6.258
38195,2S,WW,Perugia,Left,20.0,20.0,6.343
38213,PSS,EE,Perugia,Left,20.0,20.0,7.308
38213,PSS,EE,Perugia,Left,20.0,20.0,7.308
38213,PSS,EE,Perugia,Left,20.0,20.0,7.308
38213,PSS,WW,Perugia,Left,20.0,20.0,7.142
38213,PSS,WW,Perugia,Left,20.0,20.0,7.142
38213,PSS,WW,Perugia,Left,20.0,20.0,7.142
38213,PSS,EE,Perugia,Left,20.0,20.0,7.392
38213,PSS,EE,Perugia,Left,20.0,20.0,7.392
38213,PSS,EE,Perugia,Left,20.0,20.0,7.392
38213,PSS,WW,Perugia,Left,20.0,20.0,7.192
38213,PSS,WW,Perugia,Left,20.0,20.0,7.192
38213,PSS,WW,Perugia,Left,20.0,20.0,7.192
38213,PSS,EE,Perugia,Left,20.0,20.0,7.434
38213,PSS,EE,Perugia,Left,20.0,20.0,7.434
38213,PSS,EE,Perugia,Left,20.0,20.0,7.434
38213,PSS,WW,Perugia,Left,20.0,20.0,7.218
38213,PSS,WW,Perugia,Left,20.0,20.0,7.218
38213,PSS,WW,Perugia,Left,20.0,20.0,7.218
38213,PSS,EE,Perugia,Left,20.0,20.0,7.486
38213,PSS,EE,Perugia,Left,20.0,20.0,7.486
38213,PSS,EE,Perugia,Left,20.0,20.0,7.486
38213,PSS,WW,Perugia,Left,20.0,20.0,7.277
38213,PSS,WW,Perugia,Left,20.0,20.0,7.277
38213,PSS,WW,Perugia,Left,20.0,20.0,7.277
38213,PSS,EE,Perugia,Left,20.0,20.0,7.098
38213,PSS,EE,Perugia,Left,20.0,20.0,7.098
38213,PSS,EE,Perugia,Left,20.0,20.0,7.098
38213,PSS,WW,Perugia,Left,20.0,20.0,6.916
38213,PSS,WW,Perugia,Left,20.0,20.0,6.916
38213,PSS,WW,Perugia,Left,20.0,20.0,6.916
38213,PSS,EE,Perugia,Left,20.0,20.0,7.191
38213,PSS,EE,Perugia,Left,20.0,20.0,7.191
38213,PSS,EE,Perugia,Left,20.0,20.0,7.191
38213,PSS,WW,Perugia,Left,20.0,20.0,6.807
38213,PSS,WW,Perugia,Left,20.0,20.0,6.807
38213,PSS,WW,Perugia,Left,20.0,20.0,6.807
38213,PSS,EE,Perugia,Left,20.0,20.0,7.115
38213,PSS,EE,Perugia,Left,20.0,20.0,7.115
38213,PSS,EE,Perugia,Left,20.0,20.0,7.115
38213,PSS,EE,Perugia,Left,20.0,20.0,7.115
38213,PSS,WW,Perugia,Left,20.0,20.0,6.994
38213,PSS,WW,Perugia,Left,20.0,20.0,6.994
38213,PSS,WW,Perugia,Left,20.0,20.0,6.994
38711,PSS,EE,Perugia,Left,20.0,20.0,7.064
38711,PSS,EE,Perugia,Left,20.0,20.0,7.064
38711,PSS,EE,Perugia,Left,20.0,20.0,7.064
38711,PSS,WW,Perugia,Left,20.0,20.0,6.935
38711,PSS,WW,Perugia,Left,20.0,20.0,6.935
38711,PSS,WW,Perugia,Left,20.0,20.0,6.935
38711,PSS,EE,Perugia,Left,20.0,20.0,7.085
38711,PSS,EE,Perugia,Left,20.0,20.0,7.085
38711,PSS,EE,Perugia,Left,20.0,20.0,7.085
38711,PSS,WW,Perugia,Left,20.0,20.0,6.726
38711,PSS,WW,Perugia,Left,20.0,20.0,6.726
38711,PSS,WW,Perugia,Left,20.0,20.0,6.726
38711,PSS,EE,Perugia,Left,20.0,20.0,6.849
38711,PSS,EE,Perugia,Left,20.0,20.0,6.849
38711,PSS,EE,Perugia,Left,20.0,20.0,6.849
38711,PSS,WW,Perugia,Left,20.0,20.0,6.986
38711,PSS,WW,Perugia,Left,20.0,20.0,6.986
38711,PSS,WW,Perugia,Left,20.0,20.0,6.986
38711,PSS,EE,Perugia,Left,20.0,20.0,6.841
38711,PSS,EE,Perugia,Left,20.0,20.0,6.841
38711,PSS,EE,Perugia,Left,20.0,20.0,6.841
38711,PSS,WW,Perugia,Left,20.0,20.0,7.169
38711,PSS,WW,Perugia,Left,20.0,20.0,7.169
38711,PSS,WW,Perugia,Left,20.0,20.0,7.169
38711,PSS,EE,Perugia,Left,20.0,20.0,6.805
38711,PSS,EE,Perugia,Left,20.0,20.0,6.805
38711,PSS,EE,Perugia,Left,20.0,20.0,6.805
38711,PSS,WW,Perugia,Left,20.0,20.0,6.797
38711,PSS,WW,Perugia,Left,20.0,20.0,6.797
38711,PSS,WW,Perugia,Left,20.0,20.0,6.797
38711,PSS,WW,Perugia,Left,20.0,20.0,7.053
38711,PSS,WW,Perugia,Left,20.0,20.0,7.012
38711,PSS,WW,Perugia,Left,20.0,20.0,7.012
38711,PSS,WW,Perugia,Left,20.0,20.0,7.053
38711,PSS,WW,Perugia,Left,20.0,20.0,7.053
38711,PSS,WW,Perugia,Left,20.0,20.0,7.012
38711,PSS,EE,Perugia,Left,20.0,20.0,7.118
38711,PSS,EE,Perugia,Left,20.0,20.0,7.118
38711,PSS,EE,Perugia,Left,20.0,20.0,7.118
38711,PSS,WW,Perugia,Left,20.0,20.0,6.712
38711,PSS,WW,Perugia,Left,20.0,20.0,6.712
38711,PSS,WW,Perugia,Left,20.0,20.0,6.712
38711,PSS,EE,Perugia,Left,20.0,20.0,6.912
38711,PSS,EE,Perugia,Left,20.0,20.0,6.912
38711,PSS,EE,Perugia,Left,20.0,20.0,6.912
38711,PSS,WW,Perugia,Left,20.0,20.0,6.914
38711,PSS,WW,Perugia,Left,20.0,20.0,6.914
38711,PSS,WW,Perugia,Left,20.0,20.0,6.914
38712,PSS,EE,HEPHY,Left,,,3.267
38712,PSS,WW,HEPHY,Left,,,3.238
38712,PSS,EE,HEPHY,Left,,,3.423
38712,PSS,WW,HEPHY,Left,,,3.761
38712,PSS,WW,HEPHY,Left,,,3.355
38712,PSS,EE,HEPHY,Left,,,3.407
38712,PSS,WW,HEPHY,Left,,,3.267
38712,PSS,EE,HEPHY,Left,,,3.015
38712,PSS,WW,HEPHY,Left,,,3.259
38712,PSS,EE,HEPHY,Left,,,2.954
38712,PSS,WW,HEPHY,Left,,,3.465
38712,PSS,EE,HEPHY,Left,,,3.23
38712,PSS,WW,HEPHY,Left,,,3.212
38712,PSS,EE,HEPHY,Left,,,3.017
38712,PSS,WW,HEPHY,Left,,,3.398
38712,PSS,EE,HEPHY,Left,,,3.021
38712,PSS,WW,HEPHY,Left,,,3.22
38197,2S,EE,HEPHY,Left,,,3.206
38197,2S,WW,HEPHY,Left,,,3.27
38197,2S,EE,HEPHY,Left,,,3.102
38197,2S,WW,HEPHY,Left,,,3.059
38197,2S,EE,HEPHY,Left,,,3.103
38197,2S,WW,HEPHY,Left,,,3.237
38197,2S,EE,HEPHY,Left,,,3.526
38197,2S,WW,HEPHY,Left,,,3.192
38197,2S,EE,HEPHY,Left,,,3.289
38197,2S,WW,HEPHY,Left,,,3.263
38197,2S,EE,HEPHY,Left,,,3.097
38197,2S,WW,HEPHY,Left,,,3.553
38197,2S,EE,HEPHY,Left,,,2.936
38197,2S,WW,HEPHY,Left,,,3.314
38197,2S,EE,HEPHY,Left,,,2.928
38197,2S,WW,HEPHY,Left,,,3.033
38198,2S,EE,Perugia,Left,20.0,20.0,6.669
38198,2S,EE,Perugia,Left,20.0,20.0,6.669
38198,2S,EE,Perugia,Left,20.0,20.0,6.669
38198,2S,EE,Perugia,Left,20.0,20.0,6.669
38198,2S,WW,Perugia,Left,20.0,20.0,6.739
38198,2S,WW,Perugia,Left,20.0,20.0,6.739
38198,2S,WW,Perugia,Left,20.0,20.0,6.739
38198,2S,WW,Perugia,Left,20.0,20.0,6.739
38198,2S,EE,Perugia,Left,20.0,20.0,6.8
38198,2S,EE,Perugia,Left,20.0,20.0,6.8
38198,2S,EE,Perugia,Left,20.0,20.0,6.8
38198,2S,EE,Perugia,Left,20.0,20.0,6.8
38198,2S,WW,Perugia,Left,20.0,20.0,6.698
38198,2S,WW,Perugia,Left,20.0,20.0,6.698
38198,2S,WW,Perugia,Left,20.0,20.0,6.698
38198,2S,WW,Perugia,Left,20.0,20.0,6.698
38198,2S,EE,Perugia,Left,20.0,20.0,6.559
38198,2S,EE,Perugia,Left,20.0,20.0,6.559
38198,2S,EE,Perugia,Left,20.0,20.0,6.559
38198,2S,EE,Perugia,Left,20.0,20.0,6.559
38198,2S,WW,Perugia,Left,20.0,20.0,6.434
38198,2S,WW,Perugia,Left,20.0,20.0,6.434
38198,2S,WW,Perugia,Left,20.0,20.0,6.434
38198,2S,WW,Perugia,Left,20.0,20.0,6.434
38198,2S,EE,Perugia,Left,20.0,20.0,6.896
38198,2S,EE,Perugia,Left,20.0,20.0,6.896
38198,2S,EE,Perugia,Left,20.0,20.0,6.896
38198,2S,EE,Perugia,Left,20.0,20.0,6.896
38198,2S,WW,Perugia,Left,20.0,20.0,6.732
38198,2S,WW,Perugia,Left,20.0,20.0,6.732
38198,2S,WW,Perugia,Left,20.0,20.0,6.732
38198,2S,WW,Perugia,Left,20.0,20.0,6.732
38198,2S,EE,Perugia,Left,20.0,20.0,6.221
38198,2S,EE,Perugia,Left,20.0,20.0,6.221
38198,2S,EE,Perugia,Left,20.0,20.0,6.221
38198,2S,EE,Perugia,Left,20.0,20.0,6.221
38198,2S,WW,Perugia,Left,20.0,20.0,6.043
38198,2S,WW,Perugia,Left,20.0,20.0,6.043
38198,2S,WW,Perugia,Left,20.0,20.0,6.043
38198,2S,WW,Perugia,Left,20.0,20.0,6.043
38198,2S,EE,Perugia,Left,20.0,20.0,6.605
38198,2S,EE,Perugia,Left,20.0,20.0,6.605
38198,2S,EE,Perugia,Left,20.0,20.0,6.605
38198,2S,EE,Perugia,Left,20.0,20.0,6.605
38198,2S,WW,Perugia,Left,20.0,20.0,6.608
38198,2S,WW,Perugia,Left,20.0,20.0,6.608
38198,2S,WW,Perugia,Left,20.0,20.0,6.608
38198,2S,WW,Perugia,Left,20.0,20.0,6.608
38198,2S,EE,Perugia,Left,20.0,20.0,6.816
38198,2S,EE,Perugia,Left,20.0,20.0,6.816
38198,2S,EE,Perugia,Left,20.0,20.0,6.816
38198,2S,EE,Perugia,Left,20.0,20.0,6.816
38198,2S,WW,Perugia,Left,20.0,20.0,6.733
38198,2S,WW,Perugia,Left,20.0,20.0,6.733
38198,2S,WW,Perugia,Left,20.0,20.0,6.733
38198,2S,WW,Perugia,Left,20.0,20.0,6.733
38200,2S,EE,HEPHY,Left,,,3.431
38200,2S,WW,HEPHY,Left,,,3.348
38200,2S,EE,HEPHY,Left,,,3.23
38200,2S,WW,HEPHY,Left,,,3.73
38200,2S,EE,HEPHY,Left,,,3.455
38200,2S,WW,HEPHY,Left,,,3.324
38200,2S,EE,HEPHY,Left,,,3.214
38200,2S,WW,HEPHY,Left,,,3.677
38200,2S,EE,HEPHY,Left,,,3.473
38200,2S,WW,HEPHY,Left,,,3.467
38200,2S,EE,HEPHY,Left,,,3.493
38200,2S,WW,HEPHY,Left,,,3.398
38200,2S,EE,HEPHY,Left,,,3.26
38200,2S,WW,HEPHY,Left,,,3.509
38200,2S,EE,HEPHY,Left,,,3.256
38200,2S,WW,HEPHY,Left,,,3.735
38201,2S,EE,Perugia,Left,20.0,20.0,6.679
38201,2S,EE,Perugia,Left,20.0,20.0,6.679
38201,2S,EE,Perugia,Left,20.0,20.0,6.679
38201,2S,WW,Perugia,Left,20.0,20.0,6.488
38201,2S,WW,Perugia,Left,20.0,20.0,6.488
38201,2S,WW,Perugia,Left,20.0,20.0,6.488
38201,2S,EE,Perugia,Left,20.0,20.0,6.792
38201,2S,EE,Perugia,Left,20.0,20.0,6.792
38201,2S,EE,Perugia,Left,20.0,20.0,6.792
38201,2S,WW,Perugia,Left,20.0,20.0,6.537
38201,2S,WW,Perugia,Left,20.0,20.0,6.537
38201,2S,WW,Perugia,Left,20.0,20.0,6.537
38201,2S,EE,Perugia,Left,20.0,20.0,6.775
38201,2S,EE,Perugia,Left,20.0,20.0,6.775
38201,2S,EE,Perugia,Left,20.0,20.0,6.775
38201,2S,WW,Perugia,Left,20.0,20.0,6.505
38201,2S,WW,Perugia,Left,20.0,20.0,6.505
38201,2S,WW,Perugia,Left,20.0,20.0,6.505
38201,2S,EE,Perugia,Left,20.0,20.0,6.982
38201,2S,EE,Perugia,Left,20.0,20.0,6.982
38201,2S,EE,Perugia,Left,20.0,20.0,6.982
38201,2S,WW,Perugia,Left,20.0,20.0,6.374
38201,2S,WW,Perugia,Left,20.0,20.0,6.374
38201,2S,WW,Perugia,Left,20.0,20.0,6.374
38201,2S,EE,Perugia,Left,20.0,20.0,6.652
38201,2S,EE,Perugia,Left,20.0,20.0,6.652
38201,2S,EE,Perugia,Left,20.0,20.0,6.652
38201,2S,WW,Perugia,Left,20.0,20.0,6.651
38201,2S,WW,Perugia,Left,20.0,20.0,6.651
38201,2S,WW,Perugia,Left,20.0,20.0,6.651
38201,2S,EE,Perugia,Left,20.0,20.0,6.808
38201,2S,EE,Perugia,Left,20.0,20.0,6.808
38201,2S,EE,Perugia,Left,20.0,20.0,6.808
38201,2S,WW,Perugia,Left,20.0,20.0,6.27
38201,2S,WW,Perugia,Left,20.0,20.0,6.27
38201,2S,WW,Perugia,Left,20.0,20.0,6.27
38201,2S,EE,Perugia,Left,20.0,20.0,6.962
38201,2S,EE,Perugia,Left,20.0,20.0,6.962
38201,2S,EE,Perugia,Left,20.0,20.0,6.962
38201,2S,WW,Perugia,Left,20.0,20.0,6.58
38201,2S,WW,Perugia,Left,20.0,20.0,6.58
38201,2S,WW,Perugia,Left,20.0,20.0,6.58
38201,2S,EE,Perugia,Left,20.0,20.0,6.639
38201,2S,EE,Perugia,Left,20.0,20.0,6.639
38201,2S,EE,Perugia,Left,20.0,20.0,6.639
38201,2S,WW,Perugia,Left,20.0,20.0,6.603
38201,2S,WW,Perugia,Left,20.0,20.0,6.603
38201,2S,WW,Perugia,Left,20.0,20.0,6.603
38202,2S,EE,Brown,Right,20.0,20.017,3.149
38202,2S,WW,Brown,Right,20.0,20.017,3.142
38202,2S,EE,Brown,Right,20.0,20.024,3.305
38202,2S,WW,Brown,Right,20.0,20.019,3.52
38202,2S,EE,Brown,Right,20.0,20.022,3.502
38202,2S,WW,Brown,Right,20.0,20.019,3.232
38202,2S,EE,Brown,Right,20.0,20.023,3.43
38202,2S,WW,Brown,Right,20.0,20.024,3.387
38202,2S,EE,Brown,Right,20.0,20.011,2.869
38202,2S,WW,Brown,Right,20.0,20.009,3.315
38202,2S,EE,Brown,Right,20.0,20.015,3.452
38202,2S,WW,Brown,Right,20.0,20.013,3.269
38202,2S,EE,Brown,Right,20.0,20.01,3.177
38202,2S,WW,Brown,Right,20.0,20.008,3.339
38202,2S,EE,Brown,Right,20.0,20.009,3.132
38202,2S,WW,Brown,Right,20.0,20.008,3.524
38691,2S,EE,HEPHY,Left,,,3.592
38691,2S,EE,HEPHY,Left,,,3.732
38691,2S,WW,HEPHY,Left,,,3.732
38691,2S,EE,HEPHY,Left,,,3.388
38691,2S,WW,HEPHY,Left,,,4.408
38691,2S,EE,HEPHY,Left,,,3.146
38691,2S,WW,HEPHY,Left,,,3.568
38691,2S,EE,HEPHY,Left,,,3.316
38691,2S,WW,HEPHY,Left,,,3.576
38691,2S,EE,HEPHY,Left,,,3.745
38691,2S,WW,HEPHY,Left,,,3.585
38691,2S,EE,HEPHY,Left,,,3.141
38691,2S,WW,HEPHY,Left,,,3.571
38691,2S,EE,HEPHY,Left,,,3.185
38691,2S,WW,HEPHY,Left,,,3.707
38693,2S,EE,Brown,Right,20.0,20.015,3.306
38693,2S,WW,Brown,Right,20.0,20.017,3.666
38693,2S,EE,Brown,Right,20.0,20.007,3.624
38693,2S,WW,Brown,Right,20.0,20.005,3.829
38693,2S,EE,Brown,Right,20.0,20.014,3.45
38693,2S,WW,Brown,Right,20.0,20.012,3.343
38693,2S,EE,Brown,Right,20.0,20.008,3.494
38693,2S,WW,Brown,Right,20.0,20.006,3.201
38693,2S,EE,Brown,Right,20.0,20.007,3.301
38693,2S,WW,Brown,Right,20.0,20.011,3.036
38693,2S,EE,Brown,Right,20.0,20.01,3.095
38693,2S,WW,Brown,Right,20.0,20.008,3.153
38693,2S,EE,Brown,Right,20.0,20.021,3.185
38693,2S,WW,Brown,Right,20.0,20.009,3.277
38693,2S,EE,Brown,Right,20.0,20.007,2.976
38693,2S,WW,Brown,Right,20.0,20.009,3.323
38694,2S,EE,Brown,Right,20.0,20.006,3.387
38694,2S,WW,Brown,Right,20.0,20.017,3.297
38694,2S,EE,Brown,Right,20.0,20.009,3.327
38694,2S,WW,Brown,Right,20.0,20.011,2.933
38694,2S,EE,Brown,Right,20.0,20.036,2.916
38694,2S,WW,Brown,Right,20.0,20.011,3.19
38694,2S,EE,Brown,Right,20.0,20.027,3.116
38694,2S,WW,Brown,Right,20.0,20.012,3.265
38694,2S,EE,Brown,Right,20.0,20.006,2.915
38694,2S,WW,Brown,Right,20.0,20.006,2.906
38694,2S,EE,Brown,Right,20.0,20.011,2.961
38694,2S,WW,Brown,Right,20.0,20.017,2.894
38694,2S,EE,Brown,Right,20.0,20.024,3.3
38694,2S,WW,Brown,Right,20.0,20.014,2.918
38694,2S,EE,Brown,Right,20.0,20.033,3.113
38694,2S,WW,Brown,Right,20.0,20.011,3.425
38713,2S,EE,Brown,Right,20.0,20.012,2.757
38713,2S,WW,Brown,Right,20.0,20.036,3.268
38713,2S,EE,Brown,Right,20.0,20.006,3.017
38713,2S,WW,Brown,Right,20.0,20.015,3.153
38713,2S,EE,Brown,Right,20.0,20.05,2.905
38713,2S,WW,Brown,Right,20.0,20.031,3.6
38713,2S,EE,Brown,Right,20.0,20.032,2.888
38713,2S,WW,Brown,Right,20.0,20.021,3.175
38713,2S,EE,Brown,Right,20.0,20.007,2.649
38713,2S,WW,Brown,Right,20.0,20.015,3.208
38713,2S,EE,Brown,Right,20.0,20.011,3.409
38713,2S,WW,Brown,Right,20.0,20.025,2.96
38713,2S,EE,Brown,Right,20.0,20.029,3.182
38713,2S,WW,Brown,Right,20.0,20.012,3.065
38713,2S,EE,Brown,Right,20.0,20.041,2.858
38713,2S,WW,Brown,Right,20.0,20.017,2.934
38716,2S,EE,Perugia,Left,20.0,20.0,6.256
38716,2S,EE,Perugia,Left,20.0,20.0,6.256
38716,2S,EE,Perugia,Left,20.0,20.0,6.256
38716,2S,WW,Perugia,Left,20.0,20.0,6.858
38716,2S,WW,Perugia,Left,20.0,20.0,6.858
38716,2S,WW,Perugia,Left,20.0,20.0,6.858
38716,2S,EE,Perugia,Left,20.0,20.0,6.28
38716,2S,EE,Perugia,Left,20.0,20.0,6.28
38716,2S,EE,Perugia,Left,20.0,20.0,6.28
38716,2S,WW,Perugia,Left,20.0,20.0,6.814
38716,2S,WW,Perugia,Left,20.0,20.0,6.814
38716,2S,WW,Perugia,Left,20.0,20.0,6.814
38716,2S,EE,Perugia,Left,20.0,20.0,6.387
38716,2S,EE,Perugia,Left,20.0,20.0,6.387
38716,2S,EE,Perugia,Left,20.0,20.0,6.387
38716,2S,WW,Perugia,Left,20.0,20.0,6.576
38716,2S,WW,Perugia,Left,20.0,20.0,6.576
38716,2S,WW,Perugia,Left,20.0,20.0,6.576
38716,2S,EE,Perugia,Left,20.0,20.0,6.244
38716,2S,EE,Perugia,Left,20.0,20.0,6.244
38716,2S,EE,Perugia,Left,20.0,20.0,6.244
38716,2S,WW,Perugia,Left,20.0,20.0,6.87
38716,2S,WW,Perugia,Left,20.0,20.0,6.87
38716,2S,WW,Perugia,Left,20.0,20.0,6.87
38716,2S,EE,Perugia,Left,20.0,20.0,6.294
38716,2S,EE,Perugia,Left,20.0,20.0,6.294
38716,2S,EE,Perugia,Left,20.0,20.0,6.294
38716,2S,WW,Perugia,Left,20.0,20.0,6.747
38716,2S,WW,Perugia,Left,20.0,20.0,6.747
38716,2S,WW,Perugia,Left,20.0,20.0,6.747
38716,2S,EE,Perugia,Left,20.0,20.0,6.31
38716,2S,EE,Perugia,Left,20.0,20.0,6.31
38716,2S,EE,Perugia,Left,20.0,20.0,6.31
38716,2S,WW,Perugia,Left,20.0,20.0,6.831
38716,2S,WW,Perugia,Left,20.0,20.0,6.831
38716,2S,WW,Perugia,Left,20.0,20.0,6.831
38695,2S,EE,Brown,Right,20.0,20.008,3.501
38695,2S,WW,Brown,Right,20.0,20.025,3.718
38695,2S,EE,Brown,Right,20.0,20.007,3.151
38695,2S,WW,Brown,Right,20.0,20.01,3.384
38695,2S,EE,Brown,Right,20.0,20.042,3.473
38695,2S,WW,Brown,Right,20.0,20.03,3.133
38695,2S,EE,Brown,Right,20.0,20.018,3.514
38695,2S,WW,Brown,Right,20.0,20.009,3.671
38695,2S,EE,Brown,Right,20.0,20.018,2.43
38695,2S,WW,Brown,Right,20.0,20.043,3.806
38695,2S,EE,Brown,Right,20.0,20.009,3.51
38695,2S,WW,Brown,Right,20.0,20.034,3.454
38695,2S,EE,Brown,Right,20.0,20.06,3.651
38695,2S,WW,Brown,Right,20.0,20.039,3.535
38695,2S,EE,Brown,Right,20.0,20.051,3.645
38695,2S,WW,Brown,Right,20.0,20.03,3.321
38696,2S,EE,Brown,Right,20.0,20.005,2.994
38696,2S,WW,Brown,Right,20.0,20.013,2.909
38696,2S,EE,Brown,Right,20.0,20.009,3.276
38696,2S,WW,Brown,Right,20.0,20.015,3.06
38696,2S,EE,Brown,Right,20.0,20.037,3.084
38696,2S,WW,Brown,Right,20.0,20.015,3.096
38696,2S,EE,Brown,Right,20.0,20.038,3.007
38696,2S,WW,Brown,Right,20.0,20.015,3.062
38696,2S,EE,Brown,Right,20.0,20.011,3.141
38696,2S,WW,Brown,Right,20.0,20.01,3.132
38696,2S,EE,Brown,Right,20.0,20.007,3.094
38696,2S,WW,Brown,Right,20.0,20.01,2.975
38696,2S,EE,Brown,Right,20.0,20.031,3.241
38696,2S,WW,Brown,Right,20.0,20.016,3.102
38696,2S,EE,Brown,Right,20.0,20.026,3.368
38696,2S,WW,Brown,Right,20.0,20.009,3.12
38696,2S,EE,Brown,Right,20.0,20.005,3.295
38696,2S,WW,Brown,Right,20.0,20.005,3.094
38696,2S,EE,Brown,Right,20.0,20.019,3.032
38696,2S,WW,Brown,Right,20.0,20.008,2.991
38868,2S,EE,HEPHY,Left,,,3.474
38868,2S,WW,HEPHY,Left,,,3.735
38868,2S,EE,HEPHY,Left,,,3.567
38868,2S,WW,HEPHY,Left,,,3.634
