batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,NA
36696,PSS,WW,Brown,Right,20.0,20.018,3.837
36696,PSS,WW,Brown,Right,20.0,20.018,3.837
36696,PSS,EE,Brown,Right,20.0,20.061,4.005
36696,PSS,EE,Brown,Right,20.0,20.061,4.005
36696,PSS,WW,Brown,Right,20.0,20.02,4.189
36696,PSS,WW,Brown,Right,20.0,20.02,4.189
36696,PSS,EE,Brown,Right,20.0,20.017,3.313
36696,PSS,EE,Brown,Right,20.0,20.017,3.313
36696,PSS,WW,Brown,Right,20.0,20.051,3.546
36696,PSS,WW,Brown,Right,20.0,20.051,3.546
36697,PSS,EE,Brown,Right,20.0,20.002,4.118
36697,PSS,EE,Brown,Right,20.0,20.002,4.118
36697,PSS,EE,Brown,Right,20.0,20.002,4.118
36697,PSS,WW,Brown,Right,20.0,20.004,3.183
36697,PSS,WW,Brown,Right,20.0,20.004,3.183
36697,PSS,WW,Brown,Right,20.0,20.004,3.183
36697,PSS,EE,Brown,Right,20.0,20.013,4.047
36697,PSS,EE,Brown,Right,20.0,20.013,4.047
36697,PSS,WW,Brown,Right,20.0,20.024,3.889
36697,PSS,WW,Brown,Right,20.0,20.024,3.889
36697,PSS,WW,Brown,Right,20.0,20.024,3.889
36697,PSS,EE,Brown,Right,20.0,20.016,4.474
36697,PSS,EE,Brown,Right,20.0,20.016,4.474
36697,PSS,EE,Brown,Right,20.0,20.016,4.474
36697,PSS,EE,Brown,Right,20.0,20.053,3.35
36697,PSS,EE,Brown,Right,20.0,20.053,3.35
36697,PSS,EE,Brown,Right,20.0,20.053,3.35
36697,PSS,WW,Brown,Right,20.0,20.003,3.018
36697,PSS,WW,Brown,Right,20.0,20.003,3.018
36697,PSS,WW,Brown,Right,20.0,20.003,3.018
36697,PSS,EE,Brown,Right,20.0,20.005,2.927
36697,PSS,EE,Brown,Right,20.0,20.005,2.927
36697,PSS,EE,Brown,Right,20.0,20.005,2.927
36697,PSS,WW,Brown,Right,20.0,20.002,3.056
36697,PSS,WW,Brown,Right,20.0,20.002,3.056
36697,PSS,WW,Brown,Right,20.0,20.002,3.056
36697,PSS,WW,Brown,Right,20.0,20.038,9.187
36697,PSS,WW,Brown,Right,20.0,20.038,9.187
36697,PSS,WW,Brown,Right,20.0,20.038,9.187
36697,PSS,EE,Brown,Right,20.0,20.003,3.42
36697,PSS,EE,Brown,Right,20.0,20.003,3.42
36697,PSS,EE,Brown,Right,20.0,20.003,3.42
36697,PSS,EE,Brown,Right,20.0,20.082,3.634
36697,PSS,EE,Brown,Right,20.0,20.082,3.634
36697,PSS,EE,Brown,Right,20.0,20.082,3.634
36697,PSS,WW,Brown,Right,20.0,20.023,3.749
36697,PSS,WW,Brown,Right,20.0,20.023,3.749
36697,PSS,WW,Brown,Right,20.0,20.023,3.749
36700,2S,EE,HEPHY,Left,,,4.838
36700,2S,WW,HEPHY,Left,,,4.595
36700,2S,EE,HEPHY,Left,,,3.666
36700,2S,EE,HEPHY,Left,,,3.666
36700,2S,EE,HEPHY,Left,,,3.631
36700,2S,WW,HEPHY,Left,,,3.502
36700,2S,EE,HEPHY,Left,,,3.351
36700,2S,WW,HEPHY,Left,,,3.572
36700,2S,EE,HEPHY,Left,,,3.391
36700,2S,WW,HEPHY,Left,,,3.529
36700,2S,EE,HEPHY,Left,,,3.282
36700,2S,WW,HEPHY,Left,,,3.394
36700,2S,EE,HEPHY,Left,,,3.49
36700,2S,WW,HEPHY,Left,,,3.433
36700,2S,EE,HEPHY,Left,,,3.318
36700,2S,WW,HEPHY,Left,,,3.494
36700,2S,EE,HEPHY,Left,,,3.404
36700,2S,WW,HEPHY,Left,,,3.523
36700,2S,EE,HEPHY,Left,,,3.612
36700,2S,WW,HEPHY,Left,,,3.468
36700,2S,EE,HEPHY,Left,,,3.359
36700,2S,WW,HEPHY,Left,,,3.512
36701,2S,EE,HEPHY,Left,,,3.612
36701,2S,WW,HEPHY,Left,,,3.855
36701,2S,EE,HEPHY,Left,,,3.717
36701,2S,WW,HEPHY,Left,,,3.893
36701,2S,EE,HEPHY,Left,,,3.518
36701,2S,WW,HEPHY,Left,,,4.034
36701,2S,EE,HEPHY,Left,,,3.51
36701,2S,WW,HEPHY,Left,,,4.116
36701,2S,EE,HEPHY,Left,,,4.134
36701,2S,WW,HEPHY,Left,,,4.075
36701,2S,EE,HEPHY,Left,,,3.372
36701,2S,WW,HEPHY,Left,,,3.756
36701,2S,EE,HEPHY,Left,,,3.707
36701,2S,WW,HEPHY,Left,,,3.833
36701,2S,EE,HEPHY,Left,,,3.528
36701,2S,WW,HEPHY,Left,,,4.069
36701,2S,EE,HEPHY,Left,,,3.832
36701,2S,WW,HEPHY,Left,,,3.678
36701,2S,EE,HEPHY,Left,,,3.406
36701,2S,WW,HEPHY,Left,,,3.834
36246,2S,EE,Brown,Right,20.0,20.39,5.266
36246,2S,WW,Brown,Right,20.0,20.443,2.603
36246,2S,EE,Brown,Right,20.0,20.387,4.586
36246,2S,WW,Brown,Right,20.0,20.606,4.51
36246,2S,EE,Brown,Right,20.0,20.132,4.815
36246,2S,WW,Brown,Right,20.0,20.177,5.104
36246,2S,EE,Brown,Right,20.0,20.672,4.621
36246,2S,WW,Brown,Right,20.0,20.676,3.039
36246,2S,EE,Brown,Right,20.0,20.021,4.919
36246,2S,WW,Brown,Right,20.0,20.052,4.914
36246,2S,EE,Brown,Right,20.0,20.052,4.841
36246,2S,WW,Brown,Right,20.0,20.094,4.261
36246,2S,EE,Brown,Right,20.0,20.16,5.478
36246,2S,WW,Brown,Right,20.0,20.114,3.919
36246,2S,EE,Brown,Right,20.0,20.122,3.505
36246,2S,WW,Brown,Right,20.0,20.08,2.696
36246,2S,EE,Brown,Right,20.0,20.066,4.792
36246,2S,WW,Brown,Right,20.0,20.077,3.122
36698,2S,EE,HEPHY,Left,,,5.393
36698,2S,WW,HEPHY,Left,,,5.094
36698,2S,EE,HEPHY,Left,,,5.1
36698,2S,WW,HEPHY,Left,,,5.015
36698,2S,EE,HEPHY,Left,,,4.739
36698,2S,WW,HEPHY,Left,,,5.112
36698,2S,EE,HEPHY,Left,,,4.905
36698,2S,WW,HEPHY,Left,,,5.047
36698,2S,EE,HEPHY,Left,,,5.115
36698,2S,WW,HEPHY,Left,,,5.107
36698,2S,EE,HEPHY,Left,,,4.823
36698,2S,WW,HEPHY,Left,,,5.203
36698,2S,EE,HEPHY,Left,,,5.081
36698,2S,WW,HEPHY,Left,,,4.842
36698,2S,EE,HEPHY,Left,,,5.141
36698,2S,WW,HEPHY,Left,,,4.932
36698,2S,EE,HEPHY,Left,,,4.714
36698,2S,WW,HEPHY,Left,,,5.034
36698,2S,EE,HEPHY,Left,,,4.774
36698,2S,WW,HEPHY,Left,,,5.045
36699,2S,WW,HEPHY,Left,,,4.855
36699,2S,EE,HEPHY,Left,,,4.833
36699,2S,WW,HEPHY,Left,,,5.091
36699,2S,EE,HEPHY,Left,,,5.181
36699,2S,WW,HEPHY,Left,,,4.938
36699,2S,EE,HEPHY,Left,,,4.788
36699,2S,WW,HEPHY,Left,,,5.047
36699,2S,EE,HEPHY,Left,,,4.975
36699,2S,WW,HEPHY,Left,,,4.802
36699,2S,EE,HEPHY,Left,,,5.124
36699,2S,WW,HEPHY,Left,,,4.937
36699,2S,EE,HEPHY,Left,,,5.034
36699,2S,WW,HEPHY,Left,,,4.746
36699,2S,EE,HEPHY,Left,,,4.681
36699,2S,WW,HEPHY,Left,,,4.992
36699,2S,EE,HEPHY,Left,,,4.764
36699,2S,WW,HEPHY,Left,,,5.04
36699,2S,EE,HEPHY,Left,,,4.905
36699,2S,WW,HEPHY,Left,,,4.992
36702,2S,EE,Perugia,Left,20.0,20.0,7.38
36702,2S,EE,Perugia,Left,20.0,20.0,7.38
36702,2S,EE,Perugia,Left,20.0,20.0,7.38
36702,2S,WW,Perugia,Left,20.0,20.0,7.413
36702,2S,WW,Perugia,Left,20.0,20.0,7.413
36702,2S,WW,Perugia,Left,20.0,20.0,7.413
36702,2S,EE,Perugia,Left,20.0,20.0,7.536
36702,2S,EE,Perugia,Left,20.0,20.0,7.536
36702,2S,EE,Perugia,Left,20.0,20.0,7.536
36702,2S,WW,Perugia,Left,20.0,20.0,7.07
36702,2S,WW,Perugia,Left,20.0,20.0,7.07
36702,2S,WW,Perugia,Left,20.0,20.0,7.07
36702,2S,EE,Perugia,Left,20.0,20.0,7.646
36702,2S,EE,Perugia,Left,20.0,20.0,7.646
36702,2S,EE,Perugia,Left,20.0,20.0,7.646
36702,2S,WW,Perugia,Left,20.0,20.0,7.798
36702,2S,WW,Perugia,Left,20.0,20.0,7.798
36702,2S,WW,Perugia,Left,20.0,20.0,7.798
36702,2S,EE,Perugia,Left,20.0,20.0,8.024
36702,2S,EE,Perugia,Left,20.0,20.0,8.024
36702,2S,EE,Perugia,Left,20.0,20.0,8.024
36702,2S,WW,Perugia,Left,20.0,20.0,7.849
36702,2S,WW,Perugia,Left,20.0,20.0,7.849
36702,2S,WW,Perugia,Left,20.0,20.0,7.849
36702,2S,EE,Perugia,Left,20.0,20.0,7.1
36702,2S,EE,Perugia,Left,20.0,20.0,7.1
36702,2S,EE,Perugia,Left,20.0,20.0,7.1
36702,2S,WW,Perugia,Left,20.0,20.0,7.019
36702,2S,WW,Perugia,Left,20.0,20.0,7.019
36702,2S,WW,Perugia,Left,20.0,20.0,7.019
36702,2S,EE,Perugia,Left,20.0,20.0,7.302
36702,2S,EE,Perugia,Left,20.0,20.0,7.302
36702,2S,EE,Perugia,Left,20.0,20.0,7.302
36702,2S,WW,Perugia,Left,20.0,20.0,6.968
36702,2S,WW,Perugia,Left,20.0,20.0,6.968
36702,2S,WW,Perugia,Left,20.0,20.0,6.968
36702,2S,EE,Perugia,Left,20.0,20.0,7.279
36702,2S,EE,Perugia,Left,20.0,20.0,7.279
36702,2S,EE,Perugia,Left,20.0,20.0,7.279
36702,2S,WW,Perugia,Left,20.0,20.0,6.925
36702,2S,WW,Perugia,Left,20.0,20.0,6.925
36702,2S,WW,Perugia,Left,20.0,20.0,6.925
36702,2S,EE,Perugia,Left,20.0,20.0,7.315
36702,2S,EE,Perugia,Left,20.0,20.0,7.315
36702,2S,EE,Perugia,Left,20.0,20.0,7.315
36702,2S,WW,Perugia,Left,20.0,20.0,7.036
36702,2S,WW,Perugia,Left,20.0,20.0,7.036
36702,2S,WW,Perugia,Left,20.0,20.0,7.036
36703,2S,EE,Perugia,Left,20.0,20.0,8.063
36703,2S,EE,Perugia,Left,20.0,20.0,7.483
36703,2S,EE,Perugia,Left,20.0,20.0,8.063
36703,2S,EE,Perugia,Left,20.0,20.0,8.063
36703,2S,EE,Perugia,Left,20.0,20.0,7.483
36703,2S,WW,Perugia,Left,20.0,20.0,7.572
36703,2S,WW,Perugia,Left,20.0,20.0,7.572
36703,2S,WW,Perugia,Left,20.0,20.0,8.168
36703,2S,WW,Perugia,Left,20.0,20.0,7.572
36703,2S,WW,Perugia,Left,20.0,20.0,8.168
36703,2S,EE,Perugia,Left,20.0,20.0,8.087
36703,2S,EE,Perugia,Left,20.0,20.0,8.087
36703,2S,EE,Perugia,Left,20.0,20.0,7.592
36703,2S,EE,Perugia,Left,20.0,20.0,8.087
36703,2S,EE,Perugia,Left,20.0,20.0,7.592
36703,2S,WW,Perugia,Left,20.0,20.0,8.568
36703,2S,WW,Perugia,Left,20.0,20.0,8.568
36703,2S,WW,Perugia,Left,20.0,20.0,8.492
36703,2S,WW,Perugia,Left,20.0,20.0,8.568
36703,2S,WW,Perugia,Left,20.0,20.0,8.492
36703,2S,EE,Perugia,Left,20.0,20.0,8.242
36703,2S,EE,Perugia,Left,20.0,20.0,8.242
36703,2S,EE,Perugia,Left,20.0,20.0,8.242
36703,2S,WW,Perugia,Left,20.0,20.0,8.654
36703,2S,WW,Perugia,Left,20.0,20.0,8.654
36703,2S,WW,Perugia,Left,20.0,20.0,8.654
36703,2S,EE,Perugia,Left,20.0,20.0,8.094
36703,2S,EE,Perugia,Left,20.0,20.0,8.094
36703,2S,EE,Perugia,Left,20.0,20.0,8.094
36703,2S,WW,Perugia,Left,20.0,20.0,8.242
36703,2S,WW,Perugia,Left,20.0,20.0,8.242
36703,2S,WW,Perugia,Left,20.0,20.0,8.242
36703,2S,EE,Perugia,Left,20.0,20.0,8.541
36703,2S,EE,Perugia,Left,20.0,20.0,8.541
36703,2S,WW,Perugia,Left,20.0,20.0,8.638
36703,2S,WW,Perugia,Left,20.0,20.0,8.638
36703,2S,EE,Perugia,Left,20.0,20.0,7.879
36703,2S,EE,Perugia,Left,20.0,20.0,7.879
36703,2S,EE,Perugia,Left,20.0,20.0,7.879
36703,2S,WW,Perugia,Left,20.0,20.0,8.49
36703,2S,WW,Perugia,Left,20.0,20.0,8.152
36703,2S,WW,Perugia,Left,20.0,20.0,8.49
36703,2S,WW,Perugia,Left,20.0,20.0,8.152
36703,2S,WW,Perugia,Left,20.0,20.0,8.49
36703,2S,EE,Perugia,Left,20.0,20.0,7.059
36703,2S,EE,Perugia,Left,20.0,20.0,7.059
36703,2S,EE,Perugia,Left,20.0,20.0,7.059
36703,2S,WW,Perugia,Left,20.0,20.0,7.341
36703,2S,WW,Perugia,Left,20.0,20.0,7.341
36703,2S,WW,Perugia,Left,20.0,20.0,7.341
36703,2S,EE,Perugia,Left,20.0,20.0,7.506
36703,2S,EE,Perugia,Left,20.0,20.0,7.506
36703,2S,WW,Perugia,Left,20.0,20.0,7.602
36703,2S,WW,Perugia,Left,20.0,20.0,7.602
36703,2S,EE,Perugia,Left,20.0,20.0,7.642
36703,2S,EE,Perugia,Left,20.0,20.0,7.642
36703,2S,EE,Perugia,Left,20.0,20.0,7.642
36703,2S,WW,Perugia,Left,20.0,20.0,7.368
36703,2S,WW,Perugia,Left,20.0,20.0,7.368
36703,2S,WW,Perugia,Left,20.0,20.0,7.368
36703,2S,EE,Perugia,Left,20.0,20.0,7.857
36703,2S,EE,Perugia,Left,20.0,20.0,7.857
36703,2S,WW,Perugia,Left,20.0,20.0,8.011
36703,2S,WW,Perugia,Left,20.0,20.0,8.011
36703,2S,EE,Perugia,Left,20.0,20.0,7.711
36703,2S,EE,Perugia,Left,20.0,20.0,7.711
36703,2S,EE,Perugia,Left,20.0,20.0,7.711
36703,2S,WW,Perugia,Left,20.0,20.0,7.811
36703,2S,WW,Perugia,Left,20.0,20.0,7.811
36703,2S,WW,Perugia,Left,20.0,20.0,7.811
36703,2S,EE,Perugia,Left,20.0,20.0,7.777
36703,2S,EE,Perugia,Left,20.0,20.0,7.777
36703,2S,WW,Perugia,Left,20.0,20.0,7.895
36703,2S,WW,Perugia,Left,20.0,20.0,7.895
36703,2S,EE,Perugia,Left,20.0,20.0,7.854
36703,2S,EE,Perugia,Left,20.0,20.0,7.854
36703,2S,EE,Perugia,Left,20.0,20.0,7.854
36703,2S,WW,Perugia,Left,20.0,20.0,7.638
36703,2S,WW,Perugia,Left,20.0,20.0,7.638
36703,2S,WW,Perugia,Left,20.0,20.0,7.638
36703,2S,EE,Perugia,Left,20.0,20.0,7.915
36703,2S,EE,Perugia,Left,20.0,20.0,7.915
36703,2S,EE,Perugia,Left,20.0,20.0,7.745
36703,2S,EE,Perugia,Left,20.0,20.0,7.745
36703,2S,EE,Perugia,Left,20.0,20.0,7.915
36703,2S,WW,Perugia,Left,20.0,20.0,7.666
36703,2S,WW,Perugia,Left,20.0,20.0,7.666
36703,2S,WW,Perugia,Left,20.0,20.0,8.452
36703,2S,WW,Perugia,Left,20.0,20.0,8.452
36703,2S,WW,Perugia,Left,20.0,20.0,7.666
36704,2S,EE,Perugia,Left,20.0,20.0,7.483
36704,2S,EE,Perugia,Left,20.0,20.0,7.483
36704,2S,EE,Perugia,Left,20.0,20.0,7.483
36704,2S,EE,Perugia,Left,20.0,20.0,8.302
36704,2S,EE,Perugia,Left,20.0,20.0,8.302
36704,2S,EE,Perugia,Left,20.0,20.0,8.302
36704,2S,WW,Perugia,Left,20.0,20.0,8.702
36704,2S,WW,Perugia,Left,20.0,20.0,8.702
36704,2S,WW,Perugia,Left,20.0,20.0,8.702
36704,2S,EE,Perugia,Left,20.0,20.0,8.089
36704,2S,EE,Perugia,Left,20.0,20.0,8.089
36704,2S,EE,Perugia,Left,20.0,20.0,8.089
36705,2S,EE,Perugia,Left,20.0,20.0,7.289
36705,2S,EE,Perugia,Left,20.0,20.0,7.289
36705,2S,EE,Perugia,Left,20.0,20.0,7.289
36705,2S,WW,Perugia,Left,20.0,20.0,7.178
36705,2S,WW,Perugia,Left,20.0,20.0,7.178
36705,2S,WW,Perugia,Left,20.0,20.0,7.178
36705,2S,EE,Perugia,Left,20.0,20.0,7.464
36705,2S,EE,Perugia,Left,20.0,20.0,7.464
36705,2S,EE,Perugia,Left,20.0,20.0,7.464
36705,2S,WW,Perugia,Left,20.0,20.0,7.144
36705,2S,WW,Perugia,Left,20.0,20.0,7.144
36705,2S,WW,Perugia,Left,20.0,20.0,7.144
36705,2S,EE,Perugia,Left,20.0,20.0,7.594
36705,2S,EE,Perugia,Left,20.0,20.0,7.594
36705,2S,EE,Perugia,Left,20.0,20.0,7.594
36705,2S,WW,Perugia,Left,20.0,20.0,7.332
36705,2S,WW,Perugia,Left,20.0,20.0,7.332
36705,2S,WW,Perugia,Left,20.0,20.0,7.332
36705,2S,EE,Perugia,Left,20.0,20.0,7.584
36705,2S,EE,Perugia,Left,20.0,20.0,7.584
36705,2S,EE,Perugia,Left,20.0,20.0,7.584
36705,2S,WW,Perugia,Left,20.0,20.0,7.338
36705,2S,WW,Perugia,Left,20.0,20.0,7.338
36705,2S,WW,Perugia,Left,20.0,20.0,7.338
36705,2S,EE,Perugia,Left,20.0,20.0,7.692
36705,2S,EE,Perugia,Left,20.0,20.0,7.692
36705,2S,EE,Perugia,Left,20.0,20.0,7.692
36705,2S,WW,Perugia,Left,20.0,20.0,7.36
36705,2S,WW,Perugia,Left,20.0,20.0,7.36
36705,2S,WW,Perugia,Left,20.0,20.0,7.36
36705,2S,EE,Perugia,Left,20.0,20.0,7.092
36705,2S,EE,Perugia,Left,20.0,20.0,7.092
36705,2S,EE,Perugia,Left,20.0,20.0,7.092
36705,2S,WW,Perugia,Left,20.0,20.0,6.81
36705,2S,WW,Perugia,Left,20.0,20.0,6.81
36705,2S,WW,Perugia,Left,20.0,20.0,6.81
36705,2S,EE,Perugia,Left,20.0,20.0,7.619
36705,2S,EE,Perugia,Left,20.0,20.0,7.619
36705,2S,EE,Perugia,Left,20.0,20.0,7.619
36705,2S,WW,Perugia,Left,20.0,20.0,7.452
36705,2S,WW,Perugia,Left,20.0,20.0,7.452
36705,2S,WW,Perugia,Left,20.0,20.0,7.452
36705,2S,EE,Perugia,Left,20.0,20.0,7.787
36705,2S,EE,Perugia,Left,20.0,20.0,7.787
36705,2S,EE,Perugia,Left,20.0,20.0,7.787
36705,2S,WW,Perugia,Left,20.0,20.0,7.51
36705,2S,WW,Perugia,Left,20.0,20.0,7.51
36705,2S,WW,Perugia,Left,20.0,20.0,7.51
36705,2S,EE,Perugia,Left,20.0,20.0,7.632
36705,2S,EE,Perugia,Left,20.0,20.0,7.632
36705,2S,EE,Perugia,Left,20.0,20.0,7.632
36705,2S,WW,Perugia,Left,20.0,20.0,7.449
36705,2S,WW,Perugia,Left,20.0,20.0,7.449
36705,2S,WW,Perugia,Left,20.0,20.0,7.449
36705,2S,EE,Perugia,Left,20.0,20.0,7.752
36705,2S,EE,Perugia,Left,20.0,20.0,7.752
36705,2S,EE,Perugia,Left,20.0,20.0,7.752
36705,2S,WW,Perugia,Left,20.0,20.0,7.785
36705,2S,WW,Perugia,Left,20.0,20.0,7.785
36705,2S,WW,Perugia,Left,20.0,20.0,7.785
36706,2S,EE,Brown,Right,20.0,20.06,3.776
36706,2S,WW,Brown,Right,20.0,20.216,3.457
36797,2S,WW,Brown,Right,20.0,20.046,1.887
36798,2S,EE,Perugia,Left,20.0,20.0,8.028
36798,2S,EE,Perugia,Left,20.0,20.0,8.028
36798,2S,EE,Perugia,Left,20.0,20.0,8.028
36798,2S,EE,Perugia,Left,20.0,20.0,8.028
36798,2S,WW,Perugia,Left,20.0,20.0,7.888
36798,2S,WW,Perugia,Left,20.0,20.0,7.888
36798,2S,WW,Perugia,Left,20.0,20.0,7.888
36798,2S,WW,Perugia,Left,20.0,20.0,7.888
36798,2S,EE,Perugia,Left,20.0,20.0,8.208
36798,2S,EE,Perugia,Left,20.0,20.0,8.208
36798,2S,EE,Perugia,Left,20.0,20.0,8.208
36798,2S,EE,Perugia,Left,20.0,20.0,8.208
36798,2S,WW,Perugia,Left,20.0,20.0,7.967
36798,2S,WW,Perugia,Left,20.0,20.0,7.967
36798,2S,WW,Perugia,Left,20.0,20.0,7.967
36798,2S,WW,Perugia,Left,20.0,20.0,7.967
36798,2S,EE,Perugia,Left,20.0,20.0,8.314
36798,2S,EE,Perugia,Left,20.0,20.0,8.314
36798,2S,EE,Perugia,Left,20.0,20.0,8.314
36798,2S,EE,Perugia,Left,20.0,20.0,8.314
36798,2S,WW,Perugia,Left,20.0,20.0,7.909
36798,2S,WW,Perugia,Left,20.0,20.0,7.909
36798,2S,WW,Perugia,Left,20.0,20.0,7.909
36798,2S,WW,Perugia,Left,20.0,20.0,7.909
36798,2S,EE,Perugia,Left,20.0,20.0,8.333
36798,2S,EE,Perugia,Left,20.0,20.0,8.333
36798,2S,EE,Perugia,Left,20.0,20.0,8.333
36798,2S,EE,Perugia,Left,20.0,20.0,8.333
36798,2S,WW,Perugia,Left,20.0,20.0,7.898
36798,2S,WW,Perugia,Left,20.0,20.0,7.898
36798,2S,WW,Perugia,Left,20.0,20.0,7.898
36798,2S,WW,Perugia,Left,20.0,20.0,7.898
36798,2S,EE,Perugia,Left,20.0,20.0,8.243
36798,2S,EE,Perugia,Left,20.0,20.0,8.243
36798,2S,EE,Perugia,Left,20.0,20.0,8.243
36798,2S,EE,Perugia,Left,20.0,20.0,8.243
36798,2S,WW,Perugia,Left,20.0,20.0,8.093
36798,2S,WW,Perugia,Left,20.0,20.0,8.093
36798,2S,WW,Perugia,Left,20.0,20.0,8.093
36798,2S,WW,Perugia,Left,20.0,20.0,8.093
36798,2S,EE,Perugia,Left,20.0,20.0,7.901
36798,2S,EE,Perugia,Left,20.0,20.0,7.901
36798,2S,EE,Perugia,Left,20.0,20.0,7.901
36798,2S,EE,Perugia,Left,20.0,20.0,7.901
36798,2S,WW,Perugia,Left,20.0,20.0,7.76
36798,2S,WW,Perugia,Left,20.0,20.0,7.76
36798,2S,WW,Perugia,Left,20.0,20.0,7.76
36798,2S,WW,Perugia,Left,20.0,20.0,7.76
36798,2S,EE,Perugia,Left,20.0,20.0,7.671
36798,2S,EE,Perugia,Left,20.0,20.0,7.671
36798,2S,EE,Perugia,Left,20.0,20.0,7.671
36798,2S,EE,Perugia,Left,20.0,20.0,7.671
36798,2S,WW,Perugia,Left,20.0,20.0,7.551
36798,2S,WW,Perugia,Left,20.0,20.0,7.551
36798,2S,WW,Perugia,Left,20.0,20.0,7.551
36798,2S,WW,Perugia,Left,20.0,20.0,7.551
36798,2S,EE,Perugia,Left,20.0,20.0,7.903
36798,2S,EE,Perugia,Left,20.0,20.0,7.903
36798,2S,EE,Perugia,Left,20.0,20.0,7.903
36798,2S,EE,Perugia,Left,20.0,20.0,7.903
36798,2S,WW,Perugia,Left,20.0,20.0,7.812
36798,2S,WW,Perugia,Left,20.0,20.0,7.812
36798,2S,WW,Perugia,Left,20.0,20.0,7.812
36798,2S,WW,Perugia,Left,20.0,20.0,7.812
36798,2S,EE,Perugia,Left,20.0,20.0,7.965
36798,2S,EE,Perugia,Left,20.0,20.0,7.965
36798,2S,EE,Perugia,Left,20.0,20.0,7.965
36798,2S,EE,Perugia,Left,20.0,20.0,7.965
36798,2S,WW,Perugia,Left,20.0,20.0,7.809
36798,2S,WW,Perugia,Left,20.0,20.0,7.809
36798,2S,WW,Perugia,Left,20.0,20.0,7.809
36798,2S,WW,Perugia,Left,20.0,20.0,7.809
36799,2S,EE,Perugia,Left,20.0,20.0,8.219
36799,2S,EE,Perugia,Left,20.0,20.0,8.219
36799,2S,EE,Perugia,Left,20.0,20.0,8.219
36799,2S,WW,Perugia,Left,20.0,20.0,7.928
36799,2S,WW,Perugia,Left,20.0,20.0,7.928
36799,2S,WW,Perugia,Left,20.0,20.0,7.928
36799,2S,EE,Perugia,Left,20.0,20.0,8.296
36799,2S,EE,Perugia,Left,20.0,20.0,8.296
36799,2S,EE,Perugia,Left,20.0,20.0,8.296
36799,2S,WW,Perugia,Left,20.0,20.0,8.431
36799,2S,WW,Perugia,Left,20.0,20.0,8.431
36799,2S,WW,Perugia,Left,20.0,20.0,8.431
36799,2S,EE,Perugia,Left,20.0,20.0,8.914
36799,2S,EE,Perugia,Left,20.0,20.0,8.914
36799,2S,EE,Perugia,Left,20.0,20.0,8.914
36799,2S,WW,Perugia,Left,20.0,20.0,8.673
36799,2S,WW,Perugia,Left,20.0,20.0,8.673
36799,2S,WW,Perugia,Left,20.0,20.0,8.673
36799,2S,EE,Perugia,Left,20.0,20.0,8.744
36799,2S,EE,Perugia,Left,20.0,20.0,8.744
36799,2S,EE,Perugia,Left,20.0,20.0,8.744
36799,2S,WW,Perugia,Left,20.0,20.0,8.568
36799,2S,WW,Perugia,Left,20.0,20.0,8.568
36799,2S,WW,Perugia,Left,20.0,20.0,8.568
36799,2S,EE,Perugia,Left,20.0,20.0,8.119
36799,2S,EE,Perugia,Left,20.0,20.0,8.119
36799,2S,EE,Perugia,Left,20.0,20.0,8.119
36799,2S,WW,Perugia,Left,20.0,20.0,8.534
36799,2S,WW,Perugia,Left,20.0,20.0,8.534
36799,2S,WW,Perugia,Left,20.0,20.0,8.534
36799,2S,EE,Perugia,Left,20.0,20.0,8.238
36799,2S,EE,Perugia,Left,20.0,20.0,8.238
36799,2S,EE,Perugia,Left,20.0,20.0,8.238
36799,2S,WW,Perugia,Left,20.0,20.0,7.606
36799,2S,WW,Perugia,Left,20.0,20.0,7.606
36799,2S,WW,Perugia,Left,20.0,20.0,7.606
36799,2S,EE,Perugia,Left,20.0,20.0,8.03
36799,2S,EE,Perugia,Left,20.0,20.0,8.03
36799,2S,EE,Perugia,Left,20.0,20.0,8.03
36799,2S,WW,Perugia,Left,20.0,20.0,7.664
36799,2S,WW,Perugia,Left,20.0,20.0,7.664
36799,2S,WW,Perugia,Left,20.0,20.0,7.664
36799,2S,EE,Perugia,Left,20.0,20.0,8.297
36799,2S,EE,Perugia,Left,20.0,20.0,8.297
36799,2S,EE,Perugia,Left,20.0,20.0,8.297
36799,2S,WW,Perugia,Left,20.0,20.0,8.003
36799,2S,WW,Perugia,Left,20.0,20.0,8.003
36799,2S,WW,Perugia,Left,20.0,20.0,8.003
36799,2S,EE,Perugia,Left,20.0,20.0,8.112
36799,2S,EE,Perugia,Left,20.0,20.0,8.112
36799,2S,EE,Perugia,Left,20.0,20.0,8.112
36799,2S,WW,Perugia,Left,20.0,20.0,7.95
36799,2S,WW,Perugia,Left,20.0,20.0,7.95
36799,2S,WW,Perugia,Left,20.0,20.0,7.95
36799,2S,EE,Perugia,Left,20.0,20.0,8.15
36799,2S,EE,Perugia,Left,20.0,20.0,8.15
36799,2S,EE,Perugia,Left,20.0,20.0,8.15
36799,2S,WW,Perugia,Left,20.0,20.0,7.967
36799,2S,WW,Perugia,Left,20.0,20.0,7.967
36799,2S,WW,Perugia,Left,20.0,20.0,7.967
36800,2S,EE,HEPHY,Left,,,4.009
36800,2S,WW,HEPHY,Left,,,3.894
36800,2S,EE,HEPHY,Left,,,3.766
36800,2S,WW,HEPHY,Left,,,3.984
