batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VD_V
37084,2S,EE,Perugia,Left,20.0,20.0,266.998
37084,2S,EE,Perugia,Left,20.0,20.0,266.998
37084,2S,WW,Perugia,Left,20.0,20.0,307.564
37084,2S,WW,Perugia,Left,20.0,20.0,307.564
37084,2S,WW,Perugia,Left,20.0,20.0,307.564
37084,2S,EE,Perugia,Left,20.0,20.0,267.108
37084,2S,EE,Perugia,Left,20.0,20.0,267.108
37084,2S,EE,Perugia,Left,20.0,20.0,267.108
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,WW,Perugia,Left,20.0,20.0,304.438
37084,2S,EE,Perugia,Left,20.0,20.0,268.018
37084,2S,EE,Perugia,Left,20.0,20.0,268.018
37084,2S,EE,Perugia,Left,20.0,20.0,268.018
37084,2S,WW,Perugia,Left,20.0,20.0,255.179
37084,2S,WW,Perugia,Left,20.0,20.0,255.179
37084,2S,WW,Perugia,Left,20.0,20.0,255.179
37084,2S,EE,Perugia,Left,20.0,20.0,268.253
37084,2S,EE,Perugia,Left,20.0,20.0,268.253
37084,2S,EE,Perugia,Left,20.0,20.0,268.253
37084,2S,WW,Perugia,Left,20.0,20.0,254.658
37084,2S,WW,Perugia,Left,20.0,20.0,254.658
37084,2S,WW,Perugia,Left,20.0,20.0,254.658
37084,2S,EE,Perugia,Left,20.0,20.0,270.579
37084,2S,EE,Perugia,Left,20.0,20.0,270.579
37084,2S,EE,Perugia,Left,20.0,20.0,270.579
37084,2S,WW,Perugia,Left,20.0,20.0,260.575
37084,2S,WW,Perugia,Left,20.0,20.0,260.575
37084,2S,WW,Perugia,Left,20.0,20.0,260.575
37084,2S,EE,Perugia,Left,20.0,20.0,267.028
37084,2S,EE,Perugia,Left,20.0,20.0,267.028
37084,2S,EE,Perugia,Left,20.0,20.0,267.028
37084,2S,WW,Perugia,Left,20.0,20.0,261.762
37084,2S,WW,Perugia,Left,20.0,20.0,261.762
37084,2S,WW,Perugia,Left,20.0,20.0,261.762
37084,2S,EE,Perugia,Left,20.0,20.0,270.242
37084,2S,EE,Perugia,Left,20.0,20.0,270.242
37084,2S,EE,Perugia,Left,20.0,20.0,270.242
37084,2S,WW,Perugia,Left,20.0,20.0,267.491
37084,2S,WW,Perugia,Left,20.0,20.0,267.491
37084,2S,WW,Perugia,Left,20.0,20.0,267.491
37084,2S,EE,Perugia,Left,20.0,20.0,268.154
37084,2S,EE,Perugia,Left,20.0,20.0,268.154
37084,2S,EE,Perugia,Left,20.0,20.0,268.154
37084,2S,WW,Perugia,Left,20.0,20.0,264.201
37084,2S,WW,Perugia,Left,20.0,20.0,264.201
37084,2S,WW,Perugia,Left,20.0,20.0,264.201
37085,2S,EE,Perugia,Left,20.0,20.0,264.575
37085,2S,EE,Perugia,Left,20.0,20.0,264.575
37085,2S,EE,Perugia,Left,20.0,20.0,264.575
37085,2S,EE,Perugia,Left,20.0,20.0,264.575
37085,2S,WW,Perugia,Left,20.0,20.0,281.508
37085,2S,WW,Perugia,Left,20.0,20.0,281.508
37085,2S,WW,Perugia,Left,20.0,20.0,281.508
37085,2S,WW,Perugia,Left,20.0,20.0,281.508
37085,2S,EE,Perugia,Left,20.0,20.0,267.064
37085,2S,EE,Perugia,Left,20.0,20.0,267.064
37085,2S,EE,Perugia,Left,20.0,20.0,267.064
37085,2S,EE,Perugia,Left,20.0,20.0,267.064
37085,2S,WW,Perugia,Left,20.0,20.0,271.372
37085,2S,WW,Perugia,Left,20.0,20.0,271.372
37085,2S,WW,Perugia,Left,20.0,20.0,271.372
37085,2S,WW,Perugia,Left,20.0,20.0,271.372
37085,2S,EE,Perugia,Left,20.0,20.0,269.069
37085,2S,EE,Perugia,Left,20.0,20.0,269.069
37085,2S,EE,Perugia,Left,20.0,20.0,269.069
37085,2S,WW,Perugia,Left,20.0,20.0,266.194
37085,2S,WW,Perugia,Left,20.0,20.0,266.194
37085,2S,WW,Perugia,Left,20.0,20.0,266.194
37085,2S,WW,Perugia,Left,20.0,20.0,266.194
37085,2S,EE,Perugia,Left,20.0,20.0,268.469
37085,2S,EE,Perugia,Left,20.0,20.0,268.469
37085,2S,EE,Perugia,Left,20.0,20.0,268.469
37085,2S,EE,Perugia,Left,20.0,20.0,268.469
37085,2S,WW,Perugia,Left,20.0,20.0,263.636
37085,2S,WW,Perugia,Left,20.0,20.0,263.636
37085,2S,WW,Perugia,Left,20.0,20.0,263.636
37085,2S,WW,Perugia,Left,20.0,20.0,263.636
37085,2S,EE,Perugia,Left,20.0,20.0,268.806
37085,2S,EE,Perugia,Left,20.0,20.0,268.806
37085,2S,EE,Perugia,Left,20.0,20.0,268.806
37085,2S,EE,Perugia,Left,20.0,20.0,268.806
37085,2S,WW,Perugia,Left,20.0,20.0,266.392
37085,2S,WW,Perugia,Left,20.0,20.0,266.392
37085,2S,WW,Perugia,Left,20.0,20.0,266.392
37085,2S,WW,Perugia,Left,20.0,20.0,266.392
37085,2S,EE,Perugia,Left,20.0,20.0,266.445
37085,2S,EE,Perugia,Left,20.0,20.0,266.445
37085,2S,EE,Perugia,Left,20.0,20.0,266.445
37085,2S,EE,Perugia,Left,20.0,20.0,266.445
37085,2S,WW,Perugia,Left,20.0,20.0,267.561
37085,2S,WW,Perugia,Left,20.0,20.0,267.561
37085,2S,WW,Perugia,Left,20.0,20.0,267.561
37085,2S,WW,Perugia,Left,20.0,20.0,267.561
37085,2S,EE,Perugia,Left,20.0,20.0,267.685
37085,2S,EE,Perugia,Left,20.0,20.0,267.685
37085,2S,EE,Perugia,Left,20.0,20.0,267.685
37085,2S,EE,Perugia,Left,20.0,20.0,267.685
37085,2S,WW,Perugia,Left,20.0,20.0,269.222
37085,2S,WW,Perugia,Left,20.0,20.0,269.222
37085,2S,WW,Perugia,Left,20.0,20.0,269.222
37085,2S,WW,Perugia,Left,20.0,20.0,269.222
37085,2S,EE,Perugia,Left,20.0,20.0,270.719
37085,2S,EE,Perugia,Left,20.0,20.0,270.719
37085,2S,EE,Perugia,Left,20.0,20.0,270.719
37085,2S,EE,Perugia,Left,20.0,20.0,270.719
37085,2S,WW,Perugia,Left,20.0,20.0,268.245
37085,2S,WW,Perugia,Left,20.0,20.0,268.245
37085,2S,WW,Perugia,Left,20.0,20.0,268.245
37085,2S,WW,Perugia,Left,20.0,20.0,268.245
37085,2S,EE,Perugia,Left,20.0,20.0,272.502
37085,2S,EE,Perugia,Left,20.0,20.0,272.502
37085,2S,EE,Perugia,Left,20.0,20.0,272.502
37085,2S,EE,Perugia,Left,20.0,20.0,272.502
37085,2S,WW,Perugia,Left,20.0,20.0,276.585
37085,2S,WW,Perugia,Left,20.0,20.0,276.585
37085,2S,WW,Perugia,Left,20.0,20.0,276.585
37085,2S,WW,Perugia,Left,20.0,20.0,276.585
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,EE,Perugia,Left,20.0,20.0,263.729
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,WW,Perugia,Left,20.0,20.0,263.312
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,EE,Perugia,Left,20.0,20.0,265.296
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,WW,Perugia,Left,20.0,20.0,263.613
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,EE,Perugia,Left,20.0,20.0,268.917
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,WW,Perugia,Left,20.0,20.0,267.897
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,EE,Perugia,Left,20.0,20.0,246.523
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,WW,Perugia,Left,20.0,20.0,249.397
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,EE,Perugia,Left,20.0,20.0,254.248
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,WW,Perugia,Left,20.0,20.0,253.776
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,EE,Perugia,Left,20.0,20.0,251.047
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,WW,Perugia,Left,20.0,20.0,250.165
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,EE,Perugia,Left,20.0,20.0,247.903
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,WW,Perugia,Left,20.0,20.0,247.481
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,EE,Perugia,Left,20.0,20.0,253.148
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37086,2S,WW,Perugia,Left,20.0,20.0,250.689
37398,PSS,EE,Brown,Right,20.0,20.049,258.918
37398,PSS,WW,Brown,Right,20.0,20.075,286.127
37398,PSS,EE,Brown,Right,20.0,20.026,248.503
37398,PSS,WW,Brown,Right,20.0,20.042,274.116
37398,PSS,EE,Brown,Right,20.0,20.085,259.909
37398,PSS,WW,Brown,Right,20.0,20.081,284.642
37398,PSS,EE,Brown,Right,20.0,20.054,263.755
37398,PSS,WW,Brown,Right,20.0,20.056,296.976
37398,PSS,EE,Brown,Right,20.0,20.048,271.175
37398,PSS,WW,Brown,Right,20.0,20.055,282.076
37398,PSS,EE,Brown,Right,20.0,20.059,264.205
37398,PSS,WW,Brown,Right,20.0,20.191,225.053
37398,PSS,EE,Brown,Right,20.0,20.089,238.204
37398,PSS,WW,Brown,Right,20.0,20.081,254.793
37398,PSS,WW,Brown,Right,20.0,20.092,275.529
37399,PSS,EE,Brown,Right,20.0,20.053,252.911
37399,PSS,EE,Brown,Right,20.0,20.131,240.745
37399,PSS,WW,Brown,Right,20.0,20.067,246.314
37399,PSS,EE,Brown,Left,20.0,20.035,257.614
37399,PSS,WW,Brown,Left,20.0,20.014,190.121
37399,PSS,EE,Brown,Right,20.0,20.087,272.415
37399,PSS,EE,Brown,Right,20.0,20.054,267.872
37399,PSS,EE,Brown,Right,20.0,20.072,170.714
37400,2S,EE,Demokritos,Left,22.3,22.3,228.227
37400,2S,EE,Demokritos,Left,22.3,22.3,228.227
37400,2S,WW,Demokritos,Left,22.5,22.5,225.583
37400,2S,WW,Demokritos,Left,22.5,22.5,225.583
37400,2S,EE,Demokritos,Left,21.6,21.6,223.133
37400,2S,EE,Demokritos,Left,21.6,21.6,223.133
37400,2S,EE,Demokritos,Left,21.6,21.6,223.133
37400,2S,EE,Demokritos,Left,21.6,21.6,223.133
37400,2S,WW,Demokritos,Left,21.5,21.5,228.695
37400,2S,WW,Demokritos,Left,21.5,21.5,228.695
37400,2S,WW,Demokritos,Left,21.5,21.5,228.695
37400,2S,EE,Demokritos,Left,22.7,22.7,224.21
37400,2S,EE,Demokritos,Left,22.7,22.7,224.21
37400,2S,WW,Demokritos,Left,21.2,21.2,218.711
37400,2S,WW,Demokritos,Left,21.2,21.2,218.711
37400,2S,EE,Demokritos,Left,22.4,22.4,227.876
37400,2S,EE,Demokritos,Left,22.4,22.4,227.876
37400,2S,EE,Demokritos,Left,22.4,22.4,227.876
37400,2S,WW,Demokritos,Left,22.6,22.6,230.138
37400,2S,WW,Demokritos,Left,22.6,22.6,230.138
37400,2S,WW,Demokritos,Left,22.6,22.6,230.138
37400,2S,EE,Demokritos,Left,22.7,22.7,202.227
37400,2S,EE,Demokritos,Left,22.7,22.7,202.227
37400,2S,WW,Demokritos,Left,22.8,22.8,217.062
37400,2S,WW,Demokritos,Left,22.8,22.8,217.062
37400,2S,EE,Demokritos,Left,21.3,21.3,215.52
37400,2S,EE,Demokritos,Left,21.3,21.3,215.52
37400,2S,WW,Demokritos,Left,21.1,21.1,215.108
37400,2S,WW,Demokritos,Left,21.1,21.1,215.108
37400,2S,EE,Demokritos,Left,22.7,22.7,223.359
37400,2S,EE,Demokritos,Left,22.7,22.7,223.359
37400,2S,EE,Demokritos,Left,22.7,22.7,223.359
37400,2S,WW,Demokritos,Left,21.2,21.2,229.144
37400,2S,WW,Demokritos,Left,21.2,21.2,229.144
37400,2S,WW,Demokritos,Left,21.2,21.2,229.144
37401,2S,EE,Demokritos,Left,21.1,21.1,210.718
37401,2S,WW,Demokritos,Left,20.8,20.8,187.724
37401,2S,EE,Demokritos,Left,20.7,20.7,210.45
37401,2S,WW,Demokritos,Left,20.1,20.1,182.955
37401,2S,EE,Demokritos,Left,20.6,20.6,216.283
37401,2S,WW,Demokritos,Left,21.0,21.0,194.714
37401,2S,EE,Demokritos,Left,20.3,20.3,218.27
37401,2S,WW,Demokritos,Left,22.3,22.3,184.745
37401,2S,EE,Demokritos,Left,21.5,21.5,219.907
37401,2S,WW,Demokritos,Left,21.8,21.8,190.032
37401,2S,EE,Demokritos,Left,22.3,22.3,216.858
37401,2S,WW,Demokritos,Left,22.0,22.0,193.877
37401,2S,EE,Demokritos,Left,22.4,22.4,218.481
37401,2S,WW,Demokritos,Left,21.7,21.7,195.007
37402,2S,EE,Perugia,Left,20.0,20.0,264.452
37402,2S,EE,Perugia,Left,20.0,20.0,264.452
37402,2S,EE,Perugia,Left,20.0,20.0,264.452
37402,2S,WW,Perugia,Left,20.0,20.0,261.413
37402,2S,WW,Perugia,Left,20.0,20.0,261.413
37402,2S,WW,Perugia,Left,20.0,20.0,261.413
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,EE,Perugia,Left,20.0,20.0,257.695
37402,2S,WW,Perugia,Left,20.0,20.0,254.756
37402,2S,WW,Perugia,Left,20.0,20.0,254.756
37402,2S,WW,Perugia,Left,20.0,20.0,254.756
37402,2S,EE,Perugia,Left,20.0,20.0,266.451
37402,2S,EE,Perugia,Left,20.0,20.0,266.451
37402,2S,EE,Perugia,Left,20.0,20.0,266.451
37402,2S,WW,Perugia,Left,20.0,20.0,259.782
37402,2S,WW,Perugia,Left,20.0,20.0,259.782
37402,2S,WW,Perugia,Left,20.0,20.0,259.782
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,EE,Perugia,Left,20.0,20.0,253.556
37402,2S,WW,Perugia,Left,20.0,20.0,262.966
37402,2S,WW,Perugia,Left,20.0,20.0,262.966
37402,2S,WW,Perugia,Left,20.0,20.0,262.966
37402,2S,EE,Perugia,Left,20.0,20.0,261.251
37402,2S,EE,Perugia,Left,20.0,20.0,261.251
37402,2S,EE,Perugia,Left,20.0,20.0,261.251
37402,2S,WW,Perugia,Left,20.0,20.0,245.829
37402,2S,WW,Perugia,Left,20.0,20.0,245.829
37402,2S,WW,Perugia,Left,20.0,20.0,245.829
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,EE,Perugia,Left,20.0,20.0,244.79
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,WW,Perugia,Left,20.0,20.0,246.858
37402,2S,EE,Perugia,Left,20.0,20.0,246.289
37402,2S,EE,Perugia,Left,20.0,20.0,246.289
37402,2S,EE,Perugia,Left,20.0,20.0,246.289
37402,2S,WW,Perugia,Left,20.0,20.0,244.732
37402,2S,WW,Perugia,Left,20.0,20.0,244.732
37402,2S,WW,Perugia,Left,20.0,20.0,244.732
37402,2S,EE,Perugia,Left,20.0,20.0,249.836
37402,2S,EE,Perugia,Left,20.0,20.0,249.836
37402,2S,EE,Perugia,Left,20.0,20.0,249.836
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,WW,Perugia,Left,20.0,20.0,246.502
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,EE,Perugia,Left,20.0,20.0,228.196
37402,2S,WW,Perugia,Left,20.0,20.0,243.519
37402,2S,WW,Perugia,Left,20.0,20.0,243.519
37402,2S,WW,Perugia,Left,20.0,20.0,243.519
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,EE,Perugia,Left,20.0,20.0,243.783
37403,2S,WW,Perugia,Left,20.0,20.0,246.685
37403,2S,WW,Perugia,Left,20.0,20.0,246.685
37403,2S,WW,Perugia,Left,20.0,20.0,246.685
37403,2S,WW,Perugia,Left,20.0,20.0,246.685
37403,2S,WW,Perugia,Left,20.0,20.0,246.685
37403,2S,EE,Perugia,Left,20.0,20.0,228.756
37403,2S,EE,Perugia,Left,20.0,20.0,228.756
37403,2S,EE,Perugia,Left,20.0,20.0,228.756
37403,2S,EE,Perugia,Left,20.0,20.0,228.756
37403,2S,WW,Perugia,Left,20.0,20.0,243.586
37403,2S,WW,Perugia,Left,20.0,20.0,243.586
37403,2S,WW,Perugia,Left,20.0,20.0,243.586
37403,2S,WW,Perugia,Left,20.0,20.0,243.586
37403,2S,EE,Perugia,Left,20.0,20.0,243.718
37403,2S,EE,Perugia,Left,20.0,20.0,243.718
37403,2S,EE,Perugia,Left,20.0,20.0,243.718
37403,2S,EE,Perugia,Left,20.0,20.0,243.718
37403,2S,WW,Perugia,Left,20.0,20.0,243.86
37403,2S,WW,Perugia,Left,20.0,20.0,243.86
37403,2S,WW,Perugia,Left,20.0,20.0,243.86
37403,2S,WW,Perugia,Left,20.0,20.0,243.86
37403,2S,EE,Perugia,Left,20.0,20.0,245.879
37403,2S,EE,Perugia,Left,20.0,20.0,245.879
37403,2S,EE,Perugia,Left,20.0,20.0,245.879
37403,2S,EE,Perugia,Left,20.0,20.0,245.879
37403,2S,WW,Perugia,Left,20.0,20.0,244.107
37403,2S,WW,Perugia,Left,20.0,20.0,244.107
37403,2S,WW,Perugia,Left,20.0,20.0,244.107
37403,2S,WW,Perugia,Left,20.0,20.0,244.107
37403,2S,EE,Perugia,Left,20.0,20.0,240.457
37403,2S,EE,Perugia,Left,20.0,20.0,240.457
37403,2S,EE,Perugia,Left,20.0,20.0,240.457
37403,2S,EE,Perugia,Left,20.0,20.0,240.457
37403,2S,WW,Perugia,Left,20.0,20.0,244.569
37403,2S,WW,Perugia,Left,20.0,20.0,244.569
37403,2S,WW,Perugia,Left,20.0,20.0,244.569
37403,2S,WW,Perugia,Left,20.0,20.0,244.569
37403,2S,EE,Perugia,Left,20.0,20.0,246.734
37403,2S,EE,Perugia,Left,20.0,20.0,246.734
37403,2S,EE,Perugia,Left,20.0,20.0,246.734
37403,2S,EE,Perugia,Left,20.0,20.0,246.734
37403,2S,WW,Perugia,Left,20.0,20.0,246.088
37403,2S,WW,Perugia,Left,20.0,20.0,246.088
37403,2S,WW,Perugia,Left,20.0,20.0,246.088
37403,2S,WW,Perugia,Left,20.0,20.0,246.088
37403,2S,EE,Perugia,Left,20.0,20.0,234.88
37403,2S,EE,Perugia,Left,20.0,20.0,234.88
37403,2S,EE,Perugia,Left,20.0,20.0,234.88
37403,2S,EE,Perugia,Left,20.0,20.0,234.88
37403,2S,WW,Perugia,Left,20.0,20.0,237.027
37403,2S,WW,Perugia,Left,20.0,20.0,237.027
37403,2S,WW,Perugia,Left,20.0,20.0,237.027
37403,2S,WW,Perugia,Left,20.0,20.0,237.027
37403,2S,EE,Perugia,Left,20.0,20.0,235.835
37403,2S,EE,Perugia,Left,20.0,20.0,235.835
37403,2S,EE,Perugia,Left,20.0,20.0,235.835
37403,2S,EE,Perugia,Left,20.0,20.0,235.835
37403,2S,WW,Perugia,Left,20.0,20.0,233.906
37403,2S,WW,Perugia,Left,20.0,20.0,233.906
37403,2S,WW,Perugia,Left,20.0,20.0,233.906
37403,2S,WW,Perugia,Left,20.0,20.0,233.906
37404,2S,EE,HEPHY,Left,,,247.623
37404,2S,WW,HEPHY,Left,,,252.278
37404,2S,EE,HEPHY,Left,,,233.759
37404,2S,WW,HEPHY,Left,,,233.221
37404,2S,EE,HEPHY,Left,,,253.087
37404,2S,WW,HEPHY,Left,,,237.306
37404,2S,EE,HEPHY,Left,,,250.443
37404,2S,WW,HEPHY,Left,,,246.785
37404,2S,EE,HEPHY,Left,,,243.712
37404,2S,WW,HEPHY,Left,,,255.188
37404,2S,EE,HEPHY,Left,,,251.529
37404,2S,WW,HEPHY,Left,,,251.5
37404,2S,EE,HEPHY,Left,,,241.043
37404,2S,WW,HEPHY,Left,,,249.097
37404,2S,EE,HEPHY,Left,,,240.431
37404,2S,WW,HEPHY,Left,,,251.335
37404,2S,EE,HEPHY,Left,,,242.331
37404,2S,WW,HEPHY,Left,,,254.244
37404,2S,EE,HEPHY,Left,,,251.121
37404,2S,WW,HEPHY,Left,,,241.459
37405,2S,EE,HEPHY,Left,,,233.676
37405,2S,WW,HEPHY,Left,,,231.766
37405,2S,EE,HEPHY,Left,,,231.526
37405,2S,WW,HEPHY,Left,,,230.301
37405,2S,EE,HEPHY,Left,,,233.457
37405,2S,WW,HEPHY,Left,,,229.064
37405,2S,EE,HEPHY,Left,,,232.152
37405,2S,WW,HEPHY,Left,,,228.01
37405,2S,EE,HEPHY,Left,,,237.538
37405,2S,WW,HEPHY,Left,,,236.259
37405,2S,EE,HEPHY,Left,,,230.301
37405,2S,WW,HEPHY,Left,,,228.895
37405,2S,EE,HEPHY,Left,,,230.473
37405,2S,WW,HEPHY,Left,,,230.83
37405,2S,EE,HEPHY,Left,,,232.539
37405,2S,WW,HEPHY,Left,,,231.523
37405,2S,EE,HEPHY,Left,,,232.664
37405,2S,WW,HEPHY,Left,,,228.564
37405,2S,EE,HEPHY,Left,,,235.717
37405,2S,WW,HEPHY,Left,,,232.178
37405,2S,EE,HEPHY,Left,,,233.267
37405,2S,WW,HEPHY,Left,,,228.736
37406,2S,WW,Brown,Right,20.0,20.039,265.541
37406,2S,EE,Brown,Right,20.0,20.072,234.455
37406,2S,WW,Brown,Right,20.0,20.041,262.285
37406,2S,EE,Brown,Right,20.0,20.072,234.155
37406,2S,WW,Brown,Right,20.0,20.059,238.881
37406,2S,EE,Brown,Right,20.0,20.071,227.268
37406,2S,WW,Brown,Right,20.0,20.066,240.384
37406,2S,EE,Brown,Right,20.0,20.078,226.985
