batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,D_UM
41752,2S,EE,Brown,Right,20.0,20.005,301.986
41752,2S,WW,Brown,Right,20.0,20.007,300.267
41753,2S,EE,Brown,Right,20.0,20.018,303.94
41753,2S,WW,Brown,Right,20.0,20.015,284.708
41753,2S,EE,Brown,Right,20.0,20.01,303.603
41753,2S,WW,Brown,Right,20.0,20.009,301.392
41753,2S,EE,Brown,Right,20.0,20.013,298.447
41753,2S,WW,Brown,Right,20.0,20.013,283.466
41753,2S,EE,Brown,Right,20.0,20.006,297.734
41753,2S,WW,Brown,Right,20.0,20.007,279.389
41753,2S,EE,Brown,Right,20.0,20.052,296.422
41753,2S,WW,Brown,Right,20.0,20.044,281.73
41753,2S,EE,Brown,Right,20.0,20.007,296.795
41753,2S,WW,Brown,Right,20.0,20.005,293.476
41753,2S,EE,Brown,Right,20.0,20.023,298.444
41753,2S,WW,Brown,Right,20.0,20.01,295.674
41753,2S,EE,Brown,Right,20.0,20.017,296.789
41753,2S,WW,Brown,Right,20.0,20.012,283.669
41754,2S,EE,Brown,Right,20.0,20.009,298.399
41754,2S,WW,Brown,Right,20.0,20.007,297.584
41754,2S,EE,Brown,Right,20.0,20.009,297.83
41754,2S,WW,Brown,Right,20.0,20.012,292.307
41754,2S,EE,Brown,Right,20.0,20.022,302.115
41754,2S,WW,Brown,Right,20.0,20.011,299.58
41754,2S,EE,Brown,Right,20.0,20.033,298.957
41754,2S,WW,Brown,Right,20.0,20.01,298.842
41754,2S,EE,Brown,Right,20.0,20.009,301.051
41754,2S,WW,Brown,Right,20.0,20.004,298.207
41754,2S,EE,Brown,Right,20.0,20.006,298.55
41754,2S,WW,Brown,Right,20.0,20.005,298.329
41729,PSS,EE,Brown,Right,20.0,20.006,303.596
41729,PSS,WW,Brown,Right,20.0,20.004,307.291
41729,PSS,EE,Brown,Right,20.0,20.01,307.417
41729,PSS,WW,Brown,Right,20.0,20.003,307.182
41729,PSS,EE,Brown,Right,20.0,20.022,300.669
41729,PSS,WW,Brown,Right,20.0,20.005,305.086
41729,PSS,EE,Brown,Right,20.0,20.006,299.613
41729,PSS,WW,Brown,Right,20.0,20.003,307.069
41729,PSS,EE,Brown,Right,20.0,20.01,311.184
41729,PSS,WW,Brown,Right,20.0,20.006,300.43
41729,PSS,EE,Brown,Right,20.0,20.006,300.035
41729,PSS,WW,Brown,Right,20.0,20.007,304.783
41729,PSS,EE,Brown,Right,20.0,20.027,306.674
41729,PSS,WW,Brown,Right,20.0,20.006,308.812
41729,PSS,EE,Brown,Right,20.0,20.018,309.134
41729,PSS,WW,Brown,Right,20.0,20.005,311.044
42240,PSS,EE,Brown,Right,20.0,20.007,295.349
42240,PSS,WW,Brown,Right,20.0,20.008,295.52
42240,PSS,EE,Brown,Right,20.0,20.006,290.701
42240,PSS,WW,Brown,Right,20.0,20.007,289.098
42240,PSS,WW,Brown,Right,20.0,20.003,290.992
42240,PSS,EE,Brown,Right,20.0,20.025,294.173
42240,PSS,WW,Brown,Right,20.0,20.008,289.962
42240,PSS,EE,Brown,Right,20.0,20.003,286.196
42240,PSS,WW,Brown,Right,20.0,20.003,292.052
42240,PSS,EE,Brown,Left,20.0,20.006,296.751
42240,PSS,WW,Brown,Right,20.0,20.008,295.24
42240,PSS,EE,Brown,Right,20.0,20.005,298.912
42240,PSS,WW,Brown,Right,20.0,20.004,294.827
42240,PSS,EE,Brown,Right,20.0,20.023,295.566
42240,PSS,WW,Brown,Right,20.0,20.009,293.775
41751,2S,EE,Brown,Right,20.0,20.066,315.628
41751,2S,WW,Brown,Right,20.0,20.105,306.371
41751,2S,EE,Brown,Right,20.0,20.104,305.925
41751,2S,WW,Brown,Right,20.0,20.128,294.802
41751,2S,EE,Brown,Right,20.0,20.025,299.844
41751,2S,WW,Brown,Right,20.0,20.088,295.876
41751,2S,EE,Brown,Right,20.0,20.162,315.779
41751,2S,WW,Brown,Right,20.0,20.077,313.224
41751,2S,EE,Brown,Right,20.0,20.136,301.95
41751,2S,WW,Brown,Right,20.0,20.122,301.248
41751,2S,EE,Brown,Right,20.0,20.141,305.184
41751,2S,WW,Brown,Right,20.0,20.12,299.554
41755,2S,EE,Brown,Right,20.0,20.116,295.582
41755,2S,WW,Brown,Right,20.0,20.152,299.248
41755,2S,EE,Brown,Right,20.0,20.109,299.821
41755,2S,WW,Brown,Right,20.0,20.15,295.562
41755,2S,EE,Brown,Right,20.0,20.193,296.825
41755,2S,WW,Brown,Right,20.0,20.171,295.017
41755,2S,EE,Brown,Right,20.0,20.186,297.766
41755,2S,WW,Brown,Right,20.0,20.161,282.99
41755,2S,EE,Brown,Right,20.0,20.11,295.586
41755,2S,WW,Brown,Right,20.0,20.141,299.99
41755,2S,EE,Brown,Right,20.0,20.134,300.43
41755,2S,WW,Brown,Right,20.0,20.174,300.344
41755,2S,EE,Brown,Right,20.0,20.177,299.731
41755,2S,WW,Brown,Right,20.0,20.148,302.873
41755,2S,EE,Brown,Right,20.0,20.207,296.343
41755,2S,WW,Brown,Right,20.0,20.172,293.915
41756,2S,EE,Demokritos,Left,23.2,23.2,230.7
41756,2S,WW,Demokritos,Left,23.0,23.0,228.9
41756,2S,EE,Demokritos,Left,19.3,19.3,229.3
41756,2S,WW,Demokritos,Left,20.2,20.2,230.0
41756,2S,EE,Demokritos,Left,20.7,20.7,228.7
41756,2S,WW,Demokritos,Left,20.8,20.8,229.1
41756,2S,EE,Demokritos,Left,22.5,22.5,230.8
41756,2S,WW,Demokritos,Left,22.2,22.2,228.2
41756,2S,EE,Demokritos,Left,21.9,21.9,230.3
41756,2S,WW,Demokritos,Left,21.6,21.6,228.2
41756,2S,EE,Demokritos,Left,21.5,21.5,230.2
41756,2S,WW,Demokritos,Left,21.3,21.3,227.8
41756,2S,EE,Demokritos,Left,20.9,20.9,231.6
41756,2S,WW,Demokritos,Left,23.8,23.8,228.1
41757,2S,EE,Demokritos,Left,22.3,22.3,225.6
41757,2S,WW,Demokritos,Left,22.2,22.2,227.7
41757,2S,EE,Demokritos,Left,21.5,21.5,229.3
41757,2S,WW,Demokritos,Left,21.5,21.5,228.8
41757,2S,EE,Demokritos,Left,21.5,21.5,229.0
41757,2S,WW,Demokritos,Left,21.3,21.3,226.0
41757,2S,EE,Demokritos,Left,22.0,22.0,228.8
41757,2S,WW,Demokritos,Left,21.8,21.8,226.3
41757,2S,EE,Demokritos,Left,21.6,21.6,228.2
41757,2S,WW,Demokritos,Left,21.5,21.5,226.7
41757,2S,EE,Demokritos,Left,23.1,23.1,228.9
41757,2S,WW,Demokritos,Left,22.6,22.6,227.0
41757,2S,EE,Demokritos,Left,19.8,19.8,228.5
41757,2S,WW,Demokritos,Left,20.4,20.4,228.9
41758,2S,EE,Demokritos,Left,20.8,20.8,233.7
41758,2S,WW,Demokritos,Left,20.9,20.9,232.4
41758,2S,EE,Demokritos,Left,21.0,21.0,229.1
41758,2S,WW,Demokritos,Left,21.6,21.6,231.2
41758,2S,EE,Demokritos,Left,20.7,20.7,230.1
41758,2S,WW,Demokritos,Left,20.8,20.8,232.2
41758,2S,EE,Demokritos,Left,20.8,20.8,232.0
41758,2S,WW,Demokritos,Left,20.9,20.9,231.3
41758,2S,EE,Demokritos,Left,21.0,21.0,232.2
41758,2S,WW,Demokritos,Left,20.4,20.4,232.9
41758,2S,EE,Demokritos,Left,22.5,22.5,231.6
41758,2S,WW,Demokritos,Left,23.1,23.1,231.9
41758,2S,EE,Demokritos,Left,23.8,23.8,231.5
41758,2S,WW,Demokritos,Left,24.4,24.4,231.7
42245,2S,EE,Perugia,Left,20.0,20.0,225.315
42245,2S,WW,Perugia,Left,20.0,20.0,224.535
42245,2S,EE,Perugia,Left,20.0,20.0,224.363
42245,2S,WW,Perugia,Left,20.0,20.0,225.577
42245,2S,EE,Perugia,Left,20.0,20.0,222.821
42245,2S,WW,Perugia,Left,20.0,20.0,223.675
42245,2S,EE,Perugia,Left,20.0,20.0,222.481
42245,2S,WW,Perugia,Left,20.0,20.0,223.675
42245,2S,EE,Perugia,Left,20.0,20.0,219.717
42245,2S,WW,Perugia,Left,20.0,20.0,219.799
42245,2S,WW,Perugia,Left,20.0,20.0,220.214
42245,2S,EE,Perugia,Left,20.0,20.0,218.81
42245,2S,WW,Perugia,Left,20.0,20.0,216.778
42245,2S,EE,Perugia,Left,20.0,20.0,217.343
42245,2S,WW,Perugia,Left,20.0,20.0,219.139
42246,2S,EE,Perugia,Left,20.0,20.0,218.892
42246,2S,WW,Perugia,Left,20.0,20.0,218.892
42246,2S,EE,Perugia,Left,20.0,20.0,218.646
42246,2S,WW,Perugia,Left,20.0,20.0,218.646
42246,2S,EE,Perugia,Left,20.0,20.0,219.717
42246,2S,WW,Perugia,Left,20.0,20.0,219.551
42246,2S,EE,Perugia,Left,20.0,20.0,223.247
42246,2S,WW,Perugia,Left,20.0,20.0,223.332
42246,2S,EE,Perugia,Left,20.0,20.0,223.932
42246,2S,WW,Perugia,Left,20.0,20.0,225.577
42246,2S,EE,Perugia,Left,20.0,20.0,224.622
42246,2S,WW,Perugia,Left,20.0,20.0,223.332
42246,2S,EE,Perugia,Left,20.0,20.0,224.622
42246,2S,WW,Perugia,Left,20.0,20.0,224.363
42247,2S,EE,Brown,Right,20.0,20.005,301.012
42247,2S,WW,Brown,Right,20.0,20.015,302.787
42247,2S,EE,Brown,Right,20.0,20.007,300.766
42247,2S,WW,Brown,Right,20.0,20.022,290.968
42247,2S,EE,Brown,Right,20.0,20.008,301.575
42247,2S,WW,Brown,Right,20.0,20.004,288.738
42247,2S,EE,Brown,Right,20.0,20.074,301.523
42247,2S,WW,Brown,Right,20.0,20.04,300.378
42247,2S,EE,Brown,Right,20.0,20.003,300.666
42247,2S,WW,Brown,Right,20.0,20.001,302.358
42247,2S,EE,Brown,Right,20.0,20.066,302.989
42247,2S,WW,Brown,Right,20.0,20.051,303.065
42247,2S,EE,Brown,Right,20.0,20.201,303.427
42247,2S,WW,Brown,Right,20.0,20.27,294.979
42247,2S,EE,Brown,Right,20.0,20.315,301.674
42247,2S,WW,Brown,Right,20.0,20.305,287.093
42248,2S,EE,Perugia,Left,20.0,20.0,224.881
42248,2S,WW,Perugia,Left,20.0,20.0,224.276
42248,2S,EE,Perugia,Left,20.0,20.0,224.19
42248,2S,WW,Perugia,Left,20.0,20.0,223.332
42248,2S,EE,Perugia,Left,20.0,20.0,224.363
42248,2S,WW,Perugia,Left,20.0,20.0,223.932
42248,2S,EE,Perugia,Left,20.0,20.0,224.018
42248,2S,WW,Perugia,Left,20.0,20.0,223.161
42248,2S,EE,Perugia,Left,20.0,20.0,223.503
42248,2S,WW,Perugia,Left,20.0,20.0,223.932
42248,2S,EE,Perugia,Left,20.0,20.0,221.216
42248,2S,WW,Perugia,Left,20.0,20.0,223.589
42248,2S,EE,Perugia,Left,20.0,20.0,223.161
42248,2S,WW,Perugia,Left,20.0,20.0,224.018
42248,2S,EE,Perugia,Left,20.0,20.0,223.503
42248,2S,WW,Perugia,Left,20.0,20.0,222.906
42249,2S,EE,Brown,Right,20.0,20.007,299.677
42249,2S,WW,Brown,Right,20.0,20.003,287.797
42249,2S,EE,Brown,Right,20.0,20.005,299.314
42249,2S,WW,Brown,Right,20.0,20.003,289.967
42249,2S,EE,Brown,Right,20.0,20.006,296.695
42249,2S,WW,Brown,Right,20.0,20.004,287.937
42249,2S,EE,Brown,Right,20.0,20.008,299.868
42249,2S,WW,Brown,Right,20.0,20.004,285.928
42249,2S,EE,Brown,Right,20.0,20.003,302.985
42249,2S,WW,Brown,Right,20.0,20.007,288.542
42249,2S,EE,Brown,Right,20.0,20.025,301.955
42249,2S,WW,Brown,Right,20.0,20.025,288.363
42249,2S,EE,Brown,Right,20.0,20.009,300.305
42249,2S,WW,Brown,Right,20.0,20.056,289.42
42249,2S,EE,Brown,Right,20.0,20.087,302.718
42249,2S,WW,Brown,Right,20.0,20.068,306.933
42250,2S,EE,Perugia,Left,20.0,20.0,223.589
42250,2S,WW,Perugia,Left,20.0,20.0,223.76
42250,2S,EE,Perugia,Left,20.0,20.0,223.503
42250,2S,WW,Perugia,Left,20.0,20.0,224.19
42250,2S,EE,Perugia,Left,20.0,20.0,223.418
42250,2S,WW,Perugia,Left,20.0,20.0,222.906
42250,2S,EE,Perugia,Left,20.0,20.0,223.589
42250,2S,EE,Perugia,Left,20.0,20.0,224.19
42250,2S,EE,Perugia,Left,20.0,20.0,224.363
42250,2S,WW,Perugia,Left,20.0,20.0,224.363
42250,2S,EE,Perugia,Left,20.0,20.0,224.968
42250,2S,WW,Perugia,Left,20.0,20.0,225.142
42250,2S,EE,Perugia,Left,20.0,20.0,224.449
42250,2S,WW,Perugia,Left,20.0,20.0,224.449
42250,2S,EE,Perugia,Left,20.0,20.0,224.795
42250,2S,WW,Perugia,Left,20.0,20.0,223.932
42251,2S,EE,Brown,Right,20.0,20.003,305.039
42251,2S,WW,Brown,Right,20.0,20.005,303.399
42251,2S,EE,Brown,Right,20.0,20.005,303.427
42251,2S,WW,Brown,Right,20.0,20.006,306.953
42251,2S,EE,Brown,Right,20.0,20.007,300.275
42251,2S,WW,Brown,Right,20.0,20.006,298.709
42251,2S,EE,Brown,Right,20.0,20.008,302.314
42251,2S,WW,Brown,Right,20.0,20.01,308.812
42251,2S,EE,Brown,Right,20.0,20.014,303.86
42251,2S,WW,Brown,Right,20.0,20.054,312.32
42251,2S,EE,Brown,Right,20.0,20.003,302.463
42251,2S,WW,Brown,Right,20.0,20.065,294.53
42251,2S,EE,Brown,Right,20.0,20.003,304.106
42251,2S,WW,Brown,Right,20.0,20.005,310.21
42251,2S,EE,Brown,Right,20.0,20.061,303.505
42251,2S,WW,Brown,Right,20.0,20.067,287.082
42253,2S,EE,Demokritos,Left,22.7,22.7,233.0
42253,2S,WW,Demokritos,Left,22.6,22.6,232.1
42253,2S,EE,Demokritos,Left,22.0,22.0,231.4
42253,2S,WW,Demokritos,Left,21.9,21.9,230.8
42253,2S,EE,Demokritos,Left,22.4,22.4,231.2
42253,2S,WW,Demokritos,Left,22.3,22.3,228.9
42253,2S,EE,Demokritos,Left,21.0,21.0,232.9
42253,2S,WW,Demokritos,Left,21.5,21.5,231.1
42253,2S,EE,Demokritos,Left,22.2,22.2,233.0
42253,2S,WW,Demokritos,Left,22.2,22.2,230.5
42254,2S,EE,Demokritos,Left,20.9,20.9,232.8
42254,2S,WW,Demokritos,Left,21.3,21.3,221.9
42254,2S,EE,Demokritos,Left,21.7,21.7,232.6
42254,2S,WW,Demokritos,Left,21.7,21.7,216.3
42254,2S,EE,Demokritos,Left,21.6,21.6,232.6
42254,2S,WW,Demokritos,Left,21.7,21.7,220.5
42254,2S,EE,Demokritos,Left,21.8,21.8,232.5
42254,2S,WW,Demokritos,Left,21.8,21.8,219.2
42254,2S,EE,Demokritos,Left,21.8,21.8,231.7
42254,2S,WW,Demokritos,Left,21.8,21.8,216.9
42255,2S,EE,Demokritos,Left,21.9,21.9,232.9
42255,2S,WW,Demokritos,Left,21.8,21.8,221.3
42255,2S,EE,Demokritos,Left,21.9,21.9,233.6
42255,2S,WW,Demokritos,Left,21.9,21.9,223.5
42255,2S,EE,Demokritos,Left,20.8,20.8,232.4
42255,2S,WW,Demokritos,Left,21.3,21.3,222.8
42255,2S,EE,Demokritos,Left,21.6,21.6,232.5
42255,2S,WW,Demokritos,Left,21.7,21.7,230.7
42255,2S,EE,Demokritos,Left,21.8,21.8,232.0
42255,2S,WW,Demokritos,Left,21.9,21.9,219.3
42651,2S,EE,Perugia,Left,20.0,20.0,222.991
42651,2S,WW,Perugia,Left,20.0,20.0,224.535
42651,2S,EE,Perugia,Left,20.0,20.0,225.577
42651,2S,WW,Perugia,Left,20.0,20.0,224.881
42651,2S,EE,Perugia,Left,20.0,20.0,225.229
42651,2S,WW,Perugia,Left,20.0,20.0,225.055
42651,2S,EE,Perugia,Left,20.0,20.0,225.229
42651,2S,WW,Perugia,Left,20.0,20.0,224.881
42651,2S,EE,Perugia,Left,20.0,20.0,224.622
42651,2S,WW,Perugia,Left,20.0,20.0,223.846
42651,2S,EE,Perugia,Left,20.0,20.0,223.503
42651,2S,WW,Perugia,Left,20.0,20.0,223.76
42651,2S,EE,Perugia,Left,20.0,20.0,224.363
42651,2S,WW,Perugia,Left,20.0,20.0,224.018
42651,2S,EE,Perugia,Left,20.0,20.0,223.418
42651,2S,WW,Perugia,Left,20.0,20.0,224.363
42652,2S,EE,Perugia,Left,20.0,20.0,224.881
42652,2S,WW,Perugia,Left,20.0,20.0,225.926
42652,2S,EE,Perugia,Left,20.0,20.0,224.363
42652,2S,WW,Perugia,Left,20.0,20.0,225.315
42652,2S,EE,Perugia,Left,20.0,20.0,225.403
42652,2S,WW,Perugia,Left,20.0,20.0,225.751
42652,2S,EE,Perugia,Left,20.0,20.0,224.19
42652,2S,WW,Perugia,Left,20.0,20.0,224.19
42652,2S,EE,Perugia,Left,20.0,20.0,224.449
42652,2S,WW,Perugia,Left,20.0,20.0,224.535
42652,2S,EE,Perugia,Left,20.0,20.0,222.651
42652,2S,WW,Perugia,Left,20.0,20.0,224.018
42652,2S,EE,Perugia,Left,20.0,20.0,223.76
42652,2S,WW,Perugia,Left,20.0,20.0,224.708
42652,2S,EE,Perugia,Left,20.0,20.0,224.881
42652,2S,WW,Perugia,Left,20.0,20.0,224.795
42256,2S,EE,Brown,Right,20.0,20.01,295.735
42256,2S,WW,Brown,Right,20.0,20.031,288.412
42256,2S,EE,Brown,Right,20.0,20.039,279.435
42256,2S,WW,Brown,Right,20.0,20.063,287.26
42256,2S,EE,Brown,Right,20.0,20.058,297.837
42256,2S,WW,Brown,Right,20.0,20.041,286.223
42256,2S,EE,Brown,Right,20.0,20.083,295.214
42256,2S,WW,Brown,Right,20.0,20.057,290.449
42256,2S,EE,Brown,Right,20.0,20.019,298.854
42256,2S,WW,Brown,Right,20.0,20.057,285.485
42256,2S,EE,Brown,Right,20.0,20.008,305.222
42256,2S,WW,Brown,Right,20.0,20.029,286.749
42256,2S,EE,Brown,Right,20.0,20.064,298.44
42256,2S,WW,Brown,Right,20.0,20.039,295.17
42256,2S,EE,Brown,Right,20.0,20.066,297.115
42256,2S,WW,Brown,Right,20.0,20.042,307.647
42649,PSS,EE,Perugia,Left,20.0,20.0,225.055
42649,PSS,WW,Perugia,Left,20.0,20.0,224.363
42649,PSS,EE,Perugia,Left,20.0,20.0,223.076
42649,PSS,WW,Perugia,Left,20.0,20.0,225.142
42649,PSS,EE,Perugia,Left,20.0,20.0,223.332
42649,PSS,WW,Perugia,Left,20.0,20.0,223.418
42649,PSS,EE,Perugia,Left,20.0,20.0,221.804
42649,PSS,WW,Perugia,Left,20.0,20.0,224.968
42649,PSS,EE,Perugia,Left,20.0,20.0,222.566
42649,PSS,WW,Perugia,Left,20.0,20.0,224.104
42649,PSS,EE,Perugia,Left,20.0,20.0,222.651
42257,2S,EE,Brown,Right,20.0,20.047,279.318
42257,2S,WW,Brown,Right,20.0,20.096,298.25
42257,2S,EE,Brown,Right,20.0,20.022,304.223
42257,2S,WW,Brown,Right,20.0,20.038,301.024
42257,2S,EE,Brown,Right,20.0,20.142,295.768
42257,2S,WW,Brown,Right,20.0,20.03,300.721
42257,2S,EE,Brown,Right,20.0,20.071,295.588
42257,2S,WW,Brown,Right,20.0,20.031,299.349
42257,2S,EE,Brown,Right,20.0,20.02,244.121
42257,2S,WW,Brown,Right,20.0,20.025,300.661
42257,2S,EE,Brown,Right,20.0,20.026,261.358
42257,2S,WW,Brown,Right,20.0,20.035,301.946
42257,2S,EE,Brown,Right,20.0,20.056,283.034
42257,2S,WW,Brown,Right,20.0,20.043,301.263
42257,2S,EE,Brown,Right,20.0,20.091,252.996
42257,2S,WW,Brown,Right,20.0,20.013,300.944
42657,2S,EE,Demokritos,Left,22.2,22.2,231.1
42657,2S,WW,Demokritos,Left,22.2,22.2,215.4
42657,2S,EE,Demokritos,Left,22.5,22.5,231.3
42657,2S,WW,Demokritos,Left,22.9,22.9,219.6
42657,2S,EE,Demokritos,Left,23.3,23.3,229.3
42657,2S,WW,Demokritos,Left,23.6,23.6,212.6
42657,2S,EE,Demokritos,Left,24.0,24.0,230.0
42657,2S,WW,Demokritos,Left,24.3,24.3,216.9
42657,2S,EE,Demokritos,Left,21.0,21.0,230.9
42657,2S,WW,Demokritos,Left,22.2,22.2,218.4
42657,2S,EE,Demokritos,Left,22.7,22.7,231.8
42657,2S,WW,Demokritos,Left,23.1,23.1,208.5
42657,2S,EE,Demokritos,Left,23.3,23.3,230.6
42657,2S,WW,Demokritos,Left,23.8,23.8,222.8
42658,2S,EE,Demokritos,Left,24.5,24.5,230.7
42658,2S,WW,Demokritos,Left,24.7,24.7,204.2
42658,2S,EE,Demokritos,Left,23.5,23.5,233.6
42658,2S,WW,Demokritos,Left,24.1,24.1,204.4
42658,2S,EE,Demokritos,Left,24.9,24.9,231.7
42658,2S,WW,Demokritos,Left,21.3,21.3,197.7
42658,2S,EE,Demokritos,Left,24.3,24.3,231.6
42658,2S,WW,Demokritos,Left,24.5,24.5,204.3
42658,2S,EE,Demokritos,Left,22.1,22.1,233.0
42658,2S,WW,Demokritos,Left,22.5,22.5,205.0
42658,2S,EE,Demokritos,Left,24.8,24.8,230.6
42658,2S,WW,Demokritos,Left,25.2,25.2,206.8
42658,2S,EE,Demokritos,Left,23.0,23.0,231.4
42658,2S,WW,Demokritos,Left,23.3,23.3,210.1
42659,2S,EE,Demokritos,Left,22.0,22.0,232.5
42659,2S,WW,Demokritos,Left,22.1,22.1,230.9
42659,2S,EE,Demokritos,Left,22.1,22.1,232.0
42659,2S,WW,Demokritos,Left,22.2,22.2,232.9
42659,2S,EE,Demokritos,Left,20.9,20.9,232.2
42659,2S,WW,Demokritos,Left,21.7,21.7,232.7
42659,2S,EE,Demokritos,Left,22.2,22.2,233.6
42659,2S,WW,Demokritos,Left,22.6,22.6,223.8
42659,2S,EE,Demokritos,Left,22.2,22.2,231.8
42659,2S,WW,Demokritos,Left,22.1,22.1,229.4
42659,2S,EE,Demokritos,Left,23.0,23.0,232.9
42659,2S,WW,Demokritos,Left,23.2,23.2,231.4
42659,2S,EE,Demokritos,Left,22.1,22.1,231.1
42659,2S,WW,Demokritos,Left,22.1,22.1,229.0
42901,2S,EE,Demokritos,Left,24.0,24.0,233.1
42901,2S,WW,Demokritos,Left,24.2,24.2,231.4
42901,2S,EE,Demokritos,Left,23.7,23.7,232.9
42901,2S,WW,Demokritos,Left,24.1,24.1,231.2
42901,2S,EE,Demokritos,Left,24.6,24.6,230.0
42901,2S,WW,Demokritos,Left,21.4,21.4,229.7
42901,2S,EE,Demokritos,Left,22.2,22.2,229.9
42901,2S,WW,Demokritos,Left,22.8,22.8,229.0
42901,2S,EE,Demokritos,Left,23.2,23.2,231.3
42901,2S,WW,Demokritos,Left,23.5,23.5,229.8
42901,2S,EE,Demokritos,Left,20.3,20.3,231.4
42901,2S,WW,Demokritos,Left,21.6,21.6,230.6
42901,2S,EE,Demokritos,Left,22.6,22.6,232.0
42901,2S,WW,Demokritos,Left,23.4,23.4,228.4
42902,2S,EE,Brown,Right,20.0,20.011,279.034
42902,2S,WW,Brown,Right,20.0,20.015,312.304
42902,2S,EE,Brown,Right,20.0,20.018,305.364
42902,2S,WW,Brown,Right,20.0,20.026,302.887
42902,2S,EE,Brown,Right,20.0,20.06,291.093
42902,2S,WW,Brown,Right,20.0,20.025,317.971
42902,2S,EE,Brown,Right,20.0,20.058,290.969
42902,2S,WW,Brown,Right,20.0,20.012,300.403
42902,2S,EE,Brown,Right,20.0,20.008,301.576
42902,2S,WW,Brown,Right,20.0,20.008,301.803
42902,2S,EE,Brown,Right,20.0,20.011,299.052
42902,2S,WW,Brown,Right,20.0,20.02,303.631
42902,2S,EE,Brown,Right,20.0,20.037,289.529
42902,2S,WW,Brown,Right,20.0,20.02,302.218
42902,2S,EE,Brown,Right,20.0,20.083,257.609
42902,2S,WW,Brown,Right,20.0,20.016,307.51
42903,2S,EE,Brown,Right,20.0,20.009,303.688
42903,2S,WW,Brown,Right,20.0,20.005,292.718
42903,2S,EE,Brown,Right,20.0,20.007,303.115
42903,2S,WW,Brown,Right,20.0,20.02,304.696
42903,2S,EE,Brown,Right,20.0,20.017,299.493
42903,2S,WW,Brown,Right,20.0,20.012,299.958
42903,2S,EE,Brown,Right,20.0,20.05,299.822
42903,2S,WW,Brown,Right,20.0,20.021,301.73
42903,2S,EE,Brown,Right,20.0,20.01,307.133
42903,2S,WW,Brown,Right,20.0,20.023,310.217
42903,2S,EE,Brown,Right,20.0,19.985,302.978
42903,2S,WW,Brown,Right,20.0,20.021,303.646
42903,2S,EE,Brown,Right,20.0,20.046,302.77
42903,2S,WW,Brown,Right,20.0,20.025,302.684
42903,2S,EE,Brown,Right,20.0,20.055,303.092
42903,2S,WW,Brown,Right,20.0,20.021,298.138
42649,PSS,WW,Perugia,Left,20.0,20.0,223.932
42649,PSS,EE,Perugia,Left,20.0,20.0,222.566
42649,PSS,WW,Perugia,Left,20.0,20.0,224.881
42649,PSS,EE,Perugia,Left,20.0,20.0,222.821
42649,PSS,WW,Perugia,Left,20.0,20.0,222.651
42899,PSS,EE,Perugia,Left,20.0,20.0,226.014
42899,PSS,WW,Perugia,Left,20.0,20.0,226.014
42899,PSS,EE,Perugia,Left,20.0,20.0,222.906
42899,PSS,WW,Perugia,Left,20.0,20.0,223.932
42899,PSS,EE,Perugia,Left,20.0,20.0,222.736
42899,PSS,WW,Perugia,Left,20.0,20.0,225.055
42899,PSS,EE,Perugia,Left,20.0,20.0,225.403
42899,PSS,WW,Perugia,Left,20.0,20.0,223.503
42899,PSS,EE,Perugia,Left,20.0,20.0,223.503
42899,PSS,WW,Perugia,Left,20.0,20.0,223.161
42899,PSS,EE,Perugia,Left,20.0,20.0,220.714
42899,PSS,WW,Perugia,Left,20.0,20.0,219.551
42899,PSS,EE,Perugia,Left,20.0,20.0,222.906
42899,PSS,WW,Perugia,Left,20.0,20.0,223.589
42899,PSS,EE,Perugia,Left,20.0,20.0,222.736
42899,PSS,WW,Perugia,Left,20.0,20.0,221.889
42258,PSP,EE,Perugia,Left,20.0,20.0,521.974
42258,PSP,WW,Perugia,Left,20.0,20.0,209.916
42258,PSP,EE,Perugia,Left,20.0,20.0,193.619
42258,PSP,WW,Perugia,Left,20.0,20.0,200.539
42258,PSP,EE,Perugia,Left,20.0,20.0,191.459
42258,PSP,WW,Perugia,Left,20.0,20.0,199.306
42258,PSP,EE,Perugia,Left,20.0,20.0,187.884
42258,PSP,EE,Perugia,Left,20.0,20.0,186.562
42258,PSP,WW,Perugia,Left,20.0,20.0,205.12
42258,PSP,EE,Perugia,Left,20.0,20.0,184.849
42258,PSP,WW,Perugia,Left,20.0,20.0,209.539
42258,PSP,EE,Perugia,Left,20.0,20.0,183.801
42258,PSP,WW,Perugia,Left,20.0,20.0,207.749
42259,PSP,EE,Perugia,Left,20.0,20.0,183.051
42259,PSP,WW,Perugia,Left,20.0,20.0,193.042
42259,PSP,EE,Perugia,Left,20.0,20.0,183.339
42259,PSP,WW,Perugia,Left,20.0,20.0,190.397
42259,PSP,EE,Perugia,Left,20.0,20.0,193.042
42259,PSP,WW,Perugia,Left,20.0,20.0,186.205
42259,PSP,EE,Perugia,Left,20.0,20.0,184.79
42259,PSP,WW,Perugia,Left,20.0,20.0,189.531
42259,PSP,EE,Perugia,Left,20.0,20.0,183.454
42259,PSP,WW,Perugia,Left,20.0,20.0,193.17
42259,PSP,EE,Perugia,Left,20.0,20.0,184.673
42259,PSP,WW,Perugia,Left,20.0,20.0,195.697
42259,PSP,EE,Perugia,Left,20.0,20.0,185.083
