batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CMIN_PFRD
42240,PSS,WW,Brown,Right,20.0,20.003,2.225
42240,PSS,EE,Brown,Right,20.0,20.025,2.201
42240,PSS,WW,Brown,Right,20.0,20.008,2.233
42240,PSS,EE,Brown,Right,20.0,20.003,2.262
42240,PSS,WW,Brown,Right,20.0,20.003,2.217
42240,PSS,EE,Brown,Left,20.0,20.006,2.182
42240,PSS,WW,Brown,Right,20.0,20.008,2.193
42240,PSS,EE,Brown,Right,20.0,20.005,2.166
42240,PSS,WW,Brown,Right,20.0,20.004,2.196
42240,PSS,EE,Brown,Right,20.0,20.023,2.191
42240,PSS,WW,Brown,Right,20.0,20.009,2.204
41751,2S,EE,Brown,Right,20.0,20.066,2.051
41751,2S,WW,Brown,Right,20.0,20.105,2.113
41751,2S,EE,Brown,Right,20.0,20.104,2.116
41751,2S,WW,Brown,Right,20.0,20.128,2.196
41751,2S,EE,Brown,Right,20.0,20.025,2.159
41751,2S,WW,Brown,Right,20.0,20.088,2.188
41751,2S,EE,Brown,Right,20.0,20.162,2.05
41751,2S,WW,Brown,Right,20.0,20.077,2.067
41751,2S,EE,Brown,Right,20.0,20.136,2.144
41751,2S,WW,Brown,Right,20.0,20.122,2.149
41751,2S,EE,Brown,Right,20.0,20.141,2.122
41751,2S,WW,Brown,Right,20.0,20.12,2.161
41755,2S,EE,Brown,Right,20.0,20.116,2.19
41755,2S,WW,Brown,Right,20.0,20.152,2.164
41755,2S,EE,Brown,Right,20.0,20.109,2.159
41755,2S,WW,Brown,Right,20.0,20.15,2.191
41755,2S,EE,Brown,Right,20.0,20.193,2.181
41755,2S,WW,Brown,Right,20.0,20.171,2.195
41755,2S,EE,Brown,Right,20.0,20.186,2.174
41755,2S,WW,Brown,Right,20.0,20.161,2.288
41755,2S,EE,Brown,Right,20.0,20.11,2.19
41755,2S,WW,Brown,Right,20.0,20.141,2.158
41755,2S,EE,Brown,Right,20.0,20.134,2.155
41755,2S,WW,Brown,Right,20.0,20.174,2.156
41755,2S,EE,Brown,Right,20.0,20.177,2.16
41755,2S,WW,Brown,Right,20.0,20.148,2.138
41755,2S,EE,Brown,Right,20.0,20.207,2.185
41755,2S,WW,Brown,Right,20.0,20.172,2.203
41756,2S,EE,Demokritos,Left,23.2,23.2,2.802
41756,2S,WW,Demokritos,Left,23.0,23.0,2.824
41756,2S,EE,Demokritos,Left,19.3,19.3,2.819
41756,2S,WW,Demokritos,Left,20.2,20.2,2.81
41756,2S,EE,Demokritos,Left,20.7,20.7,2.826
41756,2S,WW,Demokritos,Left,20.8,20.8,2.822
41756,2S,EE,Demokritos,Left,22.5,22.5,2.8
41756,2S,WW,Demokritos,Left,22.2,22.2,2.832
41756,2S,EE,Demokritos,Left,21.9,21.9,2.807
41756,2S,WW,Demokritos,Left,21.6,21.6,2.832
41756,2S,EE,Demokritos,Left,21.5,21.5,2.808
41756,2S,WW,Demokritos,Left,21.3,21.3,2.838
41756,2S,EE,Demokritos,Left,20.9,20.9,2.79
41756,2S,WW,Demokritos,Left,23.8,23.8,2.833
41757,2S,EE,Demokritos,Left,22.3,22.3,2.865
41757,2S,WW,Demokritos,Left,22.2,22.2,2.838
41757,2S,EE,Demokritos,Left,21.5,21.5,2.819
41757,2S,WW,Demokritos,Left,21.5,21.5,2.825
41757,2S,EE,Demokritos,Left,21.5,21.5,2.823
41757,2S,WW,Demokritos,Left,21.3,21.3,2.86
41757,2S,EE,Demokritos,Left,22.0,22.0,2.825
41757,2S,WW,Demokritos,Left,21.8,21.8,2.857
41757,2S,EE,Demokritos,Left,21.6,21.6,2.833
41757,2S,WW,Demokritos,Left,21.5,21.5,2.851
41757,2S,EE,Demokritos,Left,23.1,23.1,2.824
41757,2S,WW,Demokritos,Left,22.6,22.6,2.847
41757,2S,EE,Demokritos,Left,19.8,19.8,2.829
41757,2S,WW,Demokritos,Left,20.4,20.4,2.824
41758,2S,EE,Demokritos,Left,20.8,20.8,2.766
41758,2S,WW,Demokritos,Left,20.9,20.9,2.781
41758,2S,EE,Demokritos,Left,21.0,21.0,2.821
41758,2S,WW,Demokritos,Left,21.6,21.6,2.796
41758,2S,EE,Demokritos,Left,20.7,20.7,2.809
41758,2S,WW,Demokritos,Left,20.8,20.8,2.784
41758,2S,EE,Demokritos,Left,20.8,20.8,2.786
41758,2S,WW,Demokritos,Left,20.9,20.9,2.794
41758,2S,EE,Demokritos,Left,21.0,21.0,2.784
41758,2S,WW,Demokritos,Left,20.4,20.4,2.775
41758,2S,EE,Demokritos,Left,22.5,22.5,2.791
41758,2S,WW,Demokritos,Left,23.1,23.1,2.787
41758,2S,EE,Demokritos,Left,23.8,23.8,2.793
41758,2S,WW,Demokritos,Left,24.4,24.4,2.79
42245,2S,EE,Perugia,Left,20.0,20.0,2.59
42245,2S,WW,Perugia,Left,20.0,20.0,2.599
42245,2S,EE,Perugia,Left,20.0,20.0,2.601
42245,2S,WW,Perugia,Left,20.0,20.0,2.587
42245,2S,EE,Perugia,Left,20.0,20.0,2.619
42245,2S,WW,Perugia,Left,20.0,20.0,2.609
42245,2S,EE,Perugia,Left,20.0,20.0,2.623
42245,2S,WW,Perugia,Left,20.0,20.0,2.609
42245,2S,EE,Perugia,Left,20.0,20.0,2.656
42245,2S,WW,Perugia,Left,20.0,20.0,2.655
42245,2S,WW,Perugia,Left,20.0,20.0,2.65
42245,2S,EE,Perugia,Left,20.0,20.0,2.667
42245,2S,WW,Perugia,Left,20.0,20.0,2.692
42245,2S,EE,Perugia,Left,20.0,20.0,2.685
42245,2S,WW,Perugia,Left,20.0,20.0,2.663
42246,2S,EE,Perugia,Left,20.0,20.0,2.666
42246,2S,WW,Perugia,Left,20.0,20.0,2.666
42246,2S,EE,Perugia,Left,20.0,20.0,2.669
42246,2S,WW,Perugia,Left,20.0,20.0,2.669
42246,2S,EE,Perugia,Left,20.0,20.0,2.656
42246,2S,WW,Perugia,Left,20.0,20.0,2.658
42246,2S,EE,Perugia,Left,20.0,20.0,2.614
42246,2S,WW,Perugia,Left,20.0,20.0,2.613
42246,2S,EE,Perugia,Left,20.0,20.0,2.606
42246,2S,WW,Perugia,Left,20.0,20.0,2.587
42246,2S,EE,Perugia,Left,20.0,20.0,2.598
42246,2S,WW,Perugia,Left,20.0,20.0,2.613
42246,2S,EE,Perugia,Left,20.0,20.0,2.598
42246,2S,WW,Perugia,Left,20.0,20.0,2.601
42247,2S,EE,Brown,Right,20.0,20.005,2.151
42247,2S,WW,Brown,Right,20.0,20.015,2.138
42247,2S,EE,Brown,Right,20.0,20.007,2.153
42247,2S,WW,Brown,Right,20.0,20.022,2.225
42247,2S,EE,Brown,Right,20.0,20.008,2.147
42247,2S,WW,Brown,Right,20.0,20.004,2.242
42247,2S,EE,Brown,Right,20.0,20.074,2.147
42247,2S,WW,Brown,Right,20.0,20.04,2.155
42247,2S,EE,Brown,Right,20.0,20.003,2.153
42247,2S,WW,Brown,Right,20.0,20.001,2.141
42247,2S,EE,Brown,Right,20.0,20.066,2.137
42247,2S,WW,Brown,Right,20.0,20.051,2.136
42247,2S,EE,Brown,Right,20.0,20.201,2.134
42247,2S,WW,Brown,Right,20.0,20.27,2.195
42247,2S,EE,Brown,Right,20.0,20.315,2.146
42247,2S,WW,Brown,Right,20.0,20.305,2.255
42248,2S,EE,Perugia,Left,20.0,20.0,2.595
42248,2S,WW,Perugia,Left,20.0,20.0,2.602
42248,2S,EE,Perugia,Left,20.0,20.0,2.603
42248,2S,WW,Perugia,Left,20.0,20.0,2.613
42248,2S,EE,Perugia,Left,20.0,20.0,2.601
42248,2S,WW,Perugia,Left,20.0,20.0,2.606
42248,2S,EE,Perugia,Left,20.0,20.0,2.605
42248,2S,WW,Perugia,Left,20.0,20.0,2.615
42248,2S,EE,Perugia,Left,20.0,20.0,2.611
42248,2S,WW,Perugia,Left,20.0,20.0,2.606
42248,2S,EE,Perugia,Left,20.0,20.0,2.638
42248,2S,WW,Perugia,Left,20.0,20.0,2.61
42248,2S,EE,Perugia,Left,20.0,20.0,2.615
42248,2S,WW,Perugia,Left,20.0,20.0,2.605
42248,2S,EE,Perugia,Left,20.0,20.0,2.611
42248,2S,WW,Perugia,Left,20.0,20.0,2.618
42249,2S,EE,Brown,Right,20.0,20.007,2.161
42249,2S,WW,Brown,Right,20.0,20.003,2.25
42249,2S,EE,Brown,Right,20.0,20.005,2.163
42249,2S,WW,Brown,Right,20.0,20.003,2.233
42249,2S,EE,Brown,Right,20.0,20.006,2.182
42249,2S,WW,Brown,Right,20.0,20.004,2.249
42249,2S,EE,Brown,Right,20.0,20.008,2.159
42249,2S,WW,Brown,Right,20.0,20.004,2.264
42249,2S,EE,Brown,Right,20.0,20.003,2.137
42249,2S,WW,Brown,Right,20.0,20.007,2.244
42249,2S,EE,Brown,Right,20.0,20.025,2.144
42249,2S,WW,Brown,Right,20.0,20.025,2.245
42249,2S,EE,Brown,Right,20.0,20.009,2.156
42249,2S,WW,Brown,Right,20.0,20.056,2.237
42249,2S,EE,Brown,Right,20.0,20.087,2.139
42249,2S,WW,Brown,Right,20.0,20.068,2.109
42250,2S,EE,Perugia,Left,20.0,20.0,2.61
42250,2S,WW,Perugia,Left,20.0,20.0,2.608
42250,2S,EE,Perugia,Left,20.0,20.0,2.611
42250,2S,WW,Perugia,Left,20.0,20.0,2.603
42250,2S,EE,Perugia,Left,20.0,20.0,2.612
42250,2S,WW,Perugia,Left,20.0,20.0,2.618
42250,2S,EE,Perugia,Left,20.0,20.0,2.61
42250,2S,EE,Perugia,Left,20.0,20.0,2.603
42250,2S,EE,Perugia,Left,20.0,20.0,2.601
42250,2S,WW,Perugia,Left,20.0,20.0,2.601
42250,2S,EE,Perugia,Left,20.0,20.0,2.594
42250,2S,WW,Perugia,Left,20.0,20.0,2.592
42250,2S,EE,Perugia,Left,20.0,20.0,2.6
42250,2S,WW,Perugia,Left,20.0,20.0,2.6
42250,2S,EE,Perugia,Left,20.0,20.0,2.596
42250,2S,WW,Perugia,Left,20.0,20.0,2.606
42251,2S,EE,Brown,Right,20.0,20.003,2.123
42251,2S,WW,Brown,Right,20.0,20.005,2.134
42251,2S,EE,Brown,Right,20.0,20.005,2.134
42251,2S,WW,Brown,Right,20.0,20.006,2.109
42251,2S,EE,Brown,Right,20.0,20.007,2.156
42251,2S,WW,Brown,Right,20.0,20.006,2.168
42251,2S,EE,Brown,Right,20.0,20.008,2.142
42251,2S,WW,Brown,Right,20.0,20.01,2.097
42251,2S,EE,Brown,Right,20.0,20.014,2.131
42251,2S,WW,Brown,Right,20.0,20.054,2.073
42251,2S,EE,Brown,Right,20.0,20.003,2.141
42251,2S,WW,Brown,Right,20.0,20.065,2.198
42251,2S,EE,Brown,Right,20.0,20.003,2.129
42251,2S,WW,Brown,Right,20.0,20.005,2.087
42251,2S,EE,Brown,Right,20.0,20.061,2.133
42251,2S,WW,Brown,Right,20.0,20.067,2.255
42253,2S,EE,Demokritos,Left,22.7,22.7,2.775
42253,2S,WW,Demokritos,Left,22.6,22.6,2.784
42253,2S,EE,Demokritos,Left,22.0,22.0,2.793
42253,2S,WW,Demokritos,Left,21.9,21.9,2.801
42253,2S,EE,Demokritos,Left,22.4,22.4,2.796
42253,2S,WW,Demokritos,Left,22.3,22.3,2.824
42253,2S,EE,Demokritos,Left,21.0,21.0,2.775
42253,2S,WW,Demokritos,Left,21.5,21.5,2.797
42253,2S,EE,Demokritos,Left,22.2,22.2,2.775
42253,2S,WW,Demokritos,Left,22.2,22.2,2.804
42254,2S,EE,Demokritos,Left,20.9,20.9,2.777
42254,2S,WW,Demokritos,Left,21.3,21.3,2.912
42254,2S,EE,Demokritos,Left,21.7,21.7,2.779
42254,2S,WW,Demokritos,Left,21.7,21.7,2.988
42254,2S,EE,Demokritos,Left,21.6,21.6,2.778
42254,2S,WW,Demokritos,Left,21.7,21.7,2.932
42254,2S,EE,Demokritos,Left,21.8,21.8,2.78
42254,2S,WW,Demokritos,Left,21.8,21.8,2.948
42254,2S,EE,Demokritos,Left,21.8,21.8,2.79
42254,2S,WW,Demokritos,Left,21.8,21.8,2.98
42255,2S,EE,Demokritos,Left,21.9,21.9,2.775
42255,2S,WW,Demokritos,Left,21.8,21.8,2.92
42255,2S,EE,Demokritos,Left,21.9,21.9,2.767
42255,2S,WW,Demokritos,Left,21.9,21.9,2.892
42255,2S,EE,Demokritos,Left,20.8,20.8,2.781
42255,2S,WW,Demokritos,Left,21.3,21.3,2.902
42255,2S,EE,Demokritos,Left,21.6,21.6,2.781
42255,2S,WW,Demokritos,Left,21.7,21.7,2.801
42255,2S,EE,Demokritos,Left,21.8,21.8,2.785
42255,2S,WW,Demokritos,Left,21.9,21.9,2.948
42651,2S,EE,Perugia,Left,20.0,20.0,2.617
42651,2S,WW,Perugia,Left,20.0,20.0,2.599
42651,2S,EE,Perugia,Left,20.0,20.0,2.587
42651,2S,WW,Perugia,Left,20.0,20.0,2.595
42651,2S,EE,Perugia,Left,20.0,20.0,2.591
42651,2S,WW,Perugia,Left,20.0,20.0,2.593
42651,2S,EE,Perugia,Left,20.0,20.0,2.591
42651,2S,WW,Perugia,Left,20.0,20.0,2.595
42651,2S,EE,Perugia,Left,20.0,20.0,2.598
42651,2S,WW,Perugia,Left,20.0,20.0,2.607
42651,2S,EE,Perugia,Left,20.0,20.0,2.611
42651,2S,WW,Perugia,Left,20.0,20.0,2.608
42651,2S,EE,Perugia,Left,20.0,20.0,2.601
42651,2S,WW,Perugia,Left,20.0,20.0,2.605
42651,2S,EE,Perugia,Left,20.0,20.0,2.612
42651,2S,WW,Perugia,Left,20.0,20.0,2.601
42652,2S,EE,Perugia,Left,20.0,20.0,2.595
42652,2S,WW,Perugia,Left,20.0,20.0,2.583
42652,2S,EE,Perugia,Left,20.0,20.0,2.601
42652,2S,WW,Perugia,Left,20.0,20.0,2.59
42652,2S,EE,Perugia,Left,20.0,20.0,2.589
42652,2S,WW,Perugia,Left,20.0,20.0,2.585
42652,2S,EE,Perugia,Left,20.0,20.0,2.603
42652,2S,WW,Perugia,Left,20.0,20.0,2.603
42652,2S,EE,Perugia,Left,20.0,20.0,2.6
42652,2S,WW,Perugia,Left,20.0,20.0,2.599
42652,2S,EE,Perugia,Left,20.0,20.0,2.621
42652,2S,WW,Perugia,Left,20.0,20.0,2.605
42652,2S,EE,Perugia,Left,20.0,20.0,2.608
42652,2S,WW,Perugia,Left,20.0,20.0,2.597
42652,2S,EE,Perugia,Left,20.0,20.0,2.595
42652,2S,WW,Perugia,Left,20.0,20.0,2.596
42256,2S,EE,Brown,Right,20.0,20.01,2.189
42256,2S,WW,Brown,Right,20.0,20.031,2.245
42256,2S,EE,Brown,Right,20.0,20.039,2.317
42256,2S,WW,Brown,Right,20.0,20.063,2.254
42256,2S,EE,Brown,Right,20.0,20.058,2.174
42256,2S,WW,Brown,Right,20.0,20.041,2.262
42256,2S,EE,Brown,Right,20.0,20.083,2.193
42256,2S,WW,Brown,Right,20.0,20.057,2.229
42256,2S,EE,Brown,Right,20.0,20.019,2.166
42256,2S,WW,Brown,Right,20.0,20.057,2.268
42256,2S,EE,Brown,Right,20.0,20.008,2.121
42256,2S,WW,Brown,Right,20.0,20.029,2.258
42256,2S,EE,Brown,Right,20.0,20.064,2.169
42256,2S,WW,Brown,Right,20.0,20.039,2.194
42256,2S,EE,Brown,Right,20.0,20.066,2.179
42256,2S,WW,Brown,Right,20.0,20.042,2.105
42649,PSS,EE,Perugia,Left,20.0,20.0,2.593
42649,PSS,WW,Perugia,Left,20.0,20.0,2.601
42649,PSS,EE,Perugia,Left,20.0,20.0,2.616
42649,PSS,WW,Perugia,Left,20.0,20.0,2.592
42649,PSS,EE,Perugia,Left,20.0,20.0,2.613
42649,PSS,WW,Perugia,Left,20.0,20.0,2.612
42649,PSS,EE,Perugia,Left,20.0,20.0,2.631
42649,PSS,WW,Perugia,Left,20.0,20.0,2.594
42649,PSS,EE,Perugia,Left,20.0,20.0,2.622
42649,PSS,WW,Perugia,Left,20.0,20.0,2.604
42649,PSS,EE,Perugia,Left,20.0,20.0,2.621
42257,2S,EE,Brown,Right,20.0,20.047,2.318
42257,2S,WW,Brown,Right,20.0,20.096,2.171
42257,2S,EE,Brown,Right,20.0,20.022,2.128
42257,2S,WW,Brown,Right,20.0,20.038,2.151
42257,2S,EE,Brown,Right,20.0,20.142,2.189
42257,2S,WW,Brown,Right,20.0,20.03,2.153
42257,2S,EE,Brown,Right,20.0,20.071,2.19
42257,2S,WW,Brown,Right,20.0,20.031,2.163
42257,2S,EE,Brown,Right,20.0,20.02,2.652
42257,2S,WW,Brown,Right,20.0,20.025,2.153
42257,2S,EE,Brown,Right,20.0,20.026,2.477
42257,2S,WW,Brown,Right,20.0,20.035,2.144
42257,2S,EE,Brown,Right,20.0,20.056,2.288
42257,2S,WW,Brown,Right,20.0,20.043,2.149
42257,2S,EE,Brown,Right,20.0,20.091,2.559
42257,2S,WW,Brown,Right,20.0,20.013,2.151
42657,2S,EE,Demokritos,Left,22.2,22.2,2.797
42657,2S,WW,Demokritos,Left,22.2,22.2,3.001
42657,2S,EE,Demokritos,Left,22.5,22.5,2.794
42657,2S,WW,Demokritos,Left,22.9,22.9,2.943
42657,2S,EE,Demokritos,Left,23.3,23.3,2.819
42657,2S,WW,Demokritos,Left,23.6,23.6,3.041
42657,2S,EE,Demokritos,Left,24.0,24.0,2.81
42657,2S,WW,Demokritos,Left,24.3,24.3,2.98
42657,2S,EE,Demokritos,Left,21.0,21.0,2.799
42657,2S,WW,Demokritos,Left,22.2,22.2,2.96
42657,2S,EE,Demokritos,Left,22.7,22.7,2.789
42657,2S,WW,Demokritos,Left,23.1,23.1,3.1
42657,2S,EE,Demokritos,Left,23.3,23.3,2.803
42657,2S,WW,Demokritos,Left,23.8,23.8,2.901
42658,2S,EE,Demokritos,Left,24.5,24.5,2.801
42658,2S,WW,Demokritos,Left,24.7,24.7,3.165
42658,2S,EE,Demokritos,Left,23.5,23.5,2.767
42658,2S,WW,Demokritos,Left,24.1,24.1,3.162
42658,2S,EE,Demokritos,Left,24.9,24.9,2.789
42658,2S,WW,Demokritos,Left,21.3,21.3,3.27
42658,2S,EE,Demokritos,Left,24.3,24.3,2.79
42658,2S,WW,Demokritos,Left,24.5,24.5,3.164
42658,2S,EE,Demokritos,Left,22.1,22.1,2.774
42658,2S,WW,Demokritos,Left,22.5,22.5,3.153
42658,2S,EE,Demokritos,Left,24.8,24.8,2.803
42658,2S,WW,Demokritos,Left,25.2,25.2,3.126
42658,2S,EE,Demokritos,Left,23.0,23.0,2.793
42658,2S,WW,Demokritos,Left,23.3,23.3,3.077
42659,2S,EE,Demokritos,Left,22.0,22.0,2.781
42659,2S,WW,Demokritos,Left,22.1,22.1,2.799
42659,2S,EE,Demokritos,Left,22.1,22.1,2.786
42659,2S,WW,Demokritos,Left,22.2,22.2,2.775
42659,2S,EE,Demokritos,Left,20.9,20.9,2.784
42659,2S,WW,Demokritos,Left,21.7,21.7,2.778
42659,2S,EE,Demokritos,Left,22.2,22.2,2.767
42659,2S,WW,Demokritos,Left,22.6,22.6,2.888
42659,2S,EE,Demokritos,Left,22.2,22.2,2.789
42659,2S,WW,Demokritos,Left,22.1,22.1,2.817
42659,2S,EE,Demokritos,Left,23.0,23.0,2.775
42659,2S,WW,Demokritos,Left,23.2,23.2,2.794
42659,2S,EE,Demokritos,Left,22.1,22.1,2.796
42659,2S,WW,Demokritos,Left,22.1,22.1,2.823
42901,2S,EE,Demokritos,Left,24.0,24.0,2.773
42901,2S,WW,Demokritos,Left,24.2,24.2,2.793
42901,2S,EE,Demokritos,Left,23.7,23.7,2.776
42901,2S,WW,Demokritos,Left,24.1,24.1,2.795
42901,2S,EE,Demokritos,Left,24.6,24.6,2.81
42901,2S,WW,Demokritos,Left,21.4,21.4,2.814
42901,2S,EE,Demokritos,Left,22.2,22.2,2.812
42901,2S,WW,Demokritos,Left,22.8,22.8,2.822
42901,2S,EE,Demokritos,Left,23.2,23.2,2.795
42901,2S,WW,Demokritos,Left,23.5,23.5,2.812
42901,2S,EE,Demokritos,Left,20.3,20.3,2.794
42901,2S,WW,Demokritos,Left,21.6,21.6,2.803
42901,2S,EE,Demokritos,Left,22.6,22.6,2.786
42901,2S,WW,Demokritos,Left,23.4,23.4,2.83
42902,2S,EE,Brown,Right,20.0,20.011,2.32
42902,2S,WW,Brown,Right,20.0,20.015,2.073
42902,2S,EE,Brown,Right,20.0,20.018,2.12
42902,2S,WW,Brown,Right,20.0,20.026,2.138
42902,2S,EE,Brown,Right,20.0,20.06,2.224
42902,2S,WW,Brown,Right,20.0,20.025,2.036
42902,2S,EE,Brown,Right,20.0,20.058,2.225
42902,2S,WW,Brown,Right,20.0,20.012,2.155
42902,2S,EE,Brown,Right,20.0,20.008,2.147
42902,2S,WW,Brown,Right,20.0,20.008,2.145
42902,2S,EE,Brown,Right,20.0,20.011,2.165
42902,2S,WW,Brown,Right,20.0,20.02,2.132
42902,2S,EE,Brown,Right,20.0,20.037,2.236
42902,2S,WW,Brown,Right,20.0,20.02,2.142
42902,2S,EE,Brown,Right,20.0,20.083,2.513
42902,2S,WW,Brown,Right,20.0,20.016,2.105
42903,2S,EE,Brown,Right,20.0,20.009,2.132
42903,2S,WW,Brown,Right,20.0,20.005,2.212
42903,2S,EE,Brown,Right,20.0,20.007,2.136
42903,2S,WW,Brown,Right,20.0,20.02,2.125
42903,2S,EE,Brown,Right,20.0,20.017,2.162
42903,2S,WW,Brown,Right,20.0,20.012,2.159
42903,2S,EE,Brown,Right,20.0,20.05,2.159
42903,2S,WW,Brown,Right,20.0,20.021,2.146
42903,2S,EE,Brown,Right,20.0,20.01,2.108
42903,2S,WW,Brown,Right,20.0,20.023,2.087
42903,2S,EE,Brown,Right,20.0,19.985,2.137
42903,2S,WW,Brown,Right,20.0,20.021,2.132
42903,2S,EE,Brown,Right,20.0,20.046,2.138
42903,2S,WW,Brown,Right,20.0,20.025,2.139
42903,2S,EE,Brown,Right,20.0,20.055,2.136
42903,2S,WW,Brown,Right,20.0,20.021,2.172
42649,PSS,WW,Perugia,Left,20.0,20.0,2.606
42649,PSS,EE,Perugia,Left,20.0,20.0,2.622
42649,PSS,WW,Perugia,Left,20.0,20.0,2.595
42649,PSS,EE,Perugia,Left,20.0,20.0,2.619
42649,PSS,WW,Perugia,Left,20.0,20.0,2.621
42899,PSS,EE,Perugia,Left,20.0,20.0,2.582
42899,PSS,WW,Perugia,Left,20.0,20.0,2.582
42899,PSS,EE,Perugia,Left,20.0,20.0,2.618
42899,PSS,WW,Perugia,Left,20.0,20.0,2.606
42899,PSS,EE,Perugia,Left,20.0,20.0,2.62
42899,PSS,WW,Perugia,Left,20.0,20.0,2.593
42899,PSS,EE,Perugia,Left,20.0,20.0,2.589
42899,PSS,WW,Perugia,Left,20.0,20.0,2.611
42899,PSS,EE,Perugia,Left,20.0,20.0,2.611
42899,PSS,WW,Perugia,Left,20.0,20.0,2.615
42899,PSS,EE,Perugia,Left,20.0,20.0,2.644
42899,PSS,WW,Perugia,Left,20.0,20.0,2.658
42899,PSS,EE,Perugia,Left,20.0,20.0,2.618
42899,PSS,WW,Perugia,Left,20.0,20.0,2.61
42899,PSS,EE,Perugia,Left,20.0,20.0,2.62
42899,PSS,WW,Perugia,Left,20.0,20.0,2.63
42258,PSP,EE,Perugia,Left,20.0,20.0,1.118
42258,PSP,WW,Perugia,Left,20.0,20.0,2.78
42258,PSP,EE,Perugia,Left,20.0,20.0,3.014
42258,PSP,WW,Perugia,Left,20.0,20.0,2.91
42258,PSP,EE,Perugia,Left,20.0,20.0,3.048
42258,PSP,WW,Perugia,Left,20.0,20.0,2.928
42258,PSP,EE,Perugia,Left,20.0,20.0,3.106
42258,PSP,WW,Perugia,Left,20.0,20.0,0.06
42258,PSP,EE,Perugia,Left,20.0,20.0,3.128
42258,PSP,WW,Perugia,Left,20.0,20.0,2.845
42258,PSP,EE,Perugia,Left,20.0,20.0,3.157
42258,PSP,WW,Perugia,Left,20.0,20.0,2.785
42258,PSP,EE,Perugia,Left,20.0,20.0,3.175
42258,PSP,WW,Perugia,Left,20.0,20.0,2.809
42259,PSP,EE,Perugia,Left,20.0,20.0,3.188
42259,PSP,WW,Perugia,Left,20.0,20.0,3.023
42259,PSP,EE,Perugia,Left,20.0,20.0,3.183
42259,PSP,WW,Perugia,Left,20.0,20.0,3.065
42259,PSP,EE,Perugia,Left,20.0,20.0,3.023
42259,PSP,WW,Perugia,Left,20.0,20.0,3.134
42259,PSP,EE,Perugia,Left,20.0,20.0,3.158
42259,PSP,WW,Perugia,Left,20.0,20.0,3.079
42259,PSP,EE,Perugia,Left,20.0,20.0,0.155
42259,PSP,WW,Perugia,Left,20.0,20.0,0.131
42259,PSP,EE,Perugia,Left,20.0,20.0,3.181
42259,PSP,WW,Perugia,Left,20.0,20.0,3.021
42259,PSP,EE,Perugia,Left,20.0,20.0,3.16
42259,PSP,WW,Perugia,Left,20.0,20.0,2.982
42259,PSP,EE,Perugia,Left,20.0,20.0,3.153
42259,PSP,WW,Perugia,Left,20.0,20.0,2.976
42660,PSP,EE,Perugia,Left,20.0,20.0,3.23
42660,PSP,EE,Perugia,Left,20.0,20.0,3.16
42660,PSP,WW,Perugia,Left,20.0,20.0,2.688
42660,PSP,WW,Perugia,Left,20.0,20.0,2.779
42660,PSP,EE,Perugia,Left,20.0,20.0,3.145
42660,PSP,WW,Perugia,Left,20.0,20.0,2.861
42904,2S,EE,Brown,Right,20.0,20.004,2.208
42904,2S,WW,Brown,Right,20.0,20.005,2.128
42904,2S,EE,Brown,Right,20.0,20.013,2.156
42904,2S,WW,Brown,Right,20.0,20.028,2.115
42904,2S,EE,Brown,Right,20.0,20.011,2.142
42904,2S,WW,Brown,Right,20.0,20.007,2.125
42904,2S,EE,Brown,Right,20.0,20.066,2.153
42904,2S,WW,Brown,Right,20.0,20.033,2.129
42904,2S,EE,Brown,Right,20.0,20.01,2.134
42904,2S,WW,Brown,Right,20.0,20.018,2.129
42904,2S,EE,Brown,Right,20.0,20.007,2.295
42904,2S,WW,Brown,Right,20.0,20.015,2.121
42904,2S,EE,Brown,Right,20.0,20.076,2.217
42904,2S,WW,Brown,Right,20.0,20.054,2.141
42904,2S,EE,Brown,Right,20.0,20.059,2.18
42904,2S,WW,Brown,Right,20.0,20.052,2.129
42905,2S,EE,Brown,Right,20.0,20.03,2.234
42905,2S,WW,Brown,Right,20.0,20.052,2.127
42905,2S,EE,Brown,Right,20.0,20.019,2.148
42905,2S,WW,Brown,Right,20.0,20.042,2.133
42905,2S,EE,Brown,Right,20.0,20.083,2.142
42905,2S,WW,Brown,Right,20.0,20.058,2.15
42905,2S,EE,Brown,Right,20.0,20.077,2.142
42905,2S,WW,Brown,Right,20.0,20.044,2.126
42905,2S,EE,Brown,Right,20.0,20.009,2.136
42905,2S,WW,Brown,Right,20.0,20.029,2.142
42905,2S,EE,Brown,Right,20.0,20.009,2.127
42905,2S,WW,Brown,Right,20.0,20.024,2.118
42905,2S,EE,Brown,Right,20.0,20.066,2.135
42905,2S,WW,Brown,Right,20.0,20.048,2.133
42905,2S,EE,Brown,Right,20.0,20.068,2.122
42905,2S,WW,Brown,Right,20.0,20.056,2.129
42906,2S,EE,Demokritos,Left,18.0,18.0,2.856
42906,2S,WW,Demokritos,Left,18.9,18.9,2.807
42906,2S,EE,Demokritos,Left,19.9,19.9,2.804
42906,2S,WW,Demokritos,Left,21.3,21.3,2.806
42906,2S,EE,Demokritos,Left,20.3,20.3,2.801
42906,2S,WW,Demokritos,Left,21.1,21.1,2.816
42906,2S,EE,Demokritos,Left,21.6,21.6,2.821
