batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,RHO_KOHMCM
36803,2S,EE,HEPHY,Left,,,3.417
36803,2S,WW,HEPHY,Left,,,3.579
36803,2S,WW,HEPHY,Left,,,3.579
36803,2S,EE,HEPHY,Left,,,3.664
36803,2S,EE,HEPHY,Left,,,3.664
36803,2S,EE,HEPHY,Left,,,3.664
36803,2S,WW,HEPHY,Left,,,3.517
36803,2S,WW,HEPHY,Left,,,3.517
36803,2S,EE,HEPHY,Left,,,3.386
36803,2S,EE,HEPHY,Left,,,3.386
36803,2S,WW,HEPHY,Left,,,3.541
36803,2S,WW,HEPHY,Left,,,3.541
36803,2S,WW,HEPHY,Left,,,3.541
36803,2S,EE,HEPHY,Left,,,3.67
36803,2S,WW,HEPHY,Left,,,3.478
36803,2S,WW,HEPHY,Left,,,3.478
36803,2S,EE,HEPHY,Left,,,3.472
36803,2S,EE,HEPHY,Left,,,3.472
36803,2S,WW,HEPHY,Left,,,3.587
36803,2S,WW,HEPHY,Left,,,3.587
36803,2S,WW,HEPHY,Left,,,3.587
36803,2S,EE,HEPHY,Left,,,3.985
36803,2S,WW,HEPHY,Left,,,3.432
36803,2S,WW,HEPHY,Left,,,3.432
36803,2S,EE,HEPHY,Left,,,3.744
36803,2S,EE,HEPHY,Left,,,3.744
36803,2S,WW,HEPHY,Left,,,3.684
36803,2S,WW,HEPHY,Left,,,3.684
36803,2S,EE,HEPHY,Left,,,4.183
36803,2S,EE,HEPHY,Left,,,4.183
36803,2S,WW,HEPHY,Left,,,3.517
36803,2S,WW,HEPHY,Left,,,3.517
37079,2S,EE,HEPHY,Left,,,3.459
37079,2S,WW,HEPHY,Left,,,3.523
37079,2S,EE,HEPHY,Left,,,3.421
37079,2S,WW,HEPHY,Left,,,3.526
37079,2S,EE,HEPHY,Left,,,3.737
37079,2S,WW,HEPHY,Left,,,3.422
37079,2S,EE,HEPHY,Left,,,3.695
37079,2S,WW,HEPHY,Left,,,3.418
37079,2S,EE,HEPHY,Left,,,3.51
37079,2S,WW,HEPHY,Left,,,3.597
37079,2S,EE,HEPHY,Left,,,3.667
37079,2S,WW,HEPHY,Left,,,3.484
37079,2S,EE,HEPHY,Left,,,3.463
37079,2S,WW,HEPHY,Left,,,3.562
37079,2S,EE,HEPHY,Left,,,3.597
37079,2S,WW,HEPHY,Left,,,3.415
37081,2S,EE,HEPHY,Left,,,3.361
37081,2S,WW,HEPHY,Left,,,3.167
37081,2S,EE,HEPHY,Left,,,3.231
37081,2S,WW,HEPHY,Left,,,3.158
37081,2S,EE,HEPHY,Left,,,3.577
37081,2S,WW,HEPHY,Left,,,3.273
37081,2S,EE,HEPHY,Left,,,3.039
37081,2S,WW,HEPHY,Left,,,3.206
37081,2S,EE,HEPHY,Left,,,3.407
37081,2S,WW,HEPHY,Left,,,3.256
37081,2S,EE,HEPHY,Left,,,3.506
37081,2S,WW,HEPHY,Left,,,3.056
37081,2S,EE,HEPHY,Left,,,3.154
37081,2S,WW,HEPHY,Left,,,3.275
37081,2S,EE,HEPHY,Left,,,3.44
37081,2S,WW,HEPHY,Left,,,3.354
37081,2S,EE,HEPHY,Left,,,3.293
37081,2S,WW,HEPHY,Left,,,3.365
37081,2S,EE,HEPHY,Left,,,3.482
37081,2S,WW,HEPHY,Left,,,3.432
37083,2S,EE,Perugia,Left,20.0,20.0,3.116
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,WW,Perugia,Left,20.0,20.0,2.901
37083,2S,WW,Perugia,Left,20.0,20.0,2.898
37083,2S,WW,Perugia,Left,20.0,20.0,2.898
37083,2S,EE,Perugia,Left,20.0,20.0,3.143
37083,2S,EE,Perugia,Left,20.0,20.0,3.148
37083,2S,EE,Perugia,Left,20.0,20.0,3.148
37083,2S,WW,Perugia,Left,20.0,20.0,3.159
37083,2S,WW,Perugia,Left,20.0,20.0,3.16
37083,2S,WW,Perugia,Left,20.0,20.0,3.16
37083,2S,EE,Perugia,Left,20.0,20.0,3.131
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,WW,Perugia,Left,20.0,20.0,3.093
37083,2S,WW,Perugia,Left,20.0,20.0,3.09
37083,2S,WW,Perugia,Left,20.0,20.0,3.09
37083,2S,EE,Perugia,Left,20.0,20.0,3.118
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,WW,Perugia,Left,20.0,20.0,3.174
37083,2S,WW,Perugia,Left,20.0,20.0,3.172
37083,2S,WW,Perugia,Left,20.0,20.0,3.172
37083,2S,EE,Perugia,Left,20.0,20.0,3.144
37083,2S,EE,Perugia,Left,20.0,20.0,3.148
37083,2S,EE,Perugia,Left,20.0,20.0,3.148
37083,2S,WW,Perugia,Left,20.0,20.0,3.201
37083,2S,WW,Perugia,Left,20.0,20.0,3.196
37083,2S,WW,Perugia,Left,20.0,20.0,3.196
37083,2S,EE,Perugia,Left,20.0,20.0,3.132
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,WW,Perugia,Left,20.0,20.0,3.177
37083,2S,WW,Perugia,Left,20.0,20.0,3.172
37083,2S,WW,Perugia,Left,20.0,20.0,3.172
37083,2S,EE,Perugia,Left,20.0,20.0,3.116
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,EE,Perugia,Left,20.0,20.0,3.113
37083,2S,WW,Perugia,Left,20.0,20.0,3.125
37083,2S,WW,Perugia,Left,20.0,20.0,3.124
37083,2S,WW,Perugia,Left,20.0,20.0,3.124
37083,2S,EE,Perugia,Left,20.0,20.0,3.133
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,EE,Perugia,Left,20.0,20.0,3.136
37083,2S,WW,Perugia,Left,20.0,20.0,3.133
37083,2S,WW,Perugia,Left,20.0,20.0,3.136
37083,2S,WW,Perugia,Left,20.0,20.0,3.136
37083,2S,EE,Perugia,Left,20.0,20.0,3.097
37083,2S,EE,Perugia,Left,20.0,20.0,3.101
37083,2S,EE,Perugia,Left,20.0,20.0,3.101
37083,2S,WW,Perugia,Left,20.0,20.0,3.137
37083,2S,WW,Perugia,Left,20.0,20.0,3.136
37083,2S,WW,Perugia,Left,20.0,20.0,3.136
37084,2S,EE,Perugia,Left,20.0,20.0,3.124
37084,2S,EE,Perugia,Left,20.0,20.0,3.124
37084,2S,EE,Perugia,Left,20.0,20.0,3.124
37084,2S,WW,Perugia,Left,20.0,20.0,2.871
37084,2S,WW,Perugia,Left,20.0,20.0,2.869
37084,2S,WW,Perugia,Left,20.0,20.0,2.869
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,WW,Perugia,Left,20.0,20.0,2.733
37084,2S,WW,Perugia,Left,20.0,20.0,2.729
37084,2S,WW,Perugia,Left,20.0,20.0,2.729
37084,2S,EE,Perugia,Left,20.0,20.0,3.147
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,WW,Perugia,Left,20.0,20.0,2.761
37084,2S,WW,Perugia,Left,20.0,20.0,2.761
37084,2S,WW,Perugia,Left,20.0,20.0,2.765
37084,2S,WW,Perugia,Left,20.0,20.0,2.765
37084,2S,WW,Perugia,Left,20.0,20.0,2.765
37084,2S,WW,Perugia,Left,20.0,20.0,2.765
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,WW,Perugia,Left,20.0,20.0,3.294
37084,2S,WW,Perugia,Left,20.0,20.0,3.296
37084,2S,WW,Perugia,Left,20.0,20.0,3.296
37084,2S,EE,Perugia,Left,20.0,20.0,3.133
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,WW,Perugia,Left,20.0,20.0,3.3
37084,2S,WW,Perugia,Left,20.0,20.0,3.296
37084,2S,WW,Perugia,Left,20.0,20.0,3.296
37084,2S,EE,Perugia,Left,20.0,20.0,3.106
37084,2S,EE,Perugia,Left,20.0,20.0,3.101
37084,2S,EE,Perugia,Left,20.0,20.0,3.101
37084,2S,WW,Perugia,Left,20.0,20.0,3.226
37084,2S,WW,Perugia,Left,20.0,20.0,3.22
37084,2S,WW,Perugia,Left,20.0,20.0,3.22
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.148
37084,2S,WW,Perugia,Left,20.0,20.0,3.211
37084,2S,WW,Perugia,Left,20.0,20.0,3.208
37084,2S,WW,Perugia,Left,20.0,20.0,3.208
37084,2S,EE,Perugia,Left,20.0,20.0,3.11
37084,2S,EE,Perugia,Left,20.0,20.0,3.113
37084,2S,EE,Perugia,Left,20.0,20.0,3.113
37084,2S,WW,Perugia,Left,20.0,20.0,3.142
37084,2S,WW,Perugia,Left,20.0,20.0,3.148
37084,2S,WW,Perugia,Left,20.0,20.0,3.148
37084,2S,EE,Perugia,Left,20.0,20.0,3.134
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,EE,Perugia,Left,20.0,20.0,3.136
37084,2S,WW,Perugia,Left,20.0,20.0,3.181
37084,2S,WW,Perugia,Left,20.0,20.0,3.184
37084,2S,WW,Perugia,Left,20.0,20.0,3.184
37085,2S,EE,Perugia,Left,20.0,20.0,3.177
37085,2S,EE,Perugia,Left,20.0,20.0,3.177
37085,2S,EE,Perugia,Left,20.0,20.0,3.172
37085,2S,EE,Perugia,Left,20.0,20.0,3.172
37085,2S,WW,Perugia,Left,20.0,20.0,2.986
37085,2S,WW,Perugia,Left,20.0,20.0,2.986
37085,2S,WW,Perugia,Left,20.0,20.0,2.98
37085,2S,WW,Perugia,Left,20.0,20.0,2.98
37085,2S,EE,Perugia,Left,20.0,20.0,3.147
37085,2S,EE,Perugia,Left,20.0,20.0,3.147
37085,2S,EE,Perugia,Left,20.0,20.0,3.148
37085,2S,EE,Perugia,Left,20.0,20.0,3.148
37085,2S,WW,Perugia,Left,20.0,20.0,3.097
37085,2S,WW,Perugia,Left,20.0,20.0,3.097
37085,2S,WW,Perugia,Left,20.0,20.0,3.101
37085,2S,WW,Perugia,Left,20.0,20.0,3.101
37085,2S,EE,Perugia,Left,20.0,20.0,3.124
37085,2S,EE,Perugia,Left,20.0,20.0,3.124
37085,2S,EE,Perugia,Left,20.0,20.0,3.124
37085,2S,WW,Perugia,Left,20.0,20.0,3.157
37085,2S,WW,Perugia,Left,20.0,20.0,3.157
37085,2S,WW,Perugia,Left,20.0,20.0,3.16
37085,2S,WW,Perugia,Left,20.0,20.0,3.16
37085,2S,EE,Perugia,Left,20.0,20.0,3.131
37085,2S,EE,Perugia,Left,20.0,20.0,3.131
37085,2S,EE,Perugia,Left,20.0,20.0,3.136
37085,2S,EE,Perugia,Left,20.0,20.0,3.136
37085,2S,WW,Perugia,Left,20.0,20.0,3.188
37085,2S,WW,Perugia,Left,20.0,20.0,3.188
37085,2S,WW,Perugia,Left,20.0,20.0,3.184
37085,2S,WW,Perugia,Left,20.0,20.0,3.184
37085,2S,EE,Perugia,Left,20.0,20.0,3.127
37085,2S,EE,Perugia,Left,20.0,20.0,3.127
37085,2S,EE,Perugia,Left,20.0,20.0,3.124
37085,2S,EE,Perugia,Left,20.0,20.0,3.124
37085,2S,WW,Perugia,Left,20.0,20.0,3.155
37085,2S,WW,Perugia,Left,20.0,20.0,3.155
37085,2S,WW,Perugia,Left,20.0,20.0,3.16
37085,2S,WW,Perugia,Left,20.0,20.0,3.16
37085,2S,EE,Perugia,Left,20.0,20.0,3.154
37085,2S,EE,Perugia,Left,20.0,20.0,3.154
37085,2S,EE,Perugia,Left,20.0,20.0,3.16
37085,2S,EE,Perugia,Left,20.0,20.0,3.16
37085,2S,WW,Perugia,Left,20.0,20.0,3.141
37085,2S,WW,Perugia,Left,20.0,20.0,3.141
37085,2S,WW,Perugia,Left,20.0,20.0,3.136
37085,2S,WW,Perugia,Left,20.0,20.0,3.136
37085,2S,EE,Perugia,Left,20.0,20.0,3.14
37085,2S,EE,Perugia,Left,20.0,20.0,3.14
37085,2S,EE,Perugia,Left,20.0,20.0,3.136
37085,2S,EE,Perugia,Left,20.0,20.0,3.136
37085,2S,WW,Perugia,Left,20.0,20.0,3.122
37085,2S,WW,Perugia,Left,20.0,20.0,3.122
37085,2S,WW,Perugia,Left,20.0,20.0,3.124
37085,2S,WW,Perugia,Left,20.0,20.0,3.124
37085,2S,EE,Perugia,Left,20.0,20.0,3.105
37085,2S,EE,Perugia,Left,20.0,20.0,3.105
37085,2S,EE,Perugia,Left,20.0,20.0,3.101
37085,2S,EE,Perugia,Left,20.0,20.0,3.101
37085,2S,WW,Perugia,Left,20.0,20.0,3.133
37085,2S,WW,Perugia,Left,20.0,20.0,3.133
37085,2S,WW,Perugia,Left,20.0,20.0,3.136
37085,2S,WW,Perugia,Left,20.0,20.0,3.136
37085,2S,EE,Perugia,Left,20.0,20.0,3.084
37085,2S,EE,Perugia,Left,20.0,20.0,3.084
37085,2S,EE,Perugia,Left,20.0,20.0,3.079
37085,2S,EE,Perugia,Left,20.0,20.0,3.079
37085,2S,WW,Perugia,Left,20.0,20.0,3.039
37085,2S,WW,Perugia,Left,20.0,20.0,3.039
37085,2S,WW,Perugia,Left,20.0,20.0,3.034
37085,2S,WW,Perugia,Left,20.0,20.0,3.034
37086,2S,EE,Perugia,Left,20.0,20.0,3.187
37086,2S,EE,Perugia,Left,20.0,20.0,3.187
37086,2S,EE,Perugia,Left,20.0,20.0,3.187
37086,2S,EE,Perugia,Left,20.0,20.0,3.187
37086,2S,EE,Perugia,Left,20.0,20.0,3.184
37086,2S,EE,Perugia,Left,20.0,20.0,3.184
37086,2S,WW,Perugia,Left,20.0,20.0,3.192
37086,2S,WW,Perugia,Left,20.0,20.0,3.192
37086,2S,WW,Perugia,Left,20.0,20.0,3.192
37086,2S,WW,Perugia,Left,20.0,20.0,3.192
37086,2S,WW,Perugia,Left,20.0,20.0,3.196
37086,2S,WW,Perugia,Left,20.0,20.0,3.196
37086,2S,EE,Perugia,Left,20.0,20.0,3.168
37086,2S,EE,Perugia,Left,20.0,20.0,3.168
37086,2S,EE,Perugia,Left,20.0,20.0,3.168
37086,2S,EE,Perugia,Left,20.0,20.0,3.168
37086,2S,EE,Perugia,Left,20.0,20.0,3.172
37086,2S,EE,Perugia,Left,20.0,20.0,3.172
37086,2S,WW,Perugia,Left,20.0,20.0,3.188
37086,2S,WW,Perugia,Left,20.0,20.0,3.188
37086,2S,WW,Perugia,Left,20.0,20.0,3.188
37086,2S,WW,Perugia,Left,20.0,20.0,3.188
37086,2S,WW,Perugia,Left,20.0,20.0,3.184
37086,2S,WW,Perugia,Left,20.0,20.0,3.184
37086,2S,EE,Perugia,Left,20.0,20.0,3.125
37086,2S,EE,Perugia,Left,20.0,20.0,3.125
37086,2S,EE,Perugia,Left,20.0,20.0,3.125
37086,2S,EE,Perugia,Left,20.0,20.0,3.125
37086,2S,EE,Perugia,Left,20.0,20.0,3.124
37086,2S,EE,Perugia,Left,20.0,20.0,3.124
37086,2S,WW,Perugia,Left,20.0,20.0,3.137
37086,2S,WW,Perugia,Left,20.0,20.0,3.137
37086,2S,WW,Perugia,Left,20.0,20.0,3.137
37086,2S,WW,Perugia,Left,20.0,20.0,3.137
37086,2S,WW,Perugia,Left,20.0,20.0,3.136
37086,2S,WW,Perugia,Left,20.0,20.0,3.136
37086,2S,EE,Perugia,Left,20.0,20.0,3.409
37086,2S,EE,Perugia,Left,20.0,20.0,3.409
37086,2S,EE,Perugia,Left,20.0,20.0,3.409
37086,2S,EE,Perugia,Left,20.0,20.0,3.409
37086,2S,EE,Perugia,Left,20.0,20.0,3.403
37086,2S,EE,Perugia,Left,20.0,20.0,3.403
37086,2S,WW,Perugia,Left,20.0,20.0,3.37
37086,2S,WW,Perugia,Left,20.0,20.0,3.37
37086,2S,WW,Perugia,Left,20.0,20.0,3.37
37086,2S,WW,Perugia,Left,20.0,20.0,3.37
37086,2S,WW,Perugia,Left,20.0,20.0,3.375
37086,2S,WW,Perugia,Left,20.0,20.0,3.375
37086,2S,EE,Perugia,Left,20.0,20.0,3.306
37086,2S,EE,Perugia,Left,20.0,20.0,3.306
37086,2S,EE,Perugia,Left,20.0,20.0,3.306
37086,2S,EE,Perugia,Left,20.0,20.0,3.306
37086,2S,EE,Perugia,Left,20.0,20.0,3.309
37086,2S,EE,Perugia,Left,20.0,20.0,3.309
37086,2S,WW,Perugia,Left,20.0,20.0,3.312
37086,2S,WW,Perugia,Left,20.0,20.0,3.312
37086,2S,WW,Perugia,Left,20.0,20.0,3.312
37086,2S,WW,Perugia,Left,20.0,20.0,3.312
37086,2S,WW,Perugia,Left,20.0,20.0,3.309
37086,2S,WW,Perugia,Left,20.0,20.0,3.309
37086,2S,EE,Perugia,Left,20.0,20.0,3.348
37086,2S,EE,Perugia,Left,20.0,20.0,3.348
37086,2S,EE,Perugia,Left,20.0,20.0,3.348
37086,2S,EE,Perugia,Left,20.0,20.0,3.348
37086,2S,EE,Perugia,Left,20.0,20.0,3.349
37086,2S,EE,Perugia,Left,20.0,20.0,3.349
37086,2S,WW,Perugia,Left,20.0,20.0,3.36
37086,2S,WW,Perugia,Left,20.0,20.0,3.36
37086,2S,WW,Perugia,Left,20.0,20.0,3.36
37086,2S,WW,Perugia,Left,20.0,20.0,3.36
37086,2S,WW,Perugia,Left,20.0,20.0,3.362
37086,2S,WW,Perugia,Left,20.0,20.0,3.362
37086,2S,EE,Perugia,Left,20.0,20.0,3.39
37086,2S,EE,Perugia,Left,20.0,20.0,3.39
37086,2S,EE,Perugia,Left,20.0,20.0,3.39
37086,2S,EE,Perugia,Left,20.0,20.0,3.39
37086,2S,EE,Perugia,Left,20.0,20.0,3.389
37086,2S,EE,Perugia,Left,20.0,20.0,3.389
37086,2S,WW,Perugia,Left,20.0,20.0,3.396
37086,2S,WW,Perugia,Left,20.0,20.0,3.396
37086,2S,WW,Perugia,Left,20.0,20.0,3.396
37086,2S,WW,Perugia,Left,20.0,20.0,3.396
37086,2S,WW,Perugia,Left,20.0,20.0,3.403
37086,2S,WW,Perugia,Left,20.0,20.0,3.403
37086,2S,EE,Perugia,Left,20.0,20.0,3.32
37086,2S,EE,Perugia,Left,20.0,20.0,3.32
37086,2S,EE,Perugia,Left,20.0,20.0,3.32
37086,2S,EE,Perugia,Left,20.0,20.0,3.32
37086,2S,EE,Perugia,Left,20.0,20.0,3.322
37086,2S,EE,Perugia,Left,20.0,20.0,3.322
37086,2S,WW,Perugia,Left,20.0,20.0,3.353
37086,2S,WW,Perugia,Left,20.0,20.0,3.353
37086,2S,WW,Perugia,Left,20.0,20.0,3.353
37086,2S,WW,Perugia,Left,20.0,20.0,3.353
37086,2S,WW,Perugia,Left,20.0,20.0,3.349
37086,2S,WW,Perugia,Left,20.0,20.0,3.349
37398,PSS,EE,Brown,Right,20.0,20.049,3.484
37398,PSS,WW,Brown,Right,20.0,20.075,3.153
37398,PSS,EE,Brown,Right,20.0,20.026,3.63
37398,PSS,WW,Brown,Right,20.0,20.042,3.291
37398,PSS,EE,Brown,Right,20.0,20.085,3.471
37398,PSS,WW,Brown,Right,20.0,20.081,3.169
37398,PSS,EE,Brown,Right,20.0,20.054,3.42
37398,PSS,WW,Brown,Right,20.0,20.056,3.037
37398,PSS,EE,Brown,Right,20.0,20.048,3.326
37398,PSS,WW,Brown,Right,20.0,20.055,3.198
37398,PSS,EE,Brown,Right,20.0,20.059,3.414
37398,PSS,WW,Brown,Right,20.0,20.191,4.008
37398,PSS,EE,Brown,Right,20.0,20.089,3.787
37398,PSS,WW,Brown,Right,20.0,20.081,3.54
37398,PSS,WW,Brown,Right,20.0,20.092,3.274
37399,PSS,EE,Brown,Right,20.0,20.053,3.567
37399,PSS,EE,Brown,Right,20.0,20.131,3.747
37399,PSS,WW,Brown,Right,20.0,20.067,3.662
37399,PSS,EE,Brown,Left,20.0,20.035,3.501
37399,PSS,WW,Brown,Left,20.0,20.014,4.744
37399,PSS,EE,Brown,Right,20.0,20.087,3.311
37399,PSS,EE,Brown,Right,20.0,20.054,3.367
37399,PSS,EE,Brown,Right,20.0,20.072,5.284
37400,2S,EE,Demokritos,Left,22.3,22.3,3.741
37400,2S,EE,Demokritos,Left,22.3,22.3,3.741
37400,2S,WW,Demokritos,Left,22.5,22.5,3.79
37400,2S,WW,Demokritos,Left,22.5,22.5,3.79
37400,2S,EE,Demokritos,Left,21.6,21.6,3.808
37400,2S,EE,Demokritos,Left,21.6,21.6,3.808
37400,2S,EE,Demokritos,Left,21.6,21.6,3.808
37400,2S,EE,Demokritos,Left,21.6,21.6,3.808
37400,2S,WW,Demokritos,Left,21.5,21.5,3.713
37400,2S,WW,Demokritos,Left,21.5,21.5,3.713
37400,2S,WW,Demokritos,Left,21.5,21.5,3.713
37400,2S,EE,Demokritos,Left,22.7,22.7,3.819
37400,2S,EE,Demokritos,Left,22.7,22.7,3.819
37400,2S,WW,Demokritos,Left,21.2,21.2,3.874
37400,2S,WW,Demokritos,Left,21.2,21.2,3.874
37400,2S,EE,Demokritos,Left,22.4,22.4,3.749
37400,2S,EE,Demokritos,Left,22.4,22.4,3.749
37400,2S,EE,Demokritos,Left,22.4,22.4,3.749
37400,2S,WW,Demokritos,Left,22.6,22.6,3.718
37400,2S,WW,Demokritos,Left,22.6,22.6,3.718
37400,2S,WW,Demokritos,Left,22.6,22.6,3.718
37400,2S,EE,Demokritos,Left,22.7,22.7,4.234
37400,2S,EE,Demokritos,Left,22.7,22.7,4.234
37400,2S,WW,Demokritos,Left,22.8,22.8,3.947
37400,2S,WW,Demokritos,Left,22.8,22.8,3.947
37400,2S,EE,Demokritos,Left,21.3,21.3,3.934
37400,2S,EE,Demokritos,Left,21.3,21.3,3.934
37400,2S,WW,Demokritos,Left,21.1,21.1,3.936
37400,2S,WW,Demokritos,Left,21.1,21.1,3.936
37400,2S,EE,Demokritos,Left,22.7,22.7,3.833
37400,2S,EE,Demokritos,Left,22.7,22.7,3.833
37400,2S,EE,Demokritos,Left,22.7,22.7,3.833
37400,2S,WW,Demokritos,Left,21.2,21.2,3.698
37400,2S,WW,Demokritos,Left,21.2,21.2,3.698
37400,2S,WW,Demokritos,Left,21.2,21.2,3.698
37401,2S,EE,Demokritos,Left,21.1,21.1,4.018
37401,2S,WW,Demokritos,Left,20.8,20.8,4.501
37401,2S,EE,Demokritos,Left,20.7,20.7,4.012
37401,2S,WW,Demokritos,Left,20.1,20.1,4.596
37401,2S,EE,Demokritos,Left,20.6,20.6,3.902
37401,2S,WW,Demokritos,Left,21.0,21.0,4.346
37401,2S,EE,Demokritos,Left,20.3,20.3,3.858
37401,2S,WW,Demokritos,Left,22.3,22.3,4.622
37401,2S,EE,Demokritos,Left,21.5,21.5,3.861
37401,2S,WW,Demokritos,Left,21.8,21.8,4.478
37401,2S,EE,Demokritos,Left,22.3,22.3,3.937
37401,2S,WW,Demokritos,Left,22.0,22.0,4.395
37401,2S,EE,Demokritos,Left,22.4,22.4,3.911
37401,2S,WW,Demokritos,Left,21.7,21.7,4.36
37402,2S,EE,Perugia,Left,20.0,20.0,3.178
37402,2S,EE,Perugia,Left,20.0,20.0,3.184
37402,2S,EE,Perugia,Left,20.0,20.0,3.184
37402,2S,WW,Perugia,Left,20.0,20.0,3.215
37402,2S,WW,Perugia,Left,20.0,20.0,3.22
37402,2S,WW,Perugia,Left,20.0,20.0,3.22
37402,2S,EE,Perugia,Left,20.0,20.0,3.262
37402,2S,EE,Perugia,Left,20.0,20.0,3.262
37402,2S,EE,Perugia,Left,20.0,20.0,3.258
37402,2S,EE,Perugia,Left,20.0,20.0,3.258
37402,2S,EE,Perugia,Left,20.0,20.0,3.258
37402,2S,EE,Perugia,Left,20.0,20.0,3.258
37402,2S,WW,Perugia,Left,20.0,20.0,3.299
37402,2S,WW,Perugia,Left,20.0,20.0,3.296
37402,2S,WW,Perugia,Left,20.0,20.0,3.296
37402,2S,EE,Perugia,Left,20.0,20.0,3.154
37402,2S,EE,Perugia,Left,20.0,20.0,3.16
37402,2S,EE,Perugia,Left,20.0,20.0,3.16
37402,2S,WW,Perugia,Left,20.0,20.0,3.235
37402,2S,WW,Perugia,Left,20.0,20.0,3.233
37402,2S,WW,Perugia,Left,20.0,20.0,3.233
37402,2S,EE,Perugia,Left,20.0,20.0,3.315
37402,2S,EE,Perugia,Left,20.0,20.0,3.315
37402,2S,EE,Perugia,Left,20.0,20.0,3.309
37402,2S,EE,Perugia,Left,20.0,20.0,3.309
37402,2S,EE,Perugia,Left,20.0,20.0,3.309
37402,2S,EE,Perugia,Left,20.0,20.0,3.309
37402,2S,WW,Perugia,Left,20.0,20.0,3.196
37402,2S,WW,Perugia,Left,20.0,20.0,3.196
37402,2S,WW,Perugia,Left,20.0,20.0,3.196
37402,2S,EE,Perugia,Left,20.0,20.0,3.217
37402,2S,EE,Perugia,Left,20.0,20.0,3.22
37402,2S,EE,Perugia,Left,20.0,20.0,3.22
37402,2S,WW,Perugia,Left,20.0,20.0,3.419
37402,2S,WW,Perugia,Left,20.0,20.0,3.417
37402,2S,WW,Perugia,Left,20.0,20.0,3.417
37402,2S,EE,Perugia,Left,20.0,20.0,3.434
37402,2S,EE,Perugia,Left,20.0,20.0,3.434
37402,2S,EE,Perugia,Left,20.0,20.0,3.434
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.431
37402,2S,WW,Perugia,Left,20.0,20.0,3.405
37402,2S,WW,Perugia,Left,20.0,20.0,3.405
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,EE,Perugia,Left,20.0,20.0,3.413
37402,2S,EE,Perugia,Left,20.0,20.0,3.417
37402,2S,EE,Perugia,Left,20.0,20.0,3.417
37402,2S,WW,Perugia,Left,20.0,20.0,3.434
37402,2S,WW,Perugia,Left,20.0,20.0,3.431
37402,2S,WW,Perugia,Left,20.0,20.0,3.431
37402,2S,EE,Perugia,Left,20.0,20.0,3.364
37402,2S,EE,Perugia,Left,20.0,20.0,3.362
37402,2S,EE,Perugia,Left,20.0,20.0,3.362
37402,2S,WW,Perugia,Left,20.0,20.0,3.41
37402,2S,WW,Perugia,Left,20.0,20.0,3.41
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,WW,Perugia,Left,20.0,20.0,3.403
37402,2S,EE,Perugia,Left,20.0,20.0,3.683
37402,2S,EE,Perugia,Left,20.0,20.0,3.683
37402,2S,EE,Perugia,Left,20.0,20.0,3.686
37402,2S,EE,Perugia,Left,20.0,20.0,3.686
37402,2S,EE,Perugia,Left,20.0,20.0,3.686
37402,2S,EE,Perugia,Left,20.0,20.0,3.686
