batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VI600_NAMPRMM3
37088,2S,WW,Brown,Right,20.0,20.06,0.291
37088,2S,EE,Brown,Right,20.0,20.043,0.297
37088,2S,WW,Brown,Right,20.0,20.044,0.295
37088,2S,EE,Brown,Right,20.0,20.058,0.31
37088,2S,WW,Brown,Right,20.0,20.075,0.246
37088,2S,EE,Brown,Right,20.0,20.054,0.298
37088,2S,WW,Brown,Right,20.0,20.068,0.27
37088,2S,EE,Brown,Right,20.0,20.041,0.334
37088,2S,WW,Brown,Right,20.0,20.084,0.23
37088,2S,EE,Brown,Right,20.0,20.079,0.282
37088,2S,WW,Brown,Right,20.0,20.066,0.283
37088,2S,EE,Brown,Right,20.0,20.102,0.342
37088,2S,WW,Brown,Right,20.0,20.086,0.264
37088,2S,WW,Brown,Right,20.0,20.097,0.289
37398,PSS,EE,Brown,Right,20.0,20.056,0.222
37398,PSS,WW,Brown,Right,20.0,20.067,0.255
37398,PSS,EE,Brown,Right,20.0,20.022,0.22
37398,PSS,WW,Brown,Right,20.0,20.035,0.283
37398,PSS,EE,Brown,Right,20.0,20.079,0.234
37398,PSS,WW,Brown,Right,20.0,20.079,0.235
37398,PSS,EE,Brown,Right,20.0,20.054,0.232
37398,PSS,WW,Brown,Right,20.0,20.073,0.311
37398,PSS,EE,Brown,Right,20.0,20.057,0.212
37398,PSS,WW,Brown,Right,20.0,20.052,0.278
37398,PSS,EE,Brown,Right,20.0,20.041,0.221
37398,PSS,WW,Brown,Right,20.0,20.073,0.175
37398,PSS,EE,Brown,Right,20.0,20.072,0.229
37398,PSS,WW,Brown,Right,20.0,20.061,0.321
37398,PSS,EE,Brown,Right,20.0,20.092,0.128
37398,PSS,WW,Brown,Right,20.0,20.082,0.244
37399,PSS,EE,Brown,Right,20.0,20.068,0.228
37399,PSS,WW,Brown,Left,20.0,20.047,0.417
37399,PSS,EE,Brown,Left,20.0,20.074,0.264
37399,PSS,WW,Brown,Right,20.0,20.044,0.187
37399,PSS,EE,Brown,Left,20.0,20.077,0.248
37399,PSS,WW,Brown,Left,20.0,20.117,0.211
37399,PSS,EE,Brown,Left,20.0,20.056,0.146
37399,PSS,WW,Brown,Right,20.0,20.06,0.136
37399,PSS,EE,Brown,Right,20.0,20.044,0.241
37399,PSS,WW,Brown,Right,20.0,20.05,0.213
37399,PSS,EE,Brown,Right,20.0,20.031,0.18
37399,PSS,EE,Brown,Right,20.0,20.057,0.254
37399,PSS,WW,Brown,Right,20.0,20.089,0.234
37399,PSS,EE,Brown,Right,20.0,20.057,0.248
37399,PSS,WW,Brown,Right,20.0,20.064,0.238
37400,2S,EE,Demokritos,Left,22.3,22.3,0.173
37400,2S,WW,Demokritos,Left,22.5,22.5,0.193
37400,2S,EE,Demokritos,Left,21.6,21.6,0.19
37400,2S,WW,Demokritos,Left,21.5,21.5,0.178
37400,2S,EE,Demokritos,Left,22.7,22.7,0.183
37400,2S,WW,Demokritos,Left,22.6,22.6,0.168
37400,2S,EE,Demokritos,Left,22.4,22.4,0.186
37400,2S,WW,Demokritos,Left,22.6,22.6,0.168
37400,2S,EE,Demokritos,Left,22.8,22.8,0.185
37400,2S,WW,Demokritos,Left,22.8,22.8,0.195
37400,2S,EE,Demokritos,Left,21.3,21.3,0.182
37400,2S,WW,Demokritos,Left,21.2,21.2,0.183
37400,2S,EE,Demokritos,Left,22.7,22.7,0.211
37400,2S,WW,Demokritos,Left,21.2,21.2,0.198
37401,2S,EE,Demokritos,Left,21.0,21.0,0.221
37401,2S,WW,Demokritos,Left,20.8,20.8,0.335
37401,2S,EE,Demokritos,Left,20.8,20.8,0.133
37401,2S,WW,Demokritos,Left,20.2,20.2,0.333
37401,2S,EE,Demokritos,Left,20.6,20.6,0.198
37401,2S,WW,Demokritos,Left,21.0,21.0,0.324
37401,2S,EE,Demokritos,Left,20.3,20.3,0.162
37401,2S,WW,Demokritos,Left,22.3,22.3,0.289
37401,2S,EE,Demokritos,Left,21.4,21.4,0.201
37401,2S,WW,Demokritos,Left,21.8,21.8,0.291
37401,2S,EE,Demokritos,Left,22.3,22.3,0.321
37401,2S,WW,Demokritos,Left,22.0,22.0,0.327
37401,2S,EE,Demokritos,Left,22.4,22.4,0.233
37401,2S,WW,Demokritos,Left,21.8,21.8,0.319
37406,2S,EE,Brown,Right,20.0,20.036,0.211
37406,2S,WW,Brown,Right,20.0,20.035,0.192
37406,2S,EE,Brown,Right,20.0,20.049,0.191
37406,2S,WW,Brown,Right,20.0,20.036,0.198
37406,2S,EE,Brown,Right,20.0,20.054,0.199
37406,2S,WW,Brown,Right,20.0,20.051,0.115
37406,2S,EE,Brown,Right,20.0,20.066,0.263
37406,2S,WW,Brown,Right,20.0,20.059,0.189
37406,2S,EE,Brown,Right,20.0,20.049,0.23
37406,2S,WW,Brown,Right,20.0,20.036,0.221
37406,2S,EE,Brown,Right,20.0,20.055,0.0986323
37406,2S,WW,Brown,Right,20.0,20.054,0.229
37406,2S,EE,Brown,Right,20.0,20.067,0.171
37406,2S,WW,Brown,Right,20.0,20.068,0.218
37406,2S,EE,Brown,Right,20.0,20.07,0.275
37406,2S,WW,Brown,Right,20.0,20.068,0.155
37407,2S,EE,Brown,Right,20.0,20.05,0.203
37407,2S,WW,Brown,Right,20.0,20.04,0.203
37407,2S,EE,Brown,Right,20.0,20.05,0.115
37407,2S,WW,Brown,Right,20.0,20.067,0.176
37407,2S,EE,Brown,Right,20.0,20.074,0.21
37407,2S,WW,Brown,Right,20.0,20.077,0.179
37407,2S,EE,Brown,Right,20.0,20.076,0.0265219
37407,2S,WW,Brown,Right,20.0,19.997,0.16
37407,2S,EE,Brown,Right,20.0,20.09,0.03128996
37407,2S,WW,Brown,Right,20.0,20.053,0.195
37407,2S,EE,Brown,Right,20.0,20.069,0.154
37407,2S,WW,Brown,Right,20.0,20.059,0.195
37407,2S,EE,Brown,Right,20.0,20.12,0.04177938
37407,2S,WW,Brown,Right,20.0,20.07,0.179
37407,2S,EE,Brown,Right,20.0,20.087,0.22
37407,2S,WW,Brown,Right,20.0,20.075,0.199
37408,2S,EE,Demokritos,Left,16.4,16.4,0.314
37408,2S,WW,Demokritos,Left,17.1,17.1,0.296
37408,2S,EE,Demokritos,Left,20.9,20.9,0.263
37408,2S,WW,Demokritos,Left,22.2,22.2,0.347
37408,2S,EE,Demokritos,Left,18.1,18.1,0.283
37408,2S,WW,Demokritos,Left,18.7,18.7,0.213
37408,2S,EE,Demokritos,Left,21.8,21.8,0.205
37408,2S,WW,Demokritos,Left,20.7,20.7,0.244
37408,2S,EE,Demokritos,Left,19.7,19.7,0.214
37408,2S,WW,Demokritos,Left,20.6,20.6,0.323
37408,2S,EE,Demokritos,Left,20.8,20.8,0.244
37408,2S,WW,Demokritos,Left,20.2,20.2,0.351
37408,2S,EE,Demokritos,Left,20.7,20.7,0.23
37408,2S,WW,Demokritos,Left,20.7,20.7,0.359
37897,2S,EE,Demokritos,Left,20.0,20.0,0.104
37895,PSS,EE,Brown,Right,20.0,20.028,0.121
37895,PSS,WW,Brown,Right,20.0,20.055,0.185
37895,PSS,EE,Brown,Right,20.0,20.015,0.129
37895,PSS,WW,Brown,Right,20.0,20.045,0.06271261
37895,PSS,EE,Brown,Right,20.0,20.071,0.131
37895,PSS,WW,Brown,Right,20.0,20.058,0.09759393
37895,PSS,EE,Brown,Right,20.0,20.05,0.13
37895,PSS,WW,Brown,Right,20.0,20.037,0.106
37895,PSS,EE,Brown,Right,20.0,20.048,0.128
37895,PSS,WW,Brown,Right,20.0,20.068,0.06188094
37895,PSS,EE,Brown,Right,20.0,20.034,0.174
37895,PSS,WW,Brown,Right,20.0,20.076,0.07824428
37895,PSS,EE,Brown,Right,20.0,20.088,0.141
37895,PSS,WW,Brown,Right,20.0,20.08,0.07944474
37895,PSS,EE,Brown,Right,20.0,20.093,0.117
37895,PSS,WW,Brown,Right,20.0,20.08,0.08047142
37897,2S,WW,Demokritos,Left,19.0,19.0,0.269
37897,2S,EE,Demokritos,Left,19.1,19.1,0.035
37897,2S,WW,Demokritos,Left,18.7,18.7,0.257
37897,2S,EE,Demokritos,Left,19.2,19.2,0.163
37897,2S,WW,Demokritos,Left,19.5,19.5,0.245
37897,2S,EE,Demokritos,Left,19.5,19.5,0.19
37897,2S,WW,Demokritos,Left,20.7,20.7,0.291
37897,2S,EE,Demokritos,Left,19.6,19.6,0.176
37897,2S,WW,Demokritos,Left,19.7,19.7,0.234
37897,2S,EE,Demokritos,Left,20.0,20.0,0.201
37897,2S,WW,Demokritos,Left,20.3,20.3,0.261
37897,2S,EE,Demokritos,Left,20.8,20.8,0.243
37897,2S,WW,Demokritos,Left,20.8,20.8,0.28
37903,2S,EE,Brown,Right,20.0,20.03,0.138
37903,2S,WW,Brown,Right,20.0,20.008,0.118
37903,2S,EE,Brown,Right,20.0,20.032,0.08871498
37903,2S,WW,Brown,Right,20.0,20.057,0.122
37903,2S,EE,Brown,Right,20.0,20.03,0.153
37903,2S,WW,Brown,Right,20.0,20.05,0.116
37903,2S,EE,Brown,Right,20.0,20.083,0.155
37903,2S,WW,Brown,Right,20.0,20.079,0.103
37903,2S,EE,Brown,Right,20.0,20.036,0.121
37903,2S,WW,Brown,Right,20.0,20.045,0.118
37903,2S,EE,Brown,Right,20.0,20.047,0.123
37903,2S,WW,Brown,Right,20.0,20.052,0.109
37903,2S,EE,Brown,Right,20.0,20.058,0.132
37903,2S,WW,Brown,Right,20.0,20.076,0.121
37903,2S,EE,Brown,Right,20.0,20.081,0.138
37903,2S,WW,Brown,Right,20.0,20.072,0.129
37896,PSS,EE,Brown,Right,20.0,20.062,0.125
37896,PSS,WW,Brown,Right,20.0,20.046,0.124
37896,PSS,EE,Brown,Right,20.0,20.039,0.204
37896,PSS,WW,Brown,Right,20.0,20.054,0.163
37896,PSS,EE,Brown,Right,20.0,20.084,0.145
37896,PSS,WW,Brown,Right,20.0,20.072,0.136
37896,PSS,EE,Brown,Right,20.0,20.076,0.07337103
37896,PSS,WW,Brown,Right,20.0,20.057,0.141
37896,PSS,EE,Brown,Right,20.0,20.028,0.189
37896,PSS,WW,Brown,Right,20.0,20.055,0.135
37896,PSS,EE,Brown,Right,20.0,20.046,0.117
37896,PSS,WW,Brown,Right,20.0,20.066,0.119
37896,PSS,EE,Brown,Right,20.0,20.064,0.14
37896,PSS,WW,Brown,Right,20.0,20.049,0.119
37896,PSS,EE,Brown,Right,20.0,20.096,0.131
37896,PSS,WW,Brown,Right,20.0,20.072,0.113
38212,PSS,EE,Brown,Right,20.0,20.011,0.125
38212,PSS,WW,Brown,Right,20.0,20.005,0.149
38212,PSS,EE,Brown,Right,20.0,20.094,0.132
38212,PSS,WW,Brown,Right,20.0,20.14,0.165
38212,PSS,EE,Brown,Right,20.0,20.07,0.16
38212,PSS,WW,Brown,Right,20.0,20.057,0.152
38212,PSS,EE,Brown,Right,20.0,20.169,0.135
38212,PSS,WW,Brown,Right,20.0,20.158,0.117
38212,PSS,EE,Brown,Right,20.0,20.094,0.106
38212,PSS,WW,Brown,Right,20.0,20.179,0.127
38212,PSS,EE,Brown,Right,20.0,20.148,0.186
38212,PSS,WW,Brown,Right,20.0,20.199,0.125
38212,PSS,EE,Brown,Right,20.0,20.199,0.155
38212,PSS,WW,Brown,Right,20.0,20.203,0.156
38212,PSS,EE,Brown,Right,20.0,20.209,0.164
38212,PSS,WW,Brown,Right,20.0,20.179,0.141
37904,2S,EE,Demokritos,Left,18.8,18.8,0.145
37904,2S,WW,Demokritos,Left,19.0,19.0,0.187
37904,2S,EE,Demokritos,Left,18.0,18.0,0.162
37904,2S,WW,Demokritos,Left,19.8,19.8,0.222
37904,2S,EE,Demokritos,Left,15.2,15.2,0.149
37904,2S,WW,Demokritos,Left,18.5,18.5,0.284
37904,2S,EE,Demokritos,Left,21.1,21.1,0.298
37904,2S,WW,Demokritos,Left,17.7,17.7,0.209
37904,2S,EE,Demokritos,Left,18.0,18.0,0.049
37904,2S,WW,Demokritos,Left,18.1,18.1,0.206
37904,2S,EE,Demokritos,Left,18.2,18.2,0.184
37904,2S,EE,Demokritos,Left,18.2,18.2,0.243
37904,2S,EE,Demokritos,Left,19.0,19.0,0.159
37904,2S,WW,Demokritos,Left,19.4,19.4,0.22
37905,2S,EE,Demokritos,Left,15.1,15.1,0.045
37905,2S,WW,Demokritos,Left,15.4,15.4,0.212
37905,2S,EE,Demokritos,Left,19.7,19.7,0.198
37905,2S,WW,Demokritos,Left,22.5,22.5,0.242
37905,2S,EE,Demokritos,Left,17.5,17.5,0.187
37905,2S,WW,Demokritos,Left,18.6,18.6,0.175
37905,2S,EE,Demokritos,Left,19.9,19.9,0.111
37905,2S,WW,Demokritos,Left,20.7,20.7,0.101
37905,2S,EE,Demokritos,Left,19.4,19.4,0.15
37905,2S,WW,Demokritos,Left,20.0,20.0,0.164
37905,2S,EE,Demokritos,Left,20.7,20.7,0.158
37905,2S,WW,Demokritos,Left,20.8,20.8,0.058
37905,2S,EE,Demokritos,Left,21.2,21.2,0.214
37905,2S,WW,Demokritos,Left,22.1,22.1,0.122
38196,2S,EE,Demokritos,Left,19.5,19.5,0.26
38196,2S,WW,Demokritos,Left,21.5,21.5,0.216
38196,2S,EE,Demokritos,Left,23.4,23.4,0.324
38196,2S,WW,Demokritos,Left,20.9,20.9,0.236
38196,2S,EE,Demokritos,Left,21.6,21.6,0.181
38196,2S,WW,Demokritos,Left,21.9,21.9,0.218
38196,2S,EE,Demokritos,Left,23.0,23.0,0.198
38196,2S,WW,Demokritos,Left,18.5,18.5,0.202
38196,2S,EE,Demokritos,Left,22.3,22.3,0.198
38196,2S,WW,Demokritos,Left,22.7,22.7,0.237
38196,2S,EE,Demokritos,Left,22.2,22.2,0.19
38196,2S,WW,Demokritos,Left,22.6,22.6,0.178
38196,2S,EE,Demokritos,Left,20.8,20.8,0.232
38196,2S,WW,Demokritos,Left,21.7,21.7,0.225
38199,2S,EE,Demokritos,Left,18.9,18.9,0.154
38199,2S,WW,Demokritos,Left,19.9,19.9,0.249
38199,2S,EE,Demokritos,Left,20.4,20.4,0.153
38199,2S,WW,Demokritos,Left,21.0,21.0,0.199
38199,2S,EE,Demokritos,Left,19.9,19.9,0.151
38199,2S,WW,Demokritos,Left,20.9,20.9,0.221
38199,2S,EE,Demokritos,Left,21.4,21.4,0.201
38199,2S,WW,Demokritos,Left,21.6,21.6,0.35
38199,2S,EE,Demokritos,Left,22.2,22.2,0.249
38199,2S,WW,Demokritos,Left,22.5,22.5,0.373
38199,2S,EE,Demokritos,Left,20.6,20.6,0.236
38199,2S,WW,Demokritos,Left,21.4,21.4,0.316
38199,2S,EE,Demokritos,Left,22.2,22.2,0.229
38199,2S,WW,Demokritos,Left,22.1,22.1,0.371
38202,2S,EE,Brown,Right,20.0,20.017,0.159
38202,2S,WW,Brown,Right,20.0,20.021,0.07966932
38202,2S,EE,Brown,Right,20.0,20.019,0.172
38202,2S,WW,Brown,Right,20.0,20.025,0.164
38202,2S,EE,Brown,Right,20.0,20.019,0.19
38202,2S,WW,Brown,Right,20.0,20.02,0.154
38202,2S,EE,Brown,Right,20.0,20.018,0.169
38202,2S,WW,Brown,Right,20.0,20.02,0.186
38202,2S,EE,Brown,Right,20.0,20.011,0.172
38202,2S,WW,Brown,Right,20.0,20.01,0.185
38202,2S,EE,Brown,Right,20.0,20.013,0.211
38202,2S,WW,Brown,Right,20.0,20.009,0.169
38202,2S,EE,Brown,Right,20.0,20.009,0.167
38202,2S,WW,Brown,Right,20.0,20.006,0.224
38202,2S,EE,Brown,Right,20.0,20.009,0.231
38202,2S,WW,Brown,Right,20.0,20.013,0.184
38693,2S,EE,Brown,Right,20.0,20.025,0.125
38693,2S,WW,Brown,Right,20.0,20.018,0.128
38693,2S,EE,Brown,Right,20.0,20.009,0.168
38693,2S,WW,Brown,Right,20.0,20.007,0.133
38693,2S,EE,Brown,Right,20.0,20.013,0.142
38693,2S,WW,Brown,Right,20.0,20.01,0.134
38693,2S,EE,Brown,Right,20.0,20.007,0.184
38693,2S,WW,Brown,Right,20.0,20.008,0.129
38693,2S,EE,Brown,Right,20.0,20.007,0.169
38693,2S,WW,Brown,Right,20.0,20.009,0.11
38693,2S,EE,Brown,Right,20.0,20.013,0.17
38693,2S,WW,Brown,Right,20.0,20.011,0.139
38693,2S,EE,Brown,Right,20.0,20.021,0.214
38693,2S,WW,Brown,Right,20.0,20.011,0.151
38693,2S,EE,Brown,Right,20.0,20.007,0.144
38693,2S,WW,Brown,Right,20.0,20.007,0.171
38694,2S,EE,Brown,Right,20.0,20.01,0.15
38694,2S,WW,Brown,Right,20.0,20.012,0.144
38694,2S,EE,Brown,Right,20.0,20.01,0.173
38694,2S,WW,Brown,Right,20.0,20.013,0.116
38694,2S,EE,Brown,Right,20.0,20.037,0.158
38694,2S,WW,Brown,Right,20.0,20.016,0.114
38694,2S,EE,Brown,Right,20.0,20.025,0.183
38694,2S,WW,Brown,Right,20.0,20.012,0.101
38694,2S,EE,Brown,Right,20.0,20.005,0.123
38694,2S,WW,Brown,Right,20.0,20.011,0.133
38694,2S,EE,Brown,Right,20.0,20.01,0.123
38694,2S,WW,Brown,Right,20.0,20.013,0.103
38694,2S,EE,Brown,Right,20.0,20.022,0.137
38694,2S,WW,Brown,Right,20.0,20.012,0.125
38694,2S,EE,Brown,Right,20.0,20.029,0.0511236
38694,2S,WW,Brown,Right,20.0,20.013,0.121
38713,2S,EE,Brown,Right,20.0,20.012,0.136
38713,2S,WW,Brown,Right,20.0,20.026,0.137
38713,2S,EE,Brown,Right,20.0,20.009,0.143
38713,2S,WW,Brown,Right,20.0,20.013,0.143
38713,2S,EE,Brown,Right,20.0,20.045,0.144
38713,2S,WW,Brown,Right,20.0,20.025,0.127
38713,2S,EE,Brown,Right,20.0,20.031,0.15
38713,2S,WW,Brown,Right,20.0,20.017,0.146
38713,2S,EE,Brown,Right,20.0,20.006,0.164
38713,2S,WW,Brown,Right,20.0,20.014,0.14
38713,2S,EE,Brown,Right,20.0,20.01,0.152
38713,2S,WW,Brown,Right,20.0,20.02,0.126
38713,2S,EE,Brown,Right,20.0,20.023,0.175
38713,2S,WW,Brown,Right,20.0,20.011,0.129
38713,2S,EE,Brown,Right,20.0,20.042,0.195
38713,2S,WW,Brown,Right,20.0,20.015,0.142
38714,2S,EE,Demokritos,Left,22.1,22.1,0.282
38714,2S,WW,Demokritos,Left,22.4,22.4,0.149
38714,2S,EE,Demokritos,Left,22.8,22.8,0.321
38714,2S,WW,Demokritos,Left,21.1,21.1,0.145
38714,2S,EE,Demokritos,Left,20.1,20.1,0.253
38714,2S,WW,Demokritos,Left,21.2,21.2,0.351
38714,2S,EE,Demokritos,Left,21.7,21.7,0.225
38714,2S,WW,Demokritos,Left,21.9,21.9,0.38
38714,2S,EE,Demokritos,Left,21.8,21.8,0.228
38714,2S,WW,Demokritos,Left,22.1,22.1,0.376
38714,2S,EE,Demokritos,Left,22.3,22.3,0.25
38714,2S,WW,Demokritos,Left,22.4,22.4,0.401
38714,2S,EE,Demokritos,Left,22.2,22.2,0.255
38714,2S,WW,Demokritos,Left,22.3,22.3,0.353
38715,2S,EE,Demokritos,Left,21.0,21.0,0.187
38715,2S,WW,Demokritos,Left,20.9,20.9,0.182
38715,2S,EE,Demokritos,Left,22.3,22.3,0.21
38715,2S,WW,Demokritos,Left,21.0,21.0,0.1
38715,2S,EE,Demokritos,Left,20.9,20.9,0.19
38715,2S,WW,Demokritos,Left,20.9,20.9,0.165
38715,2S,EE,Demokritos,Left,21.7,21.7,0.107
38715,2S,WW,Demokritos,Left,21.9,21.9,0.171
38715,2S,EE,Demokritos,Left,21.8,21.8,0.16
38715,2S,WW,Demokritos,Left,21.7,21.7,0.188
38715,2S,EE,Demokritos,Left,21.4,21.4,0.193
38715,2S,WW,Demokritos,Left,21.1,21.1,0.174
38715,2S,EE,Demokritos,Left,22.0,22.0,0.172
38715,2S,WW,Demokritos,Left,22.1,22.1,0.178
38695,2S,EE,Brown,Right,20.0,20.008,0.196
38695,2S,WW,Brown,Right,20.0,20.017,0.109
38695,2S,EE,Brown,Right,20.0,20.007,0.188
38695,2S,WW,Brown,Right,20.0,20.01,0.112
38695,2S,EE,Brown,Right,20.0,20.043,0.195
38695,2S,WW,Brown,Right,20.0,20.028,0.09581114
38695,2S,EE,Brown,Right,20.0,20.019,0.19
38695,2S,WW,Brown,Right,20.0,20.01,0.115
38695,2S,EE,Brown,Right,20.0,20.014,0.196
38695,2S,WW,Brown,Right,20.0,20.039,0.118
38695,2S,EE,Brown,Right,20.0,20.009,0.186
38695,2S,WW,Brown,Right,20.0,20.03,0.13
38695,2S,EE,Brown,Right,20.0,20.062,0.193
38695,2S,WW,Brown,Right,20.0,20.037,0.127
38695,2S,EE,Brown,Right,20.0,20.051,0.174
38695,2S,WW,Brown,Right,20.0,20.031,0.114
38696,2S,EE,Brown,Right,20.0,20.008,0.112
38696,2S,WW,Brown,Right,20.0,20.012,0.132
38696,2S,EE,Brown,Right,20.0,20.01,0.158
38696,2S,WW,Brown,Right,20.0,20.014,0.127
38696,2S,EE,Brown,Right,20.0,20.034,0.158
38696,2S,WW,Brown,Right,20.0,20.014,0.15
38696,2S,EE,Brown,Right,20.0,20.039,0.152
38696,2S,WW,Brown,Right,20.0,20.015,0.11
38696,2S,EE,Brown,Right,20.0,20.008,0.16
38696,2S,WW,Brown,Right,20.0,20.01,0.113
38696,2S,EE,Brown,Right,20.0,20.005,0.156
38696,2S,WW,Brown,Right,20.0,20.01,0.116
38696,2S,EE,Brown,Right,20.0,20.03,0.145
38696,2S,WW,Brown,Right,20.0,20.014,0.121
38696,2S,EE,Brown,Right,20.0,20.025,0.134
38696,2S,WW,Brown,Right,20.0,20.01,0.127
38696,2S,EE,Brown,Right,20.0,20.006,0.107
38696,2S,WW,Brown,Right,20.0,20.006,0.136
38696,2S,EE,Brown,Right,20.0,20.015,0.141
38696,2S,WW,Brown,Right,20.0,20.007,0.117
38869,2S,EE,Demokritos,Left,23.1,23.1,0.216
38869,2S,WW,Demokritos,Left,23.2,23.2,0.233
38869,2S,EE,Demokritos,Left,20.6,20.6,0.243
38869,2S,EE,Demokritos,Left,23.0,23.0,0.2
38869,2S,EE,Demokritos,Left,21.8,21.8,0.249
38869,2S,WW,Demokritos,Left,22.2,22.2,0.37
38869,2S,EE,Demokritos,Left,22.0,22.0,0.24
38869,2S,WW,Demokritos,Left,22.7,22.7,0.195
38869,2S,EE,Demokritos,Left,22.7,22.7,0.249
38869,2S,WW,Demokritos,Left,20.9,20.9,0.226
38869,2S,EE,Demokritos,Left,21.3,21.3,0.2
38869,2S,WW,Demokritos,Left,21.6,21.6,0.207
38869,2S,EE,Demokritos,Left,21.7,21.7,0.203
38869,2S,WW,Demokritos,Left,22.6,22.6,0.211
38870,2S,EE,Demokritos,Left,21.5,21.5,0.163
38870,2S,WW,Demokritos,Left,21.5,21.5,0.196
38870,2S,EE,Demokritos,Left,21.7,21.7,0.212
38870,2S,WW,Demokritos,Left,21.3,21.3,0.31
38870,2S,EE,Demokritos,Left,21.6,21.6,0.187
38870,2S,WW,Demokritos,Left,20.7,20.7,0.324
38870,2S,EE,Demokritos,Left,21.3,21.3,0.169
38870,2S,WW,Demokritos,Left,22.0,22.0,0.307
38870,2S,EE,Demokritos,Left,21.2,21.2,0.164
38870,2S,WW,Demokritos,Left,22.0,22.0,0.332
38870,2S,EE,Demokritos,Left,21.2,21.2,0.261
38870,2S,WW,Demokritos,Left,21.6,21.6,0.306
38870,2S,EE,Demokritos,Left,22.3,22.3,0.185
38870,2S,WW,Demokritos,Left,22.1,22.1,0.296
38872,2S,EE,Demokritos,Left,21.6,21.6,0.175
38872,2S,WW,Demokritos,Left,21.7,21.7,0.193
38872,2S,EE,Demokritos,Left,21.3,21.3,0.185
38872,2S,WW,Demokritos,Left,21.5,21.5,0.202
38873,2S,EE,Brown,Right,20.0,20.004,0.124
38873,2S,WW,Brown,Right,20.0,20.008,0.124
38873,2S,EE,Brown,Right,20.0,20.005,0.162
38873,2S,WW,Brown,Right,20.0,20.005,0.139
38873,2S,EE,Brown,Right,20.0,20.006,0.178
38873,2S,WW,Brown,Right,20.0,20.009,0.158
38873,2S,EE,Brown,Right,20.0,20.031,0.165
38873,2S,WW,Brown,Right,20.0,20.022,0.148
38873,2S,EE,Brown,Right,20.0,20.025,0.204
38873,2S,WW,Brown,Right,20.0,20.011,0.165
38874,2S,EE,Brown,Right,20.0,20.005,0.122
38874,2S,WW,Brown,Right,20.0,20.005,0.135
38874,2S,EE,Brown,Right,20.0,20.006,0.117
38874,2S,WW,Brown,Right,20.0,20.004,0.153
38874,2S,EE,Brown,Right,20.0,20.007,0.12
38874,2S,WW,Brown,Right,20.0,20.005,0.128
38874,2S,EE,Brown,Right,20.0,20.005,0.158
38874,2S,WW,Brown,Right,20.0,20.007,0.146
38874,2S,EE,Brown,Right,20.0,20.004,0.146
38874,2S,WW,Brown,Right,20.0,20.004,0.149
38874,2S,EE,Brown,Right,20.0,20.006,0.135
38874,2S,WW,Brown,Right,20.0,20.005,0.143
38875,2S,EE,Brown,Right,20.0,20.006,0.143
38875,2S,WW,Brown,Right,20.0,20.006,0.159
38875,2S,EE,Brown,Right,20.0,20.009,0.159
38875,2S,WW,Brown,Right,20.0,20.004,0.176
38875,2S,EE,Brown,Right,20.0,20.004,0.155
38875,2S,WW,Brown,Right,20.0,20.006,0.211
38875,2S,EE,Brown,Right,20.0,20.007,0.124
38875,2S,WW,Brown,Right,20.0,20.007,0.153
38875,2S,EE,Brown,Right,20.0,20.005,0.179
38875,2S,WW,Brown,Right,20.0,20.004,0.176
38876,2S,EE,Demokritos,Left,21.9,21.9,0.267
38876,2S,WW,Demokritos,Left,21.9,21.9,0.315
38876,2S,EE,Demokritos,Left,21.8,21.8,0.249
38876,2S,WW,Demokritos,Left,18.6,18.6,0.304
38876,2S,EE,Demokritos,Left,20.3,20.3,0.21
38876,2S,WW,Demokritos,Left,21.4,21.4,0.363
38876,2S,EE,Demokritos,Left,21.7,21.7,0.248
38876,2S,WW,Demokritos,Left,22.3,22.3,0.249
38881,2S,EE,Demokritos,Left,19.6,19.6,0.217
38881,2S,WW,Demokritos,Left,20.0,20.0,0.289
38882,2S,EE,Demokritos,Left,21.6,21.6,0.12
38882,2S,WW,Demokritos,Left,21.7,21.7,0.141
38882,2S,EE,Demokritos,Left,21.2,21.2,0.144
38882,2S,WW,Demokritos,Left,21.0,21.0,0.231
38882,2S,EE,Demokritos,Left,21.7,21.7,0.106
38882,2S,WW,Demokritos,Left,21.8,21.8,0.242
38882,2S,EE,Demokritos,Left,21.3,21.3,0.158
38882,2S,WW,Demokritos,Left,21.4,21.4,0.25
38882,2S,EE,Demokritos,Left,20.6,20.6,0.156
38882,2S,WW,Demokritos,Left,20.9,20.9,0.264
38882,2S,EE,Demokritos,Left,21.2,21.2,0.145
38882,2S,WW,Demokritos,Left,18.7,18.7,0.233
38882,2S,EE,Demokritos,Left,19.8,19.8,0.17
38882,2S,WW,Demokritos,Left,20.3,20.3,0.147
38883,2S,EE,Demokritos,Left,20.7,20.7,0.155
38883,2S,WW,Demokritos,Left,20.9,20.9,0.226
38883,2S,EE,Demokritos,Left,19.4,19.4,0.166
38883,2S,WW,Demokritos,Left,20.4,20.4,0.186
38883,2S,EE,Demokritos,Left,20.7,20.7,0.144
38883,2S,WW,Demokritos,Left,21.1,21.1,0.298
38883,2S,EE,Demokritos,Left,19.0,19.0,0.166
38883,2S,WW,Demokritos,Left,20.9,20.9,0.226
38883,2S,EE,Demokritos,Left,21.3,21.3,0.107
