batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,I600_PAMPR
36797,2S,EE,Brown,Right,20.0,20.027,0.332791
36797,2S,WW,Brown,Right,20.0,20.023,0.443741
36797,2S,EE,Brown,Right,20.0,20.034,0.37961500000000004
36797,2S,WW,Brown,Right,20.0,20.034,0.27024200000000004
36797,2S,EE,Brown,Right,20.0,20.051,0.343304
36797,2S,WW,Brown,Right,20.0,20.052,0.395669
36797,2S,EE,Brown,Right,20.0,20.046,0.280103
36797,2S,WW,Brown,Right,20.0,20.03,0.444656
37087,2S,EE,Brown,Right,20.0,20.016,0.32979800000000004
37087,2S,WW,Brown,Right,20.0,20.045,0.48208300000000004
37087,2S,EE,Brown,Right,20.0,20.155,0.393945
37087,2S,WW,Brown,Right,20.0,20.173,0.507305
37087,2S,EE,Brown,Right,20.0,20.025,0.365953
37087,2S,WW,Brown,Right,20.0,20.108,1.4231340000000001
37087,2S,EE,Brown,Right,20.0,20.093,78.1182
37087,2S,WW,Brown,Right,20.0,20.111,0.470058
37087,2S,EE,Brown,Right,20.0,20.017,0.42846300000000004
37087,2S,WW,Brown,Right,20.0,20.022,0.5422089999999999
37087,2S,EE,Brown,Right,20.0,20.029,0.46435899999999997
37087,2S,WW,Brown,Right,20.0,20.109,0.586963
37087,2S,EE,Brown,Right,20.0,20.041,0.386656
37087,2S,WW,Brown,Right,20.0,20.054,0.546628
37087,2S,EE,Brown,Right,20.0,20.068,0.344255
37087,2S,WW,Brown,Right,20.0,20.069,0.574705
37088,2S,EE,Brown,Right,20.0,20.025,0.580288
37088,2S,WW,Brown,Right,20.0,20.06,0.528109
37088,2S,EE,Brown,Right,20.0,20.043,0.538462
37088,2S,WW,Brown,Right,20.0,20.044,0.535077
37088,2S,EE,Brown,Right,20.0,20.058,0.562551
37088,2S,WW,Brown,Right,20.0,20.075,0.44575400000000004
37088,2S,EE,Brown,Right,20.0,20.054,0.5396340000000001
37088,2S,WW,Brown,Right,20.0,20.068,0.488829
37088,2S,EE,Brown,Right,20.0,20.041,0.606108
37088,2S,WW,Brown,Right,20.0,20.084,0.41676799999999997
37088,2S,EE,Brown,Right,20.0,20.079,0.511786
37088,2S,WW,Brown,Right,20.0,20.066,0.513116
37088,2S,EE,Brown,Right,20.0,20.102,0.620016
37088,2S,WW,Brown,Right,20.0,20.086,0.47938400000000003
37088,2S,WW,Brown,Right,20.0,20.097,0.523968
37398,PSS,EE,Brown,Right,20.0,20.056,0.401971
37398,PSS,WW,Brown,Right,20.0,20.067,0.461463
37398,PSS,EE,Brown,Right,20.0,20.022,0.399135
37398,PSS,WW,Brown,Right,20.0,20.035,0.512745
37398,PSS,EE,Brown,Right,20.0,20.079,0.423575
37398,PSS,WW,Brown,Right,20.0,20.079,0.425119
37398,PSS,EE,Brown,Right,20.0,20.054,0.419968
37398,PSS,WW,Brown,Right,20.0,20.073,0.564406
37398,PSS,EE,Brown,Right,20.0,20.057,0.38397699999999996
37398,PSS,WW,Brown,Right,20.0,20.052,0.504248
37398,PSS,EE,Brown,Right,20.0,20.041,0.400416
37398,PSS,WW,Brown,Right,20.0,20.073,0.317539
37398,PSS,EE,Brown,Right,20.0,20.072,0.415903
37398,PSS,WW,Brown,Right,20.0,20.061,0.581721
37398,PSS,EE,Brown,Right,20.0,20.092,0.231095
37398,PSS,WW,Brown,Right,20.0,20.082,0.44232600000000005
37399,PSS,EE,Brown,Right,20.0,20.068,0.412687
37399,PSS,WW,Brown,Left,20.0,20.047,0.75638
37399,PSS,EE,Brown,Left,20.0,20.074,0.47815300000000005
37399,PSS,WW,Brown,Right,20.0,20.044,0.338339
37399,PSS,EE,Brown,Left,20.0,20.077,0.448892
37399,PSS,WW,Brown,Left,20.0,20.117,0.38273
37399,PSS,EE,Brown,Left,20.0,20.056,0.264032
37399,PSS,WW,Brown,Right,20.0,20.06,0.24574000000000001
37399,PSS,EE,Brown,Right,20.0,20.044,0.437101
37399,PSS,WW,Brown,Right,20.0,20.05,0.385534
37399,PSS,EE,Brown,Right,20.0,20.031,0.326609
37399,PSS,EE,Brown,Right,20.0,20.057,0.46027999999999997
37399,PSS,WW,Brown,Right,20.0,20.089,0.423509
37399,PSS,EE,Brown,Right,20.0,20.057,0.450153
37399,PSS,WW,Brown,Right,20.0,20.064,0.43179
37400,2S,EE,Demokritos,Left,22.3,22.3,0.324122
37400,2S,WW,Demokritos,Left,22.5,22.5,0.362037
37400,2S,EE,Demokritos,Left,21.6,21.6,0.35701499999999997
37400,2S,WW,Demokritos,Left,21.5,21.5,0.334221
37400,2S,EE,Demokritos,Left,22.7,22.7,0.343854
37400,2S,WW,Demokritos,Left,22.6,22.6,0.315861
37400,2S,EE,Demokritos,Left,22.4,22.4,0.349237
37400,2S,WW,Demokritos,Left,22.6,22.6,0.31476
37400,2S,EE,Demokritos,Left,22.8,22.8,0.34691000000000005
37400,2S,WW,Demokritos,Left,22.8,22.8,0.36617700000000003
37400,2S,EE,Demokritos,Left,21.3,21.3,0.34119
37400,2S,WW,Demokritos,Left,21.2,21.2,0.34261
37400,2S,EE,Demokritos,Left,22.7,22.7,0.39554
37400,2S,WW,Demokritos,Left,21.2,21.2,0.37141199999999996
37401,2S,EE,Demokritos,Left,21.0,21.0,0.414066
37401,2S,WW,Demokritos,Left,20.8,20.8,0.628464
37401,2S,EE,Demokritos,Left,20.8,20.8,0.24895
37401,2S,WW,Demokritos,Left,20.2,20.2,0.6248060000000001
37401,2S,EE,Demokritos,Left,20.6,20.6,0.371918
37401,2S,WW,Demokritos,Left,21.0,21.0,0.606797
37401,2S,EE,Demokritos,Left,20.3,20.3,0.304653
37401,2S,WW,Demokritos,Left,22.3,22.3,0.542175
37401,2S,EE,Demokritos,Left,21.4,21.4,0.377154
37401,2S,WW,Demokritos,Left,21.8,21.8,0.5463819999999999
37401,2S,EE,Demokritos,Left,22.3,22.3,0.601366
37401,2S,WW,Demokritos,Left,22.0,22.0,0.6133120000000001
37401,2S,EE,Demokritos,Left,22.4,22.4,0.43676600000000004
37401,2S,WW,Demokritos,Left,21.8,21.8,0.598927
37406,2S,EE,Brown,Right,20.0,20.036,0.381717
37406,2S,WW,Brown,Right,20.0,20.035,0.347735
37406,2S,EE,Brown,Right,20.0,20.049,0.34586300000000003
37406,2S,WW,Brown,Right,20.0,20.036,0.358995
37406,2S,EE,Brown,Right,20.0,20.054,0.360412
37406,2S,WW,Brown,Right,20.0,20.051,0.207583
37406,2S,EE,Brown,Right,20.0,20.066,0.477088
37406,2S,WW,Brown,Right,20.0,20.059,0.34225099999999997
37406,2S,EE,Brown,Right,20.0,20.049,0.416503
37406,2S,WW,Brown,Right,20.0,20.036,0.40139600000000003
37406,2S,EE,Brown,Right,20.0,20.055,0.17877099999999999
37406,2S,WW,Brown,Right,20.0,20.054,0.415874
37406,2S,EE,Brown,Right,20.0,20.067,0.31041399999999997
37406,2S,WW,Brown,Right,20.0,20.068,0.394904
37406,2S,EE,Brown,Right,20.0,20.07,0.49855900000000003
37406,2S,WW,Brown,Right,20.0,20.068,0.28028800000000004
37407,2S,EE,Brown,Right,20.0,20.05,0.367606
37407,2S,WW,Brown,Right,20.0,20.04,0.368637
37407,2S,EE,Brown,Right,20.0,20.05,0.20766700000000002
37407,2S,WW,Brown,Right,20.0,20.067,0.31988
37407,2S,EE,Brown,Right,20.0,20.074,0.38082900000000003
37407,2S,WW,Brown,Right,20.0,20.077,0.323757
37407,2S,EE,Brown,Right,20.0,20.076,0.048070999999999996
37407,2S,WW,Brown,Right,20.0,19.997,0.289452
37407,2S,EE,Brown,Right,20.0,20.09,0.056713
37407,2S,WW,Brown,Right,20.0,20.053,0.354211
37407,2S,EE,Brown,Right,20.0,20.069,0.279152
37407,2S,WW,Brown,Right,20.0,20.059,0.354226
37407,2S,EE,Brown,Right,20.0,20.12,0.075725
37407,2S,WW,Brown,Right,20.0,20.07,0.323552
37407,2S,EE,Brown,Right,20.0,20.087,0.39964299999999997
37407,2S,WW,Brown,Right,20.0,20.075,0.360465
37408,2S,EE,Demokritos,Left,16.4,16.4,0.589131
37408,2S,WW,Demokritos,Left,17.1,17.1,0.555046
37408,2S,EE,Demokritos,Left,20.9,20.9,0.493074
37408,2S,WW,Demokritos,Left,22.2,22.2,0.650184
37408,2S,EE,Demokritos,Left,18.1,18.1,0.530222
37408,2S,WW,Demokritos,Left,18.7,18.7,0.39956
37408,2S,EE,Demokritos,Left,21.8,21.8,0.38445100000000004
37408,2S,WW,Demokritos,Left,20.7,20.7,0.456662
37408,2S,EE,Demokritos,Left,19.7,19.7,0.40195200000000003
37408,2S,WW,Demokritos,Left,20.6,20.6,0.6054640000000001
37408,2S,EE,Demokritos,Left,20.8,20.8,0.457768
37408,2S,WW,Demokritos,Left,20.2,20.2,0.658918
37408,2S,EE,Demokritos,Left,20.7,20.7,0.43054000000000003
37408,2S,WW,Demokritos,Left,20.7,20.7,0.673725
37897,2S,EE,Demokritos,Left,20.0,20.0,0.19478800000000002
37895,PSS,EE,Brown,Right,20.0,20.028,0.219796
37895,PSS,WW,Brown,Right,20.0,20.055,0.334414
37895,PSS,EE,Brown,Right,20.0,20.015,0.233963
37895,PSS,WW,Brown,Right,20.0,20.045,0.113667
37895,PSS,EE,Brown,Right,20.0,20.071,0.2374
37895,PSS,WW,Brown,Right,20.0,20.058,0.17688900000000002
37895,PSS,EE,Brown,Right,20.0,20.05,0.235912
37895,PSS,WW,Brown,Right,20.0,20.037,0.19269999999999998
37895,PSS,EE,Brown,Right,20.0,20.048,0.232439
37895,PSS,WW,Brown,Right,20.0,20.068,0.11215900000000001
37895,PSS,EE,Brown,Right,20.0,20.034,0.315787
37895,PSS,WW,Brown,Right,20.0,20.076,0.14181800000000003
37895,PSS,EE,Brown,Right,20.0,20.088,0.255213
37895,PSS,WW,Brown,Right,20.0,20.08,0.143994
37895,PSS,EE,Brown,Right,20.0,20.093,0.211323
37895,PSS,WW,Brown,Right,20.0,20.08,0.145854
37897,2S,WW,Demokritos,Left,19.0,19.0,0.504783
37897,2S,EE,Demokritos,Left,19.1,19.1,0.064732
37897,2S,WW,Demokritos,Left,18.7,18.7,0.48183400000000004
37897,2S,EE,Demokritos,Left,19.2,19.2,0.305923
37897,2S,WW,Demokritos,Left,19.5,19.5,0.45909300000000003
37897,2S,EE,Demokritos,Left,19.5,19.5,0.35542
37897,2S,WW,Demokritos,Left,20.7,20.7,0.5464249999999999
37897,2S,EE,Demokritos,Left,19.6,19.6,0.33024200000000004
37897,2S,WW,Demokritos,Left,19.7,19.7,0.43924599999999997
37897,2S,EE,Demokritos,Left,20.0,20.0,0.377491
37897,2S,WW,Demokritos,Left,20.3,20.3,0.48999200000000004
37897,2S,EE,Demokritos,Left,20.8,20.8,0.45614299999999997
37897,2S,WW,Demokritos,Left,20.8,20.8,0.524779
37903,2S,EE,Brown,Right,20.0,20.03,0.251013
37903,2S,WW,Brown,Right,20.0,20.008,0.214005
37903,2S,EE,Brown,Right,20.0,20.032,0.160796
37903,2S,WW,Brown,Right,20.0,20.057,0.221571
37903,2S,EE,Brown,Right,20.0,20.03,0.27704199999999995
37903,2S,WW,Brown,Right,20.0,20.05,0.210036
37903,2S,EE,Brown,Right,20.0,20.083,0.280857
37903,2S,WW,Brown,Right,20.0,20.079,0.186775
37903,2S,EE,Brown,Right,20.0,20.036,0.220034
37903,2S,WW,Brown,Right,20.0,20.045,0.213238
37903,2S,EE,Brown,Right,20.0,20.047,0.222053
37903,2S,WW,Brown,Right,20.0,20.052,0.197186
37903,2S,EE,Brown,Right,20.0,20.058,0.23944200000000002
37903,2S,WW,Brown,Right,20.0,20.076,0.219277
37903,2S,EE,Brown,Right,20.0,20.081,0.249309
37903,2S,WW,Brown,Right,20.0,20.072,0.23391900000000002
37896,PSS,EE,Brown,Right,20.0,20.062,0.226779
37896,PSS,WW,Brown,Right,20.0,20.046,0.22404200000000002
37896,PSS,EE,Brown,Right,20.0,20.039,0.369695
37896,PSS,WW,Brown,Right,20.0,20.054,0.29530900000000004
37896,PSS,EE,Brown,Right,20.0,20.084,0.262475
37896,PSS,WW,Brown,Right,20.0,20.072,0.24645599999999998
37896,PSS,EE,Brown,Right,20.0,20.076,0.13298500000000002
37896,PSS,WW,Brown,Right,20.0,20.057,0.254882
37896,PSS,EE,Brown,Right,20.0,20.028,0.341953
37896,PSS,WW,Brown,Right,20.0,20.055,0.24419200000000002
37896,PSS,EE,Brown,Right,20.0,20.046,0.212081
37896,PSS,WW,Brown,Right,20.0,20.066,0.216089
37896,PSS,EE,Brown,Right,20.0,20.064,0.25413399999999997
37896,PSS,WW,Brown,Right,20.0,20.049,0.214928
37896,PSS,EE,Brown,Right,20.0,20.096,0.23681200000000002
37896,PSS,WW,Brown,Right,20.0,20.072,0.204563
38212,PSS,EE,Brown,Right,20.0,20.011,0.226237
38212,PSS,WW,Brown,Right,20.0,20.005,0.269432
38212,PSS,EE,Brown,Right,20.0,20.094,0.239195
38212,PSS,WW,Brown,Right,20.0,20.14,0.29911200000000004
38212,PSS,EE,Brown,Right,20.0,20.07,0.290422
38212,PSS,WW,Brown,Right,20.0,20.057,0.27544
38212,PSS,EE,Brown,Right,20.0,20.169,0.245166
38212,PSS,WW,Brown,Right,20.0,20.158,0.21257700000000002
38212,PSS,EE,Brown,Right,20.0,20.094,0.19256500000000001
38212,PSS,WW,Brown,Right,20.0,20.179,0.22992300000000002
38212,PSS,EE,Brown,Right,20.0,20.148,0.33797699999999997
38212,PSS,WW,Brown,Right,20.0,20.199,0.226414
38212,PSS,EE,Brown,Right,20.0,20.199,0.281749
38212,PSS,WW,Brown,Right,20.0,20.203,0.282354
38212,PSS,EE,Brown,Right,20.0,20.209,0.297862
38212,PSS,WW,Brown,Right,20.0,20.179,0.254843
37904,2S,EE,Demokritos,Left,18.8,18.8,0.272171
37904,2S,WW,Demokritos,Left,19.0,19.0,0.350345
37904,2S,EE,Demokritos,Left,18.0,18.0,0.30294
37904,2S,WW,Demokritos,Left,19.8,19.8,0.417089
37904,2S,EE,Demokritos,Left,15.2,15.2,0.278486
37904,2S,WW,Demokritos,Left,18.5,18.5,0.532591
37904,2S,EE,Demokritos,Left,21.1,21.1,0.558933
37904,2S,WW,Demokritos,Left,17.7,17.7,0.391475
37904,2S,EE,Demokritos,Left,18.0,18.0,0.09175
37904,2S,WW,Demokritos,Left,18.1,18.1,0.38579
37904,2S,EE,Demokritos,Left,18.2,18.2,0.34586300000000003
37904,2S,EE,Demokritos,Left,18.2,18.2,0.456429
37904,2S,EE,Demokritos,Left,19.0,19.0,0.298505
37904,2S,WW,Demokritos,Left,19.4,19.4,0.412904
37905,2S,EE,Demokritos,Left,15.1,15.1,0.084203
37905,2S,WW,Demokritos,Left,15.4,15.4,0.39710300000000004
37905,2S,EE,Demokritos,Left,19.7,19.7,0.37079199999999995
37905,2S,WW,Demokritos,Left,22.5,22.5,0.45293900000000004
37905,2S,EE,Demokritos,Left,17.5,17.5,0.349922
37905,2S,WW,Demokritos,Left,18.6,18.6,0.327756
37905,2S,EE,Demokritos,Left,19.9,19.9,0.207711
37905,2S,WW,Demokritos,Left,20.7,20.7,0.189788
37905,2S,EE,Demokritos,Left,19.4,19.4,0.280323
37905,2S,WW,Demokritos,Left,20.0,20.0,0.306714
37905,2S,EE,Demokritos,Left,20.7,20.7,0.29652999999999996
37905,2S,WW,Demokritos,Left,20.8,20.8,0.109347
37905,2S,EE,Demokritos,Left,21.2,21.2,0.401475
37905,2S,WW,Demokritos,Left,22.1,22.1,0.229086
38196,2S,EE,Demokritos,Left,19.5,19.5,0.48814
38196,2S,WW,Demokritos,Left,21.5,21.5,0.40549900000000005
38196,2S,EE,Demokritos,Left,23.4,23.4,0.60663
38196,2S,WW,Demokritos,Left,20.9,20.9,0.441975
38196,2S,EE,Demokritos,Left,21.6,21.6,0.339304
38196,2S,WW,Demokritos,Left,21.9,21.9,0.409324
38196,2S,EE,Demokritos,Left,23.0,23.0,0.37163999999999997
38196,2S,WW,Demokritos,Left,18.5,18.5,0.377853
38196,2S,EE,Demokritos,Left,22.3,22.3,0.370447
38196,2S,WW,Demokritos,Left,22.7,22.7,0.444426
38196,2S,EE,Demokritos,Left,22.2,22.2,0.35595800000000005
38196,2S,WW,Demokritos,Left,22.6,22.6,0.333233
38196,2S,EE,Demokritos,Left,20.8,20.8,0.43493000000000004
38196,2S,WW,Demokritos,Left,21.7,21.7,0.422556
38199,2S,EE,Demokritos,Left,18.9,18.9,0.289486
38199,2S,WW,Demokritos,Left,19.9,19.9,0.467186
38199,2S,EE,Demokritos,Left,20.4,20.4,0.287136
38199,2S,WW,Demokritos,Left,21.0,21.0,0.37307999999999997
38199,2S,EE,Demokritos,Left,19.9,19.9,0.283654
38199,2S,WW,Demokritos,Left,20.9,20.9,0.413638
38199,2S,EE,Demokritos,Left,21.4,21.4,0.376683
38199,2S,WW,Demokritos,Left,21.6,21.6,0.656876
38199,2S,EE,Demokritos,Left,22.2,22.2,0.467568
38199,2S,WW,Demokritos,Left,22.5,22.5,0.698508
38199,2S,EE,Demokritos,Left,20.6,20.6,0.442477
38199,2S,WW,Demokritos,Left,21.4,21.4,0.593353
38199,2S,EE,Demokritos,Left,22.2,22.2,0.429253
38199,2S,WW,Demokritos,Left,22.1,22.1,0.694877
38202,2S,EE,Brown,Right,20.0,20.017,0.288074
38202,2S,WW,Brown,Right,20.0,20.021,0.144401
38202,2S,EE,Brown,Right,20.0,20.019,0.311594
38202,2S,WW,Brown,Right,20.0,20.025,0.29786599999999996
38202,2S,EE,Brown,Right,20.0,20.019,0.343552
38202,2S,WW,Brown,Right,20.0,20.02,0.278689
38202,2S,EE,Brown,Right,20.0,20.018,0.30645
38202,2S,WW,Brown,Right,20.0,20.02,0.336507
38202,2S,EE,Brown,Right,20.0,20.011,0.31147800000000003
38202,2S,WW,Brown,Right,20.0,20.01,0.334629
38202,2S,EE,Brown,Right,20.0,20.013,0.382902
38202,2S,WW,Brown,Right,20.0,20.009,0.305479
38202,2S,EE,Brown,Right,20.0,20.009,0.303056
38202,2S,WW,Brown,Right,20.0,20.006,0.40647000000000005
38202,2S,EE,Brown,Right,20.0,20.009,0.418022
38202,2S,WW,Brown,Right,20.0,20.013,0.333886
38693,2S,EE,Brown,Right,20.0,20.025,0.22717900000000002
38693,2S,WW,Brown,Right,20.0,20.018,0.23286300000000001
38693,2S,EE,Brown,Right,20.0,20.009,0.30418900000000004
38693,2S,WW,Brown,Right,20.0,20.007,0.241149
38693,2S,EE,Brown,Right,20.0,20.013,0.258227
38693,2S,WW,Brown,Right,20.0,20.01,0.24369100000000002
38693,2S,EE,Brown,Right,20.0,20.007,0.333032
38693,2S,WW,Brown,Right,20.0,20.008,0.23416499999999998
38693,2S,EE,Brown,Right,20.0,20.007,0.306221
38693,2S,WW,Brown,Right,20.0,20.009,0.20009000000000002
38693,2S,EE,Brown,Right,20.0,20.013,0.307276
38693,2S,WW,Brown,Right,20.0,20.011,0.252601
38693,2S,EE,Brown,Right,20.0,20.021,0.38857200000000003
38693,2S,WW,Brown,Right,20.0,20.011,0.274079
38693,2S,EE,Brown,Right,20.0,20.007,0.261245
38693,2S,WW,Brown,Right,20.0,20.007,0.310019
38694,2S,EE,Brown,Right,20.0,20.01,0.272763
38694,2S,WW,Brown,Right,20.0,20.012,0.261718
38694,2S,EE,Brown,Right,20.0,20.01,0.313587
38694,2S,WW,Brown,Right,20.0,20.013,0.210928
38694,2S,EE,Brown,Right,20.0,20.037,0.28580099999999997
38694,2S,WW,Brown,Right,20.0,20.016,0.20659
38694,2S,EE,Brown,Right,20.0,20.025,0.332147
38694,2S,WW,Brown,Right,20.0,20.012,0.183046
38694,2S,EE,Brown,Right,20.0,20.005,0.223249
38694,2S,WW,Brown,Right,20.0,20.011,0.240966
38694,2S,EE,Brown,Right,20.0,20.01,0.223099
38694,2S,WW,Brown,Right,20.0,20.013,0.186536
38694,2S,EE,Brown,Right,20.0,20.022,0.248963
38694,2S,WW,Brown,Right,20.0,20.012,0.226903
38694,2S,EE,Brown,Right,20.0,20.029,0.09266200000000001
38694,2S,WW,Brown,Right,20.0,20.013,0.2202
38713,2S,EE,Brown,Right,20.0,20.012,0.246395
38713,2S,WW,Brown,Right,20.0,20.026,0.247948
38713,2S,EE,Brown,Right,20.0,20.009,0.26005500000000004
38713,2S,WW,Brown,Right,20.0,20.013,0.258529
38713,2S,EE,Brown,Right,20.0,20.045,0.260852
38713,2S,WW,Brown,Right,20.0,20.025,0.230671
38713,2S,EE,Brown,Right,20.0,20.031,0.271752
38713,2S,WW,Brown,Right,20.0,20.017,0.26550599999999996
38713,2S,EE,Brown,Right,20.0,20.006,0.29707
38713,2S,WW,Brown,Right,20.0,20.014,0.252929
38713,2S,EE,Brown,Right,20.0,20.01,0.276111
38713,2S,WW,Brown,Right,20.0,20.02,0.228865
38713,2S,EE,Brown,Right,20.0,20.023,0.316532
38713,2S,WW,Brown,Right,20.0,20.011,0.23303100000000002
38713,2S,EE,Brown,Right,20.0,20.042,0.353301
38713,2S,WW,Brown,Right,20.0,20.015,0.257863
38714,2S,EE,Demokritos,Left,22.1,22.1,0.5286190000000001
38714,2S,WW,Demokritos,Left,22.4,22.4,0.27951299999999996
38714,2S,EE,Demokritos,Left,22.8,22.8,0.6011900000000001
38714,2S,WW,Demokritos,Left,21.1,21.1,0.272735
38714,2S,EE,Demokritos,Left,20.1,20.1,0.474451
38714,2S,WW,Demokritos,Left,21.2,21.2,0.6576470000000001
38714,2S,EE,Demokritos,Left,21.7,21.7,0.422319
38714,2S,WW,Demokritos,Left,21.9,21.9,0.712678
38714,2S,EE,Demokritos,Left,21.8,21.8,0.427485
38714,2S,WW,Demokritos,Left,22.1,22.1,0.705911
38714,2S,EE,Demokritos,Left,22.3,22.3,0.468544
38714,2S,WW,Demokritos,Left,22.4,22.4,0.751092
38714,2S,EE,Demokritos,Left,22.2,22.2,0.47801
38714,2S,WW,Demokritos,Left,22.3,22.3,0.662682
38715,2S,EE,Demokritos,Left,21.0,21.0,0.351258
38715,2S,WW,Demokritos,Left,20.9,20.9,0.34163600000000005
38715,2S,EE,Demokritos,Left,22.3,22.3,0.39342200000000005
38715,2S,WW,Demokritos,Left,21.0,21.0,0.187025
38715,2S,EE,Demokritos,Left,20.9,20.9,0.35575599999999996
38715,2S,WW,Demokritos,Left,20.9,20.9,0.30911500000000003
38715,2S,EE,Demokritos,Left,21.7,21.7,0.200637
38715,2S,WW,Demokritos,Left,21.9,21.9,0.321053
38715,2S,EE,Demokritos,Left,21.8,21.8,0.300128
38715,2S,WW,Demokritos,Left,21.7,21.7,0.351664
38715,2S,EE,Demokritos,Left,21.4,21.4,0.36279300000000003
38715,2S,WW,Demokritos,Left,21.1,21.1,0.32562
38715,2S,EE,Demokritos,Left,22.0,22.0,0.32229599999999997
38715,2S,WW,Demokritos,Left,22.1,22.1,0.334541
38695,2S,EE,Brown,Right,20.0,20.008,0.355205
38695,2S,WW,Brown,Right,20.0,20.017,0.19834000000000002
38695,2S,EE,Brown,Right,20.0,20.007,0.339863
38695,2S,WW,Brown,Right,20.0,20.01,0.203571
38695,2S,EE,Brown,Right,20.0,20.043,0.354115
38695,2S,WW,Brown,Right,20.0,20.028,0.17365799999999998
38695,2S,EE,Brown,Right,20.0,20.019,0.344947
38695,2S,WW,Brown,Right,20.0,20.01,0.208779
38695,2S,EE,Brown,Right,20.0,20.014,0.356068
38695,2S,WW,Brown,Right,20.0,20.039,0.213809
38695,2S,EE,Brown,Right,20.0,20.009,0.33709300000000003
38695,2S,WW,Brown,Right,20.0,20.03,0.235703
38695,2S,EE,Brown,Right,20.0,20.062,0.349266
38695,2S,WW,Brown,Right,20.0,20.037,0.23011
38695,2S,EE,Brown,Right,20.0,20.051,0.315558
38695,2S,WW,Brown,Right,20.0,20.031,0.206103
38696,2S,EE,Brown,Right,20.0,20.008,0.203601
38696,2S,WW,Brown,Right,20.0,20.012,0.238704
38696,2S,EE,Brown,Right,20.0,20.01,0.286344
38696,2S,WW,Brown,Right,20.0,20.014,0.229993
38696,2S,EE,Brown,Right,20.0,20.034,0.285503
38696,2S,WW,Brown,Right,20.0,20.014,0.27177
38696,2S,EE,Brown,Right,20.0,20.039,0.275934
38696,2S,WW,Brown,Right,20.0,20.015,0.19848300000000002
38696,2S,EE,Brown,Right,20.0,20.008,0.289348
38696,2S,WW,Brown,Right,20.0,20.01,0.20452
38696,2S,EE,Brown,Right,20.0,20.005,0.28249
38696,2S,WW,Brown,Right,20.0,20.01,0.209987
38696,2S,EE,Brown,Right,20.0,20.03,0.262587
38696,2S,WW,Brown,Right,20.0,20.014,0.218874
38696,2S,EE,Brown,Right,20.0,20.025,0.24238800000000002
38696,2S,WW,Brown,Right,20.0,20.01,0.230624
38696,2S,EE,Brown,Right,20.0,20.006,0.19341
38696,2S,WW,Brown,Right,20.0,20.006,0.246331
38696,2S,EE,Brown,Right,20.0,20.015,0.255878
38696,2S,WW,Brown,Right,20.0,20.007,0.212487
38869,2S,EE,Demokritos,Left,23.1,23.1,0.405049
38869,2S,WW,Demokritos,Left,23.2,23.2,0.43732
38869,2S,EE,Demokritos,Left,20.6,20.6,0.45649700000000004
38869,2S,EE,Demokritos,Left,23.0,23.0,0.37496300000000005
38869,2S,EE,Demokritos,Left,21.8,21.8,0.46611
38869,2S,WW,Demokritos,Left,22.2,22.2,0.694025
38869,2S,EE,Demokritos,Left,22.0,22.0,0.449204
38869,2S,WW,Demokritos,Left,22.7,22.7,0.36504000000000003
38869,2S,EE,Demokritos,Left,22.7,22.7,0.46639100000000006
38869,2S,WW,Demokritos,Left,20.9,20.9,0.424456
38869,2S,EE,Demokritos,Left,21.3,21.3,0.374631
38869,2S,WW,Demokritos,Left,21.6,21.6,0.387735
38869,2S,EE,Demokritos,Left,21.7,21.7,0.380367
38869,2S,WW,Demokritos,Left,22.6,22.6,0.394804
38870,2S,EE,Demokritos,Left,21.5,21.5,0.305481
38870,2S,WW,Demokritos,Left,21.5,21.5,0.368211
38870,2S,EE,Demokritos,Left,21.7,21.7,0.397403
38870,2S,WW,Demokritos,Left,21.3,21.3,0.5805170000000001
38870,2S,EE,Demokritos,Left,21.6,21.6,0.351331
38870,2S,WW,Demokritos,Left,20.7,20.7,0.60752
38870,2S,EE,Demokritos,Left,21.3,21.3,0.3167
38870,2S,WW,Demokritos,Left,22.0,22.0,0.5756509999999999
38870,2S,EE,Demokritos,Left,21.2,21.2,0.308114
38870,2S,WW,Demokritos,Left,22.0,22.0,0.62178
38870,2S,EE,Demokritos,Left,21.2,21.2,0.490109
38870,2S,WW,Demokritos,Left,21.6,21.6,0.573329
38870,2S,EE,Demokritos,Left,22.3,22.3,0.346442
38870,2S,WW,Demokritos,Left,22.1,22.1,0.5558719999999999
38872,2S,EE,Demokritos,Left,21.6,21.6,0.32773800000000003
38872,2S,WW,Demokritos,Left,21.7,21.7,0.361847
38872,2S,EE,Demokritos,Left,21.3,21.3,0.346158
38872,2S,WW,Demokritos,Left,21.5,21.5,0.378336
38873,2S,EE,Brown,Right,20.0,20.004,0.22534200000000001
38873,2S,WW,Brown,Right,20.0,20.008,0.22407
38873,2S,EE,Brown,Right,20.0,20.005,0.29331799999999997
38873,2S,WW,Brown,Right,20.0,20.005,0.251245
38873,2S,EE,Brown,Right,20.0,20.006,0.323414
38873,2S,WW,Brown,Right,20.0,20.009,0.28639400000000004
38873,2S,EE,Brown,Right,20.0,20.031,0.29973200000000005
38873,2S,WW,Brown,Right,20.0,20.022,0.268741
38873,2S,EE,Brown,Right,20.0,20.025,0.369633
38873,2S,WW,Brown,Right,20.0,20.011,0.298197
38874,2S,EE,Brown,Right,20.0,20.005,0.22093600000000002
