batch_number,Average,std
34252,2.4017391304347826,0.03163362120178727
34254,2.419285714285714,0.02828858702452554
34331,2.390864864864865,0.033892118193994174
34340,2.397675,0.03553502244987063
34341,2.394125,0.03058421538586907
34343,2.400975,0.06625029753198784
34348,2.2895833333333333,0.028551256407104673
34352,2.3166,0.036773631857623265
34353,2.3889062500000002,0.029148517778948477
34354,2.299857142857143,0.030504566402894027
34357,2.25475,0.013987819376482129
34359,2.4042142857142856,0.16103515998477702
35494,2.7896,0.037936203757829495
35495,2.798916666666667,0.020482623825767016
35496,3.18425,0.04170560085716476
35499,3.058125,0.03856076623081668
35500,3.15015,0.023470642356603393
35501,3.13795,0.030247183426943307
35713,2.268875,0.024902309129877936
35714,2.2843333333333335,0.02829310870159035
35717,2.3776785714285715,0.038949210586236564
35718,2.3543125,0.033175731592033686
35719,2.221111111111111,0.02063640257193856
35722,2.2850625,0.02509041981846203
35952,2.4118,0.03108155655521029
35953,2.626888888888889,0.04558030388845716
35957,2.394083333333333,0.033383042644910044
35958,2.3819375,0.03175419919737648
35959,2.303181818181818,0.04238353024894965
35960,2.2517777777777774,0.029903084196189995
35961,2.2517,0.032304282481842264
35962,2.279,0.021013223349965995
35963,2.4151599999999998,0.023239119317793894
36236,2.2928,0.02197372167941624
36237,2.2496,0.01788357408971218
36238,2.3551724137931034,0.03302711977139552
36239,2.4555,0.031483328921827786
36240,2.4384,0.03717582689414122
36241,2.4573,0.035616524845993584
36245,2.3891132075471697,0.03661843817687759
36246,2.3552,0.019555050498528407
36696,2.394542857142857,0.023792414581051628
36697,2.372925925925926,0.041397681026954826
36698,2.41005,0.05867885389760825
36699,2.4239473684210524,0.032370208670268484
36700,2.4151666666666665,0.030692962890775055
36701,2.4238,0.055481243867208235
36702,2.290375,0.026338117407503213
36703,2.2744,0.033665676553097386
36704,2.2793,0.022548959079202745
36705,2.2882000000000002,0.025218159242013583
36706,2.358363636363636,0.020857961200811216
36795,2.3435625,0.03344441906606636
36796,2.337,0.03856697764546614
36797,2.3683125,0.02868616100724059
36798,2.2774444444444444,0.0912386800212835
36799,2.2836,0.027366646366212426
36800,2.3952999999999998,0.023366868132374697
36801,2.37735,0.030361462762071155
36802,2.4293500000000003,0.026300440260473554
36803,2.37653125,0.028326420329961893
37079,2.4423125,0.0317106054814474
37081,2.39885,0.13853947755822257
37083,2.259333333333333,0.05460769176590415
37084,2.292555555555556,0.030964136961617057
37085,2.307111111111111,0.031186137359389215
37086,2.31525,0.023421798503985496
37087,2.3496875,0.029659666777179555
37088,2.3455,0.050661796721581186
37398,2.3211875,0.033701075650489264
37399,2.305875,0.04914180162210852
37400,2.464209523809524,0.006493811304115447
37401,2.4555528571428575,0.022468958562895294
37402,2.1503333333333337,0.022152877916875695
37403,2.2911764705882356,0.026122871430313846
37404,2.40025,0.03743467995265749
37405,2.4096818181818183,0.029662203565249887
37406,2.3535,0.027890261143751642
37407,2.3925,0.04261768021216859
37408,2.4584121428571426,0.016140462379503784
37895,2.265,0.026166135875720496
37896,2.366625,0.023910597371597855
37897,2.4570935714285715,0.013390729633216044
37898,2.427611111111111,0.07534558723866895
37899,2.39925,0.04626950039352792
37900,2.206625,0.022238560462147228
37901,2.271125,0.02724197129430974
37903,2.2850625,0.021486332865335668
37904,2.457619285714286,0.015499430079981344
37905,2.4629914285714287,0.01040250885489603
37906,2.39405,0.1765629379361127
37907,2.460875,0.0555984112482841
38194,2.277142857142857,0.024368207234212538
38195,2.2915,0.02113223671482561
38196,2.466090714285714,0.015880775733952267
38197,2.4322500000000002,0.07532286062898408
38198,2.313142857142857,0.03445143101383604
38199,2.4627235714285716,0.013528529743951075
38200,2.481375,0.0289778651157511
38201,2.244875,0.024993927834004635
38202,2.4294375,0.0280261039033256
38212,2.4116875,0.027020285589411067
38213,2.3084285714285713,0.027232683445063802
38691,2.4996875,0.03949129650948414
38693,2.395,0.03471791084344413
38694,2.364,0.05841004479824794
38695,2.40375,0.03537890143385842
38696,2.4156,0.030923334742212826
38711,2.308,0.020106857394573446
38712,2.437277777777778,0.03281284819298624
38713,2.34275,0.05645588248062974
38714,2.4554278571428574,0.020449825719991408
38715,2.4571085714285714,0.010662582207920343
38716,2.305333333333333,0.021987875446860847
38868,2.4855,0.035077058029430085
38869,2.4624592857142855,0.009387315881046581
38870,2.457900714285714,0.016845464792220363
38871,2.4294375,0.02933250472314518
38872,2.4622574999999998,0.011214271784947522
38873,2.4158999999999997,0.04449581753128917
38874,2.4171666666666667,0.03130446768385782
38875,2.4055,0.026529857393761767
38876,2.45805375,0.008691134953831624
38877,2.3057142857142856,0.030614344599192413
38878,2.427375,0.04213450684019772
38879,2.4096875,0.033702064724088515
38880,2.4086666666666665,0.024905153415842714
38881,2.462255,0.009977276682542075
38882,2.4558964285714286,0.009511951678035134
38883,2.448845714285714,0.012999437096857802
38884,2.4556164285714286,0.01122852110759631
38885,2.3751875,0.03572514926942336
38920,2.3305,0.02569602526239623
38921,2.3205,0.024395549945489127
38922,2.296875,0.034469189140448386
39478,2.197375,0.03163604409078802
39479,2.454874285714286,0.010530617422388092
39480,2.287875,0.03446326546725741
39481,2.4044375,0.023434927636613884
39482,2.4164375,0.035612673306001666
39483,2.4219411764705883,0.043371175030536245
39484,2.457297142857143,0.012206271265257954
39485,2.266,0.03184336665618139
39486,2.4389375,0.11066253129823732
39487,2.4583114285714283,0.01203743227027153
39488,2.218166666666667,0.028847299122563837
39547,2.454055,0.014965092073529966
39548,2.5012499999999998,0.028330521016257954
39562,2.34915,0.028071853294152547
