batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CAC_PFRD
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.322
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.3
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.326
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.269
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.334
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.304
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.362
37085,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.283
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.322
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.332
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.295
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.322
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.358
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.291
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.319
37086,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.283
37087,2S,EE,Brown,CAP_W,Right,20.0,20.016,2.269
37087,2S,WW,Brown,CAP_W,Right,20.0,20.017,2.367
37087,2S,EE,Brown,CAP_W,Right,20.0,20.131,2.324
37087,2S,WW,Brown,CAP_W,Right,20.0,20.174,2.367
37087,2S,EE,Brown,CAP_W,Right,20.0,20.042,2.324
37087,2S,WW,Brown,CAP_W,Right,20.0,20.109,2.373
37087,2S,EE,Brown,CAP_W,Right,20.0,20.134,2.346
37087,2S,WW,Brown,CAP_W,Right,20.0,20.043,2.383
37087,2S,EE,Brown,CAP_W,Right,20.0,20.091,2.325
37087,2S,WW,Brown,CAP_W,Right,20.0,20.143,2.349
37087,2S,EE,Brown,CAP_W,Right,20.0,20.118,2.342
37087,2S,WW,Brown,CAP_W,Right,20.0,20.103,2.36
37087,2S,EE,Brown,CAP_W,Right,20.0,20.064,2.353
37087,2S,WW,Brown,CAP_W,Right,20.0,20.06,2.381
37087,2S,EE,Brown,CAP_W,Right,20.0,20.245,2.346
37087,2S,WW,Brown,CAP_W,Right,20.0,20.218,2.386
37088,2S,EE,Brown,CAP_W,Right,20.0,20.026,2.328
37088,2S,WW,Brown,CAP_W,Right,20.0,20.049,2.352
37088,2S,EE,Brown,CAP_W,Right,20.0,20.216,2.333
37088,2S,WW,Brown,CAP_W,Right,20.0,20.014,2.368
37088,2S,EE,Brown,CAP_W,Right,20.0,20.06,2.36
37088,2S,WW,Brown,CAP_W,Right,20.0,20.058,2.372
37088,2S,EE,Brown,CAP_W,Right,20.0,20.046,2.358
37088,2S,WW,Brown,CAP_W,Right,20.0,20.064,2.326
37088,2S,EE,Brown,CAP_W,Right,20.0,20.147,2.342
37088,2S,WW,Brown,CAP_W,Right,20.0,20.102,2.161
37088,2S,EE,Brown,CAP_W,Right,20.0,20.237,2.334
37088,2S,WW,Brown,CAP_W,Right,20.0,20.059,2.385
37088,2S,EE,Brown,CAP_W,Right,20.0,20.108,2.338
37088,2S,WW,Brown,CAP_W,Right,20.0,20.044,2.38
37088,2S,EE,Brown,CAP_W,Right,20.0,20.073,2.35
37088,2S,WW,Brown,CAP_W,Right,20.0,20.088,2.391
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.158,2.296
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.04,2.252
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.072,2.298
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.05,2.356
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.122,2.309
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.059,2.36
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.097,2.322
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.205,2.334
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.266,2.289
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.037,2.363
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.075,2.275
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.045,2.356
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.232,2.313
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.063,2.359
37398,PSS,EE,Brown,CAP_W,Right,20.0,20.161,2.316
37398,PSS,WW,Brown,CAP_W,Right,20.0,20.217,2.341
37399,PSS,EE,Brown,CAP_W,Left,20.0,20.045,2.316
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.021,2.322
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.124,2.309
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.05,2.351
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.06,2.295
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.222,2.133
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.05,2.31
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.082,2.334
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.069,2.299
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.107,2.33
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.092,2.295
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.024,2.336
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.089,2.308
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.102,2.328
37399,PSS,EE,Brown,CAP_W,Right,20.0,20.055,2.295
37399,PSS,WW,Brown,CAP_W,Right,20.0,20.035,2.333
37400,2S,EE,Demokritos,CAP_W,Left,22.2,22.2,2.46
37400,2S,WW,Demokritos,CAP_W,Left,22.4,22.4,2.47
37400,2S,EE,Demokritos,CAP_W,Left,21.6,21.6,2.47
37400,2S,WW,Demokritos,CAP_W,Left,21.0,21.0,2.46
37400,2S,EE,Demokritos,CAP_W,Left,22.6,22.6,2.46
37400,2S,WW,Demokritos,CAP_W,Left,22.6,22.6,2.45
37400,2S,EE,Demokritos,CAP_W,Left,22.3,22.3,2.47
37400,2S,WW,Demokritos,CAP_W,Left,22.5,22.5,2.47
37400,2S,EE,Demokritos,CAP_W,Left,22.7,22.7,2.47
37400,2S,WW,Demokritos,CAP_W,Left,22.8,22.8,2.46
37400,2S,EE,Demokritos,CAP_W,Left,21.3,21.3,2.47
37400,2S,WW,Demokritos,CAP_W,Left,21.2,21.2,2.46
37400,2S,EE,Demokritos,CAP_W,Left,22.6,22.6,2.46
37400,2S,WW,Demokritos,CAP_W,Left,20.7,20.7,2.47
37401,2S,EE,Demokritos,CAP_W,Left,21.1,21.1,2.47725
37401,2S,WW,Demokritos,CAP_W,Left,20.9,20.9,2.445
37401,2S,EE,Demokritos,CAP_W,Left,20.9,20.9,2.49078
37401,2S,WW,Demokritos,CAP_W,Left,20.3,20.3,2.4251
37401,2S,EE,Demokritos,CAP_W,Left,20.7,20.7,2.4649
37401,2S,WW,Demokritos,CAP_W,Left,20.7,20.7,2.44
37401,2S,EE,Demokritos,CAP_W,Left,19.9,19.9,2.49647
37401,2S,WW,Demokritos,CAP_W,Left,22.0,22.0,2.44608
37401,2S,EE,Demokritos,CAP_W,Left,21.3,21.3,2.45922
37401,2S,WW,Demokritos,CAP_W,Left,21.7,21.7,2.47284
37401,2S,EE,Demokritos,CAP_W,Left,22.2,22.2,2.44804
37401,2S,WW,Demokritos,CAP_W,Left,22.0,22.0,2.42745
37401,2S,EE,Demokritos,CAP_W,Left,22.5,22.5,2.45255
37401,2S,WW,Demokritos,CAP_W,Left,22.0,22.0,2.43206
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.158
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.161
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.144
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.126
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.174
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.117
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.137
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.186
37402,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.15
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.26
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.325
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.27
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.323
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.273
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.297
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.277
37403,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.32
37404,2S,EE,HEPHY,CAP_W,Left,,,2.45
37404,2S,WW,HEPHY,CAP_W,Left,,,2.413
37404,2S,EE,HEPHY,CAP_W,Left,,,2.44
37404,2S,WW,HEPHY,CAP_W,Left,,,2.407
37404,2S,EE,HEPHY,CAP_W,Left,,,2.336
37404,2S,WW,HEPHY,CAP_W,Left,,,2.3
37404,2S,EE,HEPHY,CAP_W,Left,,,2.417
37404,2S,WW,HEPHY,CAP_W,Left,,,2.394
37404,2S,EE,HEPHY,CAP_W,Left,,,2.39
37404,2S,WW,HEPHY,CAP_W,Left,,,2.387
37404,2S,EE,HEPHY,CAP_W,Left,,,2.451
37404,2S,WW,HEPHY,CAP_W,Left,,,2.428
37404,2S,EE,HEPHY,CAP_W,Left,,,2.364
37404,2S,WW,HEPHY,CAP_W,Left,,,2.414
37404,2S,EE,HEPHY,CAP_W,Left,,,2.426
37404,2S,WW,HEPHY,CAP_W,Left,,,2.421
37404,2S,EE,HEPHY,CAP_W,Left,,,2.378
37404,2S,WW,HEPHY,CAP_W,Left,,,2.376
37404,2S,EE,HEPHY,CAP_W,Left,,,2.391
37404,2S,WW,HEPHY,CAP_W,Left,,,2.422
37405,2S,EE,HEPHY,CAP_W,Left,,,2.456
37405,2S,WW,HEPHY,CAP_W,Left,,,2.447
37405,2S,EE,HEPHY,CAP_W,Left,,,2.39
37405,2S,WW,HEPHY,CAP_W,Left,,,2.435
37405,2S,EE,HEPHY,CAP_W,Left,,,2.382
37405,2S,WW,HEPHY,CAP_W,Left,,,2.343
37405,2S,EE,HEPHY,CAP_W,Left,,,2.413
37405,2S,WW,HEPHY,CAP_W,Left,,,2.436
37405,2S,EE,HEPHY,CAP_W,Left,,,2.365
37405,2S,WW,HEPHY,CAP_W,Left,,,2.401
37405,2S,EE,HEPHY,CAP_W,Left,,,2.425
37405,2S,WW,HEPHY,CAP_W,Left,,,2.45
37405,2S,EE,HEPHY,CAP_W,Left,,,2.402
37405,2S,WW,HEPHY,CAP_W,Left,,,2.454
37405,2S,EE,HEPHY,CAP_W,Left,,,2.407
37405,2S,WW,HEPHY,CAP_W,Left,,,2.417
37405,2S,EE,HEPHY,CAP_W,Left,,,2.383
37405,2S,WW,HEPHY,CAP_W,Left,,,2.421
37405,2S,EE,HEPHY,CAP_W,Left,,,2.382
37405,2S,WW,HEPHY,CAP_W,Left,,,2.41
37405,2S,EE,HEPHY,CAP_W,Left,,,2.392
37405,2S,WW,HEPHY,CAP_W,Left,,,2.402
37406,2S,EE,Brown,CAP_W,Right,20.0,20.052,2.335
37406,2S,WW,Brown,CAP_W,Right,20.0,20.085,2.38
37406,2S,EE,Brown,CAP_W,Right,20.0,20.032,2.327
37406,2S,WW,Brown,CAP_W,Right,20.0,20.025,2.374
37406,2S,EE,Brown,CAP_W,Right,20.0,20.061,2.314
37406,2S,WW,Brown,CAP_W,Right,20.0,20.115,2.364
37406,2S,EE,Brown,CAP_W,Right,20.0,20.258,2.331
37406,2S,WW,Brown,CAP_W,Right,20.0,20.05,2.377
37406,2S,EE,Brown,CAP_W,Right,20.0,20.052,2.337
37406,2S,WW,Brown,CAP_W,Right,20.0,20.035,2.375
37406,2S,EE,Brown,CAP_W,Right,20.0,20.032,2.31
37406,2S,WW,Brown,CAP_W,Right,20.0,20.076,2.384
37406,2S,EE,Brown,CAP_W,Right,20.0,20.164,2.334
37406,2S,WW,Brown,CAP_W,Right,20.0,20.052,2.396
37406,2S,EE,Brown,CAP_W,Right,20.0,20.041,2.337
37406,2S,WW,Brown,CAP_W,Right,20.0,20.045,2.381
37407,2S,EE,Brown,CAP_W,Right,20.0,20.115,2.362
37407,2S,WW,Brown,CAP_W,Right,20.0,20.028,2.416
37407,2S,EE,Brown,CAP_W,Right,20.0,20.051,2.262
37407,2S,WW,Brown,CAP_W,Right,20.0,20.069,2.409
37407,2S,EE,Brown,CAP_W,Right,20.0,20.262,2.384
37407,2S,WW,Brown,CAP_W,Right,20.0,20.053,2.423
37407,2S,EE,Brown,CAP_W,Right,20.0,20.083,2.386
37407,2S,WW,Brown,CAP_W,Right,20.0,20.025,2.43
37407,2S,EE,Brown,CAP_W,Right,20.0,20.084,2.399
37407,2S,WW,Brown,CAP_W,Right,20.0,20.102,2.424
37407,2S,EE,Brown,CAP_W,Right,20.0,20.058,2.347
37407,2S,WW,Brown,CAP_W,Right,20.0,20.059,2.416
37407,2S,EE,Brown,CAP_W,Right,20.0,20.183,2.375
37407,2S,WW,Brown,CAP_W,Right,20.0,20.256,2.421
37407,2S,EE,Brown,CAP_W,Right,20.0,20.054,2.399
37407,2S,WW,Brown,CAP_W,Right,20.0,20.159,2.427
37408,2S,EE,Demokritos,CAP_W,Left,16.2,16.2,2.44814
37408,2S,WW,Demokritos,CAP_W,Left,16.8,16.8,2.47873
37408,2S,EE,Demokritos,CAP_W,Left,20.5,20.5,2.46588
37408,2S,WW,Demokritos,CAP_W,Left,22.0,22.0,2.44226
37408,2S,EE,Demokritos,CAP_W,Left,17.7,17.7,2.4551
37408,2S,WW,Demokritos,CAP_W,Left,18.5,18.5,2.47765
37408,2S,EE,Demokritos,CAP_W,Left,22.1,22.1,2.46226
37408,2S,WW,Demokritos,CAP_W,Left,21.0,21.0,2.45863
37408,2S,EE,Demokritos,CAP_W,Left,19.4,19.4,2.46255
37408,2S,WW,Demokritos,CAP_W,Left,20.4,20.4,2.45706
37408,2S,EE,Demokritos,CAP_W,Left,20.9,20.9,2.43382
37408,2S,WW,Demokritos,CAP_W,Left,20.3,20.3,2.42853
37408,2S,EE,Demokritos,CAP_W,Left,20.6,20.6,2.46412
37408,2S,WW,Demokritos,CAP_W,Left,20.6,20.6,2.48304
37897,2S,EE,Demokritos,CAP_W,Left,19.9,19.9,2.4648
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.029,2.222
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.041,2.295
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.05,2.235
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.038,2.267
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.114,2.237
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.158,2.304
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.048,2.248
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.092,2.295
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.073,2.234
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.088,2.293
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.069,2.247
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.065,2.268
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.067,2.271
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.166,2.282
37895,PSS,EE,Brown,CAP_W,Right,20.0,20.081,2.253
37895,PSS,WW,Brown,CAP_W,Right,20.0,20.092,2.289
37897,2S,WW,Demokritos,CAP_W,Left,19.9,19.9,2.44676
37897,2S,EE,Demokritos,CAP_W,Left,19.1,19.1,2.44431
37897,2S,WW,Demokritos,CAP_W,Left,18.8,18.8,2.45637
37897,2S,EE,Demokritos,CAP_W,Left,19.1,19.1,2.4501
37897,2S,WW,Demokritos,CAP_W,Left,19.4,19.4,2.46922
37897,2S,EE,Demokritos,CAP_W,Left,19.2,19.2,2.445
37897,2S,WW,Demokritos,CAP_W,Left,20.3,20.3,2.4452
37897,2S,EE,Demokritos,CAP_W,Left,19.4,19.4,2.46363
37897,2S,WW,Demokritos,CAP_W,Left,19.6,19.6,2.43657
37897,2S,EE,Demokritos,CAP_W,Left,19.9,19.9,2.4699
37897,2S,WW,Demokritos,CAP_W,Left,20.1,20.1,2.48529
37897,2S,EE,Demokritos,CAP_W,Left,21.0,21.0,2.46667
37897,2S,WW,Demokritos,CAP_W,Left,20.9,20.9,2.45549
37898,2S,EE,HEPHY,CAP_W,Left,,,2.456
37898,2S,WW,HEPHY,CAP_W,Left,,,2.42
37898,2S,EE,HEPHY,CAP_W,Left,,,2.152
37898,2S,WW,HEPHY,CAP_W,Left,,,2.434
37898,2S,EE,HEPHY,CAP_W,Left,,,2.529
37898,2S,WW,HEPHY,CAP_W,Left,,,2.438
37898,2S,EE,HEPHY,CAP_W,Left,,,2.383
37898,2S,WW,HEPHY,CAP_W,Left,,,2.434
37898,2S,EE,HEPHY,CAP_W,Left,,,2.461
37898,2S,WW,HEPHY,CAP_W,Left,,,2.451
37898,2S,EE,HEPHY,CAP_W,Left,,,2.425
37898,2S,WW,HEPHY,CAP_W,Left,,,2.429
37898,2S,EE,HEPHY,CAP_W,Left,,,2.49
37898,2S,WW,HEPHY,CAP_W,Left,,,2.462
37898,2S,EE,HEPHY,CAP_W,Left,,,2.434
37898,2S,WW,HEPHY,CAP_W,Left,,,2.443
37898,2S,EE,HEPHY,CAP_W,Left,,,2.418
37898,2S,WW,HEPHY,CAP_W,Left,,,2.438
37899,2S,EE,HEPHY,CAP_W,Left,,,2.324
37899,2S,WW,HEPHY,CAP_W,Left,,,2.411
37899,2S,EE,HEPHY,CAP_W,Left,,,2.441
37899,2S,WW,HEPHY,CAP_W,Left,,,2.293
37899,2S,EE,HEPHY,CAP_W,Left,,,2.377
37899,2S,WW,HEPHY,CAP_W,Left,,,2.37
37899,2S,EE,HEPHY,CAP_W,Left,,,2.433
37899,2S,WW,HEPHY,CAP_W,Left,,,2.386
37899,2S,EE,HEPHY,CAP_W,Left,,,2.434
37899,2S,WW,HEPHY,CAP_W,Left,,,2.424
37899,2S,EE,HEPHY,CAP_W,Left,,,2.475
37899,2S,WW,HEPHY,CAP_W,Left,,,2.418
37899,2S,EE,HEPHY,CAP_W,Left,,,2.442
37899,2S,WW,HEPHY,CAP_W,Left,,,2.374
37899,2S,EE,HEPHY,CAP_W,Left,,,2.384
37899,2S,WW,HEPHY,CAP_W,Left,,,2.402
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.178
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.22
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.186
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.213
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.191
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.237
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.195
37900,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.233
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.242
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.289
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.257
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.292
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.231
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.303
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.296
37901,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.259
37903,2S,EE,Brown,CAP_W,Right,20.0,20.027,2.248
37903,2S,WW,Brown,CAP_W,Right,20.0,20.02,2.29
37903,2S,EE,Brown,CAP_W,Right,20.0,20.128,2.254
37903,2S,WW,Brown,CAP_W,Right,20.0,20.056,2.272
37903,2S,EE,Brown,CAP_W,Right,20.0,20.064,2.275
37903,2S,WW,Brown,CAP_W,Right,20.0,20.072,2.308
37903,2S,EE,Brown,CAP_W,Right,20.0,20.069,2.288
37903,2S,WW,Brown,CAP_W,Right,20.0,20.074,2.305
37903,2S,EE,Brown,CAP_W,Right,20.0,20.042,2.256
37903,2S,WW,Brown,CAP_W,Right,20.0,20.053,2.302
37903,2S,EE,Brown,CAP_W,Right,20.0,20.024,2.277
37903,2S,WW,Brown,CAP_W,Right,20.0,20.049,2.285
37903,2S,EE,Brown,CAP_W,Right,20.0,20.068,2.271
37903,2S,WW,Brown,CAP_W,Right,20.0,20.166,2.31
37903,2S,EE,Brown,CAP_W,Right,20.0,20.072,2.303
37903,2S,WW,Brown,CAP_W,Right,20.0,20.025,2.317
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.019,2.325
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.08,2.377
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.103,2.333
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.069,2.392
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.213,2.361
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.068,2.385
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.062,2.355
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.145,2.396
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.196,2.35
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.034,2.383
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.058,2.324
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.058,2.382
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.064,2.371
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.052,2.381
37896,PSS,EE,Brown,CAP_W,Right,20.0,20.066,2.358
37896,PSS,WW,Brown,CAP_W,Right,20.0,20.046,2.393
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.052,2.366
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.01,2.412
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.072,2.369
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.143,2.424
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.1,2.396
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.058,2.433
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.11,2.394
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.159,2.438
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.17,2.382
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.199,2.456
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.113,2.385
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.204,2.431
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.223,2.411
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.21,2.432
38212,PSS,EE,Brown,CAP_W,Right,20.0,20.223,2.418
38212,PSS,WW,Brown,CAP_W,Right,20.0,20.114,2.44
37904,2S,EE,Demokritos,CAP_W,Left,18.8,18.8,2.42255
37904,2S,WW,Demokritos,CAP_W,Left,18.9,18.9,2.46206
37904,2S,EE,Demokritos,CAP_W,Left,17.6,17.6,2.47373
37904,2S,WW,Demokritos,CAP_W,Left,19.5,19.5,2.44118
37904,2S,EE,Demokritos,CAP_W,Left,14.7,14.7,2.45686
37904,2S,WW,Demokritos,CAP_W,Left,18.6,18.6,2.4702
37904,2S,EE,Demokritos,CAP_W,Left,21.0,21.0,2.4798
37904,2S,WW,Demokritos,CAP_W,Left,17.5,17.5,2.47324
37904,2S,EE,Demokritos,CAP_W,Left,18.0,18.0,2.46637
37904,2S,WW,Demokritos,CAP_W,Left,18.2,18.2,2.43647
37904,2S,EE,Demokritos,CAP_W,Left,18.1,18.1,2.45578
37904,2S,EE,Demokritos,CAP_W,Left,18.2,18.2,2.45137
37904,2S,EE,Demokritos,CAP_W,Left,18.8,18.8,2.45784
37904,2S,WW,Demokritos,CAP_W,Left,19.7,19.7,2.45922
37905,2S,EE,Demokritos,CAP_W,Left,14.9,14.9,2.48118
37905,2S,WW,Demokritos,CAP_W,Left,15.3,15.3,2.46627
37905,2S,EE,Demokritos,CAP_W,Left,20.0,20.0,2.46892
37905,2S,WW,Demokritos,CAP_W,Left,19.6,19.6,2.45922
37905,2S,EE,Demokritos,CAP_W,Left,17.0,17.0,2.46265
37905,2S,WW,Demokritos,CAP_W,Left,18.1,18.1,2.4502
37905,2S,EE,Demokritos,CAP_W,Left,19.0,19.0,2.45186
37905,2S,WW,Demokritos,CAP_W,Left,20.5,20.5,2.4701
37905,2S,EE,Demokritos,CAP_W,Left,19.1,19.1,2.44618
37905,2S,WW,Demokritos,CAP_W,Left,19.8,19.8,2.46216
37905,2S,EE,Demokritos,CAP_W,Left,20.8,20.8,2.45892
37905,2S,WW,Demokritos,CAP_W,Left,20.7,20.7,2.45833
37905,2S,EE,Demokritos,CAP_W,Left,21.1,21.1,2.46265
37905,2S,WW,Demokritos,CAP_W,Left,22.0,22.0,2.48324
37906,2S,EE,HEPHY,CAP_W,Right,,,2.451
37906,2S,EE,HEPHY,CAP_W,Left,,,2.519
37906,2S,WW,HEPHY,CAP_W,Right,,,2.463
37906,2S,WW,HEPHY,CAP_W,Left,,,2.417
37906,2S,EE,HEPHY,CAP_W,Left,,,1.68
37906,2S,WW,HEPHY,CAP_W,Left,,,2.45
37906,2S,EE,HEPHY,CAP_W,Right,,,2.388
37906,2S,EE,HEPHY,CAP_W,Left,,,2.48
37906,2S,WW,HEPHY,CAP_W,Left,,,2.392
37906,2S,WW,HEPHY,CAP_W,Right,,,2.414
37906,2S,EE,HEPHY,CAP_W,Left,,,2.487
37906,2S,WW,HEPHY,CAP_W,Left,,,2.458
37906,2S,EE,HEPHY,CAP_W,Left,,,2.426
37906,2S,WW,HEPHY,CAP_W,Left,,,2.428
37906,2S,EE,HEPHY,CAP_W,Left,,,2.444
37906,2S,WW,HEPHY,CAP_W,Left,,,2.468
37906,2S,EE,HEPHY,CAP_W,Left,,,2.438
37906,2S,WW,HEPHY,CAP_W,Left,,,2.418
37906,2S,EE,HEPHY,CAP_W,Left,,,2.413
37906,2S,WW,HEPHY,CAP_W,Left,,,2.247
37907,2S,EE,HEPHY,CAP_W,Left,,,2.5
37907,2S,WW,HEPHY,CAP_W,Left,,,2.46
37907,2S,EE,HEPHY,CAP_W,Left,,,2.506
37907,2S,WW,HEPHY,CAP_W,Left,,,2.438
37907,2S,EE,HEPHY,CAP_W,Left,,,2.511
37907,2S,WW,HEPHY,CAP_W,Left,,,2.47
37907,2S,EE,HEPHY,CAP_W,Left,,,2.537
37907,2S,WW,HEPHY,CAP_W,Left,,,2.493
37907,2S,EE,HEPHY,CAP_W,Left,,,2.312
37907,2S,WW,HEPHY,CAP_W,Left,,,2.391
37907,2S,EE,HEPHY,CAP_W,Left,,,2.469
37907,2S,WW,HEPHY,CAP_W,Left,,,2.443
37907,2S,EE,HEPHY,CAP_W,Left,,,2.517
37907,2S,WW,HEPHY,CAP_W,Left,,,2.471
37907,2S,EE,HEPHY,CAP_W,Left,,,2.426
37907,2S,WW,HEPHY,CAP_W,Left,,,2.43
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.262
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.252
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.279
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.257
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.311
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,2.269
