batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,CAC_PFRD
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.046,2.32
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.362
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.003,2.312
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.002,2.333
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.261
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.33
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.107,2.041
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.005,2.343
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.053,2.315
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.004,2.341
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.014,2.317
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.004,2.341
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.048,2.33
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.008,2.35
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.109,2.34
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.338
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.05,2.313
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.159,2.356
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.028,2.337
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.344
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.079,2.279
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.033,2.356
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.172,2.315
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.348
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.033,2.342
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.01,2.349
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.001,2.312
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.014,2.38
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.051,2.323
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.013,2.367
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.002,2.341
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.13,2.353
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.394
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.058,2.355
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.02,2.405
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.003,2.328
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.009,2.403
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.022,2.363
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.017,2.382
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.005,2.349
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.086,2.396
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.076,2.337
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.019,2.386
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.005,2.36
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.005,2.371
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.382
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.368
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.325
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.036,2.365
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.112,2.344
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.005,2.377
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.002,2.34
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.895,2.379
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.008,2.349
34254,PSS,WW,Brown,CAP_E,Right,20.0,19.981,2.362
34254,PSS,EE,Brown,CAP_E,Left,20.0,20.044,2.39
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.343
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.004,2.308
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.003,2.335
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.014,2.37
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.015,2.353
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.157,2.394
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.319
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.09,2.346
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.008,2.368
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.063,2.368
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.358
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.017,2.398
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.022,2.37
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.01,2.223
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.002,2.336
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.384
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.124,2.281
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.06,2.378
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.075,2.339
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.021,2.373
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.071,2.343
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.031,2.361
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.02,2.369
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.002,2.374
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.013,2.335
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.177,2.402
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.004,2.333
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.004,2.378
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.009,2.343
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.335
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.008,2.345
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.062,2.35
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.016,2.394
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.001,2.333
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.008,2.394
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.073,2.32
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.017,2.367
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.337
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.365
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.369
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.344
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.37
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.328
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.335
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.333
34353,2S,EE,Brown,CAP_E,Right,20.0,20.02,2.26
34353,2S,WW,Brown,CAP_E,Right,20.0,20.038,2.084
34353,2S,EE,Brown,CAP_E,Right,20.0,20.089,2.301
34353,2S,WW,Brown,CAP_E,Right,20.0,20.218,2.374
34353,2S,EE,Brown,CAP_E,Right,20.0,20.066,2.293
34353,2S,WW,Brown,CAP_E,Right,20.0,20.093,2.345
34353,2S,EE,Brown,CAP_E,Right,20.0,20.101,2.245
34353,2S,WW,Brown,CAP_E,Right,20.0,20.058,2.246
34353,2S,EE,Brown,CAP_E,Right,20.0,20.022,2.274
34353,2S,WW,Brown,CAP_E,Right,20.0,20.038,2.354
34353,2S,EE,Brown,CAP_E,Right,20.0,20.103,2.311
34353,2S,WW,Brown,CAP_E,Right,20.0,20.048,2.357
34353,2S,EE,Brown,CAP_E,Right,20.0,20.075,2.316
34353,2S,WW,Brown,CAP_E,Right,20.0,20.029,2.303
34353,2S,EE,Brown,CAP_E,Right,20.0,20.088,2.321
34353,2S,WW,Brown,CAP_E,Right,20.0,20.059,2.256
34353,2S,EE,Brown,CAP_E,Right,20.0,20.032,2.302
34353,2S,WW,Brown,CAP_E,Right,20.0,20.042,2.33
34353,2S,EE,Brown,CAP_E,Right,20.0,20.089,2.309
34353,2S,WW,Brown,CAP_E,Right,20.0,20.041,2.355
34353,2S,EE,Brown,CAP_E,Right,20.0,20.002,2.311
34353,2S,WW,Brown,CAP_E,Right,20.0,20.003,2.345
34353,2S,EE,Brown,CAP_E,Right,20.0,20.012,2.316
34353,2S,WW,Brown,CAP_E,Right,20.0,20.005,2.341
34353,2S,EE,Brown,CAP_E,Right,20.0,20.004,2.311
34353,2S,WW,Brown,CAP_E,Right,20.0,20.005,2.365
34353,2S,EE,Brown,CAP_E,Right,20.0,20.017,2.318
34353,2S,WW,Brown,CAP_E,Right,20.0,20.006,2.357
34353,2S,EE,Brown,CAP_E,Right,20.0,20.001,2.335
34353,2S,WW,Brown,CAP_E,Right,20.0,20.004,2.385
34353,2S,EE,Brown,CAP_E,Right,20.0,20.009,2.329
34353,2S,WW,Brown,CAP_E,Right,20.0,20.009,2.367
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.358
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.353
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.339
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.332
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.308
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.367
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.293
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.349
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.318
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.368
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.25
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.319
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.356
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.348
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.35
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.381
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.36
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.359
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.337
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.314
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.311
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.386
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.334
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.364
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.318
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.307
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.321
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.344
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.333
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.328
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.377
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.315
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.294
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.357
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.317
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.351
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.276
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.353
34359,2S,EE,Brown,CAP_E,Right,20.0,20.005,2.329
34359,2S,WW,Brown,CAP_E,Right,20.0,20.007,2.308
34359,2S,EE,Brown,CAP_E,Right,20.0,20.085,2.346
34359,2S,WW,Brown,CAP_E,Right,20.0,20.175,2.376
34359,2S,EE,Brown,CAP_E,Right,20.0,20.005,2.297
34359,2S,WW,Brown,CAP_E,Right,20.0,20.002,2.388
34359,2S,EE,Brown,CAP_E,Right,20.0,20.01,2.387
34359,2S,WW,Brown,CAP_E,Right,20.0,20.071,2.371
34359,2S,EE,Brown,CAP_E,Right,20.0,20.004,2.378
34359,2S,WW,Brown,CAP_E,Right,20.0,20.007,2.352
34359,2S,EE,Brown,CAP_E,Right,20.0,20.032,2.365
34359,2S,WW,Brown,CAP_E,Right,20.0,20.023,2.406
34359,2S,EE,Brown,CAP_E,Right,20.0,20.082,2.357
34359,2S,WW,Brown,CAP_E,Right,20.0,20.003,2.329
34359,2S,EE,Brown,CAP_E,Right,20.0,20.007,2.347
34359,2S,WW,Brown,CAP_E,Right,20.0,20.023,2.427
34359,2S,EE,Brown,CAP_E,Right,20.0,20.003,2.305
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,2.368
34359,2S,EE,Brown,CAP_E,Right,20.0,20.03,1.998
34359,2S,WW,Brown,CAP_E,Right,20.0,20.121,2.422
34359,2S,EE,Brown,CAP_E,Right,20.0,20.061,2.328
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,2.395
34359,2S,EE,Brown,CAP_E,Right,20.0,20.007,1.949
34359,2S,WW,Brown,CAP_E,Right,20.0,20.103,2.402
34359,2S,EE,Brown,CAP_E,Right,20.0,20.003,2.305
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,2.4
34359,2S,EE,Brown,CAP_E,Right,20.0,20.009,2.399
34359,2S,WW,Brown,CAP_E,Right,20.0,20.175,2.393
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.041,2.32
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.028,2.321
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.02,2.309
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.015,2.276
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.042,2.349
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.102,2.32
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.123,2.365
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.007,2.299
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.039,2.242
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.101,2.267
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.038,2.346
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.281
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.036,2.371
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.095,2.311
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.041,2.299
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.003,2.281
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.014,2.357
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.074,2.333
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.026,2.359
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.056,2.294
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.033,2.164
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.1,2.325
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.062,2.354
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.055,2.322
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.089,2.378
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.079,2.325
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.006,2.326
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.012,2.371
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.062,2.316
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.208,2.329
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.008,2.307
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.034,2.387
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.09,2.334
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.225,2.37
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.017,2.32
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.1,2.373
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.104,2.319
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.052,2.334
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.015,2.335
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.009,2.342
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.065,2.326
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.019,2.304
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.059,2.318
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.002,2.295
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.007,2.346
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.024,2.313
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.003,2.34
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.037,2.329
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.026,2.37
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.012,2.317
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.006,2.194
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.058,2.338
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.013,2.343
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.02,2.334
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.062,2.359
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.119,2.334
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.023,2.372
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.028,2.329
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.01,2.378
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.069,2.335
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.02,2.372
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.044,2.299
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.064,2.382
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.033,2.257
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.032,2.213
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.047,2.278
34343,PSS,EE,Brown,CAP_E,Left,20.0,20.062,2.088
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.014,2.366
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.076,2.272
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.027,2.315
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.033,2.336
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.085,2.386
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.148,2.332
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.098,2.366
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.008,2.344
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.029,2.354
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.076,2.346
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.007,2.391
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.339
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.325
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.32
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.314
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.305
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.326
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.275
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,2.309
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.338
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.353
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.321
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.349
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.326
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.326
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,2.317
35722,2S,EE,Brown,CAP_E,Right,20.0,20.055,2.195
35722,2S,WW,Brown,CAP_E,Right,20.0,20.004,2.254
35722,2S,EE,Brown,CAP_E,Right,20.0,20.028,2.2
35722,2S,WW,Brown,CAP_E,Right,20.0,20.013,2.25
35722,2S,EE,Brown,CAP_E,Right,20.0,20.23,2.2
35722,2S,WW,Brown,CAP_E,Right,20.0,20.006,2.24
35722,2S,EE,Brown,CAP_E,Right,20.0,20.032,2.214
35722,2S,WW,Brown,CAP_E,Right,20.0,20.031,2.229
