batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,DOX_NM
37907,2S,WW,HEPHY,CAP_W,Left,,,236.113
37907,2S,EE,HEPHY,CAP_W,Left,,,229.941
37907,2S,WW,HEPHY,CAP_W,Left,,,233.932
37907,2S,EE,HEPHY,CAP_W,Left,,,252.324
37907,2S,WW,HEPHY,CAP_W,Left,,,243.928
37907,2S,EE,HEPHY,CAP_W,Left,,,236.276
37907,2S,WW,HEPHY,CAP_W,Left,,,238.748
37907,2S,EE,HEPHY,CAP_W,Left,,,231.726
37907,2S,WW,HEPHY,CAP_W,Left,,,236.031
37907,2S,EE,HEPHY,CAP_W,Left,,,240.425
37907,2S,WW,HEPHY,CAP_W,Left,,,240.043
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.987
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.133
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.063
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.559
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.517
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.191
38194,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.626
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.739
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.726
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.532
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.725
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.063
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,250.781
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,254.833
38195,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.081
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,257.532
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,251.429
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,249.388
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,254.722
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,254.722
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,249.601
38213,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.408
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.19
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,254.944
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.845
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,255.39
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.19
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.065
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,248.326
38711,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.946
38712,PSS,EE,HEPHY,CAP_W,Left,,,237.879
38712,PSS,WW,HEPHY,CAP_W,Left,,,238.45
38712,PSS,EE,HEPHY,CAP_W,Left,,,238.286
38712,PSS,WW,HEPHY,CAP_W,Left,,,238.106
38712,PSS,EE,HEPHY,CAP_W,Left,,,234.894
38712,PSS,WW,HEPHY,CAP_W,Left,,,240.794
38712,PSS,EE,HEPHY,CAP_W,Left,,,233.54
38712,PSS,WW,HEPHY,CAP_W,Left,,,239.586
38712,PSS,EE,HEPHY,CAP_W,Left,,,245.503
38712,PSS,WW,HEPHY,CAP_W,Left,,,237.811
38712,PSS,EE,HEPHY,CAP_W,Left,,,242.321
38712,PSS,WW,HEPHY,CAP_W,Left,,,238.797
38712,PSS,EE,HEPHY,CAP_W,Left,,,235.625
38712,PSS,WW,HEPHY,CAP_W,Left,,,236.935
38712,PSS,EE,HEPHY,CAP_W,Left,,,242.971
38712,PSS,WW,HEPHY,CAP_W,Left,,,240.781
38712,PSS,EE,HEPHY,CAP_W,Left,,,243.714
38712,PSS,WW,HEPHY,CAP_W,Left,,,242.713
38197,2S,EE,HEPHY,CAP_W,Left,,,233.817
38197,2S,WW,HEPHY,CAP_W,Left,,,240.129
38197,2S,EE,HEPHY,CAP_W,Left,,,231.931
38197,2S,WW,HEPHY,CAP_W,Left,,,239.156
38197,2S,EE,HEPHY,CAP_W,Left,,,238.054
38197,2S,WW,HEPHY,CAP_W,Left,,,238.326
38197,2S,EE,HEPHY,CAP_W,Left,,,236.493
38197,2S,WW,HEPHY,CAP_W,Left,,,243.294
38197,2S,EE,HEPHY,CAP_W,Left,,,238.758
38197,2S,WW,HEPHY,CAP_W,Left,,,238.684
38197,2S,EE,HEPHY,CAP_W,Left,,,234.027
38197,2S,WW,HEPHY,CAP_W,Left,,,239.631
38197,2S,EE,HEPHY,CAP_W,Left,,,268.473
38197,2S,WW,HEPHY,CAP_W,Left,,,239.806
38197,2S,EE,HEPHY,CAP_W,Left,,,238.762
38197,2S,WW,HEPHY,CAP_W,Left,,,241.432
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.532
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.708
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.175
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,254.278
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,247.274
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,248.644
38198,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.736
38200,2S,EE,HEPHY,CAP_W,Left,,,233.009
38200,2S,WW,HEPHY,CAP_W,Left,,,233.914
38200,2S,EE,HEPHY,CAP_W,Left,,,236.458
38200,2S,WW,HEPHY,CAP_W,Left,,,235.354
38200,2S,EE,HEPHY,CAP_W,Left,,,230.729
38200,2S,WW,HEPHY,CAP_W,Left,,,234.24
38200,2S,EE,HEPHY,CAP_W,Left,,,237.659
38200,2S,WW,HEPHY,CAP_W,Left,,,233.321
38200,2S,EE,HEPHY,CAP_W,Left,,,239.504
38200,2S,WW,HEPHY,CAP_W,Left,,,230.768
38200,2S,EE,HEPHY,CAP_W,Left,,,234.874
38200,2S,WW,HEPHY,CAP_W,Left,,,232.372
38200,2S,EE,HEPHY,CAP_W,Left,,,238.838
38200,2S,WW,HEPHY,CAP_W,Left,,,235.275
38200,2S,EE,HEPHY,CAP_W,Left,,,238.824
38200,2S,WW,HEPHY,CAP_W,Left,,,236.244
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,264.897
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.532
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,263.105
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.191
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.133
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.852
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,260.987
38201,2S,WW,Perugia,CAP_W,Left,20.0,20.0,260.173
38202,2S,EE,Brown,CAP_W,Right,20.0,20.043,243.704
38202,2S,WW,Brown,CAP_W,Right,20.0,20.034,239.701
38202,2S,EE,Brown,CAP_W,Right,20.0,20.156,243.999
38202,2S,WW,Brown,CAP_W,Right,20.0,20.016,239.543
38202,2S,EE,Brown,CAP_W,Right,20.0,20.02,242.37
38202,2S,WW,Brown,CAP_W,Right,20.0,20.054,237.71
38202,2S,EE,Brown,CAP_W,Right,20.0,20.03,235.344
38202,2S,WW,Brown,CAP_W,Right,20.0,20.026,235.997
38202,2S,EE,Brown,CAP_W,Right,20.0,20.001,240.651
38202,2S,WW,Brown,CAP_W,Right,20.0,20.006,241.134
38202,2S,EE,Brown,CAP_W,Right,20.0,20.005,244.153
38202,2S,WW,Brown,CAP_W,Right,20.0,20.007,238.664
38202,2S,EE,Brown,CAP_W,Right,20.0,20.002,240.546
38202,2S,WW,Brown,CAP_W,Right,20.0,20.214,236.98
38202,2S,EE,Brown,CAP_W,Right,20.0,20.017,241.348
38202,2S,WW,Brown,CAP_W,Right,20.0,20.023,242.162
38691,2S,EE,HEPHY,CAP_W,Left,,,229.723
38691,2S,WW,HEPHY,CAP_W,Left,,,231.009
38691,2S,EE,HEPHY,CAP_W,Left,,,229.683
38691,2S,WW,HEPHY,CAP_W,Left,,,233.879
38691,2S,EE,HEPHY,CAP_W,Left,,,234.827
38691,2S,WW,HEPHY,CAP_W,Left,,,236.255
38691,2S,EE,HEPHY,CAP_W,Left,,,234.004
38691,2S,WW,HEPHY,CAP_W,Left,,,236.878
38691,2S,EE,HEPHY,CAP_W,Left,,,226.303
38691,2S,WW,HEPHY,CAP_W,Left,,,233.848
38691,2S,EE,HEPHY,CAP_W,Left,,,230.091
38691,2S,WW,HEPHY,CAP_W,Left,,,231.771
38691,2S,EE,HEPHY,CAP_W,Left,,,241.99
38691,2S,WW,HEPHY,CAP_W,Left,,,236.364
38691,2S,EE,HEPHY,CAP_W,Left,,,234.428
38691,2S,WW,HEPHY,CAP_W,Left,,,233.416
38693,2S,EE,Brown,CAP_W,Right,20.0,20.015,248.998
38693,2S,WW,Brown,CAP_W,Right,20.0,20.154,242.053
38693,2S,EE,Brown,CAP_W,Right,20.0,20.008,246.173
38693,2S,WW,Brown,CAP_W,Right,20.0,20.02,243.254
38693,2S,EE,Brown,CAP_W,Right,20.0,20.02,243.806
38693,2S,WW,Brown,CAP_W,Right,20.0,20.101,239.23
38693,2S,EE,Brown,CAP_W,Right,20.0,20.089,245.132
38693,2S,WW,Brown,CAP_W,Right,20.0,20.053,240.544
38693,2S,EE,Brown,CAP_W,Right,20.0,20.011,244.207
38693,2S,WW,Brown,CAP_W,Right,20.0,20.157,238.376
38693,2S,EE,Brown,CAP_W,Right,20.0,20.131,249.508
38693,2S,WW,Brown,CAP_W,Right,20.0,20.01,240.826
38693,2S,EE,Brown,CAP_W,Right,20.0,20.122,247.05
38693,2S,WW,Brown,CAP_W,Right,20.0,20.07,239.846
38693,2S,EE,Brown,CAP_W,Right,20.0,20.015,242.126
38693,2S,WW,Brown,CAP_W,Right,20.0,20.006,248.345
38694,2S,EE,Brown,CAP_W,Right,20.0,20.013,253.005
38694,2S,WW,Brown,CAP_W,Right,20.0,20.019,241.004
38694,2S,EE,Brown,CAP_W,Right,20.0,20.002,247.517
38694,2S,WW,Brown,CAP_W,Right,20.0,20.013,243.292
38694,2S,EE,Brown,CAP_W,Right,20.0,20.092,243.879
38694,2S,WW,Brown,CAP_W,Right,20.0,20.239,254.65
38694,2S,EE,Brown,CAP_W,Right,20.0,20.028,246.211
38694,2S,WW,Brown,CAP_W,Right,20.0,20.177,241.493
38694,2S,EE,Brown,CAP_W,Right,20.0,20.034,247.111
38694,2S,WW,Brown,CAP_W,Right,20.0,20.006,263.623
38694,2S,EE,Brown,CAP_W,Right,20.0,20.006,244.946
38694,2S,WW,Brown,CAP_W,Right,20.0,20.014,241.594
38694,2S,EE,Brown,CAP_W,Right,20.0,20.057,244.315
38694,2S,WW,Brown,CAP_W,Right,20.0,20.025,240.444
38694,2S,EE,Brown,CAP_W,Right,20.0,20.011,245.373
38694,2S,WW,Brown,CAP_W,Right,20.0,20.022,253.806
38713,2S,EE,Brown,CAP_W,Right,20.0,20.013,259.796
38713,2S,WW,Brown,CAP_W,Right,20.0,20.03,244.588
38713,2S,EE,Brown,CAP_W,Right,20.0,20.262,250.008
38713,2S,WW,Brown,CAP_W,Right,20.0,20.012,246.701
38713,2S,EE,Brown,CAP_W,Right,20.0,20.041,256.335
38713,2S,WW,Brown,CAP_W,Right,20.0,20.054,252.143
38713,2S,EE,Brown,CAP_W,Right,20.0,20.022,249.47
38713,2S,WW,Brown,CAP_W,Right,20.0,20.029,243.169
38713,2S,EE,Brown,CAP_W,Right,20.0,20.016,264.544
38713,2S,WW,Brown,CAP_W,Right,20.0,20.014,244.153
38713,2S,EE,Brown,CAP_W,Right,20.0,20.008,247.581
38713,2S,WW,Brown,CAP_W,Right,20.0,20.008,243.688
38713,2S,EE,Brown,CAP_W,Right,20.0,20.031,248.368
38713,2S,WW,Brown,CAP_W,Right,20.0,20.026,243.891
38713,2S,EE,Brown,CAP_W,Right,20.0,20.01,247.147
38713,2S,WW,Brown,CAP_W,Right,20.0,20.03,246.2
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.95
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,251.213
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.614
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.408
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.835
38716,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.922
38695,2S,EE,Brown,CAP_W,Right,20.0,20.015,243.682
38695,2S,WW,Brown,CAP_W,Right,20.0,20.072,239.307
38695,2S,EE,Brown,CAP_W,Right,20.0,20.005,247.494
38695,2S,WW,Brown,CAP_W,Right,20.0,20.009,239.333
38695,2S,EE,Brown,CAP_W,Right,20.0,20.058,244.408
38695,2S,WW,Brown,CAP_W,Right,20.0,20.218,239.294
38695,2S,EE,Brown,CAP_W,Right,20.0,20.017,246.395
38695,2S,WW,Brown,CAP_W,Right,20.0,20.051,238.022
38695,2S,EE,Brown,CAP_W,Right,20.0,20.257,245.838
38695,2S,WW,Brown,CAP_W,Right,20.0,20.114,241.343
38695,2S,EE,Brown,CAP_W,Right,20.0,20.006,248.993
38695,2S,WW,Brown,CAP_W,Right,20.0,20.051,240.895
38695,2S,EE,Brown,CAP_W,Right,20.0,20.066,246.557
38695,2S,WW,Brown,CAP_W,Right,20.0,20.166,238.875
38695,2S,EE,Brown,CAP_W,Right,20.0,20.006,244.898
38695,2S,WW,Brown,CAP_W,Right,20.0,20.05,240.047
38696,2S,EE,Brown,CAP_W,Right,20.0,20.022,246.985
38696,2S,WW,Brown,CAP_W,Right,20.0,20.035,238.849
38696,2S,EE,Brown,CAP_W,Right,20.0,20.002,244.421
38696,2S,WW,Brown,CAP_W,Right,20.0,20.01,239.15
38696,2S,EE,Brown,CAP_W,Right,20.0,20.039,243.028
38696,2S,WW,Brown,CAP_W,Right,20.0,20.235,237.965
38696,2S,EE,Brown,CAP_W,Right,20.0,20.019,241.796
38696,2S,WW,Brown,CAP_W,Right,20.0,20.166,239.079
38696,2S,EE,Brown,CAP_W,Right,20.0,20.008,242.952
38696,2S,WW,Brown,CAP_W,Right,20.0,20.029,239.644
38696,2S,EE,Brown,CAP_W,Right,20.0,20.005,246.304
38696,2S,WW,Brown,CAP_W,Right,20.0,20.003,240.269
38696,2S,EE,Brown,CAP_W,Right,20.0,20.03,248.177
38696,2S,WW,Brown,CAP_W,Right,20.0,20.218,238.747
38696,2S,EE,Brown,CAP_W,Right,20.0,20.028,241.474
38696,2S,WW,Brown,CAP_W,Right,20.0,20.022,241.538
38696,2S,EE,Brown,CAP_W,Right,20.0,20.007,244.319
38696,2S,WW,Brown,CAP_W,Right,20.0,20.005,238.102
38696,2S,EE,Brown,CAP_W,Right,20.0,20.116,241.567
38696,2S,WW,Brown,CAP_W,Right,20.0,20.012,238.052
38868,2S,EE,HEPHY,CAP_W,Left,,,229.795
38868,2S,WW,HEPHY,CAP_W,Left,,,234.215
38868,2S,EE,HEPHY,CAP_W,Left,,,229.039
38868,2S,WW,HEPHY,CAP_W,Left,,,233.598
38868,2S,EE,HEPHY,CAP_W,Left,,,234.798
38868,2S,WW,HEPHY,CAP_W,Left,,,237.944
38868,2S,EE,HEPHY,CAP_W,Left,,,236.169
38868,2S,WW,HEPHY,CAP_W,Left,,,239.439
38868,2S,EE,HEPHY,CAP_W,Left,,,231.251
38868,2S,WW,HEPHY,CAP_W,Left,,,233.519
38868,2S,EE,HEPHY,CAP_W,Left,,,232.27
38868,2S,WW,HEPHY,CAP_W,Left,,,232.706
38868,2S,EE,HEPHY,CAP_W,Left,,,239.948
38868,2S,WW,HEPHY,CAP_W,Left,,,236.716
38868,2S,EE,HEPHY,CAP_W,Left,,,238.744
38868,2S,WW,HEPHY,CAP_W,Left,,,235.335
38871,2S,EE,HEPHY,CAP_W,Left,,,236.306
38871,2S,WW,HEPHY,CAP_W,Left,,,240.165
38871,2S,EE,HEPHY,CAP_W,Left,,,236.61
38871,2S,WW,HEPHY,CAP_W,Left,,,244.235
38871,2S,EE,HEPHY,CAP_W,Left,,,241.68
38871,2S,WW,HEPHY,CAP_W,Left,,,243.342
38871,2S,EE,HEPHY,CAP_W,Left,,,243.986
38871,2S,WW,HEPHY,CAP_W,Left,,,239.851
38871,2S,EE,HEPHY,CAP_W,Left,,,234.752
38871,2S,WW,HEPHY,CAP_W,Left,,,238.616
38871,2S,EE,HEPHY,CAP_W,Left,,,236.746
38871,2S,WW,HEPHY,CAP_W,Left,,,239.626
38871,2S,EE,HEPHY,CAP_W,Left,,,242.253
38871,2S,WW,HEPHY,CAP_W,Left,,,240.215
38871,2S,EE,HEPHY,CAP_W,Left,,,242.133
38871,2S,WW,HEPHY,CAP_W,Left,,,241.61
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.174
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,251.321
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.299
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.299
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,251.972
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,246.439
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,246.127
38920,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,249.815
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.174
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,252.299
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.504
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,248.221
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.504
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,246.856
38921,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,250.997
38873,2S,EE,Brown,CAP_W,Right,20.0,20.026,245.527
38873,2S,WW,Brown,CAP_W,Right,20.0,20.192,239.24
38873,2S,EE,Brown,CAP_W,Right,20.0,20.005,242.86
38873,2S,WW,Brown,CAP_W,Right,20.0,20.124,237.443
38873,2S,EE,Brown,CAP_W,Right,20.0,20.005,245.232
38873,2S,WW,Brown,CAP_W,Right,20.0,20.006,237.525
38873,2S,EE,Brown,CAP_W,Right,20.0,20.05,250.612
38873,2S,WW,Brown,CAP_W,Right,20.0,20.028,236.599
38873,2S,EE,Brown,CAP_W,Right,20.0,20.018,242.384
38873,2S,WW,Brown,CAP_W,Right,20.0,20.083,239.119
38874,2S,EE,Brown,CAP_W,Right,20.0,20.175,244.401
38874,2S,WW,Brown,CAP_W,Right,20.0,20.005,240.755
38874,2S,EE,Brown,CAP_W,Right,20.0,20.021,245.838
38874,2S,WW,Brown,CAP_W,Right,20.0,20.005,244.279
38874,2S,EE,Brown,CAP_W,Right,20.0,20.009,243.595
38874,2S,WW,Brown,CAP_W,Right,20.0,20.004,238.252
38874,2S,EE,Brown,CAP_W,Right,20.0,20.076,243.927
38874,2S,WW,Brown,CAP_W,Right,20.0,20.037,237.482
38874,2S,EE,Brown,CAP_W,Right,20.0,20.063,242.891
38874,2S,WW,Brown,CAP_W,Right,20.0,20.004,236.61
38874,2S,EE,Brown,CAP_W,Right,20.0,20.007,241.128
38874,2S,WW,Brown,CAP_W,Right,20.0,20.139,238.348
38875,2S,EE,Brown,CAP_W,Right,20.0,20.004,244.718
38875,2S,WW,Brown,CAP_W,Right,20.0,20.001,240.094
38875,2S,EE,Brown,CAP_W,Right,20.0,20.011,246.101
38875,2S,WW,Brown,CAP_W,Right,20.0,20.008,239.125
38875,2S,EE,Brown,CAP_W,Right,20.0,20.0,244.915
38875,2S,WW,Brown,CAP_W,Right,20.0,20.004,241.35
38875,2S,EE,Brown,CAP_W,Right,20.0,20.089,243.733
38875,2S,WW,Brown,CAP_W,Right,20.0,20.173,238.736
38875,2S,EE,Brown,CAP_W,Right,20.0,20.019,245.049
38875,2S,WW,Brown,CAP_W,Right,20.0,20.003,242.386
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,248.962
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.922
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,251.646
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.725
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.305
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.736
38877,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.646
38878,2S,EE,HEPHY,CAP_W,Left,,,235.097
38878,2S,WW,HEPHY,CAP_W,Left,,,241.046
38878,2S,EE,HEPHY,CAP_W,Left,,,233.488
38878,2S,WW,HEPHY,CAP_W,Left,,,243.639
38878,2S,EE,HEPHY,CAP_W,Left,,,240.642
38878,2S,WW,HEPHY,CAP_W,Left,,,246.398
38878,2S,EE,HEPHY,CAP_W,Left,,,238.837
38878,2S,WW,HEPHY,CAP_W,Left,,,246.59
38878,2S,EE,HEPHY,CAP_W,Left,,,238.297
38878,2S,WW,HEPHY,CAP_W,Left,,,239.434
38878,2S,EE,HEPHY,CAP_W,Left,,,233.456
38878,2S,WW,HEPHY,CAP_W,Left,,,237.376
38878,2S,EE,HEPHY,CAP_W,Left,,,244.242
38878,2S,WW,HEPHY,CAP_W,Left,,,240.937
38878,2S,EE,HEPHY,CAP_W,Left,,,243.943
38878,2S,WW,HEPHY,CAP_W,Left,,,242.331
38879,2S,EE,HEPHY,CAP_W,Left,,,242.86
38879,2S,WW,HEPHY,CAP_W,Left,,,242.069
38879,2S,EE,HEPHY,CAP_W,Left,,,236.01
38879,2S,WW,HEPHY,CAP_W,Left,,,242.308
38879,2S,EE,HEPHY,CAP_W,Left,,,242.428
38879,2S,WW,HEPHY,CAP_W,Left,,,244.455
38879,2S,EE,HEPHY,CAP_W,Left,,,234.345
38879,2S,WW,HEPHY,CAP_W,Left,,,243.513
38879,2S,EE,HEPHY,CAP_W,Left,,,244.923
38879,2S,WW,HEPHY,CAP_W,Left,,,241.321
38879,2S,EE,HEPHY,CAP_W,Left,,,244.889
38879,2S,WW,HEPHY,CAP_W,Left,,,243.103
38879,2S,EE,HEPHY,CAP_W,Left,,,240.569
38879,2S,WW,HEPHY,CAP_W,Left,,,239.475
38879,2S,EE,HEPHY,CAP_W,Left,,,247.812
38879,2S,WW,HEPHY,CAP_W,Left,,,243.72
38880,2S,EE,HEPHY,CAP_W,Left,,,239.228
38880,2S,WW,HEPHY,CAP_W,Left,,,242.805
38880,2S,EE,HEPHY,CAP_W,Left,,,242.278
38880,2S,WW,HEPHY,CAP_W,Left,,,246.578
38880,2S,EE,HEPHY,CAP_W,Left,,,240.261
38880,2S,WW,HEPHY,CAP_W,Left,,,242.058
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.065
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,257.191
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,259.825
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,250.781
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,250.458
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,250.029
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,253.284
38922,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,258.33
38885,2S,EE,HEPHY,CAP_W,Left,,,241.057
38885,2S,WW,HEPHY,CAP_W,Left,,,244.504
38885,2S,EE,HEPHY,CAP_W,Left,,,241.426
38885,2S,WW,HEPHY,CAP_W,Left,,,245.731
38885,2S,EE,HEPHY,CAP_W,Left,,,256.373
38885,2S,WW,HEPHY,CAP_W,Left,,,249.825
38885,2S,EE,HEPHY,CAP_W,Left,,,246.394
38885,2S,WW,HEPHY,CAP_W,Left,,,245.9
38885,2S,EE,HEPHY,CAP_W,Left,,,242.469
38885,2S,WW,HEPHY,CAP_W,Left,,,243.515
38885,2S,EE,HEPHY,CAP_W,Left,,,241.339
38885,2S,WW,HEPHY,CAP_W,Left,,,243.699
38885,2S,EE,HEPHY,CAP_W,Left,,,247.048
38885,2S,WW,HEPHY,CAP_W,Left,,,247.74
38885,2S,EE,HEPHY,CAP_W,Left,,,246.588
38885,2S,WW,HEPHY,CAP_W,Left,,,246.692
39480,2S,EE,HEPHY,CAP_W,Left,,,249.238
39480,2S,WW,HEPHY,CAP_W,Left,,,254.369
39480,2S,EE,HEPHY,CAP_W,Left,,,249.106
39480,2S,WW,HEPHY,CAP_W,Left,,,254.482
39480,2S,EE,HEPHY,CAP_W,Left,,,258.302
39480,2S,WW,HEPHY,CAP_W,Left,,,259.703
39480,2S,EE,HEPHY,CAP_W,Left,,,256.009
39480,2S,WW,HEPHY,CAP_W,Left,,,257.562
39480,2S,EE,HEPHY,CAP_W,Left,,,252.684
39480,2S,WW,HEPHY,CAP_W,Left,,,254.607
39480,2S,EE,HEPHY,CAP_W,Left,,,262.704
39480,2S,WW,HEPHY,CAP_W,Left,,,257.561
39480,2S,EE,HEPHY,CAP_W,Left,,,249.418
39480,2S,WW,HEPHY,CAP_W,Left,,,252.428
39480,2S,EE,HEPHY,CAP_W,Left,,,256.124
39480,2S,WW,HEPHY,CAP_W,Left,,,255.687
39481,2S,EE,HEPHY,CAP_W,Left,,,241.947
39481,2S,WW,HEPHY,CAP_W,Left,,,241.69
39481,2S,EE,HEPHY,CAP_W,Left,,,241.697
39481,2S,WW,HEPHY,CAP_W,Left,,,241.031
39481,2S,EE,HEPHY,CAP_W,Left,,,245.744
39481,2S,WW,HEPHY,CAP_W,Left,,,243.449
39481,2S,EE,HEPHY,CAP_W,Left,,,242.457
39481,2S,WW,HEPHY,CAP_W,Left,,,243.933
39481,2S,EE,HEPHY,CAP_W,Left,,,245.71
39481,2S,WW,HEPHY,CAP_W,Left,,,239.788
39481,2S,EE,HEPHY,CAP_W,Left,,,245.108
39481,2S,WW,HEPHY,CAP_W,Left,,,241.391
39481,2S,EE,HEPHY,CAP_W,Left,,,247.148
39481,2S,WW,HEPHY,CAP_W,Left,,,241.806
39481,2S,EE,HEPHY,CAP_W,Left,,,238.701
39481,2S,WW,HEPHY,CAP_W,Left,,,240.271
39482,2S,EE,HEPHY,CAP_W,Left,,,238.372
39482,2S,WW,HEPHY,CAP_W,Left,,,240.623
39482,2S,EE,HEPHY,CAP_W,Left,,,240.994
39482,2S,WW,HEPHY,CAP_W,Left,,,242.024
39482,2S,EE,HEPHY,CAP_W,Left,,,233.93
39482,2S,WW,HEPHY,CAP_W,Left,,,240.295
39482,2S,EE,HEPHY,CAP_W,Left,,,245.737
39482,2S,WW,HEPHY,CAP_W,Left,,,243.879
39482,2S,EE,HEPHY,CAP_W,Left,,,239.429
39482,2S,WW,HEPHY,CAP_W,Left,,,244.368
39482,2S,EE,HEPHY,CAP_W,Left,,,235.525
39482,2S,WW,HEPHY,CAP_W,Left,,,240.768
39482,2S,EE,HEPHY,CAP_W,Left,,,242.872
39482,2S,WW,HEPHY,CAP_W,Left,,,241.883
39482,2S,EE,HEPHY,CAP_W,Left,,,245.886
39482,2S,WW,HEPHY,CAP_W,Left,,,246.39
39478,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,266.104
39478,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,264.058
39478,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,270.546
39478,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,264.656
39478,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,269.049
