batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,DOX_NM
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.12,240.211
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.046,244.17
34252,PSS,WW,Brown,CAP_W,Right,20.0,20.032,238.577
34252,PSS,WW,Brown,CAP_W,Left,20.0,20.114,245.388
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.096,243.867
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.089,239.843
34252,PSS,WW,Brown,CAP_W,Right,20.0,20.07,237.788
34252,PSS,WW,Brown,CAP_W,Left,20.0,20.104,247.975
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.005,241.678
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.055,240.936
34252,PSS,WW,Brown,CAP_W,Right,20.0,20.018,240.642
34252,PSS,WW,Brown,CAP_W,Left,20.0,20.082,248.264
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.046,249.39
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.029,237.557
34252,PSS,WW,Brown,CAP_W,Left,20.0,20.047,246.674
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.042,247.325
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.051,239.707
34252,PSS,WW,Brown,CAP_W,Left,20.0,20.06,245.068
34252,PSS,EE,Brown,CAP_W,Left,20.0,20.058,240.861
34252,PSS,EE,Brown,CAP_W,Right,20.0,20.03,242.288
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.646
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.288
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.288
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.063
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.418
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.965
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.418
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,248.962
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.965
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,250.673
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.946
34348,2S,WW,Perugia,CAP_W,Left,20.0,20.0,250.351
34331,2S,EE,Brown,CAP_W,Left,20.0,20.119,239.296
34331,2S,EE,Brown,CAP_W,Right,20.0,20.09,249.285
34331,2S,WW,Brown,CAP_W,Left,20.0,20.09,245.025
34331,2S,WW,Brown,CAP_W,Right,20.0,20.198,253.042
34331,2S,EE,Brown,CAP_W,Right,20.0,20.049,245.883
34331,2S,WW,Brown,CAP_W,Right,20.0,20.043,240.084
34331,2S,EE,Brown,CAP_W,Right,20.0,20.11,247.065
34331,2S,WW,Brown,CAP_W,Right,20.0,20.095,240.731
34331,2S,EE,Brown,CAP_W,Right,20.0,20.022,249.206
34331,2S,WW,Brown,CAP_W,Right,20.0,20.07,240.354
34331,2S,EE,Brown,CAP_W,Right,20.0,20.131,246.362
34331,2S,EE,Brown,CAP_W,Right,20.0,20.02,250.809
34331,2S,EE,Brown,CAP_W,Right,20.0,20.2,245.736
34331,2S,WW,Brown,CAP_W,Right,20.0,20.044,240.918
34331,2S,EE,Brown,CAP_W,Right,20.0,20.002,245.923
34331,2S,WW,Brown,CAP_W,Right,20.0,20.018,241.582
34331,2S,EE,Brown,CAP_W,Right,20.0,20.076,245.634
34331,2S,WW,Brown,CAP_W,Right,20.0,20.028,239.869
34331,2S,EE,Brown,CAP_W,Right,20.0,20.004,245.087
34331,2S,WW,Brown,CAP_W,Right,20.0,20.002,240.859
34331,2S,EE,Brown,CAP_W,Right,20.0,20.002,243.834
34331,2S,WW,Brown,CAP_W,Right,20.0,20.003,238.586
34331,2S,EE,Brown,CAP_W,Right,20.0,20.001,242.952
34331,2S,WW,Brown,CAP_W,Right,20.0,20.001,241.793
34331,2S,EE,Brown,CAP_W,Right,20.0,20.005,242.636
34331,2S,WW,Brown,CAP_W,Right,20.0,20.001,240.623
34331,2S,EE,Brown,CAP_W,Right,20.0,20.005,248.348
34331,2S,WW,Brown,CAP_W,Right,20.0,20.054,243.218
34331,2S,EE,Brown,CAP_W,Right,20.0,20.137,247.167
34331,2S,WW,Brown,CAP_W,Right,20.0,20.072,243.743
34331,2S,EE,Brown,CAP_W,Right,20.0,20.007,248.235
34331,2S,WW,Brown,CAP_W,Right,20.0,20.056,241.939
34331,2S,EE,Brown,CAP_W,Right,20.0,20.116,245.043
34331,2S,WW,Brown,CAP_W,Right,20.0,20.224,242.003
34331,2S,EE,Brown,CAP_W,Right,20.0,20.045,246.043
34331,2S,EE,Brown,CAP_W,Right,20.0,20.103,243.423
34331,2S,WW,Brown,CAP_W,Right,20.0,20.059,240.684
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.0,247.155
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,239.568
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.047,245.098
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,240.62
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.0,253.445
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,244.41
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.025,247.681
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.004,247.018
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.2,253.812
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,243.286
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.054,244.876
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,241.978
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.01,246.257
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.004,243.224
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.06,244.537
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.01,242.52
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.004,243.461
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,243.451
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.051,244.851
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,241.004
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,246.782
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.002,240.847
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.043,246.41
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.021,242.176
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,248.045
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.005,239.472
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.046,243.195
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.008,238.776
34340,PSS,EE,Brown,CAP_W,Left,20.0,20.028,240.649
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.007,238.877
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.056,244.22
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.016,241.812
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.004,243.706
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,245.629
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,237.821
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.06,240.78
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.009,237.01
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,242.2
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.011,237.075
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.064,242.955
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.019,246.811
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,244.761
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.018,238.283
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.077,241.456
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.024,239.26
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.02,241.032
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.009,239.096
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,238.275
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.005,237.526
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.206,244.764
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.001,238.972
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,241.173
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,240.358
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,241.927
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,241.096
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,243.661
34254,PSS,WW,Brown,CAP_W,Right,20.0,19.986,241.827
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.016,246.344
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,239.998
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.007,246.613
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.158,240.352
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.009,245.131
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,240.798
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.016,240.71
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,241.185
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.014,249.655
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.005,239.943
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.009,239.798
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,240.838
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.008,240.514
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.002,239.227
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.022,239.305
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.006,238.007
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.002,243.726
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,240.07
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.012,242.663
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.151,238.363
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.094,246.685
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.024,238.216
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.079,243.484
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.036,239.795
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.004,238.686
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.09,241.009
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.014,243.987
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.004,237.998
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.004,241.134
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,238.308
34254,PSS,EE,Brown,CAP_W,Right,20.0,20.011,240.947
34254,PSS,WW,Brown,CAP_W,Right,20.0,20.003,242.947
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.039,239.111
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.063,242.693
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.018,236.595
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.001,245.003
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.008,239.18
34340,PSS,EE,Brown,CAP_W,Right,20.0,20.074,240.585
34340,PSS,WW,Brown,CAP_W,Right,20.0,20.019,241.508
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,252.955
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.835
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.838
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.288
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,251.105
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.388
34352,2S,WW,Perugia,CAP_W,Left,20.0,20.0,247.169
34353,2S,EE,Brown,CAP_W,Right,20.0,20.015,253.161
34353,2S,WW,Brown,CAP_W,Right,20.0,20.031,242.465
34353,2S,EE,Brown,CAP_W,Right,20.0,20.085,247.231
34353,2S,WW,Brown,CAP_W,Right,20.0,20.052,242.132
34353,2S,EE,Brown,CAP_W,Right,20.0,20.005,247.622
34353,2S,WW,Brown,CAP_W,Right,20.0,20.043,242.586
34353,2S,EE,Brown,CAP_W,Right,20.0,20.102,248.526
34353,2S,WW,Brown,CAP_W,Right,20.0,20.06,242.749
34353,2S,EE,Brown,CAP_W,Right,20.0,20.015,249.471
34353,2S,WW,Brown,CAP_W,Right,20.0,20.057,243.922
34353,2S,EE,Brown,CAP_W,Right,20.0,20.104,245.903
34353,2S,WW,Brown,CAP_W,Right,20.0,20.053,243.702
34353,2S,EE,Brown,CAP_W,Right,20.0,20.078,247.124
34353,2S,WW,Brown,CAP_W,Right,20.0,20.033,244.439
34353,2S,EE,Brown,CAP_W,Right,20.0,20.091,245.038
34353,2S,WW,Brown,CAP_W,Right,20.0,20.055,242.752
34353,2S,EE,Brown,CAP_W,Right,20.0,20.009,245.965
34353,2S,WW,Brown,CAP_W,Right,20.0,20.042,244.46
34353,2S,EE,Brown,CAP_W,Right,20.0,20.087,245.337
34353,2S,WW,Brown,CAP_W,Right,20.0,20.044,240.986
34353,2S,EE,Brown,CAP_W,Right,20.0,20.004,245.535
34353,2S,WW,Brown,CAP_W,Right,20.0,20.003,244.386
34353,2S,EE,Brown,CAP_W,Left,20.0,20.04,240.966
34353,2S,WW,Brown,CAP_W,Right,20.0,20.004,240.848
34353,2S,EE,Brown,CAP_W,Right,20.0,20.002,245.536
34353,2S,WW,Brown,CAP_W,Right,20.0,20.005,241.325
34353,2S,EE,Brown,CAP_W,Right,20.0,20.012,244.588
34353,2S,WW,Brown,CAP_W,Right,20.0,20.006,240.053
34353,2S,EE,Brown,CAP_W,Right,20.0,20.004,245.941
34353,2S,WW,Brown,CAP_W,Right,20.0,20.003,239.808
34353,2S,EE,Brown,CAP_W,Right,20.0,20.009,243.672
34353,2S,WW,Brown,CAP_W,Right,20.0,20.004,240.203
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.39
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.903
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.248
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.673
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,261.455
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.191
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.444
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,260.173
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.33
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,256.513
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,254.499
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.709
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.418
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.065
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.174
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.018
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.078
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,251.213
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.284
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.279
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.175
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.494
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.388
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,253.725
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,248.326
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,255.39
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,249.601
34354,2S,WW,Perugia,CAP_W,Left,20.0,20.0,257.305
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.903
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,258.33
34357,2S,WW,Perugia,CAP_W,Left,20.0,20.0,260.87
34359,2S,EE,Brown,CAP_W,Right,20.0,20.004,245.798
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,237.458
34359,2S,EE,Brown,CAP_W,Right,20.0,20.006,243.229
34359,2S,WW,Brown,CAP_W,Right,20.0,20.003,235.807
34359,2S,EE,Brown,CAP_W,Right,20.0,20.051,240.512
34359,2S,WW,Brown,CAP_W,Right,20.0,20.003,243.114
34359,2S,EE,Brown,CAP_W,Right,20.0,20.01,237.393
34359,2S,WW,Brown,CAP_W,Right,20.0,20.001,238.586
34359,2S,EE,Brown,CAP_W,Right,20.0,20.005,244.784
34359,2S,WW,Brown,CAP_W,Right,20.0,20.004,237.77
34359,2S,EE,Brown,CAP_W,Right,20.0,20.02,240.55
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,237.117
34359,2S,EE,Brown,CAP_W,Right,20.0,20.002,247.318
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,237.944
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,242.427
34359,2S,WW,Brown,CAP_W,Right,20.0,20.005,237.119
34359,2S,EE,Brown,CAP_W,Right,20.0,20.005,244.972
34359,2S,WW,Brown,CAP_W,Right,20.0,20.005,235.912
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,242.948
34359,2S,WW,Brown,CAP_W,Right,20.0,20.001,236.502
34359,2S,EE,Brown,CAP_W,Right,20.0,20.112,243.804
34359,2S,WW,Brown,CAP_W,Right,20.0,20.04,239.744
34359,2S,EE,Brown,CAP_W,Right,20.0,20.009,364.317
34359,2S,WW,Brown,CAP_W,Right,20.0,20.008,237.56
34359,2S,EE,Brown,CAP_W,Right,20.0,20.002,236.025
34359,2S,WW,Brown,CAP_W,Right,20.0,20.002,236.488
34359,2S,EE,Brown,CAP_W,Right,20.0,20.013,237.555
34359,2S,WW,Brown,CAP_W,Right,20.0,20.008,236.743
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.06,243.046
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.027,241.039
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.005,246.986
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.005,243.063
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.006,250.303
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.044,239.381
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.105,244.888
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.052,241.853
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.012,248.651
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.042,243.28
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.053,246.732
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.057,241.485
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.007,247.157
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.039,239.712
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.096,244.461
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.045,248.368
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.003,249.369
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.016,239.27
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.075,244.147
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.032,241.23
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.006,249.118
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.035,241.301
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.103,242.991
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.061,241.074
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.003,243.88
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.015,243.531
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.079,247.925
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.048,239.644
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.002,244.865
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.013,238.571
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.062,244.633
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.019,242.256
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.007,247.42
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.038,240.879
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.091,243.681
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.042,241.043
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.025,246.597
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.054,241.853
34341,PSS,EE,Brown,CAP_W,Right,20.0,20.106,243.511
34341,PSS,WW,Brown,CAP_W,Right,20.0,20.058,242.773
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.003,247.85
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.008,242.013
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.067,242.86
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.029,245.847
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.06,243.692
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.016,241.337
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.002,247.436
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.006,240.798
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.03,250.443
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.003,240.269
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.04,242.339
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.041,241.313
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.004,249.301
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.008,241.526
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.057,242.466
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.017,241.483
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.022,242.672
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.065,240.217
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.124,242.596
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.075,238.221
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.007,243.88
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.025,239.2
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.071,242.456
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.023,238.616
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.009,248.679
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.061,238.663
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.126,244.858
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.087,238.007
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.045,245.93
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.014,238.956
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.079,242.9
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.04,237.559
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.027,244.038
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.09,237.43
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.149,241.879
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.101,285.153
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.007,240.104
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.029,236.975
34343,PSS,EE,Brown,CAP_W,Right,20.0,20.076,241.525
34343,PSS,WW,Brown,CAP_W,Right,20.0,20.027,239.454
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,264.897
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.133
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,263.224
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,265.499
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,261.807
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,265.862
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,259.478
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,262.987
35719,2S,WW,Perugia,CAP_W,Left,20.0,20.0,261.924
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,258.216
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,263.819
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,256.965
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,256.4
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,254.722
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,256.288
35713,PSS,WW,Perugia,CAP_W,Left,20.0,20.0,255.056
35722,2S,EE,Brown,CAP_W,Right,20.0,20.077,258.784
35722,2S,WW,Brown,CAP_W,Right,20.0,20.114,254.642
35722,2S,EE,Brown,CAP_W,Right,20.0,20.002,259.717
35722,2S,WW,Brown,CAP_W,Right,20.0,20.006,251.762
35722,2S,EE,Brown,CAP_W,Right,20.0,20.169,258.097
35722,2S,WW,Brown,CAP_W,Right,20.0,20.041,251.26
35722,2S,EE,Brown,CAP_W,Right,20.0,20.214,257.749
35722,2S,WW,Brown,CAP_W,Right,20.0,20.021,252.341
35722,2S,EE,Brown,CAP_W,Right,20.0,20.013,258.663
35722,2S,WW,Brown,CAP_W,Right,20.0,20.059,252.968
35722,2S,EE,Brown,CAP_W,Right,20.0,20.003,258.449
35722,2S,WW,Brown,CAP_W,Right,20.0,20.003,254.858
35722,2S,EE,Brown,CAP_W,Right,20.0,20.05,255.825
