batch_number,Average,std
42246,268.9135714285714,2.7474307305276136
42247,246.6223125,2.952178872601271
42248,256.67525,3.227429129464246
42249,245.319,3.1695531125591363
42250,254.703375,2.6139117340819715
42251,243.79970588235295,2.98214301645448
42252,244.76387499999998,2.5681846993547808
42253,237.07953400000002,1.1666665628590438
42254,237.18946736842105,2.024234282344926
42255,237.648036,1.128256860689674
42256,258.5344375,2.4945740576632662
42257,257.3266875,1.7950942303492852
42258,215.1521111111111,69.15501497079667
42259,191.7785,1.658244079914486
42648,240.27575000000002,19.74128162232901
42649,252.79744444444447,3.2448036963393947
42650,244.3164375,3.358368551717741
42651,255.0055,2.391505264173882
42652,254.20711111111112,2.823435781297503
42653,246.4778125,7.187136538926103
42654,246.73681249999998,3.1772576061492686
42655,240.5875,8.42934975744472
42656,236.3375,3.3144216187242566
42657,236.72580214285716,1.2834099336723626
42658,236.84456642857143,1.0256275331763147
42659,237.83132500000002,1.2481822705022507
42660,197.49,4.926137751104536
42899,264.52825,3.3465580932397736
42900,247.63269999999997,2.90842583756773
42901,238.009785,1.8458713603138508
42902,257.16575,1.691855096238038
42903,246.81843750000002,3.334788148568551
42904,255.084625,1.8942715354457382
42905,240.8235,2.8844413901713004
42906,237.16571785714285,1.4115149561821227
42907,237.14715785714287,1.1781764049331576
42908,254.634625,2.2817400633434737
42909,254.991625,0.8842114283360034
42910,235.371375,3.2464724214650764
42911,234.782125,3.229035002907214
42912,237.0936275,1.6528881788735752
42913,237.726695,1.6037746467048697
42914,237.796849375,1.186381843019461
43255,239.8558125,3.1256575248257774
43256,267.68325,3.3882722419714573
43257,264.058125,3.701958340334421
43258,261.07800000000003,4.185033094253853
43259,264.72985714285716,2.628024316768019
43260,258.1387142857143,6.0966738394604905
43261,250.76457142857143,3.658461145397197
43262,264.563375,3.5674356511365373
43263,265.306,3.093695955756916
43264,238.2120288888889,1.8511126820568689
43265,254.048,2.9475065394329616
43266,237.16627571428572,1.731335062797649
43267,256.066,3.64252675252457
43268,256.727875,6.454848818357952
43269,245.975,3.4849104627426706
43270,232.5461875,2.9406990601725838
43271,257.4995,2.634785121478351
43272,244.1083125,2.7978348943126297
43273,244.71358333333333,2.2862768248173673
43274,244.48683333333335,2.2159033386094733
43275,244.69608333333335,2.6464230905587307
43276,251.1455625,3.1352418507190167
43277,245.9661875,3.2460568534505563
43278,258.16525,3.8256342051257946
43280,237.452514375,1.5677495175015173
43281,236.77522818181816,1.6528021984658916
43282,237.23642800000002,1.1491249817404503
43283,220.46715,55.45832461178532
43284,236.756733125,1.6268175364382134
43836,237.50686916666666,1.4486787655180375
43837,237.6049825,1.5313719835263861
43838,255.671875,2.1444113702832284
44167,235.6314117647059,2.317671003907359
44168,236.79931249999998,3.517914680010485
44169,244.08106666666666,3.2009893440860364
44170,247.4065625,2.8458317816003573
44171,247.9425625,3.1937159332821103
44172,259.8091875,2.8206171480428526
44173,246.5225,2.5348726726734574
44174,246.225,2.355061390674591
44175,255.67668749999999,2.3554958350985555
44674,265.09362500000003,2.231444435305779
44675,245.8119375,2.5471074959320776
44676,271.119125,3.498397610233238
44677,265.802375,2.209507827387302
44678,243.323875,3.8571651053591194
44679,244.286375,7.729537173509592
44681,254.17325,2.4223445401983135
44682,237.7828375,0.736468329849265
44683,238.6868288235294,1.566188961587502
45777,245.077875,3.3935885210201886
45778,255.69285714285715,3.73948028601889
45779,237.50046714285713,1.430225099988585
45780,237.84155214285715,1.0245866064544449
45781,237.71311857142857,1.538744357164464
45782,269.9107142857143,3.721542767647391
45783,256.099,4.051517822577937
45788,238.19064625000001,1.8748226052149564
45789,193.38125,2.3468223196484224
46229,249.056,3.4821378682259763
46230,188.3363125,2.131163429326812
46798,237.426265,1.7240632052029374
