batch_number,Type,Orientation,Location,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,DOX_NM
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.05,252.277
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.159,247.72
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.028,249.706
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.003,248.932
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.079,256.057
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.033,247.749
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.172,252.12
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.003,248.563
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.033,249.129
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.01,248.462
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.001,252.464
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.014,245.227
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.051,251.232
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.013,246.511
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.002,249.25
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.13,247.966
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,243.737
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.058,247.829
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.02,242.664
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.003,250.675
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.009,242.891
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.022,246.979
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.017,244.973
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.005,248.427
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.086,243.581
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.076,249.742
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.019,244.628
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.005,247.228
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.005,246.117
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,245.041
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,246.442
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,251.054
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.036,246.783
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.112,248.955
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.005,245.466
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.002,249.39
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.895,245.273
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.008,248.389
34254,PSS,WW,Brown,CAP_E,Right,20.0,19.981,247.056
34254,PSS,EE,Brown,CAP_E,Left,20.0,20.044,244.21
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.003,249.045
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.004,252.845
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.003,249.97
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.014,246.256
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.015,247.998
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.157,243.801
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,251.634
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.09,248.742
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.008,246.491
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.063,246.436
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.006,247.452
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.017,243.362
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.022,246.28
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.01,262.514
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.002,249.865
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.003,244.815
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.124,255.827
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.06,245.424
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.075,249.461
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.021,245.964
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.071,249.119
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.031,247.171
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.02,246.302
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.002,245.788
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.013,249.959
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.177,242.98
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.004,250.107
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.004,245.44
34254,PSS,EE,Brown,CAP_E,Right,20.0,20.009,249.071
34254,PSS,WW,Brown,CAP_E,Right,20.0,20.006,249.923
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.008,248.912
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.062,248.304
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.016,243.804
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.001,250.096
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.008,243.816
34340,PSS,EE,Brown,CAP_E,Right,20.0,20.073,251.572
34340,PSS,WW,Brown,CAP_E,Right,20.0,20.017,246.522
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,249.708
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.751
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.335
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.231
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.673
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,249.922
34352,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.136
34353,2S,EE,Brown,CAP_E,Right,20.0,20.02,258.275
34353,2S,WW,Brown,CAP_E,Right,20.0,20.038,280.064
34353,2S,EE,Brown,CAP_E,Right,20.0,20.089,253.654
34353,2S,WW,Brown,CAP_E,Right,20.0,20.218,245.813
34353,2S,EE,Brown,CAP_E,Right,20.0,20.066,254.536
34353,2S,WW,Brown,CAP_E,Right,20.0,20.093,248.84
34353,2S,EE,Brown,CAP_E,Right,20.0,20.101,259.892
34353,2S,WW,Brown,CAP_E,Right,20.0,20.058,259.864
34353,2S,EE,Brown,CAP_E,Right,20.0,20.022,256.655
34353,2S,WW,Brown,CAP_E,Right,20.0,20.038,247.876
34353,2S,EE,Brown,CAP_E,Right,20.0,20.103,252.509
34353,2S,WW,Brown,CAP_E,Right,20.0,20.048,247.611
34353,2S,EE,Brown,CAP_E,Right,20.0,20.075,251.933
34353,2S,WW,Brown,CAP_E,Right,20.0,20.029,253.437
34353,2S,EE,Brown,CAP_E,Right,20.0,20.088,251.437
34353,2S,WW,Brown,CAP_E,Right,20.0,20.059,258.719
34353,2S,EE,Brown,CAP_E,Right,20.0,20.032,253.507
34353,2S,WW,Brown,CAP_E,Right,20.0,20.042,250.483
34353,2S,EE,Brown,CAP_E,Right,20.0,20.089,252.714
34353,2S,WW,Brown,CAP_E,Right,20.0,20.041,247.805
34353,2S,EE,Brown,CAP_E,Right,20.0,20.002,252.562
34353,2S,WW,Brown,CAP_E,Right,20.0,20.003,248.905
34353,2S,EE,Brown,CAP_E,Right,20.0,20.012,252.029
34353,2S,WW,Brown,CAP_E,Right,20.0,20.005,249.329
34353,2S,EE,Brown,CAP_E,Right,20.0,20.004,252.496
34353,2S,WW,Brown,CAP_E,Right,20.0,20.005,246.782
34353,2S,EE,Brown,CAP_E,Right,20.0,20.017,251.806
34353,2S,WW,Brown,CAP_E,Right,20.0,20.006,247.596
34353,2S,EE,Brown,CAP_E,Right,20.0,20.001,249.892
34353,2S,WW,Brown,CAP_E,Right,20.0,20.004,244.711
34353,2S,EE,Brown,CAP_E,Right,20.0,20.009,250.599
34353,2S,WW,Brown,CAP_E,Right,20.0,20.009,246.583
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,247.484
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.01
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,249.494
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.243
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.845
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.543
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,254.499
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.432
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.755
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.439
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,259.363
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.646
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,247.694
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.538
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.326
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,245.093
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,247.274
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,247.379
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,249.708
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.19
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.517
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,244.58
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.029
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,246.856
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.755
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.955
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.429
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.962
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.136
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.673
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,245.506
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.081
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,254.388
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,247.589
34354,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.863
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.221
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,256.4
34357,2S,EE,Perugia,CAP_E,Left,20.0,20.0,248.01
34359,2S,EE,Brown,CAP_E,Right,20.0,20.005,250.552
34359,2S,WW,Brown,CAP_E,Right,20.0,20.007,252.886
34359,2S,EE,Brown,CAP_E,Right,20.0,20.085,248.797
34359,2S,WW,Brown,CAP_E,Right,20.0,20.175,245.605
34359,2S,EE,Brown,CAP_E,Right,20.0,20.005,254.088
34359,2S,WW,Brown,CAP_E,Right,20.0,20.002,244.427
34359,2S,EE,Brown,CAP_E,Right,20.0,20.01,244.517
34359,2S,WW,Brown,CAP_E,Right,20.0,20.071,246.093
34359,2S,EE,Brown,CAP_E,Right,20.0,20.004,245.424
34359,2S,WW,Brown,CAP_E,Right,20.0,20.007,248.092
34359,2S,EE,Brown,CAP_E,Right,20.0,20.032,246.771
34359,2S,WW,Brown,CAP_E,Right,20.0,20.023,242.591
34359,2S,EE,Brown,CAP_E,Right,20.0,20.082,247.642
34359,2S,WW,Brown,CAP_E,Right,20.0,20.003,250.609
34359,2S,EE,Brown,CAP_E,Right,20.0,20.007,248.644
34359,2S,WW,Brown,CAP_E,Right,20.0,20.023,240.431
34359,2S,EE,Brown,CAP_E,Right,20.0,20.003,253.148
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,246.494
34359,2S,EE,Brown,CAP_E,Right,20.0,20.03,292.086
34359,2S,WW,Brown,CAP_E,Right,20.0,20.121,240.95
34359,2S,EE,Brown,CAP_E,Right,20.0,20.061,250.699
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,243.683
34359,2S,EE,Brown,CAP_E,Right,20.0,20.007,299.454
34359,2S,WW,Brown,CAP_E,Right,20.0,20.103,242.931
34359,2S,EE,Brown,CAP_E,Right,20.0,20.003,253.232
34359,2S,WW,Brown,CAP_E,Right,20.0,20.005,243.178
34359,2S,EE,Brown,CAP_E,Right,20.0,20.009,243.225
34359,2S,WW,Brown,CAP_E,Right,20.0,20.175,243.822
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.041,251.5
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.028,251.477
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.02,252.785
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.015,256.406
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.042,248.44
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.102,251.535
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.123,246.715
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.007,253.829
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.039,260.239
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.101,257.439
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.038,248.75
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.006,255.89
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.036,246.142
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.095,252.505
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.041,253.853
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.003,255.873
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.014,247.604
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.074,250.151
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.026,247.426
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.056,254.349
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.033,269.717
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.1,251.01
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.062,247.916
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.055,251.316
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.089,245.371
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.079,250.95
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.006,250.876
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.012,246.156
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.062,251.925
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.208,250.558
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.008,252.992
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.034,244.522
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.09,250.021
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.225,246.192
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.017,251.589
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.1,245.881
34341,PSS,EE,Brown,CAP_E,Right,20.0,20.104,251.694
34341,PSS,WW,Brown,CAP_E,Right,20.0,20.052,249.997
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.015,249.905
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.009,249.16
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.065,250.86
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.019,253.286
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.059,251.774
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.002,254.298
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.007,248.72
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.024,252.32
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.003,249.387
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.037,250.56
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.026,246.24
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.012,251.907
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.006,265.998
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.058,249.609
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.013,249.066
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.02,250.046
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.062,247.401
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.119,250.085
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.023,246.022
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.028,250.56
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.01,245.405
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.069,249.935
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.02,246.01
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.044,253.849
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.064,245.026
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.033,258.608
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.032,263.764
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.047,256.139
34343,PSS,EE,Brown,CAP_E,Left,20.0,20.062,279.532
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.014,246.648
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.076,256.897
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.027,252.06
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.033,249.855
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.085,244.613
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.148,250.244
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.098,246.628
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.008,248.978
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.029,247.934
34343,PSS,EE,Brown,CAP_E,Right,20.0,20.076,248.752
34343,PSS,WW,Brown,CAP_E,Right,20.0,20.007,244.072
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,249.494
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.997
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,251.538
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.19
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,253.174
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,250.889
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,256.513
35719,2S,EE,Perugia,CAP_E,Left,20.0,20.0,252.736
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,249.601
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,248.01
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,251.429
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,248.432
35713,PSS,EE,Perugia,CAP_E,Left,20.0,20.0,250.889
