batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,R_OHM
34346,2S,EE,Perugia,Right,20.0,20.0,38.556313945777
34346,2S,EE,Perugia,Left,20.0,20.0,37.688508069639
34346,2S,WW,Perugia,Right,20.0,20.0,47.660781718048
34346,2S,WW,Perugia,Left,20.0,20.0,34.170807470679996
34346,2S,EE,Perugia,Right,20.0,20.0,37.619925757767
34346,2S,EE,Perugia,Left,20.0,20.0,37.508118433075005
34346,2S,WW,Perugia,Right,20.0,20.0,47.899809425429
34346,2S,WW,Perugia,Left,20.0,20.0,38.148782575645
34348,2S,EE,Perugia,Left,20.0,20.0,28.151260981323
34348,2S,WW,Perugia,Left,20.0,20.0,27.953300017761
34348,2S,EE,Perugia,Left,20.0,20.0,28.837404710865
34348,2S,WW,Perugia,Left,20.0,20.0,27.00993737548
34348,2S,EE,Perugia,Left,20.0,20.0,25.874741086851998
34348,2S,WW,Perugia,Left,20.0,20.0,24.452299274796
34348,2S,EE,Perugia,Left,20.0,20.0,27.377754656236
34348,2S,WW,Perugia,Left,20.0,20.0,25.702065499671
34348,2S,EE,Perugia,Left,20.0,20.0,26.437689221142
34348,2S,WW,Perugia,Left,20.0,20.0,24.470117733242
34348,2S,EE,Perugia,Left,20.0,20.0,27.424079688019
34348,2S,WW,Perugia,Left,20.0,20.0,24.646974517613998
34348,2S,EE,Perugia,Left,20.0,20.0,26.37032620929
34348,2S,WW,Perugia,Left,20.0,20.0,24.290014119477
34348,2S,EE,Perugia,Left,20.0,20.0,25.506416305606997
34348,2S,WW,Perugia,Left,20.0,20.0,23.889468243367002
34348,2S,EE,Perugia,Left,20.0,20.0,26.809481334309996
34348,2S,WW,Perugia,Left,20.0,20.0,24.456870723591
34348,2S,EE,Perugia,Left,20.0,20.0,26.115884388839
34348,2S,WW,Perugia,Left,20.0,20.0,24.065988298868998
34348,2S,EE,Perugia,Left,20.0,20.0,25.902066179111
34348,2S,WW,Perugia,Left,20.0,20.0,24.489286557611
34348,2S,EE,Perugia,Left,20.0,20.0,28.247455676086997
34348,2S,WW,Perugia,Left,20.0,20.0,25.160104511152
34331,2S,EE,Brown,Left,20.0,20.133,26.42128
34331,2S,EE,Brown,Right,20.0,20.112,30.24907
34331,2S,WW,Brown,Right,20.0,20.051,32.88263
34331,2S,WW,Brown,Left,20.0,20.117,24.8922
34331,2S,EE,Brown,Right,20.0,20.023,28.817449999999997
34331,2S,WW,Brown,Right,20.0,20.078,33.544799999999995
34331,2S,EE,Brown,Right,20.0,20.13,28.33981
34331,2S,WW,Brown,Right,20.0,20.074,32.91802
34331,2S,EE,Brown,Right,20.0,20.052,29.53079
34331,2S,WW,Brown,Right,20.0,20.088,31.65682
34331,2S,EE,Brown,Right,20.0,20.137,30.042099999999998
34331,2S,WW,Brown,Right,20.0,20.076,32.52713
34331,2S,EE,Brown,Right,20.0,20.008,28.293419999999998
34331,2S,WW,Brown,Right,20.0,20.056,31.66762
34331,2S,EE,Brown,Right,20.0,20.105,29.23136
34331,2S,WW,Brown,Right,20.0,20.043,32.8771
34331,2S,EE,Brown,Right,20.0,20.003,29.7836
34331,2S,WW,Brown,Right,20.0,20.033,32.84862
34331,2S,EE,Brown,Right,20.0,20.081,30.393549999999998
34331,2S,WW,Brown,Right,20.0,20.027,31.78332
34331,2S,EE,Brown,Right,20.0,20.004,29.96025
34331,2S,WW,Brown,Right,20.0,20.001,32.395649999999996
34331,2S,EE,Brown,Right,20.0,20.005,28.677509999999998
34331,2S,WW,Brown,Right,20.0,20.001,31.39867
34331,2S,EE,Brown,Right,20.0,19.998,27.302619999999997
34331,2S,WW,Brown,Right,20.0,19.998,33.3245
34331,2S,EE,Brown,Right,20.0,20.004,26.88856
34331,2S,WW,Brown,Right,20.0,20.001,30.513399999999997
34331,2S,EE,Brown,Right,20.0,20.017,28.34604
34331,2S,WW,Brown,Right,20.0,20.093,34.53844
34331,2S,EE,Brown,Right,20.0,20.133,27.69144
34331,2S,WW,Brown,Right,20.0,20.07,33.70458
34331,2S,EE,Brown,Right,20.0,20.023,27.647499999999997
34331,2S,WW,Brown,Right,20.0,20.081,34.73323
34331,2S,EE,Brown,Right,20.0,20.124,27.090919999999997
34331,2S,WW,Brown,Right,20.0,20.062,31.78378
34331,2S,EE,Brown,Right,20.0,20.047,29.223029999999998
34331,2S,WW,Brown,Right,20.0,20.054,36.175309999999996
34331,2S,EE,Brown,Right,20.0,20.111,29.08861
34331,2S,WW,Brown,Right,20.0,20.056,35.51473
34340,PSS,EE,Brown,Right,20.0,20.004,32.699619999999996
34340,PSS,WW,Brown,Right,20.0,20.012,41.53662
34340,PSS,EE,Brown,Right,20.0,20.05,33.84693
34340,PSS,WW,Brown,Right,20.0,20.003,41.905159999999995
34340,PSS,EE,Brown,Right,20.0,20.006,32.873689999999996
34340,PSS,WW,Brown,Right,20.0,20.005,39.81138
34340,PSS,EE,Brown,Right,20.0,20.029,33.04808
34340,PSS,WW,Brown,Right,20.0,20.001,40.1513
34340,PSS,EE,Brown,Right,20.0,20.001,35.38828
34340,PSS,WW,Brown,Right,20.0,20.012,41.62872
34340,PSS,EE,Brown,Right,20.0,20.062,32.74516
34340,PSS,WW,Brown,Right,20.0,20.009,40.33678
34340,PSS,EE,Brown,Right,20.0,20.0,35.62432
34340,PSS,WW,Brown,Right,20.0,20.008,41.51161
34340,PSS,EE,Brown,Right,20.0,20.059,35.17906
34340,PSS,WW,Brown,Right,20.0,20.013,41.22935
34340,PSS,EE,Brown,Right,20.0,20.005,35.949529999999996
34340,PSS,WW,Brown,Right,20.0,20.014,42.24436
34340,PSS,EE,Brown,Right,20.0,20.054,35.1305
34340,PSS,WW,Brown,Right,20.0,20.011,41.6826
34340,PSS,EE,Brown,Right,20.0,20.002,35.15902
34340,PSS,WW,Brown,Right,20.0,20.008,40.91579
34340,PSS,EE,Brown,Right,20.0,20.079,35.33987
34340,PSS,WW,Brown,Right,20.0,20.023,38.00398
34340,PSS,EE,Brown,Right,20.0,20.007,37.85406
34340,PSS,WW,Brown,Right,20.0,20.012,40.02671
34340,PSS,EE,Brown,Right,20.0,20.055,37.59748
34340,PSS,WW,Brown,Right,20.0,20.008,42.63801
34340,PSS,EE,Brown,Right,20.0,20.0,36.84773
34340,PSS,WW,Brown,Right,20.0,20.012,41.87645
34340,PSS,EE,Brown,Right,20.0,20.073,37.00401
34340,PSS,WW,Brown,Right,20.0,20.032,40.89582
34340,PSS,EE,Brown,Right,20.0,20.006,37.834399999999995
34254,PSS,EE,Brown,Right,20.0,20.005,40.95167
34254,PSS,WW,Brown,Right,20.0,20.016,50.384879999999995
34254,PSS,EE,Brown,Right,20.0,20.066,42.63402
34254,PSS,WW,Brown,Right,20.0,20.015,49.423269999999995
34254,PSS,EE,Brown,Right,20.0,20.005,42.97306
34254,PSS,WW,Brown,Right,20.0,20.026,48.200849999999996
34254,PSS,EE,Brown,Right,20.0,20.08,42.647929999999995
34254,PSS,WW,Brown,Right,20.0,20.022,48.35194
34254,PSS,EE,Brown,Right,20.0,20.01,44.27173
34254,PSS,WW,Brown,Right,20.0,20.042,47.96121
34254,PSS,EE,Brown,Right,20.0,20.092,45.29212
34254,PSS,WW,Brown,Right,20.0,20.023,50.2652
34254,PSS,EE,Brown,Right,20.0,20.006,44.85452
34254,PSS,WW,Brown,Right,20.0,20.003,48.66289
34254,PSS,EE,Brown,Right,20.0,20.016,43.93749
34254,PSS,WW,Brown,Right,20.0,20.002,50.60834
34254,PSS,EE,Brown,Right,20.0,20.002,43.50839
34254,PSS,WW,Brown,Right,20.0,20.0,45.84267
34254,PSS,EE,Brown,Right,20.0,20.012,44.5828
34254,PSS,WW,Brown,Right,20.0,20.005,51.02641
34254,PSS,EE,Brown,Right,20.0,20.003,44.14516
34254,PSS,WW,Brown,Right,20.0,20.002,50.637029999999996
34254,PSS,EE,Brown,Right,20.0,20.016,44.60659
34254,PSS,WW,Brown,Right,20.0,19.978,48.52016
34254,PSS,EE,Brown,Right,20.0,20.005,46.37274
34254,PSS,WW,Brown,Right,20.0,20.002,51.24467
34254,PSS,EE,Brown,Right,20.0,20.009,47.6147
34254,PSS,WW,Brown,Right,20.0,20.001,56.95212
34254,PSS,EE,Brown,Right,20.0,20.214,48.17783
34254,PSS,WW,Brown,Right,20.0,20.002,58.109519999999996
34254,PSS,EE,Brown,Right,20.0,20.025,50.67558
34254,PSS,WW,Brown,Right,20.0,20.003,59.17321
34254,PSS,EE,Brown,Right,20.0,20.01,58.88333
34254,PSS,WW,Brown,Right,20.0,20.001,69.55848
34254,PSS,EE,Brown,Right,20.0,20.012,46.33141
34254,PSS,WW,Brown,Right,20.0,20.004,55.306369999999994
34254,PSS,EE,Brown,Right,20.0,20.003,46.385549999999995
34254,PSS,WW,Brown,Right,20.0,20.005,54.224419999999995
34254,PSS,EE,Brown,Right,20.0,20.029,46.50322
34254,PSS,WW,Brown,Right,20.0,20.002,53.248729999999995
34254,PSS,EE,Brown,Right,20.0,20.002,45.28351
34254,PSS,WW,Brown,Right,20.0,20.004,53.64837
34254,PSS,EE,Brown,Right,20.0,20.015,45.98027
34254,PSS,WW,Brown,Right,20.0,20.002,52.17156
34254,PSS,EE,Brown,Right,20.0,20.004,46.20137
34254,PSS,WW,Brown,Right,20.0,20.042,52.619519999999994
34254,PSS,EE,Brown,Right,20.0,20.097,47.41867
34254,PSS,WW,Brown,Right,20.0,20.031,51.38827
34254,PSS,EE,Brown,Right,20.0,20.004,46.043009999999995
34254,PSS,WW,Brown,Right,20.0,20.003,54.37245
34254,PSS,EE,Brown,Right,20.0,20.018,47.93618
34254,PSS,WW,Brown,Right,20.0,20.003,55.647549999999995
34254,PSS,EE,Brown,Right,20.0,20.004,45.55919
34254,PSS,WW,Brown,Right,20.0,20.005,54.98094
34254,PSS,EE,Brown,Right,20.0,20.023,49.88008
34254,PSS,WW,Brown,Right,20.0,20.006,57.385479999999994
34340,PSS,WW,Brown,Right,20.0,20.024,40.64608
34340,PSS,EE,Brown,Right,20.0,20.074,39.069939999999995
34340,PSS,WW,Brown,Right,20.0,20.015,42.90765
34340,PSS,EE,Brown,Right,20.0,20.004,38.472829999999995
34340,PSS,WW,Brown,Right,20.0,20.025,44.46792
34340,PSS,EE,Brown,Right,20.0,20.087,39.24908
34340,PSS,WW,Brown,Right,20.0,20.033,42.46565
34354,2S,EE,Perugia,Left,20.0,20.0,32.629287135301
34354,2S,EE,Perugia,Left,20.0,20.0,34.668729470411996
34354,2S,WW,Perugia,Left,20.0,20.0,29.550988065322
34354,2S,EE,Perugia,Left,20.0,20.0,35.27275424301
34354,2S,WW,Perugia,Left,20.0,20.0,31.50927368241
34352,2S,EE,Perugia,Left,20.0,20.0,39.502638963389
34352,2S,WW,Perugia,Left,20.0,20.0,38.060287618435
34352,2S,EE,Perugia,Left,20.0,20.0,44.027288500086
34352,2S,WW,Perugia,Left,20.0,20.0,42.279561061934
34352,2S,EE,Perugia,Left,20.0,20.0,42.348780650876996
34352,2S,WW,Perugia,Left,20.0,20.0,43.25554813402199
34352,2S,EE,Perugia,Left,20.0,20.0,45.101042213469995
34352,2S,WW,Perugia,Left,20.0,20.0,46.054341129185
34352,2S,EE,Perugia,Left,20.0,20.0,59.585523714038
34352,2S,WW,Perugia,Left,20.0,20.0,60.990939094713
34353,2S,EE,Brown,Right,20.0,20.003,34.4486
34353,2S,WW,Brown,Right,20.0,20.048,37.30598
34353,2S,EE,Brown,Right,20.0,20.094,31.13438
34353,2S,WW,Brown,Right,20.0,20.04,34.77198
34353,2S,EE,Brown,Right,20.0,20.017,32.79436
34353,2S,WW,Brown,Right,20.0,20.057,36.596129999999995
34353,2S,EE,Brown,Right,20.0,20.095,31.03218
34353,2S,WW,Brown,Right,20.0,20.068,34.59821
34353,2S,EE,Brown,Right,20.0,20.033,32.04904
34353,2S,WW,Brown,Right,20.0,20.064,36.35611
34353,2S,EE,Brown,Right,20.0,20.102,32.35254
34353,2S,WW,Brown,Right,20.0,20.043,37.407669999999996
34353,2S,EE,Brown,Right,20.0,20.004,36.99292
34353,2S,WW,Brown,Right,20.0,20.04,41.223279999999995
34353,2S,EE,Brown,Right,20.0,20.094,36.93775
34353,2S,WW,Brown,Right,20.0,20.05,41.73921
34353,2S,EE,Brown,Right,20.0,20.015,35.657489999999996
34353,2S,WW,Brown,Right,20.0,20.045,38.38922
34353,2S,EE,Brown,Right,20.0,20.091,34.26469
34353,2S,WW,Brown,Right,20.0,20.04,38.044149999999995
34353,2S,EE,Brown,Right,20.0,20.006,35.542809999999996
34353,2S,WW,Brown,Right,20.0,20.006,39.795449999999995
34353,2S,EE,Brown,Right,20.0,20.011,36.05517
34353,2S,WW,Brown,Right,20.0,20.005,41.18119
34353,2S,EE,Brown,Right,20.0,20.001,36.04312
34353,2S,WW,Brown,Right,20.0,20.011,40.338069999999995
34353,2S,EE,Brown,Right,20.0,20.017,36.569739999999996
34353,2S,WW,Brown,Right,20.0,20.002,40.40246
34353,2S,EE,Brown,Right,20.0,20.006,46.018789999999996
34353,2S,WW,Brown,Right,20.0,20.0,48.84807
34353,2S,EE,Brown,Right,20.0,20.011,44.419979999999995
34353,2S,WW,Brown,Right,20.0,20.002,54.27037
34357,2S,EE,Perugia,Left,20.0,20.0,38.730547491658996
34357,2S,WW,Perugia,Left,20.0,20.0,36.146896828308
34357,2S,EE,Perugia,Left,20.0,20.0,38.282469575907
34357,2S,WW,Perugia,Left,20.0,20.0,34.570871066448
34357,2S,EE,Perugia,Left,20.0,20.0,42.494029150884
34357,2S,WW,Perugia,Left,20.0,20.0,38.191560550718
34357,2S,EE,Perugia,Left,20.0,20.0,44.040666076415
34357,2S,WW,Perugia,Left,20.0,20.0,38.161807658854
34357,2S,EE,Perugia,Left,20.0,20.0,41.538093351457
34357,2S,WW,Perugia,Left,20.0,20.0,34.963806128833
34357,2S,EE,Perugia,Left,20.0,20.0,43.659327081974
34357,2S,WW,Perugia,Left,20.0,20.0,38.086599471231
34357,2S,EE,Perugia,Left,20.0,20.0,43.642213237030994
34357,2S,WW,Perugia,Left,20.0,20.0,37.426807111482
34357,2S,EE,Perugia,Left,20.0,20.0,42.902223651022
34357,2S,WW,Perugia,Left,20.0,20.0,39.334598439999
34357,2S,EE,Perugia,Left,20.0,20.0,44.821365632237
34357,2S,WW,Perugia,Left,20.0,20.0,41.164716720733
34357,2S,EE,Perugia,Left,20.0,20.0,49.217358878221
34357,2S,WW,Perugia,Left,20.0,20.0,43.867183507623
34357,2S,EE,Perugia,Left,20.0,20.0,40.971339817887994
34357,2S,EE,Perugia,Left,20.0,20.0,43.482952141818
34357,2S,EE,Perugia,Left,20.0,20.0,42.040118142595
34354,2S,EE,Perugia,Left,20.0,20.0,35.614327565448995
34354,2S,WW,Perugia,Left,20.0,20.0,32.461015253005996
34354,2S,EE,Perugia,Left,20.0,20.0,36.580118261271
34354,2S,WW,Perugia,Left,20.0,20.0,31.711520612919
34354,2S,EE,Perugia,Left,20.0,20.0,37.621456266845
34354,2S,WW,Perugia,Left,20.0,20.0,32.122234774512
34354,2S,EE,Perugia,Left,20.0,20.0,39.378846256488
34354,2S,WW,Perugia,Left,20.0,20.0,33.622390390020996
34354,2S,EE,Perugia,Left,20.0,20.0,41.137326336
34354,2S,WW,Perugia,Left,20.0,20.0,34.017690343061
34354,2S,EE,Perugia,Left,20.0,20.0,39.6030285246
34354,2S,WW,Perugia,Left,20.0,20.0,33.174494870882995
34354,2S,EE,Perugia,Left,20.0,20.0,38.109637813838
34354,2S,WW,Perugia,Left,20.0,20.0,32.417391429991
34354,2S,EE,Perugia,Left,20.0,20.0,38.025845597963
34354,2S,WW,Perugia,Left,20.0,20.0,33.807312612717
34354,2S,EE,Perugia,Left,20.0,20.0,49.461976519832994
34354,2S,WW,Perugia,Left,20.0,20.0,43.047315001947
34354,2S,EE,Perugia,Left,20.0,20.0,36.680585611078
34354,2S,WW,Perugia,Left,20.0,20.0,31.383365571164997
34354,2S,EE,Perugia,Left,20.0,20.0,34.508987876066996
34354,2S,WW,Perugia,Left,20.0,20.0,31.76174153514
34354,2S,EE,Perugia,Left,20.0,20.0,32.978898504366
34354,2S,WW,Perugia,Left,20.0,20.0,30.054247779169998
34354,2S,EE,Perugia,Left,20.0,20.0,33.018987752815995
34354,2S,WW,Perugia,Left,20.0,20.0,29.230533263067
34354,2S,EE,Perugia,Left,20.0,20.0,34.313235053632
34354,2S,WW,Perugia,Left,20.0,20.0,30.753624051699997
34354,2S,EE,Perugia,Left,20.0,20.0,31.526897107477
34354,2S,WW,Perugia,Left,20.0,20.0,28.153365076157996
34354,2S,EE,Perugia,Left,20.0,20.0,32.433533913667
34354,2S,WW,Perugia,Left,20.0,20.0,28.490910608251
34354,2S,EE,Perugia,Left,20.0,20.0,32.703598554864996
34354,2S,WW,Perugia,Left,20.0,20.0,31.370832716398997
34354,2S,EE,Perugia,Left,20.0,20.0,34.752352072001
34354,2S,WW,Perugia,Left,20.0,20.0,31.423974898256
34354,2S,EE,Perugia,Left,20.0,20.0,35.520352417588
34354,2S,WW,Perugia,Left,20.0,20.0,32.603872614688
34354,2S,EE,Perugia,Left,20.0,20.0,42.061638653619994
34354,2S,WW,Perugia,Left,20.0,20.0,40.530404774439994
34357,2S,EE,Perugia,Left,20.0,20.0,38.439599042609
34357,2S,WW,Perugia,Left,20.0,20.0,31.535936848319
34357,2S,EE,Perugia,Left,20.0,20.0,37.956405302617
34357,2S,WW,Perugia,Left,20.0,20.0,32.633910711758
34357,2S,EE,Perugia,Left,20.0,20.0,44.023015449613
34357,2S,WW,Perugia,Left,20.0,20.0,38.413014479124
34359,2S,EE,Brown,Right,20.0,20.003,49.17858
34359,2S,WW,Brown,Right,20.0,20.005,53.736019999999996
34359,2S,EE,Brown,Right,20.0,20.002,31.759999999999998
34359,2S,WW,Brown,Right,20.0,20.007,33.76504
34359,2S,EE,Brown,Right,20.0,20.001,33.9185
34359,2S,WW,Brown,Right,20.0,20.002,35.58248
34359,2S,EE,Brown,Right,20.0,20.012,32.262029999999996
34359,2S,WW,Brown,Right,20.0,20.007,34.441269999999996
34359,2S,EE,Brown,Right,20.0,20.001,33.55255
34359,2S,WW,Brown,Right,20.0,20.0,35.24463
34359,2S,EE,Brown,Right,20.0,20.01,34.61758
34359,2S,WW,Brown,Right,20.0,20.007,37.99474
34359,2S,EE,Brown,Right,20.0,20.002,34.3351
34359,2S,WW,Brown,Right,20.0,20.001,37.19199
34359,2S,EE,Brown,Right,20.0,20.008,33.87737
34359,2S,WW,Brown,Right,20.0,20.004,38.8926
34359,2S,EE,Brown,Right,20.0,20.001,33.74284
34359,2S,WW,Brown,Right,20.0,19.999,39.30458
34359,2S,EE,Brown,Right,20.0,20.012,41.827749999999995
34359,2S,WW,Brown,Right,20.0,20.0,45.65889
34359,2S,EE,Brown,Right,20.0,20.008,30.23291
34359,2S,WW,Brown,Right,20.0,19.999,35.40972
34359,2S,EE,Brown,Right,20.0,20.008,29.33666
34359,2S,WW,Brown,Right,20.0,19.999,34.09759
34359,2S,EE,Brown,Right,20.0,20.005,27.09322
34359,2S,WW,Brown,Right,20.0,20.003,33.23995
34359,2S,EE,Brown,Right,20.0,20.006,30.56458
34359,2S,WW,Brown,Right,20.0,20.006,36.50768
