batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,R_OHM
34252,PSS,EE,Brown,Left,20.0,20.083,0.547686
34252,PSS,EE,Brown,Right,20.0,19.976,0.542751
34252,PSS,EE,Brown,Left,20.0,20.08,0.546166
34252,PSS,EE,Brown,Right,20.0,20.033,0.538697
34252,PSS,WW,Brown,Right,20.0,20.014,0.556246
34252,PSS,WW,Brown,Right,20.0,20.014,0.551183
34252,PSS,WW,Brown,Left,20.0,20.046,0.5570170000000001
34252,PSS,WW,Brown,Left,20.0,20.048,0.5576960000000001
34252,PSS,EE,Brown,Right,20.0,20.059,0.522521
34252,PSS,EE,Brown,Left,20.0,20.01,0.524036
34252,PSS,EE,Brown,Right,20.0,20.062,0.519107
34252,PSS,EE,Brown,Left,20.0,20.018,0.5209539999999999
34252,PSS,WW,Brown,Left,20.0,20.1,0.5298200000000001
34252,PSS,WW,Brown,Right,20.0,20.016,0.529544
34252,PSS,WW,Brown,Right,20.0,20.014,0.535053
34252,PSS,WW,Brown,Left,20.0,20.075,0.5278250000000001
34252,PSS,EE,Brown,Left,20.0,20.041,0.520131
34252,PSS,EE,Brown,Left,20.0,20.045,0.519765
34252,PSS,EE,Brown,Right,20.0,20.025,0.518497
34252,PSS,EE,Brown,Right,20.0,20.03,0.521852
34252,PSS,WW,Brown,Right,20.0,20.102,0.578773
34252,PSS,WW,Brown,Left,20.0,20.011,0.530514
34252,PSS,WW,Brown,Left,20.0,20.009,0.5317670000000001
34252,PSS,EE,Brown,Left,20.0,20.019,0.52201
34252,PSS,EE,Brown,Left,20.0,20.016,0.524539
34252,PSS,EE,Brown,Right,20.0,20.083,0.5216219999999999
34252,PSS,EE,Brown,Right,20.0,20.113,0.5202770000000001
34252,PSS,WW,Brown,Right,20.0,19.979,0.5296580000000001
34252,PSS,WW,Brown,Right,20.0,20.051,0.5263840000000001
34252,PSS,WW,Brown,Left,20.0,20.075,0.525496
34252,PSS,WW,Brown,Left,20.0,20.078,0.5234099999999999
34252,PSS,EE,Brown,Right,20.0,19.999,0.5217160000000001
34252,PSS,EE,Brown,Left,20.0,20.079,0.520744
34252,PSS,EE,Brown,Right,20.0,20.002,0.517054
34252,PSS,EE,Brown,Left,20.0,20.067,0.519103
34252,PSS,WW,Brown,Right,20.0,20.063,0.527772
34252,PSS,WW,Brown,Left,20.0,20.069,0.528558
34252,PSS,WW,Brown,Right,20.0,20.064,0.5252680000000001
34252,PSS,WW,Brown,Left,20.0,20.084,0.526082
34252,PSS,EE,Brown,Left,20.0,20.066,0.523783
34252,PSS,EE,Brown,Right,20.0,20.101,0.540398
34252,PSS,EE,Brown,Left,20.0,20.124,0.5221950000000001
34252,PSS,EE,Brown,Right,20.0,20.17,0.516506
34252,PSS,WW,Brown,Left,20.0,20.067,0.525138
34252,PSS,WW,Brown,Right,20.0,20.091,0.525227
34252,PSS,WW,Brown,Right,20.0,20.039,0.5603450000000001
34252,PSS,WW,Brown,Left,20.0,20.086,0.522982
34252,PSS,EE,Brown,Left,20.0,20.019,0.519174
34252,PSS,EE,Brown,Right,20.0,19.995,0.518223
34252,PSS,EE,Brown,Right,20.0,20.087,0.513186
34252,PSS,EE,Brown,Left,20.0,20.012,0.5217480000000001
34252,PSS,WW,Brown,Left,20.0,20.006,0.529415
34252,PSS,WW,Brown,Right,20.0,20.055,0.524027
34252,PSS,WW,Brown,Right,20.0,20.052,0.528306
34252,PSS,WW,Brown,Left,20.0,20.006,0.527765
34252,PSS,EE,Brown,Right,20.0,20.045,0.5187160000000001
34252,PSS,EE,Brown,Right,20.0,20.045,0.516839
34252,PSS,EE,Brown,Left,20.0,20.023,0.522347
34252,PSS,EE,Brown,Left,20.0,20.024,0.52375
34252,PSS,WW,Brown,Left,20.0,20.071,0.528956
34252,PSS,WW,Brown,Right,20.0,20.085,0.524239
34252,PSS,WW,Brown,Right,20.0,20.083,0.528371
34252,PSS,WW,Brown,Left,20.0,20.075,0.5262910000000001
34252,PSS,EE,Brown,Left,20.0,20.234,0.517122
34252,PSS,EE,Brown,Right,20.0,20.124,0.513788
34252,PSS,EE,Brown,Right,20.0,20.123,0.5157630000000001
34252,PSS,EE,Brown,Left,20.0,20.231,0.517869
34252,PSS,WW,Brown,Left,20.0,20.1,0.5260050000000001
34252,PSS,WW,Brown,Left,20.0,20.098,0.5283260000000001
34252,PSS,WW,Brown,Right,20.0,20.046,0.52388
34252,PSS,WW,Brown,Right,20.0,20.047,0.526645
34252,PSS,EE,Brown,Right,20.0,20.048,0.517177
34252,PSS,EE,Brown,Right,20.0,20.048,0.5151380000000001
34252,PSS,EE,Brown,Left,20.0,20.114,0.5207390000000001
34252,PSS,EE,Brown,Left,20.0,20.108,0.521263
34252,PSS,WW,Brown,Right,20.0,20.107,0.525201
34252,PSS,WW,Brown,Left,20.0,20.113,0.525002
34252,PSS,WW,Brown,Right,20.0,20.11,0.52274
34252,PSS,WW,Brown,Left,20.0,20.117,0.520744
34252,PSS,EE,Brown,Left,20.0,20.032,0.5339510000000001
34252,PSS,EE,Brown,Left,20.0,20.033,0.517144
34252,PSS,EE,Brown,Right,20.0,20.087,0.512299
34252,PSS,EE,Brown,Right,20.0,20.084,0.5120650000000001
34252,PSS,WW,Brown,Right,20.0,20.006,0.5243450000000001
34252,PSS,WW,Brown,Right,20.0,20.009,0.521558
34252,PSS,WW,Brown,Left,20.0,20.054,0.523365
34252,PSS,WW,Brown,Left,20.0,20.058,0.520744
34252,PSS,EE,Brown,Left,20.0,20.029,0.515302
34252,PSS,EE,Brown,Right,20.0,20.03,0.510769
34252,PSS,EE,Brown,Right,20.0,20.028,0.516783
34252,PSS,EE,Brown,Left,20.0,20.028,0.51658
34252,PSS,WW,Brown,Left,20.0,20.049,0.5180009999999999
34252,PSS,WW,Brown,Left,20.0,20.059,0.514728
34252,PSS,EE,Brown,Right,20.0,20.02,0.5106809999999999
34252,PSS,EE,Brown,Left,20.0,20.08,0.5138060000000001
34252,PSS,EE,Brown,Left,20.0,20.065,0.515125
34252,PSS,EE,Brown,Right,20.0,20.024,0.511919
34252,PSS,WW,Brown,Left,20.0,20.042,0.520159
34252,PSS,WW,Brown,Left,20.0,20.047,0.518953
34252,PSS,WW,Brown,Right,20.0,20.133,0.5659270000000001
34252,PSS,EE,Brown,Right,20.0,20.006,0.510223
34252,PSS,EE,Brown,Left,20.0,20.025,0.513893
34252,PSS,EE,Brown,Left,20.0,20.029,0.5140750000000001
34252,PSS,EE,Brown,Right,20.0,20.006,0.507876
34252,PSS,WW,Brown,Right,20.0,20.033,0.521043
34252,PSS,WW,Brown,Left,20.0,20.02,0.5177290000000001
34252,PSS,WW,Brown,Left,20.0,20.029,0.515963
34252,PSS,WW,Brown,Right,20.0,20.032,0.5186860000000001
34332,2S,EE,Perugia,Left,20.0,20.0,0.5024775730000001
34332,2S,EE,Perugia,Right,20.0,20.0,0.495990636
34332,2S,WW,Perugia,Right,20.0,20.0,0.513646078
34332,2S,WW,Perugia,Left,20.0,20.0,0.501708386
34332,2S,EE,Perugia,Left,20.0,20.0,0.512131773
34332,2S,EE,Perugia,Right,20.0,20.0,0.500588884
34332,2S,WW,Perugia,Left,20.0,20.0,0.505139734
34332,2S,WW,Perugia,Right,20.0,20.0,0.514954828
34332,2S,EE,Perugia,Left,20.0,20.0,0.5093367010000001
34332,2S,EE,Perugia,Right,20.0,20.0,0.5061053830000001
34332,2S,WW,Perugia,Right,20.0,20.0,0.515380282
34332,2S,WW,Perugia,Left,20.0,20.0,0.514205713
34332,2S,EE,Perugia,Left,20.0,20.0,0.507777304
34332,2S,EE,Perugia,Right,20.0,20.0,0.506203067
34332,2S,WW,Perugia,Left,20.0,20.0,0.5118773090000001
34332,2S,WW,Perugia,Right,20.0,20.0,0.5157282860000001
34332,2S,EE,Perugia,Left,20.0,20.0,0.511109076
34332,2S,EE,Perugia,Right,20.0,20.0,0.510144738
34332,2S,WW,Perugia,Left,20.0,20.0,0.516222163
