batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34252,PSS,EE,26200,34252_001_PSS_HM_EE,2482.308,,,,547.686,PQC1,VDP_POLY,Rotated,Left,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.083,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC1_VdP-polySi_VDPPoly_r_Run01_08_12_2020_12_42_27_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,2459.943,,,,542.751,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,19.976,Test_HPK_VPX34252_001_PSS_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_s_Run02_08_10_2020_03_57_56_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,2475.421,,,,546.166,PQC1,VDP_POLY,Standard,Left,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.08,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC1_VdP-polySi_VDPPoly_s_Run02_08_12_2020_12_42_58_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,2441.568,,,,538.697,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 1,0.2,,,,20.0,20.033,Test_HPK_VPX34252_001_PSS_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_r_Run02_08_10_2020_03_58_08_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,2521.108,,,,556.246,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.014,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC1_VdP-polySi_VDPPoly_s_Run01_08_11_2020_02_27_20_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,2498.161,,,,551.183,PQC1,VDP_POLY,Rotated,Right,VdP-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.014,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC1_VdP-polySi_VDPPoly_r_Run01_08_11_2020_02_27_33_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,2524.603,,,,557.017,PQC1,VDP_POLY,Standard,Left,VdP-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.046,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC1_VdP-polySi_VDPPoly_s_Run01_08_12_2020_02_15_01_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,2527.68,,,,557.696,PQC1,VDP_POLY,Rotated,Left,VdP-polySi,PQC_HM_POSITION 2,0.2,,,,20.0,20.048,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC1_VdP-polySi_VDPPoly_r_Run01_08_12_2020_02_15_14_PM.txt,Brown
34252,PSS,EE,26206,34252_002_PSS_HM_EE,2368.252,,,,522.521,PQC1,VDP_POLY,Standard,Right,VdP-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.059,Test_HPK_VPX34252_002_PSS_HM_EE_East_South_PQC1_VdP-polySi_VDPPoly_s_Run01_08_11_2020_04_32_06_PM.txt,Brown
34252,PSS,EE,26206,34252_002_PSS_HM_EE,2375.119,,,,524.036,PQC1,VDP_POLY,Standard,Left,VdP-polySi,PQC_HM_POSITION 3,0.2,,,,20.0,20.01,Test_HPK_VPX34252_002_PSS_HM_EE_East_North_PQC1_VdP-polySi_VDPPoly_s_Run01_08_12_2020_04_05_54_PM.txt,Brown
