batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,T_UM
34331,2S,EE,Brown,Right,20.0,20.018,33.937
34331,2S,WW,Brown,Right,20.0,20.056,33.984
34331,2S,EE,Brown,Right,20.0,20.119,33.851
34331,2S,WW,Brown,Right,20.0,19.997,33.697
34331,2S,EE,Brown,Right,20.0,20.03,34.01
34331,2S,WW,Brown,Right,20.0,20.038,33.996
34331,2S,EE,Brown,Right,20.0,20.102,34.021
34331,2S,WW,Brown,Right,20.0,20.056,33.663
34340,PSS,EE,Brown,Right,20.0,20.002,34.02
34340,PSS,WW,Brown,Right,20.0,20.005,34.045
34340,PSS,EE,Brown,Right,20.0,20.045,33.67
34340,PSS,WW,Brown,Right,20.0,20.006,34.165
34340,PSS,EE,Brown,Right,20.0,20.005,25.511
34340,PSS,WW,Brown,Right,20.0,20.004,33.977
34340,PSS,EE,Brown,Right,20.0,20.022,33.807
34340,PSS,WW,Brown,Right,20.0,20.003,33.61
34340,PSS,EE,Brown,Right,20.0,20.068,34.192
34340,PSS,WW,Brown,Right,20.0,20.004,33.949
34340,PSS,EE,Brown,Right,20.0,20.056,33.834
34340,PSS,WW,Brown,Right,20.0,20.003,33.552
34340,PSS,EE,Brown,Right,20.0,19.999,34.056
34340,PSS,WW,Brown,Right,20.0,20.003,33.99
34340,PSS,EE,Brown,Right,20.0,20.049,34.294
34340,PSS,WW,Brown,Right,20.0,20.01,33.4
34340,PSS,EE,Brown,Right,20.0,19.999,33.872
34340,PSS,WW,Brown,Right,20.0,20.005,34.152
34340,PSS,EE,Brown,Right,20.0,20.052,33.739
34340,PSS,WW,Brown,Right,20.0,20.007,34.053
34340,PSS,EE,Brown,Right,20.0,20.002,33.819
34340,PSS,WW,Brown,Right,20.0,20.006,29.92
34340,PSS,EE,Brown,Right,20.0,20.073,33.9
34340,PSS,WW,Brown,Right,20.0,20.022,34.297
34340,PSS,EE,Brown,Right,20.0,20.002,34.091
34340,PSS,WW,Brown,Right,20.0,20.003,33.965
34340,PSS,EE,Brown,Right,20.0,20.046,34.18
34340,PSS,WW,Brown,Right,20.0,20.009,34.214
34340,PSS,EE,Brown,Right,20.0,20.011,33.98
34340,PSS,WW,Brown,Right,20.0,20.005,34.15
34340,PSS,EE,Brown,Right,20.0,20.054,33.776
34340,PSS,WW,Brown,Right,20.0,20.014,33.405
34340,PSS,EE,Brown,Right,20.0,20.007,34.143
34254,PSS,EE,Brown,Right,20.0,20.003,34.347
34254,PSS,WW,Brown,Right,20.0,20.009,33.669
34254,PSS,EE,Brown,Right,20.0,20.061,34.099
34254,PSS,WW,Brown,Right,20.0,20.013,33.642
34254,PSS,EE,Brown,Right,20.0,20.004,34.111
34254,PSS,WW,Brown,Right,20.0,20.008,34.068
34254,PSS,EE,Brown,Right,20.0,20.064,34.14
34254,PSS,WW,Brown,Right,20.0,20.021,34.36
34254,PSS,EE,Brown,Right,20.0,20.008,34.181
34254,PSS,WW,Brown,Right,20.0,20.026,34.105
34254,PSS,EE,Brown,Right,20.0,20.076,34.221
34254,PSS,WW,Brown,Right,20.0,20.021,33.98
34254,PSS,EE,Brown,Right,20.0,20.001,34.294
34254,PSS,WW,Brown,Right,20.0,20.002,35.347
34254,PSS,EE,Brown,Right,20.0,20.006,33.914
34254,PSS,WW,Brown,Right,20.0,20.004,34.055
34254,PSS,EE,Brown,Right,20.0,20.003,34.225
34254,PSS,WW,Brown,Right,20.0,20.004,34.175
34254,PSS,EE,Brown,Right,20.0,20.01,33.623
34254,PSS,WW,Brown,Right,20.0,20.002,34.221
34254,PSS,EE,Brown,Right,20.0,20.024,34.367
34254,PSS,WW,Brown,Right,20.0,20.002,34.349
34254,PSS,EE,Brown,Right,20.0,20.011,33.67
34254,PSS,WW,Brown,Right,20.0,19.98,34.163
34254,PSS,EE,Brown,Right,20.0,20.007,34.149
34254,PSS,WW,Brown,Right,20.0,20.002,33.225
34254,PSS,EE,Brown,Right,20.0,20.009,34.279
34254,PSS,WW,Brown,Right,20.0,20.002,33.908
34254,PSS,EE,Brown,Right,20.0,20.001,34.274
34254,PSS,WW,Brown,Right,20.0,20.002,34.42
34254,PSS,EE,Brown,Right,20.0,20.017,34.095
34254,PSS,WW,Brown,Right,20.0,20.005,34.265
34254,PSS,EE,Brown,Left,20.0,20.147,34.432
34254,PSS,WW,Brown,Right,20.0,20.004,34.256
34254,PSS,EE,Brown,Right,20.0,20.011,33.937
34254,PSS,WW,Brown,Right,20.0,20.004,33.851
34254,PSS,EE,Brown,Right,20.0,20.005,33.936
34254,PSS,WW,Brown,Right,20.0,20.003,33.99
34254,PSS,EE,Brown,Right,20.0,20.014,34.02
34254,PSS,WW,Brown,Right,20.0,20.01,34.042
34254,PSS,EE,Brown,Right,20.0,20.004,34.093
34254,PSS,WW,Brown,Right,20.0,20.003,33.97
34254,PSS,EE,Brown,Right,20.0,20.011,34.049
34254,PSS,WW,Brown,Right,20.0,20.061,34.217
34254,PSS,EE,Brown,Right,20.0,20.054,34.044
34254,PSS,WW,Brown,Right,20.0,20.022,33.893
34254,PSS,EE,Brown,Right,20.0,20.082,36.412
34254,PSS,WW,Brown,Right,20.0,20.03,33.995
34254,PSS,EE,Brown,Right,20.0,20.006,34.423
34254,PSS,WW,Brown,Right,20.0,20.002,33.53
34254,PSS,EE,Brown,Right,20.0,20.014,34.085
34254,PSS,WW,Brown,Right,20.0,20.002,34.148
34254,PSS,EE,Brown,Right,20.0,20.002,34.241
34254,PSS,WW,Brown,Right,20.0,20.0,34.279
34254,PSS,EE,Brown,Right,20.0,20.011,33.729
34254,PSS,WW,Brown,Right,20.0,20.006,33.51
34340,PSS,WW,Brown,Right,20.0,20.009,33.875
34340,PSS,EE,Brown,Right,20.0,20.064,33.824
34340,PSS,WW,Brown,Right,20.0,20.016,34.216
34340,PSS,EE,Brown,Right,20.0,20.004,34.031
34340,PSS,WW,Brown,Right,20.0,20.008,34.035
34340,PSS,EE,Brown,Right,20.0,20.076,33.847
34340,PSS,WW,Brown,Right,20.0,20.017,33.546
34354,2S,EE,Perugia,Left,20.0,20.0,34.129
34354,2S,EE,Perugia,Left,20.0,20.0,33.867
34354,2S,EE,Perugia,Left,20.0,20.0,33.989
34354,2S,WW,Perugia,Left,20.0,20.0,33.929
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,EE,Perugia,Left,20.0,20.0,34.034
34352,2S,WW,Perugia,Left,20.0,20.0,34.184
34352,2S,EE,Perugia,Left,20.0,20.0,33.668
34352,2S,WW,Perugia,Left,20.0,20.0,34.101
34352,2S,EE,Perugia,Left,20.0,20.0,34.173
34352,2S,WW,Perugia,Left,20.0,20.0,34.042
34352,2S,EE,Perugia,Left,20.0,20.0,34.07
34352,2S,WW,Perugia,Left,20.0,20.0,34.457
34352,2S,EE,Perugia,Left,20.0,20.0,34.106
34352,2S,WW,Perugia,Left,20.0,20.0,34.112
34353,2S,EE,Brown,Right,20.0,20.015,33.625
34353,2S,WW,Brown,Right,20.0,20.028,34.021
34353,2S,EE,Brown,Right,20.0,20.092,33.618
34353,2S,WW,Brown,Right,20.0,20.05,33.638
34353,2S,EE,Brown,Right,20.0,20.006,33.688
34353,2S,WW,Brown,Right,20.0,20.041,33.614
34353,2S,EE,Brown,Right,20.0,20.103,33.651
34353,2S,WW,Brown,Right,20.0,20.057,33.782
34353,2S,EE,Brown,Right,20.0,20.02,33.922
34353,2S,WW,Brown,Right,20.0,20.053,33.593
34353,2S,EE,Brown,Right,20.0,20.102,33.755
34353,2S,WW,Brown,Right,20.0,20.048,33.953
34353,2S,EE,Brown,Right,20.0,20.003,33.545
34353,2S,WW,Brown,Right,20.0,20.1,34.044
34353,2S,EE,Brown,Right,20.0,20.091,33.919
34353,2S,WW,Brown,Right,20.0,20.047,33.995
34353,2S,EE,Brown,Right,20.0,20.007,33.666
34353,2S,WW,Brown,Right,20.0,20.045,33.574
34353,2S,EE,Brown,Right,20.0,20.088,34.122
34353,2S,WW,Brown,Right,20.0,20.04,33.719
34353,2S,EE,Brown,Right,20.0,19.999,33.845
34353,2S,WW,Brown,Right,20.0,20.002,33.305
34353,2S,EE,Brown,Right,20.0,20.013,33.869
34353,2S,WW,Brown,Right,20.0,20.009,33.599
34353,2S,EE,Brown,Right,20.0,19.999,33.969
34353,2S,WW,Brown,Right,20.0,20.005,34.189
34353,2S,EE,Brown,Right,20.0,20.016,33.834
34353,2S,WW,Brown,Right,20.0,20.004,33.991
34353,2S,EE,Brown,Right,20.0,20.001,33.563
34353,2S,WW,Brown,Right,20.0,19.999,33.906
34353,2S,EE,Brown,Right,20.0,20.013,34.142
34353,2S,WW,Brown,Right,20.0,20.003,33.795
34357,2S,EE,Perugia,Left,20.0,20.0,34.128
34357,2S,WW,Perugia,Left,20.0,20.0,34.087
34357,2S,EE,Perugia,Left,20.0,20.0,33.96
34357,2S,WW,Perugia,Left,20.0,20.0,33.754
34357,2S,EE,Perugia,Left,20.0,20.0,34.275
34357,2S,WW,Perugia,Left,20.0,20.0,33.877
34357,2S,EE,Perugia,Left,20.0,20.0,34.17
34357,2S,WW,Perugia,Left,20.0,20.0,33.716
34357,2S,EE,Perugia,Left,20.0,20.0,33.973
34357,2S,WW,Perugia,Left,20.0,20.0,33.835
34357,2S,EE,Perugia,Left,20.0,20.0,34.042
34357,2S,WW,Perugia,Left,20.0,20.0,34.042
34357,2S,EE,Perugia,Left,20.0,20.0,33.871
34357,2S,WW,Perugia,Left,20.0,20.0,34.108
34357,2S,EE,Perugia,Left,20.0,20.0,34.038
34357,2S,WW,Perugia,Left,20.0,20.0,33.85
34357,2S,EE,Perugia,Left,20.0,20.0,34.179
34357,2S,WW,Perugia,Left,20.0,20.0,34.171
34357,2S,EE,Perugia,Left,20.0,20.0,33.974
34357,2S,WW,Perugia,Left,20.0,20.0,34.049
34357,2S,EE,Perugia,Left,20.0,20.0,33.843
34357,2S,EE,Perugia,Left,20.0,20.0,33.913
34357,2S,EE,Perugia,Left,20.0,20.0,33.857
34357,2S,EE,Perugia,Left,20.0,20.0,33.857
34354,2S,EE,Perugia,Left,20.0,20.0,33.948
34354,2S,WW,Perugia,Left,20.0,20.0,33.836
34354,2S,EE,Perugia,Left,20.0,20.0,33.806
34354,2S,WW,Perugia,Left,20.0,20.0,33.872
34354,2S,EE,Perugia,Left,20.0,20.0,33.862
34354,2S,WW,Perugia,Left,20.0,20.0,33.996
34354,2S,EE,Perugia,Left,20.0,20.0,34.006
34354,2S,WW,Perugia,Left,20.0,20.0,33.919
34354,2S,EE,Perugia,Left,20.0,20.0,34.235
34354,2S,WW,Perugia,Left,20.0,20.0,33.865
34354,2S,EE,Perugia,Left,20.0,20.0,33.711
34354,2S,WW,Perugia,Left,20.0,20.0,33.867
34354,2S,EE,Perugia,Left,20.0,20.0,33.961
34354,2S,WW,Perugia,Left,20.0,20.0,34.002
34354,2S,EE,Perugia,Left,20.0,20.0,32.774
34354,2S,WW,Perugia,Left,20.0,20.0,34.061
34354,2S,EE,Perugia,Left,20.0,20.0,33.983
34354,2S,WW,Perugia,Left,20.0,20.0,34.018
34354,2S,EE,Perugia,Left,20.0,20.0,33.896
34354,2S,WW,Perugia,Left,20.0,20.0,33.837
34354,2S,EE,Perugia,Left,20.0,20.0,33.926
34354,2S,WW,Perugia,Left,20.0,20.0,33.909
34354,2S,EE,Perugia,Left,20.0,20.0,33.916
34354,2S,WW,Perugia,Left,20.0,20.0,34.042
34354,2S,EE,Perugia,Left,20.0,20.0,33.906
34354,2S,WW,Perugia,Left,20.0,20.0,34.15
34354,2S,EE,Perugia,Left,20.0,20.0,33.875
34354,2S,WW,Perugia,Left,20.0,20.0,33.977
34354,2S,EE,Perugia,Left,20.0,20.0,43.594
34354,2S,WW,Perugia,Left,20.0,20.0,33.976
34354,2S,EE,Perugia,Left,20.0,20.0,34.098
34354,2S,WW,Perugia,Left,20.0,20.0,34.224
34354,2S,EE,Perugia,Left,20.0,20.0,34.022
34354,2S,WW,Perugia,Left,20.0,20.0,33.861
34354,2S,EE,Perugia,Left,20.0,20.0,33.817
34354,2S,WW,Perugia,Left,20.0,20.0,33.971
34354,2S,EE,Perugia,Left,20.0,20.0,33.863
34354,2S,WW,Perugia,Left,20.0,20.0,33.899
34354,2S,EE,Perugia,Left,20.0,20.0,33.951
34354,2S,WW,Perugia,Left,20.0,20.0,33.949
34357,2S,EE,Perugia,Left,20.0,20.0,33.876
34357,2S,WW,Perugia,Left,20.0,20.0,33.673
34357,2S,EE,Perugia,Left,20.0,20.0,33.824
34357,2S,WW,Perugia,Left,20.0,20.0,33.833
34357,2S,EE,Perugia,Left,20.0,20.0,34.217
34357,2S,WW,Perugia,Left,20.0,20.0,33.839
34359,2S,EE,Brown,Right,20.0,20.007,33.511
34359,2S,WW,Brown,Right,20.0,20.002,33.867
34359,2S,EE,Brown,Right,20.0,20.006,33.662
34359,2S,WW,Brown,Right,20.0,20.003,33.855
34359,2S,EE,Brown,Right,20.0,20.005,33.948
34359,2S,WW,Brown,Right,20.0,20.0,33.661
34359,2S,EE,Brown,Right,20.0,20.011,33.816
34359,2S,WW,Brown,Right,20.0,20.004,33.849
34359,2S,EE,Brown,Right,20.0,19.999,34.008
34359,2S,WW,Brown,Right,20.0,20.004,33.831
34359,2S,EE,Brown,Right,20.0,20.033,33.788
34359,2S,WW,Brown,Right,20.0,20.003,33.951
34359,2S,EE,Brown,Right,20.0,20.0,33.801
34359,2S,WW,Brown,Right,20.0,20.002,34.084
34359,2S,EE,Brown,Right,20.0,20.009,32.647
34359,2S,WW,Brown,Right,20.0,20.006,33.846
34359,2S,EE,Brown,Right,20.0,20.002,33.947
34359,2S,WW,Brown,Right,20.0,20.0,33.645
34359,2S,EE,Brown,Right,20.0,20.019,33.625
34359,2S,WW,Brown,Right,20.0,20.002,33.579
34359,2S,EE,Brown,Right,20.0,20.004,33.956
34359,2S,WW,Brown,Right,20.0,20.003,33.931
34359,2S,EE,Brown,Right,20.0,20.006,33.793
34359,2S,WW,Brown,Right,20.0,20.007,33.804
34359,2S,EE,Brown,Right,20.0,20.001,33.828
34359,2S,WW,Brown,Right,20.0,20.005,34.275
34359,2S,EE,Brown,Right,20.0,20.008,34.05
34359,2S,WW,Brown,Right,20.0,20.059,34.533
34341,PSS,EE,Brown,Right,20.0,20.062,33.966
34341,PSS,WW,Brown,Right,20.0,20.027,33.598
34341,PSS,EE,Brown,Right,20.0,20.006,34.273
34341,PSS,WW,Brown,Right,20.0,20.032,33.636
34341,PSS,EE,Brown,Right,20.0,19.999,33.967
34341,PSS,WW,Brown,Right,20.0,20.027,34.145
34341,PSS,EE,Brown,Right,20.0,20.104,34.105
34341,PSS,WW,Brown,Right,20.0,20.257,34.051
34341,PSS,EE,Brown,Right,20.0,20.01,33.722
34341,PSS,WW,Brown,Right,20.0,20.041,33.984
34341,PSS,EE,Brown,Right,20.0,20.104,34.237
34341,PSS,WW,Brown,Right,20.0,20.053,34.102
34341,PSS,EE,Brown,Right,20.0,20.006,33.924
34341,PSS,WW,Brown,Right,20.0,20.038,34.575
34341,PSS,EE,Brown,Right,20.0,20.097,34.283
34341,PSS,WW,Brown,Right,20.0,20.042,34.281
34341,PSS,EE,Brown,Right,20.0,20.003,34.187
34341,PSS,WW,Brown,Right,20.0,20.018,29.718
34341,PSS,EE,Brown,Right,20.0,20.077,33.823
34341,PSS,WW,Brown,Right,20.0,20.027,34.372
34341,PSS,EE,Brown,Right,20.0,20.005,34.267
34341,PSS,WW,Brown,Right,20.0,20.032,33.951
34341,PSS,EE,Brown,Right,20.0,20.103,34.113
34341,PSS,WW,Brown,Right,20.0,20.057,34.387
34341,PSS,EE,Brown,Right,20.0,20.001,34.273
34341,PSS,WW,Brown,Right,20.0,20.018,34.142
34341,PSS,EE,Brown,Right,20.0,20.082,34.228
34341,PSS,WW,Brown,Right,20.0,20.025,34.282
34341,PSS,EE,Brown,Right,20.0,20.004,31.952
34341,PSS,WW,Brown,Right,20.0,20.013,34.355
34341,PSS,EE,Brown,Right,20.0,20.061,34.248
34341,PSS,WW,Brown,Right,20.0,20.02,33.84
34341,PSS,EE,Brown,Right,20.0,20.007,33.914
34341,PSS,WW,Brown,Right,20.0,20.036,34.367
34341,PSS,EE,Brown,Right,20.0,20.092,33.946
34341,PSS,WW,Brown,Right,20.0,20.039,34.006
34341,PSS,EE,Brown,Right,20.0,20.029,34.45
34341,PSS,WW,Brown,Right,20.0,20.053,34.47
