batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,RSH_OHMSQR
34252,PSS,EE,Brown,Right,20.0,20.126,34.647
34252,PSS,EE,Brown,Left,20.0,20.235,34.97
34252,PSS,WW,Brown,Right,20.0,20.048,36.977
34252,PSS,WW,Brown,Right,20.0,20.049,38.672
34252,PSS,WW,Brown,Left,20.0,20.102,35.248
34252,PSS,WW,Brown,Left,20.0,20.107,35.225
34252,PSS,EE,Brown,Left,20.0,20.118,35.037
34252,PSS,EE,Brown,Left,20.0,20.121,34.798
34252,PSS,EE,Brown,Right,20.0,20.087,34.723
34252,PSS,EE,Brown,Right,20.0,20.05,38.49
34252,PSS,WW,Brown,Right,20.0,20.114,35.059
34252,PSS,WW,Brown,Left,20.0,20.119,34.57
34252,PSS,WW,Brown,Left,20.0,20.118,35.292
34252,PSS,WW,Brown,Right,20.0,20.111,35.449
34252,PSS,EE,Brown,Left,20.0,20.04,34.822
34252,PSS,EE,Brown,Right,20.0,20.088,35.013
34252,PSS,EE,Brown,Left,20.0,20.039,34.803
34252,PSS,EE,Brown,Right,20.0,20.091,34.774
34252,PSS,WW,Brown,Left,20.0,20.06,35.223
34252,PSS,WW,Brown,Left,20.0,20.062,35.093
34252,PSS,WW,Brown,Right,20.0,20.012,34.417
34252,PSS,WW,Brown,Right,20.0,20.011,34.963
34252,PSS,EE,Brown,Left,20.0,20.031,34.73
34252,PSS,EE,Brown,Left,20.0,20.029,34.931
34252,PSS,EE,Brown,Right,20.0,20.036,34.366
34252,PSS,EE,Brown,Right,20.0,20.033,34.992
34252,PSS,WW,Brown,Right,20.0,20.049,34.9
34252,PSS,WW,Brown,Right,20.0,20.052,34.498
34252,PSS,WW,Brown,Left,20.0,20.066,34.779
34252,PSS,WW,Brown,Left,20.0,20.062,35.364
34252,PSS,EE,Brown,Left,20.0,20.07,34.932
34252,PSS,EE,Brown,Right,20.0,19.998,34.497
34252,PSS,EE,Brown,Left,20.0,20.068,34.91
34252,PSS,EE,Brown,Right,20.0,19.988,34.683
34252,PSS,WW,Brown,Right,20.0,20.114,34.751
34252,PSS,WW,Brown,Left,20.0,20.048,35.271
34252,PSS,WW,Brown,Left,20.0,20.054,35.275
34252,PSS,WW,Brown,Right,20.0,20.112,34.343
34252,PSS,EE,Brown,Right,20.0,20.011,34.358
34252,PSS,EE,Brown,Left,20.0,20.032,34.865
34252,PSS,EE,Brown,Right,20.0,20.011,34.998
34252,PSS,EE,Brown,Left,20.0,20.036,34.633
34252,PSS,WW,Brown,Left,20.0,20.034,34.703
34252,PSS,WW,Brown,Left,20.0,20.036,34.845
34252,PSS,WW,Brown,Right,20.0,20.035,34.409
34252,PSS,WW,Brown,Right,20.0,20.033,34.805
34332,2S,EE,Perugia,Right,20.0,20.0,34.682
34332,2S,EE,Perugia,Left,20.0,20.0,34.726
34332,2S,WW,Perugia,Right,20.0,20.0,34.769
34332,2S,WW,Perugia,Left,20.0,20.0,34.861
34332,2S,EE,Perugia,Right,20.0,20.0,34.678
34332,2S,EE,Perugia,Left,20.0,20.0,34.755
34332,2S,WW,Perugia,Left,20.0,20.0,34.796
34332,2S,WW,Perugia,Right,20.0,20.0,34.737
34332,2S,EE,Perugia,Left,20.0,20.0,34.662
34332,2S,EE,Perugia,Right,20.0,20.0,34.571
34332,2S,WW,Perugia,Left,20.0,20.0,34.914
34332,2S,WW,Perugia,Right,20.0,20.0,34.818
34332,2S,EE,Perugia,Left,20.0,20.0,34.799
34332,2S,EE,Perugia,Right,20.0,20.0,34.642
34332,2S,WW,Perugia,Right,20.0,20.0,34.719
34332,2S,WW,Perugia,Left,20.0,20.0,34.845
34332,2S,EE,Perugia,Right,20.0,20.0,34.68
34332,2S,EE,Perugia,Left,20.0,20.0,34.761
34332,2S,WW,Perugia,Left,20.0,20.0,34.827
34332,2S,WW,Perugia,Right,20.0,20.0,34.72
34332,2S,EE,Perugia,Left,20.0,20.0,34.771
34332,2S,EE,Perugia,Right,20.0,20.0,34.691
34332,2S,WW,Perugia,Right,20.0,20.0,34.754
34332,2S,WW,Perugia,Left,20.0,20.0,34.806
34332,2S,EE,Perugia,Right,20.0,20.0,34.831
34332,2S,WW,Perugia,Left,20.0,20.0,34.832
34332,2S,WW,Perugia,Right,20.0,20.0,34.681
34332,2S,EE,Perugia,Left,20.0,20.0,34.658
34332,2S,EE,Perugia,Right,20.0,20.0,34.691
34332,2S,WW,Perugia,Left,20.0,20.0,34.875
34332,2S,WW,Perugia,Right,20.0,20.0,34.811
34332,2S,EE,Perugia,Right,20.0,20.0,34.661
34332,2S,EE,Perugia,Left,20.0,20.0,34.683
34332,2S,WW,Perugia,Right,20.0,20.0,34.709
34332,2S,WW,Perugia,Left,20.0,20.0,34.698
34332,2S,EE,Perugia,Right,20.0,20.0,34.708
34332,2S,EE,Perugia,Left,20.0,20.0,34.731
34332,2S,WW,Perugia,Left,20.0,20.0,34.806
34332,2S,WW,Perugia,Right,20.0,20.0,34.744
34346,2S,EE,Perugia,Right,20.0,20.0,34.39
34346,2S,EE,Perugia,Left,20.0,20.0,34.698
34346,2S,WW,Perugia,Left,20.0,20.0,34.594
34346,2S,WW,Perugia,Right,20.0,20.0,34.722
34346,2S,EE,Perugia,Left,20.0,20.0,34.656
34346,2S,EE,Perugia,Right,20.0,20.0,34.379
34346,2S,WW,Perugia,Right,20.0,20.0,34.758
34346,2S,WW,Perugia,Left,20.0,20.0,34.552
34346,2S,EE,Perugia,Right,20.0,20.0,34.47
34346,2S,EE,Perugia,Left,20.0,20.0,34.668
34346,2S,WW,Perugia,Left,20.0,20.0,34.613
34346,2S,WW,Perugia,Right,20.0,20.0,34.65
34346,2S,EE,Perugia,Right,20.0,20.0,34.443
34346,2S,EE,Perugia,Left,20.0,20.0,34.639
34346,2S,WW,Perugia,Left,20.0,20.0,34.556
34346,2S,EE,Perugia,Right,20.0,20.0,34.408
34346,2S,EE,Perugia,Left,20.0,20.0,34.702
34346,2S,WW,Perugia,Left,20.0,20.0,34.592
34346,2S,WW,Perugia,Right,20.0,20.0,34.645
34346,2S,EE,Perugia,Right,20.0,20.0,34.463
34346,2S,EE,Perugia,Left,20.0,20.0,34.672
34346,2S,WW,Perugia,Left,20.0,20.0,34.555
34346,2S,WW,Perugia,Right,20.0,20.0,34.634
34346,2S,EE,Perugia,Right,20.0,20.0,34.595
34346,2S,EE,Perugia,Left,20.0,20.0,34.749
34346,2S,WW,Perugia,Right,20.0,20.0,34.618
34346,2S,WW,Perugia,Left,20.0,20.0,34.571
34346,2S,EE,Perugia,Left,20.0,20.0,34.747
34346,2S,EE,Perugia,Right,20.0,20.0,34.455
34346,2S,WW,Perugia,Left,20.0,20.0,34.56
34346,2S,WW,Perugia,Right,20.0,20.0,34.662
34346,2S,EE,Perugia,Left,20.0,20.0,34.693
34346,2S,EE,Perugia,Right,20.0,20.0,34.472
34346,2S,WW,Perugia,Left,20.0,20.0,34.582
34346,2S,WW,Perugia,Right,20.0,20.0,34.729
34346,2S,EE,Perugia,Left,20.0,20.0,34.692
34346,2S,EE,Perugia,Right,20.0,20.0,34.428
34346,2S,EE,Perugia,Right,20.0,20.0,34.665
34346,2S,WW,Perugia,Left,20.0,20.0,34.486
34348,2S,EE,Perugia,Left,20.0,20.0,34.527
34348,2S,WW,Perugia,Left,20.0,20.0,34.611
34348,2S,EE,Perugia,Left,20.0,20.0,34.504
34348,2S,EE,Perugia,Left,20.0,20.0,34.547
34348,2S,WW,Perugia,Left,20.0,20.0,34.606
34348,2S,EE,Perugia,Left,20.0,20.0,34.568
34348,2S,WW,Perugia,Left,20.0,20.0,34.697
34348,2S,EE,Perugia,Left,20.0,20.0,34.519
34348,2S,WW,Perugia,Left,20.0,20.0,34.714
34348,2S,EE,Perugia,Left,20.0,20.0,34.645
34348,2S,WW,Perugia,Left,20.0,20.0,34.638
34348,2S,EE,Perugia,Left,20.0,20.0,34.589
34348,2S,WW,Perugia,Left,20.0,20.0,34.687
34348,2S,EE,Perugia,Left,20.0,20.0,34.538
34348,2S,WW,Perugia,Left,20.0,20.0,34.707
34348,2S,EE,Perugia,Left,20.0,20.0,34.479
34348,2S,WW,Perugia,Left,20.0,20.0,34.771
34348,2S,WW,Perugia,Left,20.0,20.0,34.74
34348,2S,EE,Perugia,Left,20.0,20.0,34.662
34348,2S,WW,Perugia,Left,20.0,20.0,34.818
34348,2S,WW,Perugia,Left,20.0,20.0,34.596
34348,2S,EE,Perugia,Left,20.0,20.0,34.514
34348,2S,WW,Perugia,Left,20.0,20.0,34.686
34331,2S,EE,Brown,Right,20.0,20.049,34.501
34331,2S,EE,Brown,Left,20.0,20.095,34.676
34331,2S,EE,Brown,Left,20.0,20.094,34.777
34331,2S,EE,Brown,Right,20.0,20.048,34.476
34331,2S,WW,Brown,Right,20.0,20.094,34.491
34331,2S,WW,Brown,Left,20.0,20.105,35.159
34331,2S,WW,Brown,Left,20.0,20.105,34.395
34331,2S,WW,Brown,Right,20.0,20.096,34.699
34331,2S,EE,Brown,Right,20.0,20.122,34.541
34331,2S,EE,Brown,Right,20.0,20.186,34.662
34331,2S,WW,Brown,Right,20.0,20.013,34.838
34331,2S,WW,Brown,Right,20.0,20.012,34.765
34331,2S,EE,Brown,Right,20.0,20.061,34.348
34331,2S,EE,Brown,Right,20.0,20.059,34.767
34331,2S,WW,Brown,Right,20.0,20.116,34.896
34331,2S,WW,Brown,Right,20.0,20.116,34.526
34331,2S,EE,Brown,Left,20.0,20.035,35.017
34331,2S,EE,Brown,Right,20.0,20.028,34.655
34331,2S,EE,Brown,Left,20.0,20.034,34.711
34331,2S,EE,Brown,Right,20.0,20.028,34.554
34331,2S,WW,Brown,Right,20.0,20.044,34.581
34331,2S,WW,Brown,Right,20.0,20.046,34.766
34331,2S,EE,Brown,Right,20.0,20.078,34.491
34331,2S,EE,Brown,Right,20.0,20.081,34.472
34331,2S,WW,Brown,Right,20.0,20.135,34.919
34331,2S,WW,Brown,Right,20.0,20.134,34.53
34331,2S,EE,Brown,Right,20.0,20.027,34.582
34331,2S,EE,Brown,Right,20.0,20.032,34.698
34331,2S,EE,Brown,Left,20.0,-240.642,35.149
34331,2S,EE,Brown,Left,20.0,-241.188,34.828
34331,2S,WW,Brown,Right,20.0,20.01,34.523
34331,2S,WW,Brown,Right,20.0,20.011,34.672
34331,2S,EE,Brown,Right,20.0,20.05,34.802
34331,2S,EE,Brown,Left,20.0,20.59,34.801
34331,2S,EE,Brown,Left,20.0,20.566,35.073
34331,2S,EE,Brown,Right,20.0,20.052,34.801
34331,2S,WW,Brown,Right,20.0,20.101,34.692
34331,2S,WW,Brown,Right,20.0,20.102,35.079
34331,2S,EE,Brown,Right,20.0,20.0,34.882
34331,2S,EE,Brown,Right,20.0,20.001,35.028
34331,2S,WW,Brown,Right,20.0,20.004,34.822
34331,2S,WW,Brown,Right,20.0,20.007,34.889
34331,2S,EE,Brown,Right,20.0,20.03,34.775
34331,2S,EE,Brown,Right,20.0,20.025,34.936
34331,2S,WW,Brown,Right,20.0,20.08,34.736
34331,2S,WW,Brown,Right,20.0,20.082,35.004
34331,2S,EE,Brown,Right,20.0,20.015,34.942
34331,2S,EE,Brown,Right,20.0,20.026,35.035
34331,2S,WW,Brown,Right,20.0,20.004,34.865
34331,2S,WW,Brown,Right,20.0,20.002,35.043
34331,2S,EE,Brown,Right,20.0,20.008,34.894
34331,2S,EE,Brown,Right,20.0,20.01,34.817
34331,2S,WW,Brown,Right,20.0,20.009,34.908
34331,2S,WW,Brown,Right,20.0,20.009,34.777
34331,2S,EE,Brown,Right,20.0,20.025,34.714
34331,2S,EE,Brown,Right,20.0,20.046,34.813
34331,2S,WW,Brown,Right,20.0,20.006,34.643
34331,2S,WW,Brown,Right,20.0,20.008,34.551
34331,2S,EE,Brown,Right,20.0,20.003,34.721
34331,2S,EE,Brown,Right,20.0,20.007,34.486
34331,2S,WW,Brown,Right,20.0,20.008,34.607
34331,2S,WW,Brown,Right,20.0,20.007,34.487
34331,2S,EE,Brown,Right,20.0,20.076,34.601
34331,2S,EE,Brown,Right,20.0,20.073,34.504
34331,2S,WW,Brown,Right,20.0,20.018,34.67
34331,2S,WW,Brown,Right,20.0,20.021,34.714
34331,2S,EE,Brown,Right,20.0,20.08,34.451
34331,2S,EE,Brown,Right,20.0,20.079,34.438
34331,2S,WW,Brown,Right,20.0,20.13,34.473
34331,2S,WW,Brown,Right,20.0,20.13,34.7
34331,2S,EE,Brown,Right,20.0,20.011,34.69
34331,2S,EE,Brown,Right,20.0,20.12,34.583
34331,2S,WW,Brown,Right,20.0,20.025,34.531
34331,2S,WW,Brown,Right,20.0,20.023,34.835
34331,2S,EE,Brown,Right,20.0,20.069,34.501
34331,2S,EE,Brown,Right,20.0,20.071,34.27
34331,2S,WW,Brown,Right,20.0,20.122,34.598
34331,2S,WW,Brown,Right,20.0,20.122,34.931
34331,2S,EE,Brown,Right,20.0,20.067,34.678
34331,2S,EE,Brown,Right,20.0,20.066,34.579
34331,2S,WW,Brown,Right,20.0,20.02,34.859
34331,2S,WW,Brown,Right,20.0,20.021,35.045
34331,2S,EE,Brown,Right,20.0,20.046,34.598
34331,2S,EE,Brown,Right,20.0,20.049,34.287
34331,2S,WW,Brown,Right,20.0,20.109,34.934
34331,2S,WW,Brown,Right,20.0,20.107,34.542
34340,PSS,EE,Brown,Right,20.0,20.164,34.487
34340,PSS,EE,Brown,Right,20.0,20.171,34.724
34340,PSS,WW,Brown,Right,20.0,20.003,34.747
34340,PSS,WW,Brown,Right,20.0,20.004,34.201
34340,PSS,EE,Brown,Right,20.0,20.012,34.325
34340,PSS,EE,Brown,Right,20.0,20.01,34.59
34340,PSS,WW,Brown,Right,20.0,20.047,34.741
34340,PSS,WW,Brown,Right,20.0,20.046,34.433
34340,PSS,EE,Brown,Right,20.0,20.121,34.541
34340,PSS,EE,Brown,Right,20.0,20.097,34.714
34340,PSS,WW,Brown,Right,20.0,20.003,34.312
34340,PSS,WW,Brown,Right,20.0,20.003,34.717
34340,PSS,EE,Brown,Right,20.0,20.007,34.308
34340,PSS,EE,Brown,Right,20.0,20.004,34.713
34340,PSS,WW,Brown,Right,20.0,20.026,34.625
34340,PSS,WW,Brown,Right,20.0,20.027,34.324
34340,PSS,EE,Brown,Right,20.0,20.142,35.941
34340,PSS,EE,Brown,Right,20.0,20.211,35.78
34340,PSS,WW,Brown,Right,20.0,20.006,34.61
34340,PSS,WW,Brown,Right,20.0,20.008,34.135
34340,PSS,EE,Brown,Right,20.0,20.011,34.767
34340,PSS,EE,Brown,Right,20.0,20.012,34.347
34340,PSS,WW,Brown,Right,20.0,20.061,34.405
34340,PSS,WW,Brown,Right,20.0,20.059,34.506
34340,PSS,EE,Brown,Right,20.0,20.119,34.733
34340,PSS,EE,Brown,Right,20.0,20.149,34.556
34340,PSS,WW,Brown,Right,20.0,20.003,34.318
34340,PSS,WW,Brown,Right,20.0,20.004,34.563
34340,PSS,EE,Brown,Right,20.0,20.008,35.049
34340,PSS,EE,Brown,Right,20.0,20.01,34.317
34340,PSS,WW,Brown,Right,20.0,20.052,34.539
34340,PSS,WW,Brown,Right,20.0,20.053,34.332
34340,PSS,EE,Brown,Right,20.0,20.14,34.5
34340,PSS,EE,Brown,Right,20.0,20.147,34.714
34340,PSS,WW,Brown,Right,20.0,20.004,34.668
34340,PSS,WW,Brown,Right,20.0,20.004,34.142
34340,PSS,EE,Brown,Right,20.0,20.014,34.138
34340,PSS,EE,Brown,Right,20.0,20.011,34.602
34340,PSS,WW,Brown,Right,20.0,20.051,34.341
34340,PSS,WW,Brown,Right,20.0,20.051,34.622
34340,PSS,EE,Brown,Right,20.0,20.21,34.551
34340,PSS,EE,Brown,Right,20.0,20.135,34.692
34340,PSS,WW,Brown,Right,20.0,20.003,34.761
34340,PSS,WW,Brown,Right,20.0,20.002,34.205
34340,PSS,EE,Brown,Right,20.0,20.008,34.288
34340,PSS,EE,Brown,Right,20.0,20.005,34.636
34340,PSS,WW,Brown,Right,20.0,20.08,34.873
34340,PSS,WW,Brown,Right,20.0,20.081,34.33
34340,PSS,EE,Brown,Right,20.0,20.144,34.752
34340,PSS,EE,Brown,Right,20.0,20.209,34.494
34340,PSS,WW,Brown,Right,20.0,20.005,34.783
34340,PSS,WW,Brown,Right,20.0,20.007,34.398
34340,PSS,EE,Brown,Right,20.0,20.008,34.793
34340,PSS,EE,Brown,Right,20.0,20.008,34.238
34340,PSS,WW,Brown,Right,20.0,20.056,34.698
34340,PSS,WW,Brown,Right,20.0,20.055,34.342
34340,PSS,EE,Brown,Right,20.0,20.033,34.715
34340,PSS,EE,Brown,Right,20.0,20.037,34.58
34340,PSS,WW,Brown,Right,20.0,20.002,34.901
34340,PSS,WW,Brown,Right,20.0,20.003,34.197
34340,PSS,EE,Brown,Right,20.0,20.01,34.764
34340,PSS,EE,Brown,Right,20.0,20.012,34.268
34340,PSS,WW,Brown,Right,20.0,20.073,34.551
34340,PSS,WW,Brown,Right,20.0,20.072,34.335
34340,PSS,EE,Brown,Right,20.0,20.025,34.655
34340,PSS,EE,Brown,Right,20.0,20.023,34.476
34254,PSS,EE,Brown,Right,20.0,20.17,34.941
34254,PSS,EE,Brown,Right,20.0,20.231,34.657
34254,PSS,WW,Brown,Right,20.0,20.006,34.187
34254,PSS,WW,Brown,Right,20.0,20.007,35.169
34254,PSS,EE,Brown,Right,20.0,20.012,34.392
34254,PSS,EE,Brown,Right,20.0,20.011,34.955
34254,PSS,WW,Brown,Right,20.0,20.065,34.655
34254,PSS,WW,Brown,Right,20.0,20.066,35.126
34254,PSS,EE,Brown,Right,20.0,20.117,34.875
34254,PSS,EE,Brown,Right,20.0,20.163,34.652
34254,PSS,WW,Brown,Right,20.0,20.008,34.95
34254,PSS,WW,Brown,Right,20.0,20.012,34.69
34254,PSS,EE,Brown,Right,20.0,20.017,34.456
34254,PSS,EE,Brown,Right,20.0,20.016,34.956
34254,PSS,WW,Brown,Right,20.0,20.072,34.9
34254,PSS,WW,Brown,Right,20.0,20.073,34.691
34254,PSS,EE,Brown,Right,20.0,20.174,34.64
34254,PSS,EE,Brown,Right,20.0,20.117,34.883
34254,PSS,WW,Brown,Right,20.0,20.014,34.424
34254,PSS,WW,Brown,Right,20.0,20.013,34.954
34254,PSS,EE,Brown,Right,20.0,20.034,34.414
34254,PSS,EE,Brown,Right,20.0,20.033,34.875
34254,PSS,WW,Brown,Right,20.0,20.086,34.631
34254,PSS,WW,Brown,Right,20.0,20.083,34.869
34254,PSS,EE,Brown,Right,20.0,20.013,34.717
34254,PSS,EE,Brown,Right,20.0,20.013,34.909
34254,PSS,WW,Brown,Right,20.0,20.006,35.271
34254,PSS,WW,Brown,Right,20.0,20.01,34.644
34254,PSS,EE,Brown,Right,20.0,20.002,35.072
34254,PSS,EE,Brown,Right,20.0,20.002,34.594
34254,PSS,WW,Brown,Right,20.0,20.012,34.613
34254,PSS,WW,Brown,Right,20.0,20.011,34.863
34254,PSS,EE,Brown,Right,20.0,20.136,34.862
34254,PSS,EE,Brown,Right,20.0,20.196,35.087
34254,PSS,WW,Brown,Right,20.0,20.002,34.907
34254,PSS,WW,Brown,Right,20.0,20.004,35.006
34254,PSS,EE,Brown,Right,20.0,20.001,34.89
34254,PSS,EE,Brown,Right,20.0,20.002,34.967
34254,PSS,WW,Brown,Right,20.0,20.012,34.968
34254,PSS,WW,Brown,Right,20.0,20.013,34.807
34254,PSS,EE,Brown,Right,20.0,20.057,34.996
34254,PSS,EE,Brown,Right,20.0,20.064,35.013
34254,PSS,WW,Brown,Right,20.0,20.007,34.566
34254,PSS,WW,Brown,Right,20.0,20.004,34.975
34254,PSS,EE,Brown,Right,20.0,20.003,34.675
34254,PSS,EE,Brown,Right,20.0,20.009,34.824
34254,PSS,WW,Brown,Right,20.0,20.028,34.894
34254,PSS,WW,Brown,Right,20.0,20.026,34.9
34254,PSS,EE,Brown,Right,20.0,20.177,34.986
34254,PSS,EE,Brown,Right,20.0,20.122,35.03
34254,PSS,WW,Brown,Right,20.0,20.009,34.96
34254,PSS,WW,Brown,Right,20.0,20.008,34.793
34254,PSS,EE,Brown,Right,20.0,20.002,34.831
34254,PSS,EE,Brown,Right,20.0,20.007,34.903
34254,PSS,WW,Brown,Right,20.0,20.019,34.871
34254,PSS,WW,Brown,Right,20.0,20.022,34.927
34254,PSS,EE,Brown,Right,20.0,20.015,34.864
34254,PSS,EE,Brown,Right,20.0,20.159,35.039
34254,PSS,WW,Brown,Right,20.0,20.004,34.866
34254,PSS,WW,Brown,Right,20.0,20.005,35.015
34254,PSS,EE,Brown,Right,20.0,20.002,34.906
34254,PSS,EE,Brown,Right,20.0,20.003,34.776
34254,PSS,WW,Brown,Right,20.0,20.023,35.03
34254,PSS,WW,Brown,Right,20.0,20.021,34.915
34254,PSS,EE,Brown,Right,20.0,20.112,34.931
34254,PSS,EE,Brown,Right,20.0,20.19,35.137
34254,PSS,EE,Brown,Left,20.0,20.166,34.792
34254,PSS,WW,Brown,Right,20.0,20.006,34.994
34254,PSS,WW,Brown,Right,20.0,20.006,34.906
34254,PSS,EE,Brown,Right,20.0,20.008,34.936
34254,PSS,EE,Brown,Right,20.0,20.003,34.843
34254,PSS,WW,Brown,Right,20.0,20.013,34.737
34254,PSS,WW,Brown,Right,20.0,20.015,34.982
34254,PSS,EE,Brown,Right,20.0,20.193,35.083
34254,PSS,EE,Brown,Right,20.0,20.151,34.83
34254,PSS,WW,Brown,Right,20.0,20.003,34.773
34254,PSS,WW,Brown,Right,20.0,20.006,34.957
34254,PSS,EE,Brown,Right,20.0,20.007,34.872
34254,PSS,EE,Brown,Right,20.0,20.004,34.779
34254,PSS,WW,Brown,Right,20.0,20.031,35.038
34254,PSS,WW,Brown,Right,20.0,20.029,34.718
34254,PSS,EE,Brown,Right,20.0,20.152,34.978
34254,PSS,EE,Brown,Right,20.0,20.124,34.925
34254,PSS,WW,Brown,Right,20.0,20.001,34.802
34254,PSS,WW,Brown,Right,20.0,20.0,34.99
34254,PSS,EE,Brown,Right,20.0,20.01,34.688
34254,PSS,EE,Brown,Right,20.0,20.007,34.98
34254,PSS,WW,Brown,Right,20.0,20.016,34.813
34254,PSS,WW,Brown,Right,20.0,20.016,34.843
34254,PSS,EE,Brown,Right,20.0,20.097,34.851
34254,PSS,EE,Brown,Right,20.0,20.121,34.936
34254,PSS,WW,Brown,Right,20.0,20.012,34.961
34254,PSS,WW,Brown,Right,20.0,20.012,34.714
34254,PSS,EE,Brown,Right,20.0,20.034,34.704
34254,PSS,EE,Brown,Right,20.0,20.032,34.888
34254,PSS,WW,Brown,Right,20.0,20.088,34.763
34254,PSS,WW,Brown,Right,20.0,20.089,34.805
34254,PSS,EE,Brown,Right,20.0,20.076,35.027
34254,PSS,EE,Brown,Right,20.0,20.067,35.04
34254,PSS,WW,Brown,Right,20.0,20.004,34.728
34254,PSS,WW,Brown,Right,20.0,20.001,34.994
34254,PSS,EE,Brown,Right,20.0,20.004,34.879
34254,PSS,EE,Brown,Right,20.0,20.006,34.498
34254,PSS,WW,Brown,Right,20.0,20.018,34.919
34254,PSS,WW,Brown,Right,20.0,20.016,35.025
34254,PSS,EE,Brown,Right,20.0,20.119,34.866
34254,PSS,EE,Brown,Right,20.0,20.196,34.963
34254,PSS,WW,Brown,Right,20.0,20.0,34.997
34254,PSS,WW,Brown,Right,20.0,20.002,34.779
34254,PSS,EE,Brown,Right,20.0,20.007,34.748
34254,PSS,EE,Brown,Right,20.0,20.005,34.945
34254,PSS,WW,Brown,Right,20.0,20.019,34.858
34254,PSS,WW,Brown,Right,20.0,20.018,34.928
34340,PSS,WW,Brown,Right,20.0,20.007,34.665
34340,PSS,WW,Brown,Right,20.0,20.008,34.125
