Name,Type,Location,Average,Std.dev
38869,2-S,Demokritos,649.3988571428571,4.468977113340381
38870,2-S,Demokritos,688.3187142857143,6.621745034105669
38871,2-S,HEPHY,693.5163750000003,5.037987877119239
38872,2-S,Demokritos,679.8575,6.503126350712728
38873,2-S,Brown,683.0755000000001,5.332371647671332
38874,2-S,Brown,685.1564999999999,5.116031478686338
38875,2-S,Brown,678.5887,3.4990236114283424
38876,2-S,Demokritos,686.3712499999999,6.416036777370543
38878,2-S,HEPHY,710.5868749999998,25.19333722997676
38879,2-S,HEPHY,697.621875,4.25956482714684
38880,2-S,HEPHY,701.4135000000001,4.872578896231422
38881,2-S,Demokritos,675.6395,1.690692313817089
38882,2-S,Demokritos,705.387,4.66820278380976
38883,2-S,Demokritos,689.626857142857,5.737641982250486
38884,2-S,Demokritos,682.8670714285715,7.178201193831277
38885,2-S,HEPHY,691.7309374999996,4.558672875197817
39479,PSS,Demokritos,680.8451428571427,5.835054081314763
39480,2-S,HEPHY,728.7125624999999,4.823982793898979
39481,2-S,HEPHY,707.6816249999999,4.128551915220029
39482,2-S,HEPHY,709.5820624999999,4.964134922538534
39483,2-S,HEPHY,702.6674375,4.398568160492683
39484,2-S,Demokritos,687.3155714285714,6.062190803716032
39487,2-S,Demokritos,667.1113571428571,3.43881271118931
39547,PSS,Demokritos,681.5062857142857,4.993023508681078
39563,PSS,Brown,701.5325624999999,3.5033526032216757
39564,2-S,Brown,683.9124999999999,4.0233264730929355
39565,2-S,Brown,693.9598333333333,5.7318564790973285
39566,2-S,Brown,681.2280625,3.2679037821158197
39567,2-S,Brown,698.2336250000001,6.866800845371869
39569,2-S,Brown,698.6279,6.343360053368122
39570,2-S,Brown,692.21325,2.663204758056214
39571,2-S,Brown,690.6816249999999,9.431432082404049
39572,2-S,Brown,687.2991666666667,4.863604482959763
41352,2-S,Brown,687.1201250000001,4.360586049653069
41354,2-S,Brown,689.1739166666666,9.764919665994874
41356,2-S,Demokritos,687.3771428571428,5.232632854826211
41357,2-S,Demokritos,683.3732857142858,4.495744046036492
41727,PSS,Brown,694.8761875,3.749344426585319
41730,2-S,Demokritos,683.2293333333332,5.0822428074643655
41731,2-S,Demokritos,682.6787000000002,3.1455798745809256
41732,2-S,Demokritos,685.7934285714285,4.7882228711429375
