Name,Type,Location,Average,Std.dev
35496,PSP,HEPHY,653.5119375,4.470582843848177
35499,PSP,HEPHY,651.9114000000002,3.0189409401310896
35953,2-S,HEPHY,671.9060999999999,4.541229002343329
35957,2-S,HEPHY,679.5547741935484,37.70925841904054
35958,2-S,HEPHY,673.7546562499999,4.29356794714305
36239,2-S,HEPHY,670.3808333333333,5.485617286549706
36240,2-S,HEPHY,671.6299583333333,4.709936429730391
36241,2-S,HEPHY,678.6625999999999,6.960914265419885
36243,2-S,Demokritos,640.0,5.0
36245,2-S,Brown,659.7014107142859,4.403762894190305
36246,2-S,Brown,658.7885555555555,3.6951756182450954
36696,PSS,Brown,670.1177647058823,5.119530062825175
36697,PSS,Brown,663.1451875000001,4.615541039981693
36698,2-S,HEPHY,681.0193499999999,9.549534892366582
36699,2-S,HEPHY,674.1765263157895,7.204922085849231
36700,2-S,HEPHY,671.629090909091,20.968376706498486
36701,2-S,HEPHY,679.0098500000001,6.990153460215905
36706,2-S,Brown,671.4568333333333,4.4087970083239
36795,2-S,Brown,665.6432499999999,4.899274252376603
36796,2-S,Brown,661.4705555555555,29.016077418080247
36797,2-S,Brown,667.9111250000002,7.482091970164508
36800,2-S,HEPHY,665.9611499999999,5.391255163639891
36801,2-S,HEPHY,683.0253500000001,6.134683282478002
36802,2-S,HEPHY,679.3993,19.436564186577495
36803,2-S,HEPHY,681.6082727272726,37.453005804168036
37079,2-S,HEPHY,664.3323125000002,5.44566014019423
37081,2-S,HEPHY,682.89165,29.399483159214675
37087,2-S,Brown,666.9906249999999,7.3626610667158525
37088,2-S,Brown,661.7701111111111,9.576775736976394
37398,PSS,Brown,675.8846875,5.873595897105929
37399,PSS,Brown,662.64025,3.5493011236955607
37400,2-S,Demokritos,667.8314313725494,5.853792180304678
37401,2-S,Demokritos,659.3586428571429,5.6204200309386
37404,2-S,HEPHY,677.0954499999998,4.774923393984563
37405,2-S,HEPHY,674.4430909090909,5.375815126755776
37406,2-S,Brown,672.5194375000001,31.810269905527377
37407,2-S,Brown,670.453875,4.5343491980657715
37408,2-S,Demokritos,659.8451428571431,5.677829038761747
37895,PSS,Brown,687.8736875,8.151092129023738
37896,PSS,Brown,666.1421874999999,4.126702690506462
37897,2-S,Demokritos,663.6145714285714,6.520734889144435
37898,2-S,HEPHY,677.1879444444444,7.3367927796040115
37899,2-S,HEPHY,675.7681875,7.806146246975271
37903,2-S,Brown,682.1616250000001,4.587314811884345
37904,2-S,Demokritos,671.3397857142857,4.8883120646363984
37905,2-S,Demokritos,679.2392857142858,6.423846689150802
37906,2-S,HEPHY,680.36235,32.391492728598365
37907,2-S,HEPHY,677.1634285714284,24.883181004026007
38196,2-S,Demokritos,661.7427142857142,4.589556496565298
38197,2-S,HEPHY,672.9811250000001,10.019260936649292
38199,2-S,Demokritos,649.9481428571428,3.3945355376669477
38200,2-S,HEPHY,669.1995625,5.32800808268593
38202,2-S,Brown,656.8290588235294,12.115854372838259
38212,PSS,Brown,662.3083750000001,5.778881539709879
38691,2-S,HEPHY,649.9254375,3.6123516065254146
38693,2-S,Brown,666.7128125,6.989296609518973
38694,2-S,Brown,658.1428125,4.063685539322608
38695,2-S,Brown,667.6534375000001,17.271198607194748
38696,2-S,Brown,663.3038,16.448250054417088
38712,PSS,HEPHY,674.5668888888889,5.079341572532556
38713,2-S,Brown,665.4406875000001,3.77252772410845
38714,2-S,Demokritos,651.915,4.561968215584173
38715,2-S,Demokritos,652.1934285714286,4.254853043006572
38868,2-S,HEPHY,671.1871250000002,6.556883059045644
