batch_number,Type,TOX_NM,Location,KIND_OF_HM_SET_ID
37087,2-S,668.42,Brown,Right
37087,2-S,673.548,Brown,Right
37087,2-S,666.635,Brown,Right
37087,2-S,674.3489999999999,Brown,Right
37087,2-S,648.783,Brown,Right
37087,2-S,671.6389999999999,Brown,Right
37087,2-S,663.096,Brown,Right
37087,2-S,669.9780000000001,Brown,Right
37087,2-S,658.347,Brown,Right
37087,2-S,671.556,Brown,Right
37087,2-S,664.7560000000001,Brown,Right
37087,2-S,668.855,Brown,Right
37087,2-S,657.928,Brown,Right
37088,2-S,672.003,Brown,Right
37088,2-S,658.2130000000001,Brown,Right
37088,2-S,671.325,Brown,Right
37088,2-S,656.7389999999999,Brown,Right
37088,2-S,678.498,Brown,Right
37088,2-S,657.539,Brown,Right
37088,2-S,686.9910000000001,Brown,Right
37088,2-S,657.403,Brown,Right
37088,2-S,668.199,Brown,Right
37088,2-S,655.659,Brown,Right
37088,2-S,659.937,Brown,Right
37088,2-S,653.97,Brown,Right
37088,2-S,659.1339999999999,Brown,Right
37088,2-S,656.0160000000001,Brown,Right
37088,2-S,656.575,Brown,Right
37088,2-S,656.575,Brown,Right
37088,2-S,653.543,Brown,Right
37088,2-S,653.543,Brown,Right
37398,PSS,681.182,Brown,Right
37398,PSS,673.696,Brown,Right
37398,PSS,682.84,Brown,Right
37398,PSS,673.7869999999999,Brown,Right
37398,PSS,682.812,Brown,Right
37398,PSS,674.5169999999999,Brown,Right
37398,PSS,681.296,Brown,Right
37398,PSS,674.328,Brown,Right
37398,PSS,680.428,Brown,Right
37398,PSS,673.079,Brown,Right
37398,PSS,683.1289999999999,Brown,Right
37398,PSS,675.573,Brown,Right
37398,PSS,677.1239999999999,Brown,Right
37398,PSS,669.803,Brown,Right
37398,PSS,666.9810000000001,Brown,Right
37398,PSS,663.58,Brown,Right
37399,PSS,667.63,Brown,Right
37399,PSS,662.039,Brown,Right
37399,PSS,666.875,Brown,Right
37399,PSS,661.5360000000001,Brown,Right
37399,PSS,653.465,Brown,Right
37399,PSS,661.79,Brown,Right
37399,PSS,667.091,Brown,Right
37399,PSS,663.39,Brown,Right
37399,PSS,665.3580000000001,Brown,Right
37399,PSS,662.455,Brown,Right
37399,PSS,666.298,Brown,Right
37399,PSS,660.753,Brown,Right
37399,PSS,660.529,Brown,Right
37399,PSS,661.039,Brown,Right
37399,PSS,662.115,Brown,Right
37399,PSS,659.8810000000001,Brown,Right
37400,2-S,664.7819999999999,Demokritos,Left
37400,2-S,664.7819999999999,Demokritos,Left
37400,2-S,664.7819999999999,Demokritos,Left
37400,2-S,664.7819999999999,Demokritos,Left
37400,2-S,675.4960000000001,Demokritos,Left
37400,2-S,675.4960000000001,Demokritos,Left
37400,2-S,675.4960000000001,Demokritos,Left
37400,2-S,675.4960000000001,Demokritos,Left
37400,2-S,664.932,Demokritos,Left
37400,2-S,664.932,Demokritos,Left
37400,2-S,664.932,Demokritos,Left
37400,2-S,664.932,Demokritos,Left
37400,2-S,664.932,Demokritos,Left
37400,2-S,673.78,Demokritos,Left
37400,2-S,673.78,Demokritos,Left
37400,2-S,673.78,Demokritos,Left
37400,2-S,673.78,Demokritos,Left
37400,2-S,664.9639999999999,Demokritos,Left
37400,2-S,664.9639999999999,Demokritos,Left
37400,2-S,664.9639999999999,Demokritos,Left
37400,2-S,664.9639999999999,Demokritos,Left
37400,2-S,678.445,Demokritos,Left
37400,2-S,678.445,Demokritos,Left
37400,2-S,678.445,Demokritos,Left
37400,2-S,678.445,Demokritos,Left
37400,2-S,662.451,Demokritos,Left
37400,2-S,662.451,Demokritos,Left
37400,2-S,662.451,Demokritos,Left
37400,2-S,662.451,Demokritos,Left
37400,2-S,674.204,Demokritos,Left
37400,2-S,674.204,Demokritos,Left
37400,2-S,674.204,Demokritos,Left
37400,2-S,674.204,Demokritos,Left
37400,2-S,665.488,Demokritos,Left
37400,2-S,665.488,Demokritos,Left
37400,2-S,665.488,Demokritos,Left
37400,2-S,669.8,Demokritos,Left
37400,2-S,669.8,Demokritos,Left
37400,2-S,669.8,Demokritos,Left
37400,2-S,659.5039999999999,Demokritos,Left
37400,2-S,659.5039999999999,Demokritos,Left
37400,2-S,659.5039999999999,Demokritos,Left
37400,2-S,666.967,Demokritos,Left
37400,2-S,666.967,Demokritos,Left
37400,2-S,666.967,Demokritos,Left
37400,2-S,658.8789999999999,Demokritos,Left
37400,2-S,658.8789999999999,Demokritos,Left
37400,2-S,658.8789999999999,Demokritos,Left
37400,2-S,665.447,Demokritos,Left
37400,2-S,665.447,Demokritos,Left
37400,2-S,665.447,Demokritos,Left
37401,2-S,656.826,Demokritos,Left
37401,2-S,666.725,Demokritos,Left
37401,2-S,657.9960000000001,Demokritos,Left
37401,2-S,665.5369999999999,Demokritos,Left
37401,2-S,663.6569999999999,Demokritos,Left
37401,2-S,666.497,Demokritos,Left
37401,2-S,649.714,Demokritos,Left
37401,2-S,663.175,Demokritos,Left
37401,2-S,656.972,Demokritos,Left
37401,2-S,663.488,Demokritos,Left
37401,2-S,652.37,Demokritos,Left
37401,2-S,658.815,Demokritos,Left
37401,2-S,651.776,Demokritos,Left
37401,2-S,657.4730000000001,Demokritos,Left
37404,2-S,673.47,HEPHY,Left
37404,2-S,684.74,HEPHY,Left
37404,2-S,675.438,HEPHY,Left
37404,2-S,682.066,HEPHY,Left
37404,2-S,678.523,HEPHY,Left
37404,2-S,682.94,HEPHY,Left
37404,2-S,674.1410000000001,HEPHY,Left
37404,2-S,683.4760000000001,HEPHY,Left
37404,2-S,672.914,HEPHY,Left
37404,2-S,686.061,HEPHY,Left
37404,2-S,675.451,HEPHY,Left
37404,2-S,678.23,HEPHY,Left
37404,2-S,672.9110000000001,HEPHY,Left
37404,2-S,678.051,HEPHY,Left
37404,2-S,669.665,HEPHY,Left
37404,2-S,679.1039999999999,HEPHY,Left
37404,2-S,673.252,HEPHY,Left
37404,2-S,676.336,HEPHY,Left
37404,2-S,670.051,HEPHY,Left
37404,2-S,675.0889999999999,HEPHY,Left
37405,2-S,668.752,HEPHY,Left
37405,2-S,681.2260000000001,HEPHY,Left
37405,2-S,674.79,HEPHY,Left
37405,2-S,681.574,HEPHY,Left
37405,2-S,674.1010000000001,HEPHY,Left
37405,2-S,683.324,HEPHY,Left
37405,2-S,670.31,HEPHY,Left
37405,2-S,681.2919999999999,HEPHY,Left
37405,2-S,673.1610000000001,HEPHY,Left
37405,2-S,682.933,HEPHY,Left
37405,2-S,666.931,HEPHY,Left
37405,2-S,676.8839999999999,HEPHY,Left
37405,2-S,671.435,HEPHY,Left
37405,2-S,677.868,HEPHY,Left
37405,2-S,668.8530000000001,HEPHY,Left
37405,2-S,680.188,HEPHY,Left
37405,2-S,669.502,HEPHY,Left
37405,2-S,671.32,HEPHY,Left
37405,2-S,668.069,HEPHY,Left
37405,2-S,672.915,HEPHY,Left
37405,2-S,668.448,HEPHY,Left
37405,2-S,673.872,HEPHY,Left
37406,2-S,670.7660000000001,Brown,Right
37406,2-S,662.4639999999999,Brown,Right
37406,2-S,671.4630000000001,Brown,Right
37406,2-S,664.2489999999999,Brown,Right
37406,2-S,671.8939999999999,Brown,Right
37406,2-S,664.802,Brown,Right
37406,2-S,668.936,Brown,Right
37406,2-S,664.0060000000001,Brown,Right
37406,2-S,790.538,Brown,Right
37406,2-S,660.263,Brown,Right
37406,2-S,666.48,Brown,Right
37406,2-S,657.9860000000001,Brown,Right
37406,2-S,666.1039999999999,Brown,Right
37406,2-S,656.58,Brown,Right
37406,2-S,664.3330000000001,Brown,Right
37406,2-S,659.447,Brown,Right
37407,2-S,675.732,Brown,Right
37407,2-S,665.7230000000001,Brown,Right
37407,2-S,678.201,Brown,Right
37407,2-S,668.425,Brown,Right
37407,2-S,677.209,Brown,Right
37407,2-S,667.937,Brown,Right
37407,2-S,676.457,Brown,Right
37407,2-S,668.183,Brown,Right
37407,2-S,672.8910000000001,Brown,Right
37407,2-S,666.6110000000001,Brown,Right
37407,2-S,672.809,Brown,Right
37407,2-S,664.7239999999999,Brown,Right
37407,2-S,670.664,Brown,Right
37407,2-S,664.6260000000001,Brown,Right
37407,2-S,668.081,Brown,Right
37407,2-S,668.9889999999999,Brown,Right
37408,2-S,657.55,Demokritos,Left
37408,2-S,670.967,Demokritos,Left
37408,2-S,665.9639999999999,Demokritos,Left
37408,2-S,664.863,Demokritos,Left
37408,2-S,654.899,Demokritos,Left
37408,2-S,665.4989999999999,Demokritos,Left
37408,2-S,654.268,Demokritos,Left
37408,2-S,663.447,Demokritos,Left
37408,2-S,655.7,Demokritos,Left
37408,2-S,661.7510000000001,Demokritos,Left
37408,2-S,653.5459999999999,Demokritos,Left
37408,2-S,660.321,Demokritos,Left
37408,2-S,652.321,Demokritos,Left
37408,2-S,656.7360000000001,Demokritos,Left
37895,PSS,692.877,Brown,Right
37895,PSS,683.4019999999999,Brown,Right
37895,PSS,699.227,Brown,Right
37895,PSS,686.9639999999999,Brown,Right
37895,PSS,709.431,Brown,Right
37895,PSS,683.7919999999999,Brown,Right
37895,PSS,696.832,Brown,Right
37895,PSS,684.765,Brown,Right
37895,PSS,691.1339999999999,Brown,Right
37895,PSS,680.997,Brown,Right
37895,PSS,686.799,Brown,Right
37895,PSS,682.2610000000001,Brown,Right
37895,PSS,682.898,Brown,Right
37895,PSS,680.7769999999999,Brown,Right
37895,PSS,684.535,Brown,Right
37895,PSS,679.288,Brown,Right
37896,PSS,673.5989999999999,Brown,Right
37896,PSS,664.074,Brown,Right
37896,PSS,671.3960000000001,Brown,Right
37896,PSS,662.951,Brown,Right
37896,PSS,669.638,Brown,Right
37896,PSS,666.178,Brown,Right
37896,PSS,669.929,Brown,Right
37896,PSS,662.682,Brown,Right
37896,PSS,669.138,Brown,Right
37896,PSS,662.57,Brown,Right
37896,PSS,672.115,Brown,Right
37896,PSS,663.8389999999999,Brown,Right
37896,PSS,663.3789999999999,Brown,Right
37896,PSS,663.028,Brown,Right
37896,PSS,663.074,Brown,Right
37896,PSS,660.685,Brown,Right
37897,2-S,657.044,Demokritos,Left
37897,2-S,671.034,Demokritos,Left
37897,2-S,661.934,Demokritos,Left
37897,2-S,669.581,Demokritos,Left
37897,2-S,659.289,Demokritos,Left
37897,2-S,672.4839999999999,Demokritos,Left
37897,2-S,664.9939999999999,Demokritos,Left
37897,2-S,670.753,Demokritos,Left
37897,2-S,654.8430000000001,Demokritos,Left
37897,2-S,671.581,Demokritos,Left
37897,2-S,655.813,Demokritos,Left
37897,2-S,664.0939999999999,Demokritos,Left
37897,2-S,655.9639999999999,Demokritos,Left
37897,2-S,661.196,Demokritos,Left
37898,2-S,675.436,HEPHY,Left
37898,2-S,687.635,HEPHY,Left
37898,2-S,672.0060000000001,HEPHY,Left
37898,2-S,694.155,HEPHY,Left
37898,2-S,670.717,HEPHY,Left
37898,2-S,692.659,HEPHY,Left
37898,2-S,671.835,HEPHY,Left
37898,2-S,677.806,HEPHY,Left
37898,2-S,670.3589999999999,HEPHY,Left
37898,2-S,678.04,HEPHY,Left
37898,2-S,671.512,HEPHY,Left
37898,2-S,677.6669999999999,HEPHY,Left
37898,2-S,670.784,HEPHY,Left
37898,2-S,676.595,HEPHY,Left
37898,2-S,669.79,HEPHY,Left
37898,2-S,676.4680000000001,HEPHY,Left
37898,2-S,678.328,HEPHY,Left
37898,2-S,677.591,HEPHY,Left
37899,2-S,681.591,HEPHY,Left
37899,2-S,687.5310000000001,HEPHY,Left
37899,2-S,679.337,HEPHY,Left
37899,2-S,685.627,HEPHY,Left
37899,2-S,668.7,HEPHY,Left
37899,2-S,680.346,HEPHY,Left
37899,2-S,666.079,HEPHY,Left
37899,2-S,679.0360000000001,HEPHY,Left
37899,2-S,666.748,HEPHY,Left
37899,2-S,678.367,HEPHY,Left
37899,2-S,664.596,HEPHY,Left
37899,2-S,682.887,HEPHY,Left
37899,2-S,665.201,HEPHY,Left
37899,2-S,681.6239999999999,HEPHY,Left
37899,2-S,668.928,HEPHY,Left
37899,2-S,675.693,HEPHY,Left
37903,2-S,687.44,Brown,Right
37903,2-S,679.9810000000001,Brown,Right
37903,2-S,686.663,Brown,Right
37903,2-S,683.398,Brown,Right
37903,2-S,689.525,Brown,Right
37903,2-S,679.398,Brown,Right
37903,2-S,688.797,Brown,Right
37903,2-S,680.273,Brown,Right
37903,2-S,685.43,Brown,Right
37903,2-S,677.791,Brown,Right
37903,2-S,684.5169999999999,Brown,Right
37903,2-S,679.4010000000001,Brown,Right
37903,2-S,682.664,Brown,Right
37903,2-S,676.56,Brown,Right
37903,2-S,678.6339999999999,Brown,Right
37903,2-S,674.1139999999999,Brown,Right
37904,2-S,669.655,Demokritos,Left
37904,2-S,669.655,Demokritos,Left
37904,2-S,679.203,Demokritos,Left
37904,2-S,679.203,Demokritos,Left
37904,2-S,669.602,Demokritos,Left
37904,2-S,669.602,Demokritos,Left
37904,2-S,676.8480000000001,Demokritos,Left
37904,2-S,676.8480000000001,Demokritos,Left
37904,2-S,668.957,Demokritos,Left
37904,2-S,668.957,Demokritos,Left
37904,2-S,678.245,Demokritos,Left
37904,2-S,678.245,Demokritos,Left
37904,2-S,666.65,Demokritos,Left
37904,2-S,666.65,Demokritos,Left
37904,2-S,675.298,Demokritos,Left
37904,2-S,675.298,Demokritos,Left
37904,2-S,664.617,Demokritos,Left
37904,2-S,664.617,Demokritos,Left
37904,2-S,676.462,Demokritos,Left
37904,2-S,676.462,Demokritos,Left
37904,2-S,669.528,Demokritos,Left
37904,2-S,670.301,Demokritos,Left
37904,2-S,670.301,Demokritos,Left
37904,2-S,669.528,Demokritos,Left
37904,2-S,663.993,Demokritos,Left
37904,2-S,663.993,Demokritos,Left
37904,2-S,669.398,Demokritos,Left
37904,2-S,669.398,Demokritos,Left
37905,2-S,674.791,Demokritos,Left
37905,2-S,674.791,Demokritos,Left
37905,2-S,688.327,Demokritos,Left
37905,2-S,688.327,Demokritos,Left
37905,2-S,676.215,Demokritos,Left
37905,2-S,676.215,Demokritos,Left
37905,2-S,686.184,Demokritos,Left
37905,2-S,686.184,Demokritos,Left
37905,2-S,675.627,Demokritos,Left
37905,2-S,675.627,Demokritos,Left
37905,2-S,688.227,Demokritos,Left
37905,2-S,688.227,Demokritos,Left
37905,2-S,675.7260000000001,Demokritos,Left
37905,2-S,675.7260000000001,Demokritos,Left
37905,2-S,690.051,Demokritos,Left
37905,2-S,690.051,Demokritos,Left
37905,2-S,673.78,Demokritos,Left
37905,2-S,673.78,Demokritos,Left
37905,2-S,682.762,Demokritos,Left
37905,2-S,682.762,Demokritos,Left
37905,2-S,671.185,Demokritos,Left
37905,2-S,671.185,Demokritos,Left
37905,2-S,679.039,Demokritos,Left
37905,2-S,679.039,Demokritos,Left
37905,2-S,671.96,Demokritos,Left
37905,2-S,671.96,Demokritos,Left
37905,2-S,675.4760000000001,Demokritos,Left
37905,2-S,675.4760000000001,Demokritos,Left
37906,2-S,679.7689999999999,HEPHY,Right
37906,2-S,669.0830000000001,HEPHY,Right
37906,2-S,816.0419999999999,HEPHY,Left
37906,2-S,673.84,HEPHY,Left
37906,2-S,670.393,HEPHY,Left
37906,2-S,679.921,HEPHY,Left
37906,2-S,669.67,HEPHY,Right
37906,2-S,683.455,HEPHY,Right
37906,2-S,682.137,HEPHY,Left
37906,2-S,675.778,HEPHY,Left
37906,2-S,665.585,HEPHY,Left
37906,2-S,676.329,HEPHY,Left
37906,2-S,668.975,HEPHY,Left
37906,2-S,678.997,HEPHY,Left
37906,2-S,665.982,HEPHY,Left
37906,2-S,671.9110000000001,HEPHY,Left
37906,2-S,667.314,HEPHY,Left
37906,2-S,671.1089999999999,HEPHY,Left
37906,2-S,667.97,HEPHY,Left
37906,2-S,672.987,HEPHY,Left
37907,2-S,671.242,HEPHY,Left
37907,2-S,678.17,HEPHY,Left
37907,2-S,667.471,HEPHY,Left
37907,2-S,679.4639999999999,HEPHY,Left
37907,2-S,665.653,HEPHY,Left
37907,2-S,676.788,HEPHY,Left
37907,2-S,665.913,HEPHY,Left
37907,2-S,672.436,HEPHY,Left
37907,2-S,667.0260000000001,HEPHY,Left
37907,2-S,672.8810000000001,HEPHY,Left
37907,2-S,761.962,HEPHY,Left
37907,2-S,663.966,HEPHY,Left
37907,2-S,669.558,HEPHY,Left
37907,2-S,667.758,HEPHY,Left
38196,2-S,653.492,Demokritos,Left
38196,2-S,664.3710000000001,Demokritos,Left
38196,2-S,656.363,Demokritos,Left
38196,2-S,666.757,Demokritos,Left
38196,2-S,658.413,Demokritos,Left
38196,2-S,666.591,Demokritos,Left
38196,2-S,655.8969999999999,Demokritos,Left
38196,2-S,664.563,Demokritos,Left
38196,2-S,657.418,Demokritos,Left
38196,2-S,666.508,Demokritos,Left
38196,2-S,663.055,Demokritos,Left
38196,2-S,665.697,Demokritos,Left
38196,2-S,660.677,Demokritos,Left
38196,2-S,664.596,Demokritos,Left
38197,2-S,662.2560000000001,HEPHY,Left
38197,2-S,677.1560000000001,HEPHY,Left
38197,2-S,665.722,HEPHY,Left
38197,2-S,678.4839999999999,HEPHY,Left
38197,2-S,667.442,HEPHY,Left
38197,2-S,677.773,HEPHY,Left
38197,2-S,670.0319999999999,HEPHY,Left
38197,2-S,681.2280000000001,HEPHY,Left
38197,2-S,665.0210000000001,HEPHY,Left
38197,2-S,679.283,HEPHY,Left
38197,2-S,662.09,HEPHY,Left
38197,2-S,680.742,HEPHY,Left
38197,2-S,673.082,HEPHY,Left
38197,2-S,699.415,HEPHY,Left
38197,2-S,661.029,HEPHY,Left
38197,2-S,666.943,HEPHY,Left
38199,2-S,649.251,Demokritos,Left
38199,2-S,656.3480000000001,Demokritos,Left
38199,2-S,650.308,Demokritos,Left
38199,2-S,654.952,Demokritos,Left
38199,2-S,647.68,Demokritos,Left
38199,2-S,649.738,Demokritos,Left
38199,2-S,650.987,Demokritos,Left
38199,2-S,651.347,Demokritos,Left
38199,2-S,643.727,Demokritos,Left
38199,2-S,646.6990000000001,Demokritos,Left
38199,2-S,645.982,Demokritos,Left
38199,2-S,648.929,Demokritos,Left
38199,2-S,650.428,Demokritos,Left
38199,2-S,652.898,Demokritos,Left
38200,2-S,665.558,HEPHY,Left
38200,2-S,674.585,HEPHY,Left
38200,2-S,665.2769999999999,HEPHY,Left
38200,2-S,677.03,HEPHY,Left
38200,2-S,665.432,HEPHY,Left
38200,2-S,674.8989999999999,HEPHY,Left
38200,2-S,662.123,HEPHY,Left
38200,2-S,674.222,HEPHY,Left
38200,2-S,668.49,HEPHY,Left
38200,2-S,674.1160000000001,HEPHY,Left
38200,2-S,664.7719999999999,HEPHY,Left
38200,2-S,669.57,HEPHY,Left
38200,2-S,664.155,HEPHY,Left
38200,2-S,668.737,HEPHY,Left
38200,2-S,661.538,HEPHY,Left
38200,2-S,676.689,HEPHY,Left
38202,2-S,660.373,Brown,Right
38202,2-S,660.373,Brown,Right
38202,2-S,651.87,Brown,Right
38202,2-S,661.403,Brown,Right
38202,2-S,652.472,Brown,Right
38202,2-S,662.716,Brown,Right
38202,2-S,651.183,Brown,Right
38202,2-S,662.807,Brown,Right
38202,2-S,650.881,Brown,Right
38202,2-S,655.275,Brown,Right
38202,2-S,649.482,Brown,Right
38202,2-S,698.985,Brown,Right
38202,2-S,651.609,Brown,Right
38202,2-S,651.891,Brown,Right
38202,2-S,646.502,Brown,Right
38202,2-S,651.51,Brown,Right
38202,2-S,646.762,Brown,Right
38212,PSS,666.916,Brown,Right
38212,PSS,659.168,Brown,Right
38212,PSS,668.9839999999999,Brown,Right
38212,PSS,658.2239999999999,Brown,Right
38212,PSS,672.28,Brown,Right
38212,PSS,660.0930000000001,Brown,Right
38212,PSS,670.073,Brown,Right
38212,PSS,661.064,Brown,Right
38212,PSS,667.336,Brown,Right
38212,PSS,656.069,Brown,Right
38212,PSS,665.462,Brown,Right
38212,PSS,654.7959999999999,Brown,Right
38212,PSS,664.546,Brown,Right
38212,PSS,656.2810000000001,Brown,Right
38212,PSS,661.7080000000001,Brown,Right
38212,PSS,653.934,Brown,Right
38691,2-S,651.9780000000001,HEPHY,Left
38691,2-S,655.111,HEPHY,Left
38691,2-S,649.663,HEPHY,Left
38691,2-S,653.835,HEPHY,Left
38691,2-S,648.972,HEPHY,Left
38691,2-S,656.558,HEPHY,Left
38691,2-S,647.826,HEPHY,Left
38691,2-S,655.184,HEPHY,Left
38691,2-S,644.568,HEPHY,Left
38691,2-S,648.106,HEPHY,Left
38691,2-S,645.391,HEPHY,Left
38691,2-S,649.231,HEPHY,Left
38691,2-S,648.3290000000001,HEPHY,Left
38691,2-S,648.758,HEPHY,Left
38691,2-S,646.07,HEPHY,Left
38691,2-S,649.227,HEPHY,Left
38693,2-S,672.4839999999999,Brown,Right
38693,2-S,662.55,Brown,Right
38693,2-S,674.57,Brown,Right
38693,2-S,662.921,Brown,Right
38693,2-S,678.67,Brown,Right
38693,2-S,663.684,Brown,Right
38693,2-S,680.444,Brown,Right
38693,2-S,664.615,Brown,Right
38693,2-S,670.812,Brown,Right
38693,2-S,660.794,Brown,Right
38693,2-S,669.7,Brown,Right
38693,2-S,658.796,Brown,Right
38693,2-S,666.798,Brown,Right
38693,2-S,658.305,Brown,Right
38693,2-S,662.625,Brown,Right
38693,2-S,659.637,Brown,Right
38694,2-S,665.688,Brown,Right
38694,2-S,656.8480000000001,Brown,Right
38694,2-S,661.4169999999999,Brown,Right
38694,2-S,660.194,Brown,Right
38694,2-S,661.7610000000001,Brown,Right
38694,2-S,657.551,Brown,Right
38694,2-S,660.076,Brown,Right
38694,2-S,657.63,Brown,Right
38694,2-S,658.696,Brown,Right
38694,2-S,653.344,Brown,Right
38694,2-S,660.0039999999999,Brown,Right
38694,2-S,652.352,Brown,Right
38694,2-S,659.916,Brown,Right
38694,2-S,651.951,Brown,Right
38694,2-S,661.38,Brown,Right
38694,2-S,651.477,Brown,Right
38695,2-S,667.4060000000001,Brown,Right
38695,2-S,659.3839999999999,Brown,Right
38695,2-S,672.289,Brown,Right
38695,2-S,660.7260000000001,Brown,Right
38695,2-S,670.5189999999999,Brown,Right
38695,2-S,663.0189999999999,Brown,Right
38695,2-S,730.762,Brown,Right
38695,2-S,662.2389999999999,Brown,Right
38695,2-S,663.304,Brown,Right
38695,2-S,661.658,Brown,Right
38695,2-S,663.328,Brown,Right
38695,2-S,661.523,Brown,Right
38695,2-S,665.6139999999999,Brown,Right
38695,2-S,658.078,Brown,Right
38695,2-S,663.192,Brown,Right
38695,2-S,659.414,Brown,Right
38696,2-S,665.456,Brown,Right
38696,2-S,656.52,Brown,Right
38696,2-S,663.456,Brown,Right
38696,2-S,655.557,Brown,Right
38696,2-S,664.046,Brown,Right
38696,2-S,656.061,Brown,Right
38696,2-S,660.855,Brown,Right
38696,2-S,656.077,Brown,Right
38696,2-S,661.076,Brown,Right
38696,2-S,655.831,Brown,Right
38696,2-S,697.127,Brown,Right
38696,2-S,657.8839999999999,Brown,Right
38696,2-S,658.372,Brown,Right
38696,2-S,654.224,Brown,Right
38696,2-S,660.508,Brown,Right
38696,2-S,655.6060000000001,Brown,Right
38696,2-S,657.9889999999999,Brown,Right
38696,2-S,652.409,Brown,Right
38696,2-S,656.164,Brown,Right
38696,2-S,720.8580000000001,Brown,Right
38712,PSS,673.044,HEPHY,Left
38712,PSS,686.6010000000001,HEPHY,Left
38712,PSS,674.65,HEPHY,Left
38712,PSS,679.2280000000001,HEPHY,Left
38712,PSS,671.8380000000001,HEPHY,Left
38712,PSS,683.0039999999999,HEPHY,Left
38712,PSS,669.143,HEPHY,Left
38712,PSS,681.563,HEPHY,Left
38712,PSS,671.942,HEPHY,Left
38712,PSS,672.683,HEPHY,Left
38712,PSS,671.191,HEPHY,Left
38712,PSS,675.789,HEPHY,Left
38712,PSS,668.429,HEPHY,Left
38712,PSS,673.689,HEPHY,Left
38712,PSS,669.89,HEPHY,Left
38712,PSS,675.159,HEPHY,Left
38712,PSS,669.2360000000001,HEPHY,Left
38712,PSS,675.125,HEPHY,Left
38713,2-S,669.325,Brown,Right
38713,2-S,663.168,Brown,Right
38713,2-S,668.454,Brown,Right
38713,2-S,665.056,Brown,Right
38713,2-S,671.385,Brown,Right
38713,2-S,662.4010000000001,Brown,Right
38713,2-S,672.783,Brown,Right
38713,2-S,660.5,Brown,Right
38713,2-S,669.068,Brown,Right
38713,2-S,664.362,Brown,Right
38713,2-S,663.9730000000001,Brown,Right
38713,2-S,662.821,Brown,Right
38713,2-S,666.8960000000001,Brown,Right
38713,2-S,661.5889999999999,Brown,Right
38713,2-S,664.227,Brown,Right
38713,2-S,661.043,Brown,Right
38714,2-S,650.547,Demokritos,Left
38714,2-S,658.472,Demokritos,Left
38714,2-S,650.886,Demokritos,Left
38714,2-S,658.5880000000001,Demokritos,Left
38714,2-S,652.773,Demokritos,Left
38714,2-S,657.462,Demokritos,Left
38714,2-S,649.304,Demokritos,Left
38714,2-S,655.711,Demokritos,Left
38714,2-S,648.1080000000001,Demokritos,Left
38714,2-S,651.9730000000001,Demokritos,Left
38714,2-S,644.678,Demokritos,Left
38714,2-S,649.172,Demokritos,Left
38714,2-S,644.988,Demokritos,Left
38714,2-S,654.148,Demokritos,Left
38715,2-S,653.0419999999999,Demokritos,Left
38715,2-S,655.2909999999999,Demokritos,Left
38715,2-S,652.308,Demokritos,Left
38715,2-S,655.185,Demokritos,Left
38715,2-S,650.2040000000001,Demokritos,Left
38715,2-S,657.935,Demokritos,Left
38715,2-S,649.256,Demokritos,Left
38715,2-S,660.579,Demokritos,Left
38715,2-S,647.207,Demokritos,Left
38715,2-S,654.0980000000001,Demokritos,Left
38715,2-S,646.055,Demokritos,Left
38715,2-S,650.768,Demokritos,Left
38715,2-S,646.5369999999999,Demokritos,Left
38715,2-S,652.243,Demokritos,Left
38868,2-S,661.2280000000001,HEPHY,Left
38868,2-S,681.45,HEPHY,Left
38868,2-S,666.493,HEPHY,Left
38868,2-S,679.7869999999999,HEPHY,Left
38868,2-S,673.324,HEPHY,Left
38868,2-S,680.2639999999999,HEPHY,Left
38868,2-S,664.375,HEPHY,Left
38868,2-S,678.837,HEPHY,Left
38868,2-S,667.5260000000001,HEPHY,Left
38868,2-S,674.3510000000001,HEPHY,Left
38868,2-S,666.1360000000001,HEPHY,Left
38868,2-S,669.809,HEPHY,Left
38868,2-S,663.704,HEPHY,Left
38868,2-S,671.209,HEPHY,Left
38868,2-S,665.564,HEPHY,Left
38868,2-S,674.937,HEPHY,Left
38869,2-S,649.768,Demokritos,Left
38869,2-S,656.322,Demokritos,Left
38869,2-S,655.5210000000001,Demokritos,Left
38869,2-S,645.938,Demokritos,Left
38869,2-S,646.979,Demokritos,Left
38869,2-S,654.592,Demokritos,Left
38869,2-S,644.987,Demokritos,Left
38869,2-S,654.981,Demokritos,Left
38869,2-S,644.856,Demokritos,Left
38869,2-S,650.335,Demokritos,Left
38869,2-S,644.695,Demokritos,Left
38869,2-S,650.617,Demokritos,Left
38869,2-S,643.7180000000001,Demokritos,Left
38869,2-S,648.275,Demokritos,Left
38870,2-S,686.538,Demokritos,Left
38870,2-S,698.045,Demokritos,Left
38870,2-S,690.64,Demokritos,Left
38870,2-S,693.9780000000001,Demokritos,Left
38870,2-S,683.705,Demokritos,Left
38870,2-S,697.706,Demokritos,Left
38870,2-S,677.73,Demokritos,Left
38870,2-S,694.05,Demokritos,Left
38870,2-S,681.372,Demokritos,Left
38870,2-S,690.209,Demokritos,Left
38870,2-S,680.005,Demokritos,Left
38870,2-S,690.8589999999999,Demokritos,Left
38870,2-S,681.313,Demokritos,Left
38870,2-S,690.312,Demokritos,Left
38871,2-S,692.883,HEPHY,Left
38871,2-S,703.029,HEPHY,Left
38871,2-S,691.1039999999999,HEPHY,Left
