ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_NAME_LABEL,VFB_V,CACC_PFRD,NOX,TOX_NM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
8804720,9140,Tracker Halfmoon CV Parameters,765042,7600,PS-p Halfmoon E,71312,35499_035_PSP_HM_EE,35499_035_PSP_HM_EE,5.053999999999999,88.839,191422100000.0,646.526,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX35499_035_PSP_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T11-33-28.json,HEPHY
8747840,9140,Tracker Halfmoon CV Parameters,753402,7620,PS-p Halfmoon W,71317,35499_035_PSP_HM_WW,35499_035_PSP_HM_WW,5.138999999999999,88.33200000000001,193151700000.0,650.234,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX35499_035_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T08-17-17.json,HEPHY
8763780,9140,Tracker Halfmoon CV Parameters,757122,7620,PS-p Halfmoon W,71317,35499_035_PSP_HM_WW,35499_035_PSP_HM_WW,4.313,88.56200000000001,166204100000.0,648.5419999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX35499_035_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T08-17-17.json,HEPHY
8832860,9140,Tracker Halfmoon CV Parameters,771202,7600,PS-p Halfmoon E,71356,35499_039_PSP_HM_EE,35499_039_PSP_HM_EE,4.689,88.234,178045300000.0,650.957,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX35499_039_PSP_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T14-52-39.json,HEPHY
8829540,9140,Tracker Halfmoon CV Parameters,770502,7600,PS-p Halfmoon E,71356,35499_039_PSP_HM_EE,35499_039_PSP_HM_EE,5.117,88.57,192932100000.0,648.484,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX35499_039_PSP_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T14-52-39.json,HEPHY
8789200,9140,Tracker Halfmoon CV Parameters,762102,7620,PS-p Halfmoon W,71371,35499_039_PSP_HM_WW,35499_039_PSP_HM_WW,5.181,88.374,194631000000.0,649.924,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX35499_039_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T13-05-55.json,HEPHY
8803500,9140,Tracker Halfmoon CV Parameters,764902,7620,PS-p Halfmoon W,71371,35499_039_PSP_HM_WW,35499_039_PSP_HM_WW,4.382,88.45100000000001,168295300000.0,649.359,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX35499_039_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-23T13-05-55.json,HEPHY
8841500,9140,Tracker Halfmoon CV Parameters,772862,7600,PS-p Halfmoon E,71410,35499_043_PSP_HM_EE,35499_043_PSP_HM_EE,5.058,88.054,189838700000.0,652.289,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX35499_043_PSP_HM_ER__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T09-29-00.json,HEPHY
8793360,9140,Tracker Halfmoon CV Parameters,762662,7600,PS-p Halfmoon E,71410,35499_043_PSP_HM_EE,35499_043_PSP_HM_EE,4.596,87.90899999999999,174301000000.0,653.362,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX35499_043_PSP_HM_ER__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T09-29-00.json,HEPHY
8799980,9140,Tracker Halfmoon CV Parameters,764442,7620,PS-p Halfmoon W,71415,35499_043_PSP_HM_WW,35499_043_PSP_HM_WW,4.353,88.62299999999999,167652200000.0,648.0980000000001,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX35499_043_PSP_HM_WR__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T07-48-07.json,HEPHY
8814980,9140,Tracker Halfmoon CV Parameters,767242,7620,PS-p Halfmoon W,71415,35499_043_PSP_HM_WW,35499_043_PSP_HM_WW,5.1,88.272,191705400000.0,650.679,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX35499_043_PSP_HM_WR__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T07-48-07.json,HEPHY
8839440,9140,Tracker Halfmoon CV Parameters,772482,7600,PS-p Halfmoon E,71476,35499_049_PSP_HM_EE,35499_049_PSP_HM_EE,4.626,87.79899999999999,175079300000.0,654.183,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX35499_049_PSP_HM_ER__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T12-51-59.json,HEPHY
8782300,9140,Tracker Halfmoon CV Parameters,760762,7600,PS-p Halfmoon E,71476,35499_049_PSP_HM_EE,35499_049_PSP_HM_EE,5.047,88.561,190584400000.0,648.553,PQC1,MOS_QUARTER,Not Used,Right,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX35499_049_PSP_HM_ER__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T12-51-59.json,HEPHY
8824580,9140,Tracker Halfmoon CV Parameters,769362,7620,PS-p Halfmoon W,71491,35499_049_PSP_HM_WW,35499_049_PSP_HM_WW,5.11,88.21799999999999,191945100000.0,651.073,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX35499_049_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T12-01-08.json,HEPHY
8835880,9140,Tracker Halfmoon CV Parameters,771802,7620,PS-p Halfmoon W,71491,35499_049_PSP_HM_WW,35499_049_PSP_HM_WW,4.425,87.963,168776000000.0,652.962,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX35499_049_PSP_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-04-22T12-01-08.json,HEPHY
