ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_NAME_LABEL,VFB_V,CACC_PFRD,NOX,TOX_NM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
7414140,9140,Tracker Halfmoon CV Parameters,535342,7400,2S Halfmoon E,64696,36240_042_2-S_HM_EE,36240_042_2-S_HM_EE,2.6830000000000003,85.855,108639400000.0,668.992,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36240_042_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-14T12-18-29.json,HEPHY
7451140,9140,Tracker Halfmoon CV Parameters,542742,7420,2S Halfmoon W,64699,36240_042_2-S_HM_WW,36240_042_2-S_HM_WW,2.785,84.4,110013800000.0,680.5260000000001,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36240_042_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-14T11-35-40.json,HEPHY
7443500,9140,Tracker Halfmoon CV Parameters,541222,7400,2S Halfmoon E,64750,36240_049_2-S_HM_EE,36240_049_2-S_HM_EE,2.72,86.024,110030300000.0,667.676,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36240_049_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-14T14-01-53.json,HEPHY
7424040,9140,Tracker Halfmoon CV Parameters,537322,7420,2S Halfmoon W,64753,36240_049_2-S_HM_WW,36240_049_2-S_HM_WW,2.78,86.333,112382300000.0,665.2919999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36240_049_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-14T23-14-19.json,HEPHY
7418660,9140,Tracker Halfmoon CV Parameters,536262,7420,2S Halfmoon W,64753,36240_049_2-S_HM_WW,36240_049_2-S_HM_WW,2.74,85.22,109651100000.0,673.9760000000001,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36240_049_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-14T23-14-19.json,HEPHY
7863680,9140,Tracker Halfmoon CV Parameters,624802,7400,2S Halfmoon E,64754,36241_002_2-S_HM_EE,36241_002_2-S_HM_EE,2.458,84.94200000000001,100289500000.0,676.186,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36241_002_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T12-49-19.json,HEPHY
7891160,9140,Tracker Halfmoon CV Parameters,630302,7420,2S Halfmoon W,64757,36241_002_2-S_HM_WW,36241_002_2-S_HM_WW,2.5180000000000002,83.611,100627900000.0,686.951,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36241_002_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T11-43-18.json,HEPHY
7846120,9140,Tracker Halfmoon CV Parameters,620642,7400,2S Halfmoon E,64776,36241_006_2-S_HM_EE,36241_006_2-S_HM_EE,2.421,84.79799999999999,98963990000.0,677.331,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36241_006_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-16T11-46-38.json,HEPHY
7873080,9140,Tracker Halfmoon CV Parameters,626722,7420,2S Halfmoon W,64779,36241_006_2-S_HM_WW,36241_006_2-S_HM_WW,2.499,83.13,99431960000.0,690.922,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36241_006_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-16T10-41-24.json,HEPHY
7884140,9140,Tracker Halfmoon CV Parameters,629062,7400,2S Halfmoon E,64812,36241_010_2-S_HM_EE,36241_010_2-S_HM_EE,2.505,84.92200000000001,101782300000.0,676.342,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36241_010_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-16T13-57-28.json,HEPHY
7862060,9140,Tracker Halfmoon CV Parameters,624482,7420,2S Halfmoon W,64815,36241_010_2-S_HM_WW,36241_010_2-S_HM_WW,2.555,83.40299999999999,101526700000.0,688.665,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX36241_010_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-16T12-52-04.json,HEPHY
7881580,9140,Tracker Halfmoon CV Parameters,628542,7400,2S Halfmoon E,64852,36241_015_2-S_HM_EE,36241_015_2-S_HM_EE,2.478,85.101,101131300000.0,674.921,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36241_015_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T15-14-35.json,HEPHY
7838560,9140,Tracker Halfmoon CV Parameters,619982,7420,2S Halfmoon W,64855,36241_015_2-S_HM_WW,36241_015_2-S_HM_WW,2.572,83.39399999999999,102032400000.0,688.7389999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX36241_015_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T13-55-51.json,HEPHY
7877800,9140,Tracker Halfmoon CV Parameters,627802,7400,2S Halfmoon E,64918,36241_024_2-S_HM_EE,36241_024_2-S_HM_EE,2.509,85.145,102161300000.0,674.569,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36241_024_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-23T08-59-07.json,HEPHY
7855720,9140,Tracker Halfmoon CV Parameters,623262,7420,2S Halfmoon W,64931,36241_024_2-S_HM_WW,36241_024_2-S_HM_WW,2.559,83.735,102053500000.0,685.932,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36241_024_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-23T07-53-37.json,HEPHY
7843340,9140,Tracker Halfmoon CV Parameters,620442,7400,2S Halfmoon E,64932,36241_027_2-S_HM_EE,36241_027_2-S_HM_EE,2.401,85.583,99225280000.0,671.1189999999999,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36241_027_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T08-04-53.json,HEPHY
7886760,9140,Tracker Halfmoon CV Parameters,629582,7420,2S Halfmoon W,64935,36241_027_2-S_HM_WW,36241_027_2-S_HM_WW,2.376,84.037,96642090000.0,683.465,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36241_027_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T06-59-21.json,HEPHY
7868860,9140,Tracker Halfmoon CV Parameters,625882,7400,2S Halfmoon E,64950,36241_030_2-S_HM_EE,36241_030_2-S_HM_EE,2.281,85.036,94774080000.0,675.438,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36241_030_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T10-16-38.json,HEPHY
7893500,9140,Tracker Halfmoon CV Parameters,630782,7420,2S Halfmoon W,64953,36241_030_2-S_HM_WW,36241_030_2-S_HM_WW,2.336,84.37299999999999,95779170000.0,680.748,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX36241_030_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-18T09-10-47.json,HEPHY
7836680,9140,Tracker Halfmoon CV Parameters,619522,7400,2S Halfmoon E,64990,36241_035_2-S_HM_EE,36241_035_2-S_HM_EE,2.416,85.84200000000001,100012700000.0,669.097,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36241_035_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-23T11-13-11.json,HEPHY
7849220,9140,Tracker Halfmoon CV Parameters,621742,7420,2S Halfmoon W,64993,36241_035_2-S_HM_WW,36241_035_2-S_HM_WW,2.436,84.382,98955190000.0,680.671,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX36241_035_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-23T10-05-21.json,HEPHY
7895580,9140,Tracker Halfmoon CV Parameters,631202,7400,2S Halfmoon E,65070,36241_045_2-S_HM_EE,36241_045_2-S_HM_EE,2.367,85.93799999999999,98557850000.0,668.3430000000001,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos2,0.1,10000.0,0.25,,,HPK_VPX36241_045_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-24T15-05-21.json,HEPHY
7850980,9140,Tracker Halfmoon CV Parameters,622382,7420,2S Halfmoon W,65073,36241_045_2-S_HM_WW,36241_045_2-S_HM_WW,2.431,84.78299999999999,99244320000.0,677.452,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos1,0.1,10000.0,0.25,,,HPK_VPX36241_045_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-24T13-59-24.json,HEPHY
7858600,9140,Tracker Halfmoon CV Parameters,623802,7400,2S Halfmoon E,65078,36241_048_2-S_HM_EE,36241_048_2-S_HM_EE,2.412,85.925,99995230000.0,668.445,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos4,0.1,10000.0,0.25,,,HPK_VPX36241_048_2-S_HM_EL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-24T17-20-01.json,HEPHY
7870180,9140,Tracker Halfmoon CV Parameters,626182,7420,2S Halfmoon W,65091,36241_048_2-S_HM_WW,36241_048_2-S_HM_WW,2.4819999999999998,84.725,100799500000.0,677.916,PQC1,MOS_QUARTER,Not Used,Left,MOS capacitor (HV Src),PQC Flute 1 Pos3,0.1,10000.0,0.25,,,HPK_VPX36241_048_2-S_HM_WL__PQC_Flute_1_MOS_capacitor_HV_Source_2021-06-24T16-11-39.json,HEPHY
2931060,9140,Tracker Halfmoon CV Parameters,159282,7400,2S Halfmoon E,65110,36243_003_2-S_HM_EE,36243_003_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HM PQC1,10.0,10000.0,0.05,26.4,20.002,, 
2931220,9140,Tracker Halfmoon CV Parameters,159542,7400,2S Halfmoon E,65110,36243_003_2-S_HM_EE,36243_003_2-S_HM_EE,-2.45,89.45,136000000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HM PQC1,10.0,10000.0,0.05,26.4,20.002,, 
2931520,9140,Tracker Halfmoon CV Parameters,159562,7400,2S Halfmoon E,65110,36243_003_2-S_HM_EE,36243_003_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,HM PQC1,10.0,10000.0,0.05,26.4,20.002,, 
3169240,9140,Tracker Halfmoon CV Parameters,176102,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3169680,9140,Tracker Halfmoon CV Parameters,176128,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3101800,9140,Tracker Halfmoon CV Parameters,173142,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
2932060,9140,Tracker Halfmoon CV Parameters,159602,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3102840,9140,Tracker Halfmoon CV Parameters,172842,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3168560,9140,Tracker Halfmoon CV Parameters,176042,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3171280,9140,Tracker Halfmoon CV Parameters,176188,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3101520,9140,Tracker Halfmoon CV Parameters,172762,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3170080,9140,Tracker Halfmoon CV Parameters,176148,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3168900,9140,Tracker Halfmoon CV Parameters,176082,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3102540,9140,Tracker Halfmoon CV Parameters,172822,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3170880,9140,Tracker Halfmoon CV Parameters,176168,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3102240,9140,Tracker Halfmoon CV Parameters,172802,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
3066980,9140,Tracker Halfmoon CV Parameters,170662,7400,2S Halfmoon E,65118,36243_005_2-S_HM_EE,36243_005_2-S_HM_EE,-2.7,89.45,62300000000.0,640.0,PQC1,MOS_QUARTER,Not Used,Left,MOS1,,10.0,10000.0,0.05,26.4,20.002,, 
2054320,9140,Tracker Halfmoon CV Parameters,130862,7400,2S Halfmoon E,65710,36245_001_2-S_HM_EE,36245_001_2-S_HM_EE,-2.441,86.20700000000001,69240160000.0,666.574,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_01_47_08_PM.txt,Brown
2084201,9140,Tracker Halfmoon CV Parameters,132969,7400,2S Halfmoon E,65710,36245_001_2-S_HM_EE,36245_001_2-S_HM_EE,-2.441,86.20700000000001,69240160000.0,666.574,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_01_47_08_PM.txt,Brown
2093748,9140,Tracker Halfmoon CV Parameters,133533,7400,2S Halfmoon E,65710,36245_001_2-S_HM_EE,36245_001_2-S_HM_EE,-2.441,86.20700000000001,69240160000.0,666.574,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_01_47_08_PM.txt,Brown
2156201,9140,Tracker Halfmoon CV Parameters,135664,7400,2S Halfmoon E,65710,36245_001_2-S_HM_EE,36245_001_2-S_HM_EE,-2.441,86.20700000000001,69240160000.0,666.574,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_01_47_08_PM.txt,Brown
2275800,9140,Tracker Halfmoon CV Parameters,140363,7400,2S Halfmoon E,65710,36245_001_2-S_HM_EE,36245_001_2-S_HM_EE,-2.441,86.20700000000001,69240160000.0,666.574,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_01_47_08_PM.txt,Brown
2129783,9140,Tracker Halfmoon CV Parameters,134701,7420,2S Halfmoon W,65713,36245_001_2-S_HM_WW,36245_001_2-S_HM_WW,-2.325,87.204,66231360000.0,658.955,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_02_27_34_PM.txt,Brown
2054460,9140,Tracker Halfmoon CV Parameters,130882,7420,2S Halfmoon W,65713,36245_001_2-S_HM_WW,36245_001_2-S_HM_WW,-2.325,87.204,66231360000.0,658.955,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_02_27_34_PM.txt,Brown
2275804,9140,Tracker Halfmoon CV Parameters,140444,7420,2S Halfmoon W,65713,36245_001_2-S_HM_WW,36245_001_2-S_HM_WW,-2.325,87.204,66231360000.0,658.955,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_001_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_02_27_34_PM.txt,Brown
2108760,9140,Tracker Halfmoon CV Parameters,133839,7400,2S Halfmoon E,65732,36245_005_2-S_HM_EE,36245_005_2-S_HM_EE,-2.41,86.243,68239000000.0,666.299,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.009,Test_HPK_VPX36245_005_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_05_25_56_PM.txt,Brown
2073173,9140,Tracker Halfmoon CV Parameters,132801,7400,2S Halfmoon E,65732,36245_005_2-S_HM_EE,36245_005_2-S_HM_EE,-2.41,86.243,68239000000.0,666.299,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.009,Test_HPK_VPX36245_005_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_05_25_56_PM.txt,Brown
2280767,9140,Tracker Halfmoon CV Parameters,140788,7400,2S Halfmoon E,65732,36245_005_2-S_HM_EE,36245_005_2-S_HM_EE,-2.41,86.243,68239000000.0,666.299,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.009,Test_HPK_VPX36245_005_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_05_25_56_PM.txt,Brown
2142898,9140,Tracker Halfmoon CV Parameters,135565,7400,2S Halfmoon E,65732,36245_005_2-S_HM_EE,36245_005_2-S_HM_EE,-2.41,86.243,68239000000.0,666.299,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,20.0,20.009,Test_HPK_VPX36245_005_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_05_25_56_PM.txt,Brown
2142880,9140,Tracker Halfmoon CV Parameters,135181,7420,2S Halfmoon W,65735,36245_005_2-S_HM_WW,36245_005_2-S_HM_WW,-2.285,87.32600000000001,65026420000.0,658.035,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_005_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_06_18_43_PM.txt,Brown
2280766,9140,Tracker Halfmoon CV Parameters,140773,7420,2S Halfmoon W,65735,36245_005_2-S_HM_WW,36245_005_2-S_HM_WW,-2.285,87.32600000000001,65026420000.0,658.035,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_005_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_06_18_43_PM.txt,Brown
2108767,9140,Tracker Halfmoon CV Parameters,133941,7400,2S Halfmoon E,65790,36245_013_2-S_HM_EE,36245_013_2-S_HM_EE,-2.467,86.477,70290750000.0,664.495,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.003,Test_HPK_VPX36245_013_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_08_04_PM.txt,Brown
2285225,9140,Tracker Halfmoon CV Parameters,140552,7400,2S Halfmoon E,65790,36245_013_2-S_HM_EE,36245_013_2-S_HM_EE,-2.467,86.477,70290750000.0,664.495,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.003,Test_HPK_VPX36245_013_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_08_04_PM.txt,Brown
2116133,9140,Tracker Halfmoon CV Parameters,134485,7400,2S Halfmoon E,65790,36245_013_2-S_HM_EE,36245_013_2-S_HM_EE,-2.467,86.477,70290750000.0,664.495,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.003,Test_HPK_VPX36245_013_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_08_04_PM.txt,Brown
2084204,9140,Tracker Halfmoon CV Parameters,133083,7400,2S Halfmoon E,65790,36245_013_2-S_HM_EE,36245_013_2-S_HM_EE,-2.467,86.477,70290750000.0,664.495,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.003,Test_HPK_VPX36245_013_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_08_04_PM.txt,Brown
2129793,9140,Tracker Halfmoon CV Parameters,134941,7420,2S Halfmoon W,65793,36245_013_2-S_HM_WW,36245_013_2-S_HM_WW,-2.269,87.221,64406220000.0,658.829,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_013_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_48_25_PM.txt,Brown
2285221,9140,Tracker Halfmoon CV Parameters,140486,7420,2S Halfmoon W,65793,36245_013_2-S_HM_WW,36245_013_2-S_HM_WW,-2.269,87.221,64406220000.0,658.829,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,20.0,20.002,Test_HPK_VPX36245_013_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_06_09_2021_03_48_25_PM.txt,Brown
2093744,9140,Tracker Halfmoon CV Parameters,132168,7400,2S Halfmoon E,65812,36245_018_2-S_HM_EE,36245_018_2-S_HM_EE,-2.5380000000000003,87.039,73060910000.0,660.203,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.000999999999998,Test_HPK_VPX36245_018_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_07_11_28_PM.txt,Brown
2073178,9140,Tracker Halfmoon CV Parameters,132867,7400,2S Halfmoon E,65812,36245_018_2-S_HM_EE,36245_018_2-S_HM_EE,-2.5380000000000003,87.039,73060910000.0,660.203,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.000999999999998,Test_HPK_VPX36245_018_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_07_11_28_PM.txt,Brown
2116126,9140,Tracker Halfmoon CV Parameters,134368,7400,2S Halfmoon E,65812,36245_018_2-S_HM_EE,36245_018_2-S_HM_EE,-2.5380000000000003,87.039,73060910000.0,660.203,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,20.0,20.000999999999998,Test_HPK_VPX36245_018_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_06_07_2021_07_11_28_PM.txt,Brown
