,Name,Mode,DielNE,DielNW,DielSW,LineW_Pstop_std,LineW_Pstop_rot,LineW_Strip_std,LineW_Strip_rot,Rpoly,GCD I_surf,GCD S_0,GCD Vfb_Acc_Dep
167,VPX36243_031_2-S_HM_W_Left,Quick,200,200,200,52.7328,52.9039,34.1348,34.178000000000004,1.45046,5.3752699999999995,1.0729899999999999,-2.62763
168,VPX36243_040_2-S_HM_E_Left,Quick,200,200,200,54.1007,53.8883,33.9232,34.0297,1.50443,5.6370000000000005,1.12523,-2.62763
169,VPX36243_040_2-S_HM_W_Left,Quick,200,200,200,52.7759,53.1738,33.8691,33.9302,1.49326,5.50469,1.0988200000000001,-2.65766
170,VPX36243_005_2-S_HM_E_Left,Extended,200,200,200,53.1714,52.9172,34.1638,34.0629,1.50689,5.85469,1.18899,-2.7627599999999997
171,VPX36243_005_2-S_HM_W_Left,Extended,200,200,200,53.7952,53.8287,33.639,33.6872,1.4757799999999999,6.3621,1.0979999999999999,-2.82282
172,VPX36243_015_2-S_HM_E_Left,Extended,200,200,200,53.5938,53.2953,33.905,33.8491,1.4982,7.1729,1.04526,-2.74775
173,VPX36243_015_2-S_HM_W_Left,Extended,200,200,200,52.5641,52.5283,33.9105,33.9316,1.44489,7.35963,1.01132,-2.82282
174,VPX36243_026_2-S_HM_E_Left,Extended,200,200,200,52.2973,52.4944,33.826,33.8079,1.4910700000000001,7.0427100000000005,0.905265,-2.56757
175,VPX36243_026_2-S_HM_W_Left,Extended,200,200,200,52.8007,52.2175,34.0086,33.7903,1.45138,6.1189,1.07417,-2.64264
176,VPX36243_035_2-S_HM_E_Left,Extended,200,200,200,51.6872,51.898,33.8842,33.9228,1.49088,6.17665,1.15113,-2.62763
177,VPX36243_035_2-S_HM_W_Left,Extended,190,200,200,54.2707,54.051,33.5494,33.6273,1.4592,5.6860800000000005,1.0873,-2.65766
178,VPX35721_006_2-S_HM_E_Left,Quick,200,200,200,49.2608,49.4667,33.8281,33.8645,1.52068,5.06904,1.1224,-2.85285
179,VPX35721_006_2-S_HM_W_Left,Quick,200,200,200,48.0088,48.0689,34.0365,34.2026,1.55451,5.0775,1.07664,-2.86787
180,VPX35721_016_2-S_HM_E_Left,Quick,200,200,200,47.5007,47.6176,34.187,34.3098,1.51796,5.3855,1.11274,-2.8979
181,VPX35721_016_2-S_HM_W_Left,Quick,200,200,200,47.9138,47.9832,33.6351,33.723,1.54811,5.55425,1.12798,-2.94294
182,VPX35721_025_2-S_HM_E_Left,Quick,200,200,200,49.6547,49.4343,33.8233,34.0587,1.53718,5.61421,1.12069,-2.8979
183,VPX35721_025_2-S_HM_W_Left,Quick,200,200,200,48.7426,49.1975,33.9703,34.0273,1.55257,4.46252,1.25142,-2.95796
184,VPX35721_039_2-S_HM_E_Left,Quick,200,200,200,49.0028,48.748999999999995,34.7056,34.7569,1.5223200000000001,4.4168,1.16455,-2.7027
185,VPX35721_039_2-S_HM_W_Left,Quick,200,200,200,48.1392,48.3528,34.0258,34.115,1.55901,4.5376,1.05851,-2.73273
186,VPX35721_047_2-S_HM_E_Left,Quick,200,200,200,48.4465,48.5164,34.3453,34.3094,1.51882,4.850630000000001,1.09285,-2.79279
187,VPX35721_047_2-S_HM_W_Left,Quick,200,200,200,48.3151,48.3021,33.9734,34.0711,1.54997,4.95642,1.0786,-2.79279
188,VPX35721_002_2-S_HM_E_Left,Extended,200,200,200,50.2925,50.0553,33.9714,34.0047,1.51124,5.9666,1.11198,-2.79279
189,VPX35721_002_2-S_HM_W_Left,Extended,200,200,200,47.8726,47.7388,33.6459,33.8421,1.52893,6.13623,1.09574,-2.8378400000000004
190,VPX35721_012_2-S_HM_E_Left,Extended,200,200,200,49.5372,49.2954,34.1361,34.0415,1.51504,6.47069,1.12629,-2.85285
191,VPX35721_012_2-S_HM_W_Left,Extended,200,200,200,48.2487,47.9637,34.323,34.4061,1.5268899999999999,6.35671,1.09707,-2.8979
192,VPX35721_020_2-S_HM_E_Left,Extended,200,200,200,51.0626,50.9551,33.899,34.0006,1.52663,4.6128800000000005,1.25981,-2.86787
193,VPX35721_020_2-S_HM_W_Left,Extended,200,200,200,47.6113,47.4262,33.6864,33.8143,1.5411,4.94002,1.19328,-2.92793
194,VPX35721_033_2-S_HM_E_Left,Extended,200,200,200,49.9149,49.7343,33.9431,34.0879,1.50348,4.758769999999999,1.20087,-2.73273
195,VPX35721_033_2-S_HM_W_Left,Extended,200,200,200,47.6774,47.9382,34.0087,34.1118,1.54013,4.913209999999999,1.0785,-2.74775
196,VPX37401_009_2-S_HM_E_Left,Extended,200,200,200,48.8688,49.0787,33.9547,33.9222,1.44193,4.72863,1.01137,-2.47748
197,VPX37401_009_2-S_HM_W_Left,Extended,200,200,200,46.7057,46.3916,33.3728,33.4584,1.4570100000000001,4.6010800000000005,1.03662,-2.62763
198,VPX37401_026_2-S_HM_E_Left,Extended,200,200,200,49.1928,48.9612,33.4861,33.6477,1.4451200000000002,4.24137,0.98083,-2.3873900000000003
199,VPX37401_026_2-S_HM_W_Left,Extended,200,200,200,47.3497,47.3347,33.7969,33.8365,1.45529,4.44044,0.856425,-2.50751
200,VPX37401_041_2-S_HM_E_Left,Extended,200,200,200,51.8837,52.077,32.4761,33.6263,1.43593,5.152,0.960166,-2.4024
201,VPX37401_041_2-S_HM_W_Left,Extended,200,200,200,46.3176,47.81,33.5857,33.6599,1.48079,5.08785,0.9897549999999999,-2.49249
202,VPX37401_005_2-S_HM_E_Left,Quick,200,200,200,49.7451,49.0332,33.6589,34.0742,1.45203,5.01335,1.05389,-2.4624599999999996
203,VPX37401_005_2-S_HM_W_Left,Quick,200,200,200,46.5885,47.2091,33.5565,33.6522,1.44021,4.84829,1.03696,-2.50751
204,VPX37401_014_2-S_HM_E_Left,Quick,200,200,200,49.2273,49.1689,33.6612,33.6826,1.42641,4.84629,1.05464,-2.4624599999999996
205,VPX37401_014_2-S_HM_W_Left,Quick,200,200,200,46.9436,47.2052,33.7147,33.7541,1.43831,4.8196699999999995,1.04884,-2.56757
206,VPX37401_028_2-S_HM_E_Left,Quick,200,200,200,49.4301,49.4004,33.7913,33.6868,1.4370100000000001,4.62533,0.955673,-2.35736
207,VPX37401_028_2-S_HM_W_Left,Quick,200,200,200,47.6214,47.7554,33.6539,33.7281,1.44212,4.6080000000000005,0.9119520000000001,-2.47748
