batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34252,PSS,EE,26200,34252_001_PSS_HM_EE,,,,75.057,74.783,PQC4,CBKR_STRIP,Rotated,Left,CBKR-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.062,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_12_2020_02_02_31_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,,,,75.069,74.794,PQC4,CBKR_STRIP,Standard,Left,CBKR-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.063,Test_HPK_VPX34252_001_PSS_HM_EE_East_North_PQC4_CBKR-strip_CBKRStrip_s_Run01_08_12_2020_02_02_18_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,,,,100.371,100.096,PQC4,CBKR_STRIP,Rotated,Right,CBKR-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.003,Test_HPK_VPX34252_001_PSS_HM_EE_East_South_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_10_2020_06_18_04_PM.txt,Brown
34252,PSS,EE,26200,34252_001_PSS_HM_EE,,,,100.379,100.105,PQC4,CBKR_STRIP,Standard,Right,CBKR-strip,PQC_HM_POSITION 1,0.2,,,,20.0,20.005,Test_HPK_VPX34252_001_PSS_HM_EE_East_South_PQC4_CBKR-strip_CBKRStrip_s_Run01_08_10_2020_06_17_51_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,,,,93.361,93.087,PQC4,CBKR_STRIP,Rotated,Right,CBKR-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.019,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_11_2020_04_11_05_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,,,,85.654,85.38,PQC4,CBKR_STRIP,Standard,Left,CBKR-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.097,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC4_CBKR-strip_CBKRStrip_s_Run01_08_12_2020_03_28_39_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,,,,93.371,93.097,PQC4,CBKR_STRIP,Standard,Right,CBKR-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.018,Test_HPK_VPX34252_001_PSS_HM_WW_West_North_PQC4_CBKR-strip_CBKRStrip_s_Run01_08_11_2020_04_10_52_PM.txt,Brown
34252,PSS,WW,26205,34252_001_PSS_HM_WW,,,,85.645,85.371,PQC4,CBKR_STRIP,Rotated,Left,CBKR-strip,PQC_HM_POSITION 2,0.2,,,,20.0,20.093,Test_HPK_VPX34252_001_PSS_HM_WW_West_South_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_12_2020_03_28_52_PM.txt,Brown
34252,PSS,EE,26206,34252_002_PSS_HM_EE,,,,101.604,101.33,PQC4,CBKR_STRIP,Rotated,Left,CBKR-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.048,Test_HPK_VPX34252_002_PSS_HM_EE_East_North_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_12_2020_05_20_55_PM.txt,Brown
34252,PSS,EE,26206,34252_002_PSS_HM_EE,,,,95.446,95.172,PQC4,CBKR_STRIP,Rotated,Right,CBKR-strip,PQC_HM_POSITION 3,0.2,,,,20.0,20.108,Test_HPK_VPX34252_002_PSS_HM_EE_East_South_PQC4_CBKR-strip_CBKRStrip_r_Run01_08_11_2020_06_00_53_PM.txt,Brown
