,Name,Mode,Meander_Rsh,ClMet_Rsh_std,ClMet_Rsh_rot,VDPEdge_std,VDPEdge_rot,LineW_Edge_std,LineW_Edge_rot,VDPBulk_std,VDPBulk_rot,VDPBulk_ResF1081,VDPBulk_ResF1218,Diode_I600,Diode_Cap,Diode_Vdep,Diode_Rho_Bulk
132,VPX35955_044_PSS_HM_E_Left,Quick,,,,,,,,73.205,73.9982,3.5279800000000003,3.9459,0.336876,2.78793,215.72400000000002,3.94976
133,VPX35955_044_PSS_HM_W_Left,Quick,,,,,,,,72.9163,72.7455,3.51407,3.93034,0.08263200000000001,2.77252,225.31099999999998,3.7895300000000005
134,VPX37904_005_2-S_HM_E_Left,Quick,,,,,,,,80.4732,80.7287,3.87826,4.33767,0.14515799999999998,2.76157,237.19299999999998,3.5156400000000003
135,VPX37904_005_2-S_HM_W_Left,Quick,,,,,,,,80.2661,81.7007,3.8682800000000004,4.3265,0.186851,2.7636700000000003,211.68900000000002,3.94196
136,VPX37904_018_2-S_HM_E_Left,Quick,,,,,,,,77.8579,78.3129,3.75222,4.1967,0.148526,2.75345,196.96099999999998,4.12774
137,VPX37904_018_2-S_HM_W_Left,Quick,,,,,,,,78.9717,79.4407,3.8059,4.25674,0.284049,2.78514,197.063,4.06145
138,VPX37904_028_2-S_HM_E_Left,Quick,,,,,,,,80.2813,80.0573,3.86901,4.32733,0.048933300000000006,2.75238,197.236,4.20424
139,VPX37904_028_2-S_HM_W_Left,Quick,,,,,,,,80.7124,80.0569,3.88979,4.35056,0.20575500000000002,2.75298,200.608,4.02974
140,VPX37904_033_2-S_HM_E_Left,Quick,,,,,,,,79.5184,79.8118,3.83225,4.2862,0.18445999999999999,2.74962,202.012,4.10773
141,VPX37904_033_2-S_HM_W_Left,Quick,,,,,,,,80.3632,80.452,3.87296,4.33174,0.243429,2.7549,194.66099999999997,4.26284
142,VPX37904_008_2-S_HM_E_Left,Extended,0.23650500000000002,16.6233,16.3573,1.12296,1.1275,46.1036,46.29,80.3004,79.9647,3.86993,4.32835,0.16156800000000002,2.7720700000000003,238.408,3.47574
143,VPX37904_008_2-S_HM_W_Left,Extended,0.24613800000000002,17.0491,17.041,1.09606,1.09353,45.4078,45.3029,80.1771,80.3694,3.8639900000000003,4.3217099999999995,0.22244699999999998,2.76836,205.907,4.07536
144,VPX37904_023_2-S_HM_E_Left,Extended,0.22973000000000002,16.7447,16.5708,1.13662,1.13585,47.0107,46.9789,82.7603,81.5309,3.9884800000000005,4.46095,0.298098,2.7529,196.208,4.31864
145,VPX37904_023_2-S_HM_W_Left,Extended,0.23508600000000002,17.0666,16.9651,1.09226,1.0923,47.0165,47.0185,79.0287,79.2643,3.80865,4.25981,0.208787,2.78579,189.46099999999998,4.36448
146,VPX37904_047_2-S_HM_E_Left,Extended,0.22634,16.6665,16.5965,1.13591,1.1405399999999999,45.5848,45.7706,86.0518,85.2993,4.14711,4.63837,0.15920299999999998,2.7734,207.329,4.02768
147,VPX37904_047_2-S_HM_W_Left,Extended,0.238983,17.3746,17.1145,1.1051600000000001,1.10504,45.6941,45.6893,87.3834,87.0673,4.21128,4.71014,0.22021500000000002,2.80914,185.91099999999997,4.50111
148,VPX35720_001_2-S_HM_E_Left,Quick,,,,,,,,68.3033,70.1055,3.29175,3.68169,0.326721,2.72752,234.18400000000003,3618.9403895067603
149,VPX35720_001_2-S_HM_W_Left,Quick,,,,,,,,68.3363,68.2817,3.29334,3.6834599999999997,0.43771099999999996,2.7406,233.78099999999998,3625.1788476234206
150,VPX35720_011_2-S_HM_E_Left,Quick,,,,,,,,67.5561,68.3688,3.25575,3.64141,0.401999,2.75305,231.77200000000002,3656.6019026295294
151,VPX35720_011_2-S_HM_W_Left,Quick,,,,,,,,68.9296,68.3958,3.3219300000000005,3.71544,0.596738,2.75452,235.375,3600.6285126978296
152,VPX35720_018_2-S_HM_E_Left,Quick,,,,,,,,67.256,67.6996,3.2412799999999997,3.62523,0.47894,2.73864,231.74900000000002,3656.96480319764
153,VPX35720_018_2-S_HM_W_Left,Quick,,,,,,,,67.9408,69.0464,3.27429,3.66215,0.6281720000000001,2.76257,232.83700000000002,3639.8765495872703
154,VPX35720_029_2-S_HM_E_Left,Quick,,,,,,,,79.9706,79.5443,3.8540400000000004,4.31058,0.358209,2.7707900000000003,208.613,4062.53654458855
155,VPX35720_029_2-S_HM_W_Left,Quick,,,,,,,,80.1332,80.3141,3.86188,4.31934,0.530519,2.80117,206.09900000000002,4112.0914520509605
156,VPX35720_044_2-S_HM_E_Left,Quick,,,,,,,,78.7763,78.3513,3.7964800000000003,4.2462,0.36512,2.76757,208.157,4071.4361572094704
157,VPX35720_044_2-S_HM_W_Left,Quick,,,,,,,,88.85700000000001,87.2157,4.2823,4.789569999999999,0.058880999999999996,2.8960000000000004,204.838,4137.405833762539
158,VPX35720_008_2-S_HM_E_Left,Extended,0.255207,16.7027,16.7505,1.23022,1.23662,46.7769,47.0199,66.6407,66.0151,3.21163,3.5920699999999997,0.404978,2.74021,237.13400000000001,3573.91996160926
159,VPX35720_008_2-S_HM_W_Left,Extended,0.258779,17.6826,17.4166,1.21628,1.21302,46.5124,46.3875,68.1179,70.0695,3.2828199999999996,3.6716900000000003,0.573645,2.7509,238.332,3555.95528999988
160,VPX35720_015_2-S_HM_E_Left,Extended,0.255247,16.2477,16.7003,1.24369,1.2411299999999998,46.2348,46.1398,68.5284,67.8795,3.3026,3.6938199999999997,0.298028,2.74036,234.03400000000002,3621.25988606891
161,VPX35720_015_2-S_HM_W_Left,Extended,0.251529,17.3758,17.1833,1.2031100000000001,1.20553,46.6727,46.7663,65.1571,65.0072,3.14013,3.5121,0.605614,2.75726,238.282,3556.7014553187
162,VPX35720_034_2-S_HM_E_Left,Extended,0.25485,17.3373,17.083,1.25442,1.25175,46.8294,46.7296,84.6181,84.2695,4.07801,4.5610800000000005,0.295665,2.77426,202.157,4192.27598438961
163,VPX35720_034_2-S_HM_W_Left,Extended,0.25808000000000003,17.6033,17.4493,1.24924,1.2529,46.1571,46.2925,82.9256,84.0832,3.99645,4.46986,0.129431,2.8428299999999997,189.375,4475.236626673271
164,VPX35720_049_2-S_HM_E_Left,Extended,0.255859,17.1553,17.0165,1.23322,1.24007,46.7537,47.0133,79.1275,78.8385,3.8134099999999997,4.26513,0.288566,2.7599299999999998,208.53400000000002,4064.0755760511497
165,VPX35720_049_2-S_HM_W_Left,Extended,0.258073,17.3746,17.1705,1.23089,1.23126,46.4703,46.4843,78.7938,79.3898,3.7973199999999996,4.24714,0.46551099999999995,2.81281,204.635,4141.51018240404
166,VPX37400_006_2-S_HM_E_Left,Extended,0.25379,17.5391,17.7293,2.4855099999999997,1.22846,95.1819,47.0437,73.0724,72.4531,3.52159,3.93875,0.190408,2.79648,223.13299999999998,3.80805
167,VPX37400_006_2-S_HM_W_Left,Extended,0.250934,17.342,17.23,1.16373,1.15641,46.1802,45.8899,71.6017,72.2801,3.45071,3.8594699999999995,0.178251,2.8015,228.695,3.71286
168,VPX37400_019_2-S_HM_E_Left,Extended,0.259115,17.8459,17.5333,1.22095,1.22032,47.6744,47.6498,73.1406,72.8283,3.5248800000000005,3.9424300000000003,0.18625999999999998,2.78924,227.87599999999998,3.7494699999999996
169,VPX37400_019_2-S_HM_W_Left,Extended,0.254934,17.4913,17.678,1.17727,1.1638899999999999,45.6117,45.0932,73.3286,73.1188,3.5339400000000003,3.95256,0.167872,2.78776,230.138,3.71775
170,VPX37400_049_2-S_HM_E_Left,Extended,0.256098,17.7526,17.7526,1.21051,1.2218200000000001,45.326,45.7497,72.9728,73.2264,3.5167900000000003,3.93338,0.21095500000000003,2.7960700000000003,223.359,3.83321
171,VPX37400_049_2-S_HM_W_Left,Extended,0.251104,17.4878,17.3198,1.16359,1.15047,47.4797,46.9446,71.9165,72.2942,3.4658900000000004,3.87645,0.19808599999999998,2.77238,229.144,3.69791
172,VPX37400_003_2-S_HM_E_Left,Quick,,,,,,,,72.4913,72.0338,3.49359,3.90743,0.17286500000000002,2.78698,228.227,3.7411199999999996
173,VPX37400_003_2-S_HM_W_Left,Quick,,,,,,,,72.5967,72.9142,3.4986699999999997,3.9131099999999996,0.19308599999999998,2.79198,225.583,3.79019
174,VPX37400_015_2-S_HM_E_Left,Quick,,,,,,,,73.6817,73.2993,3.55096,3.97159,0.183389,2.80824,224.21,3.8186699999999996
175,VPX37400_015_2-S_HM_W_Left,Quick,,,,,,,,73.0409,72.98100000000001,3.5200699999999996,3.93705,0.168459,2.78512,218.71099999999998,3.8743
176,VPX37400_027_2-S_HM_E_Left,Quick,,,,,,,,78.9709,78.7294,3.80586,4.25669,0.18501900000000002,2.81557,202.227,4.23378
177,VPX37400_027_2-S_HM_W_Left,Quick,,,,,,,,77.4737,79.5488,3.7337,4.1759900000000005,0.195294,2.8033099999999997,217.062,3.94715
178,VPX37400_037_2-S_HM_E_Left,Quick,,,,,,,,78.2118,78.5813,3.76928,4.21577,0.18196800000000002,2.7906,215.52,3.93439
179,VPX37400_037_2-S_HM_W_Left,Quick,,,,,,,,77.0644,76.6435,3.7139800000000003,4.15393,0.182725,2.78757,215.108,3.93646
180,VPX37905_004_2-S_HM_E_Left,Quick,,,,,,,,80.0681,79.6675,3.85874,4.31583,0.044908300000000005,2.74776,190.25099999999998,4.26727
181,VPX37905_004_2-S_HM_W_Left,Quick,,,,,,,,79.4022,79.5954,3.82665,4.27994,0.211788,2.7856,218.90400000000002,3.7139800000000003
182,VPX37905_015_2-S_HM_E_Left,Quick,,,,,,,,79.4853,78.9314,3.83065,4.28442,0.186625,2.77588,194.463,4.24925
183,VPX37905_015_2-S_HM_W_Left,Quick,,,,,,,,80.37899999999999,80.2846,3.8737199999999996,4.33259,0.174803,2.78895,213.40200000000002,3.89666
184,VPX37905_031_2-S_HM_E_Left,Quick,,,,,,,,81.2452,81.0728,3.91546,4.3792800000000005,0.149506,2.77319,201.30900000000003,4.15682
185,VPX37905_031_2-S_HM_W_Left,Quick,,,,,,,,81.058,80.5228,3.9064400000000004,4.369190000000001,0.163581,2.77005,228.503,3.67748
186,VPX37905_043_2-S_HM_E_Left,Quick,,,,,,,,84.9762,84.7446,4.095269999999999,4.58039,0.158149,2.7719,190.91099999999997,4.42002
187,VPX37905_043_2-S_HM_W_Left,Quick,,,,,,,,84.3182,84.8532,4.06356,4.544919999999999,0.0583184,2.77529,205.345,4.1179
188,VPX37905_010_2-S_HM_E_Left,Extended,0.23502699999999999,16.5557,16.4728,1.20451,1.1931100000000001,44.9697,44.5441,81.7089,82.4981,3.93781,4.4042699999999995,0.197756,2.77867,192.03900000000002,4.36661
189,VPX37905_010_2-S_HM_W_Left,Extended,0.24506599999999998,17.2545,17.1133,1.15324,1.1621,45.049,45.3953,83.1923,84.0374,4.0093,4.48423,0.241567,2.78957,205.614,4.0897
190,VPX37905_021_2-S_HM_E_Left,Extended,0.242588,16.6397,16.5312,1.1886,1.18652,45.8381,45.758,82.28200000000001,83.2817,3.9654300000000005,4.435169999999999,0.110779,2.77893,196.93,4.2670699999999995
191,VPX37905_021_2-S_HM_W_Left,Extended,0.25064200000000003,17.272000000000002,17.1693,1.15715,1.1538,46.7004,46.5652,83.5446,83.215,4.02628,4.50322,0.10122,2.78645,210.04,4.01748
192,VPX37905_049_2-S_HM_E_Left,Extended,0.24828000000000003,16.5568,16.5685,1.18652,1.18391,46.3645,46.2624,84.2758,84.9585,4.06152,4.54263,0.21411999999999998,2.7760700000000003,191.827,4.42033
193,VPX37905_049_2-S_HM_W_Left,Extended,0.253181,17.2883,17.1506,1.15052,1.15201,46.3412,46.4013,84.8462,84.5858,4.08901,4.57338,0.122179,2.78588,201.11,4.23969
194,VPX35954_001_PSS_HM_E_Left,Quick,,,,,,,,70.9456,71.0196,3.41909,3.8241099999999997,0.45432,2.76867,227.87599999999998,3719.1188899939
195,VPX35954_001_PSS_HM_W_Left,Quick,,,,,,,,71.1641,71.3602,3.4296300000000004,3.83589,0.27115500000000003,2.77736,222.47099999999998,3809.4760044062
196,VPX35954_015_PSS_HM_E_Left,Quick,,,,,,,,70.7865,70.9656,3.41143,3.81554,0.3767,2.78429,224.97,3767.15978208761
197,VPX35954_015_PSS_HM_W_Left,Quick,,,,,,,,71.1689,71.2055,3.4298599999999997,3.83615,0.272241,2.76493,226.13299999999998,3747.78531296295
198,VPX35954_031_PSS_HM_E_Left,Quick,,,,,,,,71.2364,71.0473,3.4331099999999997,3.8397900000000003,0.06986,2.7982099999999996,245.49,3452.27070828242
199,VPX35954_031_PSS_HM_W_Left,Quick,,,,,,,,68.6609,69.3932,3.30899,3.70096,0.245428,2.77405,219.005,3869.76523904135
200,VPX35954_038_PSS_HM_E_Left,Quick,,,,,,,,69.9018,69.513,3.36879,3.76785,0.43075699999999995,2.75674,229.47,3693.2842470747796
201,VPX35954_038_PSS_HM_W_Left,Quick,,,,,,,,70.5068,71.3049,3.39795,3.8004599999999997,0.234006,2.74743,229.58,3691.51466232359
202,VPX35954_042_PSS_HM_E_Left,Quick,,,,,,,,71.8237,71.4653,3.46141,3.87144,0.424408,2.77783,227.769,3720.86603609908
203,VPX35954_042_PSS_HM_W_Left,Quick,,,,,,,,71.5974,71.0055,3.45051,3.85925,0.266604,2.74871,225.678,3755.3413987019103
204,VPX35954_010_PSS_HM_E_Left,Extended,0.23228600000000002,17.37,17.1623,1.22812,1.23161,46.8054,46.9384,70.3778,71.093,3.3917300000000004,3.79351,0.643543,2.75452,226.804,3736.69748406664
205,VPX35954_010_PSS_HM_W_Left,Extended,0.264964,17.7118,17.6371,1.22655,1.20907,47.2087,46.536,72.0183,70.805,3.47079,3.88193,0.351637,2.75762,217.442,3897.5815903838793
206,VPX35954_021_PSS_HM_E_Left,Extended,0.25769200000000003,17.3793,17.3338,1.23832,1.23024,46.9497,46.6432,71.9312,70.7612,3.46659,3.87724,0.45035,2.79336,227.729,3721.5195964337
207,VPX35954_021_PSS_HM_W_Left,Extended,0.257477,17.4621,18.1178,1.21948,1.21004,46.7331,46.3714,70.5181,70.7273,3.3984900000000002,3.8010699999999997,0.083487,2.74086,232.915,3638.6576054622997
208,VPX35954_034_PSS_HM_E_Left,Extended,0.25858000000000003,17.2685,17.3,1.23466,1.23231,46.9382,46.8491,71.6083,71.7114,3.4510300000000003,3.85983,0.521081,2.79871,221.96400000000003,3818.17743497257
209,VPX35954_034_PSS_HM_W_Left,Extended,0.257805,17.4446,17.2568,1.207,1.19744,45.7779,45.4155,69.2403,69.1826,3.33691,3.73219,0.22583499999999998,2.7454,225.342,3760.9408640033794
210,VPX35954_046_PSS_HM_E_Left,Extended,0.25531,17.1833,17.1285,1.23126,1.21878,47.7912,47.3067,70.7763,69.5909,3.41094,3.8149900000000003,0.48771000000000003,2.75319,226.503,3741.6631840472296
211,VPX35954_046_PSS_HM_W_Left,Extended,0.257143,17.6371,17.531,1.2217,1.2103899999999999,46.5002,46.0699,70.55199999999999,71.1994,3.4001300000000003,3.8029,0.315944,2.7438599999999997,223.81900000000002,3786.5325829185704
212,VPX36793_007_PSS_HM_E_Left,Extended,0.25692600000000004,17.7526,17.6336,1.30346,1.30987,45.0732,45.2946,78.8775,78.5068,3.80136,4.25166,0.4327,2.8111,230.558,3.7237699999999996
213,VPX36793_007_PSS_HM_W_Left,Extended,0.254465,18.4339,17.7176,1.25645,1.25918,45.8194,45.919,77.5206,77.2549,3.7359699999999996,4.17852,0.517523,2.78193,220.77900000000002,3.8833599999999997
214,VPX36793_021_PSS_HM_E_Left,Extended,0.253127,17.7246,17.5846,1.31326,1.3135,46.5077,46.516000000000005,75.5686,76.5656,3.64189,4.0733,0.08864,2.81067,231.896,3.6819300000000004
215,VPX36793_021_PSS_HM_W_Left,Extended,0.257278,17.9579,17.9568,1.25882,1.25865,46.0224,46.0164,76.0703,75.9426,3.6660699999999995,4.10034,0.402629,2.7760000000000002,264.074,3.22212
216,VPX36793_048_PSS_HM_E_Left,Extended,0.256152,17.6208,17.3968,1.30264,1.3016,46.9458,46.9084,76.6817,76.0481,3.6955400000000003,4.1333,0.33673600000000004,2.77895,210.122,4.04385
217,VPX36793_048_PSS_HM_W_Left,Extended,0.26311,18.0128,17.797,1.26061,1.25199,46.1866,45.8707,76.5701,77.3071,3.6901599999999997,4.127280000000001,0.458153,2.75052,211.795,4.00636
218,VPX36793_003_PSS_HM_E_Left,Quick,,,,,,,,70.8865,71.6986,3.41624,3.8209199999999996,0.379318,2.77814,221.38400000000001,3.7535300000000005
219,VPX36793_003_PSS_HM_W_Left,Quick,,,,,,,,71.4699,72.0918,3.4443599999999996,3.8523699999999996,0.415621,2.76852,216.38099999999997,3.89433
220,VPX36793_018_PSS_HM_E_Left,Quick,,,,,,,,75.2614,75.6864,3.62709,4.0567400000000005,0.361854,2.81007,221.66299999999998,3.85457
221,VPX36793_018_PSS_HM_W_Left,Quick,,,,,,,,75.5168,75.8704,3.63939,4.07051,0.43087,2.7930200000000003,222.426,3.85196
222,VPX36793_029_PSS_HM_E_Left,Quick,,,,,,,,74.1409,73.8536,3.57309,3.99634,0.520526,2.7839,209.97,4.03558
223,VPX36793_029_PSS_HM_W_Left,Quick,,,,,,,,74.7761,74.8514,3.6037,4.0305800000000005,0.615795,2.7581900000000004,216.639,3.9385199999999996
224,VPX36793_038_PSS_HM_E_Left,Quick,,,,,,,,75.687,76.7488,3.6476,4.079680000000001,0.412546,2.7751900000000003,211.541,4.04736
225,VPX36793_038_PSS_HM_W_Left,Quick,,,,,,,,76.4861,77.2679,3.6861099999999998,4.1227599999999995,0.38805500000000004,2.77107,212.15900000000002,4.0439300000000005
226,VPX38869_012_2-S_HM_E_Left,Quick,,,,,,,,90.0565,90.5209,4.34011,4.85423,0.19998,2.82324,189.55900000000003,4.52606
227,VPX38869_012_2-S_HM_W_Left,Quick,,,,,,,,87.5104,87.9462,4.21741,4.71699,0.24346500000000001,2.7971,190.77900000000002,4.42615
228,VPX38869_022_2-S_HM_E_Left,Quick,,,,,,,,93.0288,95.0375,4.48336,5.0144400000000005,0.248592,2.8211,180.305,4.72238
229,VPX38869_022_2-S_HM_W_Left,Quick,,,,,,,,94.2605,94.4196,4.54271,5.080830000000001,0.370147,2.78288,178.835,4.77107
230,VPX38869_038_2-S_HM_E_Left,Quick,,,,,,,,88.2817,88.8161,4.254580000000001,4.75856,0.24874200000000002,2.81005,189.908,4.50842
231,VPX38869_038_2-S_HM_W_Left,Quick,,,,,,,,88.8662,88.1608,4.28274,4.79007,0.226377,2.781,193.733,4.36471
232,VPX38869_047_2-S_HM_E_Left,Quick,,,,,,,,87.9008,86.3131,4.236219999999999,4.73803,0.199803,2.7825,192.63,4.39886
233,VPX38869_047_2-S_HM_W_Left,Quick,,,,,,,,88.6488,89.833,4.27227,4.77835,0.206792,2.79298,189.798,4.47688
234,VPX38869_005_2-S_HM_E_Left,Extended,0.252558,17.0923,17.1471,1.28837,1.29416,45.9614,46.1679,89.4562,89.6409,4.31118,4.82187,0.21602600000000002,2.81431,188.38099999999997,4.55437
235,VPX38869_005_2-S_HM_W_Left,Extended,0.25995300000000005,17.083,17.4073,1.25024,1.24854,46.2932,46.2301,88.6054,90.3906,4.27018,4.776009999999999,0.233237,2.8223599999999998,189.08,4.54065
236,VPX38869_025_2-S_HM_E_Left,Extended,0.24015999999999998,17.180999999999997,17.1483,1.2940399999999999,1.29334,46.7859,46.7606,92.8221,93.5079,4.47339,5.0033,0.239575,2.79855,180.838,4.71172
237,VPX38869_025_2-S_HM_W_Left,Extended,0.244446,17.4913,17.3781,1.23838,1.25265,46.4308,46.9657,91.8527,92.0062,4.42668,4.95105,0.194688,2.8355200000000003,179.232,4.7769699999999995
238,VPX38869_048_2-S_HM_E_Left,Extended,0.234771,17.2265,17.0025,1.27534,1.27793,46.5967,46.6913,92.6518,93.0027,4.46518,4.99412,0.202862,2.8153799999999998,178.947,4.75165
239,VPX38869_048_2-S_HM_W_Left,Extended,0.242258,17.7911,17.7281,1.24434,1.23999,45.9026,45.742,95.294,94.1425,4.5925199999999995,5.13654,0.210562,2.8307900000000004,181.24200000000002,4.72074
240,VPX35716_001_2-S_HM_E_Left,Quick,,,,,,,,69.5349,69.7843,3.35111,3.74807,0.39531900000000003,2.76471,222.765,3804.44834770386
241,VPX35716_001_2-S_HM_W_Left,Quick,,,,,,,,69.8291,69.6582,3.3652900000000003,3.76393,0.309339,2.7534799999999997,216.36599999999999,3916.9644776732503
242,VPX35716_010_2-S_HM_E_Left,Quick,,,,,,,,69.2415,69.9413,3.3369699999999995,3.7322599999999997,0.501875,2.78048,224.49599999999998,3775.11374891424
243,VPX35716_010_2-S_HM_W_Left,Quick,,,,,,,,69.8107,70.3415,3.3644,3.76294,0.443812,2.7681400000000003,225.359,3760.65715669776
244,VPX35716_022_2-S_HM_E_Left,Quick,,,,,,,,67.6029,67.7607,3.258,3.64393,0.6877409999999999,2.75983,227.03,3732.97773940118
245,VPX35716_022_2-S_HM_W_Left,Quick,,,,,,,,68.6757,68.59100000000001,3.3097,3.7017599999999997,0.414825,2.76598,230.477,3677.1475512795205
246,VPX35716_041_2-S_HM_E_Left,Quick,,,,,,,,68.8713,68.7824,3.3191300000000004,3.7123,0.604196,2.75219,219.989,3852.45596905414
247,VPX35716_041_2-S_HM_W_Left,Quick,,,,,,,,68.6395,68.9053,3.30795,3.69981,0.482811,1.79267,288.95099999999996,2933.01610368627
248,VPX35716_049_2-S_HM_E_Left,Quick,,,,,,,,69.8473,70.1534,3.36616,3.76491,0.49791199999999997,2.74693,232.329,3647.8353377161297
249,VPX35716_049_2-S_HM_W_Left,Quick,,,,,,,,70.7673,69.6477,3.4105,3.8145,0.387606,2.74748,233.834,3624.35717721226
250,VPX35716_004_2-S_HM_E_Left,Extended,0.26856599999999997,17.1005,16.9325,1.1764700000000001,1.20515,44.7396,45.8305,70.3477,69.1991,3.39028,3.7918800000000004,0.477253,2.74483,227.637,3723.02365685829
251,VPX35716_004_2-S_HM_W_Left,Extended,0.266857,17.3886,17.3793,1.19546,1.1839899999999999,46.4075,45.9623,69.6742,69.8973,3.35782,3.75558,0.44790399999999997,2.74598,226.58700000000002,3740.2760801645795
252,VPX35716_017_2-S_HM_E_Left,Extended,0.262878,17.4026,17.1471,1.21799,1.22446,46.1834,46.4289,69.8028,69.2613,3.3640199999999996,3.76251,0.148566,2.72931,206.09799999999998,4112.11140416817
253,VPX35716_017_2-S_HM_W_Left,Extended,0.26398299999999997,17.4038,17.6395,1.20919,1.20085,46.7983,46.4755,71.1664,71.5993,3.4297400000000002,3.83601,0.319257,2.7489,227.308,3728.41226959126
254,VPX35716_031_2-S_HM_E_Left,Extended,0.264991,17.37,17.2265,1.21897,1.2197,46.4058,46.4338,71.8622,71.8518,3.4632699999999996,3.8735199999999996,0.518648,2.77471,212.13,3995.18189872366
255,VPX35716_031_2-S_HM_W_Left,Extended,0.26934400000000003,17.706,17.5566,1.2003,1.1998,46.3396,46.3202,73.4252,72.8564,3.5386,3.9577699999999996,0.44331099999999996,2.7696,211.071,4015.2268012955396
256,VPX35716_045_2-S_HM_E_Left,Extended,0.254786,17.3863,17.250999999999998,1.2304700000000002,1.22661,47.0415,46.8939,70.6888,70.253,3.4067199999999995,3.8102699999999996,0.519714,2.74455,228.665,3706.28620985394
257,VPX35716_045_2-S_HM_W_Left,Extended,0.259349,17.7468,17.7526,1.21745,1.21179,47.0662,46.8475,69.4074,68.9184,3.34496,3.7412,0.051897000000000006,2.97855,219.803,3855.71596464221
258,VPX36243_005_2-S_HM_E_Left,Extended,0.237724,16.3993,16.18,1.2509299999999999,1.24637,46.7262,46.5558,63.39,63.5701,3.05497,3.41685,0.8466049999999999,2.73467,247.967,3.42194
259,VPX36243_005_2-S_HM_W_Left,Extended,0.24561,16.831,16.6245,1.20554,1.2034,46.5172,46.4349,64.3091,64.2903,3.0992599999999997,3.46639,0.525135,2.75429,241.243,3.576
260,VPX36243_015_2-S_HM_E_Left,Extended,0.24016500000000002,16.6128,16.6432,1.2450299999999999,1.24726,46.5376,46.6209,63.7153,63.6536,3.07064,3.4343800000000004,0.780338,2.75821,246.11599999999999,3.5486199999999997
261,VPX36243_015_2-S_HM_W_Left,Extended,0.248067,16.9978,16.852,1.20354,1.20885,46.4998,46.7049,63.795,63.613,3.07449,3.43868,0.513439,2.73926,250.47099999999998,3.50359
262,VPX36243_026_2-S_HM_E_Left,Extended,0.238581,16.6502,16.3807,1.27108,1.26171,46.1378,45.7978,65.5124,65.4313,3.15725,3.53125,0.79215,2.75195,248.995,3.4527900000000002
263,VPX36243_026_2-S_HM_W_Left,Extended,0.244952,16.6595,16.579,1.19743,1.20259,46.0258,46.224,65.54,65.2316,3.1585799999999997,3.53274,0.254307,2.71295,254.52700000000002,3.3707800000000003
264,VPX36243_035_2-S_HM_E_Left,Extended,0.236033,16.4565,16.2885,1.25549,1.25461,46.645,46.6121,63.3391,63.713,3.05251,3.41411,0.8800969999999999,2.8056400000000004,243.955,3.5023400000000002
265,VPX36243_035_2-S_HM_W_Left,Extended,0.24223699999999998,16.6735,16.607,1.19375,1.20012,46.2738,46.5207,62.2752,62.7366,3.00124,3.35676,0.528656,2.73745,241.71599999999998,3.5274699999999997
266,VPX36243_003_2-S_HM_E_Left,Quick,,,,,,,,63.3184,63.2492,3.05151,3.41299,0.548725,2.7119999999999997,247.53799999999998,3.44213
267,VPX36243_003_2-S_HM_W_Left,Quick,,,,,,,,64.5911,64.3188,3.11285,3.48159,0.455926,2.73643,241.012,3.56716
268,VPX36243_011_2-S_HM_E_Left,Quick,,,,,,,,62.3606,62.2447,3.00535,3.36136,0.7205560000000001,2.7450200000000002,247.834,3.43089
269,VPX36243_011_2-S_HM_W_Left,Quick,,,,,,,,62.1793,62.3363,2.99662,3.3515900000000003,0.388315,2.72055,251.237,3.3867599999999998
270,VPX36243_020_2-S_HM_E_Left,Quick,,,,,,,,63.1795,63.4477,3.04482,3.4055,0.749578,2.77845,245.886,3.46046
271,VPX36243_020_2-S_HM_W_Left,Quick,,,,,,,,63.2481,63.7974,3.04813,3.4092,0.438646,2.72812,246.815,3.44743
272,VPX36243_031_2-S_HM_E_Left,Quick,,,,,,,,61.4208,61.6511,2.96007,3.31071,0.789622,2.76655,247.583,3.43675
273,VPX36243_031_2-S_HM_W_Left,Quick,,,,,,,,60.8628,61.5686,2.93317,3.2806300000000004,0.421012,2.7129,256.788,3.31126
274,VPX36243_040_2-S_HM_E_Left,Quick,,,,,,,,62.7335,62.6016,3.02333,3.3814599999999997,0.7637970000000001,2.76198,255.417,3.3267300000000004
275,VPX36243_040_2-S_HM_W_Left,Quick,,,,,,,,63.0543,62.3119,3.03879,3.39875,0.575104,2.71729,248.09599999999998,3.4249
276,VPX35721_002_2-S_HM_E_Left,Extended,0.25735,17.258,17.1798,1.29098,1.30782,46.4621,47.068000000000005,74.4621,74.9896,3.58857,4.01366,0.219942,2.76171,235.14700000000002,3604.1197045943604
277,VPX35721_002_2-S_HM_W_Left,Extended,0.264751,17.6313,17.3793,1.27925,1.29003,46.3359,46.7263,75.6265,75.8574,3.64468,4.07642,0.562592,2.8244,217.59799999999998,3894.7873426053998
278,VPX35721_012_2-S_HM_E_Left,Extended,0.254605,17.4166,17.1553,1.29189,1.30292,46.683,47.0814,76.6359,75.6705,3.6933300000000004,4.1308300000000004,0.296546,2.76593,229.062,3699.86264057875
279,VPX35721_012_2-S_HM_W_Left,Extended,0.259361,17.5251,17.7153,1.27519,1.2893299999999999,46.3452,46.8591,75.4707,75.54899999999999,3.63717,4.06802,0.558469,2.86298,216.84,3908.40221442654
