,Name,Mode,DielNE,DielNW,DielSW,LineW_Pstop_std,LineW_Pstop_rot,LineW_Strip_std,LineW_Strip_rot,Rpoly,GCD I_surf,GCD S_0,GCD Vfb_Acc_Dep
181,VPX37905_010_2-S_HM_W_Left,Extended,200,200,200,52.6515,52.4923,34.0153,33.9978,1.44426,4.90653,1.16469,-3.07808
182,VPX37905_021_2-S_HM_E_Left,Extended,200,200,200,48.9761,48.9889,33.7531,33.8295,1.4806700000000002,4.79247,1.10827,-2.92793
183,VPX37905_021_2-S_HM_W_Left,Extended,200,200,200,50.9269,51.0391,34.0492,33.8661,1.45165,5.06007,1.1204100000000001,-3.07808
184,VPX37905_049_2-S_HM_E_Left,Extended,200,200,200,49.1217,49.5144,33.3233,33.422,1.4715799999999999,4.977530000000001,1.04636,-2.85285
185,VPX37905_049_2-S_HM_W_Left,Extended,200,200,200,49.4257,49.718999999999994,33.6352,33.6356,1.45915,5.6056,1.05369,-3.01802
186,VPX37905_004_2-S_HM_E_Left,Quick,200,200,200,48.568000000000005,48.7391,33.0923,33.9137,1.4829700000000001,3.2538,1.17097,-2.88288
187,VPX37905_004_2-S_HM_W_Left,Quick,200,200,200,54.1845,54.1448,33.9657,34.0505,1.4684,3.32473,1.15429,-3.10811
188,VPX37905_015_2-S_HM_E_Left,Quick,200,200,200,49.6894,49.7449,33.8367,33.9314,1.49566,4.01127,1.18618,-2.77778
189,VPX37905_015_2-S_HM_W_Left,Quick,200,200,200,51.7547,51.7851,33.7658,33.8681,1.48862,4.2002,1.09775,-3.09309
190,VPX37905_031_2-S_HM_E_Left,Quick,200,200,200,47.7352,47.4631,33.7936,33.9102,1.4542,3.96593,0.9834299999999999,-2.67267
191,VPX37905_031_2-S_HM_W_Left,Quick,200,200,200,56.8112,57.2602,33.7816,33.83,1.44214,4.47393,1.0167700000000002,-3.09309
192,VPX37905_043_2-S_HM_E_Left,Quick,200,200,200,48.5254,48.4568,33.9515,34.0257,1.4559799999999998,4.7333,1.0211700000000001,-2.85285
193,VPX37905_043_2-S_HM_W_Left,Quick,200,200,200,53.1784,53.5823,34.024,34.1565,1.44468,4.62367,1.00619,-3.10811
194,VPX35954_001_PSS_HM_E_Left,Quick,200,200,200,49.2316,49.208999999999996,34.1443,34.3041,1.49641,5.42658,1.23328,-2.74775
195,VPX35954_001_PSS_HM_W_Left,Quick,200,200,200,48.6359,48.8804,34.2991,34.2628,1.51633,5.4289,1.1025200000000002,-2.80781
196,VPX35954_015_PSS_HM_E_Left,Quick,200,200,200,49.9386,49.995,33.975,34.1368,1.47963,6.16517,1.14899,-2.71772
197,VPX35954_015_PSS_HM_W_Left,Quick,200,200,200,50.0972,49.9953,34.0943,34.1722,1.4694,6.31377,1.0804200000000002,-2.82282
198,VPX35954_031_PSS_HM_E_Left,Quick,200,200,200,48.6846,48.5946,34.2756,34.5318,1.43249,6.26,1.0354299999999999,-2.65766
199,VPX35954_031_PSS_HM_W_Left,Quick,200,200,200,49.6178,49.8391,34.4101,34.2473,1.45096,4.34552,1.11598,-2.7027
200,VPX35954_038_PSS_HM_E_Left,Quick,200,200,200,49.786,50.2551,34.2151,34.403,1.45617,5.18425,1.0348600000000001,-2.64264
201,VPX35954_038_PSS_HM_W_Left,Quick,200,200,200,50.1594,48.3912,34.2095,34.2751,1.48301,5.2203800000000005,0.9812780000000001,-2.7027
202,VPX35954_042_PSS_HM_E_Left,Quick,200,200,200,49.574,49.4161,34.1745,34.0866,1.4762,5.8590800000000005,1.04625,-2.67267
203,VPX35954_042_PSS_HM_W_Left,Quick,200,200,200,50.6122,50.50899999999999,34.2817,34.205999999999996,1.4729,5.886830000000001,1.0246600000000001,-2.74775
204,VPX35954_010_PSS_HM_E_Left,Extended,200,200,200,52.0504,51.9323,34.3858,34.7365,1.51436,6.2216,1.38961,-2.74775
205,VPX35954_010_PSS_HM_W_Left,Extended,200,200,200,49.26,49.17100000000001,34.3464,34.4213,1.49532,5.8984,1.13762,-2.82282
206,VPX35954_021_PSS_HM_E_Left,Extended,200,200,200,49.1595,48.7188,34.3935,34.5966,1.49166,6.36835,1.20737,-2.73273
207,VPX35954_021_PSS_HM_W_Left,Extended,200,200,200,49.0553,48.9259,34.2052,34.185,1.4774200000000002,6.23021,1.15121,-2.77778
208,VPX35954_034_PSS_HM_E_Left,Extended,200,200,200,50.2065,49.2081,34.0836,34.3412,1.46133,6.06685,1.07415,-2.65766
209,VPX35954_034_PSS_HM_W_Left,Extended,200,200,200,50.7473,50.5761,34.3979,34.3753,1.46357,4.8884,1.04554,-2.73273
210,VPX35954_046_PSS_HM_E_Left,Extended,200,200,200,50.2986,50.5095,34.0764,34.3278,1.47705,5.428999999999999,1.11209,-2.65766
211,VPX35954_046_PSS_HM_W_Left,Extended,200,200,200,49.2148,49.0185,34.33,34.4542,1.5145600000000001,5.4139800000000005,1.0352700000000001,-2.71772
212,VPX36793_003_PSS_HM_E_Left,Quick,200,200,200,48.2719,48.332,33.8069,33.8435,1.5385799999999998,5.81069,1.26451,-2.98799
213,VPX36793_003_PSS_HM_W_Left,Quick,200,200,200,48.1114,48.0224,34.605,34.5582,1.49264,4.57379,1.06695,-3.07808
214,VPX36793_018_PSS_HM_E_Left,Quick,200,200,200,48.5504,48.6886,33.8973,33.9899,1.53719,5.48802,1.0494299999999999,-3.03303
215,VPX36793_018_PSS_HM_W_Left,Quick,200,200,200,48.5062,48.729,34.1779,34.0994,1.48569,6.34271,1.172,-3.2132099999999997
216,VPX36793_029_PSS_HM_E_Left,Quick,200,200,200,49.0878,49.0847,33.8731,33.9165,1.5375,5.51042,1.15838,-2.85285
217,VPX36793_029_PSS_HM_W_Left,Quick,200,200,200,52.2515,51.9771,33.8033,34.0242,1.47852,5.57506,1.08453,-2.94294
218,VPX36793_038_PSS_HM_E_Left,Quick,200,200,200,48.5735,48.335,33.8494,34.119,1.52275,6.05969,1.1007200000000001,-2.85285
219,VPX36793_038_PSS_HM_W_Left,Quick,200,200,200,49.2661,49.468,33.8601,34.1843,1.4801799999999998,6.06525,1.09236,-2.94294
220,VPX36793_007_PSS_HM_E_Left,Extended,200,200,200,50.1557,49.2603,33.9907,34.1072,1.5267700000000002,6.62763,1.17344,-2.97297
221,VPX36793_007_PSS_HM_W_Left,Extended,200,200,200,49.5962,48.9912,33.863,34.0464,1.47971,6.6585399999999995,1.1789100000000001,-3.09309
222,VPX36793_021_PSS_HM_E_Left,Extended,200,200,200,48.6795,49.2077,34.0191,34.2527,1.5408,6.8632100000000005,1.27908,-3.03303
223,VPX36793_021_PSS_HM_W_Left,Extended,200,200,200,49.9149,50.0604,33.9188,34.1003,1.49515,6.66937,1.3199100000000001,-3.16817
224,VPX36793_048_PSS_HM_E_Left,Extended,200,200,200,48.6376,48.8886,33.8489,34.111,1.54064,6.161169999999999,1.2512299999999998,-2.92793
225,VPX36793_048_PSS_HM_W_Left,Extended,200,200,200,48.5845,48.6178,33.8558,33.8254,1.51083,6.14617,1.24819,-3.03303
226,VPX38869_005_2-S_HM_E_Left,Extended,200,200,200,47.7704,47.34,33.5376,33.9682,1.4643899999999999,5.29587,0.9376469999999999,-2.44745
227,VPX38869_005_2-S_HM_W_Left,Extended,200,200,200,46.277,46.2816,33.5415,33.9817,1.45766,5.2608,0.915694,-2.52252
228,VPX38869_025_2-S_HM_E_Left,Extended,200,200,200,48.1122,47.7678,33.4201,33.2185,1.50251,5.13607,1.02524,-2.47748
229,VPX38869_025_2-S_HM_W_Left,Extended,200,200,200,45.1572,44.8389,33.6253,33.951,1.4867,5.19367,0.967932,-2.5976
230,VPX38869_048_2-S_HM_E_Left,Extended,200,200,200,47.0687,46.8548,33.5397,33.7606,1.5005899999999999,5.01713,1.03662,-2.52252
231,VPX38869_048_2-S_HM_W_Left,Extended,200,200,200,45.6535,47.4129,33.6787,33.9886,1.49193,5.09187,0.9408709999999999,-2.56757
232,VPX38869_012_2-S_HM_E_Left,Quick,200,200,200,47.2287,47.3332,33.5037,33.8318,1.48094,5.3070699999999995,0.955807,-2.44745
233,VPX38869_012_2-S_HM_W_Left,Quick,200,200,200,45.7138,46.6941,33.2949,33.6248,1.4848299999999999,4.6352,1.04431,-2.55255
234,VPX38869_022_2-S_HM_E_Left,Quick,200,200,200,48.2432,46.4047,33.8692,34.2618,1.4836200000000002,4.8114,0.9771190000000001,-2.4624599999999996
235,VPX38869_022_2-S_HM_W_Left,Quick,200,200,200,49.3181,49.7865,33.5576,33.8384,1.4627700000000001,4.902,0.937368,-2.5375400000000004
236,VPX38869_038_2-S_HM_E_Left,Quick,200,200,200,47.6221,47.6804,33.3556,33.7729,1.4611,4.88393,0.910207,-2.44745
237,VPX38869_038_2-S_HM_W_Left,Quick,200,200,200,48.653,48.3616,34.1301,34.222,1.46407,4.469869999999999,0.972721,-2.47748
238,VPX38869_047_2-S_HM_E_Left,Quick,200,200,200,49.049,49.3889,33.8331,34.23,1.49414,4.64933,0.9773629999999999,-2.4624599999999996
239,VPX38869_047_2-S_HM_W_Left,Quick,200,200,200,47.4245,47.7806,33.7282,33.7777,1.46518,4.6723300000000005,0.9488770000000001,-2.5375400000000004
240,VPX35716_001_2-S_HM_E_Left,Quick,200,200,200,48.0899,48.556999999999995,33.9772,33.9534,1.76683,4.1653400000000005,1.06037,-2.05706
241,VPX35716_001_2-S_HM_W_Left,Quick,200,200,200,48.1434,47.853,33.9056,34.0912,1.7754900000000002,4.18037,1.00978,-2.17718
242,VPX35716_010_2-S_HM_E_Left,Quick,200,200,200,47.7226,47.867,34.4286,34.5729,1.85421,4.5099800000000005,1.0612700000000002,-2.07207
243,VPX35716_010_2-S_HM_W_Left,Quick,200,200,200,46.8008,47.2534,33.6457,33.5766,1.7754900000000002,4.2780000000000005,1.01549,-2.14715
244,VPX35716_022_2-S_HM_E_Left,Quick,200,200,200,48.7793,48.6436,34.4152,34.4552,1.79588,4.740819999999999,1.09633,-2.13213
245,VPX35716_022_2-S_HM_W_Left,Quick,200,200,200,50.6469,50.7835,33.3308,33.9278,1.8409799999999998,4.64583,1.04671,-2.20721
246,VPX35716_041_2-S_HM_E_Left,Quick,200,200,200,47.6971,48.1673,34.1744,34.2906,1.73543,4.42725,0.980294,-1.96697
247,VPX35716_041_2-S_HM_W_Left,Quick,200,200,200,47.9534,48.3063,33.975,33.1578,1.71953,4.49463,0.9866209999999999,-2.13213
248,VPX35716_049_2-S_HM_E_Left,Quick,200,200,200,47.5133,48.2509,34.3685,34.2762,1.7622799999999998,4.7005099999999995,1.0141,-1.9969999999999999
249,VPX35716_049_2-S_HM_W_Left,Quick,200,200,200,47.7623,48.7246,33.8167,33.81,1.75633,4.6966,0.99587,-2.13213
250,VPX35716_004_2-S_HM_E_Left,Extended,200,200,200,48.1372,48.4657,33.9526,34.1103,1.7855400000000001,4.31829,1.13858,-1.9819799999999999
251,VPX35716_004_2-S_HM_W_Left,Extended,200,200,200,47.8167,48.0482,33.8965,33.9685,1.78131,4.43262,1.00738,-2.05706
252,VPX35716_017_2-S_HM_E_Left,Extended,200,200,200,47.32899999999999,47.3455,33.8926,33.899,1.7643400000000002,5.2815,1.13944,-2.13213
253,VPX35716_017_2-S_HM_W_Left,Extended,200,200,200,47.9614,47.9602,33.9836,33.989000000000004,1.76112,4.916530000000001,1.0335299999999998,-2.2372400000000003
254,VPX35716_031_2-S_HM_E_Left,Extended,200,200,200,47.9333,48.018,33.9044,33.998000000000005,1.71843,4.89911,0.9612639999999999,-1.84685
255,VPX35716_031_2-S_HM_W_Left,Extended,200,200,200,48.18600000000001,48.0201,33.4844,33.6419,1.7457799999999999,4.881959999999999,0.9661709999999999,-1.96697
256,VPX35716_045_2-S_HM_E_Left,Extended,200,200,200,48.788000000000004,48.8834,33.7763,33.8658,1.73911,5.227519999999999,1.01693,-1.92192
257,VPX35716_045_2-S_HM_W_Left,Extended,200,200,200,48.1126,48.2534,33.403,33.5931,1.7302799999999998,5.39941,1.0594299999999999,-2.05706
258,VPX36243_003_2-S_HM_E_Left,Quick,200,200,200,52.7964,52.4947,33.6291,33.8046,1.51924,5.8641,1.14076,-2.6876900000000004
259,VPX36243_003_2-S_HM_W_Left,Quick,200,200,200,51.6742,51.6437,33.7461,33.9519,1.4550100000000001,5.84871,1.0355299999999998,-2.74775
260,VPX36243_011_2-S_HM_E_Left,Quick,200,200,200,52.7709,52.9965,33.6415,33.6989,1.49486,6.26485,1.2505600000000001,-2.74775
261,VPX36243_011_2-S_HM_W_Left,Quick,200,200,200,52.5689,52.7739,34.3031,34.3829,1.45904,6.08977,1.2052,-2.79279
262,VPX36243_020_2-S_HM_E_Left,Quick,200,200,200,52.6033,52.7207,33.6986,33.8683,1.5343,6.3032900000000005,1.23678,-2.56757
263,VPX36243_020_2-S_HM_W_Left,Quick,200,200,200,52.4098,52.2733,33.7479,33.8055,1.51137,6.16231,1.21956,-2.67267
264,VPX36243_031_2-S_HM_E_Left,Quick,200,200,200,51.8087,51.641999999999996,33.8218,33.7383,1.4990299999999999,5.45362,1.07931,-2.5976
265,VPX36243_031_2-S_HM_W_Left,Quick,200,200,200,52.7328,52.9039,34.1348,34.178000000000004,1.45046,5.3752699999999995,1.0729899999999999,-2.62763
266,VPX36243_040_2-S_HM_E_Left,Quick,200,200,200,54.1007,53.8883,33.9232,34.0297,1.50443,5.6370000000000005,1.12523,-2.62763
267,VPX36243_040_2-S_HM_W_Left,Quick,200,200,200,52.7759,53.1738,33.8691,33.9302,1.49326,5.50469,1.0988200000000001,-2.65766
268,VPX36243_005_2-S_HM_E_Left,Extended,200,200,200,53.1714,52.9172,34.1638,34.0629,1.50689,5.85469,1.18899,-2.7627599999999997
269,VPX36243_005_2-S_HM_W_Left,Extended,200,200,200,53.7952,53.8287,33.639,33.6872,1.4757799999999999,6.3621,1.0979999999999999,-2.82282
270,VPX36243_015_2-S_HM_E_Left,Extended,200,200,200,53.5938,53.2953,33.905,33.8491,1.4982,7.1729,1.04526,-2.74775
271,VPX36243_015_2-S_HM_W_Left,Extended,200,200,200,52.5641,52.5283,33.9105,33.9316,1.44489,7.35963,1.01132,-2.82282
272,VPX36243_026_2-S_HM_E_Left,Extended,200,200,200,52.2973,52.4944,33.826,33.8079,1.4910700000000001,7.0427100000000005,0.905265,-2.56757
273,VPX36243_026_2-S_HM_W_Left,Extended,200,200,200,52.8007,52.2175,34.0086,33.7903,1.45138,6.1189,1.07417,-2.64264
274,VPX36243_035_2-S_HM_E_Left,Extended,200,200,200,51.6872,51.898,33.8842,33.9228,1.49088,6.17665,1.15113,-2.62763
275,VPX36243_035_2-S_HM_W_Left,Extended,190,200,200,54.2707,54.051,33.5494,33.6273,1.4592,5.6860800000000005,1.0873,-2.65766
276,VPX35721_006_2-S_HM_E_Left,Quick,200,200,200,49.2608,49.4667,33.8281,33.8645,1.52068,5.06904,1.1224,-2.85285
277,VPX35721_006_2-S_HM_W_Left,Quick,200,200,200,48.0088,48.0689,34.0365,34.2026,1.55451,5.0775,1.07664,-2.86787
278,VPX35721_016_2-S_HM_E_Left,Quick,200,200,200,47.5007,47.6176,34.187,34.3098,1.51796,5.3855,1.11274,-2.8979
279,VPX35721_016_2-S_HM_W_Left,Quick,200,200,200,47.9138,47.9832,33.6351,33.723,1.54811,5.55425,1.12798,-2.94294
280,VPX35721_025_2-S_HM_E_Left,Quick,200,200,200,49.6547,49.4343,33.8233,34.0587,1.53718,5.61421,1.12069,-2.8979
281,VPX35721_025_2-S_HM_W_Left,Quick,200,200,200,48.7426,49.1975,33.9703,34.0273,1.55257,4.46252,1.25142,-2.95796
282,VPX35721_039_2-S_HM_E_Left,Quick,200,200,200,49.0028,48.748999999999995,34.7056,34.7569,1.5223200000000001,4.4168,1.16455,-2.7027
283,VPX35721_039_2-S_HM_W_Left,Quick,200,200,200,48.1392,48.3528,34.0258,34.115,1.55901,4.5376,1.05851,-2.73273
284,VPX35721_047_2-S_HM_E_Left,Quick,200,200,200,48.4465,48.5164,34.3453,34.3094,1.51882,4.850630000000001,1.09285,-2.79279
285,VPX35721_047_2-S_HM_W_Left,Quick,200,200,200,48.3151,48.3021,33.9734,34.0711,1.54997,4.95642,1.0786,-2.79279
286,VPX35721_002_2-S_HM_E_Left,Extended,200,200,200,50.2925,50.0553,33.9714,34.0047,1.51124,5.9666,1.11198,-2.79279
287,VPX35721_002_2-S_HM_W_Left,Extended,200,200,200,47.8726,47.7388,33.6459,33.8421,1.52893,6.13623,1.09574,-2.8378400000000004
288,VPX35721_012_2-S_HM_E_Left,Extended,200,200,200,49.5372,49.2954,34.1361,34.0415,1.51504,6.47069,1.12629,-2.85285
289,VPX35721_012_2-S_HM_W_Left,Extended,200,200,200,48.2487,47.9637,34.323,34.4061,1.5268899999999999,6.35671,1.09707,-2.8979
290,VPX35721_020_2-S_HM_E_Left,Extended,200,200,200,51.0626,50.9551,33.899,34.0006,1.52663,4.6128800000000005,1.25981,-2.86787
291,VPX35721_020_2-S_HM_W_Left,Extended,200,200,200,47.6113,47.4262,33.6864,33.8143,1.5411,4.94002,1.19328,-2.92793
292,VPX35721_033_2-S_HM_E_Left,Extended,200,200,200,49.9149,49.7343,33.9431,34.0879,1.50348,4.758769999999999,1.20087,-2.73273
293,VPX35721_033_2-S_HM_W_Left,Extended,200,200,200,47.6774,47.9382,34.0087,34.1118,1.54013,4.913209999999999,1.0785,-2.74775
294,VPX38870_013_2-S_HM_E_Left,Extended,200,200,200,48.8704,49.0425,33.9513,34.1779,1.51245,6.03633,1.1946299999999999,-2.97297
295,VPX38870_013_2-S_HM_W_Left,Extended,200,200,200,50.0393,49.6855,33.8742,34.2748,1.43327,5.711130000000001,1.16988,-2.95796
296,VPX38870_026_2-S_HM_E_Left,Extended,200,200,200,48.3769,47.8799,33.5589,33.7992,1.49491,5.36153,1.10778,-2.80781
297,VPX38870_026_2-S_HM_W_Left,Extended,200,200,200,48.4165,48.44,33.4645,33.8663,1.50373,5.28913,1.02011,-2.86787
298,VPX38870_034_2-S_HM_E_Left,Extended,200,200,200,49.0995,49.0304,33.6615,33.7539,1.52624,5.47973,1.16193,-2.82282
299,VPX38870_034_2-S_HM_W_Left,Extended,200,200,200,50.2207,50.1369,33.7743,33.8802,1.45367,5.41,1.07067,-2.82282
300,VPX38870_005_2-S_HM_E_Left,Quick,200,200,200,46.8959,47.0569,32.9236,33.126999999999995,1.5227899999999999,5.7454,1.1668,-2.94294
301,VPX38870_005_2-S_HM_W_Left,Quick,200,200,200,48.3138,47.755,33.8898,34.1309,1.42889,5.5286,1.12277,-2.95796
302,VPX38870_019_2-S_HM_E_Left,Quick,200,200,200,49.4615,49.5076,33.8994,34.3377,1.49651,5.9107,1.1900700000000002,-2.95796
303,VPX38870_019_2-S_HM_W_Left,Quick,200,200,200,50.6284,50.6084,33.6212,33.8111,1.43211,5.46927,1.23223,-3.03303
304,VPX38870_035_2-S_HM_E_Left,Quick,200,200,200,49.0471,49.5465,33.995,33.8633,1.4764899999999999,5.3216,1.10906,-2.80781
305,VPX38870_035_2-S_HM_W_Left,Quick,200,200,200,49.188,49.0016,34.2465,34.1977,1.44518,5.15707,1.06554,-2.85285
306,VPX38870_044_2-S_HM_E_Left,Quick,200,200,200,47.2018,47.3662,33.8249,34.1291,1.5215299999999998,5.63167,1.0769,-2.85285
307,VPX38870_044_2-S_HM_W_Left,Quick,200,200,200,49.0114,48.632,33.7744,33.8569,1.4535,5.6304,1.06746,-2.86787
308,VPX37401_009_2-S_HM_E_Left,Extended,200,200,200,48.8688,49.0787,33.9547,33.9222,1.44193,4.725169999999999,1.01063,-2.47748
309,VPX37401_009_2-S_HM_W_Left,Extended,200,200,200,46.7057,46.3916,33.3728,33.4584,1.4570100000000001,4.60133,1.0366799999999998,-2.62763
310,VPX37401_026_2-S_HM_E_Left,Extended,200,200,200,49.1928,48.9612,33.4861,33.6477,1.4451200000000002,4.24167,0.9808979999999999,-2.3873900000000003
311,VPX37401_026_2-S_HM_W_Left,Extended,200,200,200,47.3497,47.3347,33.7969,33.8365,1.45529,4.434069999999999,0.855197,-2.50751
312,VPX37401_041_2-S_HM_E_Left,Extended,200,200,200,51.8837,52.077,32.4761,33.6263,1.43593,5.15573,0.9608620000000001,-2.4024
313,VPX37401_041_2-S_HM_W_Left,Extended,200,200,200,46.3176,47.81,33.5857,33.6599,1.4808,5.08253,0.98872,-2.49249
314,VPX37401_005_2-S_HM_E_Left,Quick,200,200,200,49.7451,49.0332,33.6589,34.0742,1.45203,5.013330000000001,1.05388,-2.4624599999999996
315,VPX37401_005_2-S_HM_W_Left,Quick,200,200,200,46.5885,47.2091,33.5565,33.6522,1.44021,4.84733,1.0367600000000001,-2.50751
316,VPX37401_014_2-S_HM_E_Left,Quick,200,200,200,49.2273,49.1689,33.6612,33.6826,1.42641,4.841469999999999,1.05359,-2.4624599999999996
317,VPX37401_014_2-S_HM_W_Left,Quick,200,200,200,46.9436,47.2052,33.7147,33.7541,1.43831,4.8185,1.04859,-2.56757
318,VPX37401_028_2-S_HM_E_Left,Quick,200,200,200,49.4301,49.4004,33.7913,33.6868,1.4370100000000001,4.62533,0.955672,-2.35736
319,VPX37401_028_2-S_HM_W_Left,Quick,200,200,200,47.6214,47.7554,33.6539,33.7281,1.44212,4.60387,0.911133,-2.47748
320,VPX37401_035_2-S_HM_E_Left,Quick,200,200,200,49.9245,50.173,34.0179,33.7092,1.44898,4.784,0.9148040000000001,-2.35736
321,VPX37401_035_2-S_HM_W_Left,Quick,200,200,200,48.9207,48.415,33.5757,33.5824,1.4628299999999999,4.80347,0.926443,-2.4624599999999996
322,VPX38872_037_2-S_HM_E_Left,Quick,200,200,200,48.9723,49.0961,33.785,34.0553,1.39858,6.1144,1.23109,-2.73273
323,VPX38872_037_2-S_HM_W_Left,Quick,200,200,200,46.3976,46.4477,33.7025,33.9751,1.44855,5.91447,1.18062,-2.7627599999999997
324,VPX38872_042_2-S_HM_E_Left,Extended,200,200,200,48.5974,49.2018,33.3344,33.5087,1.41038,6.3556,1.3131700000000002,-2.82282
325,VPX38872_042_2-S_HM_W_Left,Extended,200,200,200,46.8133,46.8876,33.2616,33.5145,1.45465,5.90413,1.1990399999999999,-2.88288
326,VPX38876_005_2-S_HM_E_Left,Quick,200,200,200,49.8325,49.7637,33.6448,34.0727,1.37127,6.05017,1.19736,-2.92793
327,VPX38876_005_2-S_HM_W_Left,Quick,200,200,200,47.2967,47.1038,34.2254,34.4564,1.35829,5.9052,1.16867,-2.94294
328,VPX38876_027_2-S_HM_E_Left,Quick,200,200,200,49.6639,49.6329,33.4627,33.7115,1.3534899999999999,5.5446,1.09731,-2.79279
329,VPX38876_027_2-S_HM_W_Left,Quick,200,200,200,49.0011,49.3509,33.993,34.0847,1.37371,4.27733,1.10814,-2.77778
330,VPX38876_034_2-S_HM_E_Left,Extended,200,200,200,48.6857,48.6161,33.6241,33.7815,1.33702,4.97107,1.11998,-2.8378400000000004
331,VPX38876_034_2-S_HM_W_Left,Extended,200,200,200,49.2337,50.0995,34.3423,34.3161,1.34863,5.0203,1.04627,-2.85285
332,VPX38876_046_2-S_HM_E_Left,Extended,200,200,200,49.8661,49.6319,33.9455,34.2004,1.35559,5.53017,1.1134600000000001,-2.88288
333,VPX38876_046_2-S_HM_W_Left,Extended,200,200,200,46.8415,46.8586,33.4065,33.7461,1.36226,5.66713,1.0744200000000002,-2.92793
334,VPX38196_001_2-S_HM_E_Left,Quick,200,200,200,48.8005,51.0995,33.6061,33.7678,1.4458,4.13935,1.03545,-2.73273
335,VPX38196_001_2-S_HM_W_Left,Quick,200,200,200,45.5396,45.839,33.8342,33.895,1.47466,4.6959,0.9619190000000001,-2.86787
336,VPX38196_016_2-S_HM_E_Left,Quick,200,200,200,50.1027,50.0512,33.9085,33.9949,1.45308,5.6906,1.04255,-2.82282
337,VPX38196_016_2-S_HM_W_Left,Quick,200,200,200,47.2882,47.5723,34.1522,34.2259,1.46268,4.15072,1.0474299999999999,-2.8979
338,VPX38196_029_2-S_HM_E_Left,Quick,200,200,200,47.6682,47.6487,33.4926,33.8662,1.48625,5.09393,0.9740700000000001,-2.7627599999999997
339,VPX38196_029_2-S_HM_W_Left,Quick,200,200,200,47.567,47.2541,33.9296,34.0287,1.43946,5.20787,0.962306,-2.8378400000000004
340,VPX38196_030_2-S_HM_E_Left,Quick,200,200,200,50.5458,50.5878,34.044000000000004,34.1599,1.4258,4.35307,0.9638690000000001,-2.7627599999999997
341,VPX38196_030_2-S_HM_W_Left,Quick,200,200,200,48.5947,48.8075,33.7878,33.9088,1.41698,4.7984,0.9496319999999999,-2.8378400000000004
342,VPX38196_002_2-S_HM_E_Left,Extended,200,200,200,48.1583,48.1948,33.7817,33.8425,1.42486,6.2804,1.09317,-2.82282
343,VPX38196_002_2-S_HM_W_Left,Extended,200,200,200,48.9555,49.1217,33.8238,33.929,1.4565700000000001,5.4332,1.18236,-2.86787
344,VPX38196_005_2-S_HM_E_Left,Extended,200,200,200,50.0729,49.8404,33.8372,33.9134,1.44212,5.75713,1.1691799999999999,-2.85285
345,VPX38196_005_2-S_HM_W_Left,Extended,200,200,200,48.1022,47.9898,33.8768,34.1538,1.44496,5.65297,1.1091799999999998,-2.94294
346,VPX38196_019_2-S_HM_E_Left,Extended,200,200,200,49.9326,49.6367,33.8786,34.1048,1.45241,6.138,1.1637,-2.86787
347,VPX38196_019_2-S_HM_W_Left,Extended,200,200,200,48.248999999999995,48.2439,33.836999999999996,33.6647,1.45823,6.1764,1.14127,-2.92793
348,VPX38199_019_2-S_HM_E_Left,Extended,200,200,200,49.0528,48.9335,33.7993,33.8767,1.37858,5.251,1.20379,-2.7627599999999997
349,VPX38199_019_2-S_HM_W_Left,Extended,200,200,200,48.478,48.3179,34.1667,34.4199,1.35848,5.3476,1.1537,-2.85285
350,VPX38199_039_2-S_HM_E_Left,Extended,200,200,200,46.0034,45.7496,33.9775,34.0976,1.35473,5.6038,1.0715700000000001,-2.58258
351,VPX38199_039_2-S_HM_W_Left,Extended,200,200,200,51.0569,51.2616,33.3083,33.5404,1.37506,5.65873,1.0546,-2.64264
352,VPX38199_043_2-S_HM_E_Left,Extended,200,200,200,48.6134,48.743,33.6604,33.8417,1.3587,5.126530000000001,1.1450200000000001,-2.5375400000000004
353,VPX38199_043_2-S_HM_W_Left,Extended,200,200,200,50.8056,50.3375,33.423,33.547,1.38303,5.3398,1.07513,-2.58258
354,VPX38199_003_2-S_HM_E_Left,Quick,200,200,200,47.354,47.2288,33.9747,34.1132,1.3732600000000001,4.88807,1.2775299999999998,-2.67267
355,VPX38199_003_2-S_HM_W_Left,Quick,200,200,200,50.1512,49.5592,34.069,34.1945,1.39872,4.8788,1.15811,-2.7627599999999997
356,VPX38199_015_2-S_HM_E_Left,Quick,200,200,200,49.3672,49.3516,33.588,33.788000000000004,1.37886,5.23853,1.18024,-2.7627599999999997
357,VPX38199_015_2-S_HM_W_Left,Quick,200,200,200,46.8862,47.2661,33.7946,33.8987,1.37618,5.3184,1.1474,-2.86787
358,VPX38199_027_2-S_HM_E_Left,Quick,200,200,200,47.7775,47.50899999999999,33.4927,33.6463,1.35456,5.03653,1.04063,-2.55255
359,VPX38199_027_2-S_HM_W_Left,Quick,200,200,200,49.6753,50.3738,33.6664,33.7867,1.34189,5.00453,1.0076200000000002,-2.5976
360,VPX38199_047_2-S_HM_E_Left,Quick,200,200,200,46.4508,46.6743,33.168,33.2932,1.3579,5.54373,1.1066200000000002,-2.64264
361,VPX38199_047_2-S_HM_W_Left,Quick,200,200,200,51.6461,51.4709,33.4393,33.6065,1.40857,5.50667,1.07123,-2.6876900000000004
362,VPX38881_018_2-S_HM_E_Left,Quick,200,200,200,49.2785,49.1055,33.7787,33.9965,1.4147399999999999,4.667730000000001,1.1374,-2.85285
