,Name,Mode,CAP_E,CAP_W,VDPPoly_std,VDPPoly_rot,VDPPstop_std,VDPPstop_rot,VDPStrip_std,VDPStrip_rot,FET_Vth,C_acc,t_ox,VFB,Nox
238,VPX37400_049_2-S_HM_E_Left,Extended,2.45735,2.43833,1.86995,1.8687099999999999,18.4829,18.3771,34.6952,33.6804,4.03303,87.2141,0.658879,-2.81888,65308700000.0
239,VPX37400_049_2-S_HM_W_Left,Extended,2.4737299999999998,2.45833,1.8958700000000002,1.8751,18.5922,18.9146,34.7343,34.9805,3.84625,86.3534,0.665447,-2.95317,68513100000.0
240,VPX37400_006_2-S_HM_E_Right,Extended,,,1.8294599999999999,1.83497,18.4666,18.7098,34.5706,34.742,3.8710699999999996,,,,
241,VPX37400_006_2-S_HM_W_Right,Extended,,,1.90156,1.8932200000000001,18.3628,18.4767,34.8116,35.0321,4.02342,,,,
242,VPX37400_019_2-S_HM_E_Right,Extended,,,1.8331400000000002,1.83895,18.758,18.6933,34.7488,34.7148,3.7783800000000003,,,,
243,VPX37400_019_2-S_HM_W_Right,Extended,,,1.87579,1.8493400000000002,18.7395,18.4857,34.8022,34.9502,3.85546,,,,
244,VPX37400_049_2-S_HM_E_Right,Extended,,,1.8536599999999999,1.84647,18.7019,18.6821,34.6363,34.5616,3.88919,,,,
245,VPX37400_049_2-S_HM_W_Right,Extended,,,1.88755,1.8750200000000001,18.4616,18.55,34.9279,35.0598,4.01181,,,,
246,VPX37400_003_2-S_HM_E_Left,Quick,2.45745,2.47696,1.8914799999999998,1.8667799999999999,18.3257,18.4695,34.7766,34.7159,4.0037,86.4398,0.664782,-2.75382,62915800000.0
247,VPX37400_003_2-S_HM_W_Left,Quick,2.4702,2.49206,1.88756,1.88412,18.851,18.8271,34.6961,34.7127,3.82162,85.0688,0.675496,-2.90096,66256600000.0
248,VPX37400_015_2-S_HM_E_Left,Quick,2.45618,2.45471,1.8648200000000001,1.8601599999999998,18.3567,18.3559,34.8408,34.7656,3.9906900000000003,86.4161,0.664964,-2.7340299999999997,62747500000.0
249,VPX37400_015_2-S_HM_W_Left,Quick,2.4542200000000003,2.44735,1.8732099999999998,1.86417,18.9903,18.9302,34.8152,34.873000000000005,3.85886,84.699,0.678445,-2.9371,67224400000.0
250,VPX37400_027_2-S_HM_E_Left,Quick,2.4731400000000003,2.4449,1.9671599999999998,1.9643099999999998,18.5427,18.5453,34.673,34.7189,4.18198,86.348,0.665488,-2.7326900000000003,61425700000.0
251,VPX37400_027_2-S_HM_W_Left,Quick,2.4620599999999997,2.49137,1.9923,1.96555,18.9386,18.8911,34.841,34.9404,4.03784,85.7922,0.6698,-2.83376,64455100000.0
252,VPX37400_037_2-S_HM_E_Left,Quick,2.46735,2.46824,1.91133,1.9124599999999998,18.7233,18.8133,34.7823,34.7542,4.066669999999999,87.1315,0.659504,-2.8153799999999998,64559700000.0
253,VPX37400_037_2-S_HM_W_Left,Quick,2.46196,2.46745,1.93039,1.9129,19.1236,18.8645,34.758,34.82,4.0037,86.1566,0.666967,-2.8686,65433200000.0
254,VPX37905_010_2-S_HM_E_Right,Extended,,,1.8993799999999998,1.8897099999999998,18.7696,18.6793,33.8526,34.4986,4.20721,,,,
255,VPX37905_010_2-S_HM_W_Right,Extended,,,1.9348,1.9161599999999999,18.248,18.3604,34.4942,34.7949,4.27027,,,,
256,VPX37905_021_2-S_HM_E_Right,Extended,,,1.9107299999999998,1.9044,18.6884,18.8091,34.3967,34.6278,4.177980000000001,,,,
257,VPX37905_021_2-S_HM_W_Right,Extended,,,1.95007,1.9381700000000002,18.4367,18.4746,34.4097,34.6703,4.28889,,,,
258,VPX37905_049_2-S_HM_E_Right,Extended,,,1.8661900000000002,1.8756,18.7772,18.7863,34.7734,35.0146,4.177980000000001,,,,
259,VPX37905_049_2-S_HM_W_Right,Extended,,,1.9352099999999999,1.91176,18.7623,18.7313,34.5191,34.9685,4.274769999999999,,,,
260,VPX37905_010_2-S_HM_E_Left,Extended,2.4689200000000002,2.4418599999999997,1.9200599999999999,1.9260599999999999,18.3604,18.3911,34.5073,34.4423,4.2997,84.9783,0.676215,-2.7211,60939700000.0
261,VPX37905_010_2-S_HM_W_Left,Extended,2.45922,2.47804,1.91199,1.9053200000000001,21.4212,21.3565,34.7085,34.6907,2.9603599999999997,83.7437,0.686184,-3.00779,68496100000.0
262,VPX37905_021_2-S_HM_E_Left,Extended,2.45186,2.46069,1.92242,1.93249,18.3068,18.3116,34.3217,34.3994,4.41181,85.0398,0.675726,-2.8319,64144600000.0
263,VPX37905_021_2-S_HM_W_Left,Extended,2.4701,2.45059,1.92612,1.9189200000000002,20.2685,20.3131,34.7357,34.549,3.5045,83.2744,0.690051,-3.00926,68200400000.0
264,VPX37905_049_2-S_HM_E_Left,Extended,2.46265,2.45431,1.89726,1.90438,18.5029,18.6508,34.645,34.7475,4.28028,85.5163,0.67196,-2.7586,62160800000.0
265,VPX37905_049_2-S_HM_W_Left,Extended,2.4832400000000003,2.48549,1.91753,1.89982,20.424,20.5452,34.928000000000004,34.9283,3.35796,85.0712,0.6754760000000001,-2.92398,66975900000.0
266,VPX37905_004_2-S_HM_E_Left,Quick,2.4811799999999997,2.44265,1.93291,1.9284400000000002,17.5481,17.6099,34.0597,34.9051,4.41261,85.1576,0.674791,-2.6929,59941400000.0
267,VPX37905_004_2-S_HM_W_Left,Quick,2.46627,2.45275,1.93461,1.93608,20.991999999999997,20.9766,34.5456,34.6318,2.84625,83.4829,0.688327,-2.88488,64741800000.0
268,VPX37905_015_2-S_HM_E_Left,Quick,2.46265,2.45186,1.9404700000000001,1.93717,17.9495,17.9696,34.3922,34.4884,4.40541,85.0522,0.6756270000000001,-2.79285,62851400000.0
269,VPX37905_015_2-S_HM_W_Left,Quick,2.4502,2.44245,1.93842,1.9318099999999998,20.2309,20.2428,34.5277,34.6324,3.27367,83.4951,0.688227,-2.9590799999999997,66570000000.0
270,VPX37905_031_2-S_HM_E_Left,Quick,2.44618,2.4544099999999998,1.9078400000000002,1.8952,18.2584,18.1543,34.3377,34.4561,4.2973,85.2854,0.67378,-2.75924,61875800000.0
271,VPX37905_031_2-S_HM_W_Left,Quick,2.46216,2.4498,1.9225299999999999,1.9013200000000001,26.5424,26.7521,34.7476,34.7973,0.740941,84.1634,0.682762,-2.96011,67908800000.0
272,VPX37905_043_2-S_HM_E_Left,Quick,2.45892,2.45118,1.9070799999999999,1.89769,18.4116,18.3856,34.5838,34.6594,4.2849900000000005,85.6151,0.671185,-2.76543,62568800000.0
273,VPX37905_043_2-S_HM_W_Left,Quick,2.45833,2.4748,1.9193099999999998,1.90658,23.7446,23.9249,34.723,34.8582,1.9362400000000002,84.6249,0.6790390000000001,-3.07631,71024500000.0
274,VPX35954_010_PSS_HM_E_Right,Extended,,,1.9125900000000002,1.9173099999999998,18.4098,18.3399,35.3775,35.4144,4.02342,,,,
275,VPX35954_010_PSS_HM_W_Right,Extended,,,2.34291,1.93832,18.3016,18.2159,35.2668,35.2704,4.05185,,,,
276,VPX35954_021_PSS_HM_E_Right,Extended,,,1.90525,1.9061299999999999,18.4513,18.4935,35.7831,35.4488,4.04254,,,,
277,VPX35954_021_PSS_HM_W_Right,Extended,,,1.9469400000000001,1.9518400000000002,18.4979,18.4478,35.3734,35.418,4.066669999999999,,,,
278,VPX35954_034_PSS_HM_E_Right,Extended,,,1.90483,1.8889599999999998,18.8787,18.462,35.2546,35.2324,4.066669999999999,,,,
279,VPX35954_034_PSS_HM_W_Right,Extended,,,1.93462,1.9215900000000001,18.1194,17.9725,35.173,35.4116,4.06867,,,,
280,VPX35954_046_PSS_HM_E_Right,Extended,,,1.92472,1.91304,18.2476,18.2909,35.3263,35.3227,4.07528,,,,
281,VPX35954_046_PSS_HM_W_Right,Extended,,,1.9551,1.95616,18.206,18.3268,35.5012,35.4912,4.16116,,,,
282,VPX35954_031_PSS_HM_E_Left,Quick,2.4546099999999997,2.45784,1.8870099999999999,1.87916,18.4281,18.394000000000002,35.3657,35.6301,4.066669999999999,87.9841,0.653113,-2.64538,61052800000.0
283,VPX35954_031_PSS_HM_W_Left,Quick,2.44941,2.45167,1.9365599999999998,1.9266,18.414,18.4961,35.6478,35.4792,4.066669999999999,86.6271,0.663345,-2.5082,56192500000.0
284,VPX35954_038_PSS_HM_E_Left,Quick,2.4708799999999997,2.46814,1.9150599999999998,1.8949,18.0263,18.1962,35.2181,35.4116,4.17317,87.9554,0.653327,-2.64704,61377900000.0
285,VPX35954_038_PSS_HM_W_Left,Quick,2.46412,2.4715700000000003,1.94547,1.93923,18.5883,17.933,35.5765,35.6448,4.07528,86.8146,0.6619109999999999,-2.61154,59302200000.0
286,VPX35954_042_PSS_HM_E_Left,Quick,2.4832400000000003,2.4515700000000002,1.91474,1.9204299999999999,18.1321,18.0744,35.4295,35.3384,4.08148,87.3998,0.6574800000000001,-2.6583099999999997,61071000000.0
287,VPX35954_042_PSS_HM_W_Left,Quick,2.45627,2.4430400000000003,1.9404099999999997,1.94271,18.5887,18.5508,35.7296,35.6507,4.02342,86.7927,0.662079,-2.7397400000000003,63202300000.0
288,VPX35954_034_PSS_HM_E_Left,Extended,2.45598,2.48539,1.8772799999999998,1.89057,18.5795,18.2101,35.245,35.5113,4.07568,87.8317,0.654247,-2.6414,60907100000.0
289,VPX35954_034_PSS_HM_W_Left,Extended,2.47098,2.44696,1.9320599999999999,1.93747,18.3634,18.3014,35.563,35.5397,4.00901,86.9212,0.6611,-3.20554,78834700000.0
290,VPX35954_046_PSS_HM_E_Left,Extended,2.45843,2.46941,1.90577,1.91388,18.0792,18.155,35.2136,35.4734,4.18769,87.6159,0.6558579999999999,-2.6776299999999997,62111900000.0
291,VPX35954_046_PSS_HM_W_Left,Extended,2.46559,2.46588,1.9709900000000002,1.9670599999999998,18.2809,18.208,35.7006,35.8298,4.05706,87.2005,0.658982,-2.64581,60629800000.0
292,VPX36793_007_PSS_HM_E_Right,Extended,,,1.94545,1.95777,19.3329,19.3601,34.6692,34.6731,3.82162,,,,
293,VPX36793_007_PSS_HM_W_Right,Extended,,,1.99088,1.9941900000000001,19.2969,19.1133,34.974000000000004,34.9227,3.88288,,,,
294,VPX36793_021_PSS_HM_E_Right,Extended,,,1.96013,1.96448,19.3492,19.3973,34.7745,34.8993,3.75596,,,,
295,VPX36793_021_PSS_HM_W_Right,Extended,,,2.00454,2.0129599999999996,19.2354,19.0429,34.8874,34.8914,3.77017,,,,
296,VPX36793_048_PSS_HM_E_Right,Extended,,,1.9504299999999999,1.9560099999999998,19.1114,19.1119,34.9339,34.7119,3.73664,,,,
297,VPX36793_048_PSS_HM_W_Right,Extended,,,1.9944,1.99368,19.0829,18.8925,35.0436,35.1066,3.86056,,,,
298,VPX36793_003_PSS_HM_E_Left,Quick,2.4622599999999997,2.4609799999999997,1.9949400000000002,1.99145,18.0947,18.1172,34.535,34.5724,4.02042,87.3168,0.658104,-2.8143700000000003,66793500000.0
299,VPX36793_003_PSS_HM_W_Left,Quick,2.47725,2.47873,2.00411,2.00807,18.4737,18.4395,35.0587,35.0112,3.7867900000000003,85.4566,0.67243,-2.95506,69375000000.0
300,VPX36793_018_PSS_HM_E_Left,Quick,2.4504900000000003,2.45,2.0086,2.00011,18.8134,18.867,34.5282,34.6224,3.7789800000000002,86.4132,0.664986,-3.0222900000000004,72635000000.0
301,VPX36793_018_PSS_HM_W_Left,Quick,2.4602,2.46912,1.9940799999999999,2.0181400000000003,19.0805,19.1681,35.126999999999995,35.0463,3.7084099999999998,85.1339,0.674979,-3.0874099999999998,73325700000.0
302,VPX36793_029_PSS_HM_E_Left,Quick,2.45647,2.45598,1.9664700000000002,1.9702099999999998,18.5544,18.5533,34.5409,34.5852,4.05706,86.74,0.662481,-2.8338200000000002,66573300000.0
303,VPX36793_029_PSS_HM_W_Left,Quick,2.46873,2.48578,1.9659,1.97197,19.3933,19.2914,34.8412,35.0688,3.7648699999999997,85.8059,0.669693,-2.80939,65103400000.0
304,VPX36793_038_PSS_HM_E_Left,Quick,2.4449,2.45686,1.9489299999999998,1.95553,18.8909,18.7982,34.6999,34.9763,4.0037,87.76899999999999,0.654714,-2.7694099999999997,65523600000.0
305,VPX36793_038_PSS_HM_W_Left,Quick,2.4751,2.45431,1.9705700000000002,1.9886599999999999,19.2636,19.3426,34.7579,35.0907,3.7986,86.6112,0.663466,-2.81865,65981900000.0
306,VPX36793_007_PSS_HM_E_Left,Extended,2.49098,2.46559,1.96374,1.9556900000000002,19.2187,18.8756,34.5888,34.7074,3.88919,87.1224,0.659573,-2.8246,66917600000.0
307,VPX36793_007_PSS_HM_W_Left,Extended,2.4594099999999997,2.44794,1.9765400000000002,1.9860799999999998,19.549,19.3105,35.1268,35.3171,3.77017,85.8571,0.669294,-2.98684,70672500000.0
308,VPX36793_021_PSS_HM_E_Left,Extended,2.48725,2.46333,1.9792900000000002,1.98118,19.1717,19.3797,34.676,34.9141,3.7648699999999997,87.1237,0.659564,-3.00102,72529400000.0
309,VPX36793_021_PSS_HM_W_Left,Extended,2.4744099999999998,2.4614700000000003,1.9876,2.00659,19.2172,19.2732,34.9531,35.1401,3.7667699999999997,85.3393,0.673355,-3.13032,74793300000.0
310,VPX36793_048_PSS_HM_E_Left,Extended,2.46794,2.43882,1.9680900000000001,1.9540099999999998,18.7657,18.8626,34.6833,34.9519,3.8838800000000004,87.7566,0.6548069999999999,-2.87887,68929800000.0
311,VPX36793_048_PSS_HM_W_Left,Extended,2.475,2.46657,1.9806599999999999,1.9846400000000002,19.2281,19.2412,35.0744,35.0429,3.75596,86.9234,0.661083,-2.9142099999999997,69034800000.0
312,VPX38869_005_2-S_HM_E_Left,Extended,2.45902,2.46912,1.9247400000000001,1.94039,19.487000000000002,19.3115,34.3122,34.7529,4.23273,88.4371,0.649768,-2.32963,50638300000.0
313,VPX38869_005_2-S_HM_W_Left,Extended,2.46265,2.44843,1.9547599999999998,1.97187,19.7406,19.7425,34.5857,35.0396,3.94895,87.5539,0.6563220000000001,-2.48234,54455200000.0
314,VPX38869_025_2-S_HM_E_Left,Extended,2.46588,2.45529,1.9364,1.94397,19.3963,19.2575,34.321999999999996,34.115,4.174169999999999,89.0927,0.644987,-2.3942799999999997,52492300000.0
315,VPX38869_025_2-S_HM_W_Left,Extended,2.4651,2.49235,1.9344400000000002,1.9469,19.892,19.7518,34.5007,34.8348,4.06096,87.7332,0.654981,-3.16676,77084500000.0
316,VPX38869_048_2-S_HM_E_Left,Extended,2.46569,2.48657,1.94852,1.9193200000000001,19.1527,19.0657,34.2677,34.4933,4.174169999999999,89.2683,0.643718,-2.4606,54877900000.0
317,VPX38869_048_2-S_HM_W_Left,Extended,2.44951,2.48216,1.93272,1.9466,19.4498,20.1994,34.6585,34.9773,4.06126,88.6407,0.648275,-3.13192,76753500000.0
318,VPX38869_005_2-S_HM_E_Right,Extended,,,1.92753,1.92225,19.5817,19.5866,34.4107,34.5971,-5.0,,,,
319,VPX38869_005_2-S_HM_W_Right,Extended,,,1.95678,1.95738,19.7269,19.6498,34.5262,34.9126,4.18198,,,,
320,VPX38869_025_2-S_HM_E_Right,Extended,,,1.92478,1.9002700000000001,19.5595,19.4525,34.9216,34.5131,4.2108099999999995,,,,
321,VPX38869_025_2-S_HM_W_Right,Extended,,,1.9580099999999998,1.9453099999999999,19.4837,19.4599,34.5918,34.8226,4.16817,,,,
322,VPX38869_048_2-S_HM_E_Right,Extended,,,1.9090900000000002,1.9223400000000002,19.4356,19.4942,34.5284,34.4967,4.07528,,,,
323,VPX38869_048_2-S_HM_W_Right,Extended,,,1.9282,1.92975,19.3201,19.4323,34.6349,34.7736,4.08288,,,,
324,VPX38869_012_2-S_HM_E_Left,Quick,2.4506900000000003,2.45833,1.93823,1.9438099999999998,19.2047,19.2472,34.3755,34.7122,4.18238,88.9615,0.645938,-2.3268299999999997,50824800000.0
325,VPX38869_012_2-S_HM_W_Left,Quick,2.45745,2.4798,1.95871,1.95376,19.4117,19.8279,34.4518,34.7931,4.18238,87.661,0.655521,-2.48552,54662100000.0
326,VPX38869_022_2-S_HM_E_Left,Quick,2.47451,2.4493099999999997,1.9481,1.9528299999999998,19.8983,19.14,34.3478,34.746,4.18829,88.8183,0.646979,-2.42208,53186500000.0
327,VPX38869_022_2-S_HM_W_Left,Quick,2.45039,2.4515700000000002,1.9523599999999999,1.9626,19.5794,19.7654,34.4686,34.757,4.08959,87.7854,0.6545920000000001,-2.4182900000000003,52547100000.0
328,VPX38869_038_2-S_HM_E_Left,Quick,2.48353,2.4579400000000002,1.9061,1.9049200000000002,18.9653,18.9885,34.283,34.7119,4.25345,89.1107,0.644856,-2.4472400000000003,54436500000.0
329,VPX38869_038_2-S_HM_W_Left,Quick,2.46069,2.48539,1.9485599999999998,1.9649599999999998,19.4178,19.3014,34.6759,34.7693,4.18238,88.36,0.650335,-2.4496700000000002,53810600000.0
330,VPX38869_047_2-S_HM_E_Left,Quick,2.46108,2.47275,1.91966,1.9233900000000002,19.0028,19.1345,34.1292,34.5296,4.21842,89.1329,0.644695,-2.46922,55070300000.0
331,VPX38869_047_2-S_HM_W_Left,Quick,2.46824,2.44745,1.9554200000000002,1.9597799999999999,19.295,19.4399,34.6982,34.7491,4.1966,88.3217,0.650617,-2.4308400000000003,53388100000.0
332,VPX35716_001_2-S_HM_E_Left,Quick,2.45539,2.45529,2.24575,2.24034,17.6337,17.805,34.3391,34.315,4.4634599999999995,88.2371,0.651241,-2.11088,44415400000.0
333,VPX35716_001_2-S_HM_W_Left,Quick,2.46627,2.43951,2.26844,2.25731,18.029,17.9203,34.6678,34.8576,4.26426,86.6812,0.66293,-2.2338,47246200000.0
334,VPX35716_010_2-S_HM_E_Left,Quick,2.4898,2.47422,2.29113,2.28378,17.774,17.8277,34.5292,34.674,4.470269999999999,87.9554,0.653327,-2.34721,51669800000.0
335,VPX35716_010_2-S_HM_W_Left,Quick,2.46,2.4702,2.31367,2.2636700000000003,17.8041,17.9763,34.6495,34.5783,4.40541,86.0093,0.6681090000000001,-2.2837,48654300000.0
336,VPX35716_022_2-S_HM_E_Left,Quick,2.46706,2.46843,2.31983,2.31447,17.8201,17.7705,34.5457,34.5858,4.44104,87.8632,0.654012,-2.37201,52625600000.0
337,VPX35716_022_2-S_HM_W_Left,Quick,2.45637,2.49382,2.30436,2.2964700000000002,18.2617,18.311,34.2426,34.8559,4.27027,86.2054,0.666589,-2.3791700000000002,51741200000.0
338,VPX35716_041_2-S_HM_E_Left,Quick,2.44225,2.4599,2.23181,2.24905,17.7147,17.8893,34.4613,34.5786,4.4779800000000005,88.579,0.648727,-2.16895,46014800000.0
339,VPX35716_041_2-S_HM_W_Left,Quick,2.46,2.4546099999999997,2.23227,2.2292799999999997,18.1034,18.2367,34.8091,33.9718,4.26847,87.4273,0.657273,-2.1712599999999997,45645200000.0
340,VPX35716_049_2-S_HM_E_Left,Quick,2.4478400000000002,2.4409799999999997,2.27806,2.27692,17.7956,18.0718,34.6061,34.5131,4.470269999999999,88.6217,0.648414,-2.21485,47507500000.0
341,VPX35716_049_2-S_HM_W_Left,Quick,2.48235,2.44716,2.2551799999999997,2.24306,18.1597,18.5255,34.8037,34.7969,4.274769999999999,87.2524,0.65859,-2.22234,46957100000.0
342,VPX35716_004_2-S_HM_E_Left,Extended,2.44255,2.44373,2.31238,2.26492,17.8171,17.9387,34.3357,34.4952,4.624619999999999,87.7312,0.654996,-2.09539,43771700000.0
343,VPX35716_004_2-S_HM_W_Left,Extended,2.4502,2.4519599999999997,2.2635099999999997,2.27157,18.2459,18.3342,34.8125,34.8865,4.42643,86.3429,0.6655270000000001,-2.19115,45772100000.0
344,VPX35716_017_2-S_HM_E_Left,Extended,2.4513700000000003,2.46549,2.27925,2.27362,18.0718,18.0781,34.5902,34.5968,4.38438,87.9427,0.653421,-2.3748400000000003,52732000000.0
345,VPX35716_017_2-S_HM_W_Left,Extended,2.45402,2.4751,2.29546,2.28762,18.4874,18.4869,34.8249,34.8303,4.2022,86.4663,0.664578,-2.41378,53014200000.0
346,VPX35716_031_2-S_HM_E_Left,Extended,2.48245,2.4680400000000002,2.23831,2.22657,18.0988,18.1307,34.3013,34.396,4.697,87.8122,0.654392,-2.02753,41039400000.0
347,VPX35716_031_2-S_HM_W_Left,Extended,2.44559,2.45226,2.22602,2.21292,18.4944,18.4307,34.6632,34.8263,4.39089,87.3929,0.6575310000000001,-2.10281,43133600000.0
348,VPX35716_045_2-S_HM_E_Left,Extended,2.46265,2.4546099999999997,2.25278,2.24972,18.1432,18.1787,34.4414,34.5326,4.57257,88.4039,0.650012,-2.14216,45182700000.0
349,VPX35716_045_2-S_HM_W_Left,Extended,2.46402,2.46314,2.22454,2.2097,18.3378,18.3915,34.6993,34.8967,4.40981,87.83200000000001,0.654245,-2.22434,47340400000.0
350,VPX35716_004_2-S_HM_E_Right,Extended,,,2.29525,2.27339,18.0781,18.0531,34.3759,34.743,4.50571,,,,
351,VPX35716_004_2-S_HM_W_Right,Extended,,,2.31198,2.2587599999999997,18.0208,17.9591,34.4941,34.6485,4.59399,,,,
352,VPX35716_017_2-S_HM_E_Right,Extended,,,2.2743900000000004,2.25122,18.1482,18.155,34.5242,34.8042,4.28929,,,,
353,VPX35716_017_2-S_HM_W_Right,Extended,,,2.31089,2.28228,18.2823,18.1214,34.5449,34.7082,4.40541,,,,
354,VPX35716_031_2-S_HM_E_Right,Extended,,,2.20487,2.18858,18.2159,18.1999,34.5665,34.695,4.48489,,,,
355,VPX35716_031_2-S_HM_W_Right,Extended,,,2.25231,2.22831,18.1648,18.2134,34.486,34.7004,4.5871900000000005,,,,
356,VPX35716_045_2-S_HM_E_Right,Extended,,,2.23707,2.21884,18.3172,18.3758,34.6123,34.6913,4.4634599999999995,,,,
357,VPX35716_045_2-S_HM_W_Right,Extended,,,2.26877,2.2513400000000003,18.3043,18.2871,34.6013,34.8109,4.619219999999999,,,,
358,VPX36243_005_2-S_HM_E_Left,Extended,2.43794,2.44775,1.92135,1.91792,18.2774,18.19,34.6865,34.5841,3.9844800000000005,87.4363,0.657205,-2.62817,60669100000.0
359,VPX36243_005_2-S_HM_W_Left,Extended,2.47324,2.47078,1.92419,1.9306599999999998,18.5736,18.5851,34.6203,34.6699,3.88288,86.0632,0.667691,-2.85853,66248700000.0
360,VPX36243_015_2-S_HM_E_Left,Extended,2.45186,2.46529,1.8947200000000002,1.9054200000000001,18.6048,18.5012,34.7461,34.6888,3.9801800000000003,87.6117,0.655889,-2.75389,64429200000.0
361,VPX36243_015_2-S_HM_W_Left,Extended,2.50108,2.46647,1.8872900000000001,1.8840299999999999,18.8139,18.8011,34.672,34.6936,3.8683699999999996,86.4941,0.6643640000000001,-2.79473,64689000000.0
362,VPX36243_026_2-S_HM_E_Left,Extended,2.46598,2.45529,1.87294,1.86668,18.4774,18.5471,34.7475,34.7288,4.066669999999999,87.9327,0.6534949999999999,-2.59708,59500000000.0
363,VPX36243_026_2-S_HM_W_Left,Extended,2.44559,2.42725,1.88717,1.87641,18.6731,18.4668,34.963,34.7385,3.99459,87.2912,0.658297,-2.7462,63716200000.0
364,VPX36243_003_2-S_HM_E_Left,Quick,2.45657,2.48941,1.9265900000000002,1.91385,18.2111,18.107,34.5838,34.7643,4.00901,87.598,0.655992,-2.5472,58143800000.0
365,VPX36243_003_2-S_HM_W_Left,Quick,2.48461,2.4403900000000003,1.91691,1.91693,18.3978,18.3869,34.4928,34.7032,3.9639599999999997,86.1498,0.66702,-2.59702,58376700000.0
366,VPX36243_011_2-S_HM_E_Left,Quick,2.4632400000000003,2.42765,1.90297,1.89776,18.2265,18.3044,34.6817,34.7409,4.0037,87.5919,0.656037,-2.78235,65476500000.0
367,VPX36243_011_2-S_HM_W_Left,Quick,2.46373,2.45265,1.9093099999999998,1.9099700000000002,18.3937,18.4654,34.6182,34.6987,4.00901,86.2766,0.666039,-2.77169,64031300000.0
368,VPX36243_020_2-S_HM_E_Left,Quick,2.45382,2.46265,1.9378400000000002,1.95167,18.673,18.7146,34.5661,34.7402,4.0054,87.34,0.65793,-2.5911,59194900000.0
369,VPX36243_020_2-S_HM_W_Left,Quick,2.45108,2.43539,1.92989,1.93307,18.5936,18.5452,34.6086,34.6676,3.9639599999999997,86.4495,0.6647069999999999,-2.65637,60318900000.0
370,VPX36243_031_2-S_HM_E_Left,Quick,2.4430400000000003,2.46392,1.90192,1.9056,17.9157,17.8581,34.6508,34.5653,4.08108,87.6651,0.65549,-2.7205,63490600000.0
371,VPX36243_031_2-S_HM_W_Left,Quick,2.45382,2.46775,1.9062599999999998,1.90622,18.0853,18.144000000000002,34.6408,34.6846,4.04955,87.0539,0.660092,-2.6064,59254500000.0
372,VPX36243_040_2-S_HM_E_Left,Quick,2.46725,2.4851,1.91238,1.9093900000000001,18.1304,18.0592,34.6787,34.7875,4.07528,88.2463,0.651173,-2.78855,66304900000.0
373,VPX36243_040_2-S_HM_W_Left,Quick,2.4701,2.47618,1.92461,1.94545,18.2722,18.41,34.6118,34.6742,4.04665,87.3617,0.657766,-2.74286,63606100000.0
374,VPX36243_005_2-S_HM_E_Right,Extended,,,1.9021299999999999,1.91439,18.3666,18.2757,34.3688,34.5422,3.9989999999999997,,,,
375,VPX36243_005_2-S_HM_W_Right,Extended,,,1.9511900000000002,1.9481,18.3049,18.2984,34.5033,34.8856,3.9906900000000003,,,,
376,VPX36243_015_2-S_HM_E_Right,Extended,,,1.88697,1.8951099999999999,18.6305,18.6384,34.5154,34.9002,4.01351,,,,
377,VPX36243_015_2-S_HM_W_Right,Extended,,,1.92772,1.9215200000000001,18.7727,18.7667,34.5316,34.8585,3.9844800000000005,,,,
378,VPX36243_026_2-S_HM_E_Right,Extended,,,1.8602400000000001,1.8658400000000002,18.8774,18.8899,34.5154,34.6931,3.9801800000000003,,,,
379,VPX36243_026_2-S_HM_W_Right,Extended,,,1.90867,1.90924,18.3322,18.3885,34.6963,34.9324,4.07568,,,,
380,VPX36243_035_2-S_HM_E_Right,Extended,,,1.89772,1.89195,18.3516,18.4556,34.4778,34.6156,4.03233,,,,
381,VPX36243_035_2-S_HM_W_Right,Extended,,,1.92746,1.91257,18.1753,18.2536,34.6944,34.7237,4.07528,,,,
382,VPX35721_006_2-S_HM_E_Left,Quick,2.47167,2.45784,1.9371599999999998,1.9476900000000001,18.6489,18.7269,34.2931,34.33,4.25405,84.3459,0.681285,-2.69651,60812200000.0
383,VPX35721_006_2-S_HM_W_Left,Quick,2.4708799999999997,2.4598,1.98227,1.9824599999999999,19.0202,19.044,34.5747,34.7434,4.24084,82.9568,0.692693,-2.77008,61750800000.0
384,VPX35721_016_2-S_HM_E_Left,Quick,2.47324,2.44745,1.9416900000000001,1.94302,18.7728,18.819000000000003,34.2828,34.4059,4.16116,84.5112,0.679952,-2.8277400000000004,64826700000.0
385,VPX35721_016_2-S_HM_W_Left,Quick,2.4710799999999997,2.46412,1.98022,1.95765,18.8535,18.8808,34.5539,34.6441,4.08108,83.4183,0.688861,-2.82558,63660100000.0
386,VPX35721_025_2-S_HM_E_Left,Quick,2.4594099999999997,2.4618599999999997,1.92488,1.91705,19.0233,18.9388,34.2385,34.4769,4.03233,84.7778,0.677814,-2.82354,64755700000.0
387,VPX35721_025_2-S_HM_W_Left,Quick,2.4603900000000003,2.45225,1.95498,1.94996,18.4773,18.6498,34.5605,34.6185,4.225230000000001,83.2332,0.690393,-3.00695,68962400000.0
388,VPX35721_039_2-S_HM_E_Left,Quick,2.45206,2.46,1.9729400000000001,1.95318,18.3548,18.2598,34.1973,34.248000000000005,4.37638,85.148,0.674867,-2.71515,61677500000.0
