,Name,Mode,CAP_E,CAP_W,VDPPoly_std,VDPPoly_rot,VDPPstop_std,VDPPstop_rot,VDPStrip_std,VDPStrip_rot,FET_Vth,C_acc,t_ox,VFB,Nox
86,VPX36794_019_PSS_HM_E_Left,Extended,2.4598,2.45245,1.9398900000000001,1.92179,18.6845,18.5639,34.5267,34.6742,4.4709699999999994,88.13,0.652032,-2.1489700000000003,45222000000.0
87,VPX36794_019_PSS_HM_W_Left,Extended,2.43814,2.45637,1.96743,1.9852900000000002,19.5307,19.5307,34.7248,35.0018,3.7275300000000002,87.7237,0.6550520000000001,-2.21053,47036600000.0
88,VPX36794_043_PSS_HM_E_Left,Extended,2.4549,2.4618599999999997,1.94291,1.9261,18.6849,18.627,34.5755,34.4955,4.41181,88.7356,0.647582,-2.0043900000000003,40477100000.0
89,VPX36794_043_PSS_HM_W_Left,Extended,2.4409799999999997,2.4710799999999997,1.92403,1.93382,21.9953,21.8887,34.5572,34.888000000000005,2.84745,87.8876,0.653831,-2.10475,43600300000.0
90,VPX36794_008_PSS_HM_E_Right,Extended,,,1.9345900000000003,1.9301,20.9262,20.9773,34.2732,34.6695,3.4900900000000004,,,,
91,VPX36794_008_PSS_HM_W_Right,Extended,,,1.9566700000000001,1.9553099999999999,19.1618,18.9898,34.8798,34.9615,4.46667,,,,
92,VPX36794_019_PSS_HM_E_Right,Extended,,,1.9286,1.93996,19.832,19.8172,34.7269,34.7328,3.98799,,,,
93,VPX36794_019_PSS_HM_W_Right,Extended,,,1.97639,1.9935,18.272000000000002,18.1478,34.4853,35.3378,4.48949,,,,
94,VPX36794_043_PSS_HM_E_Right,Extended,,,1.9180700000000002,1.91976,22.8306,22.9747,34.5088,34.6266,2.5419400000000003,,,,
95,VPX36794_043_PSS_HM_W_Right,Extended,,,1.9441700000000002,1.96143,18.6591,18.6799,34.7264,34.7647,4.47628,,,,
96,VPX36244_003_2-S_HM_E_Right,Extended,,,1.9141599999999999,1.91845,17.8279,17.8822,34.2415,34.395,3.8792800000000005,,,,
97,VPX36244_003_2-S_HM_W_Right,Extended,,,1.9428299999999998,1.94403,17.9295,17.9396,34.7228,34.7676,4.05445,,,,
98,VPX36244_016_2-S_HM_E_Right,Extended,,,1.9127299999999998,1.9022,18.1074,18.4094,34.4604,34.5163,4.0048,,,,
99,VPX36244_016_2-S_HM_W_Right,Extended,,,1.9413200000000002,1.94553,17.9204,18.0138,34.5836,34.8655,4.0048,,,,
100,VPX36244_028_2-S_HM_E_Right,Extended,,,1.8741299999999999,1.88428,18.0457,17.9996,34.4088,34.4979,4.05225,,,,
101,VPX36244_028_2-S_HM_W_Right,Extended,,,1.9325,1.9147900000000002,17.8333,17.9373,34.6158,34.8453,4.07528,,,,
102,VPX36244_042_2-S_HM_E_Right,Extended,,,1.92582,1.9282099999999998,17.6973,17.7352,34.2604,34.3596,3.9691699999999996,,,,
103,VPX36244_042_2-S_HM_W_Right,Extended,,,1.95124,1.95491,17.557000000000002,17.6763,34.6952,34.4932,4.05335,,,,
104,VPX36244_003_2-S_HM_E_Left,Extended,2.465,2.44088,1.9011099999999999,1.92012,17.6798,17.5285,34.5305,34.4688,3.9976,88.03200000000001,0.652758,-2.73319,64561600000.0
105,VPX36244_003_2-S_HM_W_Left,Extended,2.29108,2.2770599999999996,1.95535,1.94695,18.178,18.1906,34.4735,34.5972,3.8792800000000005,85.2305,0.674214,-2.9676099999999996,69685100000.0
106,VPX36244_016_2-S_HM_E_Left,Extended,2.4598,2.46049,1.9167299999999998,1.9206,18.1563,18.1546,34.6875,34.8027,3.8696699999999997,88.2515,0.651135,-2.82043,67357200000.0
107,VPX36244_016_2-S_HM_W_Left,Extended,2.49873,2.4979400000000003,1.92493,1.93166,18.3375,18.2262,34.6521,34.6649,3.78438,86.7966,0.662049,-2.95247,70296300000.0
108,VPX36244_028_2-S_HM_E_Left,Extended,2.46794,2.44137,1.89448,1.88455,18.148,18.0874,34.5414,34.662,4.15866,87.7463,0.654883,-2.75653,64754600000.0
109,VPX36244_028_2-S_HM_W_Left,Extended,2.47873,2.4506900000000003,1.90662,1.9175900000000001,18.2427,18.2209,34.4793,34.4609,4.03904,86.5639,0.663829,-2.71026,62442800000.0
110,VPX36244_042_2-S_HM_E_Left,Extended,2.44108,2.4651,1.90457,1.9224299999999999,17.5271,17.3553,34.4161,34.6301,4.04715,88.5317,0.6490739999999999,-2.73303,64644200000.0
111,VPX36244_042_2-S_HM_W_Left,Extended,2.4205900000000002,2.4588200000000002,1.96812,1.87768,17.7834,17.6903,34.4148,34.4016,3.9691699999999996,87.3741,0.657673,-2.77473,65112100000.0
112,VPX36244_007_2-S_HM_E_Left,Quick,2.4721599999999997,2.47412,1.92297,1.93585,17.5524,17.4568,34.4086,34.5345,3.9906900000000003,87.6502,0.655601,-2.75325,64919900000.0
113,VPX36244_007_2-S_HM_W_Left,Quick,2.45657,2.46598,1.9491,1.95659,17.9737,17.9946,34.5921,34.5623,3.86056,86.889,0.661345,-2.84234,67299000000.0
114,VPX36244_014_2-S_HM_E_Left,Quick,2.48029,2.44882,1.94524,1.9406400000000001,17.4911,17.4369,34.2771,34.6018,4.01181,87.7256,0.655038,-2.80818,66606600000.0
115,VPX36244_014_2-S_HM_W_Left,Quick,2.4702900000000003,2.4548,1.9453200000000002,1.9530900000000002,17.7261,17.7867,34.4631,34.5711,3.8696699999999997,86.6341,0.6632899999999999,-2.91403,69095500000.0
116,VPX36244_023_2-S_HM_E_Left,Quick,2.47706,2.45343,1.93367,1.9375200000000001,17.6466,17.6426,34.5141,34.6923,3.89189,88.2388,0.651228,-2.79967,66545100000.0
117,VPX36244_023_2-S_HM_W_Left,Quick,2.48245,2.4498,1.9286599999999998,1.92887,17.8948,17.5385,34.562,34.684,3.7783800000000003,86.8576,0.6615840000000001,-2.89222,68436200000.0
118,VPX36244_035_2-S_HM_E_Left,Quick,2.4702,2.45971,1.9063,1.90772,17.6824,17.748,34.5088,34.6396,4.06867,88.5559,0.6488970000000001,-2.74285,65028900000.0
119,VPX36244_035_2-S_HM_W_Left,Quick,2.45814,2.4794099999999997,1.93514,1.92985,18.0109,18.022000000000002,34.4176,34.5037,3.9691699999999996,87.5441,0.656396,-2.76798,64913100000.0
120,VPX36244_044_2-S_HM_E_Left,Quick,2.46069,2.44735,1.90146,1.9054,17.8091,17.8548,34.5138,34.5737,4.04024,88.8563,0.646702,-2.75842,65682200000.0
121,VPX36244_044_2-S_HM_W_Left,Quick,2.4702,2.44353,1.95691,1.95259,18.1046,18.0129,34.5964,34.6619,3.8981,87.8556,0.654069,-2.85727,68096100000.0
122,VPX38714_006_2-S_HM_E_Left,Quick,2.4949,2.43304,1.89415,1.8861,18.6158,18.4799,34.5909,34.7545,4.2949,88.3312,0.650547,-2.3884,52426400000.0
123,VPX38714_006_2-S_HM_W_Left,Quick,2.46961,2.4504900000000003,1.8742,1.8632799999999998,19.147000000000002,19.2905,34.721,34.8666,4.0789800000000005,87.2681,0.6584720000000001,-2.7465,63047900000.0
124,VPX38714_018_2-S_HM_E_Left,Quick,2.41235,2.46912,1.8935799999999998,1.87747,18.5121,18.4624,34.4279,34.5144,4.26847,88.03,0.6527729999999999,-2.53442,56546000000.0
125,VPX38714_018_2-S_HM_W_Left,Quick,2.43706,2.45706,1.89383,1.8898599999999999,18.4828,18.9384,34.6843,34.4674,4.1006,87.4022,0.657462,-2.4773,54083500000.0
126,VPX38714_034_2-S_HM_E_Left,Quick,2.4542200000000003,2.46824,1.87277,1.8759299999999999,18.4765,18.5589,34.5518,34.5173,4.45566,88.6637,0.648108,-2.34666,50882400000.0
127,VPX38714_034_2-S_HM_W_Left,Quick,2.47559,2.46843,1.8590400000000002,1.84732,19.9086,19.8477,34.7216,34.819,3.86056,88.13799999999999,0.6519729999999999,-2.51187,55833600000.0
128,VPX38714_044_2-S_HM_E_Left,Quick,2.4506900000000003,2.47912,1.8782900000000002,1.8847900000000002,18.5173,18.5795,34.6532,34.6857,4.36156,89.1354,0.644678,-2.44916,54268800000.0
129,VPX38714_044_2-S_HM_W_Left,Quick,2.44667,2.45667,1.86445,1.8673400000000002,19.4937,19.5078,34.8103,35.0868,3.9801800000000003,88.5183,0.649172,-2.4668900000000002,54739300000.0
130,VPX38714_009_2-S_HM_E_Left,Extended,2.44294,2.4594099999999997,1.88053,1.87569,18.5676,18.5179,34.7381,34.6917,4.2849900000000005,88.2851,0.650886,-2.39268,52644100000.0
131,VPX38714_009_2-S_HM_W_Left,Extended,2.47804,2.44824,1.8878700000000002,1.8770200000000001,19.1035,19.3199,34.7573,34.8456,4.06827,87.2527,0.6585880000000001,-2.42824,52444600000.0
132,VPX38714_026_2-S_HM_E_Left,Extended,2.44853,2.45843,1.8449799999999998,1.8509799999999998,18.4664,18.3659,34.5481,34.7109,4.37638,88.5002,0.649304,-2.40557,52484600000.0
133,VPX38714_026_2-S_HM_W_Left,Extended,2.46833,2.4513700000000003,1.83843,1.8241,20.5379,20.4937,35.7901,34.7652,3.5711699999999995,87.6356,0.6557109999999999,-2.7168200000000002,62330400000.0
134,VPX38714_048_2-S_HM_E_Left,Extended,2.44912,2.4721599999999997,1.8833400000000002,1.86618,18.3793,18.3939,34.6371,34.7119,4.40541,89.0924,0.644988,-2.37263,51970300000.0
135,VPX38714_048_2-S_HM_W_Left,Extended,2.44794,2.4430400000000003,1.8790099999999998,1.86894,19.8465,19.7368,34.6324,34.695,3.88288,87.8449,0.654148,-2.66272,60710600000.0
136,VPX38714_009_2-S_HM_E_Right,Extended,,,1.87749,1.8554,18.965,18.7712,34.5571,34.8911,4.26567,,,,
137,VPX38714_009_2-S_HM_W_Right,Extended,,,1.9057,1.91579,18.4781,18.8147,34.6074,34.8492,4.28028,,,,
138,VPX38714_026_2-S_HM_E_Right,Extended,,,1.8363,1.8295599999999999,18.9166,18.7822,34.4062,34.7449,4.26847,,,,
139,VPX38714_026_2-S_HM_W_Right,Extended,,,1.8720599999999998,1.84023,18.8633,18.6825,34.5525,34.8789,4.274769999999999,,,,
140,VPX38714_048_2-S_HM_E_Right,Extended,,,1.85745,1.84385,18.5905,18.4617,34.5926,34.8984,4.41261,,,,
141,VPX38714_048_2-S_HM_W_Right,Extended,,,1.9106,1.8939,18.611,18.6359,34.7244,34.9853,-2.55255,,,,
142,VPX37077_006_PSS_HM_E_Left,Quick,2.43569,2.4548,1.96701,1.95216,18.0811,18.0256,34.6096,34.7552,4.08148,87.3459,0.657886,-2.5685,58788300000.0
143,VPX37077_006_PSS_HM_W_Left,Quick,2.4603900000000003,2.46833,1.9816900000000002,1.9964400000000002,18.3364,18.1733,34.79,34.9885,4.0610599999999994,85.8585,0.6692819999999999,-2.72485,62072900000.0
144,VPX37077_019_PSS_HM_E_Left,Quick,2.46245,2.43186,1.9802400000000002,1.9654900000000002,17.4157,17.57,34.4771,34.5852,4.01181,87.5249,0.65654,-2.80357,66037900000.0
145,VPX37077_019_PSS_HM_W_Left,Quick,2.44373,2.43539,1.9608400000000001,1.97439,17.762,17.7153,34.7179,34.7266,4.0026,86.0329,0.667926,-2.83186,65633100000.0
146,VPX37077_028_PSS_HM_E_Left,Quick,2.48157,2.47186,1.9303700000000001,1.93315,17.4216,17.5012,34.6125,34.7187,4.18238,87.8505,0.654107,-2.60621,59888500000.0
147,VPX37077_028_PSS_HM_W_Left,Quick,2.47363,2.4622599999999997,1.9571,1.97627,17.6082,17.6965,34.883,35.0522,4.1966,86.6451,0.6632060000000001,-3.04813,73516600000.0
148,VPX37077_037_PSS_HM_E_Left,Quick,2.43824,2.46431,1.9414099999999999,1.9418,14.5697,18.8829,34.5156,34.6669,4.15916,87.6544,0.65557,-2.7827900000000003,65606500000.0
149,VPX37077_037_PSS_HM_W_Left,Quick,2.455,2.45657,1.9829700000000001,1.97806,17.8431,17.8682,34.779,34.5208,4.07528,87.1981,0.6590010000000001,-2.52336,57193600000.0
150,VPX37077_009_PSS_HM_E_Right,Extended,,,1.9404,1.94975,17.7384,17.8384,34.367,34.7057,4.06096,,,,
151,VPX37077_009_PSS_HM_W_Right,Extended,,,1.98934,1.9878200000000001,18.2357,18.0491,34.7841,34.8926,4.0026,,,,
152,VPX37077_020_PSS_HM_E_Right,Extended,,,1.91857,1.9226,18.4186,18.4134,34.7383,34.729,3.88889,,,,
153,VPX37077_020_PSS_HM_W_Right,Extended,,,1.9690299999999998,1.9639099999999998,18.3139,18.3316,34.900999999999996,34.95,4.01802,,,,
154,VPX37077_032_PSS_HM_E_Right,Extended,,,1.91708,1.91365,18.2127,18.2473,34.7391,34.9556,4.16336,,,,
155,VPX37077_032_PSS_HM_W_Right,Extended,,,1.9414799999999999,1.9449400000000001,18.1832,18.1504,34.9006,35.0535,4.21672,,,,
156,VPX37077_009_PSS_HM_E_Left,Extended,2.44902,2.4331400000000003,1.96725,1.98327,17.6473,17.6841,34.6349,34.426,4.06907,87.2773,0.658402,-2.6084,59930700000.0
157,VPX37077_009_PSS_HM_W_Left,Extended,2.47333,2.46157,1.9566700000000001,1.97365,18.7487,18.1549,35.0757,34.9596,3.9989999999999997,86.5861,0.663658,-2.95502,70220500000.0
158,VPX37077_020_PSS_HM_E_Left,Extended,2.47275,2.47873,1.9547,1.9504099999999998,18.262,18.2566,34.688,34.7126,3.9801800000000003,87.479,0.656884,-2.75738,64680300000.0
159,VPX37077_020_PSS_HM_W_Left,Extended,2.48725,2.44637,1.92986,1.9399,18.4086,18.4001,35.059,34.9909,3.88919,86.4183,0.6649470000000001,-2.79203,64867900000.0
160,VPX37077_032_PSS_HM_E_Left,Extended,2.46706,2.47147,1.9034200000000001,1.9079400000000002,18.1319,18.1605,34.7084,34.816,4.21672,87.9312,0.653506,-2.5843599999999998,59315400000.0
161,VPX37077_032_PSS_HM_W_Left,Extended,2.45569,2.46863,1.95202,1.9512599999999998,18.2245,18.1662,35.0087,35.1015,4.21672,86.8995,0.661265,-2.8063599999999997,65566900000.0
162,VPX35955_010_PSS_HM_E_Left,Extended,2.4919599999999997,2.45971,1.84674,1.84139,18.5627,18.4234,35.3181,35.5264,4.2108099999999995,87.2924,0.658288,-2.53253,57396200000.0
163,VPX35955_010_PSS_HM_W_Left,Extended,2.44765,2.46441,1.85739,1.8616,19.2688,19.2212,35.4228,35.5685,3.75505,86.0595,0.667719,-2.66174,60352400000.0
164,VPX35955_020_PSS_HM_E_Left,Extended,2.4645099999999998,2.4544099999999998,1.83916,1.83581,18.2553,18.4253,35.0385,35.4013,4.066669999999999,87.2729,0.658435,-2.72748,63258100000.0
165,VPX35955_020_PSS_HM_W_Left,Extended,2.45735,2.4799,1.83768,1.82719,19.1283,18.9537,35.4009,35.4356,3.7846800000000003,86.4649,0.664589,-2.71097,62310000000.0
166,VPX35955_030_PSS_HM_E_Left,Extended,2.4506900000000003,2.43167,1.93185,1.95792,22.2968,22.3752,35.2276,35.1925,2.37658,86.3649,0.665358,-2.57463,57739300000.0
167,VPX35955_030_PSS_HM_W_Left,Extended,2.43931,2.43637,1.9324299999999999,1.9333900000000002,22.4522,22.4477,35.4068,35.3934,2.36496,86.2544,0.666211,-2.41668,53089200000.0
168,VPX35955_047_PSS_HM_E_Left,Extended,2.45755,2.4452,1.8999700000000002,1.90451,18.3336,18.2291,35.1053,35.2289,4.2108099999999995,87.741,0.6549229999999999,-2.6158,60174500000.0
169,VPX35955_047_PSS_HM_W_Left,Extended,2.4588200000000002,2.42549,1.9161,1.92543,20.7997,20.7313,35.3577,35.4487,3.0949,87.0578,0.660062,-2.52564,56633500000.0
170,VPX35955_010_PSS_HM_E_Right,Extended,,,1.84627,1.84037,19.250999999999998,19.2002,35.4247,35.2483,3.85926,,,,
171,VPX35955_010_PSS_HM_W_Right,Extended,,,1.87347,1.8695099999999998,18.2591,18.3128,35.1862,35.2075,4.21141,,,,
172,VPX35955_020_PSS_HM_E_Right,Extended,,,1.82925,1.82943,18.73,18.6692,35.3337,35.2424,3.9699699999999996,,,,
173,VPX35955_020_PSS_HM_W_Right,Extended,,,1.85822,1.8603599999999998,18.201,18.4399,35.2686,35.3147,4.05445,,,,
174,VPX35955_030_PSS_HM_E_Right,Extended,,,1.9105900000000002,1.90379,22.6508,22.3722,35.1453,35.1971,2.35135,,,,
175,VPX35955_030_PSS_HM_W_Right,Extended,,,1.9212099999999999,1.9317400000000002,18.596,18.5059,35.0503,35.2627,4.07528,,,,
176,VPX35955_047_PSS_HM_E_Right,Extended,,,1.88904,1.88346,20.2554,20.0132,35.2968,35.3451,3.37618,,,,
177,VPX35955_047_PSS_HM_W_Right,Extended,,,1.9103599999999998,1.89862,18.2213,18.4087,35.3787,35.4942,4.2041,,,,
178,VPX35955_008_PSS_HM_E_Left,Quick,2.45147,2.48539,1.87609,1.8446900000000002,18.3503,18.5907,35.1487,35.2977,4.05706,87.2176,0.658853,-2.48978,56009800000.0
179,VPX35955_008_PSS_HM_W_Left,Quick,2.47588,2.45098,1.85529,1.86808,19.4201,19.3399,35.7166,35.5916,3.6816800000000005,86.0071,0.668126,-2.4719700000000002,54693600000.0
180,VPX35955_018_PSS_HM_E_Left,Quick,2.4612700000000003,2.4630400000000003,1.85148,1.8454099999999998,18.6067,18.6075,35.2411,35.4427,4.06907,87.4798,0.656879,-2.73896,63736800000.0
181,VPX35955_018_PSS_HM_W_Left,Quick,2.46353,2.46343,1.8348400000000002,1.8324200000000002,19.0384,18.9525,35.6088,35.6745,3.8936900000000003,86.1149,0.6672899999999999,-2.82192,65533900000.0
182,VPX35955_026_PSS_HM_E_Left,Quick,2.46353,2.44794,1.91628,1.92605,18.6348,18.6655,34.9895,35.4765,4.05335,87.6144,0.6558689999999999,-2.48326,55644400000.0
183,VPX35955_026_PSS_HM_W_Left,Quick,2.44392,2.47225,1.9228299999999998,1.9338,20.4153,20.1152,35.4875,35.4946,3.3021,86.9917,0.660564,-2.5443700000000002,57352100000.0
184,VPX35955_035_PSS_HM_E_Left,Quick,2.4402,2.4698,1.9101,1.91527,18.5311,18.5162,35.231,35.2151,4.25405,87.4998,0.656729,-2.5627400000000002,58040400000.0
185,VPX35955_035_PSS_HM_W_Left,Quick,2.4678400000000003,2.4746099999999998,1.9251200000000002,1.9269,21.1544,21.0587,35.3309,35.4016,3.01602,87.1271,0.659538,-2.56553,57943700000.0
186,VPX35955_044_PSS_HM_E_Left,Quick,2.4542200000000003,2.45412,1.89107,1.86325,18.6576,18.6139,35.2621,35.3701,4.23123,88.0754,0.6524369999999999,-2.51462,57087500000.0
187,VPX35955_044_PSS_HM_W_Left,Quick,2.4919599999999997,2.47412,1.91221,1.9302400000000002,20.2322,20.1448,35.5475,35.4769,3.38919,87.3439,0.6579,-2.57115,58251500000.0
188,VPX37904_005_2-S_HM_E_Left,Quick,2.42255,2.45206,1.9437799999999998,1.93639,18.2833,18.2075,34.3152,34.3317,4.20721,85.8107,0.669655,-2.7128200000000002,61263000000.0
189,VPX37904_005_2-S_HM_W_Left,Quick,2.4620599999999997,2.44775,1.96555,1.96392,18.5842,18.5546,34.4335,34.5012,4.066669999999999,84.6044,0.679203,-2.77718,61978500000.0
190,VPX37904_018_2-S_HM_E_Left,Quick,2.45686,2.47657,1.98016,1.97213,17.8044,17.7992,34.0969,34.1472,4.07538,85.9002,0.668957,-2.8588,65550600000.0
191,VPX37904_018_2-S_HM_W_Left,Quick,2.4702,2.46049,1.9698799999999999,1.96501,18.2806,18.3815,34.2859,34.3038,4.05335,84.7239,0.678245,-2.85492,64461300000.0
192,VPX37904_028_2-S_HM_E_Left,Quick,2.46637,2.46157,1.95318,1.9380700000000002,17.5937,17.6244,34.3878,34.3717,4.38258,86.4612,0.664617,-2.7033099999999997,60941000000.0
193,VPX37904_028_2-S_HM_W_Left,Quick,2.43647,2.4451,1.96652,1.98065,20.7253,20.439,33.4586,35.2334,3.05806,84.9473,0.676462,-2.63998,57902300000.0
194,VPX37904_033_2-S_HM_E_Left,Quick,2.45578,2.47657,1.9540400000000002,1.9502400000000002,17.5051,17.5665,34.1362,34.2877,4.27027,85.8271,0.669528,-2.76455,62542800000.0
195,VPX37904_033_2-S_HM_W_Left,Quick,2.4513700000000003,2.44157,1.9677099999999998,1.98317,18.9139,18.7635,34.4403,33.3997,3.8,85.7281,0.670301,-2.69726,59847800000.0
196,VPX37904_008_2-S_HM_E_Right,Extended,,,1.9573599999999998,1.9482099999999998,18.3355,18.2946,34.1624,34.4534,4.15315,,,,
197,VPX37904_008_2-S_HM_W_Right,Extended,,,1.9906099999999998,1.98692,18.3531,18.4027,34.3663,34.6187,4.2108099999999995,,,,
198,VPX37904_023_2-S_HM_E_Right,Extended,,,1.9344299999999999,1.94425,18.4526,18.2964,34.0555,34.2379,4.02342,,,,
199,VPX37904_023_2-S_HM_W_Right,Extended,,,1.989,1.99117,17.9565,18.3483,34.2613,34.4539,4.04024,,,,
200,VPX37904_047_2-S_HM_E_Right,Extended,,,1.9699,1.95005,18.4654,18.3657,34.3857,34.4147,4.08288,,,,
201,VPX37904_047_2-S_HM_W_Right,Extended,,,1.99315,1.9863099999999998,18.5151,18.4618,34.354,34.5578,4.1675699999999996,,,,
202,VPX37904_008_2-S_HM_E_Left,Extended,2.4737299999999998,2.4443099999999998,1.98442,1.97145,17.9295,17.0605,34.2097,34.3282,4.15916,85.8176,0.669602,-2.74031,62086700000.0
203,VPX37904_008_2-S_HM_W_Left,Extended,2.44118,2.45412,1.9535200000000001,1.96212,18.6551,18.867,34.3149,34.4955,4.0610599999999994,84.8988,0.676848,-2.81865,63494400000.0
204,VPX37904_023_2-S_HM_E_Left,Extended,2.4798,2.49716,1.94603,1.9532,18.5994,18.5843,34.2608,34.2293,3.85546,86.1976,0.66665,-2.84081,65344100000.0
205,VPX37904_023_2-S_HM_W_Left,Extended,2.47324,2.47578,1.96515,1.9617099999999998,18.2888,18.5585,34.1936,34.3876,4.03233,85.0937,0.675298,-2.83514,63862500000.0
206,VPX37904_047_2-S_HM_E_Left,Extended,2.45784,2.46765,1.9664,1.95128,18.2802,18.3938,34.3239,34.3327,4.18238,86.5424,0.663993,-2.7332099999999997,62140400000.0
207,VPX37904_047_2-S_HM_W_Left,Extended,2.45922,2.45059,1.96428,1.9659900000000001,18.9363,18.991,34.444,34.6137,3.9833800000000004,85.8437,0.6693979999999999,-2.8015,63260300000.0
208,VPX35720_001_2-S_HM_E_Left,Quick,2.45343,2.47745,1.87732,1.8722299999999998,18.2266,18.0774,34.5331,34.5298,4.06867,87.72200000000001,0.655065,-2.59342,59760100000.0
209,VPX35720_001_2-S_HM_W_Left,Quick,2.46657,2.46422,1.89745,1.89042,18.8244,18.8894,34.6075,34.9142,3.80721,86.0176,0.668045,-2.7347099999999998,62512700000.0
210,VPX35720_011_2-S_HM_E_Left,Quick,2.4678400000000003,2.4513700000000003,1.8830099999999999,1.86673,18.2505,18.3277,34.7395,34.7994,4.01892,87.6785,0.655389,-2.84174,67682100000.0
211,VPX35720_011_2-S_HM_W_Left,Quick,2.47255,2.4899,1.90143,1.90819,18.6346,18.4318,34.7045,34.7054,3.86366,86.3722,0.6653020000000001,-2.76473,63918600000.0
212,VPX35720_018_2-S_HM_E_Left,Quick,2.45814,2.44951,1.8972200000000001,1.89968,18.3398,18.424,34.6996,34.6825,4.02603,87.5198,0.656578,-2.73097,63898600000.0
213,VPX35720_018_2-S_HM_W_Left,Quick,2.4594099999999997,2.43882,1.91908,1.9077,18.6158,18.7451,34.723,34.7227,4.0037,86.2507,0.666239,-2.55068,57397600000.0
214,VPX35720_029_2-S_HM_E_Left,Quick,2.46088,2.4521599999999997,1.8286799999999999,1.8309900000000001,19.0276,18.8088,34.6408,34.8678,4.07538,87.719,0.655087,-2.64949,61260100000.0
215,VPX35720_029_2-S_HM_W_Left,Quick,2.45961,2.47235,1.83971,1.84605,20.3051,20.1463,34.7563,34.9815,2.92793,87.0398,0.660199,-2.65775,60866200000.0
216,VPX35720_044_2-S_HM_E_Left,Quick,2.48255,2.44873,1.85693,1.8618,19.7504,19.7375,34.9154,34.9103,4.06867,87.5512,0.656343,-2.67686,61824300000.0
217,VPX35720_044_2-S_HM_W_Left,Quick,2.45431,2.48069,1.8810900000000002,1.86148,19.8738,19.8488,34.9115,34.9446,3.7165199999999996,87.5005,0.656723,-2.76349,64585200000.0
218,VPX35720_008_2-S_HM_E_Left,Extended,2.46725,2.4652,1.87465,1.8688799999999999,18.3772,18.3379,34.7064,34.7383,4.04665,87.5541,0.656321,-2.62854,60828400000.0
219,VPX35720_008_2-S_HM_W_Left,Extended,2.4551,2.4609799999999997,1.9131,1.91438,18.1396,18.3105,34.7668,34.9049,3.8033,86.1054,0.6673640000000001,-2.75089,63192600000.0
220,VPX35720_015_2-S_HM_E_Left,Extended,2.47431,2.46373,1.88477,1.8783599999999998,18.0942,18.320999999999998,34.5981,34.8749,4.06096,87.2385,0.658695,-2.72756,63503200000.0
221,VPX35720_015_2-S_HM_W_Left,Extended,2.4352,2.45853,1.9367900000000002,1.93409,18.1777,18.1469,34.2999,34.3887,3.8989,85.678,0.670692,-2.75837,63492100000.0
222,VPX35720_034_2-S_HM_E_Left,Extended,2.4434299999999998,2.4704900000000003,1.8671900000000001,1.87012,18.2524,18.2789,34.5033,34.5764,4.19319,88.0307,0.652767,-2.583,59390400000.0
223,VPX35720_034_2-S_HM_W_Left,Extended,2.47186,2.49686,1.8384200000000002,1.8286900000000001,20.1985,20.3318,34.9805,35.0599,3.6918900000000003,87.2149,0.658874,-2.5741,58400600000.0
224,VPX35720_049_2-S_HM_E_Left,Extended,2.47922,2.4588200000000002,1.8507200000000001,1.8577,18.6885,18.7991,34.4675,34.5494,4.08108,88.0954,0.652288,-2.7392,64588800000.0
225,VPX35720_049_2-S_HM_W_Left,Extended,2.45637,2.4651,1.8621900000000002,1.8889200000000002,19.6239,19.6008,34.8852,35.061,3.83544,86.9315,0.661022,-2.70359,62188700000.0
226,VPX35720_008_2-S_HM_E_Right,Extended,,,1.8694,1.8669,18.561,18.6041,34.7909,34.9364,4.06096,,,,
227,VPX35720_008_2-S_HM_W_Right,Extended,,,1.87228,1.8822900000000002,18.4557,18.6139,34.6948,34.7759,4.05445,,,,
228,VPX35720_015_2-S_HM_E_Right,Extended,,,1.87496,1.87515,18.6008,18.598,34.7073,34.9268,4.03233,,,,
229,VPX35720_015_2-S_HM_W_Right,Extended,,,1.9507,1.9420099999999998,17.8519,17.866,34.6123,34.7796,4.07538,,,,
230,VPX35720_034_2-S_HM_E_Right,Extended,,,1.8177400000000001,1.81739,19.5061,19.4923,34.7992,35.1017,4.08108,,,,
231,VPX35720_034_2-S_HM_W_Right,Extended,,,1.85149,1.8549900000000001,19.449,19.3885,34.7014,34.9334,4.07528,,,,
232,VPX35720_049_2-S_HM_E_Right,Extended,,,1.86605,1.85523,18.8727,18.8675,34.7714,35.1741,4.067069999999999,,,,
233,VPX35720_049_2-S_HM_W_Right,Extended,,,1.8926900000000002,1.89304,19.0839,19.2437,34.769,34.8831,4.06867,,,,
234,VPX37400_006_2-S_HM_E_Left,Extended,2.47078,2.4645099999999998,1.86103,1.88183,18.7444,18.3403,34.665,34.8036,4.02803,86.4202,0.664932,-2.76057,63124200000.0
235,VPX37400_006_2-S_HM_W_Left,Extended,2.46392,2.45951,1.88073,1.8748599999999997,18.9853,18.687,34.809,34.9646,3.86056,85.2854,0.67378,-2.92503,67085800000.0
236,VPX37400_019_2-S_HM_E_Left,Extended,2.46539,2.45431,1.87732,1.86365,18.9918,18.8209,34.7273,34.7305,3.86056,86.7439,0.662451,-2.96855,69630000000.0
237,VPX37400_019_2-S_HM_W_Left,Extended,2.47078,2.4418599999999997,1.8555,1.8450400000000002,18.9355,18.9933,34.8957,35.0316,3.74174,85.2317,0.674204,-3.14967,74285300000.0
