ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,CHANNEL_ID,AGGREGATED_COND_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_SERIAL_NUMBER,PART_NAME_LABEL,VTH_V
2192380,9160,"Tracker Halfmoon TC Parameters",137025,,137024,7500,"PS-s Halfmoon W",78051,36696_023_PSS_HM_WW,,36696_023_PSS_HM_WW,3.929
2339141,9160,"Tracker Halfmoon TC Parameters",142470,,142469,7500,"PS-s Halfmoon W",78051,36696_023_PSS_HM_WW,,36696_023_PSS_HM_WW,3.929
2157093,9160,"Tracker Halfmoon TC Parameters",136575,,136574,7480,"PS-s Halfmoon E",78096,36696_028_PSS_HM_EE,,36696_028_PSS_HM_EE,3.954
2157088,9160,"Tracker Halfmoon TC Parameters",136122,,136121,7480,"PS-s Halfmoon E",78096,36696_028_PSS_HM_EE,,36696_028_PSS_HM_EE,4.086
2342821,9160,"Tracker Halfmoon TC Parameters",143036,,143035,7480,"PS-s Halfmoon E",78096,36696_028_PSS_HM_EE,,36696_028_PSS_HM_EE,3.954
2342823,9160,"Tracker Halfmoon TC Parameters",143117,,143116,7480,"PS-s Halfmoon E",78096,36696_028_PSS_HM_EE,,36696_028_PSS_HM_EE,4.086
2192381,9160,"Tracker Halfmoon TC Parameters",137094,,137093,7500,"PS-s Halfmoon W",78111,36696_028_PSS_HM_WW,,36696_028_PSS_HM_WW,3.843
2192382,9160,"Tracker Halfmoon TC Parameters",137106,,137105,7500,"PS-s Halfmoon W",78111,36696_028_PSS_HM_WW,,36696_028_PSS_HM_WW,4.059
2342820,9160,"Tracker Halfmoon TC Parameters",142985,,142984,7500,"PS-s Halfmoon W",78111,36696_028_PSS_HM_WW,,36696_028_PSS_HM_WW,4.059
2342822,9160,"Tracker Halfmoon TC Parameters",143090,,143089,7500,"PS-s Halfmoon W",78111,36696_028_PSS_HM_WW,,36696_028_PSS_HM_WW,3.843
3479240,9160,"Tracker Halfmoon TC Parameters",194647,,194646,7400,"2S Halfmoon E",89432,36796_047_2-S_HM_EE,,36796_047_2-S_HM_EE,4.252
3479241,9160,"Tracker Halfmoon TC Parameters",194653,,194652,7400,"2S Halfmoon E",89432,36796_047_2-S_HM_EE,,36796_047_2-S_HM_EE,4.334
3479242,9160,"Tracker Halfmoon TC Parameters",194731,,194730,7420,"2S Halfmoon W",89435,36796_047_2-S_HM_WW,,36796_047_2-S_HM_WW,4.283
3479243,9160,"Tracker Halfmoon TC Parameters",194761,,194760,7420,"2S Halfmoon W",89435,36796_047_2-S_HM_WW,,36796_047_2-S_HM_WW,3.878
3488540,9160,"Tracker Halfmoon TC Parameters",194288,,194287,7400,"2S Halfmoon E",89454,36797_003_2-S_HM_EE,,36797_003_2-S_HM_EE,3.936
3488541,9160,"Tracker Halfmoon TC Parameters",195130,,195129,7420,"2S Halfmoon W",89457,36797_003_2-S_HM_WW,,36797_003_2-S_HM_WW,3.978
3491622,9160,"Tracker Halfmoon TC Parameters",195352,,195351,7400,"2S Halfmoon E",89476,36797_006_2-S_HM_EE,,36797_006_2-S_HM_EE,3.939
3491620,9160,"Tracker Halfmoon TC Parameters",195199,,195198,7400,"2S Halfmoon E",89476,36797_006_2-S_HM_EE,,36797_006_2-S_HM_EE,3.952
3491623,9160,"Tracker Halfmoon TC Parameters",195379,,195378,7420,"2S Halfmoon W",89479,36797_006_2-S_HM_WW,,36797_006_2-S_HM_WW,3.942
3491621,9160,"Tracker Halfmoon TC Parameters",195265,,195264,7420,"2S Halfmoon W",89479,36797_006_2-S_HM_WW,,36797_006_2-S_HM_WW,3.929
3498961,9160,"Tracker Halfmoon TC Parameters",194946,,194945,7400,"2S Halfmoon E",89534,36797_013_2-S_HM_EE,,36797_013_2-S_HM_EE,3.44
3498960,9160,"Tracker Halfmoon TC Parameters",194940,,194939,7420,"2S Halfmoon W",89537,36797_013_2-S_HM_WW,,36797_013_2-S_HM_WW,3.919
3496840,9160,"Tracker Halfmoon TC Parameters",195405,,195404,7400,"2S Halfmoon E",89556,36797_016_2-S_HM_EE,,36797_016_2-S_HM_EE,3.814
3496841,9160,"Tracker Halfmoon TC Parameters",195480,,195479,7400,"2S Halfmoon E",89556,36797_016_2-S_HM_EE,,36797_016_2-S_HM_EE,3.841
3496842,9160,"Tracker Halfmoon TC Parameters",195513,,195512,7420,"2S Halfmoon W",89559,36797_016_2-S_HM_WW,,36797_016_2-S_HM_WW,3.868
3496843,9160,"Tracker Halfmoon TC Parameters",195564,,195563,7420,"2S Halfmoon W",89559,36797_016_2-S_HM_WW,,36797_016_2-S_HM_WW,3.811
3508020,9160,"Tracker Halfmoon TC Parameters",195036,,195035,7400,"2S Halfmoon E",89614,36797_023_2-S_HM_EE,,36797_023_2-S_HM_EE,3.787
3508021,9160,"Tracker Halfmoon TC Parameters",195081,,195080,7420,"2S Halfmoon W",89617,36797_023_2-S_HM_WW,,36797_023_2-S_HM_WW,3.793
3509840,9160,"Tracker Halfmoon TC Parameters",195114,,195113,7400,"2S Halfmoon E",89636,36797_030_2-S_HM_EE,,36797_030_2-S_HM_EE,2.924
3509841,9160,"Tracker Halfmoon TC Parameters",195956,,195955,7400,"2S Halfmoon E",89636,36797_030_2-S_HM_EE,,36797_030_2-S_HM_EE,4.006
3509842,9160,"Tracker Halfmoon TC Parameters",195998,,195997,7420,"2S Halfmoon W",89639,36797_030_2-S_HM_WW,,36797_030_2-S_HM_WW,3.98
3509843,9160,"Tracker Halfmoon TC Parameters",196052,,196051,7420,"2S Halfmoon W",89639,36797_030_2-S_HM_WW,,36797_030_2-S_HM_WW,3.791
3516001,9160,"Tracker Halfmoon TC Parameters",195738,,195737,7400,"2S Halfmoon E",89694,36797_040_2-S_HM_EE,,36797_040_2-S_HM_EE,3.891
3516000,9160,"Tracker Halfmoon TC Parameters",195672,,195671,7420,"2S Halfmoon W",89697,36797_040_2-S_HM_WW,,36797_040_2-S_HM_WW,3.888
3518781,9160,"Tracker Halfmoon TC Parameters",195852,,195851,7400,"2S Halfmoon E",89716,36797_043_2-S_HM_EE,,36797_043_2-S_HM_EE,3.125
3518782,9160,"Tracker Halfmoon TC Parameters",196321,,196320,7400,"2S Halfmoon E",89716,36797_043_2-S_HM_EE,,36797_043_2-S_HM_EE,3.932
3518780,9160,"Tracker Halfmoon TC Parameters",195777,,195776,7420,"2S Halfmoon W",89719,36797_043_2-S_HM_WW,,36797_043_2-S_HM_WW,3.872
3518783,9160,"Tracker Halfmoon TC Parameters",196354,,196353,7420,"2S Halfmoon W",89719,36797_043_2-S_HM_WW,,36797_043_2-S_HM_WW,3.982
5268607,9160,"Tracker Halfmoon TC Parameters",324397,,324396,7400,"2S Halfmoon E",89770,36798_002_2-S_HM_EE,,36798_002_2-S_HM_EE,3.829
5268610,9160,"Tracker Halfmoon TC Parameters",324427,,324426,7400,"2S Halfmoon E",89770,36798_002_2-S_HM_EE,,36798_002_2-S_HM_EE,2.924
5322280,9160,"Tracker Halfmoon TC Parameters",325929,,325928,7400,"2S Halfmoon E",89770,36798_002_2-S_HM_EE,,36798_002_2-S_HM_EE,3.829
5301489,9160,"Tracker Halfmoon TC Parameters",325443,,325442,7400,"2S Halfmoon E",89770,36798_002_2-S_HM_EE,,36798_002_2-S_HM_EE,2.924
5290385,9160,"Tracker Halfmoon TC Parameters",325078,,325077,7420,"2S Halfmoon W",89773,36798_002_2-S_HM_WW,,36798_002_2-S_HM_WW,2.756
5268603,9160,"Tracker Halfmoon TC Parameters",324055,,324054,7420,"2S Halfmoon W",89773,36798_002_2-S_HM_WW,,36798_002_2-S_HM_WW,3.842
5301498,9160,"Tracker Halfmoon TC Parameters",325860,,325859,7420,"2S Halfmoon W",89773,36798_002_2-S_HM_WW,,36798_002_2-S_HM_WW,3.842
5322285,9160,"Tracker Halfmoon TC Parameters",326052,,326051,7420,"2S Halfmoon W",89773,36798_002_2-S_HM_WW,,36798_002_2-S_HM_WW,2.756
5268611,9160,"Tracker Halfmoon TC Parameters",324466,,324465,7400,"2S Halfmoon E",89810,36798_008_2-S_HM_EE,,36798_008_2-S_HM_EE,3.91
5301488,9160,"Tracker Halfmoon TC Parameters",325428,,325427,7400,"2S Halfmoon E",89810,36798_008_2-S_HM_EE,,36798_008_2-S_HM_EE,3.91
5268609,9160,"Tracker Halfmoon TC Parameters",324412,,324411,7420,"2S Halfmoon W",89813,36798_008_2-S_HM_WW,,36798_008_2-S_HM_WW,2.225
5301492,9160,"Tracker Halfmoon TC Parameters",325476,,325475,7420,"2S Halfmoon W",89813,36798_008_2-S_HM_WW,,36798_008_2-S_HM_WW,2.225
5290386,9160,"Tracker Halfmoon TC Parameters",325087,,325086,7400,"2S Halfmoon E",89850,36798_013_2-S_HM_EE,,36798_013_2-S_HM_EE,3.955
5290389,9160,"Tracker Halfmoon TC Parameters",325114,,325113,7400,"2S Halfmoon E",89850,36798_013_2-S_HM_EE,,36798_013_2-S_HM_EE,3.5
5301490,9160,"Tracker Halfmoon TC Parameters",325458,,325457,7400,"2S Halfmoon E",89850,36798_013_2-S_HM_EE,,36798_013_2-S_HM_EE,3.955
5301491,9160,"Tracker Halfmoon TC Parameters",325464,,325463,7400,"2S Halfmoon E",89850,36798_013_2-S_HM_EE,,36798_013_2-S_HM_EE,3.5
5290390,9160,"Tracker Halfmoon TC Parameters",325117,,325116,7400,"2S Halfmoon E",90050,36798_042_2-S_HM_EE,,36798_042_2-S_HM_EE,3.938
5301483,9160,"Tracker Halfmoon TC Parameters",325239,,325238,7400,"2S Halfmoon E",90050,36798_042_2-S_HM_EE,,36798_042_2-S_HM_EE,3.938
5290384,9160,"Tracker Halfmoon TC Parameters",325042,,325041,7420,"2S Halfmoon W",90053,36798_042_2-S_HM_WW,,36798_042_2-S_HM_WW,2.472
5301480,9160,"Tracker Halfmoon TC Parameters",325182,,325181,7420,"2S Halfmoon W",90053,36798_042_2-S_HM_WW,,36798_042_2-S_HM_WW,2.472
5268619,9160,"Tracker Halfmoon TC Parameters",324742,,324741,7400,"2S Halfmoon E",90090,36798_048_2-S_HM_EE,,36798_048_2-S_HM_EE,3.962
5268602,9160,"Tracker Halfmoon TC Parameters",324031,,324030,7400,"2S Halfmoon E",90090,36798_048_2-S_HM_EE,,36798_048_2-S_HM_EE,2.651
5301495,9160,"Tracker Halfmoon TC Parameters",325731,,325730,7400,"2S Halfmoon E",90090,36798_048_2-S_HM_EE,,36798_048_2-S_HM_EE,3.962
5301499,9160,"Tracker Halfmoon TC Parameters",325878,,325877,7400,"2S Halfmoon E",90090,36798_048_2-S_HM_EE,,36798_048_2-S_HM_EE,2.651
5268605,9160,"Tracker Halfmoon TC Parameters",324337,,324336,7420,"2S Halfmoon W",90093,36798_048_2-S_HM_WW,,36798_048_2-S_HM_WW,2.24
5290380,9160,"Tracker Halfmoon TC Parameters",324763,,324762,7420,"2S Halfmoon W",90093,36798_048_2-S_HM_WW,,36798_048_2-S_HM_WW,3.977
5301486,9160,"Tracker Halfmoon TC Parameters",325380,,325379,7420,"2S Halfmoon W",90093,36798_048_2-S_HM_WW,,36798_048_2-S_HM_WW,3.977
5301487,9160,"Tracker Halfmoon TC Parameters",325398,,325397,7420,"2S Halfmoon W",90093,36798_048_2-S_HM_WW,,36798_048_2-S_HM_WW,2.24
3172240,9160,"Tracker Halfmoon TC Parameters",176241,,176240,7400,"2S Halfmoon E",88610,36706_001_2-S_HM_EE,,36706_001_2-S_HM_EE,3.235
3172241,9160,"Tracker Halfmoon TC Parameters",176292,,176291,7420,"2S Halfmoon W",88613,36706_001_2-S_HM_WW,,36706_001_2-S_HM_WW,4.103
3175262,9160,"Tracker Halfmoon TC Parameters",176878,,176877,7400,"2S Halfmoon E",88632,36706_012_2-S_HM_EE,,36706_012_2-S_HM_EE,3.794
3175263,9160,"Tracker Halfmoon TC Parameters",176929,,176928,7400,"2S Halfmoon E",88632,36706_012_2-S_HM_EE,,36706_012_2-S_HM_EE,4.035
3175261,9160,"Tracker Halfmoon TC Parameters",176845,,176844,7420,"2S Halfmoon W",88635,36706_012_2-S_HM_WW,,36706_012_2-S_HM_WW,4.081
3175260,9160,"Tracker Halfmoon TC Parameters",176737,,176736,7420,"2S Halfmoon W",88635,36706_012_2-S_HM_WW,,36706_012_2-S_HM_WW,3.661
3198440,9160,"Tracker Halfmoon TC Parameters",176445,,176444,7400,"2S Halfmoon E",88690,36706_020_2-S_HM_EE,,36706_020_2-S_HM_EE,3.989
3198443,9160,"Tracker Halfmoon TC Parameters",176562,,176561,7400,"2S Halfmoon E",88690,36706_020_2-S_HM_EE,,36706_020_2-S_HM_EE,3.865
5290388,9160,"Tracker Halfmoon TC Parameters",325108,,325107,7400,"2S Halfmoon E",89890,36798_020_2-S_HM_EE,,36798_020_2-S_HM_EE,3.836
5268618,9160,"Tracker Halfmoon TC Parameters",324637,,324636,7400,"2S Halfmoon E",89890,36798_020_2-S_HM_EE,,36798_020_2-S_HM_EE,3.836
5322283,9160,"Tracker Halfmoon TC Parameters",326007,,326006,7400,"2S Halfmoon E",89890,36798_020_2-S_HM_EE,,36798_020_2-S_HM_EE,3.836
5322288,9160,"Tracker Halfmoon TC Parameters",326172,,326171,7400,"2S Halfmoon E",89890,36798_020_2-S_HM_EE,,36798_020_2-S_HM_EE,3.836
5268601,9160,"Tracker Halfmoon TC Parameters",323989,,323988,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5268615,9160,"Tracker Halfmoon TC Parameters",324580,,324579,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5290381,9160,"Tracker Halfmoon TC Parameters",324934,,324933,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5301485,9160,"Tracker Halfmoon TC Parameters",325374,,325373,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5322289,9160,"Tracker Halfmoon TC Parameters",326193,,326192,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5322291,9160,"Tracker Halfmoon TC Parameters",326352,,326351,7420,"2S Halfmoon W",89893,36798_020_2-S_HM_WW,,36798_020_2-S_HM_WW,3.36
5268612,9160,"Tracker Halfmoon TC Parameters",324538,,324537,7400,"2S Halfmoon E",89930,36798_025_2-S_HM_EE,,36798_025_2-S_HM_EE,3.804
5268604,9160,"Tracker Halfmoon TC Parameters",324133,,324132,7400,"2S Halfmoon E",89930,36798_025_2-S_HM_EE,,36798_025_2-S_HM_EE,3.848
5301482,9160,"Tracker Halfmoon TC Parameters",325206,,325205,7400,"2S Halfmoon E",89930,36798_025_2-S_HM_EE,,36798_025_2-S_HM_EE,3.804
5322284,9160,"Tracker Halfmoon TC Parameters",326049,,326048,7400,"2S Halfmoon E",89930,36798_025_2-S_HM_EE,,36798_025_2-S_HM_EE,3.848
5290387,9160,"Tracker Halfmoon TC Parameters",325090,,325089,7420,"2S Halfmoon W",89933,36798_025_2-S_HM_WW,,36798_025_2-S_HM_WW,3.833
5268608,9160,"Tracker Halfmoon TC Parameters",324406,,324405,7420,"2S Halfmoon W",89933,36798_025_2-S_HM_WW,,36798_025_2-S_HM_WW,3.761
5301494,9160,"Tracker Halfmoon TC Parameters",325683,,325682,7420,"2S Halfmoon W",89933,36798_025_2-S_HM_WW,,36798_025_2-S_HM_WW,3.833
5322286,9160,"Tracker Halfmoon TC Parameters",326073,,326072,7420,"2S Halfmoon W",89933,36798_025_2-S_HM_WW,,36798_025_2-S_HM_WW,3.761
3198441,9160,"Tracker Halfmoon TC Parameters",176481,,176480,7420,"2S Halfmoon W",88693,36706_020_2-S_HM_WW,,36706_020_2-S_HM_WW,4.044
3198442,9160,"Tracker Halfmoon TC Parameters",176493,,176492,7420,"2S Halfmoon W",88693,36706_020_2-S_HM_WW,,36706_020_2-S_HM_WW,3.75
3184202,9160,"Tracker Halfmoon TC Parameters",177114,,177113,7400,"2S Halfmoon E",88712,36706_024_2-S_HM_EE,,36706_024_2-S_HM_EE,3.972
3184203,9160,"Tracker Halfmoon TC Parameters",177120,,177119,7400,"2S Halfmoon E",88712,36706_024_2-S_HM_EE,,36706_024_2-S_HM_EE,3.874
3184201,9160,"Tracker Halfmoon TC Parameters",177057,,177056,7420,"2S Halfmoon W",88715,36706_024_2-S_HM_WW,,36706_024_2-S_HM_WW,3.982
3184200,9160,"Tracker Halfmoon TC Parameters",177027,,177026,7420,"2S Halfmoon W",88715,36706_024_2-S_HM_WW,,36706_024_2-S_HM_WW,3.819
3188921,9160,"Tracker Halfmoon TC Parameters",177315,,177314,7400,"2S Halfmoon E",88770,36706_035_2-S_HM_EE,,36706_035_2-S_HM_EE,2.002
5268600,9160,"Tracker Halfmoon TC Parameters",323962,,323961,7420,"2S Halfmoon W",89853,36798_013_2-S_HM_WW,,36798_013_2-S_HM_WW,3.221
5290382,9160,"Tracker Halfmoon TC Parameters",324952,,324951,7420,"2S Halfmoon W",89853,36798_013_2-S_HM_WW,,36798_013_2-S_HM_WW,3.91
5301493,9160,"Tracker Halfmoon TC Parameters",325569,,325568,7420,"2S Halfmoon W",89853,36798_013_2-S_HM_WW,,36798_013_2-S_HM_WW,3.221
5301481,9160,"Tracker Halfmoon TC Parameters",325194,,325193,7420,"2S Halfmoon W",89853,36798_013_2-S_HM_WW,,36798_013_2-S_HM_WW,3.91
5268606,9160,"Tracker Halfmoon TC Parameters",324370,,324369,7400,"2S Halfmoon E",89970,36798_031_2-S_HM_EE,,36798_031_2-S_HM_EE,3.795
5268613,9160,"Tracker Halfmoon TC Parameters",324553,,324552,7400,"2S Halfmoon E",89970,36798_031_2-S_HM_EE,,36798_031_2-S_HM_EE,3.795
5322281,9160,"Tracker Halfmoon TC Parameters",325932,,325931,7400,"2S Halfmoon E",89970,36798_031_2-S_HM_EE,,36798_031_2-S_HM_EE,3.795
5322290,9160,"Tracker Halfmoon TC Parameters",326307,,326306,7400,"2S Halfmoon E",89970,36798_031_2-S_HM_EE,,36798_031_2-S_HM_EE,3.795
5290391,9160,"Tracker Halfmoon TC Parameters",325147,,325146,7420,"2S Halfmoon W",89973,36798_031_2-S_HM_WW,,36798_031_2-S_HM_WW,1.961
5301496,9160,"Tracker Halfmoon TC Parameters",325749,,325748,7420,"2S Halfmoon W",89973,36798_031_2-S_HM_WW,,36798_031_2-S_HM_WW,1.961
5290383,9160,"Tracker Halfmoon TC Parameters",324997,,324996,7400,"2S Halfmoon E",90010,36798_036_2-S_HM_EE,,36798_036_2-S_HM_EE,2.706
5268617,9160,"Tracker Halfmoon TC Parameters",324613,,324612,7400,"2S Halfmoon E",90010,36798_036_2-S_HM_EE,,36798_036_2-S_HM_EE,3.918
5301497,9160,"Tracker Halfmoon TC Parameters",325788,,325787,7400,"2S Halfmoon E",90010,36798_036_2-S_HM_EE,,36798_036_2-S_HM_EE,2.706
5322282,9160,"Tracker Halfmoon TC Parameters",325953,,325952,7400,"2S Halfmoon E",90010,36798_036_2-S_HM_EE,,36798_036_2-S_HM_EE,3.918
5268614,9160,"Tracker Halfmoon TC Parameters",324577,,324576,7420,"2S Halfmoon W",90013,36798_036_2-S_HM_WW,,36798_036_2-S_HM_WW,3.906
5268616,9160,"Tracker Halfmoon TC Parameters",324604,,324603,7420,"2S Halfmoon W",90013,36798_036_2-S_HM_WW,,36798_036_2-S_HM_WW,2.5
5322287,9160,"Tracker Halfmoon TC Parameters",326088,,326087,7420,"2S Halfmoon W",90013,36798_036_2-S_HM_WW,,36798_036_2-S_HM_WW,2.5
5301484,9160,"Tracker Halfmoon TC Parameters",325326,,325325,7420,"2S Halfmoon W",90013,36798_036_2-S_HM_WW,,36798_036_2-S_HM_WW,3.906
3188920,9160,"Tracker Halfmoon TC Parameters",177225,,177224,7420,"2S Halfmoon W",88773,36706_035_2-S_HM_WW,,36706_035_2-S_HM_WW,4.157
3193460,9160,"Tracker Halfmoon TC Parameters",177396,,177395,7400,"2S Halfmoon E",88792,36706_038_2-S_HM_EE,,36706_038_2-S_HM_EE,2.471
3193461,9160,"Tracker Halfmoon TC Parameters",177408,,177407,7400,"2S Halfmoon E",88792,36706_038_2-S_HM_EE,,36706_038_2-S_HM_EE,4.144
3193462,9160,"Tracker Halfmoon TC Parameters",177426,,177425,7420,"2S Halfmoon W",88795,36706_038_2-S_HM_WW,,36706_038_2-S_HM_WW,2.522
3193463,9160,"Tracker Halfmoon TC Parameters",177474,,177473,7420,"2S Halfmoon W",88795,36706_038_2-S_HM_WW,,36706_038_2-S_HM_WW,4.143
5233481,9160,"Tracker Halfmoon TC Parameters",322054,,322053,7400,"2S Halfmoon E",90098,36799_003_2-S_HM_EE,,36799_003_2-S_HM_EE,3.631
5233485,9160,"Tracker Halfmoon TC Parameters",322318,,322317,7400,"2S Halfmoon E",90098,36799_003_2-S_HM_EE,,36799_003_2-S_HM_EE,3.694
5233482,9160,"Tracker Halfmoon TC Parameters",322273,,322272,7420,"2S Halfmoon W",90111,36799_003_2-S_HM_WW,,36799_003_2-S_HM_WW,3.635
5259062,9160,"Tracker Halfmoon TC Parameters",322942,,322941,7420,"2S Halfmoon W",90111,36799_003_2-S_HM_WW,,36799_003_2-S_HM_WW,3.693
5233497,9160,"Tracker Halfmoon TC Parameters",322780,,322779,7400,"2S Halfmoon E",90134,36799_008_2-S_HM_EE,,36799_008_2-S_HM_EE,3.58
5233480,9160,"Tracker Halfmoon TC Parameters",319892,,319891,7420,"2S Halfmoon W",90137,36799_008_2-S_HM_WW,,36799_008_2-S_HM_WW,3.514
5259069,9160,"Tracker Halfmoon TC Parameters",323068,,323067,7400,"2S Halfmoon E",90174,36799_013_2-S_HM_EE,,36799_013_2-S_HM_EE,3.551
5233487,9160,"Tracker Halfmoon TC Parameters",322477,,322476,7400,"2S Halfmoon E",90174,36799_013_2-S_HM_EE,,36799_013_2-S_HM_EE,3.659
3203501,9160,"Tracker Halfmoon TC Parameters",176675,,176674,7400,"2S Halfmoon E",88854,36795_003_2-S_HM_EE,,36795_003_2-S_HM_EE,3.126
3203500,9160,"Tracker Halfmoon TC Parameters",176630,,176629,7420,"2S Halfmoon W",88857,36795_003_2-S_HM_WW,,36795_003_2-S_HM_WW,3.978
3205301,9160,"Tracker Halfmoon TC Parameters",177947,,177946,7400,"2S Halfmoon E",88876,36795_009_2-S_HM_EE,,36795_009_2-S_HM_EE,3.907
3205302,9160,"Tracker Halfmoon TC Parameters",178043,,178042,7400,"2S Halfmoon E",88876,36795_009_2-S_HM_EE,,36795_009_2-S_HM_EE,3.932
3205300,9160,"Tracker Halfmoon TC Parameters",176702,,176701,7420,"2S Halfmoon W",88879,36795_009_2-S_HM_WW,,36795_009_2-S_HM_WW,3.907
3205303,9160,"Tracker Halfmoon TC Parameters",178082,,178081,7420,"2S Halfmoon W",88879,36795_009_2-S_HM_WW,,36795_009_2-S_HM_WW,3.969
3213080,9160,"Tracker Halfmoon TC Parameters",177630,,177629,7400,"2S Halfmoon E",88934,36795_018_2-S_HM_EE,,36795_018_2-S_HM_EE,3.916
3213081,9160,"Tracker Halfmoon TC Parameters",177675,,177674,7420,"2S Halfmoon W",88937,36795_018_2-S_HM_WW,,36795_018_2-S_HM_WW,3.99
3215202,9160,"Tracker Halfmoon TC Parameters",178297,,178296,7400,"2S Halfmoon E",88956,36795_023_2-S_HM_EE,,36795_023_2-S_HM_EE,3.9
3215203,9160,"Tracker Halfmoon TC Parameters",178336,,178335,7400,"2S Halfmoon E",88956,36795_023_2-S_HM_EE,,36795_023_2-S_HM_EE,3.938
3215201,9160,"Tracker Halfmoon TC Parameters",178282,,178281,7420,"2S Halfmoon W",88959,36795_023_2-S_HM_WW,,36795_023_2-S_HM_WW,3.974
3215200,9160,"Tracker Halfmoon TC Parameters",178171,,178170,7420,"2S Halfmoon W",88959,36795_023_2-S_HM_WW,,36795_023_2-S_HM_WW,3.898
3222241,9160,"Tracker Halfmoon TC Parameters",178497,,178496,7400,"2S Halfmoon E",89014,36795_031_2-S_HM_EE,,36795_031_2-S_HM_EE,4.074
3222240,9160,"Tracker Halfmoon TC Parameters",178455,,178454,7420,"2S Halfmoon W",89017,36795_031_2-S_HM_WW,,36795_031_2-S_HM_WW,4.132
3224920,9160,"Tracker Halfmoon TC Parameters",178560,,178559,7400,"2S Halfmoon E",89036,36795_034_2-S_HM_EE,,36795_034_2-S_HM_EE,4.075
3224922,9160,"Tracker Halfmoon TC Parameters",178620,,178619,7400,"2S Halfmoon E",89036,36795_034_2-S_HM_EE,,36795_034_2-S_HM_EE,4.054
3224921,9160,"Tracker Halfmoon TC Parameters",178590,,178589,7420,"2S Halfmoon W",89039,36795_034_2-S_HM_WW,,36795_034_2-S_HM_WW,4.072
3224923,9160,"Tracker Halfmoon TC Parameters",178635,,178634,7420,"2S Halfmoon W",89039,36795_034_2-S_HM_WW,,36795_034_2-S_HM_WW,4.012
3231280,9160,"Tracker Halfmoon TC Parameters",177705,,177704,7400,"2S Halfmoon E",89094,36795_041_2-S_HM_EE,,36795_041_2-S_HM_EE,4.049
3231281,9160,"Tracker Halfmoon TC Parameters",177714,,177713,7420,"2S Halfmoon W",89097,36795_041_2-S_HM_WW,,36795_041_2-S_HM_WW,4.062
3235341,9160,"Tracker Halfmoon TC Parameters",178853,,178852,7400,"2S Halfmoon E",89116,36795_044_2-S_HM_EE,,36795_044_2-S_HM_EE,4.007
3235343,9160,"Tracker Halfmoon TC Parameters",178931,,178930,7400,"2S Halfmoon E",89116,36795_044_2-S_HM_EE,,36795_044_2-S_HM_EE,4.058
3235340,9160,"Tracker Halfmoon TC Parameters",178847,,178846,7420,"2S Halfmoon W",89119,36795_044_2-S_HM_WW,,36795_044_2-S_HM_WW,4.056
3235342,9160,"Tracker Halfmoon TC Parameters",178907,,178906,7420,"2S Halfmoon W",89119,36795_044_2-S_HM_WW,,36795_044_2-S_HM_WW,4.031
3485360,9160,"Tracker Halfmoon TC Parameters",194153,,194152,7420,"2S Halfmoon W",89173,36796_003_2-S_HM_WW,,36796_003_2-S_HM_WW,4.208
3447924,9160,"Tracker Halfmoon TC Parameters",193642,,193641,7400,"2S Halfmoon E",89192,36796_006_2-S_HM_EE,,36796_006_2-S_HM_EE,4.041
3447921,9160,"Tracker Halfmoon TC Parameters",193555,,193554,7400,"2S Halfmoon E",89192,36796_006_2-S_HM_EE,,36796_006_2-S_HM_EE,4.214
3447920,9160,"Tracker Halfmoon TC Parameters",193522,,193521,7420,"2S Halfmoon W",89195,36796_006_2-S_HM_WW,,36796_006_2-S_HM_WW,4.23
3447923,9160,"Tracker Halfmoon TC Parameters",193621,,193620,7420,"2S Halfmoon W",89195,36796_006_2-S_HM_WW,,36796_006_2-S_HM_WW,4.064
3456520,9160,"Tracker Halfmoon TC Parameters",193225,,193224,7400,"2S Halfmoon E",89250,36796_018_2-S_HM_EE,,36796_018_2-S_HM_EE,4.054
3447922,9160,"Tracker Halfmoon TC Parameters",193609,,193608,7400,"2S Halfmoon E",89250,36796_018_2-S_HM_EE,,36796_018_2-S_HM_EE,4.054
3456521,9160,"Tracker Halfmoon TC Parameters",193294,,193293,7420,"2S Halfmoon W",89253,36796_018_2-S_HM_WW,,36796_018_2-S_HM_WW,4.097
3447925,9160,"Tracker Halfmoon TC Parameters",193786,,193785,7420,"2S Halfmoon W",89253,36796_018_2-S_HM_WW,,36796_018_2-S_HM_WW,4.097
3461420,9160,"Tracker Halfmoon TC Parameters",193420,,193419,7400,"2S Halfmoon E",89272,36796_022_2-S_HM_EE,,36796_022_2-S_HM_EE,4.11
