batch_number,Average,std
34252,6.95101923076923,0.2283465280616895
34254,6.3278,0.37903485621011496
34331,6.385315789473684,0.3189520090362794
34332,5.690392857142856,0.23613914839051445
34340,6.4223,0.2880561020855452
34341,6.652800000000001,0.39768801068947773
34343,6.449625,0.4780281982617062
34346,6.539261538461539,0.4608228807295121
34348,7.149708333333333,0.43928050255967166
34352,4.432117647058824,2.536961738042992
34353,6.34596875,0.38591587620628504
34354,6.272152173913043,0.4378667462135183
34357,6.0515,0.30416734844829946
34359,5.648964285714285,0.40580541607312964
35494,12.969111111111111,0.9716808175070204
35495,12.223,1.4262963026163746
35500,12.5075,1.025278449983223
35501,12.16225,1.8370194609747605
35713,5.963625,0.25280593206195606
35714,6.611125,0.3483993757170065
35717,5.43975,0.2654119011512621
35718,5.439125,0.3272296866990262
35719,5.244777777777778,0.2027244298165479
35722,5.108625,0.28688172650066085
35952,5.986625,0.4959593697356377
35959,6.6812499999999995,0.21603223965748397
35960,5.806875,0.22776958125012442
35961,5.179818181818182,0.15249643811041505
35962,6.052125,0.18998754658435585
35963,5.880625,0.3553004127964577
36236,5.8279000000000005,0.2963183160799285
36237,5.035625,0.17821891634407694
36238,5.9624999999999995,0.29686253323106226
36245,6.591347826086957,0.6512665708026625
36246,4.6405,0.4165254236795501
36696,5.992875,0.4631594217977219
36697,5.300434782608695,0.36072261139487993
36702,5.479375,0.30485753503344243
36703,6.473000000000001,0.3444660246022284
36704,5.501766666666667,2.7552976143564165
36705,3.8122000000000003,2.1394382440257536
36706,5.765333333333333,0.4837043173951073
36795,5.8065,0.30472610652846904
36796,4.886125,0.37780018811913957
36797,5.91725,0.44143912377586125
36798,3.4154000000000004,2.1875443063644893
36799,4.843933333333334,2.427743381504063
37083,4.5644,2.2858532791483146
37084,6.432233333333333,3.208899775821047
37085,4.698666666666666,2.951102562320282
37086,2.1425789473684214,1.714108114657298
37087,5.323875,0.375972049683028
37088,4.649375,0.5097116656923373
37398,5.626625,0.23736466068658377
37399,4.9742500000000005,0.35328812603878995
37400,8.83311111111111,0.6431464920656952
37401,6.8548333333333344,0.5121477976782352
37402,4.320241379310344,2.203001485881939
37403,3.579457142857143,2.413158442213625
37406,5.47,0.1977812644600815
37407,5.65,0.3878084947128267
37408,7.852499999999999,0.3673432999252874
37895,5.2067499999999995,0.22608579281831406
37896,4.6129999999999995,0.29259430714118223
37897,7.0761666666666665,0.1900099120221541
37900,4.570416666666667,2.2963002931306447
37901,4.474375,2.2573651591970054
37903,5.697,0.4022760246397987
