batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,ISURF_PAMPR
37399,PSS,WW,Brown,Right,20.0,20.049,3.39
37399,PSS,EE,Brown,Right,20.0,20.04,3.216
37399,PSS,WW,Brown,Right,20.0,20.064,3.376
37399,PSS,EE,Brown,Right,20.0,20.035,3.357
37399,PSS,WW,Brown,Right,20.0,20.032,3.49
37399,PSS,EE,Brown,Right,20.0,20.042,3.528
37399,PSS,WW,Brown,Right,20.0,20.026,3.55
37399,PSS,EE,Brown,Right,20.0,20.056,3.056
37399,PSS,WW,Brown,Right,20.0,20.058,3.032
37399,PSS,EE,Brown,Right,20.0,20.052,3.067
37399,PSS,WW,Brown,Right,20.0,20.074,3.185
37400,2S,EE,Demokritos,Left,22.3,22.3,5.93
37400,2S,WW,Demokritos,Left,22.5,22.5,6.12
37400,2S,WW,Demokritos,Left,21.1,21.1,5.797
37400,2S,EE,Demokritos,Left,22.6,22.6,6.4
37400,2S,WW,Demokritos,Left,22.6,22.6,6.44
37400,2S,EE,Demokritos,Left,22.3,22.3,6.296
37400,2S,WW,Demokritos,Left,22.5,22.5,6.599
37400,2S,EE,Demokritos,Left,22.7,22.7,5.68
37400,2S,WW,Demokritos,Left,20.6,20.6,5.15
37400,2S,EE,Demokritos,Left,21.3,21.3,5.37
37400,2S,WW,Demokritos,Left,21.2,21.2,5.42
37400,2S,EE,Demokritos,Left,22.7,22.7,6.09
37400,2S,WW,Demokritos,Left,20.8,20.8,5.753
37401,2S,EE,Demokritos,Left,21.1,21.1,5.013
37401,2S,WW,Demokritos,Left,20.9,20.9,4.847
37401,2S,EE,Demokritos,Left,20.9,20.9,4.725
37401,2S,WW,Demokritos,Left,20.3,20.3,4.601
37401,2S,EE,Demokritos,Left,20.7,20.7,4.841
37401,2S,WW,Demokritos,Left,20.7,20.7,4.818
37401,2S,EE,Demokritos,Left,20.0,20.0,4.242
37401,2S,WW,Demokritos,Left,22.1,22.1,4.434
37401,2S,EE,Demokritos,Left,21.3,21.3,4.625
37401,2S,WW,Demokritos,Left,21.8,21.8,4.604
37401,2S,EE,Demokritos,Left,22.2,22.2,4.784
37401,2S,WW,Demokritos,Left,22.1,22.1,4.803
37401,2S,EE,Demokritos,Left,22.5,22.5,5.156
37401,2S,WW,Demokritos,Left,22.0,22.0,5.083
37402,2S,EE,Perugia,Left,20.0,20.0,0.922
37402,2S,WW,Perugia,Left,20.0,20.0,0.934
37402,2S,EE,Perugia,Left,20.0,20.0,0.921
37402,2S,EE,Perugia,Left,20.0,20.0,0.921
37402,2S,WW,Perugia,Left,20.0,20.0,0.94
37402,2S,EE,Perugia,Left,20.0,20.0,0.963
37402,2S,WW,Perugia,Left,20.0,20.0,0.968
37402,2S,EE,Perugia,Left,20.0,20.0,0.971
37402,2S,WW,Perugia,Left,20.0,20.0,0.977
37402,2S,EE,Perugia,Left,20.0,20.0,0.973
37402,2S,WW,Perugia,Left,20.0,20.0,0.982
37402,2S,EE,Perugia,Left,20.0,20.0,0.853
37402,2S,WW,Perugia,Left,20.0,20.0,0.856
37402,2S,EE,Perugia,Left,20.0,20.0,0.881
37402,2S,WW,Perugia,Left,20.0,20.0,0.895
37402,2S,EE,Perugia,Left,20.0,20.0,0.906
37402,2S,WW,Perugia,Left,20.0,20.0,0.911
37402,2S,EE,Perugia,Left,20.0,20.0,0.901
37402,2S,WW,Perugia,Left,20.0,20.0,0.924
37403,2S,EE,Perugia,Left,20.0,20.0,0.935
37403,2S,WW,Perugia,Left,20.0,20.0,0.946
37403,2S,EE,Perugia,Left,20.0,20.0,0.961
37403,2S,WW,Perugia,Left,20.0,20.0,0.978
37403,2S,EE,Perugia,Left,20.0,20.0,0.973
37403,2S,WW,Perugia,Left,20.0,20.0,0.991
37403,2S,EE,Perugia,Left,20.0,20.0,0.994
37403,2S,WW,Perugia,Left,20.0,20.0,0.985
37403,2S,EE,Perugia,Left,20.0,20.0,0.989
37403,2S,WW,Perugia,Left,20.0,20.0,1.03
37403,2S,EE,Perugia,Left,20.0,20.0,0.871
37403,2S,WW,Perugia,Left,20.0,20.0,0.872
37403,2S,EE,Perugia,Left,20.0,20.0,0.879
37403,2S,WW,Perugia,Left,20.0,20.0,0.895
37403,2S,EE,Perugia,Left,20.0,20.0,0.906
37403,2S,WW,Perugia,Left,20.0,20.0,0.915
37406,2S,EE,Brown,Right,20.0,20.011,3.689
37406,2S,WW,Brown,Right,20.0,20.023,3.698
37406,2S,EE,Brown,Right,20.0,20.039,3.592
37406,2S,WW,Brown,Right,20.0,20.021,3.759
37406,2S,EE,Brown,Right,20.0,20.045,3.78
37406,2S,WW,Brown,Right,20.0,20.04,3.786
37406,2S,EE,Brown,Right,20.0,20.045,3.749
37406,2S,WW,Brown,Right,20.0,20.046,3.832
37406,2S,EE,Brown,Right,20.0,20.041,3.229
37406,2S,WW,Brown,Right,20.0,20.028,3.322
37406,2S,EE,Brown,Right,20.0,20.053,3.415
37406,2S,WW,Brown,Right,20.0,20.049,3.462
37406,2S,EE,Brown,Right,20.0,20.056,3.548
37406,2S,WW,Brown,Right,20.0,20.069,3.614
37406,2S,EE,Brown,Right,20.0,20.067,3.58
37406,2S,WW,Brown,Right,20.0,20.052,3.537
37407,2S,EE,Brown,Right,20.0,20.035,3.689
37407,2S,WW,Brown,Right,20.0,20.034,3.746
37407,2S,EE,Brown,Right,20.0,20.048,3.743
37407,2S,WW,Brown,Right,20.0,20.054,3.839
37407,2S,EE,Brown,Right,20.0,20.06,3.895
37407,2S,WW,Brown,Right,20.0,20.072,3.871
37407,2S,EE,Brown,Right,20.0,20.079,3.941
37407,2S,WW,Brown,Right,20.0,19.996,3.94
37407,2S,EE,Brown,Right,20.0,20.054,3.993
37407,2S,WW,Brown,Right,20.0,20.085,4.035
37407,2S,EE,Brown,Right,20.0,20.076,3.414
37407,2S,WW,Brown,Right,20.0,20.05,3.445
37407,2S,EE,Brown,Right,20.0,20.079,3.56
37407,2S,WW,Brown,Right,20.0,20.066,3.57
37407,2S,EE,Brown,Right,20.0,20.09,3.54
37407,2S,WW,Brown,Right,20.0,20.075,3.577
37408,2S,EE,Demokritos,Left,16.5,16.5,3.622
37408,2S,WW,Demokritos,Left,16.9,16.9,3.743
37408,2S,EE,Demokritos,Left,20.6,20.6,5.015
37408,2S,WW,Demokritos,Left,22.1,22.1,5.591
37408,2S,EE,Demokritos,Left,17.9,17.9,3.921
37408,2S,WW,Demokritos,Left,18.6,18.6,4.151
37408,2S,EE,Demokritos,Left,22.1,22.1,5.737
37408,2S,WW,Demokritos,Left,20.9,20.9,5.649
37408,2S,EE,Demokritos,Left,19.4,19.4,3.794
37408,2S,WW,Demokritos,Left,20.5,20.5,4.134
37408,2S,EE,Demokritos,Left,20.7,20.7,4.592
37408,2S,WW,Demokritos,Left,20.0,20.0,4.594
37408,2S,EE,Demokritos,Left,20.7,20.7,5.226
37408,2S,WW,Demokritos,Left,20.6,20.6,5.223
37897,2S,EE,Demokritos,Left,20.0,20.0,5.142
37895,PSS,EE,Brown,Right,20.0,20.038,3.45
37895,PSS,WW,Brown,Right,20.0,20.05,3.611
37895,PSS,EE,Brown,Right,20.0,20.015,3.648
37895,PSS,WW,Brown,Right,20.0,20.02,3.547
37895,PSS,EE,Brown,Right,20.0,20.074,3.528
37895,PSS,WW,Brown,Right,20.0,20.069,3.693
37895,PSS,EE,Brown,Right,20.0,20.043,3.676
37895,PSS,WW,Brown,Right,20.0,20.04,3.726
37895,PSS,EE,Brown,Right,20.0,20.04,3.143
37895,PSS,WW,Brown,Right,20.0,20.087,3.386
37895,PSS,EE,Brown,Right,20.0,20.042,3.356
37895,PSS,WW,Brown,Right,20.0,20.09,3.477
37895,PSS,EE,Brown,Right,20.0,20.079,3.403
37895,PSS,WW,Brown,Right,20.0,20.06,3.563
37895,PSS,EE,Brown,Right,20.0,20.093,3.503
37895,PSS,WW,Brown,Right,20.0,20.073,3.576
37897,2S,WW,Demokritos,Left,19.0,19.0,4.651
37897,2S,EE,Demokritos,Left,19.2,19.2,4.779
37897,2S,WW,Demokritos,Left,18.7,18.7,4.682
37897,2S,EE,Demokritos,Left,19.2,19.2,4.877
37897,2S,WW,Demokritos,Left,19.5,19.5,4.841
37897,2S,EE,Demokritos,Left,19.2,19.2,4.823
37897,2S,WW,Demokritos,Left,20.4,20.4,5.025
37897,2S,EE,Demokritos,Left,19.4,19.4,4.353
37897,2S,WW,Demokritos,Left,19.8,19.8,4.256
37897,2S,EE,Demokritos,Left,20.0,20.0,4.664
37897,2S,WW,Demokritos,Left,20.1,20.1,4.674
37897,2S,EE,Demokritos,Left,21.0,21.0,4.912
37897,2S,WW,Demokritos,Left,20.9,20.9,4.998
37900,2S,EE,Perugia,Left,20.0,20.0,0.993
37900,2S,WW,Perugia,Left,20.0,20.0,0.961
37900,2S,EE,Perugia,Left,20.0,20.0,1.019
37900,2S,WW,Perugia,Left,20.0,20.0,0.981
37900,2S,EE,Perugia,Left,20.0,20.0,1.024
37900,2S,WW,Perugia,Left,20.0,20.0,0.987
37900,2S,EE,Perugia,Left,20.0,20.0,1.029
37900,2S,WW,Perugia,Left,20.0,20.0,1.014
37900,2S,EE,Perugia,Left,20.0,20.0,0.953
37900,2S,WW,Perugia,Left,20.0,20.0,0.895
37900,2S,EE,Perugia,Left,20.0,20.0,0.965
37900,2S,WW,Perugia,Left,20.0,20.0,0.921
37900,2S,EE,Perugia,Left,20.0,20.0,0.952
37900,2S,WW,Perugia,Left,20.0,20.0,0.932
37900,2S,EE,Perugia,Left,20.0,20.0,0.991
37900,2S,WW,Perugia,Left,20.0,20.0,0.975
37901,2S,EE,Perugia,Left,20.0,20.0,0.982
37901,2S,WW,Perugia,Left,20.0,20.0,0.928
37901,2S,EE,Perugia,Left,20.0,20.0,1.053
37901,2S,WW,Perugia,Left,20.0,20.0,0.99
37901,2S,EE,Perugia,Left,20.0,20.0,1.039
37901,2S,WW,Perugia,Left,20.0,20.0,0.972
37901,2S,EE,Perugia,Left,20.0,20.0,1.022
37901,2S,WW,Perugia,Left,20.0,20.0,0.955
37901,2S,EE,Perugia,Left,20.0,20.0,0.899
37901,2S,EE,Perugia,Left,20.0,20.0,0.899
37901,2S,WW,Perugia,Left,20.0,20.0,0.847
37901,2S,EE,Perugia,Left,20.0,20.0,0.905
37901,2S,WW,Perugia,Left,20.0,20.0,0.848
37901,2S,EE,Perugia,Left,20.0,20.0,0.921
37901,2S,WW,Perugia,Left,20.0,20.0,0.855
37901,2S,EE,Perugia,Left,20.0,20.0,0.931
37901,2S,WW,Perugia,Left,20.0,20.0,0.866
37903,2S,EE,Brown,Right,20.0,20.008,4.096
37903,2S,WW,Brown,Right,20.0,20.013,4.314
37903,2S,EE,Brown,Right,20.0,20.017,3.996
37903,2S,WW,Brown,Right,20.0,20.062,4.278
37903,2S,EE,Brown,Right,20.0,20.023,4.216
37903,2S,WW,Brown,Right,20.0,20.047,4.4
37903,2S,EE,Brown,Right,20.0,20.097,4.018
37903,2S,WW,Brown,Right,20.0,20.06,4.307
37903,2S,EE,Brown,Right,20.0,20.033,3.371
37903,2S,WW,Brown,Right,20.0,20.031,3.544
37903,2S,EE,Brown,Right,20.0,20.031,3.561
37903,2S,WW,Brown,Right,20.0,20.066,3.766
37903,2S,EE,Brown,Right,20.0,20.058,3.676
37903,2S,WW,Brown,Right,20.0,20.058,3.932
37903,2S,EE,Brown,Right,20.0,20.074,3.862
37903,2S,WW,Brown,Right,20.0,20.078,4.148
37896,PSS,EE,Brown,Right,20.0,20.063,2.974
37896,PSS,WW,Brown,Right,20.0,20.046,3.083
37896,PSS,EE,Brown,Right,20.0,20.064,3.049
37896,PSS,WW,Brown,Right,20.0,20.045,3.184
37896,PSS,EE,Brown,Right,20.0,20.08,3.05
37896,PSS,WW,Brown,Right,20.0,20.064,3.212
37896,PSS,EE,Brown,Right,20.0,20.06,3.047
37896,PSS,WW,Brown,Right,20.0,20.066,3.26
37896,PSS,EE,Brown,Right,20.0,20.029,3.283
37896,PSS,WW,Brown,Right,20.0,20.04,3.411
37896,PSS,EE,Brown,Right,20.0,20.02,3.323
37896,PSS,WW,Brown,Right,20.0,20.053,3.439
37896,PSS,EE,Brown,Right,20.0,20.072,2.842
37896,PSS,WW,Brown,Right,20.0,20.048,2.834
37896,PSS,EE,Brown,Right,20.0,20.077,2.907
37896,PSS,WW,Brown,Right,20.0,20.097,2.964
38212,PSS,EE,Brown,Right,20.0,20.013,4.051
38212,PSS,WW,Brown,Right,20.0,20.017,4.273
38212,PSS,EE,Brown,Right,20.0,20.093,4.023
38212,PSS,WW,Brown,Right,20.0,20.154,4.285
38212,PSS,EE,Brown,Right,20.0,20.061,4.141
38212,PSS,WW,Brown,Right,20.0,20.061,4.412
38212,PSS,EE,Brown,Right,20.0,20.136,4.083
38212,PSS,WW,Brown,Right,20.0,20.163,4.328
38212,PSS,EE,Brown,Right,20.0,20.099,4.19
38212,PSS,WW,Brown,Right,20.0,20.184,4.364
38212,PSS,EE,Brown,Right,20.0,20.146,3.365
38212,PSS,WW,Brown,Right,20.0,20.201,3.597
38212,PSS,EE,Brown,Right,20.0,20.212,3.569
38212,PSS,WW,Brown,Right,20.0,20.22,3.864
38212,PSS,EE,Brown,Right,20.0,20.22,3.771
38212,PSS,WW,Brown,Right,20.0,20.2,4.039
37904,2S,EE,Demokritos,Left,18.9,18.9,4.745
37904,2S,WW,Demokritos,Left,19.0,19.0,4.52
37904,2S,EE,Demokritos,Left,18.8,18.8,4.543
37904,2S,WW,Demokritos,Left,19.6,19.6,4.534
37904,2S,EE,Demokritos,Left,17.1,17.1,3.622
37904,2S,WW,Demokritos,Left,18.6,18.6,4.031
37904,2S,EE,Demokritos,Left,21.0,21.0,5.301
37904,2S,WW,Demokritos,Left,18.0,18.0,4.263
37904,2S,EE,Demokritos,Left,18.2,18.2,3.834
37904,2S,WW,Demokritos,Left,18.2,18.2,3.76
37904,2S,EE,Demokritos,Left,18.1,18.1,4.06
37904,2S,EE,Demokritos,Left,18.2,18.2,3.985
37904,2S,EE,Demokritos,Left,19.8,19.8,4.588
37904,2S,WW,Demokritos,Left,19.7,19.7,4.529
37905,2S,EE,Demokritos,Left,15.0,15.0,3.254
37905,2S,WW,Demokritos,Left,15.4,15.4,3.325
37905,2S,EE,Demokritos,Left,20.0,20.0,4.92
37905,2S,WW,Demokritos,Left,19.7,19.7,4.907
37905,2S,EE,Demokritos,Left,17.2,17.2,4.011
37905,2S,WW,Demokritos,Left,18.6,18.6,4.2
37905,2S,EE,Demokritos,Left,20.0,20.0,4.792
37905,2S,WW,Demokritos,Left,20.5,20.5,5.06
37905,2S,EE,Demokritos,Left,19.2,19.2,3.966
37905,2S,WW,Demokritos,Left,20.2,20.2,4.474
37905,2S,EE,Demokritos,Left,20.8,20.8,4.733
37905,2S,WW,Demokritos,Left,20.7,20.7,4.624
37905,2S,EE,Demokritos,Left,21.1,21.1,4.978
37905,2S,WW,Demokritos,Left,22.4,22.4,5.606
38194,2S,EE,Perugia,Left,20.0,20.0,4.189
38194,2S,WW,Perugia,Left,20.0,20.0,4.086
38194,2S,EE,Perugia,Left,20.0,20.0,4.191
38194,2S,WW,Perugia,Left,20.0,20.0,4.178
38194,2S,EE,Perugia,Left,20.0,20.0,4.378
38194,2S,WW,Perugia,Left,20.0,20.0,4.202
38194,2S,EE,Perugia,Left,20.0,20.0,4.261
38194,2S,WW,Perugia,Left,20.0,20.0,4.208
38194,2S,EE,Perugia,Left,20.0,20.0,3.764
38194,2S,WW,Perugia,Left,20.0,20.0,3.63
38194,2S,EE,Perugia,Left,20.0,20.0,3.951
38194,2S,WW,Perugia,Left,20.0,20.0,3.841
38194,2S,EE,Perugia,Left,20.0,20.0,4.036
38194,2S,WW,Perugia,Left,20.0,20.0,3.961
38195,2S,EE,Perugia,Left,20.0,20.0,3.49
38195,2S,WW,Perugia,Left,20.0,20.0,3.305
38195,2S,EE,Perugia,Left,20.0,20.0,3.627
38195,2S,WW,Perugia,Left,20.0,20.0,3.422
38195,2S,EE,Perugia,Left,20.0,20.0,3.768
38195,2S,WW,Perugia,Left,20.0,20.0,3.478
38195,2S,EE,Perugia,Left,20.0,20.0,3.713
38195,2S,WW,Perugia,Left,20.0,20.0,3.577
38195,2S,EE,Perugia,Left,20.0,20.0,3.764
38195,2S,WW,Perugia,Left,20.0,20.0,3.676
38195,2S,EE,Perugia,Left,20.0,20.0,3.423
38195,2S,WW,Perugia,Left,20.0,20.0,3.213
38195,2S,EE,Perugia,Left,20.0,20.0,3.237
38195,2S,WW,Perugia,Left,20.0,20.0,3.192
38195,2S,EE,Perugia,Left,20.0,20.0,3.381
38195,2S,WW,Perugia,Left,20.0,20.0,3.288
38213,PSS,EE,Perugia,Left,20.0,20.0,0.796
38213,PSS,WW,Perugia,Left,20.0,20.0,0.788
38213,PSS,EE,Perugia,Left,20.0,20.0,0.835
38213,PSS,WW,Perugia,Left,20.0,20.0,0.862
38213,PSS,EE,Perugia,Left,20.0,20.0,0.835
38213,PSS,WW,Perugia,Left,20.0,20.0,0.833
38213,PSS,EE,Perugia,Left,20.0,20.0,0.874
38213,PSS,WW,Perugia,Left,20.0,20.0,0.865
38213,PSS,EE,Perugia,Left,20.0,20.0,0.765
38213,PSS,WW,Perugia,Left,20.0,20.0,0.75
38213,PSS,EE,Perugia,Left,20.0,20.0,0.797
38213,PSS,WW,Perugia,Left,20.0,20.0,0.813
38213,PSS,EE,Perugia,Left,20.0,20.0,0.809
38213,PSS,WW,Perugia,Left,20.0,20.0,0.788
38711,PSS,EE,Perugia,Left,20.0,20.0,4.124
38711,PSS,WW,Perugia,Left,20.0,20.0,4.054
38711,PSS,EE,Perugia,Left,20.0,20.0,4.24
38711,PSS,WW,Perugia,Left,20.0,20.0,4.064
38711,PSS,EE,Perugia,Left,20.0,20.0,4.322
38711,PSS,WW,Perugia,Left,20.0,20.0,4.239
38711,PSS,EE,Perugia,Left,20.0,20.0,4.313
38711,PSS,WW,Perugia,Left,20.0,20.0,4.267
38711,PSS,EE,Perugia,Left,20.0,20.0,3.893
38711,PSS,WW,Perugia,Left,20.0,20.0,3.78
38711,PSS,EE,Perugia,Left,20.0,20.0,3.974
38711,PSS,WW,Perugia,Left,20.0,20.0,3.873
38711,PSS,EE,Perugia,Left,20.0,20.0,3.972
38711,PSS,WW,Perugia,Left,20.0,20.0,3.922
38711,PSS,EE,Perugia,Left,20.0,20.0,4.075
38711,PSS,WW,Perugia,Left,20.0,20.0,4.003
38196,2S,EE,Demokritos,Left,19.1,19.1,4.139
38196,2S,WW,Demokritos,Left,21.4,21.4,4.696
38196,2S,EE,Demokritos,Left,23.3,23.3,6.28
38196,2S,WW,Demokritos,Left,20.7,20.7,5.433
38196,2S,EE,Demokritos,Left,21.5,21.5,5.757
38196,2S,WW,Demokritos,Left,21.9,21.9,5.653
38196,2S,EE,Demokritos,Left,22.7,22.7,5.691
38196,2S,WW,Demokritos,Left,19.0,19.0,4.151
38196,2S,EE,Demokritos,Left,22.3,22.3,6.138
38196,2S,WW,Demokritos,Left,22.6,22.6,6.176
38196,2S,EE,Demokritos,Left,22.2,22.2,5.094
38196,2S,WW,Demokritos,Left,22.6,22.6,5.208
38196,2S,EE,Demokritos,Left,20.5,20.5,4.353
38196,2S,WW,Demokritos,Left,21.8,21.8,4.798
38198,2S,EE,Perugia,Left,20.0,20.0,0.939
38198,2S,WW,Perugia,Left,20.0,20.0,0.913
38198,2S,EE,Perugia,Left,20.0,20.0,0.956
38198,2S,WW,Perugia,Left,20.0,20.0,0.93
38198,2S,EE,Perugia,Left,20.0,20.0,0.982
38198,2S,WW,Perugia,Left,20.0,20.0,0.952
38198,2S,EE,Perugia,Left,20.0,20.0,0.969
38198,2S,WW,Perugia,Left,20.0,20.0,0.968
38198,2S,EE,Perugia,Left,20.0,20.0,0.867
38198,2S,WW,Perugia,Left,20.0,20.0,0.85
38198,2S,EE,Perugia,Left,20.0,20.0,0.914
38198,2S,WW,Perugia,Left,20.0,20.0,0.892
38198,2S,EE,Perugia,Left,20.0,20.0,0.935
38198,2S,WW,Perugia,Left,20.0,20.0,0.919
38199,2S,EE,Demokritos,Left,18.6,18.6,4.888
38199,2S,WW,Demokritos,Left,19.7,19.7,4.879
38199,2S,EE,Demokritos,Left,20.3,20.3,5.239
38199,2S,WW,Demokritos,Left,20.8,20.8,5.318
38199,2S,EE,Demokritos,Left,20.1,20.1,5.251
38199,2S,WW,Demokritos,Left,20.8,20.8,5.348
38199,2S,EE,Demokritos,Left,21.3,21.3,5.037
38199,2S,WW,Demokritos,Left,21.6,21.6,5.005
38199,2S,EE,Demokritos,Left,22.2,22.2,5.604
38199,2S,WW,Demokritos,Left,22.5,22.5,5.659
38199,2S,EE,Demokritos,Left,20.4,20.4,5.127
38199,2S,WW,Demokritos,Left,21.6,21.6,5.34
38199,2S,EE,Demokritos,Left,21.7,21.7,5.544
38199,2S,WW,Demokritos,Left,22.0,22.0,5.507
38201,2S,EE,Perugia,Left,20.0,20.0,0.743
38201,2S,WW,Perugia,Left,20.0,20.0,0.733
38201,2S,EE,Perugia,Left,20.0,20.0,0.772
38201,2S,WW,Perugia,Left,20.0,20.0,0.761
38201,2S,EE,Perugia,Left,20.0,20.0,0.788
38201,2S,WW,Perugia,Left,20.0,20.0,0.783
38201,2S,EE,Perugia,Left,20.0,20.0,0.807
38201,2S,WW,Perugia,Left,20.0,20.0,0.798
38201,2S,EE,Perugia,Left,20.0,20.0,0.724
38201,2S,WW,Perugia,Left,20.0,20.0,0.716
38201,2S,EE,Perugia,Left,20.0,20.0,0.736
38201,2S,WW,Perugia,Left,20.0,20.0,0.731
38201,2S,EE,Perugia,Left,20.0,20.0,0.745
38201,2S,WW,Perugia,Left,20.0,20.0,0.744
38201,2S,EE,Perugia,Left,20.0,20.0,0.76
38201,2S,WW,Perugia,Left,20.0,20.0,0.756
38202,2S,EE,Brown,Right,20.0,20.022,2.997
38202,2S,WW,Brown,Right,20.0,20.02,3.201
38202,2S,EE,Brown,Right,20.0,20.013,3.06
38202,2S,WW,Brown,Right,20.0,20.018,3.3
38202,2S,EE,Brown,Right,20.0,20.016,3.256
38202,2S,WW,Brown,Right,20.0,20.019,3.329
38202,2S,EE,Brown,Right,20.0,20.016,3.371
38202,2S,WW,Brown,Right,20.0,20.016,3.536
38202,2S,EE,Brown,Right,20.0,20.007,2.97
38202,2S,WW,Brown,Right,20.0,20.005,2.998
38202,2S,EE,Brown,Right,20.0,20.011,2.956
38202,2S,WW,Brown,Right,20.0,20.007,3.041
38202,2S,EE,Brown,Right,20.0,20.005,3.055
38202,2S,WW,Brown,Right,20.0,20.01,3.177
38202,2S,EE,Brown,Right,20.0,20.011,3.024
38202,2S,WW,Brown,Right,20.0,20.008,3.118
38693,2S,EE,Brown,Right,20.0,20.021,3.025
38693,2S,WW,Brown,Right,20.0,20.011,3.229
38693,2S,EE,Brown,Right,20.0,20.008,3.056
38693,2S,WW,Brown,Right,20.0,20.006,3.375
38693,2S,EE,Brown,Right,20.0,20.01,3.153
38693,2S,WW,Brown,Right,20.0,20.014,3.274
38693,2S,EE,Brown,Right,20.0,20.012,3.081
38693,2S,WW,Brown,Right,20.0,20.009,3.326
38693,2S,EE,Brown,Right,20.0,20.005,3.323
38693,2S,WW,Brown,Right,20.0,20.008,3.43
38693,2S,EE,Brown,Right,20.0,20.006,2.946
38693,2S,WW,Brown,Right,20.0,20.007,2.968
38693,2S,EE,Brown,Right,20.0,20.025,3.142
38693,2S,WW,Brown,Right,20.0,20.013,3.191
38693,2S,EE,Brown,Right,20.0,20.008,3.09
38693,2S,WW,Brown,Right,20.0,20.011,3.182
38694,2S,EE,Brown,Right,20.0,20.008,4.003
38694,2S,WW,Brown,Right,20.0,20.015,3.89
38694,2S,EE,Brown,Right,20.0,20.006,3.949
38694,2S,WW,Brown,Right,20.0,20.009,3.921
38694,2S,EE,Brown,Right,20.0,20.042,4.076
38694,2S,WW,Brown,Right,20.0,20.019,3.966
38694,2S,EE,Brown,Right,20.0,20.033,3.96
38694,2S,WW,Brown,Right,20.0,20.016,4.099
38694,2S,EE,Brown,Right,20.0,20.004,3.287
38694,2S,WW,Brown,Right,20.0,20.006,3.477
38694,2S,EE,Brown,Right,20.0,20.006,3.43
38694,2S,WW,Brown,Right,20.0,20.017,3.597
38694,2S,EE,Brown,Right,20.0,20.029,3.542
38694,2S,WW,Brown,Right,20.0,20.018,3.519
38694,2S,EE,Brown,Right,20.0,20.035,3.645
38694,2S,WW,Brown,Right,20.0,20.012,3.701
38713,2S,EE,Brown,Right,20.0,20.009,3.811
38713,2S,WW,Brown,Right,20.0,20.025,3.804
38713,2S,EE,Brown,Right,20.0,20.006,3.764
38713,2S,WW,Brown,Right,20.0,20.011,3.783
38713,2S,EE,Brown,Right,20.0,20.052,3.803
38713,2S,WW,Brown,Right,20.0,20.028,3.988
38713,2S,EE,Brown,Right,20.0,20.035,4.175
38713,2S,WW,Brown,Right,20.0,20.018,3.856
38713,2S,EE,Brown,Right,20.0,20.008,4.078
38713,2S,WW,Brown,Right,20.0,20.011,4.113
38713,2S,EE,Brown,Right,20.0,20.006,3.423
38713,2S,WW,Brown,Right,20.0,20.023,3.522
38713,2S,EE,Brown,Right,20.0,20.027,3.623
38713,2S,WW,Brown,Right,20.0,20.019,3.663
38713,2S,EE,Brown,Right,20.0,20.042,3.639
38713,2S,WW,Brown,Right,20.0,20.018,3.7
38714,2S,EE,Demokritos,Left,22.1,22.1,5.016
38714,2S,WW,Demokritos,Left,22.3,22.3,4.889
38714,2S,EE,Demokritos,Left,22.6,22.6,5.333
38714,2S,WW,Demokritos,Left,20.8,20.8,4.709
38714,2S,EE,Demokritos,Left,19.9,19.9,4.874
38714,2S,WW,Demokritos,Left,20.8,20.8,4.787
38714,2S,EE,Demokritos,Left,21.5,21.5,4.54
38714,2S,WW,Demokritos,Left,21.9,21.9,4.597
38714,2S,EE,Demokritos,Left,21.7,21.7,4.634
38714,2S,WW,Demokritos,Left,22.1,22.1,4.696
38714,2S,EE,Demokritos,Left,22.2,22.2,4.924
38714,2S,WW,Demokritos,Left,22.4,22.4,4.879
38714,2S,EE,Demokritos,Left,22.2,22.2,5.095
38714,2S,WW,Demokritos,Left,22.3,22.3,5.032
38715,2S,EE,Demokritos,Left,21.0,21.0,5.007
38715,2S,WW,Demokritos,Left,21.0,21.0,4.731
38715,2S,EE,Demokritos,Left,22.4,22.4,5.46
38715,2S,WW,Demokritos,Left,20.7,20.7,4.982
38715,2S,EE,Demokritos,Left,20.9,20.9,5.034
38715,2S,WW,Demokritos,Left,20.6,20.6,5.02
38715,2S,EE,Demokritos,Left,21.4,21.4,4.778
38715,2S,WW,Demokritos,Left,21.7,21.7,4.629
38715,2S,EE,Demokritos,Left,21.7,21.7,4.948
38715,2S,WW,Demokritos,Left,21.8,21.8,4.827
38715,2S,EE,Demokritos,Left,21.4,21.4,5.082
38715,2S,WW,Demokritos,Left,21.1,21.1,4.722
38715,2S,EE,Demokritos,Left,22.0,22.0,5.087
38715,2S,WW,Demokritos,Left,22.2,22.2,4.917
38716,2S,EE,Perugia,Left,20.0,20.0,0.82
38716,2S,WW,Perugia,Left,20.0,20.0,0.8
38716,2S,EE,Perugia,Left,20.0,20.0,0.843
38716,2S,WW,Perugia,Left,20.0,20.0,0.813
38716,2S,EE,Perugia,Left,20.0,20.0,0.852
38716,2S,WW,Perugia,Left,20.0,20.0,0.817
38716,2S,EE,Perugia,Left,20.0,20.0,0.757
38716,2S,WW,Perugia,Left,20.0,20.0,0.735
38716,2S,EE,Perugia,Left,20.0,20.0,0.785
38716,2S,WW,Perugia,Left,20.0,20.0,0.777
