batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,S0_CMSEC
34332,2S,WW,Perugia,Right,20.0,20.0,1.368
34332,2S,WW,Perugia,Left,20.0,20.0,1.301
34332,2S,WW,Perugia,Left,20.0,20.0,0.909
34332,2S,EE,Perugia,Left,20.0,20.0,1.363
34332,2S,EE,Perugia,Right,20.0,20.0,1.299
34332,2S,EE,Perugia,Left,20.0,20.0,0.952
34332,2S,WW,Perugia,Right,20.0,20.0,1.387
34332,2S,WW,Perugia,Left,20.0,20.0,1.355
34332,2S,WW,Perugia,Left,20.0,20.0,0.947
34332,2S,WW,Perugia,Right,20.0,20.0,1.373
34332,2S,WW,Perugia,Left,20.0,20.0,1.338
34332,2S,WW,Perugia,Right,20.0,20.0,1.311
34332,2S,WW,Perugia,Left,20.0,20.0,1.383
34332,2S,WW,Perugia,Left,20.0,20.0,0.934
34332,2S,WW,Perugia,Left,20.0,20.0,0.966
34332,2S,EE,Perugia,Left,20.0,20.0,1.211
34332,2S,EE,Perugia,Right,20.0,20.0,1.196
34332,2S,EE,Perugia,Left,20.0,20.0,0.846
34332,2S,WW,Perugia,Left,20.0,20.0,1.179
34332,2S,WW,Perugia,Right,20.0,20.0,1.22
34332,2S,WW,Perugia,Left,20.0,20.0,0.824
34332,2S,EE,Perugia,Right,20.0,20.0,1.324
34332,2S,EE,Perugia,Left,20.0,20.0,1.288
34332,2S,EE,Perugia,Left,20.0,20.0,0.899
34332,2S,WW,Perugia,Right,20.0,20.0,1.31
34332,2S,WW,Perugia,Left,20.0,20.0,1.278
34332,2S,WW,Perugia,Left,20.0,20.0,0.892
34332,2S,EE,Perugia,Right,20.0,20.0,1.254
34332,2S,EE,Perugia,Left,20.0,20.0,1.257
34332,2S,EE,Perugia,Left,20.0,20.0,0.878
34332,2S,WW,Perugia,Right,20.0,20.0,1.277
34332,2S,WW,Perugia,Left,20.0,20.0,1.242
34332,2S,WW,Perugia,Left,20.0,20.0,0.867
34332,2S,EE,Perugia,Right,20.0,20.0,1.262
34332,2S,EE,Perugia,Left,20.0,20.0,1.286
34332,2S,EE,Perugia,Left,20.0,20.0,0.898
34332,2S,WW,Perugia,Left,20.0,20.0,1.341
34332,2S,WW,Perugia,Right,20.0,20.0,1.371
34332,2S,WW,Perugia,Left,20.0,20.0,0.937
34346,2S,EE,Perugia,Left,20.0,20.0,1.594
34346,2S,EE,Perugia,Right,20.0,20.0,1.453
34346,2S,EE,Perugia,Left,20.0,20.0,1.114
34346,2S,WW,Perugia,Left,20.0,20.0,1.476
34346,2S,WW,Perugia,Right,20.0,20.0,1.537
34346,2S,WW,Perugia,Left,20.0,20.0,1.031
34346,2S,EE,Perugia,Left,20.0,20.0,1.526
34346,2S,EE,Perugia,Right,20.0,20.0,1.486
34346,2S,EE,Perugia,Left,20.0,20.0,1.066
34346,2S,WW,Perugia,Right,20.0,20.0,1.593
34346,2S,WW,Perugia,Left,20.0,20.0,1.497
34346,2S,WW,Perugia,Left,20.0,20.0,1.045
34346,2S,EE,Perugia,Right,20.0,20.0,1.542
34346,2S,EE,Perugia,Left,20.0,20.0,1.604
34346,2S,EE,Perugia,Left,20.0,20.0,1.121
34346,2S,WW,Perugia,Right,20.0,20.0,1.543
34346,2S,WW,Perugia,Left,20.0,20.0,1.527
34346,2S,WW,Perugia,Left,20.0,20.0,1.527
34346,2S,WW,Perugia,Left,20.0,20.0,1.066
34346,2S,WW,Perugia,Left,20.0,20.0,1.066
34346,2S,EE,Perugia,Left,20.0,20.0,1.303
34346,2S,EE,Perugia,Right,20.0,20.0,1.271
34346,2S,EE,Perugia,Right,20.0,20.0,1.271
34346,2S,EE,Perugia,Left,20.0,20.0,0.91
34346,2S,EE,Perugia,Left,20.0,20.0,1.568
34346,2S,EE,Perugia,Right,20.0,20.0,1.529
34346,2S,EE,Perugia,Left,20.0,20.0,1.095
34346,2S,WW,Perugia,Left,20.0,20.0,1.56
34346,2S,WW,Perugia,Left,20.0,20.0,1.09
34346,2S,EE,Perugia,Left,20.0,20.0,1.586
34346,2S,EE,Perugia,Right,20.0,20.0,1.567
34346,2S,EE,Perugia,Left,20.0,20.0,1.108
34346,2S,WW,Perugia,Left,20.0,20.0,1.515
34346,2S,WW,Perugia,Right,20.0,20.0,1.658
34346,2S,WW,Perugia,Left,20.0,20.0,1.058
34346,2S,EE,Perugia,Left,20.0,20.0,1.654
34346,2S,EE,Perugia,Right,20.0,20.0,1.592
34346,2S,EE,Perugia,Left,20.0,20.0,1.155
34346,2S,WW,Perugia,Left,20.0,20.0,1.571
34346,2S,WW,Perugia,Right,20.0,20.0,1.675
34346,2S,WW,Perugia,Left,20.0,20.0,1.097
34346,2S,EE,Perugia,Right,20.0,20.0,1.335
34346,2S,EE,Perugia,Left,20.0,20.0,1.344
34346,2S,EE,Perugia,Left,20.0,20.0,0.939
34346,2S,WW,Perugia,Left,20.0,20.0,1.262
34346,2S,WW,Perugia,Right,20.0,20.0,1.301
34346,2S,WW,Perugia,Left,20.0,20.0,0.881
34346,2S,EE,Perugia,Left,20.0,20.0,1.425
34346,2S,EE,Perugia,Right,20.0,20.0,1.386
34346,2S,EE,Perugia,Left,20.0,20.0,0.995
34346,2S,WW,Perugia,Left,20.0,20.0,1.38
34346,2S,WW,Perugia,Right,20.0,20.0,1.454
34346,2S,WW,Perugia,Left,20.0,20.0,0.964
34346,2S,EE,Perugia,Right,20.0,20.0,1.465
34346,2S,EE,Perugia,Left,20.0,20.0,1.52
34346,2S,EE,Perugia,Left,20.0,20.0,1.062
34346,2S,WW,Perugia,Left,20.0,20.0,1.44
34346,2S,WW,Perugia,Right,20.0,20.0,1.482
34346,2S,WW,Perugia,Left,20.0,20.0,1.006
34346,2S,EE,Perugia,Right,20.0,20.0,1.512
34346,2S,EE,Perugia,Left,20.0,20.0,1.557
34346,2S,EE,Perugia,Left,20.0,20.0,1.088
34346,2S,WW,Perugia,Left,20.0,20.0,1.514
34346,2S,WW,Perugia,Right,20.0,20.0,1.597
34346,2S,WW,Perugia,Left,20.0,20.0,1.057
34348,2S,EE,Perugia,Left,20.0,20.0,1.641
34348,2S,EE,Perugia,Left,20.0,20.0,1.146
34348,2S,WW,Perugia,Left,20.0,20.0,1.603
34348,2S,WW,Perugia,Left,20.0,20.0,1.12
34348,2S,EE,Perugia,Left,20.0,20.0,1.599
34348,2S,EE,Perugia,Left,20.0,20.0,1.117
34348,2S,WW,Perugia,Left,20.0,20.0,1.588
34348,2S,WW,Perugia,Left,20.0,20.0,1.109
34348,2S,EE,Perugia,Left,20.0,20.0,1.673
34348,2S,EE,Perugia,Left,20.0,20.0,1.168
34348,2S,WW,Perugia,Left,20.0,20.0,1.583
34348,2S,WW,Perugia,Left,20.0,20.0,1.106
34348,2S,EE,Perugia,Left,20.0,20.0,1.734
34348,2S,EE,Perugia,Left,20.0,20.0,1.211
34348,2S,WW,Perugia,Left,20.0,20.0,1.667
34348,2S,WW,Perugia,Left,20.0,20.0,1.165
34348,2S,EE,Perugia,Left,20.0,20.0,1.738
34348,2S,EE,Perugia,Left,20.0,20.0,1.214
34348,2S,WW,Perugia,Left,20.0,20.0,1.661
34348,2S,WW,Perugia,Left,20.0,20.0,1.16
34348,2S,EE,Perugia,Left,20.0,20.0,1.643
34348,2S,EE,Perugia,Left,20.0,20.0,1.706
34348,2S,EE,Perugia,Left,20.0,20.0,1.148
34348,2S,EE,Perugia,Left,20.0,20.0,1.192
34348,2S,EE,Perugia,Left,20.0,20.0,1.698
34348,2S,EE,Perugia,Left,20.0,20.0,1.186
34348,2S,WW,Perugia,Left,20.0,20.0,1.662
34348,2S,WW,Perugia,Left,20.0,20.0,1.161
34348,2S,EE,Perugia,Left,20.0,20.0,1.719
34348,2S,EE,Perugia,Left,20.0,20.0,1.201
34348,2S,WW,Perugia,Left,20.0,20.0,1.66
34348,2S,WW,Perugia,Left,20.0,20.0,1.16
34348,2S,EE,Perugia,Left,20.0,20.0,1.753
34348,2S,EE,Perugia,Left,20.0,20.0,1.225
34348,2S,WW,Perugia,Left,20.0,20.0,1.636
34348,2S,WW,Perugia,Left,20.0,20.0,1.143
34348,2S,EE,Perugia,Left,20.0,20.0,1.78
34348,2S,EE,Perugia,Left,20.0,20.0,1.244
34348,2S,WW,Perugia,Left,20.0,20.0,1.682
34348,2S,WW,Perugia,Left,20.0,20.0,1.175
34348,2S,EE,Perugia,Left,20.0,20.0,1.386
34348,2S,EE,Perugia,Left,20.0,20.0,0.968
34348,2S,WW,Perugia,Left,20.0,20.0,1.408
34348,2S,WW,Perugia,Left,20.0,20.0,0.984
34348,2S,EE,Perugia,Left,20.0,20.0,1.522
34348,2S,EE,Perugia,Left,20.0,20.0,1.063
34348,2S,WW,Perugia,Left,20.0,20.0,1.476
34348,2S,WW,Perugia,Left,20.0,20.0,1.031
34331,2S,EE,Brown,Left,20.0,20.114,1.074
34331,2S,EE,Brown,Right,20.0,20.095,0.987
34331,2S,EE,Brown,Right,20.0,20.015,1.04
34331,2S,WW,Brown,Right,20.0,20.062,1.077
34331,2S,EE,Brown,Right,20.0,20.117,1.007
34331,2S,WW,Brown,Right,20.0,20.055,1.046
34331,2S,EE,Brown,Right,20.0,20.044,1.022
34331,2S,WW,Brown,Right,20.0,20.08,1.042
34331,2S,EE,Brown,Right,20.0,20.133,1.017
34331,2S,WW,Brown,Right,20.0,20.063,1.066
34331,2S,EE,Brown,Right,20.0,20.01,1.021
34331,2S,WW,Brown,Right,20.0,20.051,1.056
34331,2S,EE,Brown,Right,20.0,20.099,1.038
34331,2S,WW,Brown,Right,20.0,20.034,1.08
34331,2S,EE,Brown,Right,20.0,20.004,1.033
34331,2S,WW,Brown,Right,20.0,20.027,1.101
34331,2S,EE,Brown,Right,20.0,20.078,1.035
34331,2S,WW,Brown,Right,20.0,20.019,1.079
34331,2S,EE,Brown,Left,20.0,20.095,1.023
34331,2S,WW,Brown,Right,20.0,20.002,1.069
34331,2S,EE,Brown,Right,20.0,20.004,1.034
34331,2S,WW,Brown,Right,20.0,20.002,1.076
34331,2S,EE,Brown,Right,20.0,20.003,0.901
34331,2S,WW,Brown,Right,20.0,20.002,0.959
34331,2S,EE,Brown,Right,20.0,20.003,0.92
34331,2S,WW,Brown,Right,20.0,20.002,0.957
34331,2S,EE,Brown,Right,20.0,20.015,0.973
34331,2S,WW,Brown,Right,20.0,20.08,1.005
34331,2S,EE,Brown,Right,20.0,20.127,0.968
34331,2S,WW,Brown,Right,20.0,20.063,1.011
34331,2S,EE,Brown,Right,20.0,20.017,0.954
34331,2S,WW,Brown,Right,20.0,20.071,0.983
34331,2S,EE,Brown,Right,20.0,20.118,1.0
34331,2S,WW,Brown,Right,20.0,20.052,1.03
34331,2S,EE,Brown,Right,20.0,20.015,0.929
34331,2S,WW,Brown,Left,20.0,20.073,0.935
34331,2S,EE,Brown,Right,20.0,20.105,0.956
34331,2S,WW,Brown,Right,20.0,20.046,1.004
34340,PSS,EE,Brown,Right,20.0,20.007,1.02
34340,PSS,WW,Brown,Right,20.0,20.01,1.019
34340,PSS,EE,Brown,Right,20.0,20.045,1.036
34340,PSS,WW,Brown,Right,20.0,20.004,1.083
34340,PSS,EE,Brown,Right,20.0,20.004,1.036
34340,PSS,WW,Brown,Right,20.0,20.004,1.071
34340,PSS,EE,Brown,Right,20.0,20.023,1.046
34340,PSS,WW,Brown,Right,20.0,20.002,1.078
34340,PSS,EE,Brown,Right,20.0,20.004,1.046
34340,PSS,WW,Brown,Right,20.0,20.008,1.041
34340,PSS,EE,Brown,Left,20.0,20.084,1.009
34340,PSS,WW,Brown,Right,20.0,20.005,1.063
34340,PSS,EE,Brown,Right,20.0,20.003,1.045
34340,PSS,WW,Brown,Right,20.0,20.006,1.087
34340,PSS,EE,Brown,Right,20.0,20.052,1.047
34340,PSS,WW,Brown,Right,20.0,20.009,1.097
34340,PSS,EE,Brown,Right,20.0,20.003,1.059
34340,PSS,WW,Brown,Right,20.0,20.01,1.098
34340,PSS,EE,Brown,Right,20.0,20.048,1.057
34340,PSS,WW,Brown,Right,20.0,20.006,1.092
34340,PSS,EE,Brown,Right,20.0,20.001,0.96
34340,PSS,WW,Brown,Right,20.0,20.007,0.99
34340,PSS,EE,Brown,Right,20.0,20.075,0.947
34340,PSS,WW,Brown,Left,20.0,20.04,0.881
34340,PSS,EE,Brown,Right,20.0,20.003,0.959
34340,PSS,WW,Brown,Right,20.0,20.006,0.997
34340,PSS,EE,Brown,Right,20.0,20.053,0.973
34340,PSS,WW,Brown,Right,20.0,20.005,1.008
34340,PSS,EE,Brown,Right,20.0,20.002,0.983
34340,PSS,WW,Brown,Right,20.0,20.01,1.01
34340,PSS,EE,Brown,Right,20.0,20.067,1.001
34340,PSS,WW,Brown,Right,20.0,20.017,1.029
34340,PSS,EE,Brown,Right,20.0,20.005,0.993
34254,PSS,EE,Brown,Right,20.0,20.004,0.995
34254,PSS,WW,Brown,Right,20.0,20.01,1.047
34254,PSS,EE,Brown,Right,20.0,20.064,0.997
34254,PSS,WW,Brown,Right,20.0,20.009,1.055
34254,PSS,EE,Brown,Right,20.0,20.006,0.993
34254,PSS,WW,Brown,Left,20.0,20.047,0.959
34254,PSS,EE,Brown,Right,20.0,20.072,1.012
34254,PSS,WW,Brown,Right,20.0,20.016,1.011
34254,PSS,EE,Brown,Right,20.0,20.009,1.005
34254,PSS,WW,Brown,Right,20.0,20.034,1.057
34254,PSS,EE,Brown,Right,20.0,20.083,1.041
34254,PSS,WW,Brown,Right,20.0,20.018,1.051
34254,PSS,EE,Brown,Right,20.0,20.002,0.965
34254,PSS,WW,Brown,Right,20.0,20.002,1.058
34254,PSS,EE,Brown,Right,20.0,20.009,0.99
34254,PSS,WW,Brown,Right,20.0,20.004,1.04
34254,PSS,EE,Brown,Right,20.0,20.004,0.999
34254,PSS,WW,Brown,Right,20.0,20.004,1.066
34254,PSS,WW,Brown,Right,20.0,20.003,1.057
34254,PSS,EE,Brown,Right,20.0,20.002,1.051
34254,PSS,WW,Brown,Right,20.0,20.004,1.091
34254,PSS,EE,Brown,Right,20.0,20.023,1.057
34254,PSS,WW,Brown,Right,20.0,19.973,1.105
34254,PSS,EE,Brown,Right,20.0,20.002,1.039
34254,PSS,WW,Brown,Right,20.0,20.002,1.108
34254,PSS,EE,Brown,Right,20.0,20.014,1.085
34254,PSS,WW,Brown,Right,20.0,20.003,1.061
34254,PSS,EE,Brown,Right,20.0,20.002,1.075
34254,PSS,WW,Brown,Left,20.0,20.012,1.001
34254,PSS,EE,Brown,Right,20.0,20.019,1.054
34254,PSS,WW,Brown,Right,20.0,20.002,1.11
34254,PSS,EE,Brown,Right,20.0,20.003,1.067
34254,PSS,WW,Brown,Right,20.0,20.002,1.044
34254,PSS,EE,Brown,Right,20.0,20.01,0.863
34254,PSS,WW,Brown,Right,20.0,20.002,0.868
34254,PSS,EE,Brown,Right,20.0,20.003,0.877
34254,PSS,WW,Brown,Right,20.0,20.004,0.917
34254,PSS,EE,Brown,Right,20.0,20.027,0.872
34254,PSS,WW,Brown,Right,20.0,20.002,0.934
34254,PSS,EE,Brown,Right,20.0,20.003,0.943
34254,PSS,WW,Brown,Right,20.0,20.003,0.971
34254,PSS,EE,Brown,Right,20.0,20.014,0.937
34254,PSS,WW,Brown,Right,20.0,20.003,0.984
34254,PSS,EE,Brown,Right,20.0,20.006,0.964
34254,PSS,WW,Brown,Right,20.0,20.033,0.983
34254,PSS,EE,Brown,Right,20.0,20.086,0.967
34254,PSS,WW,Brown,Right,20.0,20.024,1.0
34254,PSS,EE,Brown,Right,20.0,20.002,0.984
34254,PSS,WW,Brown,Right,20.0,20.003,1.024
34254,PSS,EE,Brown,Right,20.0,20.013,0.991
34254,PSS,WW,Brown,Right,20.0,20.001,1.039
34254,PSS,EE,Brown,Right,20.0,20.003,0.998
34254,PSS,WW,Brown,Left,20.0,20.083,0.932
34254,PSS,EE,Brown,Right,20.0,20.016,1.002
34254,PSS,WW,Brown,Right,20.0,20.002,1.022
34340,PSS,WW,Brown,Right,20.0,20.021,1.017
34340,PSS,EE,Brown,Right,20.0,20.068,1.004
34340,PSS,WW,Brown,Right,20.0,20.008,0.98
34340,PSS,EE,Brown,Right,20.0,20.003,0.965
34340,PSS,WW,Brown,Right,20.0,20.02,1.036
34340,PSS,EE,Brown,Right,20.0,20.081,1.013
34340,PSS,WW,Brown,Right,20.0,20.017,1.008
34354,2S,EE,Perugia,Left,20.0,20.0,1.48
34354,2S,EE,Perugia,Left,20.0,20.0,1.462
34354,2S,WW,Perugia,Left,20.0,20.0,0.968
34354,2S,WW,Perugia,Left,20.0,20.0,0.996
34354,2S,EE,Perugia,Left,20.0,20.0,1.5
34354,2S,WW,Perugia,Left,20.0,20.0,1.461
34352,2S,EE,Perugia,Left,20.0,20.0,1.045
34352,2S,WW,Perugia,Left,20.0,20.0,0.998
34352,2S,EE,Perugia,Left,20.0,20.0,1.469
34352,2S,WW,Perugia,Left,20.0,20.0,1.422
34352,2S,EE,Perugia,Left,20.0,20.0,1.474
34352,2S,WW,Perugia,Left,20.0,20.0,1.438
34352,2S,EE,Perugia,Left,20.0,20.0,1.553
34352,2S,WW,Perugia,Left,20.0,20.0,1.496
34352,2S,EE,Perugia,Left,20.0,20.0,1.562
34352,2S,WW,Perugia,Left,20.0,20.0,1.489
34353,2S,EE,Brown,Right,20.0,20.007,1.018
34353,2S,WW,Brown,Right,20.0,20.041,1.065
34353,2S,EE,Brown,Right,20.0,20.088,1.011
34353,2S,WW,Brown,Right,20.0,20.034,1.058
34353,2S,EE,Brown,Right,20.0,20.012,1.069
34353,2S,WW,Brown,Right,20.0,20.047,1.104
34353,2S,EE,Brown,Right,20.0,20.101,1.071
34353,2S,WW,Brown,Right,20.0,20.051,1.084
34353,2S,EE,Brown,Right,20.0,20.025,1.062
34353,2S,WW,Brown,Right,20.0,20.055,1.1
34353,2S,EE,Brown,Right,20.0,20.098,1.065
34353,2S,WW,Brown,Right,20.0,20.035,1.096
34353,2S,EE,Brown,Right,20.0,20.065,0.897
34353,2S,WW,Brown,Right,20.0,20.038,0.957
34353,2S,EE,Brown,Right,20.0,20.091,0.941
34353,2S,WW,Brown,Right,20.0,20.043,0.914
34353,2S,EE,Brown,Right,20.0,20.015,0.956
34353,2S,WW,Brown,Right,20.0,20.042,1.003
34353,2S,EE,Brown,Right,20.0,20.084,0.973
34353,2S,WW,Brown,Right,20.0,20.027,1.013
34353,2S,EE,Brown,Right,20.0,20.004,0.972
34353,2S,WW,Brown,Right,20.0,20.003,0.944
34353,2S,EE,Brown,Right,20.0,20.009,0.939
34353,2S,WW,Brown,Right,20.0,20.002,0.946
34353,2S,EE,Brown,Left,20.0,20.01,0.97
34353,2S,WW,Brown,Right,20.0,20.003,0.983
34353,2S,EE,Brown,Right,20.0,20.015,0.937
34353,2S,WW,Brown,Left,20.0,20.074,0.957
34353,2S,EE,Brown,Right,20.0,20.002,1.055
34353,2S,WW,Brown,Right,20.0,20.001,1.077
34353,2S,EE,Brown,Right,20.0,20.009,1.046
34353,2S,WW,Brown,Left,20.0,20.007,0.991
34357,2S,EE,Perugia,Left,20.0,20.0,1.371
34357,2S,WW,Perugia,Left,20.0,20.0,1.316
34357,2S,EE,Perugia,Left,20.0,20.0,1.382
34357,2S,WW,Perugia,Left,20.0,20.0,1.32
34357,2S,EE,Perugia,Left,20.0,20.0,1.449
34357,2S,WW,Perugia,Left,20.0,20.0,1.394
34357,2S,EE,Perugia,Left,20.0,20.0,1.463
34357,2S,WW,Perugia,Left,20.0,20.0,1.394
34357,2S,EE,Perugia,Left,20.0,20.0,1.452
34357,2S,WW,Perugia,Left,20.0,20.0,1.406
34357,2S,EE,Perugia,Left,20.0,20.0,1.468
34357,2S,WW,Perugia,Left,20.0,20.0,1.411
34357,2S,EE,Perugia,Left,20.0,20.0,1.482
34357,2S,WW,Perugia,Left,20.0,20.0,1.429
34357,2S,EE,Perugia,Left,20.0,20.0,1.51
34357,2S,WW,Perugia,Left,20.0,20.0,1.465
34357,2S,EE,Perugia,Left,20.0,20.0,1.431
34357,2S,WW,Perugia,Left,20.0,20.0,1.4
34357,2S,EE,Perugia,Left,20.0,20.0,1.443
34357,2S,WW,Perugia,Left,20.0,20.0,1.407
34357,2S,EE,Perugia,Left,20.0,20.0,1.259
34357,2S,EE,Perugia,Left,20.0,20.0,1.267
34357,2S,EE,Perugia,Left,20.0,20.0,1.267
34357,2S,EE,Perugia,Left,20.0,20.0,1.344
34354,2S,EE,Perugia,Left,20.0,20.0,1.518
34354,2S,WW,Perugia,Left,20.0,20.0,1.482
34354,2S,EE,Perugia,Left,20.0,20.0,1.51
34354,2S,WW,Perugia,Left,20.0,20.0,1.447
34354,2S,EE,Perugia,Left,20.0,20.0,1.53
34354,2S,WW,Perugia,Left,20.0,20.0,1.502
34354,2S,EE,Perugia,Left,20.0,20.0,1.55
34354,2S,WW,Perugia,Left,20.0,20.0,1.527
34354,2S,EE,Perugia,Left,20.0,20.0,1.512
34354,2S,WW,Perugia,Left,20.0,20.0,1.494
34354,2S,EE,Perugia,Left,20.0,20.0,1.508
34354,2S,WW,Perugia,Left,20.0,20.0,1.496
34354,2S,EE,Perugia,Left,20.0,20.0,1.491
34354,2S,WW,Perugia,Left,20.0,20.0,1.399
34354,2S,EE,Perugia,Left,20.0,20.0,1.5
34354,2S,WW,Perugia,Left,20.0,20.0,1.549
34354,2S,EE,Perugia,Left,20.0,20.0,1.562
34354,2S,WW,Perugia,Left,20.0,20.0,1.559
34354,2S,EE,Perugia,Left,20.0,20.0,1.332
34354,2S,WW,Perugia,Left,20.0,20.0,1.23
34354,2S,EE,Perugia,Left,20.0,20.0,1.395
34354,2S,WW,Perugia,Left,20.0,20.0,1.362
34354,2S,EE,Perugia,Left,20.0,20.0,1.389
34354,2S,WW,Perugia,Left,20.0,20.0,1.37
34354,2S,EE,Perugia,Left,20.0,20.0,1.426
34354,2S,WW,Perugia,Left,20.0,20.0,1.401
34354,2S,EE,Perugia,Left,20.0,20.0,1.395
34354,2S,WW,Perugia,Left,20.0,20.0,1.378
34354,2S,EE,Perugia,Left,20.0,20.0,1.352
34354,2S,WW,Perugia,Left,20.0,20.0,1.325
34354,2S,EE,Perugia,Left,20.0,20.0,1.448
34354,2S,WW,Perugia,Left,20.0,20.0,1.432
34354,2S,EE,Perugia,Left,20.0,20.0,1.465
34354,2S,WW,Perugia,Left,20.0,20.0,1.43
34354,2S,EE,Perugia,Left,20.0,20.0,1.388
34354,2S,WW,Perugia,Left,20.0,20.0,1.425
34354,2S,EE,Perugia,Left,20.0,20.0,1.39
34354,2S,WW,Perugia,Left,20.0,20.0,1.369
34354,2S,EE,Perugia,Left,20.0,20.0,1.415
34354,2S,WW,Perugia,Left,20.0,20.0,1.388
34357,2S,EE,Perugia,Left,20.0,20.0,1.347
34357,2S,WW,Perugia,Left,20.0,20.0,1.303
34357,2S,EE,Perugia,Left,20.0,20.0,1.339
34357,2S,WW,Perugia,Left,20.0,20.0,1.298
34357,2S,EE,Perugia,Left,20.0,20.0,1.356
34357,2S,WW,Perugia,Left,20.0,20.0,1.318
34359,2S,EE,Brown,Left,20.0,20.009,0.853
34359,2S,WW,Brown,Right,20.0,20.004,0.939
34359,2S,EE,Brown,Left,20.0,20.057,0.854
34359,2S,WW,Brown,Right,20.0,20.002,0.954
34359,2S,EE,Brown,Left,20.0,20.02,0.878
34359,2S,WW,Brown,Right,20.0,20.001,0.93
34359,2S,EE,Brown,Right,20.0,20.006,0.891
34359,2S,WW,Brown,Right,20.0,20.001,0.963
