batch_number,Type,VFB_V,Location,KIND_OF_HM_SET_ID
36703,2-S,-2.871,Perugia,Left
36703,2-S,-2.9,Perugia,Left
36704,2-S,-2.796,Perugia,Left
36704,2-S,-2.786,Perugia,Left
36704,2-S,-2.763,Perugia,Left
36704,2-S,-2.857,Perugia,Left
36704,2-S,-2.799,Perugia,Left
36704,2-S,-2.903,Perugia,Left
36704,2-S,-2.758,Perugia,Left
36704,2-S,-2.947,Perugia,Left
36704,2-S,-2.87,Perugia,Left
36704,2-S,-3.043,Perugia,Left
36704,2-S,-2.509,Perugia,Left
36704,2-S,-2.532,Perugia,Left
36704,2-S,-2.593,Perugia,Left
36704,2-S,-2.596,Perugia,Left
36704,2-S,-2.595,Perugia,Left
36704,2-S,-2.629,Perugia,Left
36704,2-S,-2.563,Perugia,Left
36704,2-S,-2.627,Perugia,Left
36704,2-S,-2.649,Perugia,Left
36704,2-S,-2.758,Perugia,Left
36705,2-S,-2.76,Perugia,Left
36705,2-S,-2.772,Perugia,Left
36705,2-S,-2.809,Perugia,Left
36705,2-S,-2.827,Perugia,Left
36705,2-S,-2.75,Perugia,Left
36705,2-S,-2.726,Perugia,Left
36705,2-S,-2.834,Perugia,Left
36705,2-S,-2.764,Perugia,Left
36705,2-S,-2.77,Perugia,Left
36705,2-S,-2.887,Perugia,Left
36705,2-S,-2.518,Perugia,Left
36705,2-S,-2.528,Perugia,Left
36705,2-S,-2.568,Perugia,Left
36705,2-S,-2.577,Perugia,Left
36705,2-S,-2.621,Perugia,Left
36705,2-S,-2.596,Perugia,Left
36705,2-S,-2.677,Perugia,Left
36705,2-S,-2.732,Perugia,Left
36705,2-S,-2.852,Perugia,Left
36705,2-S,-2.832,Perugia,Left
36706,2-S,-2.817,Brown,Right
36706,2-S,-2.748,Brown,Right
36706,2-S,-2.801,Brown,Right
36706,2-S,-2.809,Brown,Right
36706,2-S,-2.816,Brown,Right
36706,2-S,-2.81,Brown,Right
36706,2-S,-2.818,Brown,Right
36706,2-S,-2.766,Brown,Right
36706,2-S,-2.729,Brown,Right
36706,2-S,-2.579,Brown,Right
36706,2-S,-2.613,Brown,Right
36706,2-S,-2.592,Brown,Right
36795,2-S,-2.909,Brown,Right
36795,2-S,-2.871,Brown,Right
36795,2-S,-2.931,Brown,Right
36795,2-S,-2.883,Brown,Right
36795,2-S,-2.925,Brown,Right
36795,2-S,-2.913,Brown,Right
36795,2-S,-2.925,Brown,Right
36795,2-S,-2.881,Brown,Right
36795,2-S,-2.725,Brown,Right
36795,2-S,-2.734,Brown,Right
36795,2-S,-2.747,Brown,Right
36795,2-S,-2.756,Brown,Right
36795,2-S,-2.752,Brown,Right
36795,2-S,-2.776,Brown,Right
36795,2-S,-2.814,Brown,Right
36795,2-S,-2.823,Brown,Right
36796,2-S,-2.625,Brown,Right
36796,2-S,-2.645,Brown,Right
36796,2-S,-2.554,Brown,Right
36796,2-S,-2.632,Brown,Right
36796,2-S,-2.723,Brown,Right
36796,2-S,-2.723,Brown,Right
36796,2-S,-2.746,Brown,Right
36796,2-S,-2.746,Brown,Right
36796,2-S,-2.701,Brown,Right
36796,2-S,-2.716,Brown,Right
36796,2-S,-2.413,Brown,Right
36796,2-S,-2.467,Brown,Right
36796,2-S,-2.518,Brown,Right
36796,2-S,-2.536,Brown,Right
36796,2-S,-2.562,Brown,Right
36796,2-S,-2.588,Brown,Right
36796,2-S,-2.542,Brown,Right
36796,2-S,-2.587,Brown,Right
36797,2-S,-3.009,Brown,Right
36797,2-S,-2.961,Brown,Right
36797,2-S,-2.915,Brown,Right
36797,2-S,-2.949,Brown,Right
36797,2-S,-3.015,Brown,Right
36797,2-S,-3.025,Brown,Right
36797,2-S,-3.059,Brown,Right
36797,2-S,-3.037,Brown,Right
36797,2-S,-3.026,Brown,Right
36797,2-S,-3.044,Brown,Right
36797,2-S,-2.857,Brown,Right
36797,2-S,-2.856,Brown,Right
36797,2-S,-2.902,Brown,Right
36797,2-S,-2.933,Brown,Right
36797,2-S,-2.933,Brown,Right
36797,2-S,-2.913,Brown,Right
36798,2-S,-2.86,Perugia,Left
36798,2-S,-2.86,Perugia,Left
36798,2-S,-2.86,Perugia,Left
36798,2-S,-2.86,Perugia,Left
36798,2-S,-2.869,Perugia,Left
36798,2-S,-2.869,Perugia,Left
36798,2-S,-2.858,Perugia,Left
36798,2-S,-2.858,Perugia,Left
36798,2-S,-2.92,Perugia,Left
36798,2-S,-2.92,Perugia,Left
36798,2-S,-2.939,Perugia,Left
36798,2-S,-2.939,Perugia,Left
36798,2-S,-2.877,Perugia,Left
36798,2-S,-2.877,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.938,Perugia,Left
36798,2-S,-2.902,Perugia,Left
36798,2-S,-2.902,Perugia,Left
36798,2-S,-2.902,Perugia,Left
36798,2-S,-2.902,Perugia,Left
36798,2-S,-2.894,Perugia,Left
36798,2-S,-2.894,Perugia,Left
36798,2-S,-2.808,Perugia,Left
36798,2-S,-2.808,Perugia,Left
36798,2-S,-2.72,Perugia,Left
36798,2-S,-2.72,Perugia,Left
36798,2-S,-2.72,Perugia,Left
36798,2-S,-2.72,Perugia,Left
36798,2-S,-2.756,Perugia,Left
36798,2-S,-2.756,Perugia,Left
36798,2-S,-2.784,Perugia,Left
36798,2-S,-2.784,Perugia,Left
36798,2-S,-2.788,Perugia,Left
36798,2-S,-2.788,Perugia,Left
36798,2-S,-2.788,Perugia,Left
36798,2-S,-2.788,Perugia,Left
36798,2-S,-2.763,Perugia,Left
36798,2-S,-2.763,Perugia,Left
36798,2-S,-2.649,Perugia,Left
36798,2-S,-2.649,Perugia,Left
36798,2-S,-2.808,Perugia,Left
36798,2-S,-2.808,Perugia,Left
36798,2-S,-2.82,Perugia,Left
36798,2-S,-2.82,Perugia,Left
36799,2-S,-3.198,Perugia,Left
36799,2-S,-3.184,Perugia,Left
36799,2-S,-3.254,Perugia,Left
36799,2-S,-3.204,Perugia,Left
36799,2-S,-3.275,Perugia,Left
36799,2-S,-3.266,Perugia,Left
36799,2-S,-3.25,Perugia,Left
36799,2-S,-3.248,Perugia,Left
36799,2-S,-3.254,Perugia,Left
36799,2-S,-3.195,Perugia,Left
36799,2-S,-3.05,Perugia,Left
36799,2-S,-3.086,Perugia,Left
36799,2-S,-3.081,Perugia,Left
36799,2-S,-3.089,Perugia,Left
36799,2-S,-3.153,Perugia,Left
36799,2-S,-3.137,Perugia,Left
36799,2-S,-3.162,Perugia,Left
36799,2-S,-3.175,Perugia,Left
36799,2-S,-3.187,Perugia,Left
36799,2-S,-2.997,Perugia,Left
36800,2-S,2.95,HEPHY,Left
36800,2-S,2.929,HEPHY,Left
36800,2-S,2.997,HEPHY,Left
36800,2-S,2.922,HEPHY,Left
36800,2-S,3.046,HEPHY,Left
36800,2-S,2.953,HEPHY,Left
36800,2-S,3.062,HEPHY,Left
36800,2-S,2.995,HEPHY,Left
36800,2-S,3.148,HEPHY,Left
36800,2-S,2.942,HEPHY,Left
36800,2-S,2.779,HEPHY,Left
36800,2-S,2.763,HEPHY,Left
36800,2-S,2.823,HEPHY,Left
36800,2-S,2.827,HEPHY,Left
36800,2-S,2.843,HEPHY,Left
36800,2-S,2.775,HEPHY,Left
36800,2-S,2.925,HEPHY,Left
36800,2-S,2.886,HEPHY,Left
36800,2-S,2.993,HEPHY,Left
36800,2-S,2.888,HEPHY,Left
36801,2-S,3.263,HEPHY,Left
36801,2-S,3.268,HEPHY,Left
36801,2-S,3.253,HEPHY,Left
36801,2-S,3.324,HEPHY,Left
36801,2-S,3.259,HEPHY,Left
36801,2-S,3.385,HEPHY,Left
36801,2-S,3.019,HEPHY,Left
36801,2-S,3.116,HEPHY,Left
36801,2-S,3.11,HEPHY,Left
36801,2-S,3.175,HEPHY,Left
36801,2-S,3.085,HEPHY,Left
36801,2-S,2.981,HEPHY,Left
36801,2-S,3.167,HEPHY,Left
36801,2-S,3.179,HEPHY,Left
36801,2-S,3.192,HEPHY,Left
36801,2-S,3.254,HEPHY,Left
36801,2-S,3.218,HEPHY,Left
36801,2-S,3.278,HEPHY,Left
36801,2-S,3.216,HEPHY,Left
36801,2-S,3.245,HEPHY,Left
36802,2-S,2.956,HEPHY,Left
36802,2-S,3.088,HEPHY,Left
36802,2-S,2.949,HEPHY,Left
36802,2-S,3.092,HEPHY,Left
36802,2-S,2.968,HEPHY,Left
36802,2-S,3.087,HEPHY,Left
36802,2-S,2.982,HEPHY,Left
36802,2-S,3.068,HEPHY,Left
36802,2-S,3.005,HEPHY,Left
36802,2-S,3.107,HEPHY,Left
36802,2-S,2.985,HEPHY,Left
36802,2-S,3.068,HEPHY,Left
36802,2-S,2.781,HEPHY,Left
36802,2-S,2.872,HEPHY,Left
36802,2-S,2.803,HEPHY,Left
36802,2-S,2.89,HEPHY,Left
36802,2-S,2.884,HEPHY,Left
36802,2-S,2.983,HEPHY,Left
36802,2-S,2.883,HEPHY,Left
36802,2-S,3.021,HEPHY,Left
36803,2-S,2.769,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.763,HEPHY,Left
36803,2-S,2.763,HEPHY,Left
36803,2-S,2.763,HEPHY,Left
36803,2-S,2.876,HEPHY,Left
36803,2-S,2.876,HEPHY,Left
36803,2-S,2.737,HEPHY,Left
36803,2-S,2.737,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.821,HEPHY,Left
36803,2-S,2.702,HEPHY,Left
36803,2-S,2.713,HEPHY,Left
36803,2-S,2.713,HEPHY,Left
36803,2-S,2.722,HEPHY,Left
36803,2-S,2.722,HEPHY,Left
36803,2-S,2.798,HEPHY,Left
36803,2-S,2.798,HEPHY,Left
36803,2-S,2.798,HEPHY,Left
36803,2-S,2.663,HEPHY,Left
36803,2-S,2.702,HEPHY,Left
36803,2-S,2.702,HEPHY,Left
36803,2-S,2.645,HEPHY,Left
36803,2-S,2.645,HEPHY,Left
36803,2-S,2.682,HEPHY,Left
36803,2-S,2.682,HEPHY,Left
36803,2-S,2.582,HEPHY,Left
36803,2-S,2.582,HEPHY,Left
36803,2-S,2.61,HEPHY,Left
36803,2-S,2.61,HEPHY,Left
37077,PSS,-4.350709,Demokritos,Left
37079,2-S,2.922,HEPHY,Left
37079,2-S,2.974,HEPHY,Left
37079,2-S,2.969,HEPHY,Left
37079,2-S,2.986,HEPHY,Left
37079,2-S,2.968,HEPHY,Left
37079,2-S,2.985,HEPHY,Left
37079,2-S,2.965,HEPHY,Left
37079,2-S,2.995,HEPHY,Left
37079,2-S,2.856,HEPHY,Left
37079,2-S,2.862,HEPHY,Left
37079,2-S,2.841,HEPHY,Left
37079,2-S,2.866,HEPHY,Left
37079,2-S,2.842,HEPHY,Left
37079,2-S,2.831,HEPHY,Left
37079,2-S,2.944,HEPHY,Left
37079,2-S,3.056,HEPHY,Left
37081,2-S,2.984,HEPHY,Left
37081,2-S,3.044,HEPHY,Left
37081,2-S,2.986,HEPHY,Left
37081,2-S,3.032,HEPHY,Left
37081,2-S,3.0,HEPHY,Left
37081,2-S,3.012,HEPHY,Left
37081,2-S,2.955,HEPHY,Left
37081,2-S,2.984,HEPHY,Left
37081,2-S,2.938,HEPHY,Left
37081,2-S,2.915,HEPHY,Left
37081,2-S,2.962,HEPHY,Left
37081,2-S,3.171,HEPHY,Left
37081,2-S,2.869,HEPHY,Left
37081,2-S,2.83,HEPHY,Left
37081,2-S,2.893,HEPHY,Left
37081,2-S,2.966,HEPHY,Left
37081,2-S,2.874,HEPHY,Left
37081,2-S,2.878,HEPHY,Left
37081,2-S,2.897,HEPHY,Left
37081,2-S,2.946,HEPHY,Left
37083,2-S,-3.044,Perugia,Left
37083,2-S,-3.122,Perugia,Left
37083,2-S,-3.041,Perugia,Left
37083,2-S,-3.237,Perugia,Left
37083,2-S,-3.026,Perugia,Left
37083,2-S,-3.213,Perugia,Left
37083,2-S,-3.111,Perugia,Left
37083,2-S,-3.255,Perugia,Left
37083,2-S,-3.08,Perugia,Left
37083,2-S,-3.276,Perugia,Left
37083,2-S,-2.845,Perugia,Left
37083,2-S,-2.946,Perugia,Left
37083,2-S,-2.857,Perugia,Left
37083,2-S,-2.936,Perugia,Left
37083,2-S,-2.868,Perugia,Left
37083,2-S,-2.95,Perugia,Left
37083,2-S,-2.89,Perugia,Left
37083,2-S,-2.989,Perugia,Left
37084,2-S,-3.73,Perugia,Left
37084,2-S,-3.882,Perugia,Left
37084,2-S,-3.723,Perugia,Left
37084,2-S,-3.859,Perugia,Left
37084,2-S,-3.709,Perugia,Left
37084,2-S,-3.854,Perugia,Left
37084,2-S,-3.716,Perugia,Left
37084,2-S,-3.89,Perugia,Left
37084,2-S,-3.658,Perugia,Left
37084,2-S,-3.807,Perugia,Left
37084,2-S,-3.634,Perugia,Left
37084,2-S,-3.737,Perugia,Left
37084,2-S,-3.69,Perugia,Left
37084,2-S,-3.798,Perugia,Left
37084,2-S,-3.7,Perugia,Left
37084,2-S,-3.865,Perugia,Left
37084,2-S,-3.67,Perugia,Left
37084,2-S,-3.819,Perugia,Left
37085,2-S,-3.555,Perugia,Left
37085,2-S,-3.555,Perugia,Left
37085,2-S,-3.694,Perugia,Left
37085,2-S,-3.694,Perugia,Left
37085,2-S,-3.692,Perugia,Left
37085,2-S,-3.692,Perugia,Left
37085,2-S,-3.764,Perugia,Left
37085,2-S,-3.764,Perugia,Left
37085,2-S,-3.659,Perugia,Left
37085,2-S,-3.659,Perugia,Left
37085,2-S,-3.779,Perugia,Left
37085,2-S,-3.779,Perugia,Left
37085,2-S,-3.676,Perugia,Left
37085,2-S,-3.676,Perugia,Left
37085,2-S,-3.798,Perugia,Left
37085,2-S,-3.798,Perugia,Left
37085,2-S,-3.442,Perugia,Left
37085,2-S,-3.442,Perugia,Left
37085,2-S,-3.566,Perugia,Left
37085,2-S,-3.566,Perugia,Left
37085,2-S,-3.48,Perugia,Left
37085,2-S,-3.48,Perugia,Left
37085,2-S,-3.619,Perugia,Left
37085,2-S,-3.619,Perugia,Left
37085,2-S,-3.531,Perugia,Left
37085,2-S,-3.531,Perugia,Left
37085,2-S,-3.708,Perugia,Left
37085,2-S,-3.708,Perugia,Left
37085,2-S,-3.511,Perugia,Left
37085,2-S,-3.511,Perugia,Left
37085,2-S,-3.573,Perugia,Left
37085,2-S,-3.573,Perugia,Left
37085,2-S,-3.588,Perugia,Left
37085,2-S,-3.588,Perugia,Left
37085,2-S,-3.787,Perugia,Left
37085,2-S,-3.787,Perugia,Left
37086,2-S,-3.004,Perugia,Left
37086,2-S,-3.004,Perugia,Left
37086,2-S,-3.004,Perugia,Left
37086,2-S,-3.004,Perugia,Left
37086,2-S,-3.015,Perugia,Left
37086,2-S,-3.015,Perugia,Left
37086,2-S,-3.015,Perugia,Left
37086,2-S,-3.015,Perugia,Left
37086,2-S,-3.062,Perugia,Left
37086,2-S,-3.062,Perugia,Left
37086,2-S,-3.062,Perugia,Left
37086,2-S,-3.062,Perugia,Left
37086,2-S,-3.139,Perugia,Left
37086,2-S,-3.139,Perugia,Left
37086,2-S,-3.139,Perugia,Left
37086,2-S,-3.139,Perugia,Left
37086,2-S,-3.055,Perugia,Left
37086,2-S,-3.055,Perugia,Left
37086,2-S,-3.055,Perugia,Left
37086,2-S,-3.055,Perugia,Left
37086,2-S,-3.079,Perugia,Left
37086,2-S,-3.079,Perugia,Left
37086,2-S,-3.079,Perugia,Left
37086,2-S,-3.079,Perugia,Left
37086,2-S,-3.129,Perugia,Left
37086,2-S,-3.129,Perugia,Left
37086,2-S,-3.129,Perugia,Left
37086,2-S,-3.129,Perugia,Left
37086,2-S,-3.157,Perugia,Left
37086,2-S,-3.157,Perugia,Left
37086,2-S,-3.157,Perugia,Left
37086,2-S,-3.157,Perugia,Left
37086,2-S,-2.85,Perugia,Left
37086,2-S,-2.85,Perugia,Left
37086,2-S,-2.85,Perugia,Left
37086,2-S,-2.85,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.895,Perugia,Left
37086,2-S,-2.895,Perugia,Left
37086,2-S,-2.895,Perugia,Left
37086,2-S,-2.895,Perugia,Left
37086,2-S,-2.982,Perugia,Left
37086,2-S,-2.982,Perugia,Left
37086,2-S,-2.982,Perugia,Left
37086,2-S,-2.982,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.889,Perugia,Left
37086,2-S,-2.961,Perugia,Left
37086,2-S,-2.961,Perugia,Left
37086,2-S,-2.961,Perugia,Left
37086,2-S,-2.961,Perugia,Left
37086,2-S,-2.947,Perugia,Left
37086,2-S,-2.947,Perugia,Left
37086,2-S,-2.947,Perugia,Left
37086,2-S,-2.947,Perugia,Left
37086,2-S,-2.991,Perugia,Left
37086,2-S,-2.991,Perugia,Left
37086,2-S,-2.991,Perugia,Left
37086,2-S,-2.991,Perugia,Left
37087,2-S,-2.813,Brown,Right
37087,2-S,-2.874,Brown,Right
37087,2-S,-2.782,Brown,Right
37087,2-S,-2.863,Brown,Right
37087,2-S,-2.864,Brown,Right
37087,2-S,-2.924,Brown,Right
37087,2-S,-2.866,Brown,Right
37087,2-S,-2.883,Brown,Right
37087,2-S,-2.675,Brown,Right
37087,2-S,-2.764,Brown,Right
37087,2-S,-2.671,Brown,Right
37087,2-S,-2.747,Brown,Right
37087,2-S,-2.742,Brown,Right
37087,2-S,-2.817,Brown,Right
37087,2-S,-2.75,Brown,Right
37087,2-S,-2.807,Brown,Right
37088,2-S,-2.551,Brown,Right
37088,2-S,-2.573,Brown,Right
37088,2-S,-2.484,Brown,Right
37088,2-S,-2.619,Brown,Right
37088,2-S,-2.655,Brown,Right
37088,2-S,-2.675,Brown,Right
37088,2-S,-2.668,Brown,Right
37088,2-S,-2.709,Brown,Right
37088,2-S,-2.668,Brown,Right
37088,2-S,-2.708,Brown,Right
37088,2-S,-2.435,Brown,Right
37088,2-S,-2.488,Brown,Right
37088,2-S,-2.463,Brown,Right
37088,2-S,-2.506,Brown,Right
37088,2-S,-2.401,Brown,Right
37088,2-S,-2.401,Brown,Right
37088,2-S,-2.543,Brown,Right
37088,2-S,-2.543,Brown,Right
37398,PSS,-2.857,Brown,Right
37398,PSS,-2.922,Brown,Right
37398,PSS,-2.893,Brown,Right
37398,PSS,-2.947,Brown,Right
37398,PSS,-2.915,Brown,Right
37398,PSS,-2.961,Brown,Right
37398,PSS,-2.935,Brown,Right
37398,PSS,-2.967,Brown,Right
37398,PSS,-2.937,Brown,Right
37398,PSS,-2.956,Brown,Right
37398,PSS,-2.901,Brown,Right
37398,PSS,-2.949,Brown,Right
37398,PSS,-2.773,Brown,Right
37398,PSS,-2.851,Brown,Right
37398,PSS,-2.831,Brown,Right
37398,PSS,-2.905,Brown,Right
37399,PSS,-2.678,Brown,Right
37399,PSS,-2.766,Brown,Right
37399,PSS,-2.648,Brown,Right
37399,PSS,-2.737,Brown,Right
37399,PSS,-2.648,Brown,Right
37399,PSS,-2.745,Brown,Right
37399,PSS,-2.687,Brown,Right
37399,PSS,-2.768,Brown,Right
37399,PSS,-2.707,Brown,Right
37399,PSS,-2.811,Brown,Right
37399,PSS,-2.705,Brown,Right
37399,PSS,-2.775,Brown,Right
37399,PSS,-2.547,Brown,Right
37399,PSS,-2.634,Brown,Right
37399,PSS,-2.571,Brown,Right
37399,PSS,-2.663,Brown,Right
37400,2-S,-3.193,Demokritos,Left
37400,2-S,-3.19,Demokritos,Left
37400,2-S,-3.193,Demokritos,Left
37400,2-S,-3.193,Demokritos,Left
37400,2-S,-3.193036,Demokritos,Left
37400,2-S,-3.193,Demokritos,Left
37400,2-S,-3.39,Demokritos,Left
37400,2-S,-3.395,Demokritos,Left
37400,2-S,-3.395,Demokritos,Left
37400,2-S,-3.395,Demokritos,Left
37400,2-S,-3.394887,Demokritos,Left
37400,2-S,-3.395,Demokritos,Left
37400,2-S,-3.175,Demokritos,Left
37400,2-S,-3.345,Demokritos,Left
37400,2-S,-3.175,Demokritos,Left
37400,2-S,-3.175,Demokritos,Left
37400,2-S,-3.345,Demokritos,Left
37400,2-S,-3.35,Demokritos,Left
37400,2-S,-3.409,Demokritos,Left
37400,2-S,-3.409,Demokritos,Left
37400,2-S,-3.409,Demokritos,Left
37400,2-S,-3.41,Demokritos,Left
37400,2-S,-3.409,Demokritos,Left
37400,2-S,-3.311,Demokritos,Left
37400,2-S,-3.311047,Demokritos,Left
37400,2-S,-3.311,Demokritos,Left
37400,2-S,-3.31,Demokritos,Left
37400,2-S,-3.311,Demokritos,Left
37400,2-S,-3.311,Demokritos,Left
37400,2-S,-3.421,Demokritos,Left
37400,2-S,-3.421,Demokritos,Left
37400,2-S,-3.421,Demokritos,Left
37400,2-S,-3.420801,Demokritos,Left
37400,2-S,-3.42,Demokritos,Left
37400,2-S,-3.421,Demokritos,Left
37400,2-S,-3.45,Demokritos,Left
37400,2-S,-3.448,Demokritos,Left
37400,2-S,-3.448,Demokritos,Left
37400,2-S,-3.448,Demokritos,Left
37400,2-S,-3.448,Demokritos,Left
37400,2-S,-3.84,Demokritos,Left
37400,2-S,-3.841,Demokritos,Left
37400,2-S,-3.841,Demokritos,Left
37400,2-S,-3.841,Demokritos,Left
37400,2-S,-3.841,Demokritos,Left
37400,2-S,-3.12,Demokritos,Left
37400,2-S,-3.11863,Demokritos,Left
37400,2-S,-3.119,Demokritos,Left
37400,2-S,-3.119,Demokritos,Left
37400,2-S,-3.119,Demokritos,Left
37400,2-S,-3.384,Demokritos,Left
37400,2-S,-3.384,Demokritos,Left
37400,2-S,-3.383893,Demokritos,Left
37400,2-S,-3.38,Demokritos,Left
37400,2-S,-3.384,Demokritos,Left
37400,2-S,-3.144,Demokritos,Left
37400,2-S,-3.14,Demokritos,Left
37400,2-S,-3.144,Demokritos,Left
37400,2-S,-3.144,Demokritos,Left
37400,2-S,-3.144007,Demokritos,Left
37400,2-S,-3.213,Demokritos,Left
37400,2-S,-3.21,Demokritos,Left
37400,2-S,-3.213,Demokritos,Left
37400,2-S,-3.213,Demokritos,Left
37400,2-S,-3.212733,Demokritos,Left
37400,2-S,-3.275,Demokritos,Left
37400,2-S,-3.27,Demokritos,Left
37400,2-S,-3.275,Demokritos,Left
37400,2-S,-3.275,Demokritos,Left
37400,2-S,-3.364,Demokritos,Left
37400,2-S,-3.36,Demokritos,Left
37400,2-S,-3.364,Demokritos,Left
37400,2-S,-3.364,Demokritos,Left
37401,2-S,-2.751,Demokritos,Left
37401,2-S,-2.913,Demokritos,Left
37401,2-S,-2.787,Demokritos,Left
37401,2-S,-2.95,Demokritos,Left
37401,2-S,-2.973,Demokritos,Left
37401,2-S,-2.919,Demokritos,Left
37401,2-S,-2.976,Demokritos,Left
37401,2-S,-2.968,Demokritos,Left
37401,2-S,-3.017,Demokritos,Left
37401,2-S,-2.836,Demokritos,Left
37401,2-S,-2.907,Demokritos,Left
37401,2-S,-2.987,Demokritos,Left
37401,2-S,-3.063,Demokritos,Left
37401,2-S,-3.134,Demokritos,Left
37402,2-S,-2.983,Perugia,Left
37402,2-S,-3.041,Perugia,Left
37402,2-S,-3.042,Perugia,Left
37402,2-S,-3.108,Perugia,Left
37402,2-S,-3.055,Perugia,Left
37402,2-S,-3.126,Perugia,Left
37402,2-S,-3.076,Perugia,Left
37402,2-S,-3.155,Perugia,Left
37402,2-S,-3.111,Perugia,Left
37402,2-S,-3.17,Perugia,Left
37402,2-S,-2.847,Perugia,Left
37402,2-S,-2.913,Perugia,Left
37402,2-S,-2.942,Perugia,Left
37402,2-S,-2.975,Perugia,Left
37402,2-S,-2.913,Perugia,Left
37402,2-S,-2.996,Perugia,Left
37402,2-S,-3.022,Perugia,Left
37402,2-S,-3.024,Perugia,Left
37403,2-S,-3.114,Perugia,Left
37403,2-S,-3.114,Perugia,Left
37403,2-S,-3.114,Perugia,Left
37403,2-S,-3.114,Perugia,Left
37403,2-S,-3.153,Perugia,Left
37403,2-S,-3.153,Perugia,Left
37403,2-S,-3.153,Perugia,Left
37403,2-S,-3.079,Perugia,Left
37403,2-S,-3.079,Perugia,Left
37403,2-S,-3.17,Perugia,Left
37403,2-S,-3.17,Perugia,Left
37403,2-S,-3.136,Perugia,Left
37403,2-S,-3.136,Perugia,Left
37403,2-S,-3.238,Perugia,Left
37403,2-S,-3.238,Perugia,Left
37403,2-S,-3.188,Perugia,Left
37403,2-S,-3.188,Perugia,Left
37403,2-S,-3.12,Perugia,Left
37403,2-S,-3.12,Perugia,Left
37403,2-S,-3.175,Perugia,Left
37403,2-S,-3.175,Perugia,Left
37403,2-S,-3.22,Perugia,Left
37403,2-S,-3.22,Perugia,Left
37403,2-S,-2.921,Perugia,Left
37403,2-S,-2.921,Perugia,Left
37403,2-S,-2.972,Perugia,Left
37403,2-S,-2.972,Perugia,Left
37403,2-S,-2.961,Perugia,Left
37403,2-S,-2.961,Perugia,Left
37403,2-S,-2.993,Perugia,Left
37403,2-S,-2.993,Perugia,Left
37403,2-S,-3.009,Perugia,Left
37403,2-S,-3.009,Perugia,Left
37403,2-S,-3.071,Perugia,Left
37403,2-S,-3.071,Perugia,Left
37404,2-S,2.93,HEPHY,Left
37404,2-S,2.916,HEPHY,Left
37404,2-S,2.958,HEPHY,Left
37404,2-S,2.925,HEPHY,Left
37404,2-S,2.996,HEPHY,Left
37404,2-S,2.936,HEPHY,Left
37404,2-S,3.0,HEPHY,Left
37404,2-S,2.992,HEPHY,Left
37404,2-S,2.993,HEPHY,Left
37404,2-S,2.986,HEPHY,Left
37404,2-S,2.984,HEPHY,Left
37404,2-S,2.964,HEPHY,Left
37404,2-S,2.849,HEPHY,Left
37404,2-S,2.816,HEPHY,Left
37404,2-S,2.886,HEPHY,Left
37404,2-S,2.842,HEPHY,Left
37404,2-S,2.932,HEPHY,Left
37404,2-S,2.923,HEPHY,Left
37404,2-S,2.936,HEPHY,Left
37404,2-S,2.894,HEPHY,Left
37405,2-S,2.849,HEPHY,Left
37405,2-S,2.924,HEPHY,Left
37405,2-S,2.87,HEPHY,Left
37405,2-S,2.934,HEPHY,Left
37405,2-S,2.896,HEPHY,Left
37405,2-S,2.965,HEPHY,Left
37405,2-S,2.894,HEPHY,Left
37405,2-S,3.006,HEPHY,Left
37405,2-S,2.951,HEPHY,Left
37405,2-S,3.003,HEPHY,Left
37405,2-S,2.733,HEPHY,Left
37405,2-S,2.742,HEPHY,Left
37405,2-S,2.701,HEPHY,Left
37405,2-S,2.744,HEPHY,Left
37405,2-S,2.722,HEPHY,Left
37405,2-S,2.778,HEPHY,Left
37405,2-S,2.789,HEPHY,Left
37405,2-S,2.859,HEPHY,Left
37405,2-S,2.849,HEPHY,Left
37405,2-S,2.928,HEPHY,Left
37405,2-S,2.855,HEPHY,Left
37405,2-S,2.932,HEPHY,Left
37406,2-S,-2.834,Brown,Right
37406,2-S,-2.894,Brown,Right
37406,2-S,-2.871,Brown,Right
37406,2-S,-2.913,Brown,Right
37406,2-S,-2.922,Brown,Right
37406,2-S,-2.94,Brown,Right
37406,2-S,-2.932,Brown,Right
37406,2-S,-2.953,Brown,Right
37406,2-S,-2.624,Brown,Right
37406,2-S,-2.785,Brown,Right
