batch_number,Type,VFB_V,Location,KIND_OF_HM_SET_ID
35714,PSS,-2.427,Perugia,Left
35714,PSS,-2.588,Perugia,Left
35714,PSS,-2.42,Perugia,Left
35714,PSS,-2.573,Perugia,Left
35714,PSS,-2.428,Perugia,Left
35714,PSS,-2.575,Perugia,Left
35714,PSS,-2.52,Perugia,Left
35714,PSS,-2.633,Perugia,Left
35714,PSS,-2.468,Perugia,Left
35714,PSS,-2.625,Perugia,Left
35717,2-S,-2.577,Brown,Right
35717,2-S,-2.577,Brown,Right
35717,2-S,-2.666,Brown,Right
35717,2-S,-2.666,Brown,Right
35717,2-S,-2.615,Brown,Right
35717,2-S,-2.615,Brown,Right
35717,2-S,-2.662,Brown,Right
35717,2-S,-2.662,Brown,Right
35717,2-S,-2.665,Brown,Right
35717,2-S,-2.665,Brown,Right
35717,2-S,-2.707,Brown,Right
35717,2-S,-2.707,Brown,Right
35717,2-S,-2.649,Brown,Right
35717,2-S,-2.649,Brown,Right
35717,2-S,-2.723,Brown,Right
35717,2-S,-2.723,Brown,Right
35717,2-S,-2.632,Brown,Right
35717,2-S,-2.713,Brown,Right
35717,2-S,-2.537,Brown,Right
35717,2-S,-2.587,Brown,Right
35717,2-S,-2.533,Brown,Right
35717,2-S,-2.605,Brown,Right
35717,2-S,-2.501,Brown,Right
35717,2-S,-2.58,Brown,Right
35717,2-S,-2.578,Brown,Right
35717,2-S,-2.621,Brown,Right
35717,2-S,-2.585,Brown,Right
35717,2-S,-2.676,Brown,Right
35718,2-S,-2.652,Brown,Right
35718,2-S,-2.69,Brown,Right
35718,2-S,-2.658,Brown,Right
35718,2-S,-2.734,Brown,Right
35718,2-S,-2.714,Brown,Right
35718,2-S,-2.735,Brown,Right
35718,2-S,-2.716,Brown,Right
35718,2-S,-2.759,Brown,Right
35718,2-S,-2.533,Brown,Right
35718,2-S,-2.561,Brown,Right
35718,2-S,-2.465,Brown,Right
35718,2-S,-2.577,Brown,Right
35718,2-S,-2.516,Brown,Right
35718,2-S,-2.584,Brown,Right
35718,2-S,-2.613,Brown,Right
35718,2-S,-2.658,Brown,Right
35719,2-S,-2.747,Perugia,Left
35719,2-S,-2.772,Perugia,Left
35719,2-S,-2.751,Perugia,Left
35719,2-S,-2.785,Perugia,Left
35719,2-S,-2.776,Perugia,Left
35719,2-S,-2.729,Perugia,Left
35719,2-S,2.964,Perugia,Left
35719,2-S,-2.86,Perugia,Left
35719,2-S,-2.796,Perugia,Left
35719,2-S,-2.824,Perugia,Left
35719,2-S,-2.663,Perugia,Left
35719,2-S,-2.706,Perugia,Left
35719,2-S,-2.642,Perugia,Left
35719,2-S,-2.686,Perugia,Left
35719,2-S,-2.663,Perugia,Left
35719,2-S,-2.7,Perugia,Left
35719,2-S,-2.691,Perugia,Left
35722,2-S,-2.686,Brown,Right
35722,2-S,-2.744,Brown,Right
35722,2-S,-2.632,Brown,Right
35722,2-S,-2.728,Brown,Right
35722,2-S,-2.587,Brown,Right
35722,2-S,-2.665,Brown,Right
35722,2-S,-2.545,Brown,Right
35722,2-S,-2.636,Brown,Right
35722,2-S,-2.448,Brown,Right
35722,2-S,-2.604,Brown,Right
35722,2-S,-2.487,Brown,Right
35722,2-S,-2.595,Brown,Right
35722,2-S,-2.395,Brown,Right
35722,2-S,-2.543,Brown,Right
35722,2-S,-2.446,Brown,Right
35722,2-S,-2.542,Brown,Right
35952,2-S,-2.804,Brown,Right
35952,2-S,-2.871,Brown,Right
35952,2-S,-2.811,Brown,Right
35952,2-S,-2.914,Brown,Right
35952,2-S,-2.842,Brown,Right
35952,2-S,-2.923,Brown,Right
35952,2-S,-2.904,Brown,Right
35952,2-S,-2.967,Brown,Right
35952,2-S,-2.827,Brown,Right
35952,2-S,-2.959,Brown,Right
35952,2-S,-2.696,Brown,Right
35952,2-S,-2.786,Brown,Right
35952,2-S,-2.689,Brown,Right
35952,2-S,-2.78,Brown,Right
35952,2-S,-2.723,Brown,Right
35952,2-S,-2.854,Brown,Right
35952,2-S,-2.74,Brown,Right
35952,2-S,-2.87,Brown,Right
35952,2-S,-2.802,Brown,Right
35952,2-S,-2.868,Brown,Right
35953,2-S,2.926,HEPHY,Left
35953,2-S,2.86,HEPHY,Left
35953,2-S,2.908,HEPHY,Left
35953,2-S,2.939,HEPHY,Left
35953,2-S,2.912,HEPHY,Right
35953,2-S,2.962,HEPHY,Right
35953,2-S,2.992,HEPHY,Left
35953,2-S,3.01,HEPHY,Left
35953,2-S,2.952,HEPHY,Left
35953,2-S,2.995,HEPHY,Left
35953,2-S,2.963,HEPHY,Left
35953,2-S,2.977,HEPHY,Left
35953,2-S,3.031,HEPHY,Left
35953,2-S,2.853,HEPHY,Left
35953,2-S,3.053,HEPHY,Right
35953,2-S,3.012,HEPHY,Right
35953,2-S,2.962,HEPHY,Right
35953,2-S,3.056,HEPHY,Right
35953,2-S,2.892,HEPHY,Right
35953,2-S,2.796,HEPHY,Right
35953,2-S,2.879,HEPHY,Left
35953,2-S,2.888,HEPHY,Left
35953,2-S,2.881,HEPHY,Left
35953,2-S,2.827,HEPHY,Left
35953,2-S,2.874,HEPHY,Left
35953,2-S,2.883,HEPHY,Left
35953,2-S,2.867,HEPHY,Left
35953,2-S,2.949,HEPHY,Left
35953,2-S,2.93,HEPHY,Left
35953,2-S,2.973,HEPHY,Left
35957,2-S,2.926,HEPHY,Right
35957,2-S,2.883,HEPHY,Right
35957,2-S,2.914,HEPHY,Right
35957,2-S,2.94,HEPHY,Right
35957,2-S,2.899,HEPHY,Right
35957,2-S,2.884,HEPHY,Right
35957,2-S,2.898,HEPHY,Right
35957,2-S,2.935,HEPHY,Right
35957,2-S,2.864,HEPHY,Left
35957,2-S,2.875,HEPHY,Left
35957,2-S,2.927,HEPHY,Left
35957,2-S,2.883,HEPHY,Left
35957,2-S,2.908,HEPHY,Left
35957,2-S,2.937,HEPHY,Left
35957,2-S,2.959,HEPHY,Left
35957,2-S,2.949,HEPHY,Left
35957,2-S,2.799,HEPHY,Left
35957,2-S,2.809,HEPHY,Left
35957,2-S,2.813,HEPHY,Left
35957,2-S,2.868,HEPHY,Left
35957,2-S,2.815,HEPHY,Left
35957,2-S,2.821,HEPHY,Left
35957,2-S,6.05,HEPHY,Left
35957,2-S,2.865,HEPHY,Right
35957,2-S,2.882,HEPHY,Right
35957,2-S,2.89,HEPHY,Left
35957,2-S,2.923,HEPHY,Left
35957,2-S,2.87,HEPHY,Left
35957,2-S,2.864,HEPHY,Left
35957,2-S,2.929,HEPHY,Left
35957,2-S,2.878,HEPHY,Left
35958,2-S,2.694,HEPHY,Left
35958,2-S,2.705,HEPHY,Left
35958,2-S,2.703,HEPHY,Left
35958,2-S,2.761,HEPHY,Left
35958,2-S,2.73,HEPHY,Left
35958,2-S,2.739,HEPHY,Left
35958,2-S,2.722,HEPHY,Left
35958,2-S,2.759,HEPHY,Left
35958,2-S,2.78,HEPHY,Left
35958,2-S,2.798,HEPHY,Left
35958,2-S,2.782,HEPHY,Left
35958,2-S,2.812,HEPHY,Left
35958,2-S,2.556,HEPHY,Left
35958,2-S,2.559,HEPHY,Left
35958,2-S,2.606,HEPHY,Right
35958,2-S,2.581,HEPHY,Right
35958,2-S,2.576,HEPHY,Left
35958,2-S,2.566,HEPHY,Left
35958,2-S,2.632,HEPHY,Left
35958,2-S,2.592,HEPHY,Left
35958,2-S,2.528,HEPHY,Left
35958,2-S,2.599,HEPHY,Left
35958,2-S,2.564,HEPHY,Left
35958,2-S,2.662,HEPHY,Left
35958,2-S,2.611,HEPHY,Left
35958,2-S,2.603,HEPHY,Left
35958,2-S,2.646,HEPHY,Left
35958,2-S,2.699,HEPHY,Left
35958,2-S,2.698,HEPHY,Left
35958,2-S,2.688,HEPHY,Left
35958,2-S,2.754,HEPHY,Left
35958,2-S,2.694,HEPHY,Left
35959,2-S,-2.421,Perugia,Left
35959,2-S,-2.495,Perugia,Left
35959,2-S,-2.546,Perugia,Left
35959,2-S,-2.6,Perugia,Left
35959,2-S,-2.503,Perugia,Left
35959,2-S,-2.593,Perugia,Left
35959,2-S,-2.501,Perugia,Left
35959,2-S,-2.593,Perugia,Left
35959,2-S,-2.651,Perugia,Left
35959,2-S,-2.443,Perugia,Left
35959,2-S,-2.495,Perugia,Left
35959,2-S,-2.404,Perugia,Left
35959,2-S,-2.464,Perugia,Left
35959,2-S,-2.457,Perugia,Left
35959,2-S,-2.539,Perugia,Left
35959,2-S,-2.455,Perugia,Left
35959,2-S,-2.553,Perugia,Left
35959,2-S,-2.504,Perugia,Left
35960,2-S,-3.014,Perugia,Left
35960,2-S,-2.996,Perugia,Left
35960,2-S,-3.055,Perugia,Left
35960,2-S,-3.035,Perugia,Left
35960,2-S,-3.055,Perugia,Left
35960,2-S,-3.027,Perugia,Left
35960,2-S,-3.065,Perugia,Left
35960,2-S,-3.083,Perugia,Left
35960,2-S,-3.02,Perugia,Left
35960,2-S,-3.022,Perugia,Left
35960,2-S,-2.887,Perugia,Left
35960,2-S,-2.825,Perugia,Left
35960,2-S,-2.917,Perugia,Left
35960,2-S,-2.866,Perugia,Left
35960,2-S,-2.984,Perugia,Left
35960,2-S,-2.965,Perugia,Left
35960,2-S,-3.008,Perugia,Left
35960,2-S,-3.052,Perugia,Left
35961,2-S,-2.822,Perugia,Left
35961,2-S,-2.859,Perugia,Left
35961,2-S,-2.789,Perugia,Left
35961,2-S,-2.805,Perugia,Left
35961,2-S,-2.796,Perugia,Left
35961,2-S,-2.796,Perugia,Left
35961,2-S,-2.816,Perugia,Left
35961,2-S,-2.828,Perugia,Left
35961,2-S,-2.868,Perugia,Left
35961,2-S,-2.662,Perugia,Left
35961,2-S,-2.906,Perugia,Left
35961,2-S,-2.666,Perugia,Left
35961,2-S,-2.71,Perugia,Left
35961,2-S,-2.679,Perugia,Left
35961,2-S,-2.72,Perugia,Left
35961,2-S,-2.734,Perugia,Right
35961,2-S,-2.789,Perugia,Left
35961,2-S,-2.744,Perugia,Left
35961,2-S,-2.769,Perugia,Left
35961,2-S,-2.748,Perugia,Left
35961,2-S,-2.783,Perugia,Left
35962,2-S,-3.024,Perugia,Left
35962,2-S,-3.039,Perugia,Left
35962,2-S,-3.051,Perugia,Left
35962,2-S,-3.065,Perugia,Left
35962,2-S,-3.053,Perugia,Left
35962,2-S,-3.104,Perugia,Left
35962,2-S,-3.075,Perugia,Left
35962,2-S,-3.092,Perugia,Left
35962,2-S,-3.02,Perugia,Left
35962,2-S,-2.981,Perugia,Left
35962,2-S,-2.943,Perugia,Left
35962,2-S,-2.968,Perugia,Left
35962,2-S,-2.958,Perugia,Left
35962,2-S,-2.949,Perugia,Left
35962,2-S,-2.96,Perugia,Left
35962,2-S,-2.977,Perugia,Left
35962,2-S,-2.971,Perugia,Left
35962,2-S,-2.953,Perugia,Left
35962,2-S,-2.951,Perugia,Left
35962,2-S,-2.826,Perugia,Left
35963,2-S,-2.922,Brown,Right
35963,2-S,-2.881,Brown,Right
35963,2-S,-2.916,Brown,Right
35963,2-S,-2.916,Brown,Right
35963,2-S,-2.937,Brown,Right
35963,2-S,-2.937,Brown,Right
35963,2-S,-2.738,Brown,Right
35963,2-S,-2.758,Brown,Right
35963,2-S,-2.798,Brown,Right
35963,2-S,-2.771,Brown,Right
35963,2-S,-2.818,Brown,Right
35963,2-S,-2.783,Brown,Right
35963,2-S,-2.749,Brown,Right
35963,2-S,-2.749,Brown,Right
35963,2-S,-2.749,Brown,Right
35963,2-S,-2.749,Brown,Right
35963,2-S,-2.813,Brown,Right
35963,2-S,-2.813,Brown,Right
35963,2-S,-2.813,Brown,Right
35963,2-S,-2.813,Brown,Right
35963,2-S,-2.794,Brown,Right
35963,2-S,-2.831,Brown,Right
35963,2-S,-2.828,Brown,Right
35963,2-S,-2.833,Brown,Right
35963,2-S,-2.817,Brown,Right
35963,2-S,-2.837,Brown,Right
36236,PSS,-2.858,Perugia,Left
36236,PSS,-2.958,Perugia,Left
36236,PSS,-2.92,Perugia,Left
36236,PSS,-3.053,Perugia,Left
36236,PSS,-2.911,Perugia,Left
36236,PSS,-3.064,Perugia,Left
36236,PSS,-3.0,Perugia,Left
36236,PSS,-3.111,Perugia,Left
36236,PSS,-2.855,Perugia,Left
36236,PSS,-2.921,Perugia,Left
36236,PSS,-2.806,Perugia,Left
36236,PSS,-2.895,Perugia,Left
36236,PSS,-2.801,Perugia,Left
36236,PSS,-2.889,Perugia,Left
36236,PSS,-2.849,Perugia,Left
36236,PSS,-2.849,Perugia,Left
36236,PSS,-2.929,Perugia,Left
36236,PSS,-2.839,Perugia,Left
36236,PSS,-2.94,Perugia,Left
36236,PSS,-2.875,Perugia,Left
36236,PSS,-2.98,Perugia,Left
36237,PSS,-2.645,Perugia,Left
36237,PSS,-2.76,Perugia,Left
36237,PSS,-2.76,Perugia,Left
36237,PSS,-2.726,Perugia,Left
36237,PSS,-2.8,Perugia,Left
36237,PSS,-2.755,Perugia,Left
36237,PSS,-2.805,Perugia,Left
36237,PSS,-2.784,Perugia,Left
36237,PSS,-2.784,Perugia,Left
36237,PSS,-2.861,Perugia,Left
36237,PSS,-2.826,Perugia,Left
36237,PSS,-2.877,Perugia,Left
36237,PSS,-2.814,Perugia,Left
36237,PSS,-2.885,Perugia,Left
36237,PSS,-2.566,Perugia,Left
36237,PSS,-2.719,Perugia,Left
36237,PSS,-2.555,Perugia,Left
36237,PSS,-2.651,Perugia,Left
36237,PSS,-2.613,Perugia,Left
36237,PSS,-2.706,Perugia,Left
36237,PSS,-2.583,Perugia,Left
36237,PSS,-2.583,Perugia,Left
36237,PSS,-2.583,Perugia,Left
36237,PSS,-2.642,Perugia,Left
36238,2-S,-2.888,Brown,Right
36238,2-S,-2.9,Brown,Right
36238,2-S,-2.895,Brown,Right
36238,2-S,-2.946,Brown,Right
36238,2-S,-2.948,Brown,Right
36238,2-S,-2.947,Brown,Right
36238,2-S,-2.945,Brown,Right
36238,2-S,-2.945,Brown,Right
36238,2-S,-2.94,Brown,Right
36238,2-S,-2.94,Brown,Right
36238,2-S,-2.978,Brown,Right
36238,2-S,-2.947,Brown,Right
36238,2-S,-2.777,Brown,Right
36238,2-S,-2.83,Brown,Right
36238,2-S,-2.731,Brown,Right
36238,2-S,-2.84,Brown,Right
36238,2-S,-2.838,Brown,Right
36238,2-S,-2.838,Brown,Right
36238,2-S,-2.868,Brown,Right
36238,2-S,-2.868,Brown,Right
36238,2-S,-2.85,Brown,Right
36238,2-S,-2.865,Brown,Right
36239,2-S,2.958,HEPHY,Right
36239,2-S,2.966,HEPHY,Right
36239,2-S,2.978,HEPHY,Left
36239,2-S,2.982,HEPHY,Left
36239,2-S,2.985,HEPHY,Right
36239,2-S,3.042,HEPHY,Right
36239,2-S,3.026,HEPHY,Right
36239,2-S,3.009,HEPHY,Right
36239,2-S,3.001,HEPHY,Left
36239,2-S,3.064,HEPHY,Left
36239,2-S,3.032,HEPHY,Right
36239,2-S,3.046,HEPHY,Right
36239,2-S,3.038,HEPHY,Left
36239,2-S,3.069,HEPHY,Left
36239,2-S,3.075,HEPHY,Right
36239,2-S,3.09,HEPHY,Right
36239,2-S,2.89,HEPHY,Left
36239,2-S,2.905,HEPHY,Left
36239,2-S,2.871,HEPHY,Left
36239,2-S,2.881,HEPHY,Left
36239,2-S,2.906,HEPHY,Left
36239,2-S,2.938,HEPHY,Left
36239,2-S,2.936,HEPHY,Left
36239,2-S,2.981,HEPHY,Left
36240,2-S,2.739,HEPHY,Left
36240,2-S,2.806,HEPHY,Left
36240,2-S,2.726,HEPHY,Left
36240,2-S,2.713,HEPHY,Left
36240,2-S,2.774,HEPHY,Left
36240,2-S,2.789,HEPHY,Left
36240,2-S,2.804,HEPHY,Left
36240,2-S,2.791,HEPHY,Left
36240,2-S,2.864,HEPHY,Left
36240,2-S,2.938,HEPHY,Left
36240,2-S,2.624,HEPHY,Right
36240,2-S,2.699,HEPHY,Right
36240,2-S,2.67,HEPHY,Right
36240,2-S,2.673,HEPHY,Right
36240,2-S,2.625,HEPHY,Left
36240,2-S,2.648,HEPHY,Left
36240,2-S,2.65,HEPHY,Left
36240,2-S,2.735,HEPHY,Left
36240,2-S,2.704,HEPHY,Left
36240,2-S,2.683,HEPHY,Left
36240,2-S,2.785,HEPHY,Left
36240,2-S,2.72,HEPHY,Left
36240,2-S,2.78,HEPHY,Right
36240,2-S,2.74,HEPHY,Right
36241,2-S,2.458,HEPHY,Left
36241,2-S,2.518,HEPHY,Left
36241,2-S,2.421,HEPHY,Left
36241,2-S,2.499,HEPHY,Left
36241,2-S,2.505,HEPHY,Left
36241,2-S,2.555,HEPHY,Left
36241,2-S,2.478,HEPHY,Left
36241,2-S,2.572,HEPHY,Left
36241,2-S,2.509,HEPHY,Left
36241,2-S,2.559,HEPHY,Left
36241,2-S,2.401,HEPHY,Left
36241,2-S,2.376,HEPHY,Left
36241,2-S,2.281,HEPHY,Left
36241,2-S,2.336,HEPHY,Left
36241,2-S,2.416,HEPHY,Left
36241,2-S,2.436,HEPHY,Left
36241,2-S,2.367,HEPHY,Left
36241,2-S,2.431,HEPHY,Left
36241,2-S,2.412,HEPHY,Left
36241,2-S,2.482,HEPHY,Left
36243,2-S,-2.7, ,Left
36243,2-S,-2.7, ,Left
36243,2-S,-2.45, ,Left
36245,2-S,-2.441,Brown,Right
36245,2-S,-2.441,Brown,Right
36245,2-S,-2.441,Brown,Right
36245,2-S,-2.441,Brown,Right
36245,2-S,-2.441,Brown,Right
36245,2-S,-2.325,Brown,Right
36245,2-S,-2.325,Brown,Right
36245,2-S,-2.325,Brown,Right
36245,2-S,-2.41,Brown,Right
36245,2-S,-2.41,Brown,Right
36245,2-S,-2.41,Brown,Right
36245,2-S,-2.41,Brown,Right
36245,2-S,-2.285,Brown,Right
36245,2-S,-2.285,Brown,Right
36245,2-S,-2.467,Brown,Right
36245,2-S,-2.467,Brown,Right
36245,2-S,-2.467,Brown,Right
36245,2-S,-2.467,Brown,Right
36245,2-S,-2.269,Brown,Right
36245,2-S,-2.269,Brown,Right
36245,2-S,-2.538,Brown,Right
36245,2-S,-2.538,Brown,Right
36245,2-S,-2.538,Brown,Right
36245,2-S,-2.538,Brown,Right
36245,2-S,-2.42,Brown,Right
36245,2-S,-2.42,Brown,Right
36245,2-S,-2.252,Brown,Right
36245,2-S,-2.252,Brown,Right
36245,2-S,-2.252,Brown,Right
36245,2-S,-2.252,Brown,Right
36245,2-S,-2.145,Brown,Right
36245,2-S,-2.145,Brown,Right
36245,2-S,-2.245,Brown,Right
36245,2-S,-2.245,Brown,Right
36245,2-S,-2.245,Brown,Right
36245,2-S,-2.245,Brown,Right
36245,2-S,-2.148,Brown,Right
36245,2-S,-2.148,Brown,Right
36245,2-S,-2.341,Brown,Right
36245,2-S,-2.341,Brown,Right
36245,2-S,-2.341,Brown,Right
36245,2-S,-2.341,Brown,Right
36245,2-S,-2.244,Brown,Right
36245,2-S,-2.244,Brown,Right
36245,2-S,-2.349,Brown,Right
36245,2-S,-2.349,Brown,Right
36245,2-S,-2.349,Brown,Right
36245,2-S,-2.349,Brown,Right
36245,2-S,-2.331,Brown,Right
36245,2-S,-2.331,Brown,Right
36245,2-S,-2.396,Brown,Right
36245,2-S,-2.396,Brown,Right
36245,2-S,-2.396,Brown,Right
36245,2-S,-2.396,Brown,Right
36245,2-S,-2.389,Brown,Right
36245,2-S,-2.389,Brown,Right
36246,2-S,-2.845,Brown,Right
36246,2-S,-2.838,Brown,Right
36246,2-S,-2.602,Brown,Right
36246,2-S,-2.764,Brown,Right
36246,2-S,-2.745,Brown,Right
36246,2-S,-2.805,Brown,Right
36246,2-S,-2.865,Brown,Right
36246,2-S,-2.838,Brown,Right
36246,2-S,-2.901,Brown,Right
36246,2-S,-2.861,Brown,Right
36246,2-S,-2.464,Brown,Right
36246,2-S,-2.661,Brown,Right
36246,2-S,-2.652,Brown,Right
36246,2-S,-2.683,Brown,Right
36246,2-S,-2.695,Brown,Right
36246,2-S,-2.65,Brown,Right
36246,2-S,-2.724,Brown,Right
36246,2-S,-2.796,Brown,Right
36696,PSS,-3.002,Brown,Right
36696,PSS,-3.002,Brown,Right
36696,PSS,-2.938,Brown,Right
36696,PSS,-2.938,Brown,Right
36696,PSS,-2.957,Brown,Right
36696,PSS,-2.957,Brown,Right
36696,PSS,-2.954,Brown,Right
36696,PSS,-2.954,Brown,Right
36696,PSS,-3.057,Brown,Right
36696,PSS,-3.057,Brown,Right
36696,PSS,-3.033,Brown,Right
36696,PSS,-3.033,Brown,Right
36696,PSS,-3.069,Brown,Right
36696,PSS,-3.069,Brown,Right
36696,PSS,-3.056,Brown,Right
36696,PSS,-3.056,Brown,Right
36696,PSS,-3.026,Brown,Right
36696,PSS,-3.026,Brown,Right
36696,PSS,-2.853,Brown,Right
36696,PSS,-2.853,Brown,Right
36696,PSS,-2.874,Brown,Right
36696,PSS,-2.874,Brown,Right
36696,PSS,-2.816,Brown,Right
36696,PSS,-2.816,Brown,Right
36696,PSS,-2.885,Brown,Right
36696,PSS,-2.885,Brown,Right
36696,PSS,-2.947,Brown,Right
36696,PSS,-2.947,Brown,Right
36696,PSS,-2.912,Brown,Right
36696,PSS,-2.912,Brown,Right
36696,PSS,-2.956,Brown,Right
36696,PSS,-2.956,Brown,Right
36696,PSS,-2.934,Brown,Right
36696,PSS,-2.934,Brown,Right
36697,PSS,-2.173,Brown,Right
36697,PSS,-2.173,Brown,Right
36697,PSS,-2.173,Brown,Right
36697,PSS,-2.054,Brown,Right
36697,PSS,-2.054,Brown,Right
36697,PSS,-2.054,Brown,Right
36697,PSS,-2.242,Brown,Right
36697,PSS,-2.242,Brown,Right
36697,PSS,-2.242,Brown,Right
36697,PSS,-2.164,Brown,Right
36697,PSS,-2.164,Brown,Right
36697,PSS,-2.164,Brown,Right
36697,PSS,-2.297,Brown,Right
36697,PSS,-2.297,Brown,Right
36697,PSS,-2.297,Brown,Right
36697,PSS,-2.205,Brown,Right
36697,PSS,-2.205,Brown,Right
36697,PSS,-2.205,Brown,Right
36697,PSS,-2.273,Brown,Right
36697,PSS,-2.273,Brown,Right
36697,PSS,-2.273,Brown,Right
36697,PSS,-2.14,Brown,Right
36697,PSS,-2.14,Brown,Right
36697,PSS,-2.14,Brown,Right
36697,PSS,-2.35,Brown,Right
36697,PSS,-2.35,Brown,Right
36697,PSS,-2.35,Brown,Right
36697,PSS,-2.119,Brown,Right
36697,PSS,-2.119,Brown,Right
36697,PSS,-2.119,Brown,Right
36697,PSS,-1.985,Brown,Right
36697,PSS,-1.985,Brown,Right
36697,PSS,-1.985,Brown,Right
36697,PSS,-2.064,Brown,Right
36697,PSS,-2.064,Brown,Right
36697,PSS,-2.064,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.073,Brown,Right
36697,PSS,-2.073,Brown,Right
36697,PSS,-2.073,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.181,Brown,Right
36697,PSS,-2.074,Brown,Right
36697,PSS,-2.074,Brown,Right
36697,PSS,-2.074,Brown,Right
36698,2-S,2.931,HEPHY,Left
36698,2-S,3.01,HEPHY,Left
36698,2-S,2.979,HEPHY,Left
36698,2-S,3.059,HEPHY,Left
36698,2-S,2.977,HEPHY,Left
36698,2-S,3.036,HEPHY,Left
36698,2-S,3.0,HEPHY,Left
36698,2-S,3.099,HEPHY,Left
36698,2-S,2.981,HEPHY,Left
36698,2-S,3.044,HEPHY,Left
36698,2-S,2.991,HEPHY,Left
36698,2-S,3.048,HEPHY,Left
36698,2-S,2.843,HEPHY,Left
36698,2-S,2.913,HEPHY,Left
36698,2-S,2.849,HEPHY,Left
36698,2-S,2.932,HEPHY,Left
36698,2-S,2.869,HEPHY,Left
36698,2-S,2.903,HEPHY,Left
36698,2-S,2.887,HEPHY,Left
36698,2-S,2.947,HEPHY,Left
36699,2-S,2.979,HEPHY,Left
36699,2-S,2.943,HEPHY,Left
36699,2-S,2.957,HEPHY,Left
36699,2-S,2.944,HEPHY,Left
36699,2-S,3.007,HEPHY,Left
36699,2-S,2.942,HEPHY,Left
36699,2-S,2.941,HEPHY,Left
36699,2-S,2.951,HEPHY,Left
36699,2-S,2.973,HEPHY,Left
36699,2-S,2.959,HEPHY,Left
36699,2-S,3.014,HEPHY,Left
36699,2-S,2.767,HEPHY,Left
36699,2-S,2.786,HEPHY,Left
36699,2-S,2.857,HEPHY,Left
36699,2-S,2.834,HEPHY,Left
36699,2-S,2.864,HEPHY,Left
36699,2-S,2.859,HEPHY,Left
36699,2-S,2.912,HEPHY,Left
36699,2-S,2.915,HEPHY,Left
36700,2-S,2.676,HEPHY,Left
36700,2-S,2.772,HEPHY,Left
36700,2-S,2.723,HEPHY,Left
36700,2-S,2.723,HEPHY,Left
36700,2-S,2.723,HEPHY,Left
36700,2-S,2.766,HEPHY,Left
36700,2-S,2.691,HEPHY,Left
36700,2-S,2.764,HEPHY,Left
36700,2-S,2.713,HEPHY,Left
36700,2-S,2.807,HEPHY,Left
36700,2-S,2.596,HEPHY,Left
36700,2-S,2.67,HEPHY,Left
36700,2-S,2.597,HEPHY,Left
36700,2-S,2.668,HEPHY,Left
36700,2-S,2.609,HEPHY,Left
36700,2-S,2.675,HEPHY,Left
36700,2-S,2.632,HEPHY,Left
36700,2-S,2.705,HEPHY,Left
36700,2-S,2.612,HEPHY,Left
36700,2-S,2.684,HEPHY,Left
36700,2-S,2.657,HEPHY,Left
36700,2-S,2.74,HEPHY,Left
36701,2-S,3.092,HEPHY,Left
36701,2-S,3.084,HEPHY,Left
36701,2-S,3.088,HEPHY,Left
36701,2-S,3.067,HEPHY,Left
36701,2-S,3.05,HEPHY,Left
36701,2-S,3.07,HEPHY,Left
36701,2-S,3.023,HEPHY,Left
36701,2-S,3.018,HEPHY,Left
36701,2-S,3.042,HEPHY,Left
36701,2-S,3.038,HEPHY,Left
36701,2-S,2.82,HEPHY,Left
36701,2-S,2.792,HEPHY,Left
36701,2-S,2.859,HEPHY,Left
36701,2-S,2.826,HEPHY,Left
36701,2-S,2.839,HEPHY,Left
36701,2-S,2.802,HEPHY,Left
36701,2-S,2.895,HEPHY,Left
36701,2-S,2.867,HEPHY,Left
36701,2-S,2.935,HEPHY,Left
36701,2-S,2.918,HEPHY,Left
36702,2-S,-2.667,Perugia,Left
36702,2-S,-2.667,Perugia,Left
36702,2-S,-2.64,Perugia,Left
36702,2-S,-2.59,Perugia,Left
36702,2-S,-2.61,Perugia,Left
36702,2-S,-2.608,Perugia,Left
36702,2-S,-2.565,Perugia,Left
36702,2-S,-2.742,Perugia,Left
36702,2-S,-2.673,Perugia,Left
36702,2-S,-2.546,Perugia,Left
36702,2-S,-2.578,Perugia,Left
36702,2-S,-2.562,Perugia,Left
36702,2-S,-2.511,Perugia,Left
36702,2-S,-2.562,Perugia,Left
36702,2-S,-2.525,Perugia,Left
36702,2-S,-2.574,Perugia,Left
36702,2-S,-2.51,Perugia,Left
36703,2-S,-3.079,Perugia,Left
36703,2-S,-3.038,Perugia,Left
36703,2-S,-3.051,Perugia,Left
36703,2-S,-3.086,Perugia,Left
36703,2-S,-3.064,Perugia,Left
36703,2-S,-3.12,Perugia,Left
36703,2-S,-3.114,Perugia,Left
36703,2-S,-3.119,Perugia,Left
36703,2-S,-3.038,Perugia,Left
36703,2-S,-3.107,Perugia,Left
36703,2-S,-2.792,Perugia,Left
36703,2-S,-2.79,Perugia,Left
36703,2-S,-2.804,Perugia,Left
36703,2-S,-2.803,Perugia,Left
36703,2-S,-2.825,Perugia,Left
36703,2-S,-2.866,Perugia,Left
36703,2-S,-2.871,Perugia,Left
36703,2-S,-2.912,Perugia,Left
