batch_number,Type,ID,KIND_OF_CONDITION_ID,KIND_OF_CONDITION,CONDITION_DATA_SET_ID,KIND_OF_PART_ID,KIND_OF_PART,PART_ID,PART_BARCODE,PART_NAME_LABEL,VFB_V,CACC_PFRD,NOX,TOX_NM,CAC_PFRD,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
35962,2-S,8618728,9140,Tracker Halfmoon CV Parameters,742041,7400,2S Halfmoon E,60278,35962_018_2-S_HM_EE,35962_018_2-S_HM_EE,-3.075,,77096684024.484,,85.817,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_018_2-S_HM_E_flute1_L_MOS_26_4_2021_14h25m44s.txt,Perugia
35962,2-S,8598121,9140,Tracker Halfmoon CV Parameters,741120,7420,2S Halfmoon W,60291,35962_018_2-S_HM_WW,35962_018_2-S_HM_WW,-3.092,,76888691866.373,,84.982,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_018_2-S_HM_W_flute1_L_MOS_26_4_2021_15h0m43s.txt,Perugia
35962,2-S,8598134,9140,Tracker Halfmoon CV Parameters,741345,7400,2S Halfmoon E,60318,35962_023_2-S_HM_EE,35962_023_2-S_HM_EE,-3.02,,75855114854.404,,86.419,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_023_2-S_HM_E_flute1_L_MOS_26_4_2021_8h57m18s.txt,Perugia
35962,2-S,8607055,9140,Tracker Halfmoon CV Parameters,741693,7420,2S Halfmoon W,60331,35962_023_2-S_HM_WW,35962_023_2-S_HM_WW,-2.981,,73175852588.267,,84.78,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_023_2-S_HM_W_flute1_L_MOS_26_4_2021_10h23m29s.txt,Perugia
35962,2-S,8598123,9140,Tracker Halfmoon CV Parameters,741174,7400,2S Halfmoon E,60332,35962_028_2-S_HM_EE,35962_028_2-S_HM_EE,-2.943,,72963877449.925,,85.954,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_028_2-S_HM_E_flute1_L_MOS_26_4_2021_15h34m20s.txt,Perugia
35962,2-S,8607049,9140,Tracker Halfmoon CV Parameters,741576,7420,2S Halfmoon W,60335,35962_028_2-S_HM_WW,35962_028_2-S_HM_WW,-2.968,,72755718173.028,,84.772,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_028_2-S_HM_W_flute1_L_MOS_26_4_2021_16h9m16s.txt,Perugia
35962,2-S,8618723,9140,Tracker Halfmoon CV Parameters,741939,7400,2S Halfmoon E,60372,35962_033_2-S_HM_EE,35962_033_2-S_HM_EE,-2.958,,73490746656.218,,86.004,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_033_2-S_HM_E_flute1_L_MOS_27_4_2021_11h17m51s.txt,Perugia
35962,2-S,8607042,9140,Tracker Halfmoon CV Parameters,741468,7420,2S Halfmoon W,60375,35962_033_2-S_HM_WW,35962_033_2-S_HM_WW,-2.949,,72269038037.679,,84.91,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_033_2-S_HM_W_flute1_L_MOS_27_4_2021_12h7m20s.txt,Perugia
35962,2-S,8607051,9140,Tracker Halfmoon CV Parameters,741582,7400,2S Halfmoon E,60412,35962_038_2-S_HM_EE,35962_038_2-S_HM_EE,-2.96,,73907101430.585,,86.416,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_038_2-S_HM_E_flute1_L_MOS_27_4_2021_12h42m33s.txt,Perugia
35962,2-S,8618720,9140,Tracker Halfmoon CV Parameters,741855,7420,2S Halfmoon W,60415,35962_038_2-S_HM_WW,35962_038_2-S_HM_WW,-2.977,,73236454278.165,,84.998,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_038_2-S_HM_W_flute1_L_MOS_27_4_2021_13h16m15s.txt,Perugia
35962,2-S,8618738,9140,Tracker Halfmoon CV Parameters,742224,7400,2S Halfmoon E,60452,35962_043_2-S_HM_EE,35962_043_2-S_HM_EE,-2.971,,74282061423.281,,86.437,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_043_2-S_HM_E_flute1_L_MOS_26_4_2021_11h1m24s.txt,Perugia
35962,2-S,8598138,9140,Tracker Halfmoon CV Parameters,741423,7420,2S Halfmoon W,60455,35962_043_2-S_HM_WW,35962_043_2-S_HM_WW,-2.953,,73154815340.718,,85.8,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_043_2-S_HM_W_flute1_L_MOS_26_4_2021_12h27m50s.txt,Perugia
35962,2-S,8598128,9140,Tracker Halfmoon CV Parameters,741270,7400,2S Halfmoon E,60478,35962_048_2-S_HM_EE,35962_048_2-S_HM_EE,-2.951,,74025778575.411,,86.898,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_048_2-S_HM_E_flute1_L_MOS_27_4_2021_14h27m42s.txt,Perugia
35962,2-S,8598125,9140,Tracker Halfmoon CV Parameters,741225,7420,2S Halfmoon W,60491,35962_048_2-S_HM_WW,35962_048_2-S_HM_WW,-2.826,,69030973076.815,,85.754,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_35962_048_2-S_HM_W_flute1_L_MOS_27_4_2021_15h2m0s.txt,Perugia
35963,2-S,2493901,9140,Tracker Halfmoon CV Parameters,148946,7400,2S Halfmoon E,60496,35963_003_2-S_HM_EE,35963_003_2-S_HM_EE,-2.922,84.498,83085380000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.014,Test_HPK_VPX35963_003_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_11_49_41_AM.txt,Brown
35963,2-S,2493904,9140,Tracker Halfmoon CV Parameters,148973,7420,2S Halfmoon W,60499,35963_003_2-S_HM_WW,35963_003_2-S_HM_WW,-2.881,85.72,82974440000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.003,Test_HPK_VPX35963_003_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_12_29_48_PM.txt,Brown
35963,2-S,2497562,9140,Tracker Halfmoon CV Parameters,148294,7400,2S Halfmoon E,60518,35963_008_2-S_HM_EE,35963_008_2-S_HM_EE,-2.916,84.507,82912810000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.157,Test_HPK_VPX35963_008_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_06_26_20_PM.txt,Brown
35963,2-S,2503783,9140,Tracker Halfmoon CV Parameters,149526,7400,2S Halfmoon E,60518,35963_008_2-S_HM_EE,35963_008_2-S_HM_EE,-2.916,84.507,82912810000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.157,Test_HPK_VPX35963_008_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_06_26_20_PM.txt,Brown
35963,2-S,2503780,9140,Tracker Halfmoon CV Parameters,149051,7420,2S Halfmoon W,60531,35963_008_2-S_HM_WW,35963_008_2-S_HM_WW,-2.937,85.212,84275000000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.014,Test_HPK_VPX35963_008_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_07_18_52_PM.txt,Brown
35963,2-S,2497561,9140,Tracker Halfmoon CV Parameters,148270,7420,2S Halfmoon W,60531,35963_008_2-S_HM_WW,35963_008_2-S_HM_WW,-2.937,85.212,84275000000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.014,Test_HPK_VPX35963_008_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_07_18_52_PM.txt,Brown
35963,2-S,2508401,9140,Tracker Halfmoon CV Parameters,149663,7400,2S Halfmoon E,60576,35963_017_2-S_HM_EE,35963_017_2-S_HM_EE,-2.738,84.538,77294570000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,,20.0,20.012,Test_HPK_VPX35963_017_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_01_09_50_PM.txt,Brown
35963,2-S,2508402,9140,Tracker Halfmoon CV Parameters,149714,7420,2S Halfmoon W,60579,35963_017_2-S_HM_WW,35963_017_2-S_HM_WW,-2.758,85.669,78976650000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,,20.0,20.005,Test_HPK_VPX35963_017_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_01_49_55_PM.txt,Brown
35963,2-S,2511926,9140,Tracker Halfmoon CV Parameters,149897,7400,2S Halfmoon E,60598,35963_020_2-S_HM_EE,35963_020_2-S_HM_EE,-2.798,84.5,79154270000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,,20.0,20.03,Test_HPK_VPX35963_020_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_08_11_15_PM.txt,Brown
35963,2-S,2511924,9140,Tracker Halfmoon CV Parameters,149882,7420,2S Halfmoon W,60611,35963_020_2-S_HM_WW,35963_020_2-S_HM_WW,-2.771,85.791,79512630000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,,20.0,20.015,Test_HPK_VPX35963_020_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_23_2021_09_03_40_PM.txt,Brown
35963,2-S,2517962,9140,Tracker Halfmoon CV Parameters,150061,7400,2S Halfmoon E,60656,35963_029_2-S_HM_EE,35963_029_2-S_HM_EE,-2.818,84.431,79754190000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.005,Test_HPK_VPX35963_029_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_02_52_56_PM.txt,Brown
35963,2-S,2517963,9140,Tracker Halfmoon CV Parameters,150097,7420,2S Halfmoon W,60659,35963_029_2-S_HM_WW,35963_029_2-S_HM_WW,-2.783,86.155,80233920000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_029_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_03_33_03_PM.txt,Brown
35963,2-S,2528184,9140,Tracker Halfmoon CV Parameters,150486,7400,2S Halfmoon E,60678,35963_032_2-S_HM_EE,35963_032_2-S_HM_EE,-2.749,85.525,78561340000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.006,Test_HPK_VPX35963_032_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_05_53_02_PM.txt,Brown
35963,2-S,2554406,9140,Tracker Halfmoon CV Parameters,151397,7400,2S Halfmoon E,60678,35963_032_2-S_HM_EE,35963_032_2-S_HM_EE,-2.749,85.525,78561340000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.006,Test_HPK_VPX35963_032_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_05_53_02_PM.txt,Brown
35963,2-S,2521322,9140,Tracker Halfmoon CV Parameters,150190,7400,2S Halfmoon E,60678,35963_032_2-S_HM_EE,35963_032_2-S_HM_EE,-2.749,85.525,78561340000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.006,Test_HPK_VPX35963_032_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_05_53_02_PM.txt,Brown
35963,2-S,2535322,9140,Tracker Halfmoon CV Parameters,149255,7400,2S Halfmoon E,60678,35963_032_2-S_HM_EE,35963_032_2-S_HM_EE,-2.749,85.525,78561340000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.006,Test_HPK_VPX35963_032_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_05_53_02_PM.txt,Brown
35963,2-S,2521325,9140,Tracker Halfmoon CV Parameters,150232,7420,2S Halfmoon W,60691,35963_032_2-S_HM_WW,35963_032_2-S_HM_WW,-2.813,86.423,81447690000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_032_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_06_45_20_PM.txt,Brown
35963,2-S,2535325,9140,Tracker Halfmoon CV Parameters,149324,7420,2S Halfmoon W,60691,35963_032_2-S_HM_WW,35963_032_2-S_HM_WW,-2.813,86.423,81447690000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_032_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_06_45_20_PM.txt,Brown
35963,2-S,2528185,9140,Tracker Halfmoon CV Parameters,150489,7420,2S Halfmoon W,60691,35963_032_2-S_HM_WW,35963_032_2-S_HM_WW,-2.813,86.423,81447690000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_032_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_06_45_20_PM.txt,Brown
35963,2-S,2554400,9140,Tracker Halfmoon CV Parameters,151205,7420,2S Halfmoon W,60691,35963_032_2-S_HM_WW,35963_032_2-S_HM_WW,-2.813,86.423,81447690000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_032_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_06_45_20_PM.txt,Brown
35963,2-S,2548960,9140,Tracker Halfmoon CV Parameters,150961,7400,2S Halfmoon E,60736,35963_040_2-S_HM_EE,35963_040_2-S_HM_EE,-2.794,85.682,80133740000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,,20.0,20.018,Test_HPK_VPX35963_040_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_04_13_09_PM.txt,Brown
35963,2-S,2548964,9140,Tracker Halfmoon CV Parameters,151024,7420,2S Halfmoon W,60739,35963_040_2-S_HM_WW,35963_040_2-S_HM_WW,-2.831,86.553,82155570000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,,20.0,20.013,Test_HPK_VPX35963_040_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_04_53_14_PM.txt,Brown
35963,2-S,2544160,9140,Tracker Halfmoon CV Parameters,150779,7400,2S Halfmoon E,60758,35963_043_2-S_HM_EE,35963_043_2-S_HM_EE,-2.828,85.761,81320800000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 3,10.0,10000.0,0.05,,20.0,20.015,Test_HPK_VPX35963_043_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_07_37_39_PM.txt,Brown
35963,2-S,2544165,9140,Tracker Halfmoon CV Parameters,150887,7420,2S Halfmoon W,60771,35963_043_2-S_HM_WW,35963_043_2-S_HM_WW,-2.833,86.745,82413730000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 4,10.0,10000.0,0.05,,20.0,20.005,Test_HPK_VPX35963_043_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_26_2021_08_29_54_PM.txt,Brown
35963,2-S,2551325,9140,Tracker Halfmoon CV Parameters,151181,7400,2S Halfmoon E,60798,35963_048_2-S_HM_EE,35963_048_2-S_HM_EE,-2.817,85.959,81157820000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 1,10.0,10000.0,0.05,,20.0,20.018,Test_HPK_VPX35963_048_2-S_HM_EE_East_South_PQC1_MOS1_MOSQuarter_CV_Run01_04_27_2021_03_22_02_PM.txt,Brown
35963,2-S,2551322,9140,Tracker Halfmoon CV Parameters,151127,7420,2S Halfmoon W,60811,35963_048_2-S_HM_WW,35963_048_2-S_HM_WW,-2.837,87.08,82855480000.0,,,PQC1,MOS_QUARTER,Not Used,Right,MOS1,PQC_HM_POSITION 2,10.0,10000.0,0.05,,20.0,20.004,Test_HPK_VPX35963_048_2-S_HM_WW_West_North_PQC1_MOS1_MOSQuarter_CV_Run01_04_27_2021_04_02_12_PM.txt,Brown
36236,PSS,8562269,9140,Tracker Halfmoon CV Parameters,738156,7480,PS-s Halfmoon E,62872,36236_003_PSS_HM_EE,36236_003_PSS_HM_EE,-2.858,,70776481669.411,,86.631,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_003_PSS_HM_E_flute1_L_MOS_7_6_2021_13h39m56s.txt,Perugia
36236,PSS,8573449,9140,Tracker Halfmoon CV Parameters,739902,7500,PS-s Halfmoon W,62877,36236_003_PSS_HM_WW,36236_003_PSS_HM_WW,-2.958,,73226808866.178,,85.696,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_003_PSS_HM_W_flute1_L_MOS_7_6_2021_15h34m19s.txt,Perugia
36236,PSS,8573448,9140,Tracker Halfmoon CV Parameters,739857,7480,PS-s Halfmoon E,62932,36236_008_PSS_HM_EE,36236_008_PSS_HM_EE,-2.92,,72857324474.447,,86.71,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_008_PSS_HM_E_flute1_L_MOS_8_6_2021_16h58m47s.txt,Perugia
36236,PSS,8562260,9140,Tracker Halfmoon CV Parameters,738042,7500,PS-s Halfmoon W,62937,36236_008_PSS_HM_WW,36236_008_PSS_HM_WW,-3.053,,76204186593.421,,85.61,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_008_PSS_HM_W_flute1_L_MOS_8_6_2021_17h51m58s.txt,Perugia
36236,PSS,8573459,9140,Tracker Halfmoon CV Parameters,740085,7480,PS-s Halfmoon E,62976,36236_012_PSS_HM_EE,36236_012_PSS_HM_EE,-2.911,,73112400429.996,,87.364,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_012_PSS_HM_E_flute1_L_MOS_8_6_2021_9h40m22s.txt,Perugia
36236,PSS,8562261,9140,Tracker Halfmoon CV Parameters,738045,7500,PS-s Halfmoon W,62991,36236_012_PSS_HM_WW,36236_012_PSS_HM_WW,-3.064,,76559781674.265,,85.612,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_012_PSS_HM_W_flute1_L_MOS_8_6_2021_11h12m11s.txt,Perugia
36236,PSS,8587087,9140,Tracker Halfmoon CV Parameters,740235,7480,PS-s Halfmoon E,63090,36236_021_PSS_HM_EE,36236_021_PSS_HM_EE,-3.0,,75824695724.299,,87.129,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_021_PSS_HM_E_flute1_L_MOS_9_6_2021_11h57m17s.txt,Perugia
36236,PSS,8562277,9140,Tracker Halfmoon CV Parameters,739551,7500,PS-s Halfmoon W,63095,36236_021_PSS_HM_WW,36236_021_PSS_HM_WW,-3.111,,78352245529.276,,85.923,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_021_PSS_HM_W_flute1_L_MOS_9_6_2021_12h43m45s.txt,Perugia
36236,PSS,8573458,9140,Tracker Halfmoon CV Parameters,740079,7480,PS-s Halfmoon E,63550,36236_026_PSS_HM_EE,36236_026_PSS_HM_EE,-2.855,,71129659900.967,,87.183,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_026_PSS_HM_E_flute1_L_MOS_8_6_2021_11h33m28s.txt,Perugia
36236,PSS,8562278,9140,Tracker Halfmoon CV Parameters,739587,7500,PS-s Halfmoon W,63555,36236_026_PSS_HM_WW,36236_026_PSS_HM_WW,-2.921,,72955931235.226,,86.788,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_026_PSS_HM_W_flute1_L_MOS_8_6_2021_12h38m48s.txt,Perugia
36236,PSS,8573457,9140,Tracker Halfmoon CV Parameters,740043,7480,PS-s Halfmoon E,63610,36236_031_PSS_HM_EE,36236_031_PSS_HM_EE,-2.806,,70135733801.59,,87.946,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_031_PSS_HM_E_flute1_L_MOS_9_6_2021_13h16m25s.txt,Perugia
36236,PSS,8587099,9140,Tracker Halfmoon CV Parameters,740484,7500,PS-s Halfmoon W,63615,36236_031_PSS_HM_WW,36236_031_PSS_HM_WW,-2.895,,71909941422.15,,86.548,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_031_PSS_HM_W_flute1_L_MOS_9_6_2021_15h53m16s.txt,Perugia
36236,PSS,8562279,9140,Tracker Halfmoon CV Parameters,739602,7480,PS-s Halfmoon E,63670,36236_036_PSS_HM_EE,36236_036_PSS_HM_EE,-2.801,,69765408110.513,,87.688,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_036_PSS_HM_E_flute1_L_MOS_8_6_2021_15h12m6s.txt,Perugia
36236,PSS,8573452,9140,Tracker Halfmoon CV Parameters,739932,7500,PS-s Halfmoon W,63675,36236_036_PSS_HM_WW,36236_036_PSS_HM_WW,-2.889,,72114039399.702,,87.029,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_036_PSS_HM_W_flute1_L_MOS_8_6_2021_16h35m35s.txt,Perugia
36236,PSS,8587088,9140,Tracker Halfmoon CV Parameters,740238,7480,PS-s Halfmoon E,63730,36236_041_PSS_HM_EE,36236_041_PSS_HM_EE,-2.849,,43624780206.462,,53.619,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_041_PSS_HM_E_flute1_L_MOS_9_6_2021_16h46m4s.txt,Perugia
36236,PSS,8587080,9140,Tracker Halfmoon CV Parameters,740139,7480,PS-s Halfmoon E,63730,36236_041_PSS_HM_EE,36236_041_PSS_HM_EE,-2.849,,71365077860.354,,87.714,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_041_PSS_HM_E_flute1_L_MOS_9_6_2021_16h46m4s.txt,Perugia
36236,PSS,8573453,9140,Tracker Halfmoon CV Parameters,739944,7500,PS-s Halfmoon W,63735,36236_041_PSS_HM_WW,36236_041_PSS_HM_WW,-2.929,,73655831058.482,,87.309,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_041_PSS_HM_W_flute1_L_MOS_9_6_2021_17h25m7s.txt,Perugia
36236,PSS,8562265,9140,Tracker Halfmoon CV Parameters,738126,7480,PS-s Halfmoon E,63796,36236_047_PSS_HM_EE,36236_047_PSS_HM_EE,-2.839,,71197905714.876,,87.914,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_047_PSS_HM_E_flute1_L_MOS_9_6_2021_9h13m26s.txt,Perugia
36236,PSS,8595741,9140,Tracker Halfmoon CV Parameters,740499,7500,PS-s Halfmoon W,63811,36236_047_PSS_HM_WW,36236_047_PSS_HM_WW,-2.94,,73701690716.062,,86.938,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_047_PSS_HM_W_flute1_L_MOS_9_6_2021_10h34m48s.txt,Perugia
36236,PSS,8587091,9140,Tracker Halfmoon CV Parameters,740328,7480,PS-s Halfmoon E,63818,36236_049_PSS_HM_EE,36236_049_PSS_HM_EE,-2.875,,72355915263.063,,87.878,PQC1,MOS_QUARTER,Not Used,Left,MOS1,PQC_HM_POSITION 1,0.1,10000.0,0.25,0.2,20.0,20.0,HPK_36236_049_PSS_HM_E_flute1_L_MOS_11_6_2021_8h56m50s.txt,Perugia
