Name,Type,Location,Average,Std.dev
34252,PSS,Brown,-2.3949285714285713,0.05005479575822089
34254,PSS,Brown,-2.8865000000000003,0.06704218482011551
34331,2-S,Brown,-2.950619047619048,0.0746349024491524
34332,2-S,Perugia,-2.863512820512821,0.8397220677980891
34340,PSS,Brown,-2.796487804878049,0.39973742143757435
34341,PSS,Brown,-3.044775,0.09645072808806551
34343,PSS,Brown,-2.85869696969697,0.1007489096865583
34346,2-S,Perugia,-3.140589743589744,0.07251269142952567
34348,2-S,Perugia,-2.5592799999999998,0.12134747628195662
34352,2-S,Perugia,-2.4525238095238096,0.1308902666540255
34353,2-S,Brown,-2.83309375,0.07734312296096417
34354,2-S,Perugia,-30.165466666666664,181.98192616383642
34357,2-S,Perugia,-2.379,0.12390347625700979
34359,2-S,Brown,-2.75725,0.08407299517989429
35494,PSP,Perugia,-4.9537894736842105,0.3917647506898
35495,PSP,Perugia,-3.8003333333333336,2.990723964750564
35496,PSP,HEPHY,4.8767499999999995,0.3409517040815735
35499,PSP,HEPHY,4.844424999999999,0.3102604272096389
35500,PSP,Brown,-4.8805,0.3130442208547002
35501,PSP,Brown,-4.28015,0.4541946342587875
35713,PSS,Perugia,-2.992,0.11400501242113394
35714,PSS,Perugia,-2.5555555555555554,0.08333223528688333
35717,2-S,Brown,-2.6312857142857142,0.05977789579264924
35718,2-S,Brown,-2.6353125,0.08859625180183049
35719,2-S,Perugia,-2.4015882352941174,1.3840045185449867
35722,2-S,Brown,-2.5801875,0.10205960268392174
35952,2-S,Brown,-2.8315,0.08131905971962665
35953,2-S,HEPHY,2.9334,0.06641437318470497
35957,2-S,HEPHY,2.9889354838709674,0.5697381232042122
35958,2-S,HEPHY,2.66871875,0.08239215213763351
35959,2-S,Perugia,-2.5120555555555555,0.06768479907736873
35960,2-S,Perugia,-2.993111111111111,0.07350381253728526
35961,2-S,Perugia,-2.775666666666667,0.0656950023467031
35962,2-S,Perugia,-2.998,0.06641654835006726
35963,2-S,Brown,-2.821653846153846,0.06208957549070038
36236,PSS,Perugia,-2.919190476190476,0.08437394091046048
36237,PSS,Perugia,-2.720125,0.10497797388023854
36238,2-S,Brown,-2.8874545454545455,0.06344455942956892
36239,2-S,HEPHY,2.9862083333333334,0.0653219313105858
36240,2-S,HEPHY,2.736666666666667,0.07597463344785707
36241,2-S,HEPHY,2.4506,0.07729192781437884
36243,2-S, ,-2.6166666666666667,0.14433756729740638
36245,2-S,Brown,-2.350607142857143,0.10165586842094072
36246,2-S,Brown,-2.7438333333333333,0.11296863177318683
36696,PSS,Brown,-2.957,0.07414236918989633
36697,PSS,Brown,-2.1609375,0.09639113719521737
36698,2-S,HEPHY,2.9649,0.07335630421729997
36699,2-S,HEPHY,2.916,0.06989992846920498
36700,2-S,HEPHY,2.6910454545454545,0.059396550543362465
36701,2-S,HEPHY,2.95625,0.11039206445545269
36702,2-S,Perugia,-2.5958823529411763,0.06416860832305502
36703,2-S,Perugia,-2.9625,0.12820604304666852
36704,2-S,Perugia,-2.72865,0.14935731617412246
36705,2-S,Perugia,-2.7199999999999998,0.11431489289170549
36706,2-S,Brown,-2.7415000000000003,0.09339992213350862
36795,2-S,Brown,-2.8353124999999997,0.07743015670051737
36796,2-S,Brown,-2.6124444444444443,0.09945393389564967
36797,2-S,Brown,-2.964625,0.06685992820815762
36798,2-S,Perugia,-2.8451923076923076,0.0808571818779062
36799,2-S,Perugia,-3.17225,0.07851240264073601
36800,2-S,HEPHY,2.9223,0.10236832363680934
36801,2-S,HEPHY,3.19935,0.09931410828912043
36802,2-S,HEPHY,2.9736000000000002,0.09727843921878117
36803,2-S,HEPHY,2.735787878787879,0.08085162242333052
37077,PSS,Demokritos,-4.350709,
37079,2-S,HEPHY,2.928875,0.06942129836488699
37081,2-S,HEPHY,2.9568000000000003,0.07719326395482956
37083,2-S,Perugia,-3.038111111111111,0.14103061365153327
37084,2-S,Perugia,-3.7633888888888887,0.08352114131015954
37085,2-S,Perugia,-3.6345555555555555,0.10857477856151729
37086,2-S,Perugia,-3.00275,0.09317776149970172
37087,2-S,Brown,-2.802625,0.07443912501724709
37088,2-S,Brown,-2.5605555555555557,0.10388297840654336
37398,PSS,Brown,-2.90625,0.05406724208489515
37399,PSS,Brown,-2.693125,0.07369927634199223
37400,2-S,Demokritos,-3.339767589041096,0.1731672903613116
37401,2-S,Demokritos,-2.9415,0.10241150025566181
37402,2-S,Perugia,-3.027722222222222,0.08914614937120059
37403,2-S,Perugia,-3.0977428571428574,0.09288935317232622
37404,2-S,HEPHY,2.9329,0.05417894327814867
37405,2-S,HEPHY,2.860181818181818,0.09331698991105855
37406,2-S,Brown,-2.84725,0.08790487282663376
37407,2-S,Brown,-3.0673125,0.07879400886700295
37408,2-S,Demokritos,-3.2582857142857145,0.12248292098927888
37895,PSS,Brown,-2.9550625,0.07494661989264984
37896,PSS,Brown,-2.6861875,0.08500056372362083
37897,2-S,Demokritos,-3.216857142857143,0.1115249935029103
37898,2-S,HEPHY,3.079555555555556,0.07768656649884256
37899,2-S,HEPHY,2.1976875,0.06851444494897886
37900,2-S,Perugia,-3.026,0.10146592202968115
37901,2-S,Perugia,-2.301625,0.09844787114678172
37903,2-S,Brown,-2.195,0.08309352160868695
37904,2-S,Demokritos,-3.232928571428572,0.0862360793152227
37905,2-S,Demokritos,-3.3434285714285714,0.14131588691360883
37906,2-S,HEPHY,2.99195,0.05766370289513971
37907,2-S,HEPHY,2.8880000000000003,0.417464876458994
38194,2-S,Perugia,-3.0692142857142857,0.08475682733691586
38195,2-S,Perugia,-2.8203529411764703,0.08235892572793085
38196,2-S,Demokritos,-3.2470714285714286,0.1018403458554421
38197,2-S,HEPHY,2.9209375,0.0798878119615251
38198,2-S,Perugia,-2.959285714285714,0.08518340002730362
38199,2-S,Demokritos,-3.109214285714286,0.07867086115967212
38200,2-S,HEPHY,2.7069375,0.08695552023879788
38201,2-S,Perugia,-2.76175,0.08972810782209407
38202,2-S,Brown,-2.6642941176470587,0.05571553273760653
38212,PSS,Brown,-2.324625,0.08180128360851077
38213,PSS,Perugia,-2.88275,0.09222255689363643
38691,2-S,HEPHY,2.862375,0.04235701437385164
38693,2-S,Brown,-2.619125,0.07139829596472655
38694,2-S,Brown,-2.792875,0.08117296347922748
38695,2-S,Brown,-2.7918125,0.09899509667991982
38696,2-S,Brown,-2.8648499999999997,0.050466533986708334
38711,PSS,Perugia,-3.0561875,0.07512320436012655
38712,PSS,HEPHY,2.824222222222222,0.09567626514668247
38713,2-S,Brown,-2.9689375,0.05646765298233425
38714,2-S,Demokritos,-3.036,0.3063780972287975
38715,2-S,Demokritos,-3.1845714285714286,0.5112597885894914
38716,2-S,Perugia,-2.7778333333333336,0.05439891932972961
38868,2-S,HEPHY,2.9330625,0.04045980515688778
38869,2-S,Demokritos,-3.0570714285714287,0.5041656419327825
38870,2-S,Demokritos,-3.27,0.09459224232299554
38871,2-S,HEPHY,2.8373125,0.06384117662867245
38872,2-S,Demokritos,-3.1247499999999997,0.11094255270183753
38873,2-S,Brown,-2.8339,0.09447333545033293
38874,2-S,Brown,-2.9629166666666666,0.08085166927307326
38875,2-S,Brown,-2.7364,0.09978109373356601
38876,2-S,Demokritos,-3.2723750000000003,0.1000941521054766
38877,2-S,Perugia,-2.8233333333333333,0.11018210035253122
38878,2-S,HEPHY,3.0364375,0.046497266944771506
38879,2-S,HEPHY,2.814375,0.07212754905951914
38880,2-S,HEPHY,3.1970000000000005,0.08102592177815686
38881,2-S,Demokritos,-3.182,0.06222539674441624
38882,2-S,Demokritos,-2.6520714285714284,0.2518138702985307
38883,2-S,Demokritos,-3.3096428571428573,0.13516690943642032
38884,2-S,Demokritos,-3.1362857142857146,0.2093397784873741
38885,2-S,HEPHY,2.8245625,0.06664200820852056
38920,PSS,Perugia,-2.9200625000000002,0.0774970698370804
38921,PSS,Perugia,-2.8406666666666665,0.1879656756913221
38922,PSS,Perugia,-3.0365625,0.07442398246981069
39478,PSS,Perugia,-2.9793125,0.11519821685541243
39479,PSS,Demokritos,-3.3202857142857143,0.10525969976968577
39480,2-S,HEPHY,2.3675625,0.12667805321627998
39481,2-S,HEPHY,2.9961875,0.0756661251816161
39482,2-S,HEPHY,2.7180625,0.08307383763857303
39483,2-S,HEPHY,3.016117647058824,0.0727554829144693
39484,2-S,Demokritos,-3.130357142857143,0.14748037265161854
39485,2-S,Perugia,-3.157583333333333,0.09995858991087103
39486,2-S,HEPHY,2.9785,0.05326787649856788
39487,2-S,Demokritos,-3.1775714285714285,0.0687773803101574
39488,2-S,Perugia,-3.1992499999999997,0.10361478044792992
39547,PSS,Demokritos,-3.2085714285714286,0.21877973267323345
39548,PSS,HEPHY,3.0336,0.21994673996459355
39562,PSS,HEPHY,2.8584,0.13521732993884114
