batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,3941.181547,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_E_flute1_L_pstop_3_8_2020_16h23m27s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,3979.220073,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_E_flute1_R_pstop_3_8_2020_16h3m18s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,3979.220073,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_E_flute1_R_pstop_3_8_2020_16h3m18s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,3941.181547,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_E_flute1_L_pstop_3_8_2020_16h23m27s.txt,Perugia
34330,2S,WW,25887,34330_003_2-S_HM_WW,,,,,3948.436976,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_W_flute1_R_pstop_3_8_2020_17h46m26s.txt,Perugia
34330,2S,WW,25887,34330_003_2-S_HM_WW,,,,,4012.315228,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_W_flute1_L_pstop_3_8_2020_17h14m53s.txt,Perugia
34330,2S,WW,25887,34330_003_2-S_HM_WW,,,,,4012.315228,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_W_flute1_L_pstop_3_8_2020_17h14m53s.txt,Perugia
34330,2S,WW,25887,34330_003_2-S_HM_WW,,,,,3948.436976,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_003_2-S_HM_W_flute1_R_pstop_3_8_2020_17h46m26s.txt,Perugia
34330,2S,EE,25888,34330_004_2-S_HM_EE,,,,,3917.140236,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_E_flute1_L_pstop_4_8_2020_10h48m10s.txt,Perugia
34330,2S,EE,25888,34330_004_2-S_HM_EE,,,,,3975.560917,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_E_flute1_R_pstop_4_8_2020_11h16m3s.txt,Perugia
34330,2S,EE,25888,34330_004_2-S_HM_EE,,,,,3917.140236,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_E_flute1_L_pstop_4_8_2020_10h48m10s.txt,Perugia
34330,2S,EE,25888,34330_004_2-S_HM_EE,,,,,3975.560917,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_E_flute1_R_pstop_4_8_2020_11h16m3s.txt,Perugia
34330,2S,WW,25891,34330_004_2-S_HM_WW,,,,,3944.645699,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_W_flute1_R_pstop_4_8_2020_9h6m24s.txt,Perugia
34330,2S,WW,25891,34330_004_2-S_HM_WW,,,,,4004.11367,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_W_flute1_L_pstop_4_8_2020_8h40m44s.txt,Perugia
34330,2S,WW,25891,34330_004_2-S_HM_WW,,,,,3944.645699,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_W_flute1_R_pstop_4_8_2020_9h6m24s.txt,Perugia
34330,2S,WW,25891,34330_004_2-S_HM_WW,,,,,4004.11367,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_004_2-S_HM_W_flute1_L_pstop_4_8_2020_8h40m44s.txt,Perugia
34330,2S,EE,25892,34330_005_2-S_HM_EE,,,,,3934.012775,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_E_flute1_L_pstop_4_8_2020_12h27m34s.txt,Perugia
34330,2S,EE,25892,34330_005_2-S_HM_EE,,,,,3971.802274,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_E_flute1_R_pstop_4_8_2020_14h30m50s.txt,Perugia
34330,2S,EE,25892,34330_005_2-S_HM_EE,,,,,3934.012775,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_E_flute1_L_pstop_4_8_2020_12h27m34s.txt,Perugia
34330,2S,EE,25892,34330_005_2-S_HM_EE,,,,,3971.802274,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_E_flute1_R_pstop_4_8_2020_14h30m50s.txt,Perugia
34330,2S,WW,25895,34330_005_2-S_HM_WW,,,,,3994.014057,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_W_flute1_L_pstop_4_8_2020_15h39m30s.txt,Perugia
34330,2S,WW,25895,34330_005_2-S_HM_WW,,,,,3947.267933,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_W_flute1_R_pstop_4_8_2020_16h4m56s.txt,Perugia
34330,2S,WW,25895,34330_005_2-S_HM_WW,,,,,3994.014057,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_W_flute1_L_pstop_4_8_2020_15h39m30s.txt,Perugia
34330,2S,WW,25895,34330_005_2-S_HM_WW,,,,,3947.267933,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_005_2-S_HM_W_flute1_R_pstop_4_8_2020_16h4m56s.txt,Perugia
34330,2S,EE,25896,34330_006_2-S_HM_EE,,,,,3975.278357,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_E_flute1_R_pstop_5_8_2020_9h12m0s.txt,Perugia
34330,2S,EE,25896,34330_006_2-S_HM_EE,,,,,3907.989574,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_E_flute1_L_pstop_5_8_2020_8h42m9s.txt,Perugia
34330,2S,EE,25896,34330_006_2-S_HM_EE,,,,,3907.989574,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_E_flute1_L_pstop_5_8_2020_8h42m9s.txt,Perugia
34330,2S,EE,25896,34330_006_2-S_HM_EE,,,,,3975.278357,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_E_flute1_R_pstop_5_8_2020_9h12m0s.txt,Perugia
34330,2S,WW,25899,34330_006_2-S_HM_WW,,,,,3995.801624,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_W_flute1_L_pstop_5_8_2020_10h11m47s.txt,Perugia
34330,2S,WW,25899,34330_006_2-S_HM_WW,,,,,3931.514271,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_W_flute1_R_pstop_5_8_2020_10h40m38s.txt,Perugia
34330,2S,WW,25899,34330_006_2-S_HM_WW,,,,,3995.801624,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_W_flute1_L_pstop_5_8_2020_10h11m47s.txt,Perugia
34330,2S,WW,25899,34330_006_2-S_HM_WW,,,,,3931.514271,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_006_2-S_HM_W_flute1_R_pstop_5_8_2020_10h40m38s.txt,Perugia
34330,2S,EE,25900,34330_007_2-S_HM_EE,,,,,3938.66129,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_E_flute1_L_pstop_10_9_2020_9h23m32s.txt,Perugia
34330,2S,EE,25900,34330_007_2-S_HM_EE,,,,,4003.470478,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_E_flute1_R_pstop_10_9_2020_10h8m4s.txt,Perugia
34330,2S,EE,25900,34330_007_2-S_HM_EE,,,,,4003.470478,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_E_flute1_R_pstop_10_9_2020_10h8m4s.txt,Perugia
34330,2S,EE,25900,34330_007_2-S_HM_EE,,,,,3938.66129,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_E_flute1_L_pstop_10_9_2020_9h23m32s.txt,Perugia
34330,2S,WW,25903,34330_007_2-S_HM_WW,,,,,3951.77875,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_W_flute1_R_pstop_11_9_2020_9h37m49s.txt,Perugia
34330,2S,WW,25903,34330_007_2-S_HM_WW,,,,,4006.983345,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_W_flute1_L_pstop_11_9_2020_8h55m26s.txt,Perugia
34330,2S,WW,25903,34330_007_2-S_HM_WW,,,,,4006.983345,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_W_flute1_L_pstop_11_9_2020_8h55m26s.txt,Perugia
34330,2S,WW,25903,34330_007_2-S_HM_WW,,,,,3951.77875,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_007_2-S_HM_W_flute1_R_pstop_11_9_2020_9h37m49s.txt,Perugia
34330,2S,EE,25928,34330_015_2-S_HM_EE,,,,,3966.594323,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_E_flute1_L_pstop_11_9_2020_12h38m15s.txt,Perugia
34330,2S,EE,25928,34330_015_2-S_HM_EE,,,,,4018.955597,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_E_flute1_R_pstop_11_9_2020_13h9m4s.txt,Perugia
34330,2S,EE,25928,34330_015_2-S_HM_EE,,,,,4018.955597,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_E_flute1_R_pstop_11_9_2020_13h9m4s.txt,Perugia
34330,2S,EE,25928,34330_015_2-S_HM_EE,,,,,3966.594323,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_E_flute1_L_pstop_11_9_2020_12h38m15s.txt,Perugia
34330,2S,WW,25931,34330_015_2-S_HM_WW,,,,,4020.220135,PQC1,VDP_STOP,Standard,Left,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_W_flute1_L_pstop_11_9_2020_15h28m46s.txt,Perugia
34330,2S,WW,25931,34330_015_2-S_HM_WW,,,,,3956.06779,PQC1,VDP_STOP,Standard,Right,VdP-pstop,PQC_HM_POSITION 1,0.2,,,,,,HPK_34330_015_2-S_HM_W_flute1_R_pstop_11_9_2020_15h59m24s.txt,Perugia
