batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,VTH_V,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
35717,2S,WW,1800764,52153,35717_036_2-S_HM_WW,4.23,35717_036_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.105,Test_HPK_VPX35717_036_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_25_2021_03_39_57_PM.txt,Brown
35717,2S,EE,1801013,52172,35717_039_2-S_HM_EE,4.299,35717_039_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.084,Test_HPK_VPX35717_039_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_24_2021_07_22_13_PM.txt,Brown
35717,2S,EE,1801214,52172,35717_039_2-S_HM_EE,4.331,35717_039_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.106,Test_HPK_VPX35717_039_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_03_24_2021_05_17_52_PM.txt,Brown
35717,2S,WW,1799503,52175,35717_039_2-S_HM_WW,4.295,35717_039_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.109,Test_HPK_VPX35717_039_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_24_2021_08_14_11_PM.txt,Brown
35717,2S,WW,1800641,52175,35717_039_2-S_HM_WW,4.059,35717_039_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.116,Test_HPK_VPX35717_039_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_03_24_2021_05_22_04_PM.txt,Brown
35717,2S,EE,1799539,52230,35717_046_2-S_HM_EE,4.225,35717_046_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.059,Test_HPK_VPX35717_046_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_25_2021_05_33_11_PM.txt,Brown
35717,2S,WW,1800200,52233,35717_046_2-S_HM_WW,4.232,35717_046_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.063,Test_HPK_VPX35717_046_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_25_2021_06_13_21_PM.txt,Brown
35717,2S,EE,1800197,52238,35717_049_2-S_HM_EE,4.127,35717_049_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.08,Test_HPK_VPX35717_049_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_25_2021_06_53_31_PM.txt,Brown
35717,2S,WW,1801070,52251,35717_049_2-S_HM_WW,4.206,35717_049_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.108,Test_HPK_VPX35717_049_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_25_2021_07_33_39_PM.txt,Brown
35718,2S,EE,1799883,52270,35718_003_2-S_HM_EE,4.219,35718_003_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.141,Test_HPK_VPX35718_003_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_12_10_46_PM.txt,Brown
35718,2S,WW,1799754,52273,35718_003_2-S_HM_WW,4.225,35718_003_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.066,Test_HPK_VPX35718_003_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_12_50_59_PM.txt,Brown
35718,2S,EE,1798426,52292,35718_007_2-S_HM_EE,4.163,35718_007_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.024,Test_HPK_VPX35718_007_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_07_12_44_PM.txt,Brown
35718,2S,EE,1798453,52292,35718_007_2-S_HM_EE,4.179,35718_007_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.061,Test_HPK_VPX35718_007_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_10_59_49_AM.txt,Brown
35718,2S,WW,1798435,52295,35718_007_2-S_HM_WW,4.152,35718_007_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.012,Test_HPK_VPX35718_007_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_08_05_05_PM.txt,Brown
35718,2S,WW,1798546,52295,35718_007_2-S_HM_WW,3.966,35718_007_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.092,Test_HPK_VPX35718_007_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_11_04_04_AM.txt,Brown
35718,2S,EE,1799772,52350,35718_017_2-S_HM_EE,4.159,35718_017_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.096,Test_HPK_VPX35718_017_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_01_31_03_PM.txt,Brown
35718,2S,WW,1799802,52353,35718_017_2-S_HM_WW,4.159,35718_017_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.136,Test_HPK_VPX35718_017_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_02_02_45_PM.txt,Brown
35718,2S,EE,1798590,52372,35718_020_2-S_HM_EE,4.187,35718_020_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.11,Test_HPK_VPX35718_020_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_11_08_18_AM.txt,Brown
35718,2S,EE,1798593,52372,35718_020_2-S_HM_EE,4.146,35718_020_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.028,Test_HPK_VPX35718_020_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_08_57_20_PM.txt,Brown
35718,2S,WW,1798716,52375,35718_020_2-S_HM_WW,4.04,35718_020_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.118,Test_HPK_VPX35718_020_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_11_12_29_AM.txt,Brown
35718,2S,WW,1798734,52375,35718_020_2-S_HM_WW,4.149,35718_020_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.049,Test_HPK_VPX35718_020_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_09_49_33_PM.txt,Brown
35718,2S,EE,1799401,52430,35718_028_2-S_HM_EE,4.17,35718_028_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.076,Test_HPK_VPX35718_028_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_03_40_19_PM.txt,Brown
35718,2S,WW,1790777,52433,35718_028_2-S_HM_WW,4.273,35718_028_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.065,Test_HPK_VPX35718_028_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_04_20_09_PM.txt,Brown
35718,2S,EE,1790744,52452,35718_031_2-S_HM_EE,4.222,35718_031_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.028,Test_HPK_VPX35718_031_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_12_15_42_PM.txt,Brown
35718,2S,EE,1798957,52452,35718_031_2-S_HM_EE,4.305,35718_031_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.057,Test_HPK_VPX35718_031_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_11_50_21_AM.txt,Brown
35718,2S,WW,1799071,52455,35718_031_2-S_HM_WW,3.489,35718_031_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.036,Test_HPK_VPX35718_031_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run02_03_29_2021_12_06_09_PM.txt,Brown
35718,2S,WW,1799323,52455,35718_031_2-S_HM_WW,4.226,35718_031_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.053,Test_HPK_VPX35718_031_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_03_19_07_PM.txt,Brown
35718,2S,EE,1799368,52510,35718_038_2-S_HM_EE,4.358,35718_038_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.089,Test_HPK_VPX35718_038_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_04_59_21_PM.txt,Brown
35718,2S,WW,1799110,52513,35718_038_2-S_HM_WW,4.282,35718_038_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.118,Test_HPK_VPX35718_038_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_26_2021_05_39_28_PM.txt,Brown
35718,2S,EE,1798936,52532,35718_043_2-S_HM_EE,4.296,35718_043_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.063,Test_HPK_VPX35718_043_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_11_58_52_AM.txt,Brown
35718,2S,EE,1799074,52532,35718_043_2-S_HM_EE,4.242,35718_043_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.076,Test_HPK_VPX35718_043_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_04_11_42_PM.txt,Brown
35718,2S,WW,1790729,52535,35718_043_2-S_HM_WW,3.898,35718_043_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.06,Test_HPK_VPX35718_043_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_12_03_08_PM.txt,Brown
35718,2S,WW,1799197,52535,35718_043_2-S_HM_WW,4.242,35718_043_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.106,Test_HPK_VPX35718_043_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_03_29_2021_05_04_17_PM.txt,Brown
35953,2S,WW,697021,52593,35953_001_2-S_HM_WW,3.92,35953_001_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_001_2-S_HM_WR__PQC_Flute_1_FET_2021-04-06T10-47-38.json,HEPHY
35953,2S,WW,711641,52593,35953_001_2-S_HM_WW,3.105,35953_001_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_001_2-S_HM_WL__PQC_Flute_1_FET_2021-04-01T09-48-06.json,HEPHY
35953,2S,EE,706801,52594,35953_002_2-S_HM_EE,3.279,35953_002_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_002_2-S_HM_ER__PQC_Flute_1_FET_2021-04-06T14-43-34.json,HEPHY
35953,2S,EE,714841,52594,35953_002_2-S_HM_EE,3.892,35953_002_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_002_2-S_HM_EL__PQC_Flute_1_FET_2021-04-06T15-54-27.json,HEPHY
35953,2S,WW,703901,52597,35953_002_2-S_HM_WW,3.116,35953_002_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_002_2-S_HM_WL__PQC_Flute_1_FET_2021-04-06T13-36-39.json,HEPHY
35953,2S,WW,705661,52597,35953_002_2-S_HM_WW,3.863,35953_002_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_002_2-S_HM_WR__PQC_Flute_1_FET_2021-04-06T12-04-30.json,HEPHY
35953,2S,WW,710901,52655,35953_012_2-S_HM_WW,3.894,35953_012_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_012_2-S_HM_WR__PQC_Flute_1_FET_2021-04-07T08-28-30.json,HEPHY
35953,2S,WW,712361,52655,35953_012_2-S_HM_WW,3.186,35953_012_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_012_2-S_HM_WL__PQC_Flute_1_FET_2021-04-07T09-56-10.json,HEPHY
35953,2S,WW,701361,52659,35953_013_2-S_HM_WW,3.899,35953_013_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_013_2-S_HM_WR__PQC_Flute_1_FET_2021-04-07T11-35-14.json,HEPHY
35953,2S,WW,702561,52659,35953_013_2-S_HM_WW,3.654,35953_013_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_013_2-S_HM_WL__PQC_Flute_1_FET_2021-04-07T13-16-07.json,HEPHY
35953,2S,EE,697941,52678,35953_017_2-S_HM_EE,3.833,35953_017_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_017_2-S_HM_EL__PQC_Flute_1_FET_2021-04-07T21-07-15.json,HEPHY
35953,2S,EE,708521,52678,35953_017_2-S_HM_EE,3.841,35953_017_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_017_2-S_HM_ER__PQC_Flute_1_FET_2021-04-07T19-38-48.json,HEPHY
35953,2S,WW,700161,52691,35953_017_2-S_HM_WW,3.842,35953_017_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_017_2-S_HM_WR__PQC_Flute_1_FET_2021-04-07T16-40-33.json,HEPHY
35953,2S,WW,703581,52691,35953_017_2-S_HM_WW,3.658,35953_017_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_017_2-S_HM_WL__PQC_Flute_1_FET_2021-04-07T18-08-56.json,HEPHY
35952,2S,EE,1780373,52710,35952_012_2-S_HM_EE,3.836,35952_012_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.046,Test_HPK_VPX35952_012_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_01_34_03_PM.txt,Brown
35952,2S,WW,1781018,52713,35952_012_2-S_HM_WW,3.843,35952_012_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.083,Test_HPK_VPX35952_012_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_02_14_05_PM.txt,Brown
35952,2S,EE,1781396,52732,35952_015_2-S_HM_EE,3.728,35952_015_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.113,Test_HPK_VPX35952_015_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_04_05_2021_04_40_22_PM.txt,Brown
35952,2S,EE,1781486,52732,35952_015_2-S_HM_EE,3.765,35952_015_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.046,Test_HPK_VPX35952_015_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_05_2021_07_05_56_PM.txt,Brown
35952,2S,WW,1780643,52735,35952_015_2-S_HM_WW,3.699,35952_015_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.103,Test_HPK_VPX35952_015_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_04_05_2021_04_44_34_PM.txt,Brown
35952,2S,WW,1780874,52735,35952_015_2-S_HM_WW,3.744,35952_015_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.079,Test_HPK_VPX35952_015_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_05_2021_07_58_18_PM.txt,Brown
35952,2S,EE,1780205,52790,35952_023_2-S_HM_EE,3.678,35952_023_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.007,Test_HPK_VPX35952_023_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_04_30_41_PM.txt,Brown
35952,2S,WW,1780406,52793,35952_023_2-S_HM_WW,3.635,35952_023_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.011,Test_HPK_VPX35952_023_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_05_10_51_PM.txt,Brown
35952,2S,EE,1781291,52812,35952_027_2-S_HM_EE,3.975,35952_027_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.025,Test_HPK_VPX35952_027_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_04_35_52_PM.txt,Brown
35952,2S,EE,1781495,52812,35952_027_2-S_HM_EE,3.928,35952_027_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.066,Test_HPK_VPX35952_027_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_05_02_34_PM.txt,Brown
35952,2S,WW,1780796,52815,35952_027_2-S_HM_WW,3.938,35952_027_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.028,Test_HPK_VPX35952_027_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_04_40_04_PM.txt,Brown
35952,2S,WW,1781471,52815,35952_027_2-S_HM_WW,4.012,35952_027_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.031,Test_HPK_VPX35952_027_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_06_01_32_PM.txt,Brown
35952,2S,EE,1781114,52870,35952_036_2-S_HM_EE,3.979,35952_036_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.043,Test_HPK_VPX35952_036_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_05_51_21_PM.txt,Brown
35952,2S,WW,1781531,52873,35952_036_2-S_HM_WW,4.039,35952_036_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.081,Test_HPK_VPX35952_036_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_07_2021_06_31_21_PM.txt,Brown
35952,2S,EE,1780115,52892,35952_040_2-S_HM_EE,3.907,35952_040_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.03,Test_HPK_VPX35952_040_2-S_HM_EE_East_North_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_04_44_16_PM.txt,Brown
35952,2S,EE,1780928,52892,35952_040_2-S_HM_EE,3.871,35952_040_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.055,Test_HPK_VPX35952_040_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_06_53_35_PM.txt,Brown
35952,2S,WW,1781045,52895,35952_040_2-S_HM_WW,3.873,35952_040_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.078,Test_HPK_VPX35952_040_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_07_45_41_PM.txt,Brown
35952,2S,WW,1781126,52895,35952_040_2-S_HM_WW,3.789,35952_040_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.033,Test_HPK_VPX35952_040_2-S_HM_WW_West_South_PQC1_FET1_FETPSs_trans_Run01_04_06_2021_04_48_28_PM.txt,Brown
35952,2S,EE,1781372,52950,35952_048_2-S_HM_EE,3.778,35952_048_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 1,0.01,,,,20.0,20.094,Test_HPK_VPX35952_048_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_08_2021_11_45_33_AM.txt,Brown
35952,2S,WW,1780040,52953,35952_048_2-S_HM_WW,3.811,35952_048_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 2,0.01,,,,20.0,20.008,Test_HPK_VPX35952_048_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_08_2021_12_25_43_PM.txt,Brown
35952,2S,EE,1780418,52954,35952_049_2-S_HM_EE,3.827,35952_049_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 3,0.01,,,,20.0,20.026,Test_HPK_VPX35952_049_2-S_HM_EE_East_South_PQC1_FET1_FETPSs_trans_Run01_04_08_2021_01_05_49_PM.txt,Brown
35952,2S,WW,1780313,52957,35952_049_2-S_HM_WW,3.85,35952_049_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET1,PQC_HM_POSITION 4,0.01,,,,20.0,20.056,Test_HPK_VPX35952_049_2-S_HM_WW_West_North_PQC1_FET1_FETPSs_trans_Run01_04_08_2021_01_45_54_PM.txt,Brown
35953,2S,EE,697781,53132,35953_024_2-S_HM_EE,3.828,35953_024_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos4,0.3,,,,,,HPK_VPX35953_024_2-S_HM_EL__PQC_Flute_1_FET_2021-04-08T03-21-14.json,HEPHY
35953,2S,EE,698701,53132,35953_024_2-S_HM_EE,3.737,35953_024_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos4,0.3,,,,,,HPK_VPX35953_024_2-S_HM_ER__PQC_Flute_1_FET_2021-04-08T01-55-59.json,HEPHY
35953,2S,WW,710141,53135,35953_024_2-S_HM_WW,3.735,35953_024_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos3,0.3,,,,,,HPK_VPX35953_024_2-S_HM_WL__PQC_Flute_1_FET_2021-04-08T00-08-16.json,HEPHY
35953,2S,WW,713581,53135,35953_024_2-S_HM_WW,3.829,35953_024_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos3,0.3,,,,,,HPK_VPX35953_024_2-S_HM_WR__PQC_Flute_1_FET_2021-04-07T22-44-46.json,HEPHY
35953,2S,EE,705861,53198,35953_035_2-S_HM_EE,2.566,35953_035_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_035_2-S_HM_ER__PQC_Flute_1_FET_2021-04-09T11-43-48.json,HEPHY
35953,2S,EE,709561,53198,35953_035_2-S_HM_EE,3.994,35953_035_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_035_2-S_HM_EL__PQC_Flute_1_FET_2021-04-12T13-08-56.json,HEPHY
35953,2S,WW,701881,53211,35953_035_2-S_HM_WW,2.617,35953_035_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_035_2-S_HM_WL__PQC_Flute_1_FET_2021-04-12T11-43-13.json,HEPHY
35953,2S,WW,714321,53211,35953_035_2-S_HM_WW,3.957,35953_035_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_035_2-S_HM_WR__PQC_Flute_1_FET_2021-04-09T07-31-10.json,HEPHY
35953,2S,EE,704941,53238,35953_040_2-S_HM_EE,4.343,35953_040_2-S_HM_EE,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_040_2-S_HM_EL__PQC_Flute_1_FET_2021-04-08T16-43-45.json,HEPHY
35953,2S,EE,708081,53238,35953_040_2-S_HM_EE,3.084,35953_040_2-S_HM_EE,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos2,0.3,,,,,,HPK_VPX35953_040_2-S_HM_ER__PQC_Flute_1_FET_2021-04-12T15-45-22.json,HEPHY
35953,2S,WW,709281,53251,35953_040_2-S_HM_WW,2.928,35953_040_2-S_HM_WW,PQC1,FET_PSS,Not Used,Left,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_040_2-S_HM_WL__PQC_Flute_1_FET_2021-04-08T13-26-47.json,HEPHY
35953,2S,WW,714781,53251,35953_040_2-S_HM_WW,3.989,35953_040_2-S_HM_WW,PQC1,FET_PSS,Not Used,Right,FET,PQC Flute 1 Pos1,0.3,,,,,,HPK_VPX35953_040_2-S_HM_WR__PQC_Flute_1_FET_2021-04-08T10-15-36.json,HEPHY
