batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VTH_V,RSH_OHMSQR
35714,PSS,EE,Perugia,Right,20.0,20.0,3.068,20.454792
35714,PSS,EE,Perugia,Right,20.0,20.0,3.068,20.578281
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,19.425208
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,19.307621
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,18.796369
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,18.787586
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,21.917169
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,22.527372
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,21.05784
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,20.454792
35714,PSS,EE,Perugia,Right,20.0,20.0,3.044,20.578281
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.1,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.165,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.284,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.094,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,3.951,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.128,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.235,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.048,18.404572
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.094017
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.171669
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.17511
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.291654
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.350359
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.351618
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.325771
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.436454
35714,PSS,EE,Perugia,Left,20.0,20.0,4.169,18.404572
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,3.178,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,3.347,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,3.726,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,3.602,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,2.089,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,2.459,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,2.952,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,2.469,20.520649
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,19.811773
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,19.693083
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,19.196954
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,19.122266
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,22.432596
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,21.786121
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,20.924835
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,21.788580000000003
35714,PSS,WW,Perugia,Left,20.0,20.0,3.043,20.520649
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.108,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.179,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.278,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.064,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.035,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.132,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.254,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.095,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.220477
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.300455000000003
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.342208
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.467591
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.482781
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.489329
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.45573
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.464644
35714,PSS,WW,Perugia,Right,20.0,20.0,4.188,18.464644
35957,2S,EE,HEPHY,Left,,,3.926,18.753997
35957,2S,EE,HEPHY,Left,,,3.926,18.813464
35957,2S,EE,HEPHY,Left,,,3.926,18.804084
35957,2S,EE,HEPHY,Left,,,3.926,19.328262
35957,2S,EE,HEPHY,Left,,,3.926,19.27532
35957,2S,EE,HEPHY,Left,,,3.926,19.332299
35957,2S,EE,HEPHY,Left,,,3.926,19.473563
35957,2S,EE,HEPHY,Left,,,3.926,19.567911
35957,2S,EE,HEPHY,Left,,,3.932,18.753997
35957,2S,EE,HEPHY,Left,,,3.932,18.813464
35957,2S,EE,HEPHY,Left,,,3.932,18.804084
35957,2S,EE,HEPHY,Left,,,3.932,19.328262
35957,2S,EE,HEPHY,Left,,,3.932,19.27532
35957,2S,EE,HEPHY,Left,,,3.932,19.332299
35957,2S,EE,HEPHY,Left,,,3.932,19.473563
35957,2S,EE,HEPHY,Left,,,3.932,19.567911
35957,2S,EE,HEPHY,Left,,,3.984,18.753997
35957,2S,EE,HEPHY,Left,,,3.984,18.813464
35957,2S,EE,HEPHY,Left,,,3.984,18.804084
35957,2S,EE,HEPHY,Left,,,3.984,19.328262
35957,2S,EE,HEPHY,Left,,,3.984,19.27532
35957,2S,EE,HEPHY,Left,,,3.984,19.332299
35957,2S,EE,HEPHY,Left,,,3.984,19.473563
35957,2S,EE,HEPHY,Left,,,3.984,19.567911
35957,2S,EE,HEPHY,Left,,,3.932,18.753997
35957,2S,EE,HEPHY,Left,,,3.932,18.813464
35957,2S,EE,HEPHY,Left,,,3.932,18.804084
35957,2S,EE,HEPHY,Left,,,3.932,19.328262
35957,2S,EE,HEPHY,Left,,,3.932,19.27532
35957,2S,EE,HEPHY,Left,,,3.932,19.332299
35957,2S,EE,HEPHY,Left,,,3.932,19.473563
35957,2S,EE,HEPHY,Left,,,3.932,19.567911
35957,2S,EE,HEPHY,Left,,,4.055,18.753997
35957,2S,EE,HEPHY,Left,,,4.055,18.813464
35957,2S,EE,HEPHY,Left,,,4.055,18.804084
35957,2S,EE,HEPHY,Left,,,4.055,19.328262
35957,2S,EE,HEPHY,Left,,,4.055,19.27532
35957,2S,EE,HEPHY,Left,,,4.055,19.332299
35957,2S,EE,HEPHY,Left,,,4.055,19.473563
35957,2S,EE,HEPHY,Left,,,4.055,19.567911
35957,2S,EE,HEPHY,Left,,,4.036,18.753997
35957,2S,EE,HEPHY,Left,,,4.036,18.813464
35957,2S,EE,HEPHY,Left,,,4.036,18.804084
35957,2S,EE,HEPHY,Left,,,4.036,19.328262
35957,2S,EE,HEPHY,Left,,,4.036,19.27532
35957,2S,EE,HEPHY,Left,,,4.036,19.332299
35957,2S,EE,HEPHY,Left,,,4.036,19.473563
35957,2S,EE,HEPHY,Left,,,4.036,19.567911
35957,2S,EE,HEPHY,Left,,,3.958,18.753997
35957,2S,EE,HEPHY,Left,,,3.958,18.813464
35957,2S,EE,HEPHY,Left,,,3.958,18.804084
35957,2S,EE,HEPHY,Left,,,3.958,19.328262
35957,2S,EE,HEPHY,Left,,,3.958,19.27532
35957,2S,EE,HEPHY,Left,,,3.958,19.332299
35957,2S,EE,HEPHY,Left,,,3.958,19.473563
35957,2S,EE,HEPHY,Left,,,3.958,19.567911
35957,2S,EE,HEPHY,Left,,,3.953,18.753997
35957,2S,EE,HEPHY,Left,,,3.953,18.813464
35957,2S,EE,HEPHY,Left,,,3.953,18.804084
35957,2S,EE,HEPHY,Left,,,3.953,19.328262
35957,2S,EE,HEPHY,Left,,,3.953,19.27532
35957,2S,EE,HEPHY,Left,,,3.953,19.332299
35957,2S,EE,HEPHY,Left,,,3.953,19.473563
35957,2S,EE,HEPHY,Left,,,3.953,19.567911
35957,2S,EE,HEPHY,Right,,,3.883,18.746248
35957,2S,EE,HEPHY,Right,,,3.883,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.883,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.883,19.365272
35957,2S,EE,HEPHY,Right,,,3.883,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.883,19.346512
35957,2S,EE,HEPHY,Right,,,3.883,19.509464
35957,2S,EE,HEPHY,Right,,,3.883,19.550607
35957,2S,EE,HEPHY,Right,,,3.911,18.746248
35957,2S,EE,HEPHY,Right,,,3.911,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.911,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.911,19.365272
35957,2S,EE,HEPHY,Right,,,3.911,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.911,19.346512
35957,2S,EE,HEPHY,Right,,,3.911,19.509464
35957,2S,EE,HEPHY,Right,,,3.911,19.550607
35957,2S,EE,HEPHY,Right,,,3.976,18.746248
35957,2S,EE,HEPHY,Right,,,3.976,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.976,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.976,19.365272
35957,2S,EE,HEPHY,Right,,,3.976,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.976,19.346512
35957,2S,EE,HEPHY,Right,,,3.976,19.509464
35957,2S,EE,HEPHY,Right,,,3.976,19.550607
35957,2S,EE,HEPHY,Right,,,3.919,18.746248
35957,2S,EE,HEPHY,Right,,,3.919,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.919,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.919,19.365272
35957,2S,EE,HEPHY,Right,,,3.919,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.919,19.346512
35957,2S,EE,HEPHY,Right,,,3.919,19.509464
35957,2S,EE,HEPHY,Right,,,3.919,19.550607
35957,2S,EE,HEPHY,Right,,,4.019,18.746248
35957,2S,EE,HEPHY,Right,,,4.019,18.866633000000004
35957,2S,EE,HEPHY,Right,,,4.019,18.855061000000003
35957,2S,EE,HEPHY,Right,,,4.019,19.365272
35957,2S,EE,HEPHY,Right,,,4.019,19.305770000000003
35957,2S,EE,HEPHY,Right,,,4.019,19.346512
35957,2S,EE,HEPHY,Right,,,4.019,19.509464
35957,2S,EE,HEPHY,Right,,,4.019,19.550607
35957,2S,EE,HEPHY,Right,,,4.013,18.746248
35957,2S,EE,HEPHY,Right,,,4.013,18.866633000000004
35957,2S,EE,HEPHY,Right,,,4.013,18.855061000000003
35957,2S,EE,HEPHY,Right,,,4.013,19.365272
35957,2S,EE,HEPHY,Right,,,4.013,19.305770000000003
35957,2S,EE,HEPHY,Right,,,4.013,19.346512
35957,2S,EE,HEPHY,Right,,,4.013,19.509464
35957,2S,EE,HEPHY,Right,,,4.013,19.550607
35957,2S,EE,HEPHY,Right,,,3.941,18.746248
35957,2S,EE,HEPHY,Right,,,3.941,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.941,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.941,19.365272
35957,2S,EE,HEPHY,Right,,,3.941,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.941,19.346512
35957,2S,EE,HEPHY,Right,,,3.941,19.509464
35957,2S,EE,HEPHY,Right,,,3.941,19.550607
35957,2S,EE,HEPHY,Right,,,3.937,18.746248
35957,2S,EE,HEPHY,Right,,,3.937,18.866633000000004
35957,2S,EE,HEPHY,Right,,,3.937,18.855061000000003
35957,2S,EE,HEPHY,Right,,,3.937,19.365272
35957,2S,EE,HEPHY,Right,,,3.937,19.305770000000003
35957,2S,EE,HEPHY,Right,,,3.937,19.346512
35957,2S,EE,HEPHY,Right,,,3.937,19.509464
35957,2S,EE,HEPHY,Right,,,3.937,19.550607
35957,2S,WW,HEPHY,Left,,,3.897,18.851991
35957,2S,WW,HEPHY,Left,,,3.897,18.961522
35957,2S,WW,HEPHY,Left,,,3.897,18.928046
35957,2S,WW,HEPHY,Left,,,3.897,19.464279
35957,2S,WW,HEPHY,Left,,,3.897,19.462077
35957,2S,WW,HEPHY,Left,,,3.897,19.371041
35957,2S,WW,HEPHY,Left,,,3.897,19.519922
35957,2S,WW,HEPHY,Left,,,3.897,19.518795
35957,2S,WW,HEPHY,Left,,,3.908,18.851991
35957,2S,WW,HEPHY,Left,,,3.908,18.961522
35957,2S,WW,HEPHY,Left,,,3.908,18.928046
35957,2S,WW,HEPHY,Left,,,3.908,19.464279
35957,2S,WW,HEPHY,Left,,,3.908,19.462077
35957,2S,WW,HEPHY,Left,,,3.908,19.371041
35957,2S,WW,HEPHY,Left,,,3.908,19.519922
35957,2S,WW,HEPHY,Left,,,3.908,19.518795
35957,2S,WW,HEPHY,Left,,,3.934,18.851991
35957,2S,WW,HEPHY,Left,,,3.934,18.961522
35957,2S,WW,HEPHY,Left,,,3.934,18.928046
35957,2S,WW,HEPHY,Left,,,3.934,19.464279
35957,2S,WW,HEPHY,Left,,,3.934,19.462077
35957,2S,WW,HEPHY,Left,,,3.934,19.371041
35957,2S,WW,HEPHY,Left,,,3.934,19.519922
35957,2S,WW,HEPHY,Left,,,3.934,19.518795
35957,2S,WW,HEPHY,Left,,,3.881,18.851991
35957,2S,WW,HEPHY,Left,,,3.881,18.961522
35957,2S,WW,HEPHY,Left,,,3.881,18.928046
35957,2S,WW,HEPHY,Left,,,3.881,19.464279
35957,2S,WW,HEPHY,Left,,,3.881,19.462077
35957,2S,WW,HEPHY,Left,,,3.881,19.371041
