batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VTH_V,RSH_OHMSQR
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.088,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.045,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,3.962,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.1,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.171,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.132,18.707431
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.340496
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.471004
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.508061
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.456299
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.399828000000003
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.577565
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.523448
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.669276000000004
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.382727
34332,2S,EE,Perugia,Right,20.0,20.0,4.085,18.707431
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.069,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.132,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.134,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.054,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.034,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,3.972,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.171,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.106,18.532765
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.118732
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.277551
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.287486
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.200329000000004
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.130336
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.224549
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.29921
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.161133000000003
34332,2S,EE,Perugia,Left,20.0,20.0,4.074,18.532765
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.032,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.141,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.091,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.058,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.017,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,3.962,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.16,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.133,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.098,18.465808000000003
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.22699
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.322743
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.293459
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.250409
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.233342
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.366353
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.256883
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.419354
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.252867
34332,2S,WW,Perugia,Right,20.0,20.0,4.084,18.465808000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.81,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.974,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.983,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.925,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.915,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.821,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.931,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.675,19.222913
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.85528
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.84512
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.844616
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.767566
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.598719000000003
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,18.738781
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,19.056278
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,19.004084
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,19.335809
34332,2S,WW,Perugia,Left,20.0,20.0,3.826,19.222913
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.591076
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.5497
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.536406
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.563383
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.589906
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.507579000000003
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.519902
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.366462
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.401153
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.275309
34346,2S,EE,Perugia,Right,20.0,20.0,3.909,18.165261
34346,2S,EE,Perugia,Right,20.0,20.0,3.809,18.591076
