batch_number,Type,Orientation,AGGREGATED_COND_DATA_SET_ID,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,PART_NAME_LABEL.1,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34330,2S,EE,831731,25880,34330_001_2-S_HM_EE,,,,,78.984789769,34330_001_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_L_flute4_p+_Chain_6_8_2020_9h28m12s.txt,Perugia
34330,2S,EE,833240,25880,34330_001_2-S_HM_EE,,,,,77.692538459,34330_001_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Right,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_R_flute4_p+_Chain_6_8_2020_9h35m11s.txt,Perugia
34330,2S,WW,830651,25883,34330_001_2-S_HM_WW,,,,,75.438474085,34330_001_2-S_HM_WW,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_p+_Chain_6_8_2020_8h55m56s.txt,Perugia
34330,2S,WW,831002,25883,34330_001_2-S_HM_WW,,,,,77.761598321,34330_001_2-S_HM_WW,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_p+_Chain_6_8_2020_9h15m35s.txt,Perugia
34330,2S,EE,831872,25884,34330_003_2-S_HM_EE,,,,,81.105285096,34330_003_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_L_flute4_p+_Chain_6_8_2020_8h45m9s.txt,Perugia
34330,2S,EE,833018,25884,34330_003_2-S_HM_EE,,,,,78.558481805,34330_003_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Right,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_R_flute4_p+_Chain_6_8_2020_8h40m13s.txt,Perugia
34330,2S,WW,831971,25887,34330_003_2-S_HM_WW,,,,,74.547861462,34330_003_2-S_HM_WW,PQC4,CC_EDGE,Not Used,Right,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_W_R_flute4_p+_Chain_6_8_2020_8h29m14s.txt,Perugia
34330,2S,EE,830963,25888,34330_004_2-S_HM_EE,,,,,78.049173704,34330_004_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_004_2-S_HM_E_L_flute4_p+_Chain_5_8_2020_16h27m37s.txt,Perugia
34330,2S,EE,832472,25888,34330_004_2-S_HM_EE,,,,,78.203203931,34330_004_2-S_HM_EE,PQC4,CC_EDGE,Not Used,Right,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_004_2-S_HM_E_R_flute4_p+_Chain_5_8_2020_16h37m39s.txt,Perugia
34330,2S,WW,831557,25891,34330_004_2-S_HM_WW,,,,,76.58638879899999,34330_004_2-S_HM_WW,PQC4,CC_EDGE,Not Used,Left,ContactChain-Edge,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_004_2-S_HM_W_L_flute4_p+_Chain_5_8_2020_16h14m29s.txt,Perugia
