batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,RSH_OHMSQR,T_UM,RHO_KOHMCM,RC_OHM,R_OHM,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,AC_FREQ_HZ,AC_AMPL_V,CORR_OPEN_PFRD,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34330,2S,EE,25880,34330_001_2-S_HM_EE,,,,,93.389848658,PQC4,CC_STRIP,Not Used,Right,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_R_flute4_n+_Chain_6_8_2020_9h35m54s.txt,Perugia
34330,2S,EE,25880,34330_001_2-S_HM_EE,,,,,83.767073757,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_L_flute4_n+_Chain_6_8_2020_9h29m4s.txt,Perugia
34330,2S,EE,25880,34330_001_2-S_HM_EE,,,,,93.389848658,PQC4,CC_STRIP,Not Used,Right,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_R_flute4_n+_Chain_6_8_2020_9h35m54s.txt,Perugia
34330,2S,EE,25880,34330_001_2-S_HM_EE,,,,,83.767073757,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_E_L_flute4_n+_Chain_6_8_2020_9h29m4s.txt,Perugia
34330,2S,WW,25883,34330_001_2-S_HM_WW,,,,,89.61135720200001,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_n+_Chain_6_8_2020_8h56m45s.txt,Perugia
34330,2S,WW,25883,34330_001_2-S_HM_WW,,,,,81.07446416200001,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_n+_Chain_6_8_2020_9h16m26s.txt,Perugia
34330,2S,WW,25883,34330_001_2-S_HM_WW,,,,,81.07446416200001,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_n+_Chain_6_8_2020_9h16m26s.txt,Perugia
34330,2S,WW,25883,34330_001_2-S_HM_WW,,,,,89.61135720200001,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_001_2-S_HM_W_L_flute4_n+_Chain_6_8_2020_8h56m45s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,94.799683725,PQC4,CC_STRIP,Not Used,Right,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_R_flute4_n+_Chain_6_8_2020_8h41m2s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,79.58093088,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_L_flute4_n+_Chain_6_8_2020_8h46m1s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,94.799683725,PQC4,CC_STRIP,Not Used,Right,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_R_flute4_n+_Chain_6_8_2020_8h41m2s.txt,Perugia
34330,2S,EE,25884,34330_003_2-S_HM_EE,,,,,79.58093088,PQC4,CC_STRIP,Not Used,Left,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_E_L_flute4_n+_Chain_6_8_2020_8h46m1s.txt,Perugia
34330,2S,WW,25887,34330_003_2-S_HM_WW,,,,,91.645624673,PQC4,CC_STRIP,Not Used,Right,ContactChain-Strip,PQC_HM_POSITION 4,0.2,,,,,,HPK_34330_003_2-S_HM_W_R_flute4_n+_Chain_6_8_2020_8h30m0s.txt,Perugia
