batch_number,Type,Average,std
34252,PSS,13277.133602040818,1681.1202596223861
34254,PSS,14001.666460176992,130.636654653828
34330,2S,13148.249358181818,1212.4853145103257
34331,2S,12203.228589743589,896.7298759000686
34332,2S,15520.385701575,332.93820221875126
34340,PSS,15432.716,275.4351941173838
34341,PSS,15206.982625,251.7695463468646
34343,PSS,14742.544875000001,158.2814045147886
34346,2S,15559.972282153847,313.32434403718
34348,2S,14801.06978412,105.27549181168624
34352,2S,14255.1004594,71.48100738403133
34353,2S,14009.11328125,120.75224408253179
34354,2S,14097.776111222222,125.47618056278488
34357,2S,14543.072439862068,51.523788909506244
34359,2S,14431.597321428571,71.17491214008916
35494,PSP,16017.198797764706,189.57662510979844
35495,PSP,14698.434559619049,1802.8377771488056
35496,PSP,13490.25921875,119.75196256210242
35499,PSP,14665.519375,64.88328093718857
35500,PSP,15212.36141860465,2441.9982843568455
35501,PSP,14971.351749999998,333.7052327020914
35713,PSS,14318.367728000001,225.3011829877316
35714,PSS,14257.763031277778,216.5190004316977
35717,2S,14374.547,161.8588951034278
35718,2S,14509.1034375,102.00690693279539
35719,2S,14129.4671395,147.3905459160141
35722,2S,15065.3790625,296.1988594689481
35952,2S,15015.342249999998,162.68795849231566
35953,2S,15537.978888888889,472.3260455774346
35957,2S,16058.226875,911.5468256113593
35958,2S,16867.1190625,224.14309091617238
35959,2S,14786.771241388888,1037.471744069572
35960,2S,13948.512283473683,361.9142895128826
35961,2S,14122.761211349998,72.39863948784404
35962,2S,13575.00881535,580.51967492851
35963,2S,13442.127111111111,2265.7611566958844
36236,PSS,13998.34719505,226.1837251879755
36237,PSS,13603.60637995,930.008515255358
36238,2S,12059.327777777777,151.28581810809123
36239,2S,12724.850416666666,171.40495051018
36240,2S,12613.176875,234.8978121158986
36241,2S,12987.10325,439.99822542408776
36245,2S,12638.165277777778,189.77971438314793
36246,2S,12528.127777777778,164.51677562939378
36696,PSS,11926.791944444445,439.85174743198337
36697,PSS,11649.356666666667,61.97410733290264
36698,2S,12109.198,244.03197922214403
36699,2S,12130.727631578948,119.88311858333488
36700,2S,16612.842,1691.2349201104564
36701,2S,17125.22725,109.86555287089871
36702,2S,16703.942846625,147.89836434267255
36703,2S,16761.324293314286,168.1216633559016
36704,2S,16585.453206500002,53.96849584659735
36705,2S,16305.51344245,523.6918786033766
36706,2S,14051.8835,1700.2415080071019
36795,2S,13642.23429032258,3580.8862754295637
36796,2S,14314.08367857143,2174.7184104769367
36797,2S,15020.82,1190.9376014518978
36798,2S,15474.933508555558,318.6790645269663
36799,2S,14763.1906548,383.0926835057115
36800,2S,15200.191,306.9535550836017
36801,2S,14970.7835,201.39014144065504
36802,2S,14742.05575,179.44975749799661
36803,2S,14896.9409375,175.28278667782612
37079,2S,14803.5971875,219.31705110350603
37081,2S,14866.981,190.2278687393821
37083,2S,13730.197396222222,166.9014774687894
37084,2S,13717.174683631578,119.69872664402388
37085,2S,13657.652302055554,111.68417183074313
37086,2S,14269.20065225,418.07181247164937
37087,2S,12463.568285714286,3354.0570285333424
37088,2S,12973.820612903226,3939.844632254379
37398,PSS,13670.1825,313.7594073027404
37399,PSS,12258.571459459461,2557.446572046592
37400,2S,16394.285714285714,566.6563957986106
37401,2S,16611.785714285714,497.2297596307302
37402,2S,14608.324135807692,427.06611312505123
37403,2S,15319.552133125,433.39522067304193
37404,2S,15733.073,293.1029923755254
37405,2S,15772.002727272727,694.9574804137925
37406,2S,15097.54074074074,256.09476895096014
37407,2S,15323.083870967741,379.3097715735556
37408,2S,16532.5,745.4187239894595
37895,PSS,15794.2859375,103.21710469838962
37896,PSS,15712.8384375,199.7834619735196
37897,2S,17064.285714285714,252.73948776803496
37898,2S,16285.158888888887,286.72663214565046
37899,2S,16975.2225,261.60944620165196
37900,2S,17595.824679333335,667.5753018541672
37901,2S,17852.126421310346,3589.594780104841
37903,2S,15572.8196875,164.1211755417002
37904,2S,17873.214285714286,547.7432053869953
37905,2S,18147.14285714286,455.78468879470216
37906,2S,17709.754500000003,653.4892381471203
37907,2S,17947.54125,1159.2600223522745
38194,2S,17299.232867733335,934.1454192294516
38195,2S,18040.468858687498,695.870485187793
38196,2S,17505.35714285714,337.4685954426767
38197,2S,20466.393,904.3473852001097
38198,2S,20230.74693757143,587.0248286522718
38199,2S,20059.285714285714,1304.8539823842043
38200,2S,17646.4525,182.4558877841356
38201,2S,17211.72906028125,111.0790170059165
38202,2S,17029.348125,246.36268203524017
38212,PSS,15990.987187499999,168.65403758896613
38213,PSS,15620.053181035715,188.7320071666585
38691,2S,18115.52875,369.9684729964048
38693,2S,17318.629375,515.0706254669868
38694,2S,16940.5796875,334.86447730084006
38695,2S,17030.3225,203.58184309684904
38696,2S,16867.934,183.46070610938435
38711,PSS,18702.618626625,191.63816812777722
38712,PSS,19311.40676470588,1154.4312449511754
38713,2S,15819.6096875,116.26468036295124
38714,2S,17944.074074074073,272.80958785400287
38715,2S,20252.59259259259,157.4213501450213
38716,2S,18553.1131365,120.13579678020136
38868,2S,18637.49125,423.2086197042017
38869,2S,20038.571428571428,577.2778667589258
38870,2S,19528.214285714286,421.06613865483587
38871,2S,18078.875,263.6920745380761
38872,2S,19213.75,144.61154863979522
38873,2S,17508.8975,807.3134281180625
38874,2S,18173.72875,609.3408828670155
38875,2S,16640.5295,603.5484854327425
38876,2S,17551.333333333332,209.5187228819786
38877,2S,15994.2251940625,390.7044887736148
38878,2S,16418.6409375,429.4440000997484
38879,2S,16640.380625,267.34926833080317
38880,2S,15855.473333333333,112.2672038513744
38881,2S,17672.5,141.27396551853943
38882,2S,18517.14285714286,375.7644764994985
38883,2S,18033.928571428572,280.11028629233084
38884,2S,18129.64285714286,216.95676549773336
38885,2S,16919.6125,144.49182280691392
38920,PSS,17088.9356364375,729.6215180955386
38921,PSS,18060.441931035715,480.62486291460664
38922,PSS,17028.1315945625,726.9516324425301
39478,PSS,16608.511990875,61.56540649478409
39479,PSS,19216.785714285714,172.64936788996303
39480,2S,16973.3125,70.84431932515916
39481,2S,17484.5534375,130.03046855379142
39482,2S,17828.5821875,1525.406977334742
39483,2S,17557.50875,86.95635018270276
39484,2S,21846.428571428572,460.34780961802016
39485,2S,16972.18843825,3527.8628111811972
39486,2S,18190.6896875,1006.9287496383691
39487,2S,19102.5,846.5556576395209
39488,2S,17649.766111541667,64.98701970000513
39547,PSS,19340.35714285714,176.85487130029844
39548,PSS,19470.3155,1594.6068807734393
39562,PSS,20185.0735,162.0400784951603
39563,PSS,19123.2303125,317.5441864653856
39564,2S,19158.503333333334,923.8292915886051
39565,2S,19836.124583333334,550.9228362048484
39566,2S,20536.590625,939.6511345481689
39567,2S,18509.1275,196.22567794218747
39568,2S,18864.17499625,102.11634031033171
39569,2S,18627.828,694.5120154740986
39570,2S,14977.5375,146.4640068656552
39571,2S,16497.404375,1839.647739483364
39572,2S,16787.7425,124.71856223477373
41352,2S,19431.795625,249.1160478162402
41353,2S,19944.46395159375,100.13085084392688
41354,2S,18563.672083333335,1513.5602197496198
41355,2S,16729.408200875,110.86234714591099
41356,2S,18302.5,192.17324359950487
41357,2S,18838.571428571428,1009.733057080358
41727,PSS,18472.1084375,233.7179565355582
41728,PSS,16703.9544823125,99.08432029265632
41729,PSS,16385.020625,102.93142364598987
41730,2S,22409.64285714286,641.5171955367308
41731,2S,21252.5,579.5449666946067
41732,2S,18719.64285714286,307.58897710415187
41733,2S,17773.69,133.78607533984587
41734,2S,18382.5421875,759.1756397640737
41735,2S,19270.208125,118.40611954100176
41736,2S,19220.806557458334,367.8228575379239
41737,2S,19480.005655625,82.0301520589108
41738,2S,18524.974995291665,77.12093438727129
41739,2S,18023.764271666667,2954.0749788869007
41740,2S,21080.0,677.0602087818997
41741,2S,20599.64285714286,153.39327675780925
41742,2S,18656.468170964286,76.41305900942358
41743,2S,18691.547161041668,85.38981683236311
41744,2S,19107.01,97.78609845787385
41745,2S,19088.774375,152.62021180436605
41746,2S,17075.777427916666,2774.9045617858224
41747,2S,17622.534375,111.96201763609717
41748,2S,19362.5,239.63900319407912
41749,2S,20543.0,770.9331324679481
41750,2S,19142.0,228.440940196574
41751,2S,16608.275416666667,207.21317727065937
41752,2S,16653.2003125,350.81383445046015
41753,2S,17304.9384375,744.7906119176762
41754,2S,16603.347083333334,586.4270941637864
41755,2S,16404.2246875,137.69454143804873
