batch_number,Type,Average,std
34252,PSS,59853.06144329897,6948.790314473354
34254,PSS,63460.59619469027,592.0926785462457
34330,2S,59592.58403636364,5495.41854536838
34331,2S,55309.42782051282,4064.3043129356233
34332,2S,70343.957125,1508.9954137369587
34340,PSS,69946.628125,1248.3703333354713
34341,PSS,68923.521875,1141.1125666203932
34343,PSS,66818.524125,717.3874495726054
34346,2S,70523.3777948718,1420.098359216924
34348,2S,67083.75916,477.1462987224757
34352,2S,64609.23031825301,323.9775459653856
34353,2S,63494.3478125,547.2932595893797
34354,2S,63896.17997777778,568.7030559101318
34357,2S,65914.42282758621,233.52425942807915
34359,2S,65409.19535714285,322.5897409176637
35494,PSP,72595.6924117647,859.2293553675746
35495,PSP,65901.14265,7674.837108512356
35496,PSP,61142.71171875,542.7569716354682
35499,PSP,66469.414625,294.0721507736101
35500,PSP,70580.86904761905,2833.539613068494
35501,PSP,67855.55799999999,1512.4733422379825
35713,PSS,64895.98046666667,1021.1459119403826
35714,PSS,64621.29811111111,981.3417048764181
35717,2S,65150.62424999999,733.6048747806856
35718,2S,65760.4825,462.3334195842995
35719,2S,64039.815,668.0264036039295
35722,2S,68281.7246875,1342.4801438934849
35952,2S,68054.94,737.3635808431609
35953,2S,70423.72,2140.7515326235725
35957,2S,72781.6684375,4131.458778387489
35958,2S,76447.8621875,1015.895436482005
35959,2S,67018.95327777778,4702.194051124248
35960,2S,63219.662684210525,1640.3253766405624
35961,2S,64009.42155000001,328.1365786510073
35962,2S,61526.811100000006,2631.1234748710176
35963,2S,62633.40257142857,584.8572522587577
36236,PSS,63445.5323,1025.145753158678
36237,PSS,61656.42545,4215.132234176443
36238,2S,54657.215833333335,685.6865748696214
36239,2S,57673.60395833334,776.8695063885151
36240,2S,57167.46145833333,1064.643148357538
36241,2S,58862.23025,1994.2320011543575
36245,2S,57280.716944444444,860.1459737337561
36246,2S,56781.98777777778,745.6446051614323
36696,PSS,54056.51888888889,1993.566496679872
36697,PSS,52799.081249999996,280.8972562020649
36698,2S,54883.2455,1106.040353993145
36699,2S,54980.825000000004,543.3534039883026
36700,2S,75040.36410256411,7591.639648835219
36701,2S,77617.69725,497.95303571149907
36702,2S,75708.262875,670.328373930461
36703,2S,75968.33614285715,761.9876785791819
36704,2S,75171.22525,244.60473747439426
36705,2S,73902.43775,2373.559524363809
36706,2S,63688.192,7706.105717134887
36795,2S,57450.75592592592,11846.413675393414
36796,2S,64876.58321428572,9856.607334347804
36797,2S,68079.76346153846,5397.75990725037
36798,2S,70137.95144444444,1444.367845887656
36799,2S,66912.07745000001,1736.3135445378007
36800,2S,68892.74175,1391.2291220464729
36801,2S,67852.98325,912.7724839343191
36802,2S,66816.30500000001,813.3336440405068
36803,2S,67518.301875,794.4468926014565
37079,2S,67095.23406249999,994.0269390743598
37081,2S,67382.5115,862.1820394686454
37083,2S,62230.18138888889,756.45746809696
37084,2S,62171.15763157895,542.5177086853907
37085,2S,61901.38088888888,506.19274074371543
37086,2S,64673.137625,1894.8513813320526
37087,2S,56736.091515151515,10354.677266654402
37088,2S,58500.79551724138,8169.796452324774
37398,PSS,61958.1875,1422.067169068301
37399,PSS,55560.26162162162,11591.269190452858
37400,2S,74302.5,2571.021738099033
37401,2S,75293.21428571429,2252.2467031034166
37402,2S,66210.16684615385,1935.6168722365028
37403,2S,69433.70743750001,1964.3026203146271
37404,2S,71307.954,1328.4537061982253
37405,2S,71484.39454545455,3149.8001594833277
37406,2S,68427.4951851852,1160.7106612574437
37407,2S,69449.73580645162,1719.1664357196935
37408,2S,74928.57142857143,3378.277792982817
37895,PSS,71585.3903125,467.8145794490243
37896,PSS,71216.240625,905.488854839362
37897,2S,77341.78571428571,1145.5260915644956
37898,2S,73810.205,1299.5480550021998
37899,2S,76937.8184375,1185.7050280552767
37900,2S,78269.4865,1072.9904778228233
37901,2S,77206.79545454546,668.3408682469411
37903,2S,70581.6290625,743.8578465408441
37904,2S,79128.88888888889,683.4918515323429
37905,2S,79418.0,291.6676190460648
37906,2S,78188.3932,623.4284344435026
37907,2S,76504.480625,1759.9365687981237
38194,2S,76188.00788888888,3980.90921021334
38195,2S,77866.34475,1523.5158635274906
38196,2S,78447.05882352941,1290.2168650360804
38197,2S,78695.92,
38200,2S,79200.65000000001,599.676716542867
38201,2S,78009.73209375,503.4499079222539
38202,2S,77054.25580645162,859.7080995616072
38212,PSS,72476.91375,764.4016951828278
38213,PSS,70795.68596428572,855.401221910059
38691,2S,79618.14625,332.10884872014066
